dataset,retriever,representation,cNDCG@10,RelevantRecall@20,HighestRecall@20,RelevantHidden@20,RelevanceVisibilitySpearman
esci,bge_base,C2_random_attribute_order_s1,0.7150208222272365,0.6741498157876121,0.7376224893462245,0.26237751065377546,0.2556062223903233
esci,bge_base,C2_random_attribute_order_s2,0.7140666517824095,0.6739147195389439,0.7380253449667826,0.2619746550332174,0.25497996161610387
esci,bge_base,C2_random_attribute_order_s3,0.7157923003982685,0.6750515255770619,0.7409814769587038,0.2590185230412964,0.25671077862605907
esci,bge_base,C2_random_attribute_order_s4,0.7129085405608107,0.6734192937854262,0.7386092986140481,0.26139070138595183,0.2568046513635152
esci,bge_base,C2_random_attribute_order_s5,0.7133265232145934,0.6721808389626533,0.7358706603265684,0.26412933967343155,0.25665076890678606
esci,gte_modernbert,C0_original,0.7167828384738955,0.647403594662179,0.7244962730851259,0.2755037269148742,0.2688732020346808
esci,gte_modernbert,C1_reverse_attribute_order,0.7159301708963219,0.6419990122365727,0.7139427553516954,0.2860572446483046,0.2679270431090025
esci,gte_modernbert,C2_random_attribute_order_s1,0.7196134469640212,0.6448804006795249,0.720337068810611,0.27966293118938895,0.2692862184624582
esci,gte_modernbert,C2_random_attribute_order_s2,0.7196072597802242,0.6430715327337724,0.7192020502755233,0.2807979497244767,0.27059104715185334
esci,gte_modernbert,C2_random_attribute_order_s3,0.7185147460116661,0.6444074034085095,0.7189030982045586,0.2810969017954415,0.26481214598907216
esci,gte_modernbert,C2_random_attribute_order_s4,0.7144218012054587,0.6437202176644614,0.7154148864586549,0.2845851135413451,0.26882984143287936
esci,gte_modernbert,C2_random_attribute_order_s5,0.7181443583747378,0.6420271159052406,0.7146866597956724,0.2853133402043276,0.2700918884703323
