source,queries,legacy_cNDCG@10,official_cNDCG@10,delta,ci_low,ci_high
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_C2s4.parquet,500,0.7144218012054586,0.7363044108583997,0.0218826096529411,0.0175296947728612,0.0263490556856675
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_C2s5.parquet,500,0.7181443583747378,0.7400263527689865,0.0218819943942488,0.0176342040974527,0.0262624587893859
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_C3.parquet,500,0.7161025293572364,0.7378908059586188,0.0217882766013824,0.0173615184318706,0.0263670349825016
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_C4.parquet,500,0.7108544434161297,0.7341243652986138,0.0232699218824842,0.0188787249328271,0.0278282124153191
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_C5asc.parquet,500,0.7113943527761417,0.7364124340836636,0.025018081307522,0.0205589900751791,0.0296278046355177
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_C5desc.parquet,500,0.7075078668257935,0.7323824846308795,0.024874617805086,0.0204324344816409,0.0294123199882623
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M1C0.parquet,500,0.7039506436400749,0.7271001783234475,0.0231495346833726,0.0187904616302061,0.0276423572975539
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M1C1.parquet,500,0.705296068535182,0.7284923245931202,0.0231962560579381,0.0188233006553959,0.0277616211551097
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M1C2s1.parquet,500,0.7060573421551886,0.7290487483114484,0.0229914061562599,0.0186166217096105,0.0275183785130555
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M1C2s2.parquet,500,0.7030277301101553,0.7263327198501937,0.0233049897400383,0.0189062344954109,0.0278549257455977
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M1C2s3.parquet,500,0.7031906145894895,0.7263520832008028,0.0231614686113134,0.018775678245402,0.0276967003992069
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M1C2s4.parquet,500,0.7043081168414282,0.7274735339923132,0.0231654171508847,0.0186779203016133,0.0277714775506132
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M1C2s5.parquet,500,0.7057757951284525,0.7285982647970365,0.0228224696685839,0.0184616673209966,0.0273544226693558
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M2C0.parquet,500,0.7180114176432213,0.7399238194253706,0.0219124017821491,0.0174190178205348,0.0265153140605415
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M2C1.parquet,500,0.7180114176432213,0.7399238194253706,0.0219124017821491,0.0174190178205348,0.0265153140605415
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M2C2s1.parquet,500,0.7180114176432213,0.7399238194253706,0.0219124017821491,0.0174190178205348,0.0265153140605415
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M2C2s2.parquet,500,0.7180114176432213,0.7399238194253706,0.0219124017821491,0.0174190178205348,0.0265153140605415
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M2C2s3.parquet,500,0.7180114176432213,0.7399238194253706,0.0219124017821491,0.0174190178205348,0.0265153140605415
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M2C2s4.parquet,500,0.7180114176432213,0.7399238194253706,0.0219124017821491,0.0174190178205348,0.0265153140605415
phase2\results\phase2_pair_ranks\esci_gte_modernbert_native_M2C2s5.parquet,500,0.7180114176432213,0.7399238194253706,0.0219124017821491,0.0174190178205348,0.0265153140605415
phase2\results\phase2_pair_ranks\esci_minilm_native_C0.parquet,500,0.6853370764119393,0.711273454463738,0.0259363780517986,0.02154448256958,0.0304431100216926
phase2\results\phase2_pair_ranks\esci_minilm_native_C1.parquet,500,0.683137857020519,0.7093200306395528,0.0261821736190338,0.0217068094435556,0.0307431026801627
phase2\results\phase2_pair_ranks\esci_minilm_native_C2s1.parquet,500,0.6842784111816539,0.7104414433768241,0.0261630321951702,0.0217541764120719,0.0306729315578782
phase2\results\phase2_pair_ranks\esci_minilm_native_C2s2.parquet,500,0.685447519559905,0.7111240269809138,0.0256765074210088,0.02122418614982,0.0302380168886951
phase2\results\phase2_pair_ranks\esci_minilm_native_C2s3.parquet,500,0.6817920648854681,0.7081207303711637,0.0263286654856956,0.0218756404067684,0.0308731068405463
phase2\results\phase2_pair_ranks\esci_minilm_native_C2s4.parquet,500,0.6847210355256481,0.7108128942590015,0.0260918587333535,0.0217206869316855,0.0305573823980009
phase2\results\phase2_pair_ranks\esci_minilm_native_C2s5.parquet,500,0.6872631735737118,0.7130287733699823,0.0257655997962704,0.0213749567472519,0.0302474949441979
phase2\results\phase2_pair_ranks\esci_minilm_native_C3.parquet,500,0.6823685145703041,0.7084271468192324,0.0260586322489282,0.0215506361937448,0.0306981325018408
phase2\results\phase2_pair_ranks\esci_minilm_native_C4.parquet,500,0.6747552432241305,0.7016539466270518,0.0268987034029213,0.0223132626147321,0.0316366416732578
phase2\results\phase2_pair_ranks\esci_minilm_native_C5asc.parquet,500,0.6440243538619013,0.6749964897515135,0.030972135889612,0.0259943425842773,0.0361708862827618
phase2\results\phase2_pair_ranks\esci_minilm_native_C5desc.parquet,500,0.6589776110135195,0.6878114037311588,0.0288337927176393,0.0239767804594405,0.0338270723363711
phase2\results\phase2_pair_ranks\esci_minilm_native_M1C0.parquet,500,0.6797283236346928,0.7061152045894955,0.0263868809548027,0.0222365891630067,0.0306876855111377
phase2\results\phase2_pair_ranks\esci_minilm_native_M1C1.parquet,500,0.679559570676944,0.7059798492032757,0.0264202785263317,0.0222585419426633,0.0307707489574327
phase2\results\phase2_pair_ranks\esci_minilm_native_M1C2s1.parquet,500,0.6810297460963551,0.707239826799878,0.0262100807035228,0.0220410367655813,0.030551179151216
phase2\results\phase2_pair_ranks\esci_minilm_native_M1C2s2.parquet,500,0.6782872040170882,0.7050226761001698,0.0267354720830814,0.0225044675548071,0.0311092516819194
phase2\results\phase2_pair_ranks\esci_minilm_native_M1C2s3.parquet,500,0.6813371681861953,0.707717658520755,0.0263804903345597,0.0221686871878196,0.030816775307834
phase2\results\phase2_pair_ranks\esci_minilm_native_M1C2s4.parquet,500,0.6806328633936908,0.7070597170662243,0.0264268536725334,0.022275740070863,0.0307329895795319
phase2\results\phase2_pair_ranks\esci_minilm_native_M1C2s5.parquet,500,0.6778360347897202,0.7044833894558554,0.0266473546661352,0.0223958714406104,0.0311575278694863
phase2\results\phase2_pair_ranks\esci_minilm_native_M2C0.parquet,500,0.6851729505926251,0.7115648171041974,0.0263918665115722,0.0218591953553955,0.031140819635224
phase2\results\phase2_pair_ranks\esci_minilm_native_M2C1.parquet,500,0.6851729505926251,0.7115648171041974,0.0263918665115722,0.0218591953553955,0.031140819635224
phase2\results\phase2_pair_ranks\esci_minilm_native_M2C2s1.parquet,500,0.6851729505926251,0.7115648171041974,0.0263918665115722,0.0218591953553955,0.031140819635224
phase2\results\phase2_pair_ranks\esci_minilm_native_M2C2s2.parquet,500,0.6851729505926251,0.7115648171041974,0.0263918665115722,0.0218591953553955,0.031140819635224
phase2\results\phase2_pair_ranks\esci_minilm_native_M2C2s3.parquet,500,0.6851729505926251,0.7115648171041974,0.0263918665115722,0.0218591953553955,0.031140819635224
phase2\results\phase2_pair_ranks\esci_minilm_native_M2C2s4.parquet,500,0.6851729505926251,0.7115648171041974,0.0263918665115722,0.0218591953553955,0.031140819635224
phase2\results\phase2_pair_ranks\esci_minilm_native_M2C2s5.parquet,500,0.6851729505926251,0.7115648171041974,0.0263918665115722,0.0218591953553955,0.031140819635224
phase3\results\phase3_invariant_method\esci_late_max_pairs.parquet,500,0.7041295391791197,0.7296937351010493,0.0255641959219294,0.0215713444983429,0.0298962462221535
phase3\results\phase3_invariant_method\esci_late_mean_pairs.parquet,500,0.7025637606073226,0.7290050026488499,0.0264412420415273,0.0224045733905156,0.0307049246042643
phase3\results\phase3_invariant_method\esci_late_top3_pairs.parquet,500,0.7025637606073226,0.7290050026488499,0.0264412420415273,0.0224045733905156,0.0307049246042643
phase3\results\phase3_invariant_method\esci_set_mean_pairs.parquet,500,0.7058780646586644,0.7326127851762679,0.0267347205176034,0.0225777304732817,0.031175933957146
