dataset,model,family,rule,K,reference_state,control_state,estimate,ci_low,ci_high,queries,pairs,weighting
wands,minilm,hybrid,lexical_descending,20,crossing,omitted,0.072253120958651107,0.061014779386411158,0.085104159384259373,308,21299,query_macro
wands,minilm,hybrid,lexical_descending,20,persistent_omission,included,0.0049901196781125109,0.0025517458045388242,0.0088446583233727435,308,21299,query_macro
wands,minilm,hybrid,lexical_descending,20,persistent_omission,omitted,0.56312490985387154,0.52375183793642599,0.60092650270647818,308,21299,query_macro
wands,minilm,hybrid,lexical_descending,100,persistent_inclusion,included,0.59839323381369958,0.55695236234260703,0.63882786893218424,308,21299,query_macro
wands,minilm,hybrid,lexical_descending,100,persistent_inclusion,omitted,0.0031932776946759639,0.0015935536110746474,0.0057678267620068606,308,21299,query_macro
wands,minilm,hybrid,lexical_descending,100,crossing,included,0.051552353602830017,0.04207905793080869,0.062139702080082702,308,21299,query_macro
wands,minilm,hybrid,lexical_descending,100,crossing,omitted,0.059243708222265018,0.050068183193500884,0.069217678128240409,308,21299,query_macro
wands,minilm,hybrid,lexical_descending,100,persistent_omission,included,0.0029253609015003805,0.0017577038048683705,0.0043949568971095049,308,21299,query_macro
wands,minilm,hybrid,lexical_descending,100,persistent_omission,omitted,0.28469206576502909,0.25070275678156445,0.31939339991220195,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,20,persistent_inclusion,included,0.29356548207906397,0.25576596891178222,0.33325895070156608,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,20,persistent_inclusion,omitted,0.0013047557534821798,0.00073528358069439869,0.0020091951002783825,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,20,crossing,included,0.067769764969923582,0.055546512770923429,0.081577617644876102,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,20,crossing,omitted,0.069244967665546248,0.057893513947388064,0.082595281066505655,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,20,persistent_omission,included,0.0046160382431606369,0.0021754020973320091,0.008576480764252048,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,20,persistent_omission,omitted,0.56349899128882341,0.52398768126203588,0.60166734320783377,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,100,persistent_inclusion,included,0.60011787085661983,0.55883556954932079,0.64067587772884405,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,100,persistent_inclusion,omitted,0.0014686406517557425,0.00097979083070810291,0.0020042954547885303,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,100,crossing,included,0.055245014158288849,0.045337643924158712,0.066665389441611156,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,100,crossing,omitted,0.055551047666806172,0.046622063233483245,0.065307017122040678,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,100,persistent_omission,included,0.0017370601578580709,0.0011962073537921027,0.0023639725079458774,308,21299,query_macro
wands,minilm,hybrid,field_priority_type,100,persistent_omission,omitted,0.28588036650867132,0.25169394492827424,0.32091986699112868,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,20,persistent_inclusion,included,0.30306622963707336,0.26407957242528307,0.34378024211311081,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,20,persistent_inclusion,omitted,0.0016571713606184832,0.0009578791713058725,0.0024730257251796505,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,20,crossing,included,0.053688487228004719,0.042850961001141052,0.066269309468173596,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,20,crossing,omitted,0.065629586198961448,0.055371171062471865,0.077548473697855905,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,20,persistent_omission,included,0.0039695212370572646,0.0019432785623828826,0.0069365335743505913,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,20,persistent_omission,omitted,0.57198900433828481,0.5325921827016975,0.61081112855171582,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,100,persistent_inclusion,included,0.56928529844508513,0.52812695419516276,0.61042398281347854,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,100,persistent_inclusion,omitted,0.0025174476712407456,0.0015580323852163779,0.0036908569703638433,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,100,crossing,included,0.061130006998671382,0.049564382978109216,0.075103530027501045,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,100,crossing,omitted,0.061918741055602085,0.049561276829774965,0.076287994797302291,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,100,persistent_omission,included,0.0019535086919800137,0.0011258294557996173,0.0030195088298400133,308,21299,query_macro
wands,bge_base,dense,lexical_ascending,100,persistent_omission,omitted,0.30319499713742065,0.26868907787645319,0.33776529874128586,308,21299,query_macro
wands,bge_base,dense,lexical_descending,20,persistent_inclusion,included,0.30272106388890901,0.2636895618276226,0.3433170156207439,308,21299,query_macro
wands,bge_base,dense,lexical_descending,20,persistent_inclusion,omitted,0.0020023371087828103,0.00098451007248348565,0.0032783843817912558,308,21299,query_macro
wands,bge_base,dense,lexical_descending,20,crossing,included,0.057852325994319234,0.045966242884468565,0.071815134582842374,308,21299,query_macro
wands,bge_base,dense,lexical_descending,20,crossing,omitted,0.061465747432646947,0.051161568872949516,0.073008370315657198,308,21299,query_macro
wands,bge_base,dense,lexical_descending,20,persistent_omission,included,0.0021820601055105651,0.0012630481127694057,0.0032421137868878492,308,21299,query_macro
wands,bge_base,dense,lexical_descending,20,persistent_omission,omitted,0.57377646546983141,0.53477221115076101,0.61229942139235327,308,21299,query_macro
wands,bge_base,dense,lexical_descending,100,persistent_inclusion,included,0.56907881504956193,0.52775533768251104,0.61044688416179615,308,21299,query_macro
wands,bge_base,dense,lexical_descending,100,persistent_inclusion,omitted,0.0027239310667638837,0.0018461443161649253,0.0037193608403583447,308,21299,query_macro
wands,bge_base,dense,lexical_descending,100,crossing,included,0.063930661197581617,0.051365648499501912,0.078732206619967313,308,21299,query_macro
wands,bge_base,dense,lexical_descending,100,crossing,omitted,0.05911808685669187,0.047834539119066585,0.071958784176134272,308,21299,query_macro
wands,bge_base,dense,lexical_descending,100,persistent_omission,included,0.0030820746544898089,0.0018022248718481937,0.0048032338484180212,308,21299,query_macro
wands,bge_base,dense,lexical_descending,100,persistent_omission,omitted,0.30206643117491078,0.26784822274018966,0.33637701491319022,308,21299,query_macro
wands,bge_base,dense,field_priority_type,20,persistent_inclusion,included,0.30296880646573898,0.26392569761268647,0.34355568915811113,308,21299,query_macro
wands,bge_base,dense,field_priority_type,20,persistent_inclusion,omitted,0.0017545945319528162,0.0010115973908583764,0.0026488894916858506,308,21299,query_macro
wands,bge_base,dense,field_priority_type,20,crossing,included,0.057040202973208401,0.045815959146763577,0.070295920675831236,308,21299,query_macro
wands,bge_base,dense,field_priority_type,20,crossing,omitted,0.062277870453757787,0.052501760392974564,0.073614583875900363,308,21299,query_macro
wands,bge_base,dense,field_priority_type,20,persistent_omission,included,0.0048229376911934239,0.0027234726889764768,0.0077293514733893119,308,21299,query_macro
wands,bge_base,dense,field_priority_type,20,persistent_omission,omitted,0.57113558788414853,0.53173536451343473,0.60964853384062734,308,21299,query_macro
wands,bge_base,dense,field_priority_type,100,persistent_inclusion,included,0.56863148744290648,0.52733060753507366,0.60965555969994167,308,21299,query_macro
wands,bge_base,dense,field_priority_type,100,persistent_inclusion,omitted,0.0031712586734194493,0.0016672439488257017,0.0052845760646532854,308,21299,query_macro
wands,bge_base,dense,field_priority_type,100,crossing,included,0.063943448771398223,0.050958380052401095,0.078946681932387394,308,21299,query_macro
wands,bge_base,dense,field_priority_type,100,crossing,omitted,0.059105299282875244,0.047613273831154421,0.072212708104286635,308,21299,query_macro
wands,bge_base,dense,field_priority_type,100,persistent_omission,included,0.0030729914773634276,0.0020710379244843059,0.0042777240225691012,308,21299,query_macro
wands,bge_base,dense,field_priority_type,100,persistent_omission,omitted,0.30207551435203722,0.26780062055552456,0.33658087863843239,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,20,persistent_inclusion,included,0.34210067459559612,0.30338713740507622,0.38249021241521358,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,20,persistent_inclusion,omitted,0.00086832312798954274,0.00043270252579604817,0.0014041571817418742,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,20,crossing,included,0.031114792040840392,0.024938312840946355,0.03849694412941207,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,20,crossing,omitted,0.044110112884563221,0.03521594528757388,0.054573105597861465,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,20,persistent_omission,included,0.0012812386265335265,0.00074867416551323686,0.0019062668097007045,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,20,persistent_omission,omitted,0.58052485872447723,0.54078615326743307,0.61926125643392271,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,100,persistent_inclusion,included,0.64143119459734321,0.6013994118797189,0.68012660970008088,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,100,persistent_inclusion,omitted,0.0011798824535884575,0.00055121031916465445,0.0020815685323061326,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,100,crossing,included,0.038871906027272439,0.029947133878100413,0.049623649281149575,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,100,crossing,omitted,0.031594161720402469,0.02465766519485179,0.040558299828929861,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,100,persistent_omission,included,0.0012187675303632294,0.00060119173482590569,0.0019775661171690774,308,21299,query_macro
wands,bge_base,hybrid,lexical_ascending,100,persistent_omission,omitted,0.28570408767103017,0.25102191068490165,0.32108989862010612,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,20,persistent_inclusion,included,0.34154712541661081,0.302846525288544,0.38206887246784477,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,20,persistent_inclusion,omitted,0.0014218723069748947,0.00078361050849892993,0.0022097840440337487,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,20,crossing,included,0.038762117912350923,0.029874693266939704,0.049436275853668506,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,20,crossing,omitted,0.036462787013052694,0.030342131503855327,0.043152224813270433,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,20,persistent_omission,included,0.0034204378017564409,0.001080149837989187,0.0073778759631183011,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,20,persistent_omission,omitted,0.57838565954925425,0.53849820659620351,0.61704482960249174,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,100,persistent_inclusion,included,0.64078591833848042,0.60082060619155064,0.67937049233647628,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,100,persistent_inclusion,omitted,0.0018251587124512221,0.00098378883843001637,0.0029580568842874281,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,100,crossing,included,0.033456010623927869,0.027013920699766294,0.040788938674284542,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,100,crossing,omitted,0.037010057123747039,0.027758980724222313,0.048291656100708485,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,100,persistent_omission,included,0.0050375021730784449,0.0012231623210706226,0.012262646620095753,308,21299,query_macro
wands,bge_base,hybrid,lexical_descending,100,persistent_omission,omitted,0.28188535302831497,0.24753628698249275,0.3169675139765164,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,20,persistent_inclusion,included,0.34162865766128542,0.30282183952571529,0.38211408502532079,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,20,persistent_inclusion,omitted,0.0013403400623002869,0.00062258808636991435,0.0022446442286281902,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,20,crossing,included,0.033342387150048065,0.026251336966832271,0.041707031299877864,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,20,crossing,omitted,0.041882517775355545,0.033698422754943815,0.051787201375654575,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,20,persistent_omission,included,0.0012284485740901422,0.00070285123480129711,0.0018368147463092323,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,20,persistent_omission,omitted,0.58057764877692053,0.54077179206476944,0.61948332055524724,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,100,persistent_inclusion,included,0.64112806595126037,0.60121732855076893,0.67960721923250711,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,100,persistent_inclusion,omitted,0.0014830110996713218,0.00078979747804811559,0.0023881912008125433,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,100,crossing,included,0.035445390429120129,0.028684366762930819,0.043142968266532217,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,100,crossing,omitted,0.035020677318554787,0.02592010875190516,0.046195099798091055,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,100,persistent_omission,included,0.0017260745387032113,0.0010750780155322614,0.0024927232378987147,308,21299,query_macro
wands,bge_base,hybrid,field_priority_type,100,persistent_omission,omitted,0.28519678066269027,0.25059570913166901,0.32055729997447996,308,21299,query_macro
esci,minilm,dense,lexical_ascending,20,persistent_inclusion,included,0.65443104317634815,0.62467908171418729,0.68327120868860958,499,4434,query_macro
esci,minilm,dense,lexical_ascending,20,persistent_inclusion,omitted,0.00025640506602430448,0,0.0006949926789606148,499,4434,query_macro
esci,minilm,dense,lexical_ascending,20,crossing,included,0.020400828980829799,0.014724312429562661,0.027125258249616112,499,4434,query_macro
esci,minilm,dense,lexical_ascending,20,crossing,omitted,0.019972488322997126,0.014656483380235863,0.025978955556184631,499,4434,query_macro
esci,minilm,dense,lexical_ascending,20,persistent_omission,included,0.00013360053440213761,0,0.00040080160320641282,499,4434,query_macro
esci,minilm,dense,lexical_ascending,20,persistent_omission,omitted,0.30480563391939852,0.27647786608354058,0.33390826369365234,499,4434,query_macro
esci,minilm,dense,lexical_ascending,100,persistent_inclusion,included,0.8552837328080235,0.8309691418355325,0.87870662190584869,499,4434,query_macro
esci,minilm,dense,lexical_ascending,100,persistent_inclusion,omitted,0,0,0,499,4434,query_macro
esci,minilm,dense,lexical_ascending,100,crossing,included,0.0088332726985031595,0.0043992602462667599,0.014709306502893675,499,4434,query_macro
esci,minilm,dense,lexical_ascending,100,crossing,omitted,0.0052959092788752099,0.0026035602951935619,0.0085262191048764199,499,4434,query_macro
esci,minilm,dense,lexical_ascending,100,persistent_omission,included,0,0,0,499,4434,query_macro
esci,minilm,dense,lexical_ascending,100,persistent_omission,omitted,0.13058708521459805,0.10814795788584701,0.15390216721399919,499,4434,query_macro
esci,minilm,dense,lexical_descending,20,persistent_inclusion,included,0.65445972005873243,0.62459125632843515,0.68330592737455242,499,4434,query_macro
esci,minilm,dense,lexical_descending,20,persistent_inclusion,omitted,0.00022772818364000729,0,0.00062245703528268658,499,4434,query_macro
esci,minilm,dense,lexical_descending,20,crossing,included,0.020344722961955261,0.014519797258936755,0.027524876809824756,499,4434,query_macro
esci,minilm,dense,lexical_descending,20,crossing,omitted,0.02002859434187166,0.014384817623843738,0.026768501179404658,499,4434,query_macro
esci,minilm,dense,lexical_descending,20,persistent_omission,included,0.00040310506069610489,0,0.00094810310275721859,499,4434,query_macro
esci,minilm,dense,lexical_descending,20,persistent_omission,omitted,0.30453612939310448,0.27612874573327822,0.33369250968339592,499,4434,query_macro
esci,minilm,dense,lexical_descending,100,persistent_inclusion,included,0.8552837328080235,0.8309691418355325,0.87870662190584869,499,4434,query_macro
esci,minilm,dense,lexical_descending,100,persistent_inclusion,omitted,0,0,0,499,4434,query_macro
esci,minilm,dense,lexical_descending,100,crossing,included,0.007695891375751095,0.0032182157864773095,0.013291017321578443,499,4434,query_macro
esci,minilm,dense,lexical_descending,100,crossing,omitted,0.0064332906016272753,0.0035491340100558535,0.0099403863782621289,499,4434,query_macro
esci,minilm,dense,lexical_descending,100,persistent_omission,included,0.00083500334001335998,0,0.0021710086840347359,499,4434,query_macro
esci,minilm,dense,lexical_descending,100,persistent_omission,omitted,0.1297520818745847,0.10749528830042079,0.15305470495861931,499,4434,query_macro
esci,minilm,dense,field_priority_type,20,persistent_inclusion,included,0.65443104317634815,0.62467908171418729,0.68327120868860958,499,4434,query_macro
esci,minilm,dense,field_priority_type,20,persistent_inclusion,omitted,0.00025640506602430448,0,0.0006949926789606148,499,4434,query_macro
esci,minilm,dense,field_priority_type,20,crossing,included,0.0201781614234929,0.01449863727445283,0.026906972530783963,499,4434,query_macro
esci,minilm,dense,field_priority_type,20,crossing,omitted,0.02019515588033402,0.014908612824456789,0.026218210001297957,499,4434,query_macro
esci,minilm,dense,field_priority_type,20,persistent_omission,included,0.00019432805003947288,0,0.00052225663448108336,499,4434,query_macro
esci,minilm,dense,field_priority_type,20,persistent_omission,omitted,0.30474490640376112,0.27647786608354058,0.33380870266215917,499,4434,query_macro
esci,minilm,dense,field_priority_type,100,persistent_inclusion,included,0.85510155026111156,0.8307691409419159,0.87849686469485155,499,4434,query_macro
esci,minilm,dense,field_priority_type,100,persistent_inclusion,omitted,0.00018218254691200583,0,0.00054654764073601739,499,4434,query_macro
esci,minilm,dense,field_priority_type,100,crossing,included,0.0084689076046791482,0.0041448681810655752,0.014183051695576746,499,4434,query_macro
esci,minilm,dense,field_priority_type,100,crossing,omitted,0.005660274372699222,0.0028739323885866972,0.009003484964156306,499,4434,query_macro
esci,minilm,dense,field_priority_type,100,persistent_omission,included,0,0,0,499,4434,query_macro
esci,minilm,dense,field_priority_type,100,persistent_omission,omitted,0.13058708521459805,0.10814795788584701,0.15390216721399919,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,20,persistent_inclusion,included,0.69815125938859413,0.66893251721878677,0.72652360194466148,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,20,persistent_inclusion,omitted,0.00031279490197325864,0,0.00076873323366309339,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,20,crossing,included,0.016504350819649238,0.011098268530757949,0.022913663153376958,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,20,crossing,omitted,0.016178578177774999,0.011602233202288223,0.021449939742915029,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,20,persistent_omission,included,0.00013172897519176283,0,0.0003325616750742865,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,20,persistent_omission,omitted,0.26872128773681653,0.24222095612680108,0.29637990286469235,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,100,persistent_inclusion,included,0.89313896252114788,0.87194935424527842,0.91306187799809913,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,100,persistent_inclusion,omitted,0,0,0,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,100,crossing,included,0.0016068976114066295,0.00062547328673330678,0.002872464772201746,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,100,crossing,omitted,0.0039875566428672635,0.0016015364061456245,0.0069880833094760932,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,100,persistent_omission,included,0.00032115513077436925,0,0.0008093109295514105,499,4434,query_macro
esci,minilm,hybrid,lexical_ascending,100,persistent_omission,omitted,0.10094542809380379,0.081319292146373956,0.12168029088099491,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,20,persistent_inclusion,included,0.69824079610310508,0.66903008957656029,0.72654837264122529,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,20,persistent_inclusion,omitted,0.00022325818746245807,0,0.00060067083769661334,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,20,crossing,included,0.016692802393026104,0.011307167736489361,0.023215396356124664,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,20,crossing,omitted,0.01599012660439814,0.011651941869282234,0.020997727441886053,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,20,persistent_omission,included,0.00061710342535150047,6.0727515637335276e-05,0.0014028056112224449,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,20,persistent_omission,omitted,0.26823591328665675,0.24171226653320432,0.29592393078190105,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,100,persistent_inclusion,included,0.89306474000203573,0.87183742734915803,0.91302653995658434,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,100,persistent_inclusion,omitted,7.4222519112298661e-05,0,0.000222667557336896,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,100,crossing,included,0.0033980840468816418,0.0011666175966651919,0.006347490706521265,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,100,crossing,omitted,0.0021963702073922514,0.00086672679358050107,0.0037862762098734037,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,100,persistent_omission,included,9.5428953144383998e-05,0,0.00028628685943315199,499,4434,query_macro
esci,minilm,hybrid,lexical_descending,100,persistent_omission,omitted,0.10117115427143378,0.08154525158038764,0.12190530691540934,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,20,persistent_inclusion,included,0.69815125938859413,0.66893251721878677,0.72652360194466148,499,4434,query_macro
esci,minilm,hybrid,field_priority_type,20,persistent_inclusion,omitted,0.00031279490197325864,0,0.00076873323366309339,499,4434,query_macro
