dataset,model,intervention,target_support,K,status,schedule_family,catalog_size,metric,estimate,ci_low,ci_high,queries,pairs,weighting,bootstrap_seed,bootstrap_resamples,interval
wands,minilm,target_only,fully_fitting,100,available,original seven,42994,persistent_inclusion,0.49246792175376664,0.41883706198160259,0.56380475614979331,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,target_only,fully_fitting,100,available,original seven,42994,VI,0.1398899997144781,0.097209520728216453,0.18692195489321378,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,target_only,fully_fitting,100,available,original seven,42994,persistent_omission,0.36764207853175523,0.29767885353133483,0.43963320038697135,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,target_only,fully_fitting,100,available,original seven,42994,source_order_inclusion,0.57849816316006109,0.50663468778502407,0.64971426520729458,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,target_only,fully_fitting,100,available,original seven,42994,seven_schedule_mean_inclusion,0.57113149984570422,0.5004472274988131,0.63919217597615008,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,full,20,available,original seven,42994,persistent_inclusion,0.20950259078991421,0.17579203894287856,0.24501461822953371,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,full,20,available,original seven,42994,VI,0.19579381789518388,0.17316557439173746,0.21999178648479367,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,full,20,available,original seven,42994,persistent_omission,0.59470359131490191,0.55636945490595358,0.63194590054428501,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,full,20,available,original seven,42994,source_order_inclusion,0.30808505676265363,0.2710145128159665,0.34671406905840585,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,full,20,available,original seven,42994,seven_schedule_mean_inclusion,0.29469993509336295,0.26001333362739948,0.33131393394930186,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,full,100,available,original seven,42994,persistent_inclusion,0.45151085359537541,0.41119566887542131,0.4942152820522096,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,full,100,available,original seven,42994,VI,0.21893847451519538,0.19698776180692912,0.24158230020255253,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,full,100,available,original seven,42994,persistent_omission,0.32955067188942916,0.29495667200764208,0.36519949458637141,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,full,100,available,original seven,42994,source_order_inclusion,0.57883328209245855,0.54044233928638796,0.61687071063964571,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,full,100,available,original seven,42994,seven_schedule_mean_inclusion,0.56612894199056463,0.52863814861396208,0.60383443329580277,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,fully_fitting,20,available,original seven,42994,persistent_inclusion,0.1825378545253861,0.13026233913359733,0.23958845164551176,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,fully_fitting,20,available,original seven,42994,VI,0.11375349325521483,0.076995174617600151,0.15449313414947777,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,fully_fitting,20,available,original seven,42994,persistent_omission,0.70370865221939893,0.63948737291447355,0.76409742924715918,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,fully_fitting,20,available,original seven,42994,source_order_inclusion,0.23686423760084802,0.17978181552843989,0.2967442212825675,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,fully_fitting,20,available,original seven,42994,seven_schedule_mean_inclusion,0.22887518484353925,0.17474475930933536,0.28610827668780719,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,fully_fitting,100,available,original seven,42994,persistent_inclusion,0.49381087136034929,0.41997478515468523,0.56599017220642622,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,fully_fitting,100,available,original seven,42994,VI,0.15629330259991067,0.11372996022434782,0.20160039247895081,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,fully_fitting,100,available,original seven,42994,persistent_omission,0.34989582603974007,0.28282942522994065,0.42028904939293205,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,fully_fitting,100,available,original seven,42994,source_order_inclusion,0.57849816316006109,0.50663468778502407,0.64971426520729458,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,catalog_wide,fully_fitting,100,available,original seven,42994,seven_schedule_mean_inclusion,0.58041089419513359,0.51062988549917077,0.64700168706594152,118,925,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,full,20,available,original seven,42994,persistent_inclusion,0.30176463163936296,0.2631193293696425,0.34227001034879173,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,full,20,available,original seven,42994,VI,0.10831734636745576,0.092912302024682827,0.12547551318148392,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,full,20,available,original seven,42994,persistent_omission,0.58991802199318133,0.55020146252758229,0.62844197179574579,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,full,20,available,original seven,42994,source_order_inclusion,0.3610458935456568,0.32234110988791992,0.40080520328431019,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,full,20,available,original seven,42994,seven_schedule_mean_inclusion,0.35636930967155428,0.31790322797969983,0.39630052632418672,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,full,100,available,original seven,42994,persistent_inclusion,0.56953345211020601,0.52831778462640311,0.61122513388296285,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,full,100,available,original seven,42994,VI,0.12111896840638421,0.10301228020499437,0.14093843196419878,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,full,100,available,original seven,42994,persistent_omission,0.30934757948340985,0.27480244877178289,0.34436182119587022,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,full,100,available,original seven,42994,source_order_inclusion,0.63170920631482363,0.59367578291784817,0.66998705402005487,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,full,100,available,original seven,42994,seven_schedule_mean_inclusion,0.63205767906849608,0.5945541443258302,0.66958690766416218,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,fully_fitting,20,available,original seven,42994,persistent_inclusion,0.21332588997639365,0.17717550274234523,0.2525965957012612,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,fully_fitting,20,available,original seven,42994,VI,0.071604002889741017,0.05771008892095425,0.087316470921764977,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,fully_fitting,20,available,original seven,42994,persistent_omission,0.71507010713386532,0.67378411864345711,0.75349035884876792,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,fully_fitting,20,available,original seven,42994,source_order_inclusion,0.24722307589324088,0.21041623646007335,0.28710817508239633,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,fully_fitting,20,available,original seven,42994,seven_schedule_mean_inclusion,0.24352090868248319,0.20697387590853822,0.28343339885726526,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,fully_fitting,100,available,original seven,42994,persistent_inclusion,0.50176695326734999,0.45362096239269301,0.54929216935414626,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,fully_fitting,100,available,original seven,42994,VI,0.10882648151908228,0.086263832626367123,0.13370632449047751,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,fully_fitting,100,available,original seven,42994,persistent_omission,0.38940656521356765,0.34348721885815808,0.43588616553981685,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,fully_fitting,100,available,original seven,42994,source_order_inclusion,0.54494720017812148,0.49736658628914648,0.59249407309859936,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,target_only,fully_fitting,100,available,original seven,42994,seven_schedule_mean_inclusion,0.55744513318496136,0.51132417020855192,0.60415026229080671,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,full,20,available,original seven,42994,persistent_inclusion,0.3047234009976918,0.26566395410641097,0.34541035757761457,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,full,20,available,original seven,42994,VI,0.11931807342696618,0.10264131453009086,0.13753628941350593,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,full,20,available,original seven,42994,persistent_omission,0.575958525575342,0.53716822583802326,0.6145506168581808,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,full,20,available,original seven,42994,source_order_inclusion,0.3610458935456568,0.32234110988791992,0.40080520328431019,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,full,20,available,original seven,42994,seven_schedule_mean_inclusion,0.36037983988205796,0.32216778697275672,0.39991681977311844,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,full,100,available,original seven,42994,persistent_inclusion,0.57180274611632587,0.53069885901454872,0.61299271831583435,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,full,100,available,original seven,42994,VI,0.12304874805427349,0.10489639004814211,0.1429622483562622,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,full,100,available,original seven,42994,persistent_omission,0.30514850582940067,0.27061194729752447,0.33981294145996938,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,full,100,available,original seven,42994,source_order_inclusion,0.63170920631482363,0.59367578291784817,0.66998705402005487,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,full,100,available,original seven,42994,seven_schedule_mean_inclusion,0.63620256871136815,0.59904065365113046,0.67359257044763121,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,fully_fitting,20,available,original seven,42994,persistent_inclusion,0.21197408082669661,0.17667372937762163,0.25112091857996455,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,fully_fitting,20,available,original seven,42994,VI,0.083846190104522794,0.067195821142656015,0.10187555960938391,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,fully_fitting,20,available,original seven,42994,persistent_omission,0.70417972906878057,0.66253691115707969,0.74303219792851227,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,fully_fitting,20,available,original seven,42994,source_order_inclusion,0.24722307589324088,0.21041623646007335,0.28710817508239633,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,fully_fitting,20,available,original seven,42994,seven_schedule_mean_inclusion,0.24655119625576841,0.21005556910666379,0.28634328331898934,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,fully_fitting,100,available,original seven,42994,persistent_inclusion,0.50510954770473548,0.45668102965104246,0.55273578053255057,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,fully_fitting,100,available,original seven,42994,VI,0.1121575065915725,0.088860327627897751,0.13826859234651145,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,fully_fitting,100,available,original seven,42994,persistent_omission,0.38273294570369198,0.33758439445581601,0.42894711252773809,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,fully_fitting,100,available,original seven,42994,source_order_inclusion,0.54494720017812148,0.49736658628914648,0.59249407309859936,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,catalog_wide,fully_fitting,100,available,original seven,42994,seven_schedule_mean_inclusion,0.56516029871943063,0.5190771625488837,0.61126780271418601,239,6797,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,full,20,available,original seven,42994,persistent_inclusion,0.29381395235825208,0.25460876742026789,0.3346529314902888,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,full,20,available,original seven,42994,VI,0.1455063312533377,0.1284425932083342,0.16315623548082836,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,full,20,available,original seven,42994,persistent_omission,0.5606797163884103,0.52180187213621898,0.59860883899072015,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,full,20,available,original seven,42994,source_order_inclusion,0.35901221219971652,0.32050311405727433,0.39890710517794264,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,full,20,available,original seven,42994,seven_schedule_mean_inclusion,0.3626955836732334,0.32451535230205913,0.40232351051496651,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,full,100,available,original seven,42994,persistent_inclusion,0.56418275352936564,0.52304983740853839,0.6052095732788938,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,full,100,available,original seven,42994,VI,0.13978084820042933,0.12265576367838937,0.15785793594434713,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,full,100,available,original seven,42994,persistent_omission,0.296036398270205,0.26217265550482965,0.33023518003554758,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,full,100,available,original seven,42994,source_order_inclusion,0.62848463989278325,0.59041949710654962,0.66629127262671439,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,full,100,available,original seven,42994,seven_schedule_mean_inclusion,0.63397125043110902,0.59617153029189318,0.67087472114774216,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,fully_fitting,20,available,original seven,42994,persistent_inclusion,0.29381395235825208,0.25460876742026789,0.3346529314902888,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,fully_fitting,20,available,original seven,42994,VI,0.1455063312533377,0.1284425932083342,0.16315623548082836,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,fully_fitting,20,available,original seven,42994,persistent_omission,0.5606797163884103,0.52180187213621898,0.59860883899072015,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,fully_fitting,20,available,original seven,42994,source_order_inclusion,0.35901221219971652,0.32050311405727433,0.39890710517794264,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,fully_fitting,20,available,original seven,42994,seven_schedule_mean_inclusion,0.3626955836732334,0.32451535230205913,0.40232351051496651,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,fully_fitting,100,available,original seven,42994,persistent_inclusion,0.56418275352936564,0.52304983740853839,0.6052095732788938,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,fully_fitting,100,available,original seven,42994,VI,0.13978084820042933,0.12265576367838937,0.15785793594434713,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,fully_fitting,100,available,original seven,42994,persistent_omission,0.296036398270205,0.26217265550482965,0.33023518003554758,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,fully_fitting,100,available,original seven,42994,source_order_inclusion,0.62848463989278325,0.59041949710654962,0.66629127262671439,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,target_only,fully_fitting,100,available,original seven,42994,seven_schedule_mean_inclusion,0.63397125043110902,0.59617153029189318,0.67087472114774216,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,full,20,available,original seven,42994,persistent_inclusion,0.28755414152072306,0.24835409402974765,0.32874410056457815,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,full,20,available,original seven,42994,VI,0.14472698494949443,0.12821135342855378,0.16234170142427651,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,full,20,available,original seven,42994,persistent_omission,0.56771887352978245,0.52857058259519185,0.60542736045955758,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,full,20,available,original seven,42994,source_order_inclusion,0.35901221219971652,0.32050311405727433,0.39890710517794264,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,full,20,available,original seven,42994,seven_schedule_mean_inclusion,0.35602832973956766,0.31780346472861859,0.39576932924891961,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,full,100,available,original seven,42994,persistent_inclusion,0.55778002230156642,0.51629361582865829,0.59874504126155237,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,full,100,available,original seven,42994,VI,0.13478404965854721,0.11870207066133516,0.15198919856172632,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,full,100,available,original seven,42994,persistent_omission,0.30743592803988634,0.27310606740949078,0.34245625415133052,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,full,100,available,original seven,42994,source_order_inclusion,0.62848463989278325,0.59041949710654962,0.66629127262671439,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,full,100,available,original seven,42994,seven_schedule_mean_inclusion,0.62566325721757066,0.58750521468199812,0.6631065846097518,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,fully_fitting,20,available,original seven,42994,persistent_inclusion,0.28755414152072306,0.24835409402974765,0.32874410056457815,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,fully_fitting,20,available,original seven,42994,VI,0.14472698494949443,0.12821135342855378,0.16234170142427651,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,fully_fitting,20,available,original seven,42994,persistent_omission,0.56771887352978245,0.52857058259519185,0.60542736045955758,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,fully_fitting,20,available,original seven,42994,source_order_inclusion,0.35901221219971652,0.32050311405727433,0.39890710517794264,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,fully_fitting,20,available,original seven,42994,seven_schedule_mean_inclusion,0.35602832973956766,0.31780346472861859,0.39576932924891961,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,fully_fitting,100,available,original seven,42994,persistent_inclusion,0.55778002230156642,0.51629361582865829,0.59874504126155237,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,fully_fitting,100,available,original seven,42994,VI,0.13478404965854721,0.11870207066133516,0.15198919856172632,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,fully_fitting,100,available,original seven,42994,persistent_omission,0.30743592803988634,0.27310606740949078,0.34245625415133052,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,fully_fitting,100,available,original seven,42994,source_order_inclusion,0.62848463989278325,0.59041949710654962,0.66629127262671439,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,gte_modernbert,catalog_wide,fully_fitting,100,available,original seven,42994,seven_schedule_mean_inclusion,0.62566325721757066,0.58750521468199812,0.6631065846097518,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,full,20,available,original seven,10076,persistent_inclusion,0.66161576717620907,0.63147239153571832,0.69067575322762698,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,full,20,available,original seven,10076,VI,0.029091983293576262,0.021428061993869162,0.038054150573753581,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,full,20,available,original seven,10076,persistent_omission,0.30929224953021478,0.28099073114112205,0.33848942571398022,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,full,20,available,original seven,10076,source_order_inclusion,0.67952066570157232,0.64968397456116322,0.70857669753507546,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,full,20,available,original seven,10076,seven_schedule_mean_inclusion,0.67723795824937172,0.64801194620037783,0.70552270610520285,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,full,100,available,original seven,10076,persistent_inclusion,0.8552837328080235,0.83096914183553294,0.87870662190584869,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,full,100,available,original seven,10076,VI,0.013189849099167737,0.0076898074324176537,0.019780967890937834,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,full,100,available,original seven,10076,persistent_omission,0.13152641809280871,0.10895269080720961,0.15500024544490268,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,full,100,available,original seven,10076,source_order_inclusion,0.86135865830930181,0.83715986457913394,0.88451422256677981,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,full,100,available,original seven,10076,seven_schedule_mean_inclusion,0.86163703731119923,0.83797769272484357,0.88447653945645599,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,fully_fitting,20,available,original seven,10076,persistent_inclusion,0.65498183554865141,0.62209681932332461,0.68753562576075744,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,fully_fitting,20,available,original seven,10076,VI,0.032046670317380871,0.022539541895261618,0.042545743073099759,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,fully_fitting,20,available,original seven,10076,persistent_omission,0.31297149413396774,0.28128770667246911,0.34566903210607336,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,fully_fitting,20,available,original seven,10076,source_order_inclusion,0.67504874761509082,0.64231487671131904,0.70749442888967129,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,fully_fitting,20,available,original seven,10076,seven_schedule_mean_inclusion,0.67213233931684191,0.63968618994498938,0.70410254754494317,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,fully_fitting,100,available,original seven,10076,persistent_inclusion,0.84938186889713074,0.8235671967335455,0.87393618521129157,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,target_only,fully_fitting,100,available,original seven,10076,VI,0.01537752706230967,0.0086050534610317229,0.023335676099263056,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
