dataset,model,method,schedule,K,invariant_by_construction,vectors_per_product,construction_encodings_per_product,status,basis,sparse_branch,metric,estimate,ci_low,ci_high,queries,pairs,weighting,bootstrap_seed,bootstrap_resamples,interval
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.34290005482723329,0.30523637496318362,0.38064430132365479,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.36463604080713574,0.32589034686813023,0.40432220811415404,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.69598311023475445,0.66494911803169932,0.72600731024710674,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.78623492694627606,0.76275159986609475,0.80953897951819398,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.8504870129870129,0.8243506493506495,0.87548701298701315,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.36463604080713574,0.32589034686813023,0.40432220811415404,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.63536395919286426,0.59567779188584591,0.67410965313186988,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.65610066145600465,0.61843101630419228,0.69355553946137483,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.68255350644794233,0.65438994035414177,0.70974236266331792,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.84896392943219878,0.83218732533284279,0.8652268839512478,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.70357142857142851,0.67499756493506513,0.73133116883116878,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.65610066145600465,0.61843101630419228,0.69355553946137483,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.3438993385439954,0.30644446053862512,0.38156898369580772,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.36188296925288049,0.32382945187079509,0.40175192190699405,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.69791661854911879,0.6675028754000345,0.72811335132699906,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.78483725574700847,0.7616331446435376,0.80779411832542525,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.85470779220779225,0.82905844155844166,0.87938311688311699,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.36188296925288049,0.32382945187079509,0.40175192190699405,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,20,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.63811703074711945,0.59824807809300584,0.67617054812920485,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,Recall,0.65287094831803005,0.61470371080487274,0.69069257145385288,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,nDCG,0.68590699769228514,0.65785610237227632,0.71286490767341981,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,cNDCG,0.84897682366555971,0.83236244279419846,0.8653761092498472,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,judged_coverage,0.70733766233766238,0.67876542207792212,0.73542207792207792,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_inclusion,0.65287094831803005,0.61470371080487274,0.69069257145385288,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_descending,fixed,100,True,1,1,available,structural: single deterministic fixed index,True,persistent_omission,0.34712905168197006,0.30930742854614701,0.38529628919512715,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,Recall,0.29567595757238052,0.2602366089406562,0.3339633417402561,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,nDCG,0.63948879733223474,0.60796001293031476,0.6714528761298062,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,cNDCG,0.75753288900170201,0.73388071562935187,0.78037194469658211,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,judged_coverage,0.80016233766233757,0.76948051948051943,0.83019480519480515,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,persistent_inclusion,0.29567595757238052,0.2602366089406562,0.3339633417402561,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,20,True,1,2,available,structural: single deterministic fixed index,False,persistent_omission,0.70432404242761959,0.66603665825974379,0.73976339105934374,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,Recall,0.56437750340949699,0.52564862477342256,0.60384060090601244,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,nDCG,0.62711760252366422,0.59843227847583558,0.65567853106788343,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,cNDCG,0.83486100713646394,0.81786310275542795,0.85125348131387657,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,judged_coverage,0.65243506493506487,0.6210064935064934,0.6830519480519478,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,persistent_inclusion,0.56437750340949699,0.52564862477342256,0.60384060090601244,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,centroid_2,fixed,100,True,1,2,available,structural: single deterministic fixed index,False,persistent_omission,0.43562249659050301,0.39615939909398767,0.47435137522657755,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.29220945987223751,0.25656595812930483,0.32913462078809402,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.6312365452822446,0.5996211230258498,0.66280788098268661,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.75008932515908755,0.72686839727735875,0.7730964139794243,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.79902597402597408,0.7693141233766233,0.82792207792207795,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_inclusion,0.29220945987223751,0.25656595812930483,0.32913462078809402,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,20,True,1,1,available,structural: single deterministic fixed index,False,persistent_omission,0.70779054012776244,0.67086537921190603,0.74343404187069517,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,Recall,0.57186804808683978,0.53333262266669568,0.61072547628135887,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,nDCG,0.62013978144663195,0.59151028168409625,0.64843735910234068,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,cNDCG,0.83178263458655777,0.81465320557232423,0.84797172964221901,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,field_priority_type,fixed,100,True,1,1,available,structural: single deterministic fixed index,False,judged_coverage,0.6454545454545455,0.61402516233766258,0.67597564935064924,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
