dataset,model,support,K,contrast,metric,estimate,ci_low,ci_high,queries,pairs,weighting,bootstrap_seed,bootstrap_resamples,interval
esci,minilm,common_all_fitting,20,exhaustive_target minus 7,VI,0.0028692724344898256,0.0011619821402430097,0.0050175669740887127,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,20,exhaustive_target minus 7,persistent_omission,-0.0018829600351339482,-0.0037550779534475187,-0.00047760210803689073,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,100,exhaustive_target minus 7,persistent_inclusion,-0.00012077294685990338,-0.00036231884057971015,0,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,100,exhaustive_target minus 7,VI,0.0002566425120772947,0,0.00064915458937198068,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,100,exhaustive_target minus 7,persistent_omission,-0.00013586956521739131,-0.00040760869565217389,0,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,20,16 minus 7,persistent_inclusion,-0.011139153311544518,-0.018616505553973667,-0.0055564665186210926,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,20,16 minus 7,VI,0.035763762985649913,0.0242589226732613,0.049408596308530402,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,20,16 minus 7,persistent_omission,-0.024624609674105395,-0.037154883817395443,-0.014870692455360546,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,100,16 minus 7,persistent_inclusion,-0.015075812037475791,-0.021378314711696125,-0.009679024214713226,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,100,16 minus 7,VI,0.028519590934461575,0.021205960416724155,0.036711766524144623,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,100,16 minus 7,persistent_omission,-0.013443778896985784,-0.018383156151462313,-0.0090112205198795269,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,20,32 minus 16,persistent_inclusion,-0.0086227191841313344,-0.018310457427334888,-0.0026469915669951704,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,20,32 minus 16,VI,0.025134196853331445,0.015627789019535727,0.037055831720687167,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,20,32 minus 16,persistent_omission,-0.016511477669200112,-0.024808043513788177,-0.01013091289323508,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,20,32 minus 7,persistent_inclusion,-0.019761872495675847,-0.031439391806208354,-0.010681202221968581,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,20,32 minus 7,VI,0.060897959838981358,0.045633757844774026,0.078149698300551296,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,20,32 minus 7,persistent_omission,-0.041136087343305504,-0.05540144008492337,-0.02884857576497922,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,100,32 minus 16,persistent_inclusion,-0.011538479907935949,-0.015978671604283796,-0.0077389743317549595,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,100,32 minus 16,VI,0.018766849593766722,0.013866199700177119,0.024162598603721795,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,100,32 minus 16,persistent_omission,-0.0072283696858307751,-0.0099812739242748031,-0.004773731618460654,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,100,32 minus 7,persistent_inclusion,-0.026614291945411737,-0.034646750029817007,-0.01937509185294195,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,100,32 minus 7,VI,0.047286440528228293,0.03722431260090571,0.05802954811929905,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,100,32 minus 7,persistent_omission,-0.02067214858281656,-0.026881065167132557,-0.014895323596718496,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,20,16 minus 7,persistent_inclusion,-0.005614189505910425,-0.0091434683535677116,-0.0026216466998569719,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,20,16 minus 7,VI,0.043109772239257479,0.017830181522344418,0.077547438892394419,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,20,16 minus 7,persistent_omission,-0.037495582733347049,-0.071823124066877714,-0.012752083492906331,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,100,16 minus 7,persistent_inclusion,-0.012930536963263751,-0.020639445149639342,-0.0065669808677531914,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,100,16 minus 7,VI,0.028910002406849673,0.016774697502314629,0.043167001302250978,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,100,16 minus 7,persistent_omission,-0.01597946544358592,-0.02544746023137583,-0.0081820871015365407,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,20,32 minus 16,persistent_inclusion,-0.023049150728064273,-0.051754067919123223,-0.0047481478607935409,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,20,32 minus 16,VI,0.044951927321614023,0.020997001587280982,0.077230957434862607,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,20,32 minus 16,persistent_omission,-0.021902776593549753,-0.039043385512707161,-0.0093146319141610163,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,20,32 minus 7,persistent_inclusion,-0.0286633402339747,-0.057282586230177221,-0.0097820529918282283,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,20,32 minus 7,VI,0.088061699560871509,0.052715051970754392,0.13229231152314086,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,20,32 minus 7,persistent_omission,-0.059398359326896799,-0.09683519029855106,-0.029968310757298181,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,100,32 minus 16,persistent_inclusion,-0.017256121114611982,-0.031809874521859578,-0.0066501142751936122,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,100,32 minus 16,VI,0.023557962727563692,0.012325282431703178,0.038231168854513518,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,100,32 minus 16,persistent_omission,-0.0063018416129517101,-0.010547374703457731,-0.0027573402355050179,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,100,32 minus 7,persistent_inclusion,-0.030186658077875735,-0.047471959104576418,-0.016187043151992198,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,100,32 minus 7,VI,0.052467965134413375,0.033910892746240755,0.073668617279099069,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,100,32 minus 7,persistent_omission,-0.022281307056537632,-0.033161402145084402,-0.013079860004604442,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,20,exhaustive_target minus 7,persistent_inclusion,-0.0027116504070411889,-0.0051770941149698662,-0.00083500334001335998,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,20,exhaustive_target minus 7,VI,0.0073114177072092909,0.0032513256060350249,0.012741990008710947,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,20,exhaustive_target minus 7,persistent_omission,-0.0045997673001681016,-0.0097665316897531315,-0.0012835618581485322,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,100,exhaustive_target minus 7,persistent_inclusion,-0.0003118773158853319,-0.00076515209906993461,0,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,100,exhaustive_target minus 7,VI,0.00093812982089535191,0.00027940496377370128,0.0018115863901184543,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,100,exhaustive_target minus 7,persistent_omission,-0.00062625250501002002,-0.0014135413684511879,-7.1571714858287999e-05,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,persistent_inclusion,-0.0027403721051262033,-0.0053101824746291963,-0.0007399817850637523,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,VI,0.0080423672573345217,0.003684690374653514,0.013838175797680692,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,persistent_omission,-0.0053019951522083174,-0.010672656720292231,-0.0017125410096340925,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,persistent_inclusion,-0.00037393162393162396,-0.00086170659941151744,0,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,VI,0.0010865472187193499,0.00031306921675774133,0.0020837985585680252,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,persistent_omission,-0.0007126155947877259,-0.001612662226775956,-8.5382513661202186e-05,488,3587,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
