dataset,model,support,family,K,profile,metric,estimate,ci_low,ci_high,queries,pairs,weighting,bootstrap_seed,bootstrap_resamples,interval
wands,minilm,common_all_fitting,32,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_omission,0.29252747250101369,0.19763056440643328,0.39468240894942841,48,354,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,7,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_inclusion,0.66161576717620907,0.63147239153571832,0.69067575322762698,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,7,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,VI,0.029091983293576262,0.021428061993869162,0.038054150573753581,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,7,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_omission,0.30929224953021478,0.28099073114112205,0.33848942571398022,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_inclusion,0.8552837328080235,0.83096914183553294,0.87870662190584869,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,VI,0.013189849099167737,0.0076898074324176537,0.019780967890937834,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_omission,0.13152641809280871,0.10895269080720961,0.15500024544490268,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_inclusion,0.66038771770512172,0.63018421731916852,0.68958904004126731,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,VI,0.032453253585259106,0.024605648151189135,0.041383839798148921,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_omission,0.3071590287096192,0.27874185496401166,0.33627536727930812,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,exhaustive_target,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_inclusion,0.85498684273157433,0.83072506814071023,0.87846448323854986,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,exhaustive_target,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,VI,0.01394599101262428,0.0083724154334124268,0.020617371221704886,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,full,exhaustive_target,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_omission,0.13106716625580137,0.10856357636140886,0.15443720724146418,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,7,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_inclusion,0.65498183554865141,0.62209681932332461,0.68753562576075744,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,7,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,VI,0.032046670317380871,0.022539541895261618,0.042545743073099759,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,7,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_omission,0.31297149413396774,0.28128770667246911,0.34566903210607336,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_inclusion,0.84938186889713074,0.8235671967335455,0.87393618521129157,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,VI,0.01537752706230967,0.0086050534610317229,0.023335676099263056,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,7,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_omission,0.13524060404055954,0.11195787350522145,0.15998089765263954,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_inclusion,0.65399552314929554,0.62099573473795999,0.68654764673822044,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,VI,0.034915942751870696,0.02536986584179193,0.045637484196143698,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,exhaustive_target,20,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_omission,0.3110885340988338,0.27936272092452147,0.34372550696444593,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,exhaustive_target,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_inclusion,0.84926109595027077,0.8233826548918266,0.87377186942804719,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,exhaustive_target,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,VI,0.015634169574386965,0.008851299892740111,0.023565048628907324,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,minilm,common_all_fitting,exhaustive_target,100,855096a198cfffae5286ea8c1b48b4a2e68a32741168e43c7abdf2c084f6a3ed,persistent_omission,0.13510473447534216,0.11182515330644466,0.15984567277077941,460,2578,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.31805294727047223,0.25703501659459155,0.38025902502822373,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.11418823318613297,0.089768258569432172,0.14270547116402069,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.56775881954339469,0.5067048481156412,0.62967505934993162,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.57840713828663826,0.51418420142789545,0.64021949128046118,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.13178554172024426,0.099422599433415859,0.16832700227824607,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.2898073199931176,0.23738871248390547,0.3454814366290026,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.30691379395892776,0.24687058685276125,0.3683966036388035,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.1499519961717829,0.1204135356237946,0.1830271072666364,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.54313420986928929,0.48112550579571889,0.60478749682233479,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.56333132624916238,0.49811548544005196,0.62567670388242302,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.16030513265470583,0.1258746333779793,0.19860984815134541,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.27636354109613182,0.22457335245548379,0.33057463453814262,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,32,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.29829107477479638,0.23888747823536821,0.35930138218654722,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,32,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.17508619302511436,0.14391664402313079,0.20898330949280455,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,32,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.52662273220008926,0.46584735004787792,0.58818807369870452,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,32,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.55179284634122649,0.48589299136280184,0.61489192573249452,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,32,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.17907198224847257,0.14369857198009078,0.2173594599560528,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,full,32,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.26913517141030102,0.21789903091972063,0.3231339026947298,128,7125,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.24172495526149282,0.18351040995321574,0.30343171237922972,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.087567474613099786,0.060053354082072935,0.11970529155603024,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.67070757012540738,0.60476769268758768,0.73372197277354489,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.52044240888899485,0.44418671461808468,0.5975252309924709,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.1259425536894723,0.084585244496431386,0.17459166356397779,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.35361503742153283,0.2839028013161447,0.42589822227007307,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.23611076575558243,0.17812482907167393,0.29765998339115329,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.13067724685235724,0.091629548898306365,0.17484959784765491,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.63321198739206042,0.56313514100839346,0.69945306848026034,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.507511871925731,0.43013127919566219,0.58489123079448724,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.15485255609632198,0.11178964712803249,0.20459784172272549,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.33763557197794691,0.26943875596268024,0.40895845655226898,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,32,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.21306161502751814,0.15905213375662752,0.26978248520856896,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,32,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.17562917417397128,0.13093381652334113,0.22610462294514694,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,32,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.61130921079851053,0.53872225497976189,0.68105631136778311,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,32,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.49025575081111905,0.41367862419506729,0.56625652990779851,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,32,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.17841051882388567,0.13292737563261336,0.23003170563711925,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,bge_base,common_all_fitting,32,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.33133373036499519,0.26333081458684399,0.40327032085606324,92,2186,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.73210462215685401,0.7043862485584016,0.75946729969800586,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.024179457695980684,0.01759594306747134,0.031670072279245863,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,7,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.24371592014716531,0.21774040802810143,0.27004331883402083,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.90834280232297515,0.88898307783766084,0.927084671365623,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.0060776920244998275,0.0038404353083668812,0.0086664334205748556,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,7,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.085579505652525076,0.067198938779943165,0.10478114804724244,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,exhaustive_target,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_inclusion,0.72939297174981288,0.70140099968444303,0.75661501339100734,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,exhaustive_target,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,VI,0.031490875403189976,0.023456635695713591,0.040487040743822873,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
esci,bge_base,full,exhaustive_target,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a,persistent_omission,0.23911615284699722,0.21355238838456247,0.26533131454298525,499,4434,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
