dataset,model,method,schedule,K,comparator,metric,estimate,ci_low,ci_high,queries,pairs,weighting,bootstrap_seed,bootstrap_resamples,interval
wands,minilm,raw_hybrid,C0,20,raw:seven_mean,persistent_omission,-0.026588561782917873,-0.045582116002082104,-0.0090622674910288224,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,20,raw:C0,Recall,0.052093108248965618,0.034478081840429921,0.071221293133850033,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,20,raw:C0,nDCG,0.06187711818786655,0.048633094821126481,0.075625373746480221,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,20,raw:C0,persistent_inclusion,0.085367647042631944,0.064556222698663318,0.1079062250387436,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,20,raw:C0,VI,-0.058779085259714085,-0.080361653848455353,-0.038523387377535405,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,20,raw:C0,persistent_omission,-0.026588561782917873,-0.045582116002082104,-0.0090622674910288224,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,20,raw:seven_mean,Recall,0.065478229918256317,0.04806391936702864,0.084224305237163039,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,20,raw:seven_mean,nDCG,0.065996878971108813,0.052803347106619568,0.07956754740319634,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,20,raw:seven_mean,persistent_inclusion,0.085367647042631944,0.064556222698663318,0.1079062250387436,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,20,raw:seven_mean,VI,-0.058779085259714085,-0.080361653848455353,-0.038523387377535405,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,20,raw:seven_mean,persistent_omission,-0.026588561782917873,-0.045582116002082104,-0.0090622674910288224,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,C0,100,raw:C0,Recall,0.074391514288683055,0.057627890126209211,0.09255685927065127,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,C0,100,raw:C0,nDCG,0.062352339213305519,0.05180481010594909,0.0733194660619991,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,C0,100,raw:C0,persistent_inclusion,0.15007565791300012,0.1265734122783321,0.17519715785276188,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,C0,100,raw:C0,VI,-0.10814241269010039,-0.12934744298231599,-0.08822852006993856,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,C0,100,raw:C0,persistent_omission,-0.041933245222899741,-0.059968467094209513,-0.025043546923724447,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,C0,100,raw:seven_mean,Recall,0.08709585439057714,0.069509865340961596,0.10601384117403541,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,C0,100,raw:seven_mean,nDCG,0.069809455147517907,0.058539216870873899,0.081536216304682288,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,C0,100,raw:seven_mean,persistent_inclusion,0.15007565791300012,0.1265734122783321,0.17519715785276188,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,C0,100,raw:seven_mean,VI,-0.10814241269010039,-0.12934744298231599,-0.08822852006993856,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,C0,100,raw:seven_mean,persistent_omission,-0.041933245222899741,-0.059968467094209513,-0.025043546923724447,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,100,raw:C0,Recall,0.07664289153458835,0.059451715246290504,0.095121304534795295,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,100,raw:C0,nDCG,0.059922822109048902,0.049333828043544956,0.070888005439213156,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,100,raw:C0,persistent_inclusion,0.15007565791300012,0.1265734122783321,0.17519715785276188,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,100,raw:C0,VI,-0.10814241269010039,-0.12934744298231599,-0.08822852006993856,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,100,raw:C0,persistent_omission,-0.041933245222899741,-0.059968467094209513,-0.025043546923724447,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,100,raw:seven_mean,Recall,0.089347231636482435,0.072100460435554736,0.10819202946341432,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,100,raw:seven_mean,nDCG,0.067379938043261284,0.056572024543033492,0.078569769363098244,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,100,raw:seven_mean,persistent_inclusion,0.15007565791300012,0.1265734122783321,0.17519715785276188,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,100,raw:seven_mean,VI,-0.10814241269010039,-0.12934744298231599,-0.08822852006993856,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,raw_hybrid,seven_mean,100,raw:seven_mean,persistent_omission,-0.041933245222899741,-0.059968467094209513,-0.025043546923724447,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw:C0,Recall,0.057866228529494586,0.037891366941568076,0.079605638750426186,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw:C0,nDCG,0.062390865756771843,0.04851241485918955,0.076476888910494534,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw:C0,persistent_inclusion,0.15644869450223398,0.13211894401297927,0.18221669329728832,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw:C0,VI,-0.19579381789518388,-0.21999178648479367,-0.17316557439173746,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw:C0,persistent_omission,0.039345123392949939,0.017794843370954782,0.060545400803797625,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw:seven_mean,Recall,0.071251350198785257,0.052629190524282068,0.091617723080390859,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw:seven_mean,nDCG,0.066510626540014106,0.052783791134210667,0.080570428007249922,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw:seven_mean,persistent_inclusion,0.15644869450223398,0.13211894401297927,0.18221669329728832,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw:seven_mean,VI,-0.19579381789518388,-0.21999178648479367,-0.17316557439173746,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw:seven_mean,persistent_omission,0.039345123392949939,0.017794843370954782,0.060545400803797625,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,field_priority_type:fixed,Recall,0.073741825419910645,0.053223838219719974,0.096768864030339533,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,field_priority_type:fixed,nDCG,0.067605355292585156,0.05402274666315008,0.081225321861847083,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,field_priority_type:fixed,persistent_inclusion,0.073741825419910645,0.053223838219719974,0.096768864030339533,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,field_priority_type:fixed,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,field_priority_type:fixed,persistent_omission,-0.073741825419910645,-0.096768864030339519,-0.053223838219719981,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,BM25:fixed,Recall,0.018752736466912522,0.0018730013941966664,0.036896616716342048,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,BM25:fixed,nDCG,0.044053833757386286,0.029835667526149176,0.05892778355125515,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,BM25:fixed,persistent_inclusion,0.018752736466912522,0.0018730013941966664,0.036896616716342048,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,BM25:fixed,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,BM25:fixed,persistent_omission,-0.018752736466912522,-0.036896616716342055,-0.0018730013941966716,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw_hybrid:seven_mean,Recall,0.0057731202805289643,-0.0010275882651722276,0.012720447232199106,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw_hybrid:seven_mean,nDCG,0.00051374756890530074,-0.0040291094168119716,0.0051883318443153095,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw_hybrid:seven_mean,persistent_inclusion,0.071081047459602018,0.058354718256681551,0.085341744074364054,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw_hybrid:seven_mean,VI,-0.13701473263546982,-0.15616844626798757,-0.11907328644755615,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,20,raw_hybrid:seven_mean,persistent_omission,0.065933685175867812,0.054055406636134763,0.079674967599519461,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw:C0,Recall,0.078266663080308135,0.059825913487436093,0.098074914063231891,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw:C0,nDCG,0.059665475341888832,0.048746476384476073,0.071262028654313789,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw:C0,persistent_inclusion,0.2055890915773913,0.18109719291864085,0.23115208192783679,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw:C0,VI,-0.21893847451519538,-0.24158230020255253,-0.19698776180692912,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw:C0,persistent_omission,0.01334938293780411,-0.0076109744312016503,0.03291729415302292,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw:seven_mean,Recall,0.09097100318220222,0.07277046655222999,0.11073498412522782,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw:seven_mean,nDCG,0.067122591276101221,0.055857808419129351,0.078979176603953608,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw:seven_mean,persistent_inclusion,0.2055890915773913,0.18109719291864085,0.23115208192783679,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw:seven_mean,VI,-0.21893847451519538,-0.24158230020255253,-0.19698776180692912,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw:seven_mean,persistent_omission,0.01334938293780411,-0.0076109744312016503,0.03291729415302292,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,field_priority_type:fixed,Recall,0.085231897085926975,0.066932715924854932,0.10540912157588908,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,field_priority_type:fixed,nDCG,0.064999051404930203,0.054222054575553111,0.076177210975503409,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,field_priority_type:fixed,persistent_inclusion,0.085231897085926975,0.066932715924854932,0.10540912157588908,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,field_priority_type:fixed,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,field_priority_type:fixed,persistent_omission,-0.085231897085926975,-0.10540912157588905,-0.066932715924854932,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,BM25:fixed,Recall,0.024774719793658334,0.0097394002441633428,0.041019260771022928,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,BM25:fixed,nDCG,0.039715762835419458,0.029473583705179468,0.050165168857328621,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,BM25:fixed,persistent_inclusion,0.024774719793658334,0.0097394002441633428,0.041019260771022928,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,BM25:fixed,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,BM25:fixed,persistent_omission,-0.024774719793658338,-0.041019260771022914,-0.0097394002441633497,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw_hybrid:seven_mean,Recall,0.0016237715457197886,-0.0029734684903555842,0.0065775256492797765,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw_hybrid:seven_mean,nDCG,-0.0002573467671600714,-0.0024677377239993594,0.0019297009853217863,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw_hybrid:seven_mean,persistent_inclusion,0.055513433664391175,0.04561105485702166,0.066925702105074272,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw_hybrid:seven_mean,VI,-0.11079606182509504,-0.12704006073191629,-0.095586646129403499,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_field_priority_type,fixed,100,raw_hybrid:seven_mean,persistent_omission,0.05528262816070386,0.04641228864175246,0.065015008731728968,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,raw:C0,Recall,0.056550984044482125,0.035594170281001959,0.078783509983705299,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,raw:C0,nDCG,0.059532075416696369,0.045356088871332939,0.074021189618934266,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,raw:C0,persistent_inclusion,0.15513345001722151,0.13029495443558936,0.18089505528790045,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,raw:C0,VI,-0.19579381789518388,-0.21999178648479367,-0.17316557439173746,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,raw:C0,persistent_omission,0.040660367877962393,0.020231291133663412,0.060874867247802701,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,raw:seven_mean,Recall,0.069936105713772817,0.050617556764552672,0.091156923759721314,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,raw:seven_mean,nDCG,0.063651836199938625,0.049545509841568039,0.077857607731863912,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,raw:seven_mean,persistent_inclusion,0.15513345001722151,0.13029495443558936,0.18089505528790045,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,raw:seven_mean,VI,-0.19579381789518388,-0.21999178648479367,-0.17316557439173746,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,raw:seven_mean,persistent_omission,0.040660367877962393,0.020231291133663412,0.060874867247802701,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,lexical_ascending:fixed,Recall,0.077409156213433847,0.056438511507884891,0.10039546453509124,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,lexical_ascending:fixed,nDCG,0.06960534826381079,0.055792821589577726,0.083698713339075109,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,lexical_ascending:fixed,persistent_inclusion,0.077409156213433847,0.056438511507884891,0.10039546453509124,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
wands,minilm,canonical_hybrid_lexical_ascending,fixed,20,lexical_ascending:fixed,VI,0,0,0,308,21299,query_macro,2026091701,10000,95% unadjusted paired query-cluster percentile
