dataset,model,intervention,target_support,catalog_size,K,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,source_order_inclusion,source_order_inclusion_ci_low,source_order_inclusion_ci_high,mean_schedule_inclusion,mean_schedule_inclusion_ci_low,mean_schedule_inclusion_ci_high,persistent_inclusion,persistent_inclusion_ci_low,persistent_inclusion_ci_high,VI,VI_ci_low,VI_ci_high,persistent_omission,persistent_omission_ci_low,persistent_omission_ci_high
wands,minilm,catalog_wide,fully_fitting,42994,500,query_macro,118,925,2026091701,10000,0.8336205349114149,0.7791186281887873,0.8842673394195076,0.8359752213796059,0.782234986808429,0.8856818570665423,0.8049112641432475,0.746986333442266,0.8584799944247918,0.0611235734304496,0.0382917455370556,0.0885672228930287,0.1339651624263026,0.0886086148241273,0.1837596355730892
wands,minilm,catalog_wide,fully_fitting,42994,1000,query_macro,118,925,2026091701,10000,0.876730237131604,0.8273656904580214,0.921389090056548,0.8908280373401251,0.8471911450851584,0.9304136683025908,0.8590552172926766,0.8054423039652406,0.9076356963310032,0.0647001452907292,0.0341612394635552,0.1015969236856224,0.0762446374165938,0.0428532565345792,0.1148401430665449
wands,bge_base,catalog_wide,full,42994,20,query_macro,308,21299,2026091701,10000,0.3610458935456568,0.3223411098879199,0.4008052032843102,0.3603798398820581,0.3221677869727567,0.3999168197731184,0.3047234009976918,0.2656639541064109,0.3454103575776145,0.1193180734269662,0.1026413145300908,0.1375362894135059,0.575958525575342,0.5371682258380233,0.6145506168581808
wands,bge_base,catalog_wide,full,42994,50,query_macro,308,21299,2026091701,10000,0.5145930051592698,0.4746161961297138,0.5549064437938822,0.5121388755475201,0.4724475103359827,0.5525112247152446,0.453176076081771,0.4123024111194286,0.4953093981610365,0.1203024565203101,0.1053679547867731,0.1362703119647108,0.4265214673979192,0.3882641636306339,0.464899935717793
wands,bge_base,catalog_wide,full,42994,100,query_macro,308,21299,2026091701,10000,0.6317092063148235,0.5936757829178482,0.6699870540200549,0.636202568711368,0.5990406536511305,0.6735925704476312,0.571802746116326,0.5306988590145487,0.6129927183158344,0.1230487480542735,0.1048963900481421,0.1429622483562622,0.3051485058294006,0.2706119472975244,0.3398129414599694
wands,bge_base,catalog_wide,full,42994,200,query_macro,308,21299,2026091701,10000,0.7500195456044458,0.715464255086421,0.7839765296778183,0.7453189313802475,0.7111663458061919,0.7787872125491623,0.694390467598514,0.6568282982940754,0.7317631569588254,0.0980717633154422,0.0818300708610792,0.1161679752270746,0.2075377690860439,0.1765966777511393,0.2389790984334112
wands,bge_base,catalog_wide,full,42994,500,query_macro,308,21299,2026091701,10000,0.8558287694026598,0.8294761447517232,0.8808863072731902,0.8551913539511716,0.829296032023746,0.8802153115073322,0.8167711058259775,0.786081286994903,0.8469751882002711,0.0761923219443791,0.0612117771545231,0.0925204756015141,0.1070365722296437,0.0862017563292336,0.1290165379472898
wands,bge_base,catalog_wide,full,42994,1000,query_macro,308,21299,2026091701,10000,0.9232433299622425,0.9036636137091704,0.9411996374422744,0.92128671524232,0.9017820806104768,0.93916783451634,0.8956532989931978,0.8733902832880482,0.9166413444173912,0.0459475878064808,0.0361923164915869,0.0564655777667517,0.0583991132003214,0.0427389547479436,0.0757404366130259
wands,bge_base,catalog_wide,fully_fitting,42994,20,query_macro,239,6797,2026091701,10000,0.2472230758932408,0.2104162364600733,0.2871081750823963,0.2465511962557684,0.2100555691066638,0.2863432833189893,0.2119740808266966,0.1766737293776216,0.2511209185799645,0.0838461901045227,0.067195821142656,0.1018755596093839,0.7041797290687803,0.6625369111570797,0.7430321979285123
wands,bge_base,catalog_wide,fully_fitting,42994,50,query_macro,239,6797,2026091701,10000,0.4113348943810805,0.3663380040632606,0.4582402592012518,0.4158531080280461,0.3720394637932488,0.4611396503684036,0.3531562627810694,0.3090046644268985,0.3990593384088526,0.1233198526069404,0.1018291130536458,0.1473710810960193,0.5235238846119902,0.4769510349259228,0.5699581967111643
wands,bge_base,catalog_wide,fully_fitting,42994,100,query_macro,239,6797,2026091701,10000,0.5449472001781214,0.4973665862891465,0.5924940730985994,0.5651602987194306,0.5190771625488837,0.611267802714186,0.5051095477047354,0.4566810296510424,0.5527357805325506,0.1121575065915724,0.0888603276278977,0.1382685923465114,0.3827329457036922,0.337584394455816,0.4289471125277381
wands,bge_base,catalog_wide,fully_fitting,42994,200,query_macro,239,6797,2026091701,10000,0.6902972306983606,0.644199411229932,0.735427280927235,0.6887437679096515,0.6440142864690932,0.7330466339124577,0.6461444312090276,0.5989529790535799,0.692417957667587,0.08714901055946,0.0673848394287863,0.109324592053691,0.2667065582315119,0.2233350898539972,0.3108618047274629
wands,bge_base,catalog_wide,fully_fitting,42994,500,query_macro,239,6797,2026091701,10000,0.8172937019481974,0.7793246082534939,0.8538526303752021,0.8176333262834248,0.7801260071850393,0.8534495228466625,0.7737630636076364,0.731385864674215,0.8142308905120427,0.0773461201331693,0.0571238836653735,0.0999564235387723,0.1488908162591942,0.1156002287311557,0.1843771988821635
wands,bge_base,catalog_wide,fully_fitting,42994,1000,query_macro,239,6797,2026091701,10000,0.8893551819278845,0.8568804642031191,0.9189721575963228,0.8917790675669135,0.8611096284957713,0.9196395640745132,0.8635025610732072,0.8290158547356223,0.8954653828105855,0.0537332173366506,0.0364986777244352,0.0734788320545909,0.0827642215901419,0.0576780610820374,0.1103686184824839
wands,gte_modernbert,catalog_wide,full,42994,20,query_macro,308,21299,2026091701,10000,0.3590122121997167,0.3205031140572743,0.3989071051779426,0.3560283297395676,0.3178034647286186,0.3957693292489196,0.2875541415207231,0.2483540940297476,0.3287441005645781,0.1447269849494944,0.1282113534285537,0.1623417014242765,0.5677188735297828,0.5285705825951919,0.6054273604595576
wands,gte_modernbert,catalog_wide,full,42994,50,query_macro,308,21299,2026091701,10000,0.5086963247309366,0.4693066549792833,0.5482707734178084,0.5074120716192566,0.4683141470758288,0.5467945790144187,0.4340812387093308,0.3930221733967275,0.4759118870928892,0.1498926002285473,0.1335745476051514,0.1666833835451607,0.4160261610621219,0.3788848736740602,0.4535491374716548
wands,gte_modernbert,catalog_wide,full,42994,100,query_macro,308,21299,2026091701,10000,0.6284846398927828,0.5904194971065496,0.6662912726267144,0.6256632572175709,0.5875052146819981,0.6631065846097518,0.5577800223015665,0.5162936158286583,0.5987450412615524,0.1347840496585473,0.1187020706613351,0.1519891985617263,0.3074359280398863,0.2731060674094908,0.3424562541513305
wands,gte_modernbert,catalog_wide,full,42994,200,query_macro,308,21299,2026091701,10000,0.73441615262979,0.6993967057564299,0.7685614122530834,0.7357159332243743,0.7009846914572622,0.769882823877776,0.6732903284567264,0.6347429179160634,0.7118624935107477,0.1172395560329024,0.1008236880410896,0.1349258864092209,0.2094701155103711,0.1787043365768009,0.2410457519411698
wands,gte_modernbert,catalog_wide,full,42994,500,query_macro,308,21299,2026091701,10000,0.8441544802239321,0.8156095616306993,0.8712776661803061,0.8450123070116852,0.8167077059313801,0.8719999626230631,0.8024125815152575,0.7697746896315473,0.833791921330352,0.0781631401445546,0.0646285160794863,0.0924681287717002,0.1194242783401881,0.0955335798267025,0.1448303176612237
wands,gte_modernbert,catalog_wide,full,42994,1000,query_macro,308,21299,2026091701,10000,0.9140611858642363,0.8936540800605002,0.9333705087895456,0.9121588479945184,0.8919678607408137,0.9309656556711122,0.8827107348244108,0.8576052273833132,0.9066211690758808,0.0575491368340386,0.0441104368092481,0.071971770222576,0.0597401283415505,0.0450164990475494,0.075647185352921
wands,gte_modernbert,catalog_wide,fully_fitting,42994,20,query_macro,308,21299,2026091701,10000,0.3590122121997167,0.3205031140572743,0.3989071051779426,0.3560283297395676,0.3178034647286186,0.3957693292489196,0.2875541415207231,0.2483540940297476,0.3287441005645781,0.1447269849494944,0.1282113534285537,0.1623417014242765,0.5677188735297828,0.5285705825951919,0.6054273604595576
wands,gte_modernbert,catalog_wide,fully_fitting,42994,50,query_macro,308,21299,2026091701,10000,0.5086963247309366,0.4693066549792833,0.5482707734178084,0.5074120716192566,0.4683141470758288,0.5467945790144187,0.4340812387093308,0.3930221733967275,0.4759118870928892,0.1498926002285473,0.1335745476051514,0.1666833835451607,0.4160261610621219,0.3788848736740602,0.4535491374716548
wands,gte_modernbert,catalog_wide,fully_fitting,42994,100,query_macro,308,21299,2026091701,10000,0.6284846398927828,0.5904194971065496,0.6662912726267144,0.6256632572175709,0.5875052146819981,0.6631065846097518,0.5577800223015665,0.5162936158286583,0.5987450412615524,0.1347840496585473,0.1187020706613351,0.1519891985617263,0.3074359280398863,0.2731060674094908,0.3424562541513305
wands,gte_modernbert,catalog_wide,fully_fitting,42994,200,query_macro,308,21299,2026091701,10000,0.73441615262979,0.6993967057564299,0.7685614122530834,0.7357159332243743,0.7009846914572622,0.769882823877776,0.6732903284567264,0.6347429179160634,0.7118624935107477,0.1172395560329024,0.1008236880410896,0.1349258864092209,0.2094701155103711,0.1787043365768009,0.2410457519411698
wands,gte_modernbert,catalog_wide,fully_fitting,42994,500,query_macro,308,21299,2026091701,10000,0.8441544802239321,0.8156095616306993,0.8712776661803061,0.8450123070116852,0.8167077059313801,0.8719999626230631,0.8024125815152575,0.7697746896315473,0.833791921330352,0.0781631401445546,0.0646285160794863,0.0924681287717002,0.1194242783401881,0.0955335798267025,0.1448303176612237
wands,gte_modernbert,catalog_wide,fully_fitting,42994,1000,query_macro,308,21299,2026091701,10000,0.9140611858642363,0.8936540800605002,0.9333705087895456,0.9121588479945184,0.8919678607408137,0.9309656556711122,0.8827107348244108,0.8576052273833132,0.9066211690758808,0.0575491368340386,0.0441104368092481,0.071971770222576,0.0597401283415505,0.0450164990475494,0.075647185352921
esci,minilm,catalog_wide,full,10076,20,query_macro,499,4434,2026091701,10000,0.6795206657015719,0.6496839745611632,0.7085766975350755,0.6757624643186989,0.6466002746117114,0.7038244134185287,0.6546874482423719,0.6249908002745358,0.6834741595229963,0.0403733173038269,0.0319770775729777,0.049963741467306,0.3049392344538004,0.2766331552886479,0.334051880107472
esci,minilm,catalog_wide,full,10076,50,query_macro,499,4434,2026091701,10000,0.8017283689663877,0.774605272548319,0.8274521660903937,0.8047252469923715,0.7782781179453626,0.8303067664907923,0.7911259988674787,0.7636591057141136,0.8176167610163073,0.0240762424718875,0.0173211240276422,0.0316603283951436,0.1847977586606339,0.1593366635338621,0.211179692097605
esci,minilm,catalog_wide,full,10076,100,query_macro,499,4434,2026091701,10000,0.8613586583093019,0.8371598645791339,0.8845142225667798,0.8619282922438802,0.8382256768141895,0.8846662886007763,0.8552837328080238,0.8309691418355329,0.8787066219058487,0.0141291819773783,0.00857561786169,0.0208154825185762,0.1305870852145981,0.108147957885847,0.1539021672139991
esci,minilm,catalog_wide,full,10076,200,query_macro,499,4434,2026091701,10000,0.9062230473514424,0.8852502658705689,0.925712227677845,0.9080449230693244,0.8875743664721012,0.9270711986930956,0.9022839197900706,0.8811729915811284,0.9219463824154832,0.0111471384141724,0.0064074893552598,0.0170841640267992,0.0865689417957569,0.067798654314181,0.1067026545084943
esci,minilm,catalog_wide,full,10076,500,query_macro,499,4434,2026091701,10000,0.9416180114814224,0.9252774526383916,0.956669104098008,0.9422360315311632,0.9260209725283622,0.957264224926622,0.9391569885920428,0.9225227313111304,0.95454392158033,0.0050525918637141,0.0024762676785472,0.0081697776102209,0.0557904195442429,0.0409636283443437,0.0719526019786738
esci,minilm,catalog_wide,full,10076,1000,query_macro,499,4434,2026091701,10000,0.96344969560084,0.9504558647735792,0.9751115219679652,0.9612511510551952,0.9479578953310674,0.973142687788954,0.9584570179378216,0.9440973393425008,0.9713294735067228,0.0060047268239969,0.0013817916824588,0.012480214429244,0.0355382552381813,0.0241340536082651,0.0482808772343104
esci,minilm,catalog_wide,fully_fitting,10076,20,query_macro,460,2578,2026091701,10000,0.6750487476150906,0.642314876711319,0.7074944288896713,0.6714239175842863,0.6394737299946287,0.7029960611424154,0.6492024227275952,0.616491385075294,0.6818133334104819,0.0459075629994956,0.033710562119822,0.0592440266986546,0.3048900142729094,0.2736006802233138,0.3371302354549251
esci,minilm,catalog_wide,fully_fitting,10076,50,query_macro,460,2578,2026091701,10000,0.8033848100853275,0.7753585575712543,0.8302287423550725,0.8070103159369335,0.7792676594483969,0.8335964530765838,0.7922829235765406,0.763386434996333,0.8199892965985266,0.0267142190232927,0.0186829905404929,0.0361166859124562,0.1810028574001664,0.1550240668158562,0.2086848649689296
esci,minilm,catalog_wide,fully_fitting,10076,100,query_macro,460,2578,2026091701,10000,0.8579892639175695,0.83276178947154,0.8817989666873088,0.85763025870608,0.8328163839736018,0.8812131507080206,0.849381868897131,0.8235671967335455,0.8739361852112916,0.0158304256130343,0.0089130219116632,0.0237871910697997,0.1347877054898349,0.1116310252504639,0.1594819167316769
esci,minilm,catalog_wide,fully_fitting,10076,200,query_macro,460,2578,2026091701,10000,0.904281537465278,0.8829059116084611,0.924163027072403,0.9065694376258489,0.8859467014633351,0.9257148678275536,0.8987652331174517,0.8769619312052002,0.9191203751207588,0.0148481168589864,0.0080871957149131,0.0234644535717905,0.086386650023562,0.067779667816338,0.1066017705789799
esci,minilm,catalog_wide,fully_fitting,10076,500,query_macro,460,2578,2026091701,10000,0.9428199599491156,0.926195148716728,0.9581910270303012,0.9439040156449724,0.9274179082459474,0.9590918830565568,0.9392518161364066,0.9221857472814552,0.9550527717478244,0.0073388477464564,0.0035412610487338,0.0118068064182194,0.0534093361171366,0.0384677033236016,0.0697944494408688
esci,minilm,catalog_wide,fully_fitting,10076,1000,query_macro,460,2578,2026091701,10000,0.9620494924938656,0.9484753464158036,0.974373070317364,0.9613260425787826,0.9475870944734436,0.9737343065520014,0.9586912746247782,0.9442494962766704,0.9718447852321732,0.0047240178122531,0.0012488719010458,0.0101424727499695,0.0365847075629684,0.0244606735354017,0.0500423350803785
esci,bge_base,catalog_wide,full,10076,20,query_macro,499,4434,2026091701,10000,0.7410465636379931,0.7137030693309269,0.7678280888509339,0.7383030555532458,0.7112441299105,0.7651122103656212,0.7189493265471977,0.6906789908038089,0.7463019231553172,0.0366180616955664,0.0283970446758249,0.0459048254085869,0.2444326117572361,0.2181586049163635,0.2710873381069802
esci,bge_base,catalog_wide,full,10076,50,query_macro,499,4434,2026091701,10000,0.8634492628768363,0.8400594762903735,0.8855937651739442,0.8669630377881687,0.8441849422166824,0.888333175377785,0.8554477906243776,0.831068482635228,0.8785714470334146,0.0219697109397006,0.0151421848062118,0.0300707947266048,0.1225824984359219,0.1018447083298657,0.1442755361034225
esci,bge_base,catalog_wide,full,10076,100,query_macro,499,4434,2026091701,10000,0.9097759035682006,0.8904054796001772,0.9285233339993342,0.9104134242191954,0.8911174665184326,0.9290900958423308,0.9073218627723444,0.8876909909423152,0.926044216973308,0.0072012176997605,0.0047076062249981,0.0100669980717396,0.0854769195278948,0.0671633842869298,0.1045362457671342
esci,bge_base,catalog_wide,full,10076,200,query_macro,499,4434,2026091701,10000,0.932836787251947,0.9152973066953364,0.9489042968294727,0.9336735199703,0.9160815028253948,0.9496837485353908,0.9299538948900968,0.9119930738935133,0.9464688136735002,0.0081209742532387,0.0042305081358187,0.0136800853158568,0.0619251308566645,0.0464064819108885,0.0789311698889833
esci,bge_base,catalog_wide,full,10076,500,query_macro,499,4434,2026091701,10000,0.9572947895692068,0.9429612447787448,0.9700757540378556,0.9560929746363585,0.9417013799479648,0.9689095018279326,0.9532905968125088,0.9384167485381756,0.9667781748379128,0.0052908319691886,0.0019254205908765,0.0102475157885979,0.0414185712183022,0.0288236841531588,0.0556963538576764
esci,bge_base,catalog_wide,full,10076,1000,query_macro,499,4434,2026091701,10000,0.9714106062051951,0.9594486757675637,0.9819076910202912,0.9709170737888888,0.9587842577091612,0.9816615285073182,0.9692176519205576,0.9565664460025056,0.98043795132723,0.0037260571203456,0.00141287726552,0.0067976436695124,0.0270562909590965,0.0167342776767876,0.0387465527263873
esci,bge_base,catalog_wide,fully_fitting,10076,20,query_macro,488,3587,2026091701,10000,0.7348474685597262,0.7056213554545062,0.7617452962258419,0.7327917840913565,0.7034625091381057,0.7594850035050663,0.7133103752641147,0.6829923303255624,0.7413246824218122,0.0364515317644731,0.0281317983441385,0.0458109185217109,0.2502380929714123,0.223565246070418,0.2789293024600464
esci,bge_base,catalog_wide,fully_fitting,10076,50,query_macro,488,3587,2026091701,10000,0.8589803293983191,0.8344996529204979,0.8813155152121326,0.8623253205856078,0.8387260777376014,0.8842357787183986,0.8494253646920925,0.8237448534695728,0.8729012837914707,0.0242944067573717,0.016716045518307,0.033214451696375,0.1262802285505357,0.1049822645862884,0.1489815385803682
esci,bge_base,catalog_wide,fully_fitting,10076,100,query_macro,488,3587,2026091701,10000,0.903820386815838,0.8835688903815426,0.9227892399332188,0.9047277361695468,0.884513689441066,0.923466882916107,0.9007144223113079,0.8800893536356053,0.9200566654174964,0.0092201617587187,0.0060228340738209,0.0127776214182531,0.0900654159299733,0.0715893296558201,0.1100356354992546
esci,bge_base,catalog_wide,fully_fitting,10076,200,query_macro,488,3587,2026091701,10000,0.929398515873926,0.9117407133224243,0.9458682534450976,0.9305441801562996,0.9127769346757196,0.9468434691528222,0.9260994868064542,0.9076977426887776,0.9429226332069568,0.0092275267992481,0.0048867375224957,0.0150210468038336,0.0646729863942978,0.0487661388019994,0.0818797892965413
esci,bge_base,catalog_wide,fully_fitting,10076,500,query_macro,488,3587,2026091701,10000,0.9533920399955236,0.9382744487553656,0.9667490514807368,0.9525717236673036,0.9373521522023056,0.9660898276684284,0.9493208465032238,0.933447343867426,0.963577897654486,0.0058520287772336,0.0020324290918553,0.0114154203037399,0.0448271247195427,0.0314796104396514,0.0598780658520668
esci,bge_base,catalog_wide,fully_fitting,10076,1000,query_macro,488,3587,2026091701,10000,0.9691250888228348,0.956679956470556,0.9802107962904582,0.9684426095469714,0.9556246741747876,0.9798573221782936,0.9665369040112892,0.953162895136512,0.9785528062698912,0.0042087636862227,0.001646418813427,0.0074183752552092,0.029254332302488,0.018348072763416,0.0414717396390039
esci,gte_modernbert,catalog_wide,full,10076,20,query_macro,499,4434,2026091701,10000,0.7244962730851259,0.6958531413021466,0.7520215744893283,0.7181403988545486,0.6899295959013944,0.7454658144416455,0.6819174235093519,0.6519645064863754,0.7106749335140532,0.0690951098621512,0.057857478764513,0.0810828950314975,0.2489874666284968,0.2223871607982804,0.2762655236528412
esci,gte_modernbert,catalog_wide,full,10076,50,query_macro,499,4434,2026091701,10000,0.8433401004206075,0.818777974484258,0.8665160657548172,0.8416345175069232,0.8173038628533481,0.8650879537952304,0.8255249847001551,0.7998593812940894,0.8505364627998095,0.031797859639828,0.0242122800008014,0.0409450212178707,0.1426771556600166,0.1199426932549229,0.1665051207240055
esci,gte_modernbert,catalog_wide,full,10076,100,query_macro,499,4434,2026091701,10000,0.8912503297124087,0.8697565028972664,0.9117524034439882,0.8877371809824224,0.8662013225978348,0.9082199918773024,0.8763284214262905,0.8533464181234528,0.8982584333120424,0.0224332659127524,0.0150622214957841,0.0315148484520588,0.101238312660957,0.0813761770381528,0.1219891224490096
esci,gte_modernbert,catalog_wide,full,10076,200,query_macro,499,4434,2026091701,10000,0.9206321650291324,0.9012878323741308,0.9386053604593004,0.9180348867102406,0.8986856451862212,0.9360047859299389,0.9086414523245776,0.88838249627542,0.9275968292079024,0.0174449118361542,0.0118054956937369,0.0241842109394978,0.0739136358392677,0.0567648600568533,0.0924635028408974
esci,gte_modernbert,catalog_wide,full,10076,500,query_macro,499,4434,2026091701,10000,0.950438309271278,0.9346715974617336,0.9651502693338831,0.950885888108318,0.9351112299746952,0.9654856398810052,0.946406574199832,0.9302030326653866,0.9614924655287238,0.0076574406733867,0.0047387868163594,0.0111082739638994,0.0459359851267809,0.0317476653456178,0.0614156947033641
esci,gte_modernbert,catalog_wide,full,10076,1000,query_macro,499,4434,2026091701,10000,0.969329252307795,0.9567737755002272,0.9807965461549688,0.968321340257768,0.9553820162889118,0.9801351337809387,0.9658131541774684,0.952149329705946,0.978260087845202,0.0051249953903086,0.0026026566119251,0.0080866437953438,0.0290618504322227,0.0178102679181811,0.0413648037833909
esci,gte_modernbert,catalog_wide,fully_fitting,10076,20,query_macro,499,4434,2026091701,10000,0.7244962730851259,0.6958531413021466,0.7520215744893283,0.7181403988545486,0.6899295959013944,0.7454658144416455,0.6819174235093519,0.6519645064863754,0.7106749335140532,0.0690951098621512,0.057857478764513,0.0810828950314975,0.2489874666284968,0.2223871607982804,0.2762655236528412
esci,gte_modernbert,catalog_wide,fully_fitting,10076,50,query_macro,499,4434,2026091701,10000,0.8433401004206075,0.818777974484258,0.8665160657548172,0.8416345175069232,0.8173038628533481,0.8650879537952304,0.8255249847001551,0.7998593812940894,0.8505364627998095,0.031797859639828,0.0242122800008014,0.0409450212178707,0.1426771556600166,0.1199426932549229,0.1665051207240055
esci,gte_modernbert,catalog_wide,fully_fitting,10076,100,query_macro,499,4434,2026091701,10000,0.8912503297124087,0.8697565028972664,0.9117524034439882,0.8877371809824224,0.8662013225978348,0.9082199918773024,0.8763284214262905,0.8533464181234528,0.8982584333120424,0.0224332659127524,0.0150622214957841,0.0315148484520588,0.101238312660957,0.0813761770381528,0.1219891224490096
esci,gte_modernbert,catalog_wide,fully_fitting,10076,200,query_macro,499,4434,2026091701,10000,0.9206321650291324,0.9012878323741308,0.9386053604593004,0.9180348867102406,0.8986856451862212,0.9360047859299389,0.9086414523245776,0.88838249627542,0.9275968292079024,0.0174449118361542,0.0118054956937369,0.0241842109394978,0.0739136358392677,0.0567648600568533,0.0924635028408974
esci,gte_modernbert,catalog_wide,fully_fitting,10076,500,query_macro,499,4434,2026091701,10000,0.950438309271278,0.9346715974617336,0.9651502693338831,0.950885888108318,0.9351112299746952,0.9654856398810052,0.946406574199832,0.9302030326653866,0.9614924655287238,0.0076574406733867,0.0047387868163594,0.0111082739638994,0.0459359851267809,0.0317476653456178,0.0614156947033641
esci,gte_modernbert,catalog_wide,fully_fitting,10076,1000,query_macro,499,4434,2026091701,10000,0.969329252307795,0.9567737755002272,0.9807965461549688,0.968321340257768,0.9553820162889118,0.9801351337809387,0.9658131541774684,0.952149329705946,0.978260087845202,0.0051249953903086,0.0026026566119251,0.0080866437953438,0.0290618504322227,0.0178102679181811,0.0413648037833909
