dataset,model,intervention,target_support,catalog_size,K,event,threshold_multiple,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,base_share,base_share_ci_low,base_share_ci_high,severe_share,severe_share_ci_low,severe_share_ci_high,base_pair_count,severe_pair_count,base_queries,conditional_query_macro,conditional_query_denominator,conditional_pair_micro,query_normalized_mass_ratio,conditional_bootstrap_valid_draws,conditional_query_macro_ci_low,conditional_query_macro_ci_high
wands,bge_base,target_only,fully_fitting,42994,20,crossing,5,query_macro,239,6797,2026091701,10000,0.071604002889741,0.0577100889209542,0.0873164709217649,0.0014157836638064,0.0005515924986401,0.0024825205637815,569,14,119,0.0465701967061334,119,0.0246045694200351,0.0197724094557466,10000,0.0188114718109466,0.0811168920447171
wands,bge_base,target_only,fully_fitting,42994,100,crossing,2,query_macro,239,6797,2026091701,10000,0.1088264815190822,0.0862638326263671,0.1337063244904775,0.013638765508615,0.0067316345243282,0.0240184838774646,851,81,126,0.1273666551170656,126,0.0951821386603995,0.125325796793527,10000,0.0881305925491465,0.1697738023998104
wands,bge_base,target_only,fully_fitting,42994,100,crossing,5,query_macro,239,6797,2026091701,10000,0.1088264815190822,0.0862638326263671,0.1337063244904775,0.0018230682272031,0.0003525066286572,0.0038095197115625,851,8,126,0.0216049382716049,126,0.0094007050528789,0.0167520644034001,10000,0.0029837777928314,0.0472915411214416
wands,gte_modernbert,target_only,full,42994,20,crossing,2,query_macro,308,21299,2026091701,10000,0.1455063312533377,0.1284425932083342,0.1631562354808283,0.0608776714048988,0.0483406249685015,0.0753087041146687,2345,1072,223,0.4303088062378434,223,0.4571428571428571,0.4183850343866215,10000,0.3868294019776143,0.4735832750130653
wands,gte_modernbert,target_only,full,42994,20,crossing,5,query_macro,308,21299,2026091701,10000,0.1455063312533377,0.1284425932083342,0.1631562354808283,0.00869448798803,0.0051334411231312,0.0129684263900697,2345,193,223,0.0802045000867838,223,0.0823027718550106,0.0597533310965848,10000,0.057594378398543,0.1055922937386865
wands,gte_modernbert,target_only,full,42994,100,crossing,2,query_macro,308,21299,2026091701,10000,0.1397808482004293,0.1226557636783893,0.1578579359443471,0.0466817885707017,0.0356643131796098,0.0594367044888675,3848,1263,204,0.3203609587801476,204,0.3282224532224532,0.3339641243538997,10000,0.2737668388011806,0.3681207581066044
wands,gte_modernbert,target_only,full,42994,100,crossing,5,query_macro,308,21299,2026091701,10000,0.1397808482004293,0.1226557636783893,0.1578579359443471,0.0037734162629471,0.0024974149049139,0.0052262916765435,3848,143,204,0.0365735565403764,204,0.0371621621621621,0.0269952308311684,10000,0.0227891805646083,0.0531725757472011
wands,gte_modernbert,target_only,fully_fitting,42994,20,crossing,2,query_macro,308,21299,2026091701,10000,0.1455063312533377,0.1284425932083342,0.1631562354808283,0.0608776714048988,0.0483406249685015,0.0753087041146687,2345,1072,223,0.4303088062378434,223,0.4571428571428571,0.4183850343866215,10000,0.3868294019776143,0.4735832750130653
wands,gte_modernbert,target_only,fully_fitting,42994,20,crossing,5,query_macro,308,21299,2026091701,10000,0.1455063312533377,0.1284425932083342,0.1631562354808283,0.00869448798803,0.0051334411231312,0.0129684263900697,2345,193,223,0.0802045000867838,223,0.0823027718550106,0.0597533310965848,10000,0.057594378398543,0.1055922937386865
wands,gte_modernbert,target_only,fully_fitting,42994,100,crossing,2,query_macro,308,21299,2026091701,10000,0.1397808482004293,0.1226557636783893,0.1578579359443471,0.0466817885707017,0.0356643131796098,0.0594367044888675,3848,1263,204,0.3203609587801476,204,0.3282224532224532,0.3339641243538997,10000,0.2737668388011806,0.3681207581066044
wands,gte_modernbert,target_only,fully_fitting,42994,100,crossing,5,query_macro,308,21299,2026091701,10000,0.1397808482004293,0.1226557636783893,0.1578579359443471,0.0037734162629471,0.0024974149049139,0.0052262916765435,3848,143,204,0.0365735565403764,204,0.0371621621621621,0.0269952308311684,10000,0.0227891805646083,0.0531725757472011
esci,minilm,target_only,full,10076,20,crossing,2,query_macro,499,4434,2026091701,10000,0.0290919832935762,0.0214280619938691,0.0380541505737535,0.0018879027897063,0.0004008016032064,0.0038523077901835,138,7,92,0.0652173913043478,92,0.0507246376811594,0.0648942621290196,10000,0.0208333333333333,0.1195652173913043
esci,minilm,target_only,full,10076,20,crossing,5,query_macro,499,4434,2026091701,10000,0.0290919832935762,0.0214280619938691,0.0380541505737535,0.0,0.0,0.0,138,0,92,0.0,92,0.0,0.0,10000,0.0,0.0
esci,minilm,target_only,full,10076,100,crossing,2,query_macro,499,4434,2026091701,10000,0.0131898490991677,0.0076898074324176,0.0197809678909378,8.3500334001336e-05,0.0,0.000250501002004,48,1,35,0.0285714285714285,35,0.0208333333333333,0.0063306511980189,10000,0.0,0.0952380952380952
esci,minilm,target_only,full,10076,100,crossing,5,query_macro,499,4434,2026091701,10000,0.0131898490991677,0.0076898074324176,0.0197809678909378,0.0,0.0,0.0,48,0,35,0.0,35,0.0,0.0,10000,0.0,0.0
esci,minilm,target_only,fully_fitting,10076,20,crossing,2,query_macro,460,2578,2026091701,10000,0.0320466703173808,0.0225395418952616,0.0425457430730997,0.0015078037904124,0.0001672240802675,0.003283166109253,93,4,68,0.0588235294117647,68,0.043010752688172,0.0470502481374706,10000,0.0135135135135135,0.1206896551724138
esci,minilm,target_only,fully_fitting,10076,20,crossing,5,query_macro,460,2578,2026091701,10000,0.0320466703173808,0.0225395418952616,0.0425457430730997,0.0,0.0,0.0,93,0,68,0.0,68,0.0,0.0,10000,0.0,0.0
esci,minilm,target_only,fully_fitting,10076,100,crossing,2,query_macro,460,2578,2026091701,10000,0.0153775270623096,0.0086050534610317,0.023335676099263,0.0002717391304347,0.0,0.0008152173913043,37,1,27,0.037037037037037,27,0.027027027027027,0.0176711853169691,10000,0.0,0.125
esci,minilm,target_only,fully_fitting,10076,100,crossing,5,query_macro,460,2578,2026091701,10000,0.0153775270623096,0.0086050534610317,0.023335676099263,0.0,0.0,0.0,37,0,27,0.0,27,0.0,0.0,10000,0.0,0.0
esci,bge_base,target_only,full,10076,20,crossing,2,query_macro,499,4434,2026091701,10000,0.0242363897418906,0.0175834658080465,0.0317870853116244,0.0003256513026052,0.0,0.0008517034068136,140,2,86,0.0087209302325581,86,0.0142857142857142,0.0134364608785914,10000,0.0,0.0235294117647058
esci,bge_base,target_only,full,10076,20,crossing,5,query_macro,499,4434,2026091701,10000,0.0242363897418906,0.0175834658080465,0.0317870853116244,0.000125250501002,0.0,0.000375751503006,140,1,86,0.005813953488372,86,0.0071428571428571,0.005167869568689,10000,0.0,0.0197368421052631
esci,bge_base,target_only,full,10076,100,crossing,2,query_macro,499,4434,2026091701,10000,0.0059106913564971,0.0036878329970879,0.008492474757269,0.0003340013360053,0.0,0.001002004008016,39,3,31,0.064516129032258,31,0.0769230769230769,0.0565079981106106,10000,0.0,0.1666666666666666
esci,bge_base,target_only,full,10076,100,crossing,5,query_macro,499,4434,2026091701,10000,0.0059106913564971,0.0036878329970879,0.008492474757269,0.000250501002004,0.0,0.000751503006012,39,2,31,0.032258064516129,31,0.0512820512820512,0.042380998582958,10000,0.0,0.1071428571428571
esci,bge_base,target_only,fully_fitting,10076,20,crossing,2,query_macro,488,3587,2026091701,10000,0.0255272832489472,0.0186848401484123,0.0331556034613034,0.0002561475409836,0.0,0.0007684426229508,117,1,77,0.0129870129870129,77,0.0085470085470085,0.0100342656320143,10000,0.0,0.0434782608695652
esci,bge_base,target_only,fully_fitting,10076,20,crossing,5,query_macro,488,3587,2026091701,10000,0.0255272832489472,0.0186848401484123,0.0331556034613034,0.0002561475409836,0.0,0.0007684426229508,117,1,77,0.0129870129870129,77,0.0085470085470085,0.0100342656320143,10000,0.0,0.0434782608695652
esci,bge_base,target_only,fully_fitting,10076,100,crossing,2,query_macro,488,3587,2026091701,10000,0.0077889881963976,0.0048410460258632,0.011174275592888,0.0006261384335154,0.0,0.0018784153005464,38,3,30,0.0666666666666666,30,0.0789473684210526,0.080387646986687,10000,0.0,0.1666666666666666
esci,bge_base,target_only,fully_fitting,10076,100,crossing,5,query_macro,488,3587,2026091701,10000,0.0077889881963976,0.0048410460258632,0.011174275592888,0.0005122950819672,0.0,0.0015368852459016,38,2,30,0.0333333333333333,30,0.0526315789473684,0.0657717111709257,10000,0.0,0.1111111111111111
esci,gte_modernbert,target_only,full,10076,20,crossing,2,query_macro,499,4434,2026091701,10000,0.058833297431182,0.0482606981628535,0.0701909077201328,0.0038996071139304,0.0016433925126309,0.0068148029464412,296,17,161,0.05703933747412,161,0.0574324324324324,0.0662823143389491,10000,0.0283717514783691,0.0897868085244202
esci,gte_modernbert,target_only,full,10076,20,crossing,5,query_macro,499,4434,2026091701,10000,0.058833297431182,0.0482606981628535,0.0701909077201328,0.0005260521042084,0.0,0.0014529058116232,296,2,161,0.0093167701863354,161,0.0067567567567567,0.0089414009953079,10000,0.0,0.0253638540899041
esci,gte_modernbert,target_only,full,10076,100,crossing,2,query_macro,499,4434,2026091701,10000,0.0235108822584049,0.0159881041350613,0.0327115810201974,0.0038045389023661,0.0007066765109165,0.0088145589424462,103,10,64,0.0848958333333333,64,0.0970873786407767,0.1618203375165154,10000,0.031816378066378,0.1505380824372759
esci,gte_modernbert,target_only,full,10076,100,crossing,5,query_macro,499,4434,2026091701,10000,0.0235108822584049,0.0159881041350613,0.0327115810201974,0.0,0.0,0.0,103,0,64,0.0,64,0.0,0.0,10000,0.0,0.0
esci,gte_modernbert,target_only,fully_fitting,10076,20,crossing,2,query_macro,499,4434,2026091701,10000,0.058833297431182,0.0482606981628535,0.0701909077201328,0.0038996071139304,0.0016433925126309,0.0068148029464412,296,17,161,0.05703933747412,161,0.0574324324324324,0.0662823143389491,10000,0.0283717514783691,0.0897868085244202
esci,gte_modernbert,target_only,fully_fitting,10076,20,crossing,5,query_macro,499,4434,2026091701,10000,0.058833297431182,0.0482606981628535,0.0701909077201328,0.0005260521042084,0.0,0.0014529058116232,296,2,161,0.0093167701863354,161,0.0067567567567567,0.0089414009953079,10000,0.0,0.0253638540899041
esci,gte_modernbert,target_only,fully_fitting,10076,100,crossing,2,query_macro,499,4434,2026091701,10000,0.0235108822584049,0.0159881041350613,0.0327115810201974,0.0038045389023661,0.0007066765109165,0.0088145589424462,103,10,64,0.0848958333333333,64,0.0970873786407767,0.1618203375165154,10000,0.031816378066378,0.1505380824372759
esci,gte_modernbert,target_only,fully_fitting,10076,100,crossing,5,query_macro,499,4434,2026091701,10000,0.0235108822584049,0.0159881041350613,0.0327115810201974,0.0,0.0,0.0,103,0,64,0.0,64,0.0,0.0,10000,0.0,0.0
