dataset,model,method,schedule,metric,old_mean,corrected_mean,delta,ci_low,ci_high,eligible_queries
esci,bge_base,centroid_7,fixed,nDCG@10,0.6022977786545277,0.6159423703109546,0.01364459165642676,0.01001758588322526,0.01753548574657616,499
esci,bge_base,centroid_7,fixed,nDCG@20,0.6523737049949375,0.6625329230230478,0.010159218028110263,0.006560949060602111,0.01389839523790141,499
esci,bge_base,centroid_7,fixed,cNDCG@10,0.7146776768324963,0.7379582803712655,0.023280603538769266,0.01923316596221936,0.02757657941128431,499
esci,bge_base,centroid_7,fixed,cNDCG@20,0.7924057102491527,0.8148037165912986,0.022398006342145785,0.018490096690028164,0.02662263574541506,499
esci,bge_base,field_priority_type,fixed,nDCG@10,0.6033957386582298,0.6167876111189068,0.013391872460676961,0.009674959590795191,0.01731605991551796,499
esci,bge_base,field_priority_type,fixed,nDCG@20,0.6529365027749752,0.6629488396368289,0.010012336861853897,0.006313966746871361,0.013856639876078401,499
esci,bge_base,field_priority_type,fixed,cNDCG@10,0.7142701884990464,0.7375944798623115,0.023324291363265155,0.019242653096995112,0.02761288960030047,499
esci,bge_base,field_priority_type,fixed,cNDCG@20,0.7925994748983629,0.8149972869145428,0.022397812016179876,0.018439977286873292,0.026597604307184372,499
esci,bge_base,lexical_ascending,fixed,nDCG@10,0.6037431124810984,0.6171179908811973,0.013374878400098891,0.009651001975506477,0.017296265302397563,499
esci,bge_base,lexical_ascending,fixed,nDCG@20,0.6531551955797407,0.663193879669427,0.01003868408968622,0.006335733243164172,0.013877649538542576,499
esci,bge_base,lexical_ascending,fixed,cNDCG@10,0.7140353033215228,0.7373805716350714,0.023345268313548537,0.019268132103118833,0.027632711965346876,499
esci,bge_base,lexical_ascending,fixed,cNDCG@20,0.7926216167030586,0.8150071685261866,0.02238555182312805,0.01842946353833741,0.026574211184063206,499
esci,bge_base,lexical_descending,fixed,nDCG@10,0.6000509602674591,0.6138087395444983,0.013757779277039325,0.010159303546284306,0.01762538244390567,499
esci,bge_base,lexical_descending,fixed,nDCG@20,0.6508047340889295,0.6612307597755333,0.010426025686603883,0.006852871371414256,0.014188151176984822,499
esci,bge_base,lexical_descending,fixed,cNDCG@10,0.7122012769443838,0.735834086074533,0.02363280913014925,0.019522551559090585,0.027969496312790235,499
esci,bge_base,lexical_descending,fixed,cNDCG@20,0.7899440654712435,0.8129661342814579,0.023022068810214444,0.01903490450825287,0.027268622170986825,499
esci,bge_base,max_2,fixed,nDCG@10,0.6042702560763321,0.6178012689913517,0.013531012915019614,0.00983259462139985,0.01738935497572929,499
esci,bge_base,max_2,fixed,nDCG@20,0.6536595555006295,0.6638973074665495,0.010237751965919925,0.006624458467274247,0.014001344284256142,499
esci,bge_base,max_2,fixed,cNDCG@10,0.7135238083164651,0.7370123731288538,0.023488564812388722,0.019391837902423974,0.02778307923071012,499
esci,bge_base,max_2,fixed,cNDCG@20,0.7912429086579602,0.8138548794022812,0.022611970744321027,0.018645221351338802,0.02681553900685145,499
esci,bge_base,max_4,fixed,nDCG@10,0.606345079205785,0.6196188272914579,0.013273748085673014,0.009630092061708681,0.017147544927517057,499
esci,bge_base,max_4,fixed,nDCG@20,0.6550497811899434,0.6651094100887918,0.010059628898848434,0.00647827607052318,0.013815915776151934,499
esci,bge_base,max_4,fixed,cNDCG@10,0.7143818794278894,0.7375697022256343,0.023187822797745016,0.019104753937529962,0.027541338193088846,499
esci,bge_base,max_4,fixed,cNDCG@20,0.7923926608067428,0.8147726658427362,0.022380005035993456,0.01844382810682889,0.0266397715015968,499
esci,bge_base,max_7,fixed,nDCG@10,0.6071784315082027,0.6203538377857925,0.013175406277589629,0.009547911105605371,0.017026745669180096,499
esci,bge_base,max_7,fixed,nDCG@20,0.6556477264957757,0.6656040759033988,0.009956349407623164,0.006382202761266346,0.013710514358002987,499
esci,bge_base,max_7,fixed,cNDCG@10,0.7149219728686956,0.7380470225936807,0.023125049724985105,0.019050985931904213,0.02744577234477494,499
esci,bge_base,max_7,fixed,cNDCG@20,0.7929662346003705,0.8152727370318884,0.02230650243151784,0.01838072934662818,0.026569693541791485,499
esci,bge_base,raw,C0,nDCG@10,0.6022009586361526,0.6159118148210884,0.01371085618493574,0.009999574225293045,0.017606844518399153,499
esci,bge_base,raw,C0,nDCG@20,0.652517017035109,0.6629211296319701,0.010404112596861194,0.006833370928850997,0.014149082614891945,499
esci,bge_base,raw,C0,cNDCG@10,0.7118692087762237,0.7359134628494719,0.024044254073248224,0.019947946346820077,0.028371931814034638,499
esci,bge_base,raw,C0,cNDCG@20,0.7901469286842652,0.8133361026062702,0.02318917392200517,0.019169963162792986,0.027470362481206493,499
esci,bge_base,raw,C1,nDCG@10,0.6004648374816218,0.6145411567180592,0.01407631923643744,0.010346590038610215,0.0180302242145567,499
esci,bge_base,raw,C1,nDCG@20,0.6503154648453747,0.660834479781704,0.0105190149363293,0.00676840595350151,0.014426220065188624,499
esci,bge_base,raw,C1,cNDCG@10,0.712010771526319,0.7357212247610113,0.02371045323469234,0.019592995040941766,0.028046077663777806,499
esci,bge_base,raw,C1,cNDCG@20,0.7901138762258564,0.8130366479345544,0.022922771708698192,0.01892437829058409,0.027231971746760224,499
esci,bge_base,raw,C2s1,nDCG@10,0.6028489583969514,0.6164628818561069,0.013613923459155521,0.009996448636021725,0.017437279660432053,499
esci,bge_base,raw,C2s1,nDCG@20,0.6522290067501341,0.6624484374738209,0.010219430723686676,0.006565205379185059,0.014007128859539865,499
esci,bge_base,raw,C2s1,cNDCG@10,0.7144497216705776,0.7379479156537556,0.02349819398317803,0.019461695567234854,0.027802064974011092,499
esci,bge_base,raw,C2s1,cNDCG@20,0.7921369689087592,0.8147579827320641,0.022621013823305072,0.01869110042823372,0.026852795211119804,499
esci,bge_base,raw,C2s2,nDCG@10,0.6045042234544126,0.6181391184360766,0.013634894981663875,0.010052741489296267,0.017433877547518083,499
esci,bge_base,raw,C2s2,nDCG@20,0.652364779844951,0.6631071921082577,0.010742412263306808,0.007113325449468801,0.01456931088346428,499
esci,bge_base,raw,C2s2,cNDCG@10,0.7134936390605305,0.7372486448360847,0.02375500577555394,0.019732629150540797,0.028048264280148647,499
esci,bge_base,raw,C2s2,cNDCG@20,0.7909301791276755,0.8139443509264774,0.023014171798801997,0.01914482553386251,0.027194596196940268,499
esci,bge_base,raw,C2s3,nDCG@10,0.6030381444170568,0.6168809595099546,0.013842815092897814,0.010262891675339038,0.017691635179215893,499
esci,bge_base,raw,C2s3,nDCG@20,0.6531955627208966,0.6636625867869298,0.0104670240660333,0.006963729549232057,0.014202459935368146,499
esci,bge_base,raw,C2s3,cNDCG@10,0.7152227458900485,0.7388103526235101,0.023587606733461622,0.019515831304877704,0.027924825151042054,499
esci,bge_base,raw,C2s3,cNDCG@20,0.7920863013416924,0.8149122065535901,0.02282590521189744,0.018877547479782143,0.027078913744921683,499
esci,bge_base,raw,C2s4,nDCG@10,0.6010207592344083,0.614644750031038,0.013623990796629418,0.009913501166459537,0.017607348762504443,499
esci,bge_base,raw,C2s4,nDCG@20,0.6518796221334725,0.6619680763472751,0.010088454213802557,0.00639715494881355,0.01394169858810541,499
esci,bge_base,raw,C2s4,cNDCG@10,0.7123332069747603,0.7358129451562939,0.023479738181533687,0.019371980552755724,0.027846905849002363,499
esci,bge_base,raw,C2s4,cNDCG@20,0.7903491357229714,0.8130857870427921,0.022736651319820767,0.018752766221158856,0.027015329349912177,499
esci,bge_base,raw,C2s5,nDCG@10,0.6004377980538927,0.6144887725340327,0.01405097448013984,0.010429400962958253,0.017927834890042366,499
esci,bge_base,raw,C2s5,nDCG@20,0.6502595586421387,0.6608871648410158,0.010627606198877124,0.007010076818902087,0.014375453524617228,499
esci,bge_base,raw,C2s5,cNDCG@10,0.7127520272691317,0.7364844719704084,0.023732444701276955,0.01963956436106386,0.028076582497423185,499
esci,bge_base,raw,C2s5,cNDCG@20,0.789677247694412,0.8127652406747815,0.02308799298036947,0.01910397719519797,0.027366048674871354,499
esci,bge_base,raw_hybrid,C0,nDCG@10,0.6133694766949825,0.6243208624493833,0.010951385754400808,0.007307016617688247,0.014765915551758154,499
esci,bge_base,raw_hybrid,C0,nDCG@20,0.6613507294663318,0.6683477050780217,0.006996975611689945,0.0032080242514076554,0.010903882636176126,499
esci,bge_base,raw_hybrid,C0,cNDCG@10,0.705428956500301,0.7266706290779354,0.0212416725776346,0.016921570452594556,0.025768494914328446,499
esci,bge_base,raw_hybrid,C0,cNDCG@20,0.7847833259921774,0.80550007500008,0.02071674900790268,0.01654623358434832,0.0250716267693905,499
esci,bge_base,raw_hybrid,C1,nDCG@10,0.6133562922296197,0.6244765217951381,0.011120229565518518,0.007424624854921035,0.014957879944832659,499
esci,bge_base,raw_hybrid,C1,nDCG@20,0.6623246489761786,0.6695493468382472,0.007224697862068555,0.003312096052130407,0.011213064701702448,499
esci,bge_base,raw_hybrid,C1,cNDCG@10,0.706293384924142,0.7271573169672915,0.020863932043149548,0.016558171019888476,0.025429082973334842,499
esci,bge_base,raw_hybrid,C1,cNDCG@20,0.7851631968959418,0.8057053096119885,0.020542112716046675,0.01636159031120287,0.024902515859284893,499
esci,bge_base,raw_hybrid,C2s1,nDCG@10,0.6126333261063077,0.6237355561161128,0.011102230009805238,0.00735697074833821,0.01501116502640147,499
esci,bge_base,raw_hybrid,C2s1,nDCG@20,0.6621923411435554,0.6691464130504852,0.006954071906929805,0.0030565150782605912,0.011027230396327914,499
esci,bge_base,raw_hybrid,C2s1,cNDCG@10,0.7044482054598638,0.7256168720443837,0.021168666584519907,0.016874842863241955,0.025743544227202663,499
esci,bge_base,raw_hybrid,C2s1,cNDCG@20,0.7848452033385722,0.8054921722502786,0.020646968911706393,0.016499279467054432,0.024996792826745048,499
esci,bge_base,raw_hybrid,C2s2,nDCG@10,0.6126237345616575,0.623912399890569,0.011288665328911419,0.007520695581814382,0.015199319389387159,499
esci,bge_base,raw_hybrid,C2s2,nDCG@20,0.6623505601315732,0.6695079900798926,0.007157429948319321,0.003227804563348101,0.011212246118199298,499
esci,bge_base,raw_hybrid,C2s2,cNDCG@10,0.7062807969120392,0.7272592624238099,0.0209784655117708,0.016691816464003487,0.025455589220122664,499
esci,bge_base,raw_hybrid,C2s2,cNDCG@20,0.7854053740602097,0.8059516746578921,0.02054630059768235,0.016403315677918962,0.02484367409679497,499
esci,bge_base,raw_hybrid,C2s3,nDCG@10,0.6121922055797504,0.6235219306494296,0.011329725069679147,0.0076965040436017635,0.015149560594615679,499
esci,bge_base,raw_hybrid,C2s3,nDCG@20,0.6617364819808363,0.6690330541392443,0.007296572158407913,0.0035016618254558726,0.011211575272106838,499
esci,bge_base,raw_hybrid,C2s3,cNDCG@10,0.7058794513341313,0.7270755257083322,0.021196074374200853,0.01688459711247243,0.025721657941029475,499
esci,bge_base,raw_hybrid,C2s3,cNDCG@20,0.7846434057078187,0.8054675571322015,0.020824151424382733,0.01666713408129768,0.025225112730481666,499
esci,bge_base,raw_hybrid,C2s4,nDCG@10,0.6128870793259205,0.6241110877343098,0.011224008408389044,0.007469309552480724,0.015119796608673254,499
esci,bge_base,raw_hybrid,C2s4,nDCG@20,0.6628556663935907,0.6700635394114066,0.00720787301781589,0.003279749883699944,0.011252227768988276,499
esci,bge_base,raw_hybrid,C2s4,cNDCG@10,0.7056174788192106,0.7268942666328642,0.021276787813653605,0.0169396333268784,0.025896538937371656,499
esci,bge_base,raw_hybrid,C2s4,cNDCG@20,0.7850510345207221,0.8057056263606343,0.02065459183991206,0.01649574444249496,0.0250271739733533,499
esci,bge_base,raw_hybrid,C2s5,nDCG@10,0.6117867747039816,0.6230325662763716,0.011245791572390236,0.007630937614081875,0.014979422446473488,499
esci,bge_base,raw_hybrid,C2s5,nDCG@20,0.6596213501293271,0.6670075583893234,0.007386208259996398,0.0035620147399953324,0.01138435867511246,499
esci,bge_base,raw_hybrid,C2s5,cNDCG@10,0.7045921333193764,0.726148358460643,0.0215562251412665,0.017170916395251905,0.026180396065684147,499
esci,bge_base,raw_hybrid,C2s5,cNDCG@20,0.7830486619796732,0.804203010890317,0.02115434891064383,0.0169606865081823,0.025547435297992246,499
esci,bge_base,set_mean,fixed,nDCG@10,0.5774992637752421,0.5930710394063737,0.015571775631131728,0.011912362742837143,0.01946407913679649,499
esci,bge_base,set_mean,fixed,nDCG@20,0.6260132963774563,0.6370609515945093,0.011047655217052891,0.007344742901658162,0.014957065370037508,499
esci,bge_base,set_mean,fixed,cNDCG@10,0.7052885067752418,0.7320755873812981,0.02678708060605625,0.02259805809567152,0.0312532923378556,499
esci,bge_base,set_mean,fixed,cNDCG@20,0.7827276580198347,0.808062499448753,0.025334841428918238,0.021218020595628773,0.02969367455861738,499
esci,gte_modernbert,field_priority_type,fixed,nDCG@10,0.5861448238284829,0.5965684813490036,0.010423657520520886,0.006944260242310419,0.014021041843203871,499
esci,gte_modernbert,field_priority_type,fixed,nDCG@20,0.6351702075803665,0.6413598367753621,0.006189629194995742,0.002555802733631755,0.009864560407690078,499
esci,gte_modernbert,field_priority_type,fixed,cNDCG@10,0.7162236124674208,0.7380672778807892,0.021843665413368345,0.017620633642111375,0.026326224804120443,499
esci,gte_modernbert,field_priority_type,fixed,cNDCG@20,0.7913182816119627,0.8126901543361834,0.02137187272422061,0.01729433361309744,0.025704461957565407,499
esci,gte_modernbert,lexical_ascending,fixed,nDCG@10,0.5861389197601681,0.5965852948148958,0.010446375054727793,0.0069667981782179705,0.014026445485330764,499
esci,gte_modernbert,lexical_ascending,fixed,nDCG@20,0.6347701910399247,0.6409527942776135,0.006182603237688819,0.002532230691124607,0.009842305948065452,499
esci,gte_modernbert,lexical_ascending,fixed,cNDCG@10,0.716438942286658,0.7382439598437859,0.021805017557127954,0.017562735305421368,0.02628075276893857,499
esci,gte_modernbert,lexical_ascending,fixed,cNDCG@20,0.7910865147221672,0.812447461912068,0.021360947189900847,0.01726373584895708,0.025704594851353797,499
esci,gte_modernbert,lexical_descending,fixed,nDCG@10,0.5893666199090798,0.5992578267103915,0.009891206801311843,0.0063372224820782514,0.013489176831881696,499
esci,gte_modernbert,lexical_descending,fixed,nDCG@20,0.6365911623667417,0.6426226141467514,0.006031451780009609,0.0023893849244671097,0.009691397640014825,499
esci,gte_modernbert,lexical_descending,fixed,cNDCG@10,0.7193477233527996,0.7413499438733088,0.02200222052050909,0.017708579430325687,0.02660536795410937,499
esci,gte_modernbert,lexical_descending,fixed,cNDCG@20,0.7927224641469968,0.8142167142007571,0.02149425005376027,0.017440837781383202,0.025859854468515856,499
esci,gte_modernbert,raw,C0,nDCG@10,0.5867445810302669,0.5970604714617574,0.010315890431490447,0.0067687580561810855,0.013970641398775041,499
esci,gte_modernbert,raw,C0,nDCG@20,0.6370275721984431,0.6434817064425425,0.006454134244099538,0.0028412809265573017,0.010133403916727486,499
esci,gte_modernbert,raw,C0,cNDCG@10,0.7162152690119193,0.7383346273831705,0.022119358371250952,0.017761954294008002,0.02672209895248976,499
esci,gte_modernbert,raw,C0,cNDCG@20,0.7907493458449246,0.8123104596416691,0.0215611137967445,0.017430966089896936,0.025935574317908276,499
esci,gte_modernbert,raw,C1,nDCG@10,0.5853532542596765,0.5954851490121605,0.010131894752483979,0.006611103466916123,0.013760955787336281,499
esci,gte_modernbert,raw,C1,nDCG@20,0.6347057163504111,0.6407556041401626,0.006049887789751658,0.0023618490264601965,0.009766865982156979,499
esci,gte_modernbert,raw,C1,cNDCG@10,0.7153608926816852,0.7370707384438626,0.02170984576217727,0.01744664014917393,0.026314463872132154,499
esci,gte_modernbert,raw,C1,cNDCG@20,0.7908436957752536,0.8124017025003936,0.02155800672513989,0.017472988985182066,0.02588422632254255,499
esci,gte_modernbert,raw,C2s1,nDCG@10,0.589371500432093,0.5993878717142981,0.010016371282205205,0.00643645596247909,0.01364456443670797,499
esci,gte_modernbert,raw,C2s1,nDCG@20,0.6382307479414272,0.6443989079824451,0.006168160041017971,0.002515915716945431,0.009856354299057242,499
esci,gte_modernbert,raw,C2s1,cNDCG@10,0.7190515500641494,0.7406519035834834,0.021600353519333947,0.01739995584460452,0.02605234668526494,499
esci,gte_modernbert,raw,C2s1,cNDCG@20,0.7933021451219011,0.8147825506197164,0.021480405497815172,0.01742181710346356,0.02576876323199061,499
esci,gte_modernbert,raw,C2s2,nDCG@10,0.5885850618340955,0.59846729999873,0.00988223816463453,0.006304030914506455,0.013515510182988731,499
esci,gte_modernbert,raw,C2s2,nDCG@20,0.637363468230741,0.6429815124721281,0.005618044241387021,0.001903512550540009,0.00931877164485667,499
esci,gte_modernbert,raw,C2s2,cNDCG@10,0.7190453504811866,0.7402750916662706,0.021229741185084014,0.016885077256673563,0.025803593757439614,499
esci,gte_modernbert,raw,C2s2,cNDCG@20,0.7932300761966782,0.8142985714398795,0.02106849524320128,0.016989365972306384,0.025408707927643312,499
esci,gte_modernbert,raw,C2s3,nDCG@10,0.5871879480984221,0.5973023672378514,0.010114419139429147,0.006589752602083425,0.013727817962883016,499
esci,gte_modernbert,raw,C2s3,nDCG@20,0.6358453848575649,0.6419614080547439,0.006116023197178889,0.0024810750692385464,0.009774312470050398,499
esci,gte_modernbert,raw,C2s3,cNDCG@10,0.7179506473062787,0.7393165886367965,0.02136594133051787,0.017155900562645876,0.025841771421783323,499
esci,gte_modernbert,raw,C2s3,cNDCG@20,0.7913023095236482,0.8124921169355968,0.021189807411948567,0.017136424957389894,0.025485076072084636,499
esci,gte_modernbert,raw,C2s4,nDCG@10,0.5853952034797287,0.5955367760210901,0.01014157254136156,0.006544722959871926,0.013825881931598633,499
esci,gte_modernbert,raw,C2s4,nDCG@20,0.6332666305135806,0.6395542297879427,0.006287599274362286,0.002581358519079959,0.010005432758647213,499
esci,gte_modernbert,raw,C2s4,cNDCG@10,0.7138495002058705,0.7357759627839677,0.021926462578097366,0.017610719807149074,0.02646944906139728,499
esci,gte_modernbert,raw,C2s4,cNDCG@20,0.7892814177400631,0.8108279599610452,0.021546542220982044,0.017429834285948857,0.02590279428382021,499
esci,gte_modernbert,raw,C2s5,nDCG@10,0.5864207552016805,0.5969940415644693,0.010573286362788838,0.006979448199757108,0.014262749187108988,499
esci,gte_modernbert,raw,C2s5,nDCG@20,0.633826062920916,0.6405082723776198,0.006682209456703768,0.0029894632501677467,0.0104032043638511,499
esci,gte_modernbert,raw,C2s5,cNDCG@10,0.7175795174095569,0.7395053634959787,0.021925846086421664,0.01775059927216321,0.026363461619297934,499
esci,gte_modernbert,raw,C2s5,cNDCG@20,0.7902194530835995,0.8121795840598385,0.021960130976238848,0.01784178944009761,0.026301428836211598,499
esci,lexical,BM25,fixed,nDCG@10,0.5687317704214354,0.5775358517960116,0.008804081374576398,0.004926198604396966,0.012774959029536088,499
esci,lexical,BM25,fixed,nDCG@20,0.610965324750154,0.6151040799492089,0.004138755199055053,5.9067363309823986e-05,0.008373973279008568,499
esci,lexical,BM25,fixed,cNDCG@10,0.6849310124396327,0.705266030228735,0.02033501778910214,0.01586290626814842,0.025018478166547144,499
esci,lexical,BM25,fixed,cNDCG@20,0.770980601529334,0.7912897214528816,0.020309119923547624,0.016065849239766325,0.024752776589701767,499
esci,minilm,canonical_hybrid_field_priority_type,fixed,nDCG@10,0.5811273737054724,0.5926380172957612,0.011510643590288859,0.007572502866030035,0.01555120572412308,499
esci,minilm,canonical_hybrid_field_priority_type,fixed,nDCG@20,0.6318238198515956,0.6391723758519671,0.00734855600037137,0.0032270662470321593,0.011463165715567984,499
esci,minilm,canonical_hybrid_field_priority_type,fixed,cNDCG@10,0.6972916957352566,0.7192491438220356,0.02195744808677907,0.017627227498567374,0.02649717360749191,499
esci,minilm,canonical_hybrid_field_priority_type,fixed,cNDCG@20,0.7767141776917897,0.7989231720755008,0.022208994383711125,0.017934481324354754,0.026640212070285944,499
esci,minilm,canonical_hybrid_lexical_ascending,fixed,nDCG@10,0.5812406810995009,0.5927600566289517,0.011519375529450825,0.007593449016196706,0.015552049055112253,499
esci,minilm,canonical_hybrid_lexical_ascending,fixed,nDCG@20,0.6318817981813325,0.6392391778667741,0.007357379685441509,0.0032327262295925602,0.01149669824727764,499
esci,minilm,canonical_hybrid_lexical_ascending,fixed,cNDCG@10,0.6974373641596434,0.7194015993805095,0.021964235220866057,0.01764473411041766,0.026485607470202985,499
esci,minilm,canonical_hybrid_lexical_ascending,fixed,cNDCG@20,0.7768698592145473,0.7990513399700698,0.022181480755522474,0.017911362380872157,0.02662927061818365,499
esci,minilm,canonical_hybrid_lexical_descending,fixed,nDCG@10,0.5818029754882398,0.5935000885417993,0.0116971130535595,0.007804598214014725,0.01572658748051892,499
esci,minilm,canonical_hybrid_lexical_descending,fixed,nDCG@20,0.633113880541261,0.6404986055558656,0.007384725014604618,0.0032237450650795243,0.011545978448263472,499
esci,minilm,canonical_hybrid_lexical_descending,fixed,cNDCG@10,0.6965838598090843,0.718579049451897,0.02199518964281261,0.01767117287297003,0.0265587180733608,499
esci,minilm,canonical_hybrid_lexical_descending,fixed,cNDCG@20,0.7764557853041927,0.7985813625104244,0.022125577206231633,0.01786788548939595,0.026564825805444548,499
esci,minilm,centroid_2,fixed,nDCG@10,0.5358800000159221,0.5504815442984181,0.01460154428249614,0.010861387450344026,0.01847156689558741,499
esci,minilm,centroid_2,fixed,nDCG@20,0.592745837612217,0.6032937910280004,0.010547953415783516,0.0067402823620853316,0.0144457641060722,499
esci,minilm,centroid_2,fixed,cNDCG@10,0.6850657194409203,0.7109610495412169,0.025895330100296477,0.021484058005197128,0.030521805535102618,499
esci,minilm,centroid_2,fixed,cNDCG@20,0.7711057742075123,0.7962427801989915,0.025137005991479337,0.020796723998087983,0.02971525386794235,499
esci,minilm,field_priority_type,fixed,nDCG@10,0.5375397076431866,0.5518869739599152,0.014347266316728524,0.010634761279970652,0.018215552021810136,499
esci,minilm,field_priority_type,fixed,nDCG@20,0.5908207125875441,0.6013312283860467,0.01051051579850262,0.0067111952654554975,0.014413961236866038,499
esci,minilm,field_priority_type,fixed,cNDCG@10,0.6850427440906386,0.7110528459844327,0.026010101893794123,0.021647381078668475,0.030624519652584184,499
esci,minilm,field_priority_type,fixed,cNDCG@20,0.7702561858211108,0.7953018983535176,0.025045712532406804,0.02070924880635045,0.029608203689053217,499
esci,minilm,lexical_ascending,fixed,nDCG@10,0.5375298600816408,0.5518378987745592,0.014308038692918483,0.010580173359561861,0.01818404476798453,499
esci,minilm,lexical_ascending,fixed,nDCG@20,0.5910765119941155,0.6015476950274137,0.010471183033298265,0.006651762500136895,0.014393089766797994,499
esci,minilm,lexical_ascending,fixed,cNDCG@10,0.684935346012791,0.7109235381352275,0.02598819212243655,0.021633097704173505,0.030606768958249982,499
esci,minilm,lexical_ascending,fixed,cNDCG@20,0.7700736624571226,0.7951333063728303,0.025059643915707665,0.020732164295712053,0.029618788379190762,499
esci,minilm,lexical_descending,fixed,nDCG@10,0.5379658469924683,0.5520829502588034,0.014117103266335041,0.010370204660404577,0.01800397868198304,499
esci,minilm,lexical_descending,fixed,nDCG@20,0.5903667411210352,0.6008261920019683,0.010459450880933125,0.006690505955480688,0.01432324019343666,499
esci,minilm,lexical_descending,fixed,cNDCG@10,0.682802179374377,0.708878829497728,0.026076650123351145,0.02171963424615425,0.03070174968388876,499
esci,minilm,lexical_descending,fixed,cNDCG@20,0.7684307901743191,0.7935412830060735,0.025110492831754424,0.020795625697398713,0.02962057185359517,499
esci,minilm,max_2,fixed,nDCG@10,0.5385208694663992,0.5530296417533836,0.01450877228698445,0.010791934841116655,0.018346016570483986,499
esci,minilm,max_2,fixed,nDCG@20,0.592099951320171,0.6028725144825174,0.010772563162346437,0.006995316385926815,0.014632475814931795,499
esci,minilm,max_2,fixed,cNDCG@10,0.68751534483265,0.7133696212151968,0.025854276382546816,0.02148567909323982,0.030498916502182068,499
esci,minilm,max_2,fixed,cNDCG@20,0.7705910026666307,0.7958578074494924,0.025266804782861717,0.020912964001800476,0.029868652456464702,499
esci,minilm,raw,C0,nDCG@10,0.5385667709063007,0.5525766144533669,0.01400984354706609,0.01032138487508411,0.017830528155159862,499
esci,minilm,raw,C0,nDCG@20,0.5934998401973602,0.6036307309448702,0.010130890747509825,0.006318136375812995,0.013996475380325063,499
esci,minilm,raw,C0,cNDCG@10,0.684706489390721,0.7106948441520423,0.02598835476132131,0.021686802545809302,0.030561342698263796,499
esci,minilm,raw,C0,cNDCG@20,0.7711376955453276,0.7961140720834087,0.024976376538081022,0.020706985767819548,0.029470905941710344,499
