dataset,model,method,schedule,JudgedCoverage@10,JudgedCoverage@20,Recall@100,Recall@20,cNDCG@10,cNDCG@20,nDCG@10,nDCG@20
esci,bge_base,raw_hybrid,C1,0.7813627254509018,0.6046092184368739,0.91573019356135,0.7493223965089646,0.7271573169672915,0.8057053096119885,0.6244765217951381,0.6695493468382472
esci,bge_base,raw_hybrid,C2s1,0.7813627254509018,0.6030060120240481,0.9155537204792832,0.7484924250627606,0.7256168720443837,0.8054921722502786,0.6237355561161128,0.6691464130504852
esci,bge_base,raw_hybrid,C2s2,0.7819639278557114,0.6042084168336673,0.9178888241420422,0.7483385278021499,0.7272592624238099,0.8059516746578921,0.623912399890569,0.6695079900798926
esci,bge_base,raw_hybrid,C2s3,0.7811623246492986,0.6034068136272546,0.9158490302685809,0.7489000660711983,0.7270755257083322,0.8054675571322015,0.6235219306494296,0.6690330541392443
esci,bge_base,raw_hybrid,C2s4,0.7801603206412826,0.6042084168336673,0.9157260830013452,0.7497788693172359,0.7268942666328642,0.8057056263606343,0.6241110877343098,0.6700635394114066
esci,bge_base,raw_hybrid,C2s5,0.7799599198396795,0.6033066132264528,0.9168964292994468,0.7473077811623363,0.726148358460643,0.804203010890317,0.6230325662763716,0.6670075583893234
esci,bge_base,raw_hybrid,seven_mean,0.7807615230460923,0.6036931004866877,0.9161010553448662,0.7483822364445467,0.7266888901878942,0.8054322037004846,0.623872989273045,0.6689508009980888
esci,bge_base,set_mean,fixed,0.7298597194388778,0.5617234468937877,0.8895036383409017,0.719752641952029,0.7320755873812981,0.808062499448753,0.5930710394063737,0.6370609515945093
esci,gte_modernbert,field_priority_type,fixed,0.7240480961923847,0.564629258517034,0.888297915241541,0.7168147630429257,0.7380672778807892,0.8126901543361834,0.5965684813490036,0.6413598367753621
esci,gte_modernbert,lexical_ascending,fixed,0.7244488977955912,0.5645290581162324,0.8880435603779677,0.7160752887563573,0.7382439598437859,0.812447461912068,0.5965852948148958,0.6409527942776135
esci,gte_modernbert,lexical_descending,fixed,0.7208416833667335,0.5647294589178357,0.8870941261125812,0.7164475014853268,0.7413499438733088,0.8142167142007571,0.5992578267103915,0.6426226141467514
esci,gte_modernbert,raw,C0,0.7236472945891784,0.568937875751503,0.8912503297124089,0.7244962730851259,0.7383346273831705,0.8123104596416691,0.5970604714617574,0.6434817064425425
esci,gte_modernbert,raw,C1,0.7234468937875751,0.5634268537074147,0.8839487838363457,0.7139427553516955,0.7370707384438626,0.8124017025003936,0.5954851490121605,0.6407556041401626
esci,gte_modernbert,raw,C2s1,0.7248496993987977,0.5667334669338676,0.8858775611105506,0.720337068810611,0.7406519035834834,0.8147825506197164,0.5993878717142981,0.6443989079824451
esci,gte_modernbert,raw,C2s2,0.7238476953907816,0.5648296593186373,0.8864783005748008,0.7192020502755233,0.7402750916662706,0.8142985714398795,0.59846729999873,0.6429815124721281
esci,gte_modernbert,raw,C2s3,0.7238476953907815,0.564929859719439,0.8889989507772917,0.7189030982045586,0.7393165886367965,0.8124921169355968,0.5973023672378514,0.6419614080547439
esci,gte_modernbert,raw,C2s4,0.7246492985971944,0.5663326653306614,0.8863277310218176,0.7154148864586549,0.7357759627839677,0.8108279599610452,0.5955367760210901,0.6395542297879427
esci,gte_modernbert,raw,C2s5,0.7226452905811623,0.5645290581162326,0.8912786098437443,0.7146866597956724,0.7395053634959787,0.8121795840598385,0.5969940415644693,0.6405082723776198
esci,gte_modernbert,raw,seven_mean,0.7238476953907816,0.5656742055539651,0.8877371809824228,0.7181403988545487,0.7387043251419327,0.8127561350225913,0.597176282430051,0.6419488058939407
esci,lexical,BM25,fixed,0.7258517034068137,0.5478957915831664,0.8283191483962087,0.6768505832258405,0.705266030228735,0.7912897214528816,0.5775358517960116,0.6151040799492089
esci,minilm,canonical_hybrid_field_priority_type,fixed,0.749498997995992,0.5801603206412825,0.8954161984782436,0.7149209397178373,0.7192491438220356,0.7989231720755008,0.5926380172957612,0.6391723758519671
esci,minilm,canonical_hybrid_lexical_ascending,fixed,0.7498997995991985,0.5801603206412825,0.8950670152633289,0.7147873391834353,0.7194015993805095,0.7990513399700698,0.5927600566289517,0.6392391778667741
esci,minilm,canonical_hybrid_lexical_descending,fixed,0.7496993987975953,0.5821643286573146,0.8965582530020617,0.7155507019214825,0.718579049451897,0.7985813625104244,0.5935000885417993,0.6404986055558656
esci,minilm,centroid_2,fixed,0.6977955911823647,0.5492985971943888,0.8632655857172312,0.6789519382171927,0.7109610495412169,0.7962427801989915,0.5504815442984181,0.6032937910280004
esci,minilm,field_priority_type,fixed,0.6985971943887777,0.5482965931863728,0.8635704578657907,0.6748035326498806,0.7110528459844327,0.7953018983535176,0.5518869739599152,0.6013312283860467
esci,minilm,lexical_ascending,fixed,0.6981963927855711,0.5481963927855713,0.8641170055065267,0.6749654726915801,0.7109235381352275,0.7951333063728303,0.5518378987745592,0.6015476950274137
esci,minilm,lexical_descending,fixed,0.6987975951903808,0.5487975951903808,0.863814627523788,0.675207548081384,0.708878829497728,0.7935412830060735,0.5520829502588034,0.6008261920019683
esci,minilm,max_2,fixed,0.6987975951903808,0.548997995991984,0.8635321861842324,0.6768553094913983,0.7133696212151968,0.7958578074494924,0.5530296417533836,0.6028725144825174
esci,minilm,raw,C0,0.6981963927855712,0.5485971943887775,0.8613586583093018,0.6795206657015723,0.7106948441520423,0.7961140720834087,0.5525766144533669,0.6036307309448702
esci,minilm,raw,C1,0.6967935871743488,0.5487975951903808,0.8636918656274791,0.6764648319124622,0.7087375056508546,0.7943047310404715,0.5503996197899124,0.6009456698226473
esci,minilm,raw,C2s1,0.6969939879759519,0.548997995991984,0.8628158267253879,0.6774996247202015,0.7098611657082406,0.7944609564939321,0.5521091429174251,0.6019869238834145
esci,minilm,raw,C2s2,0.6959919839679359,0.5478957915831663,0.8638172384732927,0.673538116077155,0.7105451172153446,0.7953541855084653,0.5518302570948803,0.6018057575368404
esci,minilm,raw,C2s3,0.6969939879759518,0.548496993987976,0.8616492578233481,0.6754795170727144,0.707535801975114,0.794331992014862,0.5496355554665763,0.6013796669081716
esci,minilm,raw,C2s4,0.6947895791583166,0.5482965931863728,0.8613625844655325,0.6748338738044981,0.7102333609809637,0.7942100560616867,0.552251412961569,0.601239663560696
esci,minilm,raw,C2s5,0.6945891783567134,0.5492985971943888,0.8588026142828169,0.6730006209422911,0.7124536807314451,0.7965583612491325,0.552117046380135,0.602328943628159
esci,minilm,raw,seven_mean,0.6963355281992556,0.548625823074721,0.8619282922438799,0.6757624643186992,0.7100087823448579,0.7950477649217085,0.5515599498662664,0.601902479469257
esci,minilm,raw_hybrid,C0,0.7503006012024047,0.5808617234468938,0.8956765635306928,0.7144001210983214,0.7202878296936307,0.8001572475908556,0.5944921989833977,0.6408981388072793
esci,minilm,raw_hybrid,C1,0.7490981963927856,0.5823647294589178,0.8964507628895616,0.7150211702628371,0.7197448355781898,0.7995400474580876,0.5921834750800798,0.6405307899008852
esci,minilm,raw_hybrid,C2s1,0.751503006012024,0.5804609218436875,0.8958751750394246,0.7143673134314374,0.7193864667650876,0.7994769143254331,0.5927521574676716,0.6390134538188136
esci,minilm,raw_hybrid,C2s2,0.749498997995992,0.5814629258517033,0.8954967667076094,0.7171917276448061,0.7195482975432724,0.7998354700844043,0.5939587137285565,0.6409656160124834
esci,minilm,raw_hybrid,C2s3,0.7503006012024047,0.5812625250501002,0.8947866885426214,0.7140206272174284,0.7200306493566716,0.7995290584390387,0.5929311360995557,0.639631564083522
esci,minilm,raw_hybrid,C2s4,0.7498997995991985,0.5813627254509018,0.8956483686127183,0.7139860308400606,0.7194003967619069,0.7998611767437394,0.5927344247705314,0.640411149678136
esci,minilm,raw_hybrid,C2s5,0.7474949899799599,0.5812625250501002,0.8957569690970704,0.7153903583754124,0.7207486689846817,0.8003039446464052,0.5944931138133236,0.6415391513642724
esci,minilm,raw_hybrid,seven_mean,0.7497280274835386,0.5812911537360435,0.8956701849170998,0.7149110498386149,0.7198781635262057,0.7998148370411376,0.5933636028490166,0.6404271233807702
esci,minilm,set_mean,fixed,0.6929859719438877,0.5352705410821643,0.8450156597563249,0.66426029743919,0.7067345302906684,0.7906039910107985,0.5475418836883673,0.5886819193541993
wands,bge_base,canonical_hybrid_field_priority_type,fixed,0.8824675324675325,0.8678571428571429,0.6782995309190837,0.37619949338542363,0.7995011653967511,0.8097643213866478,0.7257371230157127,0.726192458252257
wands,bge_base,canonical_hybrid_lexical_ascending,fixed,0.8824675324675325,0.8654220779220779,0.681521868154979,0.37449670526297,0.7974686675395035,0.8085423341268212,0.7246856659031583,0.7239325263082003
wands,bge_base,canonical_hybrid_lexical_descending,fixed,0.8798701298701299,0.8660714285714286,0.6792794311354867,0.38372968113071815,0.8000286619530818,0.8122756228642424,0.7244656484549891,0.7271984774893491
wands,bge_base,centroid_2,fixed,0.8516233766233765,0.8353896103896105,0.6395577008477499,0.36399834701464845,0.796358065157458,0.8091794680982927,0.7037186408125351,0.7051030887363334
wands,bge_base,centroid_4,fixed,0.8548701298701299,0.836525974025974,0.6439382157905591,0.3644020337164174,0.7982486424138194,0.8098094396588504,0.7096709158949361,0.7064069787022562
wands,bge_base,centroid_7,fixed,0.8571428571428571,0.836525974025974,0.6415598865501497,0.3635474436631018,0.7987727924174768,0.8102208046779865,0.7109366178168377,0.7063999250441543
wands,bge_base,field_priority_type,fixed,0.855844155844156,0.8340909090909092,0.635647927691668,0.3648319471301408,0.7964351258463166,0.8074433326663941,0.7051648003851296,0.7029810623603187
wands,bge_base,lexical_ascending,fixed,0.8512987012987012,0.827435064935065,0.6323688141357365,0.36072423810213533,0.7936011239565917,0.8060787036124204,0.701854811144814,0.6980518355829394
wands,bge_base,lexical_descending,fixed,0.8461038961038961,0.8321428571428572,0.6360915509016335,0.3627554499887388,0.7946601934544157,0.8077440273662254,0.7013291061160543,0.7023345630798604
wands,bge_base,max_2,fixed,0.8503246753246755,0.8331168831168831,0.6400023385806206,0.3638969244883206,0.7960245837228259,0.8091435150073618,0.7025554802206071,0.7038312035102481
wands,bge_base,max_4,fixed,0.855844155844156,0.8319805194805194,0.6386098388670182,0.36508971302261556,0.8000366425426706,0.8122506597719918,0.710361240901086,0.706413056569371
wands,bge_base,max_7,fixed,0.8568181818181819,0.834090909090909,0.6415024736405207,0.3646346815284079,0.8012073925005407,0.8134025693650261,0.7118789064726287,0.7076452662955308
wands,bge_base,raw,C0,0.8519480519480519,0.8321428571428572,0.6317092063148236,0.3610458935456568,0.7950523265537358,0.8072703575990966,0.7024174967489003,0.7007566585497836
wands,bge_base,raw,C1,0.8512987012987014,0.8301948051948052,0.6300003161905716,0.36198517248888673,0.7977675066876395,0.8090998420058866,0.7056366087370597,0.7022692685646793
wands,bge_base,raw,C2s1,0.8496753246753246,0.8301948051948052,0.641666463919265,0.3619616716772757,0.7956212308431497,0.806923390922641,0.7030705169436045,0.701030161045744
wands,bge_base,raw,C2s2,0.8529220779220779,0.8324675324675324,0.6366248480618246,0.3612378317711461,0.7932695433250172,0.8081154389055519,0.7008114662894473,0.7020060782721581
wands,bge_base,raw,C2s3,0.8487012987012986,0.8313311688311689,0.6325584219093809,0.36248760975207694,0.7958938286096099,0.8068736106182697,0.7037058156225184,0.7019801555335373
wands,bge_base,raw,C2s4,0.8500000000000001,0.8275974025974027,0.6445275685169447,0.3564179504051075,0.7954799700400262,0.807183491178783,0.7019514702630754,0.699354510629926
wands,bge_base,raw,C2s5,0.8516233766233765,0.8259740259740259,0.6363311560667662,0.35752274953425595,0.7970498411209016,0.806561402651623,0.7050771640040941,0.6980886530309429
wands,bge_base,raw,seven_mean,0.8508812615955472,0.8299860853432283,0.6362025687113682,0.36037983988205796,0.7957334638828686,0.8074325048402645,0.7032386483726714,0.7007836408038244
wands,bge_base,raw_hybrid,C0,0.8814935064935064,0.8642857142857144,0.6806395890382446,0.3807086931327279,0.8006083088762472,0.8104588276733894,0.7247696873915572,0.7251476001785164
wands,bge_base,raw_hybrid,C1,0.8805194805194807,0.8633116883116883,0.6752617774817888,0.37834826747056505,0.8010342044199442,0.8111493945581819,0.7273719108377121,0.726277056632466
wands,bge_base,raw_hybrid,C2s1,0.8824675324675327,0.8624999999999999,0.6789619228119924,0.3812349190550536,0.7990142997347925,0.8101201918451563,0.7251528770648111,0.7239788201482912
wands,bge_base,raw_hybrid,C2s2,0.881818181818182,0.8650974025974025,0.6791294366497668,0.38255830416694675,0.8000283418557034,0.8105857289812172,0.7265324151208322,0.7260034618598988
wands,bge_base,raw_hybrid,C2s3,0.8808441558441559,0.8675324675324675,0.6739982569479888,0.3798936970233473,0.7996514157049371,0.8100041341596035,0.7249022591670621,0.7262771763514851
wands,bge_base,raw_hybrid,C2s4,0.8785714285714287,0.8650974025974025,0.6801596235493413,0.3791391724974973,0.7993994556208407,0.809083646226114,0.7256152312869879,0.7254050332050542
wands,bge_base,raw_hybrid,C2s5,0.8844155844155843,0.8633116883116883,0.6759367578257545,0.38328168187449235,0.8003535992427615,0.8121252533577217,0.7270602837892336,0.7245544746594611
wands,bge_base,raw_hybrid,seven_mean,0.8814471243042673,0.864448051948052,0.6777267663292682,0.3807378193172329,0.800012803636461,0.8105038824001977,0.725914952094028,0.7253776604335962
wands,bge_base,set_mean,fixed,0.8396103896103897,0.8159090909090909,0.6182003875366853,0.3530097183020647,0.781471304128314,0.7956510710168424,0.6869613061683923,0.6841228276687982
wands,gte_modernbert,field_priority_type,fixed,0.855844155844156,0.8306818181818183,0.6263273537985391,0.3598249051649981,0.7878876515697526,0.8009992364516423,0.7005805457866113,0.6986403896751031
wands,gte_modernbert,lexical_ascending,fixed,0.8564935064935065,0.8308441558441557,0.6263038693607819,0.3574506102489512,0.7891725635800031,0.7994184293996865,0.7050671885877156,0.6974734030435924
wands,gte_modernbert,lexical_descending,fixed,0.8506493506493507,0.827435064935065,0.6189095366255171,0.350020765618362,0.7878566516838169,0.7980225469735905,0.7006324994243824,0.6949623885118701
wands,gte_modernbert,raw,C0,0.8551948051948052,0.8318181818181818,0.6284846398927832,0.3590122121997165,0.7893712193102715,0.8000026839986613,0.7065899177179461,0.699896170709824
wands,gte_modernbert,raw,C1,0.8503246753246753,0.8261363636363636,0.6267071618191046,0.35761835741157966,0.7806379913203427,0.7967721903395937,0.6954622494331075,0.6915496506907987
wands,gte_modernbert,raw,C2s1,0.8516233766233766,0.8287337662337663,0.6251108177962449,0.35105965456545013,0.7840685677972379,0.7963473839254348,0.6996119699424254,0.6953320047728706
wands,gte_modernbert,raw,C2s2,0.8564935064935065,0.8285714285714285,0.6238287638008556,0.3497632113723305,0.7844209484607816,0.7961155172928873,0.6995811180139679,0.6923772422398473
wands,gte_modernbert,raw,C2s3,0.8636363636363636,0.8301948051948053,0.6276904002113308,0.3558971120556075,0.7856779360985997,0.7980901575991387,0.7041016451156531,0.6969755077330949
wands,gte_modernbert,raw,C2s4,0.8561688311688311,0.8319805194805194,0.6271327286698474,0.3584305468655821,0.7827684008136555,0.7963618337762363,0.69814228053792,0.6960901073690217
wands,gte_modernbert,raw,C2s5,0.8483766233766232,0.8271103896103896,0.6206882883328282,0.3604172137067069,0.7870516263788536,0.7959108369226007,0.7000273260048759,0.693229478576703
wands,gte_modernbert,raw,seven_mean,0.8545454545454547,0.8292207792207792,0.6256632572175705,0.35602832973956766,0.7848566700256775,0.7970858005506503,0.7005023581094137,0.6950643088703086
wands,lexical,BM25,fixed,0.8175324675324676,0.801461038961039,0.6323252253791084,0.3471985488252357,0.7576121858935917,0.7681250504582765,0.6575468586582383,0.6547880668174436
wands,minilm,canonical_hybrid_field_priority_type,fixed,0.8762987012987012,0.8532467532467531,0.6570999451727667,0.3659512852921482,0.7701999640457539,0.7856869004842619,0.6961954345007434,0.6988419005748299
wands,minilm,canonical_hybrid_lexical_ascending,fixed,0.868181818181818,0.8504870129870129,0.6561006614560047,0.36463604080713574,0.7712554154505868,0.7862349269462761,0.6922233698151424,0.6959831102347545
wands,minilm,canonical_hybrid_lexical_descending,fixed,0.8766233766233766,0.8547077922077922,0.65287094831803,0.3618829692528805,0.770347947784016,0.7848372557470085,0.6953482514729341,0.6979166185491188
wands,minilm,centroid_2,fixed,0.8308441558441559,0.8001623376623376,0.564377503409497,0.2956759575723805,0.7397395484939722,0.757532889001702,0.6456022899131044,0.6394887973322347
wands,minilm,field_priority_type,fixed,0.8298701298701299,0.7990259740259741,0.5718680480868398,0.2922094598722375,0.7302673024617363,0.7500893251590875,0.6326332777703831,0.6312365452822446
wands,minilm,lexical_ascending,fixed,0.8198051948051948,0.7868506493506493,0.5604906636180105,0.2872268845937019,0.7320388967599142,0.7505664481467955,0.6314264687044794,0.6263777619709436
wands,minilm,lexical_descending,fixed,0.8262987012987014,0.7996753246753248,0.5616156456205967,0.2955601032691645,0.732333910540359,0.7516111475138494,0.6342509343891732,0.634103564807035
wands,minilm,max_2,fixed,0.8275974025974027,0.7999999999999999,0.5703901725065191,0.29769485658527833,0.7420638604122834,0.7583677202033399,0.6430222189383114,0.6401235629477314
wands,minilm,raw,C0,0.8285714285714286,0.7983766233766235,0.5788332820924585,0.30808505676265363,0.7353862856699036,0.7561751867260543,0.6401782608464212,0.636451034818058
wands,minilm,raw,C1,0.8204545454545455,0.7941558441558441,0.554589604119262,0.2820821467824249,0.731912626469706,0.7519265278637576,0.6270352138648826,0.6254423287550582
wands,minilm,raw,C2s1,0.8243506493506494,0.7954545454545455,0.5671963940107287,0.2985946393377921,0.7322618381094339,0.7507692184914728,0.6313477342408084,0.630247839320152
wands,minilm,raw,C2s2,0.825974025974026,0.8003246753246753,0.5666156926607956,0.29669658720005665,0.7364002867698604,0.7548219781775324,0.6376028046016707,0.6350736264137453
wands,minilm,raw,C2s3,0.8253246753246752,0.7962662337662337,0.5651242362181718,0.2834571741115071,0.7316562372307615,0.7514259484625975,0.6311515990772847,0.6306460474178373
wands,minilm,raw,C2s4,0.816883116883117,0.8008116883116884,0.5709684794601491,0.297790496412856,0.7352655711108462,0.7537706933509476,0.6327850543746004,0.6335029587925797
wands,minilm,raw,C2s5,0.8243506493506493,0.800487012987013,0.5595749053723859,0.2961934450462502,0.7343477914169618,0.7545818528664171,0.6358714071523475,0.63495508272628
wands,minilm,raw,seven_mean,0.8237012987012987,0.797982374768089,0.5661289419905644,0.29469993509336295,0.7338900909682105,0.7533530579912543,0.6337102963082879,0.6323312740348157
wands,minilm,raw_hybrid,C0,0.8756493506493508,0.8530844155844156,0.6532247963811416,0.3585871150164857,0.7741708068846322,0.7881361701215208,0.6992683248688382,0.6995755312980647
wands,minilm,raw_hybrid,C1,0.8642857142857144,0.8498376623376623,0.6540074497649827,0.3524366039074694,0.7692681476903059,0.7832636485484263,0.689096938117544,0.6923477473219853
wands,minilm,raw_hybrid,C2s1,0.868831168831169,0.8491883116883118,0.6598955614385992,0.359776610034241,0.7735265574340102,0.787323135962787,0.6963644972885082,0.6979223516689554
wands,minilm,raw_hybrid,C2s2,0.873051948051948,0.8566558441558443,0.658106909250342,0.36515430702534885,0.7705856981488979,0.7868055501064357,0.6952989190197533,0.7003818754126035
wands,minilm,raw_hybrid,C2s3,0.8714285714285713,0.8542207792207793,0.6551123589495592,0.36331569108406264,0.7700657943691599,0.7852277738065605,0.6942930758446025,0.6989935151105086
wands,minilm,raw_hybrid,C2s4,0.8717532467532467,0.853409090909091,0.6532935196476921,0.3591977313461742,0.7730415842602265,0.7863236123925359,0.6988307328583564,0.6999873979314367
wands,minilm,raw_hybrid,C2s5,0.8733766233766234,0.8548701298701297,0.6546926199570118,0.36277909666755304,0.7693011228401927,0.7854973140832808,0.6938114672002837,0.6990886522979178
wands,minilm,raw_hybrid,seven_mean,0.871196660482375,0.8530380333951764,0.655476173627047,0.36017816501161926,0.771422815946775,0.7860824578602211,0.6952805650282695,0.6983281530059245
wands,minilm,set_mean,fixed,0.8178571428571428,0.7887987012987012,0.588070003289547,0.31590859787541603,0.7414931084050375,0.7578347588523595,0.641946002967136,0.6365798488595998
