dataset,model,method,K,aggregation,eligible_queries,highest_pairs,basis,persistent_inclusion,persistent_inclusion_ci_low,persistent_inclusion_ci_high,persistent_omission,persistent_omission_ci_low,persistent_omission_ci_high,VI,VI_ci_low,VI_ci_high,mean_recall,mean_recall_ci_low,mean_recall_ci_high,source_recall,source_recall_ci_low,source_recall_ci_high
esci,bge_base,centroid_4,20,query_macro,499,4434,structural: single deterministic fixed index,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.26143946924001554,0.23470323323778067,0.28873261700724706,0.0,0.0,0.0,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.7385605307599845,0.7112673829927526,0.7652967667622192
esci,bge_base,centroid_4,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6779431664411367,0.6467524247903995,0.7093204480504667,0.32205683355886333,0.29067955194953327,0.35324757520960054,0.0,0.0,0.0,0.6779431664411367,0.6467524247903995,0.7093204480504667,0.6779431664411367,0.6467524247903995,0.7093204480504667
esci,bge_base,centroid_4,100,query_macro,499,4434,structural: single deterministic fixed index,0.9101438309875134,0.8907156362652359,0.9288058107425811,0.08985616901248661,0.07119418925741895,0.10928436373476413,0.0,0.0,0.0,0.9101438309875134,0.8907156362652359,0.9288058107425811,0.9101438309875134,0.8907156362652359,0.9288058107425811
esci,bge_base,centroid_4,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9050518718989625,0.8811290519612757,0.9270741333748719,0.09494812810103744,0.07292586662512816,0.11887094803872435,0.0,0.0,0.0,0.9050518718989625,0.8811290519612757,0.9270741333748719,0.9050518718989625,0.8811290519612757,0.9270741333748719
esci,bge_base,centroid_7,20,query_macro,499,4434,structural: single deterministic fixed index,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.26303903687606783,0.2361072064642226,0.2906109431200037,0.0,0.0,0.0,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.7369609631239321,0.7093890568799963,0.7638927935357773
esci,bge_base,centroid_7,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6783942264321154,0.6470717905068426,0.7097011062364195,0.32160577356788456,0.2902988937635806,0.35292820949315745,0.0,0.0,0.0,0.6783942264321154,0.6470717905068426,0.7097011062364195,0.6783942264321154,0.6470717905068426,0.7097011062364195
esci,bge_base,centroid_7,100,query_macro,499,4434,structural: single deterministic fixed index,0.9101283960772889,0.8907432048846434,0.9289087197625618,0.0898716039227111,0.0710912802374382,0.10925679511535664,0.0,0.0,0.0,0.9101283960772889,0.8907432048846434,0.9289087197625618,0.9101283960772889,0.8907432048846434,0.9289087197625618
esci,bge_base,centroid_7,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9050518718989625,0.8809682920460851,0.9269615753744042,0.09494812810103744,0.07303842462559589,0.11903170795391493,0.0,0.0,0.0,0.9050518718989625,0.8809682920460851,0.9269615753744042,0.9050518718989625,0.8809682920460851,0.9269615753744042
esci,bge_base,field_priority_type,20,query_macro,499,4434,structural: single deterministic fixed index,0.7381891344047647,0.7108710061726361,0.7650891395472046,0.2618108655952352,0.23491086045279536,0.28912899382736384,0.0,0.0,0.0,0.7381891344047647,0.7108710061726361,0.7650891395472046,0.7381891344047647,0.7108710061726361,0.7650891395472046
esci,bge_base,field_priority_type,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6786197564276049,0.64747516412426,0.7097061967619203,0.32138024357239514,0.2902938032380797,0.35252483587573996,0.0,0.0,0.0,0.6786197564276049,0.64747516412426,0.7097061967619203,0.6786197564276049,0.64747516412426,0.7097061967619203
esci,bge_base,field_priority_type,100,query_macro,499,4434,structural: single deterministic fixed index,0.9108555677588694,0.8915337223802821,0.929558242152409,0.08914443224113061,0.07044175784759112,0.10846627761971797,0.0,0.0,0.0,0.9108555677588694,0.8915337223802821,0.929558242152409,0.9108555677588694,0.8915337223802821,0.929558242152409
esci,bge_base,field_priority_type,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9061795218764096,0.8821009758976274,0.9279149115275739,0.09382047812359044,0.07208508847242613,0.11789902410237271,0.0,0.0,0.0,0.9061795218764096,0.8821009758976274,0.9279149115275739,0.9061795218764096,0.8821009758976274,0.9279149115275739
esci,bge_base,lexical_ascending,20,query_macro,499,4434,structural: single deterministic fixed index,0.7384157781684826,0.7111462103375797,0.7652239889442561,0.26158422183151736,0.23477601105574383,0.2888537896624203,0.0,0.0,0.0,0.7384157781684826,0.7111462103375797,0.7652239889442561,0.7384157781684826,0.7111462103375797,0.7652239889442561
esci,bge_base,lexical_ascending,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6790708164185837,0.6480059965188973,0.7100072066442236,0.3209291835814163,0.2899927933557764,0.35199400348110266,0.0,0.0,0.0,0.6790708164185837,0.6480059965188973,0.7100072066442236,0.6790708164185837,0.6480059965188973,0.7100072066442236
esci,bge_base,lexical_ascending,100,query_macro,499,4434,structural: single deterministic fixed index,0.9104509122940938,0.8910870984090294,0.9291860577216783,0.08954908770590632,0.07081394227832175,0.10891290159097057,0.0,0.0,0.0,0.9104509122940938,0.8910870984090294,0.9291860577216783,0.9104509122940938,0.8910870984090294,0.9291860577216783
esci,bge_base,lexical_ascending,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9057284618854308,0.8817042537587092,0.9274500530572874,0.09427153811456923,0.07254994694271258,0.11829574624129077,0.0,0.0,0.0,0.9057284618854308,0.8817042537587092,0.9274500530572874,0.9057284618854308,0.8817042537587092,0.9274500530572874
esci,bge_base,lexical_descending,20,query_macro,499,4434,structural: single deterministic fixed index,0.7359620113975665,0.708717544299973,0.7624807552833427,0.2640379886024335,0.23751924471665728,0.29128245570002714,0.0,0.0,0.0,0.7359620113975665,0.708717544299973,0.7624807552833427,0.7359620113975665,0.708717544299973,0.7624807552833427
esci,bge_base,lexical_descending,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6763644564727108,0.6447588688792203,0.7076769081314536,0.3236355435272891,0.29232309186854644,0.35524113112077976,0.0,0.0,0.0,0.6763644564727108,0.6447588688792203,0.7076769081314536,0.6763644564727108,0.6447588688792203,0.7076769081314536
esci,bge_base,lexical_descending,100,query_macro,499,4434,structural: single deterministic fixed index,0.9101292278720575,0.8906689196380871,0.9287924509558768,0.08987077212794246,0.07120754904412314,0.10933108036191287,0.0,0.0,0.0,0.9101292278720575,0.8906689196380871,0.9287924509558768,0.9101292278720575,0.8906689196380871,0.9287924509558768
esci,bge_base,lexical_descending,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9046008119079838,0.8803776882381242,0.9266592524934136,0.09539918809201624,0.07334074750658633,0.11962231176187571,0.0,0.0,0.0,0.9046008119079838,0.8803776882381242,0.9266592524934136,0.9046008119079838,0.8803776882381242,0.9266592524934136
esci,bge_base,max_2,20,query_macro,499,4434,structural: single deterministic fixed index,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.26065530378187296,0.2341154567905238,0.28794149915055417,0.0,0.0,0.0,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.7393446962181272,0.7120585008494458,0.7658845432094762
esci,bge_base,max_2,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6795218764095625,0.6480933325187357,0.7106717310837917,0.32047812359043754,0.28932826891620833,0.35190666748126426,0.0,0.0,0.0,0.6795218764095625,0.6480933325187357,0.7106717310837917,0.6795218764095625,0.6480933325187357,0.7106717310837917
esci,bge_base,max_2,100,query_macro,499,4434,structural: single deterministic fixed index,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.08914614506849475,0.07043216997094126,0.10858331167830466,0.0,0.0,0.0,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.9108538549315052,0.8914166883216955,0.9295678300290589
esci,bge_base,max_2,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9059539918809202,0.8818031911565775,0.9279987197275255,0.09404600811907984,0.07200128027247459,0.1181968088434225,0.0,0.0,0.0,0.9059539918809202,0.8818031911565775,0.9279987197275255,0.9059539918809202,0.8818031911565775,0.9279987197275255
esci,bge_base,max_4,20,query_macro,499,4434,structural: single deterministic fixed index,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.26021936374067756,0.23349352745031857,0.2873669927696524,0.0,0.0,0.0,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.7397806362593226,0.7126330072303476,0.7665064725496813
esci,bge_base,max_4,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6799729364005412,0.6484090636057499,0.7111857403837967,0.3200270635994587,0.2888142596162034,0.35159093639425015,0.0,0.0,0.0,0.6799729364005412,0.6484090636057499,0.7111857403837967,0.6799729364005412,0.6484090636057499,0.7111857403837967
esci,bge_base,max_4,100,query_macro,499,4434,structural: single deterministic fixed index,0.9105041976304452,0.8911057799186762,0.92913569593168,0.08949580236955483,0.07086430406831995,0.10889422008132384,0.0,0.0,0.0,0.9105041976304452,0.8911057799186762,0.92913569593168,0.9105041976304452,0.8911057799186762,0.92913569593168
esci,bge_base,max_4,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9052774018944519,0.8812010822465723,0.9274349375457752,0.09472259810554803,0.07256506245422478,0.11879891775342771,0.0,0.0,0.0,0.9052774018944519,0.8812010822465723,0.9274349375457752,0.9052774018944519,0.8812010822465723,0.9274349375457752
esci,bge_base,max_7,20,query_macro,499,4434,structural: single deterministic fixed index,0.739691847292778,0.7126773828664197,0.7664133179288968,0.26030815270722196,0.23358668207110328,0.2873226171335802,0.0,0.0,0.0,0.739691847292778,0.7126773828664197,0.7664133179288968,0.739691847292778,0.7126773828664197,0.7664133179288968
esci,bge_base,max_7,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6797474064050518,0.6485700848146367,0.7109596851181396,0.3202525935949481,0.2890403148818605,0.3514299151853632,0.0,0.0,0.0,0.6797474064050518,0.6485700848146367,0.7109596851181396,0.6797474064050518,0.6485700848146367,0.7109596851181396
esci,bge_base,max_7,100,query_macro,499,4434,structural: single deterministic fixed index,0.9104991008568114,0.8910600936443945,0.9292856597709177,0.08950089914318869,0.07071434022908221,0.10893990635560558,0.0,0.0,0.0,0.9104991008568114,0.8910600936443945,0.9292856597709177,0.9104991008568114,0.8910600936443945,0.9292856597709177
esci,bge_base,max_7,100,pair_micro,499,4434,structural: single deterministic fixed index,0.9050518718989625,0.8807435035714917,0.9271886977623823,0.09494812810103744,0.07281130223761773,0.1192564964285084,0.0,0.0,0.0,0.9050518718989625,0.8807435035714917,0.9271886977623823,0.9050518718989625,0.8807435035714917,0.9271886977623823
esci,bge_base,raw,20,query_macro,499,4434,observed seven catalog schedules,0.7189493265471975,0.6906789908038089,0.7463019231553172,0.24443261175723624,0.21815860491636355,0.2710873381069802,0.03661806169556642,0.02839704467582493,0.045904825408586925,0.7383030555532459,0.7112441299104998,0.7651122103656212,0.7410465636379933,0.7137030693309269,0.7678280888509339
esci,bge_base,raw,20,pair_micro,499,4434,observed seven catalog schedules,0.6556156968876861,0.6231406543532251,0.687944350428595,0.3001804239963915,0.26981931728457614,0.33042691068902086,0.04420387911592242,0.036570668711688264,0.0519730999456142,0.6783942264321156,0.6469255360743188,0.709505046165617,0.6804239963915201,0.6491965766440723,0.7117055303015893
esci,bge_base,raw,100,query_macro,499,4434,observed seven catalog schedules,0.9073218627723446,0.8876909909423152,0.926044216973308,0.08547691952789487,0.06716338428692988,0.10453624576713429,0.007201217699760552,0.004707606224998131,0.010066998071739676,0.9104134242191954,0.8911174665184327,0.9290900958423307,0.9097759035682006,0.8904054796001772,0.9285233339993342
esci,bge_base,raw,100,pair_micro,499,4434,observed seven catalog schedules,0.9009923319801534,0.8766149559089403,0.9234639487765367,0.08908434821831304,0.06788093882199805,0.11219895015389744,0.009923319801533603,0.006586790489282369,0.013822718685718388,0.9053096204652363,0.8812524578203501,0.927048818678973,0.9043752819124944,0.8803100769414632,0.9263435336297324
esci,bge_base,raw_hybrid,20,query_macro,499,4434,observed seven catalog schedules,0.7369341986683854,0.7094688303943669,0.7635247019825304,0.2399960664064983,0.21478536973431342,0.2662828520196421,0.023069734925116422,0.017625300112393178,0.02905126130579844,0.7483822364445467,0.7216004425187944,0.774262918365875,0.7465355891871799,0.7195833213818356,0.7728359369501421
esci,bge_base,raw_hybrid,20,pair_micro,499,4434,observed seven catalog schedules,0.6695985566080289,0.6381013743360132,0.7012062557476648,0.29837618403247634,0.26915671602506597,0.3273431160241996,0.032025259359494816,0.0254217674550611,0.03885317490537657,0.6862555577034605,0.6563613434979072,0.7163160059566843,0.6844835363103293,0.6545404066657928,0.7147847357720245
esci,bge_base,raw_hybrid,100,query_macro,499,4434,observed seven catalog schedules,0.9125425375735284,0.8928722612651147,0.9308570830971364,0.0800103555985378,0.06256561978205709,0.09867268136432854,0.007447106827933699,0.003690296886417388,0.01262403503894638,0.9161010553448662,0.8968551051914945,0.9340000616250438,0.9150631066620161,0.8955570501121529,0.9331321750214039
esci,bge_base,raw_hybrid,100,pair_micro,499,4434,observed seven catalog schedules,0.9124943617501128,0.889679812532786,0.9333348284368692,0.08096526838069464,0.060761936631159086,0.1032917242010977,0.006540369869192602,0.00412857248017078,0.009172261893854365,0.9161994973902958,0.89361979727455,0.9366675938117731,0.915426251691475,0.8927152788393279,0.9359136170587767
esci,bge_base,set_mean,20,query_macro,499,4434,structural: single deterministic fixed index,0.719752641952029,0.6927933715930739,0.7458844347170878,0.2802473580479709,0.2541155652829123,0.30720662840692586,0.0,0.0,0.0,0.719752641952029,0.6927933715930739,0.7458844347170878,0.719752641952029,0.6927933715930739,0.7458844347170878
esci,bge_base,set_mean,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6549391069012178,0.6244670583535747,0.685436569792158,0.34506089309878213,0.31456343020784205,0.37553294164642526,0.0,0.0,0.0,0.6549391069012178,0.6244670583535747,0.685436569792158,0.6549391069012178,0.6244670583535747,0.685436569792158
esci,bge_base,set_mean,100,query_macro,499,4434,structural: single deterministic fixed index,0.8895036383409017,0.8686307308666215,0.909102470155488,0.11049636165909839,0.09089752984451184,0.13136926913337835,0.0,0.0,0.0,0.8895036383409017,0.8686307308666215,0.909102470155488,0.8895036383409017,0.8686307308666215,0.909102470155488
esci,bge_base,set_mean,100,pair_micro,499,4434,structural: single deterministic fixed index,0.8879115922417682,0.8638788871084944,0.9100868440115737,0.11208840775823184,0.08991315598842639,0.13612111289150566,0.0,0.0,0.0,0.8879115922417682,0.8638788871084944,0.9100868440115737,0.8879115922417682,0.8638788871084944,0.9100868440115737
esci,gte_modernbert,BM25,20,query_macro,499,4434,structural: single deterministic fixed index,0.6768505832258405,0.6460319047308123,0.7064358283685264,0.32314941677415954,0.29356417163147364,0.3539680952691876,0.0,0.0,0.0,0.6768505832258405,0.6460319047308123,0.7064358283685264,0.6768505832258405,0.6460319047308123,0.7064358283685264
esci,gte_modernbert,BM25,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6344158773116825,0.60313376774078,0.6649941819687073,0.3655841226883175,0.33500581803129265,0.39686623225921996,0.0,0.0,0.0,0.6344158773116825,0.60313376774078,0.6649941819687073,0.6344158773116825,0.60313376774078,0.6649941819687073
esci,gte_modernbert,BM25,100,query_macro,499,4434,structural: single deterministic fixed index,0.8283191483962087,0.8025295237314413,0.8531709939597035,0.17168085160379132,0.14682900604029636,0.19747047626855868,0.0,0.0,0.0,0.8283191483962087,0.8025295237314413,0.8531709939597035,0.8283191483962087,0.8025295237314413,0.8531709939597035
esci,gte_modernbert,BM25,100,pair_micro,499,4434,structural: single deterministic fixed index,0.8385205232295896,0.8093824978691302,0.8661529892477685,0.16147947677041047,0.1338470107522315,0.19061750213086984,0.0,0.0,0.0,0.8385205232295896,0.8093824978691302,0.8661529892477685,0.8385205232295896,0.8093824978691302,0.8661529892477685
esci,gte_modernbert,field_priority_type,20,query_macro,499,4434,structural: single deterministic fixed index,0.7168147630429257,0.6878983008587158,0.745015104992509,0.28318523695707426,0.2549848950074909,0.31210169914128416,0.0,0.0,0.0,0.7168147630429257,0.6878983008587158,0.745015104992509,0.7168147630429257,0.6878983008587158,0.745015104992509
esci,gte_modernbert,field_priority_type,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6659900766801985,0.6350574574019111,0.6974997133917433,0.33400992331980156,0.30250028660825673,0.36494254259808895,0.0,0.0,0.0,0.6659900766801985,0.6350574574019111,0.6974997133917433,0.6659900766801985,0.6350574574019111,0.6974997133917433
esci,gte_modernbert,field_priority_type,100,query_macro,499,4434,structural: single deterministic fixed index,0.888297915241541,0.8666408523927948,0.9090152265147905,0.11170208475845901,0.09098477348520945,0.13335914760720505,0.0,0.0,0.0,0.888297915241541,0.8666408523927948,0.9090152265147905,0.888297915241541,0.8666408523927948,0.9090152265147905
esci,gte_modernbert,field_priority_type,100,pair_micro,499,4434,structural: single deterministic fixed index,0.8935498421290031,0.868309039769698,0.9163130170322733,0.10645015787099685,0.08368698296772674,0.13169096023030197,0.0,0.0,0.0,0.8935498421290031,0.868309039769698,0.9163130170322733,0.8935498421290031,0.868309039769698,0.9163130170322733
esci,gte_modernbert,lexical_ascending,20,query_macro,499,4434,structural: single deterministic fixed index,0.7160752887563573,0.687165595808512,0.744367067809949,0.28392471124364277,0.2556329321900508,0.31283440419148806,0.0,0.0,0.0,0.7160752887563573,0.687165595808512,0.744367067809949,0.7160752887563573,0.687165595808512,0.744367067809949
esci,gte_modernbert,lexical_ascending,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6650879566982408,0.6341571785145902,0.6967256763170384,0.3349120433017591,0.30327432368296153,0.36584282148540975,0.0,0.0,0.0,0.6650879566982408,0.6341571785145902,0.6967256763170384,0.6650879566982408,0.6341571785145902,0.6967256763170384
esci,gte_modernbert,lexical_ascending,100,query_macro,499,4434,structural: single deterministic fixed index,0.8880435603779677,0.866397141310889,0.9088475105168645,0.11195643962203232,0.09115248948313526,0.13360285868911095,0.0,0.0,0.0,0.8880435603779677,0.866397141310889,0.9088475105168645,0.8880435603779677,0.866397141310889,0.9088475105168645
esci,gte_modernbert,lexical_ascending,100,pair_micro,499,4434,structural: single deterministic fixed index,0.8930987821380244,0.8678227405446656,0.9160224580260252,0.10690121786197564,0.08397754197397478,0.13217725945533443,0.0,0.0,0.0,0.8930987821380244,0.8678227405446656,0.9160224580260252,0.8930987821380244,0.8678227405446656,0.9160224580260252
esci,gte_modernbert,lexical_descending,20,query_macro,499,4434,structural: single deterministic fixed index,0.7164475014853268,0.6882218346691763,0.7439176842822405,0.2835524985146732,0.2560823157177597,0.31177816533082364,0.0,0.0,0.0,0.7164475014853268,0.6882218346691763,0.7439176842822405,0.7164475014853268,0.6882218346691763,0.7439176842822405
esci,gte_modernbert,lexical_descending,20,pair_micro,499,4434,structural: single deterministic fixed index,0.6655390166892197,0.6348593672562555,0.6966125884748574,0.33446098331078034,0.30338741152514265,0.36514063274374453,0.0,0.0,0.0,0.6655390166892197,0.6348593672562555,0.6966125884748574,0.6655390166892197,0.6348593672562555,0.6966125884748574
esci,gte_modernbert,lexical_descending,100,query_macro,499,4434,structural: single deterministic fixed index,0.8870941261125812,0.8648602792644962,0.9082524150123661,0.11290587388741871,0.09174758498763368,0.13513972073550395,0.0,0.0,0.0,0.8870941261125812,0.8648602792644962,0.9082524150123661,0.8870941261125812,0.8648602792644962,0.9082524150123661
esci,gte_modernbert,lexical_descending,100,pair_micro,499,4434,structural: single deterministic fixed index,0.892873252142535,0.8670028708815986,0.9163693329544986,0.10712674785746504,0.08363066704550144,0.13299712911840142,0.0,0.0,0.0,0.892873252142535,0.8670028708815986,0.9163693329544986,0.892873252142535,0.8670028708815986,0.9163693329544986
esci,gte_modernbert,raw,20,query_macro,499,4434,observed seven catalog schedules,0.681917423509352,0.6519645064863754,0.7106749335140532,0.24898746662849666,0.2223871607982804,0.2762655236528412,0.06909510986215128,0.057857478764513096,0.08108289503149756,0.7181403988545487,0.6899295959013944,0.7454658144416455,0.7244962730851259,0.6958531413021466,0.7520215744893283
esci,gte_modernbert,raw,20,pair_micro,499,4434,observed seven catalog schedules,0.6222372575552548,0.5899441210142986,0.6549452667033714,0.2952187640956247,0.2655349523390807,0.3248505939399431,0.08254397834912043,0.07168694261838617,0.09349600125159764,0.6658934209678459,0.6352784942461748,0.6968805574119812,0.6682453766350924,0.6371838579197773,0.699772036288151
esci,gte_modernbert,raw,100,query_macro,499,4434,observed seven catalog schedules,0.8763284214262904,0.8533464181234528,0.8982584333120424,0.10123831266095708,0.08137617703815282,0.1219891224490096,0.022433265912752482,0.015062221495784163,0.03151484845205883,0.8877371809824228,0.8662013225978348,0.9082199918773023,0.8912503297124089,0.8697565028972664,0.9117524034439882
esci,gte_modernbert,raw,100,pair_micro,499,4434,observed seven catalog schedules,0.8811456923770862,0.8546007282913077,0.9054896785365355,0.09607577807848444,0.07382801040270852,0.12065349022964088,0.02277852954442941,0.016860143061178615,0.029480164812288868,0.8931310007088087,0.8676484566410618,0.9163815404415783,0.8964817320703654,0.8712157601804928,0.9194015470953683
