dataset,model,method,schedule,metric,mean,ci_low,ci_high,eligible_queries,highest_pairs,bootstrap_seed,bootstrap_draws,interval
esci,bge_base,canonical_hybrid_lexical_ascending,fixed,cNDCG@10,0.7286877825084108,0.7100057324191303,0.7467216290969936,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_ascending,fixed,cNDCG@20,0.8067504653295452,0.7912599639394595,0.8219794812293554,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_ascending,fixed,JudgedCoverage@10,0.7807615230460923,0.7555110220440882,0.8052104208416834,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_ascending,fixed,JudgedCoverage@20,0.6047094188376754,0.5824624248496992,0.6273572144288577,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_ascending,fixed,Recall@20,0.7500776493721659,0.7234706177216241,0.7758081290984971,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_ascending,fixed,Recall@100,0.9155441715594136,0.8961091339042704,0.933604835985313,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_descending,fixed,nDCG@10,0.623783605462875,0.5990703907077173,0.6479586696394832,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_descending,fixed,nDCG@20,0.6689919136885818,0.6448339408247143,0.6923130683624722,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_descending,fixed,cNDCG@10,0.7250228984755394,0.7063045551552019,0.7434160991985755,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_descending,fixed,cNDCG@20,0.8053593775333434,0.7897301682912312,0.8208196177816419,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_descending,fixed,JudgedCoverage@10,0.7801603206412825,0.7545090180360722,0.8052104208416834,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_descending,fixed,JudgedCoverage@20,0.6031062124248496,0.5807615230460922,0.6255536072144288,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_descending,fixed,Recall@20,0.7476137515763718,0.7208691403070923,0.7736479624749643,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,canonical_hybrid_lexical_descending,fixed,Recall@100,0.9155167417599397,0.8960576922101844,0.9335632438168624,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_2,fixed,nDCG@10,0.6145682675953498,0.5895362852866679,0.6388117989328441,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_2,fixed,nDCG@20,0.6621037168459223,0.6378842920979398,0.6856756449841964,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_2,fixed,cNDCG@10,0.7358305578972731,0.718331011907323,0.7527157591966734,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_2,fixed,cNDCG@20,0.8129092325874568,0.7982710503873285,0.8267533665108817,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_2,fixed,JudgedCoverage@10,0.7609218436873748,0.7344689378757515,0.7865731462925852,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_2,fixed,JudgedCoverage@20,0.5945891783567134,0.5718436873747494,0.6174348697394788,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_2,fixed,Recall@20,0.7386222436054389,0.7114494758769389,0.7655406342624133,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_2,fixed,Recall@100,0.910661008922026,0.8912995643581175,0.9294555391123505,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_4,fixed,nDCG@10,0.614746157683049,0.5897521792795144,0.6387919948071422,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_4,fixed,nDCG@20,0.6616897780867207,0.6373309242319862,0.6849228824713222,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_4,fixed,cNDCG@10,0.7368973469547647,0.7194137359477922,0.7535675454558655,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_4,fixed,cNDCG@20,0.8133919976924866,0.7988547616761809,0.827156167634668,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_4,fixed,JudgedCoverage@10,0.760320641282565,0.7336673346693386,0.7859719438877757,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_4,fixed,JudgedCoverage@20,0.5939879759519038,0.5712424849699398,0.6166357715430861,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_4,fixed,Recall@20,0.7385605307599845,0.7112673829927526,0.7652967667622192,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_4,fixed,Recall@100,0.9101438309875134,0.8907156362652359,0.9288058107425811,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_7,fixed,nDCG@10,0.6159423703109546,0.5907870053238424,0.640144069077337,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_7,fixed,nDCG@20,0.6625329230230478,0.6381033596580314,0.6860164025659671,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_7,fixed,cNDCG@10,0.7379582803712655,0.7203177998205892,0.7547341327394431,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_7,fixed,cNDCG@20,0.8148037165912986,0.8001581913532776,0.828793394263519,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_7,fixed,JudgedCoverage@10,0.7605210420841684,0.733867735470942,0.7861723446893789,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_7,fixed,JudgedCoverage@20,0.5937875751503007,0.5710395791583166,0.6165355711422844,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_7,fixed,Recall@20,0.7369609631239321,0.7093890568799963,0.7638927935357773,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,centroid_7,fixed,Recall@100,0.9101283960772889,0.8907432048846434,0.9289087197625618,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,field_priority_type,fixed,nDCG@10,0.6167876111189068,0.591844120115351,0.6408355317880342,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,field_priority_type,fixed,nDCG@20,0.6629488396368289,0.6387986366596067,0.6864896958666715,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,field_priority_type,fixed,cNDCG@10,0.7375944798623115,0.7199557979020593,0.7545811623448615,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,field_priority_type,fixed,cNDCG@20,0.8149972869145428,0.8005124448707482,0.8288665661942424,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,field_priority_type,fixed,JudgedCoverage@10,0.7613226452905812,0.7348697394789578,0.7865731462925852,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,field_priority_type,fixed,JudgedCoverage@20,0.5924849699398798,0.5695390781563127,0.6152304609218435,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,field_priority_type,fixed,Recall@20,0.7381891344047647,0.7108710061726361,0.7650891395472046,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,field_priority_type,fixed,Recall@100,0.9108555677588694,0.8915337223802821,0.929558242152409,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_ascending,fixed,nDCG@10,0.6171179908811973,0.5922042253750829,0.6411773274908618,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_ascending,fixed,nDCG@20,0.663193879669427,0.6389823603069896,0.6866994804297687,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_ascending,fixed,cNDCG@10,0.7373805716350714,0.7198416631987669,0.754302538382126,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_ascending,fixed,cNDCG@20,0.8150071685261866,0.8005052695906325,0.8289193113220592,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_ascending,fixed,JudgedCoverage@10,0.7613226452905811,0.7346693386773547,0.7865731462925851,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_ascending,fixed,JudgedCoverage@20,0.5928857715430862,0.5700400801603206,0.61563126252505,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_ascending,fixed,Recall@20,0.7384157781684826,0.7111462103375797,0.7652239889442561,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_ascending,fixed,Recall@100,0.9104509122940938,0.8910870984090294,0.9291860577216783,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_descending,fixed,nDCG@10,0.6138087395444983,0.5889262507962403,0.638155910288352,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_descending,fixed,nDCG@20,0.6612307597755333,0.6367969222539844,0.6846982321030888,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_descending,fixed,cNDCG@10,0.735834086074533,0.7181431091499534,0.7528282824101946,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_descending,fixed,cNDCG@20,0.8129661342814579,0.7983069525790545,0.8271241682603735,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_descending,fixed,JudgedCoverage@10,0.7581162324649299,0.7312625250501003,0.7839729458917837,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_descending,fixed,JudgedCoverage@20,0.593687374749499,0.5708416833667334,0.616633266533066,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_descending,fixed,Recall@20,0.7359620113975665,0.708717544299973,0.7624807552833427,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,lexical_descending,fixed,Recall@100,0.9101292278720575,0.8906689196380871,0.9287924509558768,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_2,fixed,nDCG@10,0.6178012689913517,0.5925905904053455,0.6419695994673299,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_2,fixed,nDCG@20,0.6638973074665495,0.6396312648158745,0.6873415073123519,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_2,fixed,cNDCG@10,0.7370123731288538,0.7193496259017638,0.7539983852059674,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_2,fixed,cNDCG@20,0.8138548794022812,0.7992107548702231,0.8278192987531338,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_2,fixed,JudgedCoverage@10,0.7619238476953909,0.7352705410821643,0.7875751503006012,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_2,fixed,JudgedCoverage@20,0.5948897795591181,0.5719438877755512,0.6175350701402805,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_2,fixed,Recall@20,0.7393446962181272,0.7120585008494458,0.7658845432094762,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_2,fixed,Recall@100,0.9108538549315052,0.8914166883216955,0.9295678300290589,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_4,fixed,nDCG@10,0.6196188272914579,0.5947137045561073,0.6437508293570173,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_4,fixed,nDCG@20,0.6651094100887918,0.6407844356645777,0.688475203716578,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_4,fixed,cNDCG@10,0.7375697022256343,0.7196908039751811,0.7546481986536407,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_4,fixed,cNDCG@20,0.8147726658427362,0.8000251596398272,0.828801490841126,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_4,fixed,JudgedCoverage@10,0.7623246492985971,0.7356713426853708,0.7877755511022043,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_4,fixed,JudgedCoverage@20,0.5951903807615231,0.5725425851703405,0.6179358717434869,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_4,fixed,Recall@20,0.7397806362593226,0.7126330072303476,0.7665064725496813,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_4,fixed,Recall@100,0.9105041976304452,0.8911057799186762,0.92913569593168,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_7,fixed,nDCG@10,0.6203538377857925,0.5953864855744381,0.644383824795275,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_7,fixed,nDCG@20,0.6656040759033988,0.6411015428888219,0.6890758748881817,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_7,fixed,cNDCG@10,0.7380470225936807,0.720240568801668,0.7550874803394245,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_7,fixed,cNDCG@20,0.8152727370318884,0.8005598233859533,0.8292846833723946,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_7,fixed,JudgedCoverage@10,0.7613226452905814,0.7346693386773546,0.7867735470941886,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_7,fixed,JudgedCoverage@20,0.5950901803607216,0.5723446893787576,0.6178356713426852,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_7,fixed,Recall@20,0.739691847292778,0.7126773828664197,0.7664133179288968,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,max_7,fixed,Recall@100,0.9104991008568114,0.8910600936443945,0.9292856597709177,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C0,nDCG@10,0.6159118148210884,0.5911650438927302,0.6400184123447393,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C0,nDCG@20,0.6629211296319701,0.6388269611329639,0.6863983093794601,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C0,cNDCG@10,0.7359134628494719,0.7186623020192145,0.7528997405121313,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C0,cNDCG@20,0.8133361026062702,0.7988105191223952,0.8274267392079362,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C0,JudgedCoverage@10,0.7595190380761523,0.732865731462926,0.7847695390781565,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C0,JudgedCoverage@20,0.593687374749499,0.5707389779559117,0.6163351703406813,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C0,Recall@20,0.7410465636379933,0.7137030693309269,0.7678280888509339,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C0,Recall@100,0.9097759035682006,0.8904054796001772,0.9285233339993342,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C1,nDCG@10,0.6145411567180592,0.5892580527562136,0.6388657864597405,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C1,nDCG@20,0.660834479781704,0.6364348120521383,0.684291030937313,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C1,cNDCG@10,0.7357212247610113,0.7179494165476944,0.7528772442399165,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C1,cNDCG@20,0.8130366479345544,0.7984242166174592,0.8271023454614167,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C1,JudgedCoverage@10,0.7609218436873747,0.7342685370741485,0.7865731462925852,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C1,JudgedCoverage@20,0.5929859719438878,0.569939879759519,0.6158316633266532,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C1,Recall@20,0.7359655550224,0.7085292599816791,0.7628922150996639,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C1,Recall@100,0.9112962843569007,0.8919375415157872,0.9296877496664255,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s1,nDCG@10,0.6164628818561069,0.5915490887631639,0.6404864503352589,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s1,nDCG@20,0.6624484374738209,0.6380992384540811,0.6856669145611584,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s1,cNDCG@10,0.7379479156537556,0.7203656853409278,0.7550205383428672,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s1,cNDCG@20,0.8147579827320641,0.8002421912955558,0.8287998661592957,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s1,JudgedCoverage@10,0.7609218436873747,0.7344639278557114,0.7861723446893788,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s1,JudgedCoverage@20,0.5937875751503007,0.5711422845691383,0.6164353707414829,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s1,Recall@20,0.7376224893462245,0.7101577607408427,0.7645619217712066,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s1,Recall@100,0.9096498578259222,0.8902534930762022,0.9284703840309401,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s2,nDCG@10,0.6181391184360766,0.5931673800641468,0.6422639237768103,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s2,nDCG@20,0.6631071921082577,0.6388407316521781,0.6864572396913152,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s2,cNDCG@10,0.7372486448360847,0.7194392655044426,0.7543073409474846,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s2,cNDCG@20,0.8139443509264774,0.7991556949115325,0.8279050086710045,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s2,JudgedCoverage@10,0.7599198396793588,0.7332665330661322,0.7853707414829659,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s2,JudgedCoverage@20,0.5942885771543085,0.5713426853707415,0.616933867735471,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s2,Recall@20,0.7380253449667826,0.7108419473269949,0.7648505702302948,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s2,Recall@100,0.9097742849141455,0.8903692977698671,0.9284161404015903,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s3,nDCG@10,0.6168809595099546,0.5919016569888954,0.6411627672441972,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s3,nDCG@20,0.6636625867869298,0.6393210230891572,0.6871015062715736,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s3,cNDCG@10,0.7388103526235101,0.7211755432703381,0.7558702591073598,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s3,cNDCG@20,0.8149122065535901,0.8002618943202015,0.8288261831336543,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s3,JudgedCoverage@10,0.7587174348697395,0.732064128256513,0.7841683366733468,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s3,JudgedCoverage@20,0.5949899799599199,0.5722444889779558,0.6177354709418837,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s3,Recall@20,0.7409814769587035,0.7137823762832333,0.7676026637603417,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s3,Recall@100,0.9117280280752175,0.8925679931009742,0.9301601876230079,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s4,nDCG@10,0.614644750031038,0.589317185391042,0.6391532411712771,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s4,nDCG@20,0.6619680763472751,0.6374967909785608,0.6856231471520097,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s4,cNDCG@10,0.7358129451562939,0.7177212702463975,0.7532675362308051,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s4,cNDCG@20,0.8130857870427921,0.798352059574407,0.8271820232252638,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s4,JudgedCoverage@10,0.7587174348697395,0.7318637274549098,0.7845691382765531,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s4,JudgedCoverage@20,0.593687374749499,0.570941883767535,0.6164328657314628,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s4,Recall@20,0.7386092986140481,0.7111256877131619,0.7653108982116875,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s4,Recall@100,0.9098435569647945,0.8904457234129088,0.9285673724726443,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s5,nDCG@10,0.6144887725340327,0.5892524902902064,0.6387791453539359,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s5,nDCG@20,0.6608871648410158,0.636539431836166,0.6844531428417515,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s5,cNDCG@10,0.7364844719704084,0.7188410722490093,0.7534584243689193,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s5,cNDCG@20,0.8127652406747815,0.7979432994499625,0.8269289795791442,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s5,JudgedCoverage@10,0.7609218436873747,0.7344689378757515,0.7861723446893788,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s5,JudgedCoverage@20,0.5923847695390781,0.5696367735470941,0.6150325651302604,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s5,Recall@20,0.7358706603265684,0.7082399893183396,0.7626028393773524,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw,C2s5,Recall@100,0.9108260538291867,0.8915236334002951,0.9294166978598548,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C0,nDCG@10,0.6243208624493833,0.5996614895287117,0.6485240690121477,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C0,nDCG@20,0.6683477050780217,0.6441818440784636,0.6916222028335327,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C0,cNDCG@10,0.7266706290779354,0.7079024356989024,0.7448968430514467,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C0,cNDCG@20,0.80550007500008,0.7900036141155562,0.8207761418878639,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C0,JudgedCoverage@10,0.7793587174348697,0.7539078156312626,0.8042084168336674,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C0,JudgedCoverage@20,0.6031062124248497,0.5808617234468937,0.6255511022044089,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C0,Recall@20,0.7465355891871799,0.7195833213818356,0.7728359369501421,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C0,Recall@100,0.9150631066620161,0.8955570501121529,0.9331321750214039,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C1,nDCG@10,0.6244765217951381,0.5998034847664184,0.6484518974636646,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C1,nDCG@20,0.6695493468382472,0.6452403179818171,0.6929224512108184,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C1,cNDCG@10,0.7271573169672915,0.7085317646604179,0.7450780688868399,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C1,cNDCG@20,0.8057053096119885,0.7899874482040625,0.8209431088636927,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C1,JudgedCoverage@10,0.7813627254509018,0.7557114228456916,0.8060120240480961,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
esci,bge_base,raw_hybrid,C1,JudgedCoverage@20,0.6046092184368739,0.5823647294589179,0.6270566132264529,499,4434,2026091701,10000,uncorrected 95% query-cluster percentile
