dataset,model,method,schedule,ndcg_cutoff,membership_cutoff,all_queries,changed_queries,changed_fraction,integer_recall_cancellations_changed,numerical_zero_changed,numerical_atol,numerical_rtol,cutoff_note,abs_delta_q00,abs_delta_q25,abs_delta_q50,abs_delta_q75,abs_delta_q90,abs_delta_q95,abs_delta_q100,changed_at_or_below_0.001,changed_above_0.001,fraction_changed_at_or_below_0.001,fraction_all_changed_at_or_below_0.001,changed_at_or_below_0.005,changed_above_0.005,fraction_changed_at_or_below_0.005,fraction_all_changed_at_or_below_0.005,changed_at_or_below_0.01,changed_above_0.01,fraction_changed_at_or_below_0.01,fraction_all_changed_at_or_below_0.01
wands,minilm,raw,C2s5,20,20,308,202,0.6558441558441559,67,22,1e-12,0,same K20,0.0,0.008127141031874563,0.03336508257146226,0.06135579659818865,0.09722909174641184,0.12075043185435462,0.3043691256466134,27,175,0.13366336633663367,0.08766233766233766,44,158,0.21782178217821782,0.14285714285714285,52,150,0.25742574257425743,0.16883116883116883
wands,minilm,raw,C2s5,10,20,308,202,0.6558441558441559,67,48,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.003250369495201598,0.03634689803007937,0.09599096849960984,0.14167257198565847,0.16418030302320158,0.4907577429681412,49,153,0.24257425742574257,0.1590909090909091,56,146,0.27722772277227725,0.18181818181818182,64,138,0.31683168316831684,0.2077922077922078
wands,minilm,raw_hybrid,C1,20,20,308,195,0.6331168831168831,73,28,1e-12,0,same K20,0.0,0.005961985931718206,0.022714696202006945,0.052943155527598,0.10293055817798255,0.13557332174436243,0.23238483009125055,37,158,0.18974358974358974,0.12012987012987013,45,150,0.23076923076923078,0.1461038961038961,61,134,0.3128205128205128,0.19805194805194806
wands,minilm,raw_hybrid,C1,10,20,308,195,0.6331168831168831,73,55,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.02938271966933592,0.0738083713043177,0.12953198324821413,0.18438930824949815,0.3062918149147581,55,140,0.28205128205128205,0.17857142857142858,60,135,0.3076923076923077,0.19480519480519481,70,125,0.358974358974359,0.22727272727272727
wands,minilm,raw_hybrid,C2s1,20,20,308,200,0.6493506493506493,76,31,1e-12,0,same K20,0.0,0.004141425281550842,0.022463345396115275,0.04684158509738586,0.08303799763302985,0.10190833511225274,0.1601983738740056,40,160,0.2,0.12987012987012986,52,148,0.26,0.16883116883116883,67,133,0.335,0.21753246753246752
wands,minilm,raw_hybrid,C2s1,10,20,308,200,0.6493506493506493,76,64,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,1.1102230246251565e-16,0.020208984941330166,0.0650229382628741,0.10444319703071045,0.1355897439680328,0.24687820761142337,64,136,0.32,0.2077922077922078,72,128,0.36,0.23376623376623376,82,118,0.41,0.2662337662337662
wands,minilm,raw_hybrid,C2s2,20,20,308,197,0.6396103896103896,74,28,1e-12,0,same K20,0.0,0.0043585046831088325,0.022820542793632992,0.0499953980627611,0.08586156955116471,0.11712597988358531,0.2874152737188765,33,164,0.16751269035532995,0.10714285714285714,50,147,0.25380710659898476,0.16233766233766234,67,130,0.3401015228426396,0.21753246753246752
wands,minilm,raw_hybrid,C2s2,10,20,308,197,0.6396103896103896,74,59,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.025765540753980964,0.06224891196587479,0.10807841245843222,0.1381542126913408,0.25705493552219294,60,137,0.30456852791878175,0.19480519480519481,69,128,0.350253807106599,0.22402597402597402,81,116,0.41116751269035534,0.262987012987013
wands,minilm,raw_hybrid,C2s3,20,20,308,193,0.6266233766233766,74,27,1e-12,0,same K20,0.0,0.005187576545856443,0.02316678179924614,0.048060848026627245,0.07075119328276155,0.10243380465125049,0.20093359459190957,30,163,0.15544041450777202,0.09740259740259741,46,147,0.23834196891191708,0.14935064935064934,64,129,0.3316062176165803,0.2077922077922078
wands,minilm,raw_hybrid,C2s3,10,20,308,193,0.6266233766233766,74,56,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.029382719669336033,0.07277430459251022,0.1029310558143716,0.1315104521671585,0.2962474517194874,57,136,0.29533678756476683,0.18506493506493507,66,127,0.34196891191709844,0.21428571428571427,73,120,0.37823834196891193,0.237012987012987
wands,minilm,raw_hybrid,C2s4,20,20,308,197,0.6396103896103896,74,29,1e-12,0,same K20,0.0,0.00647021480562715,0.02561537691160687,0.047324890046015144,0.07252017344842006,0.08368954002394535,0.17004524104469293,33,164,0.16751269035532995,0.10714285714285714,44,153,0.2233502538071066,0.14285714285714285,58,139,0.29441624365482233,0.18831168831168832
wands,minilm,raw_hybrid,C2s4,10,20,308,197,0.6396103896103896,74,57,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,1.1102230246251565e-16,0.024757558650023048,0.07074212199097152,0.10988439854350555,0.1230792945329248,0.24009014992228161,58,139,0.29441624365482233,0.18831168831168832,64,133,0.3248730964467005,0.2077922077922078,75,122,0.38071065989847713,0.2435064935064935
wands,minilm,raw_hybrid,C2s5,20,20,308,190,0.6168831168831169,76,28,1e-12,0,same K20,0.0,0.004977388323286855,0.0262805676283851,0.05389848409552027,0.08735140500608085,0.11111457353673493,0.23989774272097664,32,158,0.16842105263157894,0.1038961038961039,48,142,0.25263157894736843,0.15584415584415584,61,129,0.32105263157894737,0.19805194805194806
wands,minilm,raw_hybrid,C2s5,10,20,308,190,0.6168831168831169,76,55,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.021870645275899547,0.06362078819895178,0.12024516960400522,0.1431907602988342,0.3312373563665364,55,135,0.2894736842105263,0.17857142857142858,66,124,0.3473684210526316,0.21428571428571427,76,114,0.4,0.24675324675324675
wands,bge_base,raw,C1,20,20,308,187,0.6071428571428571,73,25,1e-12,0,same K20,0.0,0.0027708548029713558,0.023096066181305663,0.04557699864265863,0.07594488834906489,0.09626951472616582,0.17861061099753694,35,152,0.18716577540106952,0.11363636363636363,53,134,0.28342245989304815,0.17207792207792208,63,124,0.33689839572192515,0.20454545454545456
wands,bge_base,raw,C1,10,20,308,187,0.6071428571428571,73,50,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.03029268950536479,0.0667816610903284,0.10839023488866492,0.16627685958676408,0.2742620757541314,52,135,0.27807486631016043,0.16883116883116883,63,124,0.33689839572192515,0.20454545454545456,72,115,0.3850267379679144,0.23376623376623376
wands,bge_base,raw,C2s1,20,20,308,179,0.5811688311688312,78,21,1e-12,0,same K20,0.0,0.0056194862490165365,0.0226360257993915,0.04340203796407158,0.06894044470157154,0.08762277191343067,0.17599801882857935,21,158,0.11731843575418995,0.06818181818181818,44,135,0.24581005586592178,0.14285714285714285,58,121,0.3240223463687151,0.18831168831168832
wands,bge_base,raw,C2s1,10,20,308,179,0.5811688311688312,78,40,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.003614926872380242,0.027909373740294036,0.06168942926602747,0.10185369270515604,0.13025505605023652,0.2227252015535176,42,137,0.2346368715083799,0.13636363636363635,47,132,0.26256983240223464,0.1525974025974026,62,117,0.3463687150837989,0.2012987012987013
wands,bge_base,raw,C2s2,20,20,308,184,0.5974025974025974,78,27,1e-12,0,same K20,0.0,0.003323316031615009,0.02348577984030356,0.04696681686703111,0.0800983246162125,0.11493820475546944,0.2095443227273478,34,150,0.18478260869565216,0.11038961038961038,55,129,0.29891304347826086,0.17857142857142858,65,119,0.3532608695652174,0.21103896103896103
wands,bge_base,raw,C2s2,10,20,308,184,0.5974025974025974,78,51,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,1.942890293094024e-16,0.028816560724514384,0.06696831723241997,0.10141007019605339,0.13316262566477147,0.2547033778643124,52,132,0.2826086956521739,0.16883116883116883,61,123,0.33152173913043476,0.19805194805194806,67,117,0.3641304347826087,0.21753246753246752
wands,bge_base,raw,C2s3,20,20,308,181,0.5876623376623377,68,22,1e-12,0,same K20,0.0,0.004352905097368631,0.023166781799245917,0.04893077793856859,0.0793703396684059,0.10105263465115921,0.16009932725022896,29,152,0.16022099447513813,0.09415584415584416,46,135,0.2541436464088398,0.14935064935064934,65,116,0.35911602209944754,0.21103896103896103
wands,bge_base,raw,C2s3,10,20,308,181,0.5876623376623377,68,49,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.026191431571979784,0.06319224291303382,0.09960519837832593,0.12418036589275327,0.2680310358067064,49,132,0.27071823204419887,0.1590909090909091,57,124,0.3149171270718232,0.18506493506493507,71,110,0.39226519337016574,0.2305194805194805
wands,bge_base,raw,C2s4,20,20,308,182,0.5909090909090909,69,25,1e-12,0,same K20,0.0,0.004971591461479741,0.027789162446296256,0.047067914601613914,0.07492777644524919,0.08884309775805452,0.14885189547996297,30,152,0.16483516483516483,0.09740259740259741,46,136,0.25274725274725274,0.14935064935064934,55,127,0.3021978021978022,0.17857142857142858
wands,bge_base,raw,C2s4,10,20,308,182,0.5909090909090909,69,43,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.001846217374783271,0.022870027050671503,0.06263023540843665,0.09444859607252944,0.12447443345691256,0.22009176629808014,45,137,0.24725274725274726,0.1461038961038961,57,125,0.3131868131868132,0.18506493506493507,71,111,0.3901098901098901,0.2305194805194805
wands,bge_base,raw,C2s5,20,20,308,182,0.5909090909090909,67,24,1e-12,0,same K20,0.0,0.003308763961123923,0.02364385271452249,0.04543756751144504,0.07631762456313698,0.09016166489832082,0.21341359793716175,31,151,0.17032967032967034,0.10064935064935066,49,133,0.2692307692307692,0.1590909090909091,58,124,0.31868131868131866,0.18831168831168832
wands,bge_base,raw,C2s5,10,20,308,182,0.5909090909090909,67,48,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.02881656072451444,0.06625422345438903,0.11593439968880953,0.15385557717379678,0.2547033778643125,48,134,0.26373626373626374,0.15584415584415584,64,118,0.3516483516483517,0.2077922077922078,74,108,0.4065934065934066,0.24025974025974026
wands,bge_base,raw_hybrid,C1,20,20,308,171,0.5551948051948052,74,28,1e-12,0,same K20,0.0,0.003725352276148952,0.022874672146672492,0.043589328439087416,0.06767906197262641,0.08531207482507841,0.15466802183517186,32,139,0.1871345029239766,0.1038961038961039,47,124,0.27485380116959063,0.1525974025974026,60,111,0.3508771929824561,0.19480519480519481
wands,bge_base,raw_hybrid,C1,10,20,308,171,0.5551948051948052,74,63,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.009851653853149012,0.050940140820015134,0.10431398539941905,0.12168367661691598,0.31233627188629653,63,108,0.3684210526315789,0.20454545454545456,76,95,0.4444444444444444,0.24675324675324675,87,84,0.5087719298245614,0.2824675324675325
wands,bge_base,raw_hybrid,C2s1,20,20,308,161,0.5227272727272727,66,26,1e-12,0,same K20,0.0,0.0030373886033044917,0.02064968299104797,0.033144237870546656,0.06461832290091485,0.06978268551541572,0.15100910224002245,30,131,0.18633540372670807,0.09740259740259741,44,117,0.2732919254658385,0.14285714285714285,58,103,0.36024844720496896,0.18831168831168832
wands,bge_base,raw_hybrid,C2s1,10,20,308,161,0.5227272727272727,66,64,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.010926730260583772,0.05205910552723092,0.0925972612290939,0.1025447717769169,0.2064204956974371,65,96,0.40372670807453415,0.21103896103896103,69,92,0.42857142857142855,0.22402597402597402,79,82,0.4906832298136646,0.2564935064935065
wands,bge_base,raw_hybrid,C2s2,20,20,308,167,0.5422077922077922,76,32,1e-12,0,same K20,0.0,0.001289840352103,0.020256225628407565,0.035501594308496476,0.05084433462599612,0.07769315915071538,0.12093518749916327,41,126,0.24550898203592814,0.1331168831168831,60,107,0.3592814371257485,0.19480519480519481,66,101,0.39520958083832336,0.21428571428571427
wands,bge_base,raw_hybrid,C2s2,10,20,308,167,0.5422077922077922,76,70,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.005810433737825527,0.045228481797055464,0.0822826965267006,0.11041290025778405,0.14808521862662183,71,96,0.4251497005988024,0.2305194805194805,82,85,0.49101796407185627,0.2662337662337662,97,70,0.5808383233532934,0.31493506493506496
wands,bge_base,raw_hybrid,C2s3,20,20,308,155,0.5032467532467533,73,31,1e-12,0,same K20,0.0,0.0017213440557972137,0.022291660923142498,0.04087581066722151,0.07587394657653934,0.08547528859674917,0.1211572531806438,33,122,0.2129032258064516,0.10714285714285714,48,107,0.3096774193548387,0.15584415584415584,57,98,0.36774193548387096,0.18506493506493507
wands,bge_base,raw_hybrid,C2s3,10,20,308,155,0.5032467532467533,73,64,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.004496565775297057,0.047224370713696506,0.08782052233989525,0.12393045136669742,0.2051292706249352,65,90,0.41935483870967744,0.21103896103896103,78,77,0.5032258064516129,0.2532467532467532,87,68,0.5612903225806452,0.2824675324675325
wands,bge_base,raw_hybrid,C2s4,20,20,308,160,0.5194805194805194,79,35,1e-12,0,same K20,0.0,0.0005325564179691628,0.01816584369476662,0.032864970567577034,0.05533526026801913,0.07958129161038728,0.14039490017854717,46,114,0.2875,0.14935064935064934,60,100,0.375,0.19480519480519481,70,90,0.4375,0.22727272727272727
wands,bge_base,raw_hybrid,C2s4,10,20,308,160,0.5194805194805194,79,66,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.0044965657752970845,0.04924679527707264,0.07981808021441333,0.10030962993157687,0.16717711694634785,69,91,0.43125,0.22402597402597402,83,77,0.51875,0.2694805194805195,91,69,0.56875,0.29545454545454547
wands,bge_base,raw_hybrid,C2s5,20,20,308,161,0.5227272727272727,81,30,1e-12,0,same K20,0.0,0.0009705529064716334,0.021314601956216817,0.035743917942113845,0.055500389388189186,0.06972420575554007,0.13288803399630422,41,120,0.2546583850931677,0.1331168831168831,55,106,0.3416149068322981,0.17857142857142858,65,96,0.40372670807453415,0.21103896103896103
wands,bge_base,raw_hybrid,C2s5,10,20,308,161,0.5227272727272727,81,69,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.004214675848884519,0.04570050080542609,0.08285606712600191,0.11430072960740056,0.16444382897688425,69,92,0.42857142857142855,0.22402597402597402,82,79,0.5093167701863354,0.2662337662337662,87,74,0.5403726708074534,0.2824675324675325
wands,gte_modernbert,raw,C1,20,20,308,191,0.6201298701298701,61,25,1e-12,0,same K20,0.0,0.008552465596460779,0.02832666797879857,0.055820010314217565,0.09405013829540554,0.11952355912352011,0.3316684806494874,29,162,0.1518324607329843,0.09415584415584416,39,152,0.20418848167539266,0.1266233766233766,51,140,0.2670157068062827,0.16558441558441558
wands,gte_modernbert,raw,C1,10,20,308,191,0.6201298701298701,61,52,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.028678947065610916,0.06950024694753998,0.12847408955681214,0.16032173810775477,0.5052657116744816,52,139,0.27225130890052357,0.16883116883116883,63,128,0.3298429319371728,0.20454545454545456,71,120,0.3717277486910995,0.2305194805194805
wands,gte_modernbert,raw,C2s1,20,20,308,195,0.6331168831168831,67,25,1e-12,0,same K20,0.0,0.007963038156804936,0.027149590893716602,0.056541326992449153,0.07895764297958324,0.09566380883295633,0.22485878821428873,32,163,0.1641025641025641,0.1038961038961039,40,155,0.20512820512820512,0.12987012987012986,53,142,0.2717948717948718,0.17207792207792208
wands,gte_modernbert,raw,C2s1,10,20,308,195,0.6331168831168831,67,57,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.025825902317711813,0.07301417676554905,0.1096385663215031,0.15423850075420806,0.3305920263724747,59,136,0.30256410256410254,0.19155844155844157,67,128,0.3435897435897436,0.21753246753246752,79,116,0.40512820512820513,0.2564935064935065
wands,gte_modernbert,raw,C2s2,20,20,308,198,0.6428571428571429,81,27,1e-12,0,same K20,0.0,0.004206950489629824,0.024963335880223148,0.054529757041091934,0.09322450407838542,0.11869327826436873,0.17920048397761945,36,162,0.18181818181818182,0.11688311688311688,52,146,0.26262626262626265,0.16883116883116883,67,131,0.3383838383838384,0.21753246753246752
wands,gte_modernbert,raw,C2s2,10,20,308,198,0.6428571428571429,81,57,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.03149883877232562,0.06859448588841306,0.11618773007950972,0.15443535762081811,0.3055997339217266,57,141,0.2878787878787879,0.18506493506493507,65,133,0.3282828282828283,0.21103896103896103,71,127,0.35858585858585856,0.2305194805194805
wands,gte_modernbert,raw,C2s3,20,20,308,193,0.6266233766233766,76,27,1e-12,0,same K20,0.0,0.006368256532321537,0.028806302857567523,0.05786289531299352,0.09455465414468255,0.12475257222530418,0.23149856045397366,31,162,0.16062176165803108,0.10064935064935066,45,148,0.23316062176165803,0.1461038961038961,55,138,0.2849740932642487,0.17857142857142858
wands,gte_modernbert,raw,C2s3,10,20,308,193,0.6266233766233766,76,58,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,1.1102230246251565e-16,0.03193926166273875,0.07128857033370432,0.12680212892599618,0.1555284059127255,0.30725791649165957,58,135,0.3005181347150259,0.18831168831168832,63,130,0.32642487046632124,0.20454545454545456,74,119,0.38341968911917096,0.24025974025974026
wands,gte_modernbert,raw,C2s4,20,20,308,193,0.6266233766233766,70,29,1e-12,0,same K20,0.0,0.009014196839130961,0.028749945491425843,0.05667416605271813,0.08645608615724738,0.10895154330068071,0.2297126623760613,29,164,0.15025906735751296,0.09415584415584416,42,151,0.21761658031088082,0.13636363636363635,53,140,0.27461139896373055,0.17207792207792208
wands,gte_modernbert,raw,C2s4,10,20,308,193,0.6266233766233766,70,56,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.03350660529346183,0.07336392209936005,0.12372145935891572,0.16646539715301203,0.4105719800676483,56,137,0.29015544041450775,0.18181818181818182,61,132,0.3160621761658031,0.19805194805194806,63,130,0.32642487046632124,0.20454545454545456
wands,gte_modernbert,raw,C2s5,20,20,308,189,0.6136363636363636,76,26,1e-12,0,same K20,0.0,0.004649415981991201,0.025221038727925693,0.047972905469423566,0.08198953371236187,0.10642993938028984,0.2039976888901201,30,159,0.15873015873015872,0.09740259740259741,49,140,0.25925925925925924,0.1590909090909091,63,126,0.3333333333333333,0.20454545454545456
wands,gte_modernbert,raw,C2s5,10,20,308,189,0.6136363636363636,76,56,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,2.220446049250313e-16,0.031596121456516926,0.07549058832633349,0.10664015765943555,0.12054442790613548,0.2809793882236602,56,133,0.2962962962962963,0.18181818181818182,66,123,0.3492063492063492,0.21428571428571427,77,112,0.4074074074074074,0.25
esci,minilm,raw,C1,20,20,499,92,0.1843687374749499,14,0,1e-12,0,same K20,0.0002982470769901102,0.03525131209450022,0.04754077257716313,0.07856634024135012,0.10756232083044395,0.13328183392433518,0.2752430171324527,3,89,0.03260869565217391,0.006012024048096192,6,86,0.06521739130434782,0.012024048096192385,9,83,0.09782608695652174,0.018036072144288578
esci,minilm,raw,C1,10,20,499,92,0.1843687374749499,14,21,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0004015209072235999,0.01086590522388231,0.05706120173489876,0.08597292082589275,0.12064896011830638,0.17280432898743014,24,68,0.2608695652173913,0.04809619238476954,34,58,0.3695652173913043,0.06813627254509018,43,49,0.4673913043478261,0.08617234468937876
esci,minilm,raw,C2s1,20,20,499,73,0.1462925851703407,14,0,1e-12,0,same K20,0.0002391826883059167,0.025304153331772106,0.04096086448587841,0.05174541279781675,0.0938366098286416,0.13203815108194106,0.283429290924086,2,71,0.0273972602739726,0.004008016032064128,9,64,0.1232876712328767,0.018036072144288578,12,61,0.1643835616438356,0.02404809619238477
esci,minilm,raw,C2s1,10,20,499,73,0.1462925851703407,14,20,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,5.551115123125783e-17,0.00992184714533384,0.050693901225395854,0.0809956188108796,0.10332881767415329,0.1517825762563511,24,49,0.3287671232876712,0.04809619238476954,30,43,0.410958904109589,0.06012024048096192,37,36,0.5068493150684932,0.07414829659318638
esci,minilm,raw,C2s2,20,20,499,68,0.13627254509018036,10,1,1e-12,0,same K20,0.0,0.033644704343609305,0.04567718638983187,0.07086229216796502,0.09690352228836834,0.1297563156336661,0.1675532699731368,3,65,0.04411764705882353,0.006012024048096192,7,61,0.10294117647058823,0.014028056112224449,9,59,0.1323529411764706,0.018036072144288578
esci,minilm,raw,C2s2,10,20,499,68,0.13627254509018036,10,20,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.004974037956475552,0.026848962182767486,0.071691084097103,0.10898819740562894,0.15630000421319257,23,45,0.3382352941176471,0.04609218436873747,34,34,0.5,0.06813627254509018,43,25,0.6323529411764706,0.08617234468937876
esci,minilm,raw,C2s3,20,20,499,60,0.12024048096192384,8,0,1e-12,0,same K20,0.0006008796347009571,0.03145538193142339,0.04449879242762983,0.06092450070647617,0.08752035694618894,0.11905884906087252,0.15607039181303944,2,58,0.03333333333333333,0.004008016032064128,7,53,0.11666666666666667,0.014028056112224449,9,51,0.15,0.018036072144288578
esci,minilm,raw,C2s3,10,20,499,60,0.12024048096192384,8,18,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.004088643683602705,0.025091237774053622,0.06746237916356185,0.08572024420769073,0.12644865024949098,20,40,0.3333333333333333,0.04008016032064128,31,29,0.5166666666666667,0.06212424849699399,37,23,0.6166666666666667,0.07414829659318638
esci,minilm,raw,C2s4,20,20,499,80,0.16032064128256512,7,0,1e-12,0,same K20,0.0012054174365455084,0.03431282240726197,0.045961477819479346,0.06824248961877051,0.10576889814750635,0.12493001458910176,0.20996399185749257,0,80,0.0,0.0,1,79,0.0125,0.002004008016032064,3,77,0.0375,0.006012024048096192
esci,minilm,raw,C2s4,10,20,499,80,0.16032064128256512,7,23,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,0.0,0.011677867286057183,0.06099370305964233,0.09336745019356239,0.12525150642584007,0.14657856963314808,28,52,0.35,0.056112224448897796,37,43,0.4625,0.07414829659318638,40,40,0.5,0.08016032064128256
esci,minilm,raw,C2s5,20,20,499,74,0.14829659318637275,13,0,1e-12,0,same K20,0.0004529374818060816,0.029691400621369518,0.04619542072180871,0.06317557703271992,0.08352102844558607,0.12344432651409654,0.17278045076213328,2,72,0.02702702702702703,0.004008016032064128,11,63,0.14864864864864866,0.022044088176352707,14,60,0.1891891891891892,0.028056112224448898
esci,minilm,raw,C2s5,10,20,499,74,0.14829659318637275,13,19,1e-12,0,K10 diagnostic conditioned on K20 membership; different cutoff,0.0,6.983451562045384e-05,0.006488513832080503,0.03232387164983701,0.06546419287775793,0.08130208119894536,0.13289368206911917,22,52,0.2972972972972973,0.04408817635270541,32,42,0.43243243243243246,0.06412825651302605,46,28,0.6216216216216216,0.09218436873747494
esci,minilm,raw_hybrid,C1,20,20,499,77,0.15430861723446893,9,0,1e-12,0,same K20,0.0015333121357632429,0.0327813659938877,0.046883614225045944,0.06314949959510918,0.0923842782947358,0.11822844235199273,0.1956264276421754,0,77,0.0,0.0,6,71,0.07792207792207792,0.012024048096192385,7,70,0.09090909090909091,0.014028056112224449
