query_id,eligible,development
74782,True,False
75417,True,False
75512,True,False
75831,True,False
75925,True,False
76144,True,False
76820,True,False
76904,True,False
76950,True,False
76969,True,False
77343,True,False
78347,True,False
79143,True,False
79505,True,False
80305,True,False
80453,True,False
80880,True,False
81029,True,False
81301,True,False
81478,True,False
81547,True,False
82738,True,False
82799,True,False
82836,True,False
82977,True,False
83182,True,False
83573,True,False
83860,True,False
84011,True,False
84333,True,False
84543,True,False
84692,True,False
84752,True,False
84990,True,False
85202,True,False
85743,True,False
85956,True,False
87048,True,False
87098,True,False
87123,True,False
87931,True,False
88180,True,False
88972,True,False
89016,True,False
89094,True,False
89443,True,False
90070,True,False
90523,True,False
90653,True,False
90835,True,False
90983,True,False
91113,True,False
91245,True,False
91267,True,False
91452,True,False
91498,True,False
91539,True,False
91847,True,False
92217,True,False
92320,True,False
92627,True,False
92663,True,False
92720,True,False
92810,True,False
92928,True,False
93169,True,False
93559,True,False
93654,True,False
93758,True,False
94456,True,False
94846,True,False
94878,True,False
94932,True,False
95116,True,False
95136,True,False
95453,True,False
95494,True,False
95886,True,False
95917,True,False
96045,True,False
96401,True,False
96535,True,False
96819,True,False
98201,True,False
98425,True,False
98526,True,False
99391,True,False
99846,True,False
100084,True,False
100330,True,False
100469,True,False
100474,True,False
100637,True,False
100807,True,False
101683,True,False
101841,True,False
102215,True,False
102308,True,False
102732,True,False
102895,True,False
102991,True,False
103099,True,False
103248,True,False
103500,True,False
103612,True,False
103705,True,False
104116,True,False
104212,True,False
104375,True,False
104485,True,False
104556,True,False
104929,True,False
105336,True,False
105354,True,False
106080,True,False
106387,True,False
106839,True,False
107789,True,False
107880,True,False
107900,True,False
108093,True,False
108571,True,False
108769,True,False
108964,True,False
109159,True,False
109658,True,False
110355,True,False
110443,True,False
110695,True,False
110785,True,False
110848,True,False
110909,True,False
111397,True,False
111447,True,False
111629,True,False
111828,True,False
111876,True,False
111913,True,False
111950,True,False
112070,True,False
112116,True,False
112141,True,False
112578,True,False
112716,True,False
113321,True,False
113679,True,False
114588,True,False
114599,True,False
114650,True,False
114793,True,False
114905,True,False
114954,True,False
115094,True,False
115539,True,False
