path,sha256,role,bytes
revision_evidence_20260917/experiments/EXECUTION_NOTES.md,d36f9876e52273960550d748c0ee864706f033b0c87fa51ab3a930950ccdfb20,saved evidence/source inventory,2090
revision_evidence_20260917/experiments/runtime.json,d58fa9332c9bb277a605805ed0d95a573c90cbc8b873f8dbb31b597996385250,saved evidence/source inventory,797
revision_evidence_20260917/experiments/wands_bge_base_field_priority_type_pairs.parquet,039ee5deaf0ccf42bfe33faa2d10f44bb86ce955dde0c558df2f01a6350513c9,saved evidence/source inventory,2579474
revision_evidence_20260917/experiments/wands_bge_base_field_priority_type_source.json,0b7094950a69f46f27b9711507a7279d05d0fc1f7bcce01aa0c15d9e0380f59c,saved evidence/source inventory,8159
revision_evidence_20260917/experiments/wands_bge_base_lexical_ascending_source.json,020d62dc1d9ff7bde83aab1ecd2d2006ac3e3f2fc7467016f276822a9e46c294,saved evidence/source inventory,7611
revision_evidence_20260917/experiments/wands_bge_base_lexical_descending_pairs.parquet,3b452de8c08e22bb5ad3ec32b9fcaabf14468935b1131f21f921fe43b0a43ec1,saved evidence/source inventory,2583770
revision_evidence_20260917/experiments/wands_bge_base_lexical_descending_source.json,e6a9c229a781a67e05fd820b4588e1fe2acc49b99ffaf04e17e4c891d6b4f898,saved evidence/source inventory,8154
revision_evidence_20260917/experiments/wands_gte_modernbert_field_priority_type_pairs.parquet,a5d5f816e3e5cc2c18ba247cf22a1d8e98bae68cc5d2642fb2738621d6a17b1a,saved evidence/source inventory,2589198
revision_evidence_20260917/experiments/wands_gte_modernbert_field_priority_type_source.json,767f04ebce6effadd522600c3ff6ae83ed33adccb2d13005874c08839d8917a6,saved evidence/source inventory,7651
revision_evidence_20260917/experiments/wands_gte_modernbert_lexical_ascending_pairs.parquet,5ed5f1ec0c76a62cfd9d5a014924041fca0064f43f221b6e332f31884890ba1c,saved evidence/source inventory,2590433
revision_evidence_20260917/experiments/wands_gte_modernbert_lexical_ascending_source.json,9cb40fe199f68c4d8992cb64c4d4ca253f4b5031961139ff85271c1ffdd291f5,saved evidence/source inventory,7629
revision_evidence_20260917/experiments/wands_gte_modernbert_lexical_descending_pairs.parquet,b56e328c5a85ef5fa6a25f609edb792d99eb89de6fc6c4ee3454edc8d1fdee8d,saved evidence/source inventory,2590162
revision_evidence_20260917/experiments/wands_gte_modernbert_lexical_descending_source.json,00eb7ae18620bc56bfc7e30f153cb56a799c7c6441cb5143a35775693c4ed7eb,saved evidence/source inventory,7646
revision_evidence_20260917/experiments/wands_minilm_field_priority_type_pairs.parquet,bf2e8ffe72ea4b555de6f9ee3ed322e13901365281cdc765436124c2a4aa05a2,saved evidence/source inventory,2626688
revision_evidence_20260917/experiments/wands_minilm_field_priority_type_source.json,b60d2b27ee68fc41ae509720b33f74886a54ba60bf19669bdabd22ae97b7bbf1,saved evidence/source inventory,7565
revision_evidence_20260917/experiments/wands_minilm_lexical_ascending_source.json,ca4facd3860485df8948b2033235d4c1cc4b1716cd1ac094eaba9833b64b3711,saved evidence/source inventory,7592
revision_evidence_20260917/experiments/wands_minilm_lexical_descending_pairs.parquet,799b976002175903824584f15418bedf5df490d2fff8ebc2686ea9edb30e5560,saved evidence/source inventory,2628982
revision_evidence_20260917/experiments/wands_minilm_lexical_descending_source.json,24b9c36df49e5c436dba5e1afc3388bccc70117806f7e23fee01fb720131769a,saved evidence/source inventory,7572
revision_evidence_20260917/experiments/embeddings/esci_bge_base_field_priority_type_a52ee614849023cd28a5.json,ca7b23488c41811942388b50ecf4018219c97aee6d31c2df6e8eedbb8bdaca20,saved evidence/source inventory,1128
revision_evidence_20260917/experiments/embeddings/esci_bge_base_lexical_descending_9b839ae59fdd7ced8085.json,10493da34c00ae2f663c362d48d078b47a1710a19f7de5f3c9d95860514a11f7,saved evidence/source inventory,1128
revision_evidence_20260917/experiments/embeddings/esci_gte_modernbert_field_priority_type_58697e59c87888b89cb0.json,1a92665d0001dc7594134fc931b29cfe8cbfb364a44c7742c03eea18dfcd00ee,saved evidence/source inventory,1145
revision_evidence_20260917/experiments/embeddings/esci_gte_modernbert_lexical_ascending_7c88203ca2adccc1ce87.json,01967570f5bb4d14f19647f507b2efa0e8c042b6c3ac2b3a9de45a45bc7e8a4c,saved evidence/source inventory,1145
revision_evidence_20260917/experiments/embeddings/esci_gte_modernbert_lexical_descending_fee84f47f41436d647dc.json,44a28db35ed1a141080f339e53610ae8edcac4e2e220e9d70bfa43a3bdafc0e5,saved evidence/source inventory,1144
revision_evidence_20260917/experiments/embeddings/esci_minilm_field_priority_type_6fb7acfae5d5b6da5416.json,0cf5f1ddeab8638a83663e928bc7f40abb9b4a9d0fae9099494a09df0b168b5f,saved evidence/source inventory,1139
revision_evidence_20260917/experiments/embeddings/esci_minilm_lexical_descending_819abb9b8b05e5a6319b.json,2633fdc60e8bed1fecb9da91ce9b20cbd4890b4a7507a94364a85421f6342bf0,saved evidence/source inventory,1139
revision_evidence_20260917/experiments/embeddings/wands_bge_base_field_priority_type_255c1261999473a04508.json,a21f3287f2467b928002fe4b232c9f7da805c786c0883f0d52db0a9437068b42,saved evidence/source inventory,1126
revision_evidence_20260917/experiments/embeddings/wands_bge_base_lexical_descending_54af0b59e9821f1e61a6.json,ec322df6e2bd56f5d4d71556add9f454633b3c5b9be3525f61cce6262e9db84f,saved evidence/source inventory,1126
revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_field_priority_type_a5015255e8dc1e16c006.json,9e87494ecbf94d5f6b66a5df6040e982b06d7bb62dfa0fdeabefd15f9ddc7064,saved evidence/source inventory,1145
revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_lexical_ascending_919272ecef0357ee04dd.json,592de043ca6f4ab96a0e32628c4d59769ff71ef4dea5a315298b943fe24661e8,saved evidence/source inventory,1145
revision_evidence_20260917/experiments/embeddings/wands_gte_modernbert_lexical_descending_962914e74fcf93c38691.json,c829af5d6ef2beb67094bfdc26501faac4f73abf5f64d295e29643025303cf03,saved evidence/source inventory,1146
revision_evidence_20260917/experiments/embeddings/wands_minilm_field_priority_type_94e39fdcf8cc6796dc5e.json,5d4d3ede867b5f44ac4f9510f5cf075c980acb91277c51ce718ea8bcb10dd37f,saved evidence/source inventory,1140
revision_evidence_20260917/experiments/embeddings/wands_minilm_lexical_descending_6aafe240163ca5270d48.json,2b87eaa1b20f2dde79793eff0e8d05a282693bcb2edd4d1613af99357282bedb,saved evidence/source inventory,1140
revision_evidence_20260917/figure_revision/CANCELLATION_APPENDIX.md,1acd3f43a9851faca278c3c0d10d4339285f409ca9a77ccb2c1015f750aef6cd,saved evidence/source inventory,4870
revision_evidence_20260917/figure_revision/CANCELLATION_APPENDIX.tex,3739dc6566e50706d1dc5b783725f7a626bdd27642f2626a28efa639fdda249e,saved evidence/source inventory,4821
revision_evidence_20260917/figure_revision/CANCELLATION_MAIN_TABLE.tex,154b0bebb84c93cf44ed2e58a913297533ad130dae78deab8c0cad24fc072d59,saved evidence/source inventory,782
revision_evidence_20260917/figure_revision/CAPTIONS_AND_ACCESSIBILITY.md,9f10a419543f827f2aac66791a682a1f4d9380712e785dbde0cf347943cb4f56,saved evidence/source inventory,15043
revision_evidence_20260917/figure_revision/DELIVERY_MANIFEST.json,356194a88785a31fbe5dd272985ccf70254f9b07236caa08e71fd1bbd7f42e05,saved evidence/source inventory,9745
revision_evidence_20260917/figure_revision/FIGURE_REVISION_NOTES.md,931362f886f5a96417aa37d00b3f7b80d50d18f0382eea4a41d0c508b6708bb5,saved evidence/source inventory,5528
revision_evidence_20260917/figure_revision/LATEX_INSERTIONS.tex,aa9ab7228878c2a4a674018c46bdf23f9cfef37210cb1a6b484d0937ec6dfc70,saved evidence/source inventory,6708
revision_evidence_20260917/figure_revision/README.md,63ab1b8158483a3690722965eb2f108edbc60f416f3e1e8eadd346b787312456,saved evidence/source inventory,5288
revision_evidence_20260917/figure_revision/SETUP_SNIPPET.tex,98367947480a2daa7bda889e557d72c986f5107f2f543062fc1dd92690753e80,saved evidence/source inventory,1952
revision_evidence_20260917/figure_revision/data/cancellation_appendix_all_comparisons.csv,52a48cee1e5a9b02da1694bc82e400dea8347006d6866d20cebde0cf29e203c6,saved evidence/source inventory,5240
revision_evidence_20260917/figure_revision/data/cancellation_main_top20.csv,b32f7395842cd010a36339d7b910e90c5969b0aaa0c5756598460b84e63f4d25,saved evidence/source inventory,508
revision_evidence_20260917/figure_revision/data/captions.json,5e49b277cac20b049f01a74dac0e336f4e88010baaf4c6557ab7e1e25d67c39a,saved evidence/source inventory,14097
revision_evidence_20260917/figure_revision/data/figure1_case_audit.json,9060f925afe5cc7704a2bd1a64bb86546fc70e0dcabd2d76bd1de52b5d10c643,saved evidence/source inventory,10450
revision_evidence_20260917/figure_revision/data/figure1_case_inputs.json,1d43e8c82810b83d9f5de9e505a87d665e36a48c22e29b2c6520c599a72a7b7b,saved evidence/source inventory,73005
revision_evidence_20260917/figure_revision/data/figure1_case_rank_checks.csv,38ecf5a1d6519aa7d3bead149570908bc3043e6b24d6ccfb36f62de10340ba91,saved evidence/source inventory,360
revision_evidence_20260917/figure_revision/data/figure1_case_token_counts.csv,5b8ed6f4790dbccaf245ff444a639e239b6f402ba681ee41bfcaea42ea8483f5,saved evidence/source inventory,294
revision_evidence_20260917/figure_revision/data/gte_pinned_model_config.json,c539ab5f6d2dd6a4544d2aa8a9aa92ad83ab5cdcf00af683184978b5a892e058,saved evidence/source inventory,1228
revision_evidence_20260917/figure_revision/data/plot_sources.json,7c1ce877eb06e128f4e91f3acbae99fbc63bc5c98dd8b971ad8546493896200c,saved evidence/source inventory,750
revision_evidence_20260917/figure_revision/data/preserved_files.json,232c70a1c1303dd67efe4ffd72c60fb9518e2777f5dc4a4dff006d4611d2b4f9,saved evidence/source inventory,52781
revision_evidence_20260917/figure_revision/data/rq1_main_top20.csv,968f6546774a11763eb5ff58a8aafffb00e823aedce2a47203d00e61ed67ec1f,saved evidence/source inventory,5684
revision_evidence_20260917/figure_revision/data/rq1_target_fully_fitting_plot_data.csv,769d2fa29dc0ca8efcebb043c2208e1792914ab7d965cdaa860e6e3006961ccd,saved evidence/source inventory,10801
revision_evidence_20260917/figure_revision/data/rq2_cancellation_companion.csv,045c6d7c00a672b562e410abb137efaf8e2ba68b416664be2f66b26bd43f69cc,saved evidence/source inventory,10063
revision_evidence_20260917/figure_revision/data/rq2_membership_plot_data.csv,f009e06da4e8e19ee055567faa2e38519ff1d4d585fc3d8a636bfcafd7d137ec,saved evidence/source inventory,61298
revision_evidence_20260917/figure_revision/data/rq2_top100.csv,73c60e6c10bbaa2472bc4ac5d6df7ed174e4f608d8aae67c7e321ced6ed8d4d5,saved evidence/source inventory,30924
revision_evidence_20260917/figure_revision/data/rq2_top20.csv,7fb0440244013bacd1ed50ee28a954800710c67f4bdbe79c8d015352dc2684dc,saved evidence/source inventory,31681
revision_evidence_20260917/figure_revision/data/schematic.json,692d96d8760286570c2bc7c08d355403d738299d2c04cdf39166607502affdea,saved evidence/source inventory,804
revision_evidence_20260917/figure_revision/drawio/build_drawio.py,4b178cd95754c5b083b5186cc9d815d4d8a636c37481a819a0866af30773f9d7,saved evidence/source inventory,11165
revision_evidence_20260917/figure_revision/drawio/DRAWIO_MANIFEST.json,b50256a4670e7a55a143525f5f344039861c76a2d82cebe67f0dfee5693efc72,saved evidence/source inventory,2671
revision_evidence_20260917/figure_revision/drawio/finalize_drawio.py,479097e758e67044e95a5d454a0ef2aaec0cefed477bfad0a1428bc60afe91d9,saved evidence/source inventory,4395
revision_evidence_20260917/figure_revision/drawio/README.md,088fd730d20981c5000a1d63d119f710290d1bec7118bd2eeaeb1c0509fef7f6,saved evidence/source inventory,3840
revision_evidence_20260917/figure_revision/drawio/validate_in_app.py,4019d2af04c96d8d59924f27926ea3fad1380c4d56406dee75e964a55d166c5f,saved evidence/source inventory,7964
revision_evidence_20260917/figure_revision/drawio/qa/app_validation.json,f54193fffbfd9dea2a8892236f72dfd26e0aaa21f98497f166818d69c9073dfb,saved evidence/source inventory,3251
revision_evidence_20260917/figure_revision/drawio/qa/build_validation.json,00b35df67f3bd06ac22590ed1fb939eeddbc028851a0d0fd36774c13ae407204,saved evidence/source inventory,12363
revision_evidence_20260917/figure_revision/drawio/qa/VISUAL_QA.md,920dc59c95057bb24d4606f14e5b572a5391824f3739a9ba515acb8ea6c55c54,saved evidence/source inventory,1897
revision_evidence_20260917/figure_revision/qa/figure_geometry.json,759b915c967a1f8ee08d337c461c9d7743419944295f4086127ec13f1cbef4ed,saved evidence/source inventory,1355
revision_evidence_20260917/figure_revision/qa/latex_check.json,e4388cc9cf09fa1394bac249a6793b7b8bceb360d53e21956fa768c6182f7b94,saved evidence/source inventory,716
revision_evidence_20260917/figure_revision/qa/latex_insertion_proof.tex,f3c33a4c71889be47ba2d0c358b16e160e3d383f210b9d48ba985cbc79e718e6,saved evidence/source inventory,14285
revision_evidence_20260917/figure_revision/qa/runtime.json,ed731d12863bbb7c469e69874a3802fa1e0ed8e2870d69754067f187cacbb37f,saved evidence/source inventory,277
revision_evidence_20260917/figure_revision/qa/validation_report.json,77315d21edb6235ad77c9ca9e6aa9031b2c09390aefa6904742e6bbb64716b6f,saved evidence/source inventory,2920
revision_evidence_20260917/figure_revision/qa/VISUAL_QA.md,38ef45466ff0cd01a75dc69fbdf5e6760f06d72f51aa7b7973831d0df5311615,saved evidence/source inventory,2868
revision_evidence_20260917/figure_revision/scripts/audit_teal_case.py,5f12bc762c3dd3dab5c92278067a9ed90510f09e24a8f0e2ea588f9c9ffc096c,saved evidence/source inventory,10286
revision_evidence_20260917/figure_revision/scripts/check_latex.py,b1ddaa93d561cb41b5b229153471d35faf4457b1b9903d21f5f9bb7ab75bf500,saved evidence/source inventory,2434
revision_evidence_20260917/figure_revision/scripts/io_common.py,1666e13d4e120bd43414c2ebaa5266894ace4f52d9067146fca17253a4fca3e4,saved evidence/source inventory,1094
revision_evidence_20260917/figure_revision/scripts/package_revision.py,c323e7dde288276ae43114263481c6feacb8766eefa6142a1bf9969df552503b,saved evidence/source inventory,1414
revision_evidence_20260917/figure_revision/scripts/plot_revision.py,9fe7e5b46b20e3dd3bd66760c575a5b5b556d54f7ed0d217f387e27e42a06154,saved evidence/source inventory,16082
revision_evidence_20260917/figure_revision/scripts/prepare_revision_data.py,789b4b15e6e64193caf1ef5c185474a0b9958bc69429a7fdc2f8c09ff2408cd1,saved evidence/source inventory,5500
revision_evidence_20260917/figure_revision/scripts/validate_revision.py,412c7a27c8b680934ee2e89782f1896ae9097ad4a2b7753cec26d2196b1b11e3,saved evidence/source inventory,7062
revision_evidence_20260917/figure_revision/scripts/write_revision_docs.py,a528637f72eee7aae8ea52af102d2bd9f8c61a15a4d2f62f21c59fb915a0fa9d,saved evidence/source inventory,19889
revision_evidence_20260917/qa/github_push_complete.json,1b74e01f1c1d68063988a60a9f50c6ce25de0ad405cd3e8792f3766770e3e5bb,saved evidence/source inventory,245
revision_evidence_20260917/qa/VISUAL_QA.md,97a11dc88f3e3cd0301c6930a3c41376628827f4ef922780664c0d052e5242bc,saved evidence/source inventory,1164
revision_evidence_20260917/scripts/analyze_canonical.py,61abc58c69d3d4d7c7621fe7989e2ba994502271adbeaa8413e081d3bf8681b8,saved evidence/source inventory,6975
revision_evidence_20260917/scripts/analyze_membership.py,303a3f3db7906d5d5f8b02931d2c4f7c6cbb700b36319213c4523b812ae03acb,saved evidence/source inventory,9314
revision_evidence_20260917/scripts/analyze_states.py,32c84278c363053792b744a23ac2362c989d96bc1d6e2845518f18b892dfaeb9,saved evidence/source inventory,4454
revision_evidence_20260917/scripts/audit_embedding_provenance.py,56c0e448ba1cda4c2be0d89fede8f8356bd391225d09d5eaf038fa1ae1f87df5,saved evidence/source inventory,3262
