dataset,model,method,schedule,rank_source,rank_sha256,bytes,historical_manifest_sha256,historical_hash_source,historical_hash_status,condition_manifest,condition_manifest_sha256,condition_record,graded_query_companion,embedding_source,embedding_sha256,embedding_metadata,embedding_metadata_sha256,recorded_model_revision,recorded_precision,recorded_runtime_versions
wands,bge_base,raw,C0,phase2/results/phase2_pair_ranks/wands_bge_base_native_C0.parquet,c3d13836f3c034ae83fc2c71dea099e74b906aa7fd43b5b3bca6fd08bdc08ead,2760275,c3d13836f3c034ae83fc2c71dea099e74b906aa7fd43b5b3bca6fd08bdc08ead,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw"", ""schedule"": ""C0"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_bge_base_native_C0.parquet"", ""top"": ""phase2/results/phase2_top50/wands_bge_base_native_C0.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw,C1,phase2/results/phase2_pair_ranks/wands_bge_base_native_C1.parquet,e6141b0ea7433b9601262279643b9ed18239beca3d6fc597120d7b895002d6f4,2764057,e6141b0ea7433b9601262279643b9ed18239beca3d6fc597120d7b895002d6f4,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw"", ""schedule"": ""C1"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_bge_base_native_C1.parquet"", ""top"": ""phase2/results/phase2_top50/wands_bge_base_native_C1.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw,C2s1,phase2/results/phase2_pair_ranks/wands_bge_base_native_C2s1.parquet,d2e00b24b43d139c2a8f03196350b4f3cbe37cb470668de17712ec621d4d6b69,2761356,d2e00b24b43d139c2a8f03196350b4f3cbe37cb470668de17712ec621d4d6b69,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw"", ""schedule"": ""C2s1"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_bge_base_native_C2s1.parquet"", ""top"": ""phase2/results/phase2_top50/wands_bge_base_native_C2s1.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw,C2s2,phase2/results/phase2_pair_ranks/wands_bge_base_native_C2s2.parquet,9b42e081445191c7f18605c88af023fe93269509d57a95bf5edb46e917485102,2760642,9b42e081445191c7f18605c88af023fe93269509d57a95bf5edb46e917485102,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw"", ""schedule"": ""C2s2"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_bge_base_native_C2s2.parquet"", ""top"": ""phase2/results/phase2_top50/wands_bge_base_native_C2s2.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw,C2s3,phase2/results/phase2_pair_ranks/wands_bge_base_native_C2s3.parquet,53ea087dc3195da936e3c01e1e264a31e0506b52b2747a406c1f4e64c8a80523,2761472,53ea087dc3195da936e3c01e1e264a31e0506b52b2747a406c1f4e64c8a80523,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw"", ""schedule"": ""C2s3"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_bge_base_native_C2s3.parquet"", ""top"": ""phase2/results/phase2_top50/wands_bge_base_native_C2s3.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw,C2s4,phase2/results/phase2_pair_ranks/wands_bge_base_native_C2s4.parquet,7708f18a2fa417bc6bc044217d76bf4f174533a59b015e95f3327898454373ea,2761711,7708f18a2fa417bc6bc044217d76bf4f174533a59b015e95f3327898454373ea,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw"", ""schedule"": ""C2s4"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_bge_base_native_C2s4.parquet"", ""top"": ""phase2/results/phase2_top50/wands_bge_base_native_C2s4.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,raw,C2s5,phase2/results/phase2_pair_ranks/wands_bge_base_native_C2s5.parquet,940eba7f9d60414c57810d80bcac95390404379d5aee4f30fd505a6ed757bca4,2761096,940eba7f9d60414c57810d80bcac95390404379d5aee4f30fd505a6ed757bca4,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""raw"", ""schedule"": ""C2s5"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_bge_base_native_C2s5.parquet"", ""top"": ""phase2/results/phase2_top50/wands_bge_base_native_C2s5.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,set_mean,fixed,phase4/results/wands/bge_base_set_mean_pairs.parquet,463376f90cc63106b5162293af89e022fe0c0272ccba2dc26f706ab354d4a932,2548250,463376f90cc63106b5162293af89e022fe0c0272ccba2dc26f706ab354d4a932,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""set_mean"", ""schedule"": ""fixed"", ""pairs"": ""phase4/results/wands/bge_base_set_mean_pairs.parquet"", ""top"": ""phase4/results/wands/bge_base_set_mean_top1000.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,centroid_2,fixed,phase4/results/wands/bge_base_centroid_2_pairs.parquet,502b7dfa3e8a85dac40234c111c786c5896c09f60b8a36c3183ed59bfe633595,2554136,502b7dfa3e8a85dac40234c111c786c5896c09f60b8a36c3183ed59bfe633595,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""centroid_2"", ""schedule"": ""fixed"", ""pairs"": ""phase4/results/wands/bge_base_centroid_2_pairs.parquet"", ""top"": ""phase4/results/wands/bge_base_centroid_2_top1000.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,max_2,fixed,phase4/results/wands/bge_base_max_2_pairs.parquet,b74f725d0222c4a87a8e992a8338a41e175b67573ce86cec3e26f7b690d940e7,2554030,b74f725d0222c4a87a8e992a8338a41e175b67573ce86cec3e26f7b690d940e7,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""max_2"", ""schedule"": ""fixed"", ""pairs"": ""phase4/results/wands/bge_base_max_2_pairs.parquet"", ""top"": ""phase4/results/wands/bge_base_max_2_top1000.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,centroid_4,fixed,phase4/results/wands/bge_base_centroid_4_pairs.parquet,61d0ef7eb8cb533d07debf61dd5e70896da5b838ad59700586556afea24099de,2550762,61d0ef7eb8cb533d07debf61dd5e70896da5b838ad59700586556afea24099de,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""centroid_4"", ""schedule"": ""fixed"", ""pairs"": ""phase4/results/wands/bge_base_centroid_4_pairs.parquet"", ""top"": ""phase4/results/wands/bge_base_centroid_4_top1000.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,max_4,fixed,phase4/results/wands/bge_base_max_4_pairs.parquet,903207080865d199a8d5265c83df8d21a4a166658ef3c4da2cadf064966c81dd,2551145,903207080865d199a8d5265c83df8d21a4a166658ef3c4da2cadf064966c81dd,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""max_4"", ""schedule"": ""fixed"", ""pairs"": ""phase4/results/wands/bge_base_max_4_pairs.parquet"", ""top"": ""phase4/results/wands/bge_base_max_4_top1000.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,centroid_7,fixed,phase4/results/wands/bge_base_centroid_7_pairs.parquet,f2d61e203339843a8def3694e63df6b2b50a95fe3406db7320fa7e3e6b17ceb3,2551862,f2d61e203339843a8def3694e63df6b2b50a95fe3406db7320fa7e3e6b17ceb3,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""centroid_7"", ""schedule"": ""fixed"", ""pairs"": ""phase4/results/wands/bge_base_centroid_7_pairs.parquet"", ""top"": ""phase4/results/wands/bge_base_centroid_7_top1000.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,bge_base,max_7,fixed,phase4/results/wands/bge_base_max_7_pairs.parquet,c3efbfbc7dccf4469a0bc44cf5d8a3e00f570d99405bf03169cc9cf82c3035f7,2550865,c3efbfbc7dccf4469a0bc44cf5d8a3e00f570d99405bf03169cc9cf82c3035f7,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""bge_base"", ""method"": ""max_7"", ""schedule"": ""fixed"", ""pairs"": ""phase4/results/wands/bge_base_max_7_pairs.parquet"", ""top"": ""phase4/results/wands/bge_base_max_7_top1000.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,gte_modernbert,raw,C0,phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C0.parquet,44cb8ee8e9bbae7a88b4b956c8d632939eeab9655876e72e86dae5a8f1d0c06a,2774507,44cb8ee8e9bbae7a88b4b956c8d632939eeab9655876e72e86dae5a8f1d0c06a,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""gte_modernbert"", ""method"": ""raw"", ""schedule"": ""C0"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C0.parquet"", ""top"": ""phase2/results/phase2_top50/wands_gte_modernbert_native_C0.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,gte_modernbert,raw,C1,phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C1.parquet,2d1ff7f2346c86c5e414418980bd0e016aeaec373d6a1662b8e1f522e5be3a91,2774660,2d1ff7f2346c86c5e414418980bd0e016aeaec373d6a1662b8e1f522e5be3a91,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""gte_modernbert"", ""method"": ""raw"", ""schedule"": ""C1"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C1.parquet"", ""top"": ""phase2/results/phase2_top50/wands_gte_modernbert_native_C1.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,gte_modernbert,raw,C2s1,phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C2s1.parquet,76ba8c41c56fc4b4919c703f8f0eaea6d3f11255cc524c23cb3e94f1811d88fa,2775435,76ba8c41c56fc4b4919c703f8f0eaea6d3f11255cc524c23cb3e94f1811d88fa,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""gte_modernbert"", ""method"": ""raw"", ""schedule"": ""C2s1"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C2s1.parquet"", ""top"": ""phase2/results/phase2_top50/wands_gte_modernbert_native_C2s1.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,gte_modernbert,raw,C2s2,phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C2s2.parquet,a1ecf239f234930a2ab37bb1d1a1c2953b42be8f3e49d9a4bb3c33f26c1fb890,2774962,a1ecf239f234930a2ab37bb1d1a1c2953b42be8f3e49d9a4bb3c33f26c1fb890,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""gte_modernbert"", ""method"": ""raw"", ""schedule"": ""C2s2"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C2s2.parquet"", ""top"": ""phase2/results/phase2_top50/wands_gte_modernbert_native_C2s2.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,gte_modernbert,raw,C2s3,phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C2s3.parquet,4bfdc761c5bd9ea9706f4efd8153b7784fc432d03fb480de058967910fcebe14,2774735,4bfdc761c5bd9ea9706f4efd8153b7784fc432d03fb480de058967910fcebe14,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""gte_modernbert"", ""method"": ""raw"", ""schedule"": ""C2s3"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C2s3.parquet"", ""top"": ""phase2/results/phase2_top50/wands_gte_modernbert_native_C2s3.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,gte_modernbert,raw,C2s4,phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C2s4.parquet,a0c2d49184720402dc6c362ef7eb56e12f785eb18aec523b56ce45d1de7024b1,2774846,a0c2d49184720402dc6c362ef7eb56e12f785eb18aec523b56ce45d1de7024b1,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""gte_modernbert"", ""method"": ""raw"", ""schedule"": ""C2s4"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C2s4.parquet"", ""top"": ""phase2/results/phase2_top50/wands_gte_modernbert_native_C2s4.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,gte_modernbert,raw,C2s5,phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C2s5.parquet,85d62ee0b7402b166a2b52c0ecfca5dfd216a6b13417c25289c770d4b2d1db38,2775831,85d62ee0b7402b166a2b52c0ecfca5dfd216a6b13417c25289c770d4b2d1db38,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""gte_modernbert"", ""method"": ""raw"", ""schedule"": ""C2s5"", ""pairs"": ""phase2/results/phase2_pair_ranks/wands_gte_modernbert_native_C2s5.parquet"", ""top"": ""phase2/results/phase2_top50/wands_gte_modernbert_native_C2s5.parquet"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
wands,lexical,BM25,fixed,phase4/results/wands/BM25_pairs.parquet,cd082e5f61650ca47bb527e148d3676215d714b9449405d5a5062a53664b4aad,2146100,cd082e5f61650ca47bb527e148d3676215d714b9449405d5a5062a53664b4aad,revision_graded_20260922/data/input_manifest.json,MATCH,revision_graded_20260922/data/conditions.json,b5172a170d52509e1702fd893cfcbe71d876822715caf8928a8f526d19061a53,"{""dataset"": ""wands"", ""model"": ""lexical"", ""method"": ""BM25"", ""schedule"": ""fixed"", ""pairs"": ""phase4/results/wands/BM25_pairs.parquet"", ""top"": ""phase4/results/wands/BM25_top1000.npy"", ""manifest"": ""data/conditions.json""}",data/effectiveness_per_query.parquet,not specified by this condition record,,,,,,unavailable in condition record; not inferred
