query_id,eligible,development
326,True,False
327,True,False
328,True,False
329,True,False
330,True,False
331,True,False
332,True,False
333,True,False
334,True,False
335,True,False
336,False,True
337,True,False
338,False,True
339,True,False
340,False,True
341,True,False
342,True,False
343,False,False
344,False,False
345,False,True
346,True,False
347,False,False
348,False,False
349,True,False
351,False,False
352,True,False
353,True,False
354,False,False
355,True,False
356,False,False
357,True,False
358,True,False
359,True,False
360,False,False
361,False,True
362,False,False
363,False,True
364,False,False
365,False,True
366,False,False
367,True,False
368,True,False
369,True,False
370,True,False
371,True,False
372,True,False
373,False,True
374,False,False
375,False,False
376,True,False
377,False,True
378,False,False
379,False,True
380,True,False
381,False,True
382,True,False
383,False,False
384,False,True
385,False,False
386,False,False
387,False,True
388,False,False
389,True,False
390,False,False
391,False,True
392,False,True
393,False,True
394,False,False
395,False,True
396,True,False
397,False,True
398,True,False
399,False,True
400,False,False
401,False,True
402,True,False
403,True,False
404,True,False
405,False,False
406,True,False
407,True,False
408,True,False
409,True,False
410,True,False
411,False,True
412,True,False
413,False,True
414,False,True
415,True,False
416,False,False
417,True,False
418,True,False
419,True,False
420,True,False
421,True,False
422,True,False
423,True,False
424,False,True
425,True,False
426,True,False
427,False,False
428,True,False
429,True,False
430,False,True
431,True,False
432,True,False
433,True,False
434,True,False
435,True,False
436,True,False
437,True,False
438,True,False
439,True,False
440,True,False
441,True,False
442,True,False
443,True,False
444,True,False
445,True,False
446,True,False
447,True,False
448,True,False
449,False,True
451,False,False
452,False,False
453,True,False
454,False,False
455,True,False
456,True,False
457,False,False
458,False,True
459,True,False
460,True,False
461,True,False
462,False,True
463,False,True
464,True,False
465,True,False
466,True,False
467,False,False
468,True,False
469,True,False
470,True,False
471,True,False
472,True,False
473,True,False
474,False,True
475,False,False
476,True,False
478,False,True
479,False,False
480,False,True
481,True,False
482,True,False
483,True,False
484,False,False
485,False,True
486,False,False
487,False,True
