method,query_id,rescued,newly_missed,net,formerly_robust_now_never,formerly_never_now_robust
S1_s42,35,37.81512605042017,11.204481792717088,26.610644257703083,9.803921568627452,37.254901960784316
S1_s42,36,0.0,28.185328185328185,-28.185328185328185,27.027027027027028,0.0
S1_s42,37,2.987012987012987,6.233766233766234,-3.2467532467532463,2.727272727272727,2.727272727272727
S1_s42,38,0.0,0.0,0.0,0.0,0.0
S1_s42,39,7.834101382488479,10.138248847926267,-2.3041474654377883,3.225806451612903,3.225806451612903
S1_s42,40,16.428571428571427,12.5,3.9285714285714293,2.5,15.0
S1_s42,41,1.5037593984962405,5.263157894736842,-3.7593984962406015,5.263157894736842,0.0
S1_s42,42,0.0,66.66666666666666,-66.66666666666666,66.66666666666666,0.0
S1_s42,44,5.194805194805195,26.406926406926406,-21.21212121212121,15.151515151515152,0.0
S1_s42,45,5.714285714285714,5.0,0.714285714285714,5.0,5.0
S1_s42,46,0.0,22.857142857142858,-22.857142857142858,0.0,0.0
S1_s42,48,0.0,0.0,0.0,0.0,0.0
S1_s42,50,2.551020408163265,24.489795918367346,-21.93877551020408,14.285714285714285,0.0
S1_s42,51,0.0,0.0,0.0,0.0,0.0
S1_s42,54,0.0,20.0,-20.0,20.0,0.0
S1_s42,55,0.0,0.0,0.0,0.0,0.0
S1_s42,59,0.0,1.6611295681063125,-1.6611295681063125,0.0,0.0
S1_s42,60,0.0,0.0,0.0,0.0,0.0
S1_s42,62,0.0,0.0,0.0,0.0,0.0
S1_s42,63,1.5873015873015872,40.07936507936508,-38.492063492063494,36.11111111111111,1.3888888888888888
S1_s42,64,0.0,0.0,0.0,0.0,0.0
S1_s42,65,1.5037593984962405,9.022556390977444,-7.518796992481203,5.263157894736842,0.0
S1_s42,66,0.0,0.0,0.0,0.0,0.0
S1_s42,68,13.48314606741573,34.831460674157306,-21.34831460674157,29.213483146067414,7.865168539325842
S1_s42,69,0.0,15.384615384615385,-15.384615384615385,15.384615384615385,0.0
S1_s42,70,0.0,0.0,0.0,0.0,0.0
S1_s42,71,6.382978723404255,9.118541033434651,-2.735562310030395,4.25531914893617,0.0
S1_s42,72,0.1680672268907563,45.88235294117647,-45.714285714285715,38.82352941176471,0.0
S1_s42,74,0.0,0.0,0.0,0.0,0.0
S1_s42,75,28.57142857142857,0.0,28.57142857142857,0.0,25.0
S1_s42,76,0.0,14.285714285714285,-14.285714285714285,0.0,0.0
S1_s42,77,71.42857142857143,0.0,71.42857142857143,0.0,0.0
S1_s42,78,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333
S1_s42,81,19.61904761904762,23.047619047619047,-3.428571428571429,12.0,16.0
S1_s42,82,10.781671159029651,9.703504043126683,1.0781671159029653,5.660377358490567,3.7735849056603774
S1_s42,84,0.0,0.0,0.0,0.0,0.0
S1_s42,86,0.0,43.80952380952381,-43.80952380952381,33.33333333333333,0.0
S1_s42,88,0.0,0.0,0.0,0.0,0.0
S1_s42,89,2.941176470588235,22.058823529411764,-19.11764705882353,16.176470588235293,0.0
S1_s42,91,0.0,12.5,-12.5,12.5,0.0
S1_s42,93,5.172413793103448,10.344827586206897,-5.172413793103448,5.172413793103448,3.4482758620689653
S1_s42,94,0.0,0.0,0.0,0.0,0.0
S1_s42,95,2.0408163265306123,0.0,2.0408163265306123,0.0,2.0408163265306123
S1_s42,97,0.0,85.71428571428571,-85.71428571428571,0.0,0.0
S1_s42,101,0.0,0.0,0.0,0.0,0.0
S1_s42,102,0.0,1.2531328320802007,-1.2531328320802007,0.0,0.0
S1_s42,104,0.0,5.952380952380952,-5.952380952380952,0.0,0.0
S1_s42,107,3.6544850498338866,17.275747508305646,-13.621262458471762,4.651162790697675,2.3255813953488373
S1_s42,108,0.0,32.80423280423281,-32.80423280423281,29.629629629629626,0.0
S1_s42,109,0.0,0.0,0.0,0.0,0.0
S1_s42,111,1.2422360248447204,19.047619047619047,-17.80538302277433,17.391304347826086,0.0
S1_s42,112,10.687432867883995,10.687432867883995,8.347541538535011e-17,6.390977443609022,6.7669172932330826
S1_s42,114,0.0,0.0,0.0,0.0,0.0
S1_s42,115,10.466760961810467,11.81046676096181,-1.3437057991513437,8.91089108910891,5.9405940594059405
S1_s42,119,2.5316455696202533,8.860759493670885,-6.329113924050633,5.69620253164557,2.5316455696202533
S1_s42,120,0.0,0.0,0.0,0.0,0.0
S1_s42,121,8.362849271940181,7.988980716253444,0.3738685556867376,3.0303030303030303,7.162534435261708
S1_s42,122,5.638095238095238,6.590476190476191,-0.9523809523809523,3.2,2.666666666666667
S1_s42,123,5.653170359052711,7.563025210084033,-1.9098548510313216,4.27807486631016,3.7433155080213902
S1_s42,124,3.968253968253969,6.834215167548501,-2.8659611992945324,3.0864197530864197,3.7037037037037033
S1_s42,125,14.285714285714285,0.0,14.285714285714285,0.0,0.0
S1_s42,126,9.30646117368109,19.20569057498518,-9.89922940130409,9.54356846473029,6.639004149377594
S1_s42,127,15.723270440251572,17.16082659478886,-1.4375561545372866,11.949685534591195,11.949685534591195
S1_s42,128,12.895069532237674,27.560050568900124,-14.66498103666245,15.929203539823009,7.079646017699115
S1_s42,129,0.0,85.71428571428571,-85.71428571428571,85.71428571428571,0.0
S1_s42,130,2.979373567608862,2.4446142093200915,0.5347593582887702,0.53475935828877,2.6737967914438503
S1_s42,131,13.377374071015687,17.09331131296449,-3.715937241948803,13.872832369942195,5.780346820809249
S1_s42,132,5.782312925170068,8.503401360544217,-2.7210884353741496,4.761904761904762,0.0
S1_s42,137,19.821428571428573,23.928571428571427,-4.107142857142858,17.5,17.5
S1_s42,138,1.2072434607645874,26.1569416498994,-24.94969818913481,16.901408450704224,0.0
S1_s42,140,0.0,0.0,0.0,0.0,0.0
S1_s42,141,0.0,33.33333333333333,-33.33333333333333,33.33333333333333,0.0
S1_s42,142,20.0,40.0,-20.0,40.0,20.0
S1_s42,143,4.761904761904762,0.0,4.761904761904762,0.0,0.0
S1_s42,144,4.433497536945812,4.310344827586207,0.12315270935960576,2.586206896551724,0.0
S1_s42,145,0.0,6.696428571428571,-6.696428571428571,6.25,0.0
S1_s42,146,0.0,0.0,0.0,0.0,0.0
S1_s42,147,0.0,17.857142857142858,-17.857142857142858,16.666666666666664,0.0
S1_s42,148,6.995581737849779,10.235640648011781,-3.2400589101620025,6.185567010309279,4.123711340206185
S1_s42,150,0.0,4.761904761904762,-4.761904761904762,4.761904761904762,0.0
S1_s42,151,4.9433106575963714,4.172335600907029,0.7709750566893423,2.6984126984126986,3.3333333333333335
S1_s42,153,0.6896551724137931,33.004926108374384,-32.31527093596059,26.89655172413793,0.6896551724137931
S1_s42,155,1.7857142857142856,0.0,1.7857142857142856,0.0,0.0
S1_s42,158,3.246753246753247,26.948051948051948,-23.7012987012987,25.0,2.272727272727273
S1_s42,159,6.451612903225806,4.915514592933948,1.5360983102918584,4.301075268817205,4.301075268817205
S1_s42,160,9.79772439949431,13.02149178255373,-3.2237673830594185,5.752212389380531,5.3097345132743365
S1_s42,161,0.37593984962406013,2.631578947368421,-2.255639097744361,0.0,0.0
S1_s42,163,0.303951367781155,23.404255319148938,-23.10030395136778,23.404255319148938,0.0
S1_s42,164,2.1205357142857144,7.477678571428571,-5.357142857142857,3.90625,0.78125
S1_s42,165,0.0,44.51345755693581,-44.51345755693581,30.434782608695656,0.0
S1_s42,166,0.0,7.6923076923076925,-7.6923076923076925,7.6923076923076925,0.0
S1_s42,167,6.568144499178982,25.451559934318553,-18.88341543513957,18.39080459770115,2.2988505747126435
S1_s42,169,2.1164021164021163,8.465608465608465,-6.349206349206351,3.7037037037037033,0.0
S1_s42,170,6.782106782106783,11.255411255411255,-4.473304473304474,9.090909090909092,4.040404040404041
S1_s42,172,0.6802721088435374,0.0,0.6802721088435374,0.0,0.0
S1_s42,173,0.0,10.714285714285714,-10.714285714285714,0.0,0.0
S1_s42,175,7.551020408163265,13.673469387755102,-6.122448979591836,11.428571428571429,2.857142857142857
S1_s42,176,0.6211180124223602,17.391304347826086,-16.77018633540373,17.391304347826086,0.0
S1_s42,177,0.0,9.821428571428571,-9.821428571428571,6.25,0.0
S1_s42,178,0.0,4.166666666666666,-4.166666666666666,4.166666666666666,0.0
S1_s42,180,15.674603174603174,9.920634920634921,5.753968253968254,5.555555555555555,9.722222222222223
S1_s42,182,0.0,3.694581280788177,-3.694581280788177,1.7241379310344827,0.0
S1_s42,183,0.0,33.33333333333333,-33.33333333333333,33.33333333333333,0.0
S1_s42,184,3.389830508474576,11.622276029055689,-8.232445520581114,10.16949152542373,0.0
S1_s42,185,0.0,1.2605042016806722,-1.2605042016806722,0.0,0.0
S1_s42,186,50.0,0.0,50.0,0.0,50.0
S1_s42,189,5.0691244239631335,20.737327188940093,-15.66820276497696,19.35483870967742,3.225806451612903
S1_s42,190,0.0,0.0,0.0,0.0,0.0
S1_s42,195,0.0,0.0,0.0,0.0,0.0
S1_s42,197,1.8633540372670807,13.043478260869565,-11.180124223602483,13.043478260869565,0.0
S1_s42,198,22.857142857142858,7.142857142857142,15.714285714285712,0.0,0.0
S1_s42,200,0.0,0.0,0.0,0.0,0.0
S1_s42,202,2.2222222222222223,48.57142857142857,-46.34920634920635,44.44444444444444,2.2222222222222223
S1_s42,203,0.0,0.0,0.0,0.0,0.0
S1_s42,204,14.285714285714285,8.16326530612245,6.122448979591837,0.0,14.285714285714285
S1_s42,206,0.0,0.0,0.0,0.0,0.0
S1_s42,210,0.0,0.0,0.0,0.0,0.0
S1_s42,212,0.0,0.0,0.0,0.0,0.0
S1_s42,213,0.0,0.0,0.0,0.0,0.0
S1_s42,215,0.0,56.666666666666664,-56.666666666666664,46.666666666666664,0.0
S1_s42,216,0.0,12.5,-12.5,12.5,0.0
S1_s42,220,0.0,24.175824175824175,-24.175824175824175,23.076923076923077,0.0
S1_s42,221,3.522504892367906,27.984344422700584,-24.461839530332682,20.54794520547945,1.36986301369863
S1_s42,222,0.0,9.67741935483871,-9.67741935483871,9.67741935483871,0.0
S1_s42,223,0.0,0.0,0.0,0.0,0.0
S1_s42,226,7.8317621464829585,11.240029006526468,-3.4082668600435095,5.583756345177665,6.091370558375635
S1_s42,227,11.12012987012987,11.607142857142856,-0.48701298701298684,6.25,8.522727272727272
S1_s42,229,5.585392051557465,7.841031149301825,-2.2556390977443606,2.2556390977443606,1.5037593984962405
S1_s42,230,4.197994987468672,15.977443609022558,-11.779448621553886,11.842105263157894,3.508771929824561
S1_s42,231,13.7738483015356,13.680781758957655,0.0930665425779434,8.143322475570033,11.400651465798045
S1_s42,232,7.261060452549814,5.808848362039851,1.452212090509963,3.309692671394799,4.964539007092199
S1_s42,233,31.74603174603175,1.763668430335097,29.98236331569665,0.0,22.22222222222222
S1_s42,234,6.5420560747663545,12.550066755674234,-6.008010680907878,9.345794392523365,2.803738317757009
S1_s42,235,0.0,28.141783029001076,-28.141783029001076,25.563909774436087,0.0
S1_s42,236,0.0,41.87192118226601,-41.87192118226601,34.48275862068966,0.0
S1_s42,238,2.6455026455026456,14.550264550264549,-11.904761904761903,11.11111111111111,1.8518518518518516
S1_s42,239,12.622309197651663,14.9706457925636,-2.3483365949119377,5.47945205479452,6.8493150684931505
S1_s42,241,12.837837837837837,17.084942084942085,-4.247104247104247,8.108108108108109,6.756756756756757
S1_s42,242,4.081632653061225,8.653061224489795,-4.571428571428571,4.0,0.5714285714285714
S1_s42,243,14.074074074074074,10.37037037037037,3.7037037037037033,5.9259259259259265,11.11111111111111
S1_s42,244,6.349206349206349,11.11111111111111,-4.761904761904762,0.0,0.0
S1_s42,245,1.7543859649122806,12.531328320802004,-10.776942355889723,10.526315789473683,1.7543859649122806
S1_s42,246,0.0,13.095238095238097,-13.095238095238097,8.333333333333332,0.0
S1_s42,247,4.642857142857143,7.142857142857142,-2.5,5.0,0.0
S1_s42,248,0.0,0.3663003663003663,-0.3663003663003663,0.0,0.0
S1_s42,249,2.7649769585253456,56.33640552995393,-53.57142857142857,42.74193548387097,1.6129032258064515
S1_s42,250,11.160714285714285,27.5297619047619,-16.36904761904762,15.625,6.25
S1_s42,251,0.6349206349206349,36.507936507936506,-35.87301587301587,33.33333333333333,0.0
S1_s42,252,4.285714285714286,10.428571428571429,-6.142857142857142,5.0,4.0
S1_s42,253,0.0,11.428571428571429,-11.428571428571429,0.0,0.0
S1_s42,254,7.306434023991276,6.870229007633588,0.43620501635768805,3.816793893129771,5.343511450381679
S1_s42,255,7.076101468624834,20.160213618157545,-13.084112149532709,12.149532710280374,2.803738317757009
S1_s42,257,14.177489177489178,20.995670995670995,-6.8181818181818175,14.393939393939394,9.848484848484848
S1_s42,260,0.0,0.0,0.0,0.0,0.0
S1_s42,263,25.142857142857146,12.38095238095238,12.761904761904761,2.666666666666667,10.666666666666668
S1_s42,264,0.0,0.0,0.0,0.0,0.0
S1_s42,266,0.0,71.42857142857143,-71.42857142857143,0.0,0.0
S1_s42,267,0.0,0.0,0.0,0.0,0.0
S1_s42,268,0.0,0.0,0.0,0.0,0.0
S1_s42,270,0.0,4.761904761904762,-4.761904761904762,4.761904761904762,0.0
S1_s42,271,85.71428571428571,0.0,85.71428571428571,0.0,0.0
S1_s42,273,0.0,25.0,-25.0,25.0,0.0
S1_s42,274,0.0,0.0,0.0,0.0,0.0
S1_s42,275,7.6923076923076925,0.0,7.6923076923076925,0.0,7.6923076923076925
S1_s42,277,4.87012987012987,7.142857142857142,-2.272727272727273,4.545454545454546,2.272727272727273
S1_s42,278,0.0,0.0,0.0,0.0,0.0
S1_s42,279,0.0,0.0,0.0,0.0,0.0
S1_s42,281,0.0,0.0,0.0,0.0,0.0
S1_s42,282,0.0,0.0,0.0,0.0,0.0
S1_s42,285,0.0,77.55102040816327,-77.55102040816327,71.42857142857143,0.0
S1_s42,289,0.0,7.4074074074074066,-7.4074074074074066,7.4074074074074066,0.0
S1_s42,291,13.333333333333334,15.238095238095237,-1.9047619047619053,6.666666666666667,13.333333333333334
S1_s42,292,8.333333333333332,15.476190476190476,-7.142857142857144,8.333333333333332,0.0
S1_s42,295,0.0,19.047619047619047,-19.047619047619047,16.666666666666664,0.0
S1_s42,296,0.0,0.0,0.0,0.0,0.0
S1_s42,297,0.0,85.71428571428572,-85.71428571428572,75.0,0.0
S1_s42,298,0.0,11.11111111111111,-11.11111111111111,11.11111111111111,0.0
S1_s42,300,0.0,50.0,-50.0,50.0,0.0
S1_s42,301,42.857142857142854,0.0,42.857142857142854,0.0,0.0
S1_s42,302,3.389830508474576,29.055690072639223,-25.66585956416465,22.033898305084744,1.694915254237288
S1_s42,303,0.0,0.0,0.0,0.0,0.0
S1_s42,305,5.033308660251666,33.75277572168764,-28.719467061435978,13.989637305699482,2.072538860103627
S1_s42,306,0.0,0.0,0.0,0.0,0.0
S1_s42,307,0.0,0.0,0.0,0.0,0.0
S1_s42,308,7.142857142857142,0.0,7.142857142857142,0.0,0.0
S1_s42,310,0.0,0.0,0.0,0.0,0.0
S1_s42,311,0.0,0.0,0.0,0.0,0.0
S1_s42,313,0.0,0.0,0.0,0.0,0.0
S1_s42,315,0.0,0.0,0.0,0.0,0.0
S1_s42,316,0.0,0.0,0.0,0.0,0.0
S1_s42,317,0.0,0.0,0.0,0.0,0.0
S1_s42,319,0.0,0.0,0.0,0.0,0.0
S1_s42,320,0.0,0.0,0.0,0.0,0.0
S1_s42,323,0.0,0.0,0.0,0.0,0.0
S1_s42,325,0.0,13.975155279503108,-13.975155279503108,13.043478260869565,0.0
S1_s42,326,0.0,0.0,0.0,0.0,0.0
S1_s42,327,0.0,23.214285714285715,-23.214285714285715,12.5,0.0
S1_s42,328,0.0,0.0,0.0,0.0,0.0
S1_s42,329,0.0,0.0,0.0,0.0,0.0
S1_s42,330,0.0,0.0,0.0,0.0,0.0
S1_s42,331,11.813186813186812,12.912087912087914,-1.0989010989010985,7.6923076923076925,11.538461538461538
S1_s42,332,0.0,0.0,0.0,0.0,0.0
S1_s42,333,0.0,9.523809523809524,-9.523809523809524,9.523809523809524,0.0
S1_s42,334,0.0,0.0,0.0,0.0,0.0
S1_s42,335,0.0,51.36054421768708,-51.36054421768708,47.61904761904761,0.0
S1_s42,337,0.0,10.256410256410255,-10.256410256410255,7.6923076923076925,0.0
S1_s42,339,0.0,16.666666666666664,-16.666666666666664,16.666666666666664,0.0
S1_s42,341,0.0,0.6493506493506493,-0.6493506493506493,0.0,0.0
S1_s42,342,0.0,0.0,0.0,0.0,0.0
S1_s42,346,0.0,31.57894736842105,-31.57894736842105,31.57894736842105,0.0
S1_s42,349,0.0,0.0,0.0,0.0,0.0
S1_s42,352,0.0,7.8817733990147785,-7.8817733990147785,6.896551724137931,0.0
S1_s42,353,0.0,0.0,0.0,0.0,0.0
S1_s42,355,0.0,6.666666666666667,-6.666666666666667,6.666666666666667,0.0
S1_s42,357,0.0,0.0,0.0,0.0,0.0
S1_s42,358,0.0,0.0,0.0,0.0,0.0
S1_s42,359,0.0,0.0,0.0,0.0,0.0
S1_s42,367,7.142857142857142,8.16326530612245,-1.0204081632653061,7.142857142857142,2.380952380952381
S1_s42,368,1.2345679012345678,16.402116402116405,-15.167548500881836,13.580246913580247,1.2345679012345678
S1_s42,369,0.0,35.714285714285715,-35.714285714285715,0.0,0.0
S1_s42,370,0.0,0.0,0.0,0.0,0.0
S1_s42,371,0.0,25.0,-25.0,25.0,0.0
S1_s42,372,0.0,0.0,0.0,0.0,0.0
S1_s42,376,0.0,0.0,0.0,0.0,0.0
S1_s42,380,0.0,0.0,0.0,0.0,0.0
S1_s42,382,0.0,57.14285714285714,-57.14285714285714,25.0,0.0
S1_s42,389,0.6369426751592357,18.3803457688808,-17.743403093721565,8.280254777070063,0.6369426751592357
S1_s42,396,0.0,0.0,0.0,0.0,0.0
S1_s42,398,0.0,30.075187969924812,-30.075187969924812,21.052631578947366,0.0
S1_s42,402,2.0408163265306123,28.57142857142857,-26.53061224489796,0.0,0.0
S1_s42,403,0.0,24.88479262672811,-24.88479262672811,19.35483870967742,0.0
S1_s42,404,25.0,17.857142857142858,7.142857142857142,0.0,25.0
S1_s42,406,0.0,4.545454545454546,-4.545454545454546,4.545454545454546,0.0
S1_s42,407,10.38961038961039,29.87012987012987,-19.48051948051948,18.181818181818183,9.090909090909092
S1_s42,408,0.0,3.225806451612903,-3.225806451612903,3.225806451612903,0.0
S1_s42,409,3.9285714285714284,8.928571428571427,-5.0,0.0,0.0
S1_s42,410,0.0,32.758620689655174,-32.758620689655174,31.03448275862069,0.0
S1_s42,412,0.0,0.0,0.0,0.0,0.0
S1_s42,415,0.5714285714285714,22.476190476190478,-21.9047619047619,21.333333333333336,0.0
S1_s42,417,12.006079027355621,16.26139817629179,-4.25531914893617,11.702127659574469,10.638297872340425
S1_s42,418,6.43796992481203,6.484962406015038,-0.046992481203007426,3.618421052631579,5.098684210526316
S1_s42,419,6.25,3.571428571428571,2.678571428571429,0.0,6.25
S1_s42,420,3.8418500559492723,4.73703841850056,-0.8951883625512868,1.0443864229765014,1.95822454308094
S1_s42,421,4.402377283733216,11.049966982170371,-6.647589698437155,5.855161787365177,4.006163328197227
S1_s42,422,9.679572763684915,9.212283044058745,0.46728971962616817,6.775700934579438,7.476635514018691
S1_s42,423,15.839598997493734,13.082706766917292,2.756892230576441,8.771929824561402,10.526315789473683
S1_s42,425,10.714285714285714,13.520408163265305,-2.806122448979592,8.928571428571429,8.928571428571429
S1_s42,426,6.021780909673287,16.335682254964766,-10.31390134529148,10.31390134529148,4.0358744394618835
S1_s42,428,11.688311688311687,12.770562770562771,-1.082251082251082,7.575757575757576,10.606060606060606
S1_s42,429,4.711246200607903,9.72644376899696,-5.015197568389057,3.1914893617021276,2.127659574468085
S1_s42,431,5.714285714285714,12.571428571428573,-6.857142857142856,9.333333333333334,2.666666666666667
S1_s42,432,0.0,4.761904761904762,-4.761904761904762,4.761904761904762,0.0
S1_s42,433,15.170670037926676,14.41213653603034,0.7585335018963338,13.274336283185843,11.504424778761061
S1_s42,434,16.561314791403287,15.6763590391909,0.8849557522123895,10.619469026548673,8.4070796460177
S1_s42,435,18.54103343465045,21.88449848024316,-3.343465045592705,17.02127659574468,14.893617021276595
S1_s42,436,16.77018633540373,4.658385093167702,12.111801242236025,4.3478260869565215,10.869565217391305
S1_s42,437,5.47112462006079,24.620060790273556,-19.148936170212767,10.638297872340425,4.25531914893617
S1_s42,438,7.213578500707213,8.203677510608202,-0.99009900990099,2.9702970297029703,3.9603960396039604
S1_s42,439,14.153439153439152,14.947089947089948,-0.7936507936507938,6.944444444444445,5.555555555555555
S1_s42,440,11.428571428571429,6.5546218487394965,4.873949579831933,1.9607843137254901,6.2745098039215685
S1_s42,441,4.945054945054945,9.157509157509159,-4.212454212454212,6.41025641025641,0.0
S1_s42,442,0.0,4.8979591836734695,-4.8979591836734695,4.285714285714286,0.0
S1_s42,443,2.9626623376623376,4.626623376623376,-1.663961038961039,2.272727272727273,2.272727272727273
S1_s42,444,1.1278195488721803,8.395989974937343,-7.268170426065164,7.894736842105263,0.0
S1_s42,445,3.025210084033613,28.235294117647058,-25.210084033613445,20.0,1.1764705882352942
S1_s42,446,0.5012531328320802,56.64160401002506,-56.14035087719298,56.14035087719298,0.0
S1_s42,447,14.285714285714285,28.57142857142857,-14.285714285714285,0.0,0.0
S1_s42,448,0.0,2.6455026455026456,-2.6455026455026456,2.4691358024691357,0.0
S1_s42,453,1.714285714285714,29.142857142857142,-27.428571428571423,4.0,0.0
S1_s42,455,0.0,0.0,0.0,0.0,0.0
S1_s42,456,26.31578947368421,19.172932330827066,7.142857142857144,6.578947368421052,18.421052631578945
S1_s42,459,3.7593984962406015,6.015037593984962,-2.255639097744361,5.263157894736842,0.0
S1_s42,460,0.0,26.53061224489796,-26.53061224489796,14.285714285714285,0.0
S1_s42,461,0.0,0.0,0.0,0.0,0.0
S1_s42,464,0.3361344537815126,27.058823529411764,-26.722689075630253,23.52941176470588,0.0
S1_s42,465,0.0,0.0,0.0,0.0,0.0
S1_s42,466,0.0,0.0,0.0,0.0,0.0
S1_s42,468,0.0,0.0,0.0,0.0,0.0
S1_s42,469,0.4464285714285714,23.883928571428573,-23.4375,21.875,0.0
S1_s42,470,0.0,2.2222222222222223,-2.2222222222222223,2.2222222222222223,0.0
S1_s42,471,0.0,0.0,0.0,0.0,0.0
S1_s42,472,4.25531914893617,11.55015197568389,-7.294832826747721,10.638297872340425,2.127659574468085
S1_s42,473,21.7687074829932,30.839002267573694,-9.070294784580499,23.809523809523807,18.253968253968253
S1_s42,476,6.170355466130115,8.808405991504582,-2.6380505253744686,3.4428794992175273,5.320813771517996
S1_s42,481,0.0,0.0,0.0,0.0,0.0
S1_s42,482,0.0,25.0,-25.0,25.0,0.0
S1_s42,483,0.0,25.0,-25.0,25.0,0.0
S2_s42,0,2.1978021978021975,48.717948717948715,-46.52014652014652,48.717948717948715,0.0
S2_s42,1,0.0,23.214285714285715,-23.214285714285715,12.5,0.0
S2_s42,2,4.541154210028382,11.163670766319774,-6.622516556291391,6.622516556291391,3.3112582781456954
S2_s42,3,3.6363636363636362,13.506493506493507,-9.87012987012987,9.090909090909092,3.6363636363636362
S2_s42,4,3.7267080745341614,18.012422360248443,-14.285714285714285,8.695652173913043,0.0
S2_s42,5,15.16360734237829,12.450119712689546,2.7134876296887467,5.027932960893855,8.379888268156424
S2_s42,6,0.0,19.93355481727575,-19.93355481727575,6.976744186046512,0.0
S2_s42,7,3.7267080745341614,10.559006211180124,-6.832298136645963,8.695652173913043,0.0
S2_s42,9,1.1583011583011582,88.8030888030888,-87.64478764478764,81.08108108108108,0.0
S2_s42,10,1.3605442176870748,28.57142857142857,-27.2108843537415,28.57142857142857,0.0
S2_s42,11,2.857142857142857,6.153846153846154,-3.2967032967032974,6.153846153846154,0.0
S2_s42,13,1.8633540372670807,57.7639751552795,-55.90062111801243,54.347826086956516,0.0
S2_s42,14,0.7142857142857143,21.428571428571427,-20.714285714285715,15.0,0.0
S2_s42,16,0.0,50.0,-50.0,50.0,0.0
S2_s42,17,0.6802721088435374,21.08843537414966,-20.408163265306122,19.047619047619047,0.0
S2_s42,20,0.0,0.0,0.0,0.0,0.0
S2_s42,22,0.0,6.493506493506494,-6.493506493506494,4.545454545454546,0.0
S2_s42,26,3.212654924983692,5.251141552511415,-2.0384866275277234,2.968036529680365,2.3972602739726026
S2_s42,27,5.285714285714286,13.428571428571429,-8.142857142857142,10.0,3.0
S2_s42,28,15.836734693877553,16.979591836734695,-1.1428571428571428,11.428571428571429,6.857142857142858
S2_s42,31,0.0,0.0,0.0,0.0,0.0
S2_s42,35,31.932773109243694,9.243697478991598,22.689075630252102,7.8431372549019605,31.372549019607842
S2_s42,36,4.633204633204634,16.6023166023166,-11.969111969111971,16.216216216216218,2.7027027027027026
S2_s42,37,3.6363636363636362,7.792207792207792,-4.1558441558441555,3.6363636363636362,3.6363636363636362
S2_s42,38,0.0,0.0,0.0,0.0,0.0
S2_s42,39,2.7649769585253456,76.036866359447,-73.27188940092167,64.51612903225806,0.0
S2_s42,40,12.5,38.57142857142858,-26.071428571428573,27.500000000000004,12.5
S2_s42,41,0.0,51.12781954887219,-51.12781954887219,47.368421052631575,0.0
S2_s42,42,0.0,66.66666666666666,-66.66666666666666,66.66666666666666,0.0
S2_s42,44,0.0,51.515151515151516,-51.515151515151516,36.36363636363637,0.0
S2_s42,45,10.714285714285714,20.0,-9.285714285714286,20.0,10.0
S2_s42,46,0.0,42.857142857142854,-42.857142857142854,20.0,0.0
S2_s42,48,0.0,0.0,0.0,0.0,0.0
S2_s42,50,1.0204081632653061,30.102040816326532,-29.081632653061224,17.857142857142858,0.0
S2_s42,51,0.0,0.0,0.0,0.0,0.0
S2_s42,54,0.0,20.0,-20.0,20.0,0.0
S2_s42,55,0.0,0.0,0.0,0.0,0.0
S2_s42,59,0.0,1.6611295681063125,-1.6611295681063125,0.0,0.0
