dataset,model,K,support,state,aggregation,queries,support_pairs,state_pairs,state_mass,state_mass_ci_low,state_mass_ci_high,quantity,conditional_mean,conditional_ci_low,conditional_ci_high,p05,p25,median,p75,p95,weighting
esci,bge_base,20,all_seven_fitting,persistent_inclusion,query_macro,488,3587,2407,0.725896562315088,0.6961223505908719,0.7533290069942659,worst_rank,6.85272088082839,6.548256022456038,7.172483517613112,1.0,2.0,5.0,10.0,17.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,query_macro,488,3587,2407,0.725896562315088,0.6961223505908719,0.7533290069942659,included_schedules,6.999999999999999,6.9999999999999964,7.0000000000000036,7.0,7.0,7.0,7.0,7.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,pair_micro,488,3587,2407,0.6710342904934485,0.6374897432738714,0.7043407613424317,score_range,0.006205136963179065,0.005862011241464062,0.006555477373631033,0.0,0.0021532773971557617,0.004958927631378174,0.008633911609649658,0.017160534858703613,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,pair_micro,488,3587,2407,0.6710342904934485,0.6374897432738714,0.7043407613424317,max_abs_score_deviation,0.005694489336429813,0.005379415694262065,0.006021999362989787,0.0,0.0019415020942687988,0.004351019859313965,0.00786745548248291,0.01629948616027832,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,pair_micro,488,3587,2407,0.6710342904934485,0.6374897432738714,0.7043407613424317,source_margin,0.07596809760287039,0.0710958607170752,0.08088128025643447,0.007049918174743652,0.031812191009521484,0.06496071815490723,0.10957193374633789,0.18059545755386353,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,pair_micro,488,3587,2407,0.6710342904934485,0.6374897432738714,0.7043407613424317,max_embedding_cosine_distance,0.004250333855334319,0.004022236422044063,0.004481359717158091,6.661338147750939e-16,0.0016152223240274433,0.0032592791267430643,0.005510016768353054,0.0116944213582314,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,pair_micro,488,3587,2407,0.6710342904934485,0.6374897432738714,0.7043407613424317,best_rank,6.810552555047777,6.585588360402023,7.0291144807205175,1.0,3.0,6.0,10.0,16.0,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,pair_micro,488,3587,2407,0.6710342904934485,0.6374897432738714,0.7043407613424317,worst_rank,7.929372663066057,7.677030983630797,8.17527437898358,1.0,3.0,7.0,12.0,18.0,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,pair_micro,488,3587,2407,0.6710342904934485,0.6374897432738714,0.7043407613424317,included_schedules,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,query_macro,488,3587,117,0.025527283248947243,0.018684840148412343,0.03315560346130344,score_range,0.012564462828666384,0.009450219646964693,0.016938971346667893,0.0032652616500854492,0.005028188228607178,0.009376466274261475,0.015531480312347412,0.026895463466644287,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,query_macro,488,3587,117,0.025527283248947243,0.018684840148412343,0.03315560346130344,max_abs_score_deviation,0.011369471153894707,0.00839057663309808,0.015669370361647457,0.0027040839195251465,0.004652261734008789,0.00822526216506958,0.012658953666687012,0.02054375410079956,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,query_macro,488,3587,117,0.025527283248947243,0.018684840148412343,0.03315560346130344,source_margin,-0.0005043660059821756,-0.0030037912656051043,0.002773905371804635,-0.012016534805297852,-0.004744410514831543,-0.0016487836837768555,0.0025187134742736816,0.011132955551147461,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,query_macro,488,3587,117,0.025527283248947243,0.018684840148412343,0.03315560346130344,max_embedding_cosine_distance,0.0059108669768380044,0.0048286745023289,0.007220726672027468,0.0016979738584804727,0.0026822407424056394,0.004408316824301206,0.0071208018547206375,0.013901973426227898,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,query_macro,488,3587,117,0.025527283248947243,0.018684840148412343,0.03315560346130344,best_rank,16.771953377678933,15.623926094804522,17.735659149833758,9.0,15.0,18.0,20.0,20.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,query_macro,488,3587,117,0.025527283248947243,0.018684840148412343,0.03315560346130344,worst_rank,45.447021319062316,24.18581576802695,96.60208419227588,21.0,22.0,24.0,26.0,33.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,query_macro,488,3587,117,0.025527283248947243,0.018684840148412343,0.03315560346130344,included_schedules,3.647229814982301,3.303895298415983,3.9954892818161856,1.0,3.0,4.0,5.0,6.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,pair_micro,488,3587,117,0.03261778645107332,0.02566252613806811,0.03993206592806947,score_range,0.012489332602574276,0.010339269545808875,0.015403261187503051,0.0032652616500854492,0.005966246128082275,0.010000526905059814,0.014081239700317383,0.026895463466644287,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,pair_micro,488,3587,117,0.03261778645107332,0.02566252613806811,0.03993206592806947,max_abs_score_deviation,0.011232006753611768,0.00915084485616508,0.014147850072513053,0.0027040839195251465,0.005180656909942627,0.00873023271560669,0.012896716594696045,0.021243035793304443,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,pair_micro,488,3587,117,0.03261778645107332,0.02566252613806811,0.03993206592806947,source_margin,-0.001566009643750313,-0.003139323479298389,0.00024712632323528545,-0.014406144618988037,-0.005438625812530518,-0.0015035271644592285,0.001837015151977539,0.007313847541809082,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,pair_micro,488,3587,117,0.03261778645107332,0.02566252613806811,0.03993206592806947,max_embedding_cosine_distance,0.00609758907334888,0.005269642601182673,0.007042894653503707,0.0016979738584804727,0.0031985534769464197,0.0046455902463889975,0.0071677099890888885,0.014746625140167113,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,pair_micro,488,3587,117,0.03261778645107332,0.02566252613806811,0.03993206592806947,best_rank,16.82051282051282,16.09173961762028,17.47792107345852,9.0,15.0,18.0,19.0,20.0,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,pair_micro,488,3587,117,0.03261778645107332,0.02566252613806811,0.03993206592806947,worst_rank,42.11965811965812,24.069550224887557,85.69099999999999,21.0,22.0,23.0,26.0,33.0,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,crossing,pair_micro,488,3587,117,0.03261778645107332,0.02566252613806811,0.03993206592806947,included_schedules,3.5128205128205128,3.2470588235294118,3.774774774774775,1.0,2.0,4.0,5.0,6.0,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,query_macro,488,3587,1063,0.24857615443596476,0.22220803132269573,0.2775395157843548,score_range,0.006235561412400094,0.005664870927237889,0.006814256075685913,0.0,0.001962900161743164,0.005287289619445801,0.009037554264068604,0.015924453735351562,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,query_macro,488,3587,1063,0.24857615443596476,0.22220803132269573,0.2775395157843548,max_abs_score_deviation,0.005666855990535783,0.00513701818788816,0.006218911286651918,0.0,0.0018132925033569336,0.004404723644256592,0.00814884901046753,0.014695525169372559,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,query_macro,488,3587,1063,0.24857615443596476,0.22220803132269573,0.2775395157843548,source_margin,-0.04899855643377776,-0.05396115750322122,-0.044215519474508094,-0.1360587477684021,-0.07061618566513062,-0.036827147006988525,-0.01766061782836914,-0.004431962966918945,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,query_macro,488,3587,1063,0.24857615443596476,0.22220803132269573,0.2775395157843548,max_embedding_cosine_distance,0.004854032556730937,0.00418726409602755,0.005730720661084494,6.661338147750939e-16,0.0017162568604391915,0.003584183054932799,0.005686968897310463,0.013863470127646549,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,query_macro,488,3587,1063,0.24857615443596476,0.22220803132269573,0.2775395157843548,best_rank,531.6139347048315,355.8389203443036,724.9921672338629,22.0,30.0,52.0,222.0,3274.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,query_macro,488,3587,1063,0.24857615443596476,0.22220803132269573,0.2775395157843548,worst_rank,607.0259984403125,415.6957207115787,816.4512139517707,24.0,35.0,63.0,278.0,3745.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,query_macro,488,3587,1063,0.24857615443596476,0.22220803132269573,0.2775395157843548,included_schedules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,pair_micro,488,3587,1063,0.29634792305547814,0.26471358859966126,0.32843221481032275,score_range,0.006243819968384162,0.005750845096109687,0.006736470504513028,0.0,0.0021433234214782715,0.005247235298156738,0.008891046047210693,0.01641833782196045,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,pair_micro,488,3587,1063,0.29634792305547814,0.26471358859966126,0.32843221481032275,max_abs_score_deviation,0.00569617602473032,0.005240581515334647,0.006152774251103314,0.0,0.0019582509994506836,0.0046689510345458984,0.00810551643371582,0.014880716800689697,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,pair_micro,488,3587,1063,0.29634792305547814,0.26471358859966126,0.32843221481032275,source_margin,-0.046992839307910636,-0.05124274778855907,-0.04289153013363516,-0.12238666415214539,-0.06554675102233887,-0.036827147006988525,-0.018282949924468994,-0.005754709243774414,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,pair_micro,488,3587,1063,0.29634792305547814,0.26471358859966126,0.32843221481032275,max_embedding_cosine_distance,0.004486676474337518,0.004157203592211256,0.004813622049078338,6.661338147750939e-16,0.0018010531458955148,0.0035819640781127315,0.00582288327819791,0.011671204194956153,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,pair_micro,488,3587,1063,0.29634792305547814,0.26471358859966126,0.32843221481032275,best_rank,425.40921919096894,255.73355080669606,631.552527420356,22.0,29.0,46.0,151.0,2536.0,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,pair_micro,488,3587,1063,0.29634792305547814,0.26471358859966126,0.32843221481032275,worst_rank,485.8146754468485,299.3023686466691,713.0979627630331,24.0,33.0,54.0,191.0,3034.0,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_omission,pair_micro,488,3587,1063,0.29634792305547814,0.26471358859966126,0.32843221481032275,included_schedules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,query_macro,499,4434,4000,0.9083428023229752,0.888983077837661,0.927084671365623,score_range,0.005980817685406508,0.0056290746175805696,0.006354267640105927,0.0,0.0015500783920288086,0.004593491554260254,0.008608579635620117,0.017169535160064697,"equal query then equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,query_macro,499,4434,4000,0.9083428023229752,0.888983077837661,0.927084671365623,max_abs_score_deviation,0.005474500496178434,0.0051452353188384025,0.005825679611494498,0.0,0.001352071762084961,0.004019021987915039,0.007753968238830566,0.016007542610168457,"equal query then equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,query_macro,499,4434,4000,0.9083428023229752,0.888983077837661,0.927084671365623,source_margin,0.12546819904866494,0.12037046956068428,0.1304444195589946,0.020773887634277344,0.07537716627120972,0.12077277898788452,0.1687183976173401,0.23757481575012207,"equal query then equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,query_macro,499,4434,4000,0.9083428023229752,0.888983077837661,0.927084671365623,max_embedding_cosine_distance,0.004063772198026173,0.0037955700974388715,0.004347555140682884,5.551115123125783e-16,0.0012280308372280002,0.0029954809427060747,0.005207655491000329,0.011671204194956153,"equal query then equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,query_macro,499,4434,4000,0.9083428023229752,0.888983077837661,0.927084671365623,best_rank,11.702143790357827,10.93356167960947,12.511113185038093,1.0,3.0,6.0,14.0,41.0,"equal query then equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,query_macro,499,4434,4000,0.9083428023229752,0.888983077837661,0.927084671365623,worst_rank,13.785392487285833,12.828284079620548,14.811305715058031,1.0,3.0,8.0,16.0,53.0,"equal query then equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,query_macro,499,4434,4000,0.9083428023229752,0.888983077837661,0.927084671365623,included_schedules,7.0,6.999999999999997,7.000000000000002,7.0,7.0,7.0,7.0,7.0,"equal query then equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,pair_micro,499,4434,4000,0.9021199819576003,0.8778780746797689,0.9243517128690845,score_range,0.005873875364661217,0.005584518646342294,0.006178651445950061,0.0,0.0017845630645751953,0.0045958757400512695,0.008376002311706543,0.016580939292907715,"equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,pair_micro,499,4434,4000,0.9021199819576003,0.8778780746797689,0.9243517128690845,max_abs_score_deviation,0.005378688186407089,0.005113380563105631,0.005657688960464215,0.0,0.0015894770622253418,0.004098355770111084,0.007607936859130859,0.015391886234283447,"equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,pair_micro,499,4434,4000,0.9021199819576003,0.8778780746797689,0.9243517128690845,source_margin,0.122459716796875,0.11710458646810548,0.12766924507107386,0.023539423942565918,0.07632505893707275,0.11798930168151855,0.16509395837783813,0.22737812995910645,"equal pair, conditional on state"
esci,bge_base,100,full,persistent_inclusion,pair_micro,499,4434,4000,0.9021199819576003,0.8778780746797689,0.9243517128690845,max_embedding_cosine_distance,0.003861972059431507,0.0036847004623155556,0.004048097366421527,6.661338147750939e-16,0.0013050782584317355,0.0029332838962754515,0.005111720813345211,0.0109070964698178,"equal pair, conditional on state"
