dataset,model,support,K,contrast,aggregation,quantity,mean,ci_low,ci_high,queries,pairs
wands,bge_base,full,100,32 minus 16,query_macro,from_original_always_in,0.011543796258953987,0.007689821964851414,0.016058118195495776,128,7125
wands,bge_base,full,100,32 minus 16,query_macro,from_original_always_out,0.007116564632420032,0.0047766975076445435,0.009743946458465647,128,7125
wands,bge_base,full,100,32 minus 16,pair_micro,incremental_crossing,0.03143859649122807,0.02541969172042395,0.037701577997732445,128,7125
wands,bge_base,full,100,32 minus 16,pair_micro,from_original_always_in,0.013052631578947368,0.009542433692076357,0.01769375833551951,128,7125
wands,bge_base,full,100,32 minus 16,pair_micro,from_original_always_out,0.0183859649122807,0.01287240445815454,0.024787736236785644,128,7125
wands,bge_base,common_all_fitting,20,16 minus 7,query_macro,incremental_crossing,0.04341965350898397,0.01814163546133425,0.07790032258708543,92,2186
wands,bge_base,common_all_fitting,20,16 minus 7,query_macro,from_original_always_in,0.006131787849595724,0.0028024524485954763,0.010093402175445711,92,2186
wands,bge_base,common_all_fitting,20,16 minus 7,query_macro,from_original_always_out,0.03728786565938823,0.012514806018254098,0.07156845838513021,92,2186
wands,bge_base,common_all_fitting,20,16 minus 7,pair_micro,incremental_crossing,0.03385178408051235,0.024096385542168676,0.04413685754576817,92,2186
wands,bge_base,common_all_fitting,20,16 minus 7,pair_micro,from_original_always_in,0.010064043915827997,0.005621901770306043,0.014945732348715492,92,2186
wands,bge_base,common_all_fitting,20,16 minus 7,pair_micro,from_original_always_out,0.023787740164684355,0.01589942199299369,0.032288909822216244,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,query_macro,incremental_crossing,0.02841101434069013,0.016409205750962268,0.04260674572074453,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,query_macro,from_original_always_in,0.012154139447735801,0.005917201767015298,0.01973158956172539,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,query_macro,from_original_always_out,0.016256874892954336,0.008473416815673472,0.02570037256043313,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,pair_micro,incremental_crossing,0.036139066788655076,0.024912548527984472,0.047789383396580606,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,pair_micro,from_original_always_in,0.018298261665141813,0.011477128709489916,0.025842524791380262,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,pair_micro,from_original_always_out,0.017840805123513267,0.011485427334365554,0.024594005060857942,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,query_macro,incremental_crossing,0.04514902526487564,0.0213480753210338,0.07736289166807311,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,query_macro,from_original_always_in,0.02320899727537885,0.004907853528866905,0.05196558555243133,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,query_macro,from_original_always_out,0.0219400279894968,0.00937281797885193,0.039097229089386794,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,pair_micro,incremental_crossing,0.030649588289112534,0.02339407367215289,0.038332729773749456,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,pair_micro,from_original_always_in,0.00869167429094236,0.0052530675327443835,0.013068468949302773,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,pair_micro,from_original_always_out,0.021957913998170174,0.01567398119122257,0.028546764253119264,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,query_macro,incremental_crossing,0.024072946938200078,0.012745254999894609,0.038686115729781256,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,query_macro,from_original_always_in,0.017629942140606918,0.006931565631722792,0.0321321724661625,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,query_macro,from_original_always_out,0.006443004797593154,0.002865194076047455,0.010715482085850363,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,pair_micro,incremental_crossing,0.024702653247941447,0.017605511484842358,0.03165191969805928,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,pair_micro,from_original_always_in,0.015096065873741994,0.010081613058089293,0.02016963354006762,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,pair_micro,from_original_always_out,0.00960658737419945,0.005661979817237526,0.013745755818610927,92,2186
esci,bge_base,full,20,exhaustive_target minus 7,query_macro,incremental_crossing,0.007111016905606084,0.00306606612186522,0.01255784730327566,499,4434
esci,bge_base,full,20,exhaustive_target minus 7,query_macro,from_original_always_in,0.002511249605437982,0.000668002672010688,0.004957332246911403,499,4434
esci,bge_base,full,20,exhaustive_target minus 7,query_macro,from_original_always_out,0.004599767300168102,0.0012835618581485315,0.00976653168975313,499,4434
esci,bge_base,full,20,exhaustive_target minus 7,pair_micro,incremental_crossing,0.004736129905277402,0.002901721000063719,0.006810799273118922,499,4434
esci,bge_base,full,20,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0015787099684258007,0.00047269032722718724,0.0028805832107560033,499,4434
esci,bge_base,full,20,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0031574199368516014,0.001635131978509694,0.004870138854946249,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,query_macro,incremental_crossing,0.0008665581060370639,0.00021736594882887467,0.0017323604779767093,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,query_macro,from_original_always_in,0.0003118773158853319,0.0,0.0007651520990699334,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,query_macro,from_original_always_out,0.000554680790151732,0.0,0.001288290867449184,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,pair_micro,incremental_crossing,0.0013531799729364006,0.0004415937138036691,0.0025357307514983865,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0006765899864682003,0.0,0.0015490409943176636,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0006765899864682003,0.0,0.0015569568242037226,499,4434
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,query_macro,incremental_crossing,0.007814680554237983,0.003508398706528433,0.013586185681758053,488,3587
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,query_macro,from_original_always_in,0.002512685402029664,0.0005122950819672131,0.005025370804059329,488,3587
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,query_macro,from_original_always_out,0.005301995152208318,0.0017125410096340919,0.010672656720292231,488,3587
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,pair_micro,incremental_crossing,0.005575689991636465,0.003334213220232502,0.008096063990668593,488,3587
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0016727069974909396,0.0005392289026691831,0.0031573131328713876,488,3587
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0039029829941455256,0.0020149393522024203,0.006005241533962161,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,query_macro,incremental_crossing,0.0010011647050581476,0.00025614754098360657,0.00196992784082948,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,query_macro,from_original_always_in,0.00037393162393162396,0.0,0.0008617065994115174,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,query_macro,from_original_always_out,0.0006272330811265238,0.0,0.0014974779319041616,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,pair_micro,incremental_crossing,0.0016727069974909396,0.000543773790103317,0.0030951041080472708,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0008363534987454698,0.0,0.0019173092075293076,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0008363534987454698,0.0,0.0019183337900794738,488,3587
