dataset,model,support,K,contrast,aggregation,quantity,mean,ci_low,ci_high,queries,pairs
wands,minilm,full,20,32 minus 16,pair_micro,from_original_always_out,0.0287719298245614,0.0232907397159274,0.0360690376153689,128,7125
wands,minilm,full,100,32 minus 16,query_macro,incremental_crossing,0.0499286514789055,0.0378965651822424,0.0637860239644923,128,7125
wands,minilm,full,100,32 minus 16,query_macro,from_original_always_in,0.0223267958434194,0.0152106087916073,0.0305264312238324,128,7125
wands,minilm,full,100,32 minus 16,query_macro,from_original_always_out,0.0276018556354861,0.0177944878741973,0.0396792099953603,128,7125
wands,minilm,full,100,32 minus 16,pair_micro,incremental_crossing,0.0524912280701754,0.0471896214960979,0.0588235294117647,128,7125
wands,minilm,full,100,32 minus 16,pair_micro,from_original_always_in,0.0195087719298245,0.0147181535687056,0.026465179077694,128,7125
wands,minilm,full,100,32 minus 16,pair_micro,from_original_always_out,0.0329824561403508,0.0276906780600404,0.0373208004362743,128,7125
wands,minilm,common_all_fitting,20,16 minus 7,query_macro,incremental_crossing,0.0398361375942897,0.0093592094424295,0.0883284947992828,48,354
wands,minilm,common_all_fitting,20,16 minus 7,query_macro,from_original_always_in,0.0051663614163614,0.0003720238095238,0.0117635836385836,48,354
wands,minilm,common_all_fitting,20,16 minus 7,query_macro,from_original_always_out,0.0346697761779283,0.0050656996988518,0.0836199362609009,48,354
wands,minilm,common_all_fitting,20,16 minus 7,pair_micro,incremental_crossing,0.0338983050847457,0.0184612546125461,0.0498533724340175,48,354
wands,minilm,common_all_fitting,20,16 minus 7,pair_micro,from_original_always_in,0.0112994350282485,0.0029411764705882,0.0204500139431121,48,354
wands,minilm,common_all_fitting,20,16 minus 7,pair_micro,from_original_always_out,0.0225988700564971,0.0087719298245614,0.0393947539915281,48,354
wands,minilm,common_all_fitting,100,16 minus 7,query_macro,incremental_crossing,0.0743811542724586,0.0250822426994302,0.1402331946183848,48,354
wands,minilm,common_all_fitting,100,16 minus 7,query_macro,from_original_always_in,0.0307378762541806,0.0091032608695652,0.0591032608695652,48,354
wands,minilm,common_all_fitting,100,16 minus 7,query_macro,from_original_always_out,0.043643278018278,0.0075231481481481,0.0950652356902356,48,354
wands,minilm,common_all_fitting,100,16 minus 7,pair_micro,incremental_crossing,0.0451977401129943,0.0247520379246405,0.074074074074074,48,354
wands,minilm,common_all_fitting,100,16 minus 7,pair_micro,from_original_always_in,0.0254237288135593,0.0099009900990099,0.0456273764258555,48,354
wands,minilm,common_all_fitting,100,16 minus 7,pair_micro,from_original_always_out,0.019774011299435,0.0077919551265854,0.0362903225806451,48,354
wands,minilm,common_all_fitting,20,32 minus 16,query_macro,incremental_crossing,0.012646497021497,0.0017361111111111,0.0270571731509231,48,354
wands,minilm,common_all_fitting,20,32 minus 16,query_macro,from_original_always_in,0.0079119375994376,0.0011574074074074,0.0177461427461427,48,354
wands,minilm,common_all_fitting,20,32 minus 16,query_macro,from_original_always_out,0.0047345594220594,0.0,0.0123022232397232,48,354
wands,minilm,common_all_fitting,20,32 minus 16,pair_micro,incremental_crossing,0.0367231638418079,0.0079681274900398,0.0712084150655038,48,354
wands,minilm,common_all_fitting,20,32 minus 16,pair_micro,from_original_always_in,0.019774011299435,0.0055551708217913,0.0357142857142857,48,354
wands,minilm,common_all_fitting,20,32 minus 16,pair_micro,from_original_always_out,0.0169491525423728,0.0,0.0397557860717264,48,354
wands,minilm,common_all_fitting,100,32 minus 16,query_macro,incremental_crossing,0.0552161958411958,0.0084125509906759,0.1191660047128796,48,354
wands,minilm,common_all_fitting,100,32 minus 16,query_macro,from_original_always_in,0.0253866503866503,0.0016025641025641,0.0708317434879934,48,354
wands,minilm,common_all_fitting,100,32 minus 16,query_macro,from_original_always_out,0.0298295454545454,0.0,0.0767282196969693,48,354
wands,minilm,common_all_fitting,100,32 minus 16,pair_micro,incremental_crossing,0.0254237288135593,0.0101686326156665,0.0463580957865438,48,354
wands,minilm,common_all_fitting,100,32 minus 16,pair_micro,from_original_always_in,0.0141242937853107,0.0035087719298245,0.0268817204301075,48,354
wands,minilm,common_all_fitting,100,32 minus 16,pair_micro,from_original_always_out,0.0112994350282485,0.0,0.0289473684210526,48,354
esci,minilm,full,20,exhaustive_target minus 7,query_macro,incremental_crossing,0.0033612702916828,0.0016663694435617,0.0054717418520023,499,4434
esci,minilm,full,20,exhaustive_target minus 7,query_macro,from_original_always_in,0.0012280494710872,0.0004006370705285,0.0022767256037676,499,4434
esci,minilm,full,20,exhaustive_target minus 7,query_macro,from_original_always_out,0.0021332208205955,0.0007514650513147,0.0039840924773289,499,4434
esci,minilm,full,20,exhaustive_target minus 7,pair_micro,incremental_crossing,0.0042850699142986,0.002345752139246,0.0064401867731596,499,4434
esci,minilm,full,20,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0020297699594046,0.0006963788300835,0.0035548248800795,499,4434
esci,minilm,full,20,exhaustive_target minus 7,pair_micro,from_original_always_out,0.002255299954894,0.0009317439347055,0.0036900794711685,499,4434
esci,minilm,full,100,exhaustive_target minus 7,query_macro,incremental_crossing,0.0007561419134565,7.422251911229866e-05,0.001744229199139,499,4434
esci,minilm,full,100,exhaustive_target minus 7,query_macro,from_original_always_in,0.0002968900764491,0.0,0.0008164477102352,499,4434
esci,minilm,full,100,exhaustive_target minus 7,query_macro,from_original_always_out,0.0004592518370073,0.0,0.0013360053440213,499,4434
esci,minilm,full,100,exhaustive_target minus 7,pair_micro,incremental_crossing,0.0009021199819576,0.0002172944675963,0.0018775155875992,499,4434
esci,minilm,full,100,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0004510599909788,0.0,0.0011518216118319,499,4434
esci,minilm,full,100,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0004510599909788,0.0,0.0011598304343122,499,4434
esci,minilm,common_all_fitting,20,exhaustive_target minus 7,query_macro,incremental_crossing,0.0028692724344898,0.001161982140243,0.0050175669740887,460,2578
esci,minilm,common_all_fitting,20,exhaustive_target minus 7,query_macro,from_original_always_in,0.0009863123993558,0.0001811594202898,0.002073268921095,460,2578
esci,minilm,common_all_fitting,20,exhaustive_target minus 7,query_macro,from_original_always_out,0.0018829600351339,0.0004776021080368,0.0037550779534475,460,2578
esci,minilm,common_all_fitting,20,exhaustive_target minus 7,pair_micro,incremental_crossing,0.0046547711404189,0.0021131377054648,0.0075970789943239,460,2578
esci,minilm,common_all_fitting,20,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0019394879751745,0.0003995165864859,0.0037641390530755,460,2578
esci,minilm,common_all_fitting,20,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0027152831652443,0.0008139265438535,0.0048671175566884,460,2578
esci,minilm,common_all_fitting,100,exhaustive_target minus 7,query_macro,incremental_crossing,0.0002566425120772,0.0,0.0006491545893719,460,2578
esci,minilm,common_all_fitting,100,exhaustive_target minus 7,query_macro,from_original_always_in,0.0001207729468599,0.0,0.0003623188405797,460,2578
esci,minilm,common_all_fitting,100,exhaustive_target minus 7,query_macro,from_original_always_out,0.0001358695652173,0.0,0.0004076086956521,460,2578
esci,minilm,common_all_fitting,100,exhaustive_target minus 7,pair_micro,incremental_crossing,0.0007757951900698,0.0,0.001978630787495,460,2578
esci,minilm,common_all_fitting,100,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0003878975950349,0.0,0.0012275210413508,460,2578
esci,minilm,common_all_fitting,100,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0003878975950349,0.0,0.0012106659719785,460,2578
wands,bge_base,full,20,16 minus 7,query_macro,incremental_crossing,0.0362968392658238,0.0247520868038249,0.0500350809593451,128,7125
wands,bge_base,full,20,16 minus 7,query_macro,from_original_always_in,0.0113169402631895,0.0057247770738058,0.0188225353540242,128,7125
wands,bge_base,full,20,16 minus 7,query_macro,from_original_always_out,0.0249798990026342,0.0151917277119503,0.0375707164668462,128,7125
wands,bge_base,full,20,16 minus 7,pair_micro,incremental_crossing,0.0244210526315789,0.017936286081795,0.0329441475680867,128,7125
wands,bge_base,full,20,16 minus 7,pair_micro,from_original_always_in,0.0071578947368421,0.0045613816880509,0.0107771387869633,128,7125
wands,bge_base,full,20,16 minus 7,pair_micro,from_original_always_out,0.0172631578947368,0.0127420343277493,0.0232301286499147,128,7125
wands,bge_base,full,100,16 minus 7,query_macro,incremental_crossing,0.0282520016198807,0.0210836481114569,0.0362489459149853,128,7125
wands,bge_base,full,100,16 minus 7,query_macro,from_original_always_in,0.0146565610344462,0.0094077691877659,0.0208149013924495,128,7125
wands,bge_base,full,100,16 minus 7,query_macro,from_original_always_out,0.0135954405854345,0.0091889648132558,0.0185495577804118,128,7125
wands,bge_base,full,100,16 minus 7,pair_micro,incremental_crossing,0.0376140350877193,0.031345831447333,0.0452028778820744,128,7125
wands,bge_base,full,100,16 minus 7,pair_micro,from_original_always_in,0.015719298245614,0.0121235871156755,0.0205580300857405,128,7125
wands,bge_base,full,100,16 minus 7,pair_micro,from_original_always_out,0.0218947368421052,0.0177784144708916,0.0262546958399681,128,7125
wands,bge_base,full,20,32 minus 16,query_macro,incremental_crossing,0.0251554429462511,0.0156535777703064,0.0371546410919185,128,7125
wands,bge_base,full,20,32 minus 16,query_macro,from_original_always_in,0.0085315733507979,0.0025777443288309,0.018232274758885,128,7125
wands,bge_base,full,20,32 minus 16,query_macro,from_original_always_out,0.0166238695954531,0.0101649710005054,0.0248060078937496,128,7125
wands,bge_base,full,20,32 minus 16,pair_micro,incremental_crossing,0.0207719298245614,0.0157453710296873,0.0276626570965588,128,7125
wands,bge_base,full,20,32 minus 16,pair_micro,from_original_always_in,0.0046315789473684,0.002853865346935,0.0071240176428907,128,7125
wands,bge_base,full,20,32 minus 16,pair_micro,from_original_always_out,0.0161403508771929,0.011986551116378,0.0216360280161296,128,7125
wands,bge_base,full,100,32 minus 16,query_macro,incremental_crossing,0.018660360891374,0.0137259764937687,0.0240962924041238,128,7125
wands,bge_base,full,100,32 minus 16,query_macro,from_original_always_in,0.0115437962589539,0.0076898219648514,0.0160581181954957,128,7125
wands,bge_base,full,100,32 minus 16,query_macro,from_original_always_out,0.00711656463242,0.0047766975076445,0.0097439464584656,128,7125
wands,bge_base,full,100,32 minus 16,pair_micro,incremental_crossing,0.031438596491228,0.0254196917204239,0.0377015779977324,128,7125
wands,bge_base,full,100,32 minus 16,pair_micro,from_original_always_in,0.0130526315789473,0.0095424336920763,0.0176937583355195,128,7125
wands,bge_base,full,100,32 minus 16,pair_micro,from_original_always_out,0.0183859649122807,0.0128724044581545,0.0247877362367856,128,7125
wands,bge_base,common_all_fitting,20,16 minus 7,query_macro,incremental_crossing,0.0434196535089839,0.0181416354613342,0.0779003225870854,92,2186
wands,bge_base,common_all_fitting,20,16 minus 7,query_macro,from_original_always_in,0.0061317878495957,0.0028024524485954,0.0100934021754457,92,2186
wands,bge_base,common_all_fitting,20,16 minus 7,query_macro,from_original_always_out,0.0372878656593882,0.012514806018254,0.0715684583851302,92,2186
wands,bge_base,common_all_fitting,20,16 minus 7,pair_micro,incremental_crossing,0.0338517840805123,0.0240963855421686,0.0441368575457681,92,2186
wands,bge_base,common_all_fitting,20,16 minus 7,pair_micro,from_original_always_in,0.0100640439158279,0.005621901770306,0.0149457323487154,92,2186
wands,bge_base,common_all_fitting,20,16 minus 7,pair_micro,from_original_always_out,0.0237877401646843,0.0158994219929936,0.0322889098222162,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,query_macro,incremental_crossing,0.0284110143406901,0.0164092057509622,0.0426067457207445,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,query_macro,from_original_always_in,0.0121541394477358,0.0059172017670152,0.0197315895617253,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,query_macro,from_original_always_out,0.0162568748929543,0.0084734168156734,0.0257003725604331,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,pair_micro,incremental_crossing,0.036139066788655,0.0249125485279844,0.0477893833965806,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,pair_micro,from_original_always_in,0.0182982616651418,0.0114771287094899,0.0258425247913802,92,2186
wands,bge_base,common_all_fitting,100,16 minus 7,pair_micro,from_original_always_out,0.0178408051235132,0.0114854273343655,0.0245940050608579,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,query_macro,incremental_crossing,0.0451490252648756,0.0213480753210338,0.0773628916680731,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,query_macro,from_original_always_in,0.0232089972753788,0.0049078535288669,0.0519655855524313,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,query_macro,from_original_always_out,0.0219400279894968,0.0093728179788519,0.0390972290893867,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,pair_micro,incremental_crossing,0.0306495882891125,0.0233940736721528,0.0383327297737494,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,pair_micro,from_original_always_in,0.0086916742909423,0.0052530675327443,0.0130684689493027,92,2186
wands,bge_base,common_all_fitting,20,32 minus 16,pair_micro,from_original_always_out,0.0219579139981701,0.0156739811912225,0.0285467642531192,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,query_macro,incremental_crossing,0.0240729469382,0.0127452549998946,0.0386861157297812,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,query_macro,from_original_always_in,0.0176299421406069,0.0069315656317227,0.0321321724661625,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,query_macro,from_original_always_out,0.0064430047975931,0.0028651940760474,0.0107154820858503,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,pair_micro,incremental_crossing,0.0247026532479414,0.0176055114848423,0.0316519196980592,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,pair_micro,from_original_always_in,0.0150960658737419,0.0100816130580892,0.0201696335400676,92,2186
wands,bge_base,common_all_fitting,100,32 minus 16,pair_micro,from_original_always_out,0.0096065873741994,0.0056619798172375,0.0137457558186109,92,2186
esci,bge_base,full,20,exhaustive_target minus 7,query_macro,incremental_crossing,0.007111016905606,0.0030660661218652,0.0125578473032756,499,4434
esci,bge_base,full,20,exhaustive_target minus 7,query_macro,from_original_always_in,0.0025112496054379,0.0006680026720106,0.0049573322469114,499,4434
esci,bge_base,full,20,exhaustive_target minus 7,query_macro,from_original_always_out,0.0045997673001681,0.0012835618581485,0.0097665316897531,499,4434
esci,bge_base,full,20,exhaustive_target minus 7,pair_micro,incremental_crossing,0.0047361299052774,0.0029017210000637,0.0068107992731189,499,4434
esci,bge_base,full,20,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0015787099684258,0.0004726903272271,0.002880583210756,499,4434
esci,bge_base,full,20,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0031574199368516,0.0016351319785096,0.0048701388549462,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,query_macro,incremental_crossing,0.000866558106037,0.0002173659488288,0.0017323604779767,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,query_macro,from_original_always_in,0.0003118773158853,0.0,0.0007651520990699,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,query_macro,from_original_always_out,0.0005546807901517,0.0,0.0012882908674491,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,pair_micro,incremental_crossing,0.0013531799729364,0.0004415937138036,0.0025357307514983,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0006765899864682,0.0,0.0015490409943176,499,4434
esci,bge_base,full,100,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0006765899864682,0.0,0.0015569568242037,499,4434
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,query_macro,incremental_crossing,0.0078146805542379,0.0035083987065284,0.013586185681758,488,3587
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,query_macro,from_original_always_in,0.0025126854020296,0.0005122950819672,0.0050253708040593,488,3587
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,query_macro,from_original_always_out,0.0053019951522083,0.001712541009634,0.0106726567202922,488,3587
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,pair_micro,incremental_crossing,0.0055756899916364,0.0033342132202325,0.0080960639906685,488,3587
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0016727069974909,0.0005392289026691,0.0031573131328713,488,3587
esci,bge_base,common_all_fitting,20,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0039029829941455,0.0020149393522024,0.0060052415339621,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,query_macro,incremental_crossing,0.0010011647050581,0.0002561475409836,0.0019699278408294,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,query_macro,from_original_always_in,0.0003739316239316,0.0,0.0008617065994115,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,query_macro,from_original_always_out,0.0006272330811265,0.0,0.0014974779319041,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,pair_micro,incremental_crossing,0.0016727069974909,0.0005437737901033,0.0030951041080472,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,pair_micro,from_original_always_in,0.0008363534987454,0.0,0.0019173092075293,488,3587
esci,bge_base,common_all_fitting,100,exhaustive_target minus 7,pair_micro,from_original_always_out,0.0008363534987454,0.0,0.0019183337900794,488,3587
