dataset,model,family,rule,K,aggregation,reference_state,control_state,cell_fraction,ci_low,ci_high,eligible_queries,highest_pairs,cell_pairs,reference_state_pairs,queries_with_reference_state,conditional_inclusion,conditional_ci_low,conditional_ci_high,conditional_weighting,bootstrap_seed,bootstrap_draws,interval
wands,minilm,dense,lexical_ascending,20,query_macro,persistent_inclusion,included,0.20718356724079665,0.1736027930668993,0.24261800746847037,308,21299,1113,1148,228,0.9889308120707537,0.9830329623433743,0.9936767995832843,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,lexical_descending,100,pair_micro,persistent_inclusion,included,0.22540964364524155,0.18697590927627367,0.27196619338841993,308,21299,4801,4915,269,0.9768056968463886,0.9709254334415868,0.9820866876248678,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,lexical_descending,100,pair_micro,persistent_inclusion,omitted,0.0053523639607493305,0.0041853068597970675,0.00667384786350066,308,21299,114,4915,269,0.9768056968463886,0.9709254334415868,0.9820866876248678,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,lexical_descending,100,pair_micro,crossing,included,0.11150758251561106,0.09957955786058237,0.1251526665581744,308,21299,2375,5193,229,0.45734642788368957,0.43387661064977284,0.48120308516023635,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,lexical_descending,100,pair_micro,crossing,omitted,0.13230668106483873,0.12174675914040933,0.14434185311879766,308,21299,2818,5193,229,0.45734642788368957,0.43387661064977284,0.48120308516023635,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,lexical_descending,100,pair_micro,persistent_omission,included,0.00755904033053195,0.0061016412685906615,0.009075261068487899,308,21299,161,11191,227,0.014386560629076936,0.01128516100097094,0.01813549049495567,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,lexical_descending,100,pair_micro,persistent_omission,omitted,0.5178646884830274,0.45822378787212903,0.5699785792960471,308,21299,11030,11191,227,0.014386560629076936,0.01128516100097094,0.01813549049495567,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,query_macro,persistent_inclusion,included,0.20316925771462427,0.1698400046807744,0.23765901901223704,308,21299,1098,1148,228,0.9697696670412973,0.933260202011146,0.990052778071375,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,query_macro,persistent_inclusion,omitted,0.006333333075289963,0.002072366391730638,0.013855810225667045,308,21299,50,1148,228,0.9697696670412973,0.933260202011146,0.990052778071375,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,query_macro,crossing,included,0.08330353213357386,0.06859314356001128,0.10013340158416215,308,21299,1064,2763,239,0.4254655894098224,0.36687503492463885,0.48543474912245627,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,query_macro,crossing,omitted,0.11249028576161,0.09580541385267773,0.13076158486039377,308,21299,1699,2763,239,0.4254655894098224,0.36687503492463885,0.48543474912245627,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,query_macro,persistent_omission,included,0.005736670024039453,0.003177529428966191,0.009618375600097194,308,21299,106,17388,257,0.00964626766647828,0.005357445807518702,0.01615254944656413,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,query_macro,persistent_omission,omitted,0.5889669212908625,0.5507369464102558,0.6263327771771301,308,21299,17282,17388,257,0.00964626766647828,0.005357445807518702,0.01615254944656413,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,pair_micro,persistent_inclusion,included,0.051551716043006714,0.041474945793836544,0.06409637796323288,308,21299,1098,1148,228,0.9564459930313589,0.943650126156434,0.9679655932538238,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,pair_micro,persistent_inclusion,omitted,0.0023475280529602328,0.0016448061977109836,0.00321443927414414,308,21299,50,1148,228,0.9564459930313589,0.943650126156434,0.9679655932538238,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,pair_micro,crossing,included,0.049955396966993755,0.04262835451568551,0.058979127275423565,308,21299,1064,2763,239,0.3850886717336229,0.364753786935074,0.40633250772496915,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,pair_micro,crossing,omitted,0.07976900323958871,0.07059759965663828,0.09060218131920664,308,21299,1699,2763,239,0.3850886717336229,0.364753786935074,0.40633250772496915,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,pair_micro,persistent_omission,included,0.004976759472275694,0.00394837041534977,0.006119729823932819,308,21299,106,17388,257,0.006096158270071313,0.0047693384099855695,0.00765421161035795,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,20,pair_micro,persistent_omission,omitted,0.8113995962251749,0.7812204507381086,0.8363897513127218,308,21299,17282,17388,257,0.006096158270071313,0.0047693384099855695,0.00765421161035795,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,query_macro,persistent_inclusion,included,0.4482531168269196,0.4080037690569655,0.4908535007073203,308,21299,4802,4915,269,0.9927848096174996,0.9901332627164282,0.9950353886157473,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,query_macro,persistent_inclusion,omitted,0.0032577367684559332,0.0022776375496543666,0.0043588641093898605,308,21299,113,4915,269,0.9927848096174996,0.9901332627164282,0.9950353886157473,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,query_macro,crossing,included,0.11526122304621568,0.10063492204150788,0.1312237142177666,308,21299,2407,5193,229,0.5264548558742057,0.48215019922040175,0.5706071548740926,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,query_macro,crossing,omitted,0.10367725146897971,0.08948187431441651,0.11868468942946019,308,21299,2786,5193,229,0.5264548558742057,0.48215019922040175,0.5706071548740926,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,query_macro,persistent_omission,included,0.008353708213704613,0.003793301502445012,0.016170382015794092,308,21299,163,11191,227,0.0253487822246269,0.011582839838735004,0.048870075336846786,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,query_macro,persistent_omission,omitted,0.3211969636757247,0.28674199455944765,0.35629008982690535,308,21299,11028,11191,227,0.0253487822246269,0.011582839838735004,0.048870075336846786,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,pair_micro,persistent_inclusion,included,0.22545659420630076,0.18680429563869178,0.27211033701890114,308,21299,4802,4915,269,0.9770091556459817,0.9705481584085888,0.9829075901245647,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,pair_micro,persistent_inclusion,omitted,0.005305413399690127,0.003977508826811697,0.006842140039545721,308,21299,113,4915,269,0.9770091556459817,0.9705481584085888,0.9829075901245647,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,pair_micro,crossing,included,0.11301000046950561,0.10146227237323907,0.12629721440527314,308,21299,2407,5193,229,0.46350856922780664,0.44252852579552077,0.486027665159936,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,pair_micro,crossing,omitted,0.13080426311094417,0.11997655862489055,0.14266474866173448,308,21299,2786,5193,229,0.46350856922780664,0.44252852579552077,0.486027665159936,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,pair_micro,persistent_omission,included,0.007652941452650359,0.006049690139543254,0.009329770567393895,308,21299,163,11191,227,0.014565275667947459,0.011418092774026832,0.018270142863051113,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,dense,field_priority_type,100,pair_micro,persistent_omission,omitted,0.517770787360909,0.4584122605862247,0.5696089512860291,308,21299,11028,11191,227,0.014565275667947459,0.011418092774026832,0.018270142863051113,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,query_macro,persistent_inclusion,included,0.29273095029612844,0.25489559253523475,0.33238974989909914,308,21299,1658,1684,269,0.9927449865671669,0.9871148967315565,0.996820557226618,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,query_macro,persistent_inclusion,omitted,0.0021392875364177745,0.0009428161156734423,0.003724258379773395,308,21299,26,1684,269,0.9927449865671669,0.9871148967315565,0.996820557226618,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,query_macro,crossing,included,0.06774349967486061,0.054708006027876156,0.08269850205173727,308,21299,877,2081,222,0.49442493060285314,0.43222355826818504,0.5545884478916066,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,query_macro,crossing,omitted,0.06927123296060918,0.059112018291084416,0.08071332202784995,308,21299,1204,2081,222,0.49442493060285314,0.43222355826818504,0.5545884478916066,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,query_macro,persistent_omission,included,0.00416159083614671,0.0016558619876710407,0.008151987098883054,308,21299,59,17534,249,0.007325260941565037,0.002906239399662369,0.014279907267180337,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,query_macro,persistent_omission,omitted,0.5639534386958373,0.5245900238863718,0.6020113799265228,308,21299,17475,17534,249,0.007325260941565037,0.002906239399662369,0.014279907267180337,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,pair_micro,persistent_inclusion,included,0.07784403023616132,0.06376673618511705,0.09547040276515412,308,21299,1658,1684,269,0.9845605700712589,0.9781287970838396,0.9902747015012806,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,pair_micro,persistent_inclusion,omitted,0.0012207145875393211,0.0007524762339026872,0.0017900662511247851,308,21299,26,1684,269,0.9845605700712589,0.9781287970838396,0.9902747015012806,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,pair_micro,crossing,included,0.04117564204892248,0.03516104502422459,0.04847823961039596,308,21299,877,2081,222,0.4214320038443056,0.40391332211480224,0.43974745062117515,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,pair_micro,crossing,omitted,0.05652847551528241,0.04917302570693305,0.06534178223071735,308,21299,1204,2081,222,0.4214320038443056,0.40391332211480224,0.43974745062117515,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,pair_micro,persistent_omission,included,0.002770083102493075,0.0020449711952139826,0.003611924156698398,308,21299,59,17534,249,0.003364891068780655,0.0024582937125416315,0.00446383568494754,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,20,pair_micro,persistent_omission,omitted,0.8204610545096014,0.789037844969913,0.8462254576247943,308,21299,17475,17534,249,0.003364891068780655,0.0024582937125416315,0.00446383568494754,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,query_macro,persistent_inclusion,included,0.6002009025894304,0.5589243043860123,0.6407015689886042,308,21299,6828,6882,293,0.9976967420438483,0.9965950004180221,0.9986307665719999,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,query_macro,persistent_inclusion,omitted,0.0013856089189452107,0.0008379517236855454,0.0020153044971520477,308,21299,54,6882,293,0.9976967420438483,0.9965950004180221,0.9986307665719999,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,query_macro,crossing,included,0.05349433830877897,0.043753581849599224,0.06436524016168788,308,21299,1365,3255,180,0.48281804811100837,0.4302192301118675,0.5370042214542944,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,query_macro,crossing,omitted,0.05730172351631604,0.048352440529470436,0.0670892359906603,308,21299,1890,3255,180,0.48281804811100837,0.4302192301118675,0.5370042214542944,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,query_macro,persistent_omission,included,0.002405420557795271,0.0015075529057657993,0.0036630402816538996,308,21299,107,11162,198,0.008363264304510214,0.005289958450608238,0.01288889428667456,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,query_macro,persistent_omission,omitted,0.28521200610873415,0.2510912553576993,0.3200314640855586,308,21299,11055,11162,198,0.008363264304510214,0.005289958450608238,0.01288889428667456,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,pair_micro,persistent_inclusion,included,0.3205784309122494,0.2705771747387504,0.38056900278307915,308,21299,6828,6882,293,0.992153443766347,0.9895405375311096,0.9945578340170895,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,pair_micro,persistent_inclusion,omitted,0.0025353302971970514,0.0017450060431059428,0.0034412923560621003,308,21299,54,6882,293,0.992153443766347,0.9895405375311096,0.9945578340170895,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,pair_micro,crossing,included,0.06408751584581436,0.05661579888229666,0.07227109253487765,308,21299,1365,3255,180,0.41935483870967744,0.3971742316770954,0.4417075051162844,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,pair_micro,crossing,omitted,0.0887365604018968,0.08018119372343795,0.09810733663709187,308,21299,1890,3255,180,0.41935483870967744,0.3971742316770954,0.4417075051162844,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,pair_micro,persistent_omission,included,0.005023710033334898,0.003640305277746537,0.006689341698158393,308,21299,107,11162,198,0.009586095681777458,0.006951890300754681,0.012805151274258653,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_ascending,100,pair_micro,persistent_omission,omitted,0.5190384525095075,0.4525385268430045,0.5763223274252905,308,21299,11055,11162,198,0.009586095681777458,0.006951890300754681,0.012805151274258653,pair-micro conditional ratio,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_descending,20,query_macro,persistent_inclusion,included,0.2921312378979494,0.2544766565975558,0.3317187743112508,308,21299,1640,1684,269,0.9907111685644168,0.9857440974169844,0.9945094424767277,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
wands,minilm,hybrid,lexical_descending,20,query_macro,persistent_inclusion,omitted,0.002738999934596871,0.0016320239636459805,0.004115496066364541,308,21299,44,1684,269,0.9907111685644168,0.9857440974169844,0.9945094424767277,ratio of query-macro cell masses,2026091701,10000,95% paired query cluster; uncorrected
