method,reference,split,mode,metric,delta_pp,ci_low_pp,ci_high_pp,queries,draws,bootstrap_seed,correction
S1_s42,Set-Attention_s42,dev,catalog,Recall@100,-12.031341747929119,-26.48628548678829,-0.0036197015570940145,17,10000,20260963,none
S1_s42,Set-Attention_s42,dev,catalog,VI@20,0.0,0.0,0.0,17,10000,20260963,none
S1_s42,Set-Attention_s42,dev,catalog,VI@100,0.0,0.0,0.0,17,10000,20260963,none
S1_s42,Set-Attention_s42,dev,catalog,Robust@100,-12.031341747929119,-26.48628548678829,-0.0036197015570940145,17,10000,20260963,none
S1_s42,Set-Attention_s42,dev,catalog,Never@100,12.031341747929119,0.00361970155709341,26.486285486788276,17,10000,20260963,none
S2_s42,Original,dev,catalog,Recall@20,-7.478618593568734,-15.038626463285848,-1.4559827091595083,17,10000,20260963,none
S2_s42,Original,dev,catalog,Recall@100,-3.675301853234112,-11.60497701205832,2.6268892811257074,17,10000,20260963,none
S2_s42,Original,dev,catalog,VI@20,-12.02300075790542,-21.302292937185225,-5.2915131259895105,17,10000,20260963,none
S2_s42,Original,dev,catalog,VI@100,-12.223102433704357,-19.771842010911662,-5.544878439784464,17,10000,20260963,none
S2_s42,Original,dev,catalog,Robust@100,2.8626903130731263,-4.456071183336702,10.389032244645165,17,10000,20260963,none
S2_s42,Original,dev,catalog,Never@100,9.360412120631228,1.887092414742258,19.78957189195664,17,10000,20260963,none
S2_s42,Canonical,dev,catalog,Recall@20,-7.533567448643586,-15.124955467970688,-1.504913428471212,17,10000,20260963,none
S2_s42,Canonical,dev,catalog,Recall@100,-4.091102945404486,-10.176266544223346,0.9017669298183314,17,10000,20260963,none
S2_s42,Canonical,dev,catalog,VI@20,0.0,0.0,0.0,17,10000,20260963,none
S2_s42,Canonical,dev,catalog,VI@100,0.0,0.0,0.0,17,10000,20260963,none
S2_s42,Canonical,dev,catalog,Robust@100,-4.091102945404486,-10.176266544223346,0.9017669298183314,17,10000,20260963,none
S2_s42,Canonical,dev,catalog,Never@100,4.091102945404486,-0.9017669298183308,10.17626654422334,17,10000,20260963,none
S2_s42,Set-Mean,dev,catalog,Recall@20,-3.423419732149234,-11.778838397135182,3.8016930627168306,17,10000,20260963,none
S2_s42,Set-Mean,dev,catalog,Recall@100,-5.668909035871362,-14.570210279805815,2.3368991656113134,17,10000,20260963,none
S2_s42,Set-Mean,dev,catalog,VI@20,0.0,0.0,0.0,17,10000,20260963,none
S2_s42,Set-Mean,dev,catalog,VI@100,0.0,0.0,0.0,17,10000,20260963,none
S2_s42,Set-Mean,dev,catalog,Robust@100,-5.668909035871362,-14.570210279805815,2.3368991656113134,17,10000,20260963,none
S2_s42,Set-Mean,dev,catalog,Never@100,5.668909035871364,-2.336899165611317,14.570210279805815,17,10000,20260963,none
S2_s42,Set-Attention_s42,dev,catalog,Recall@20,-2.6544847071588458,-10.960692565796371,4.413875335649255,17,10000,20260963,none
S2_s42,Set-Attention_s42,dev,catalog,Recall@100,-5.438228528374246,-14.116314535504367,2.466997166591038,17,10000,20260963,none
S2_s42,Set-Attention_s42,dev,catalog,VI@20,0.0,0.0,0.0,17,10000,20260963,none
S2_s42,Set-Attention_s42,dev,catalog,VI@100,0.0,0.0,0.0,17,10000,20260963,none
S2_s42,Set-Attention_s42,dev,catalog,Robust@100,-5.438228528374246,-14.116314535504367,2.466997166591038,17,10000,20260963,none
S2_s42,Set-Attention_s42,dev,catalog,Never@100,5.438228528374248,-2.466997166591039,14.116314535504374,17,10000,20260963,none
S3_s42,Original,dev,catalog,Recall@20,-3.360365295582099,-9.998612218596135,2.042350008238239,17,10000,20260963,none
S3_s42,Original,dev,catalog,Recall@100,-0.6667785560984705,-6.894745434830823,4.2382490100384755,17,10000,20260963,none
S3_s42,Original,dev,catalog,VI@20,-12.02300075790542,-21.302292937185225,-5.2915131259895105,17,10000,20260963,none
S3_s42,Original,dev,catalog,VI@100,-12.223102433704357,-19.771842010911662,-5.544878439784464,17,10000,20260963,none
S3_s42,Original,dev,catalog,Robust@100,5.871213610208767,-0.3790108390315934,12.26387736601567,17,10000,20260963,none
S3_s42,Original,dev,catalog,Never@100,6.351888823495589,0.5072666896670697,14.814455668415375,17,10000,20260963,none
S3_s42,Canonical,dev,catalog,Recall@20,-3.4153141506569504,-10.772293426899676,2.2972954756870596,17,10000,20260963,none
S3_s42,Canonical,dev,catalog,Recall@100,-1.0825796482688443,-5.493358633776091,2.4606511082693947,17,10000,20260963,none
S3_s42,Canonical,dev,catalog,VI@20,0.0,0.0,0.0,17,10000,20260963,none
S3_s42,Canonical,dev,catalog,VI@100,0.0,0.0,0.0,17,10000,20260963,none
S3_s42,Canonical,dev,catalog,Robust@100,-1.0825796482688443,-5.493358633776091,2.4606511082693947,17,10000,20260963,none
S3_s42,Canonical,dev,catalog,Never@100,1.0825796482688441,-2.4606511082693956,5.493358633776091,17,10000,20260963,none
S3_s42,Set-Mean,dev,catalog,Recall@20,0.694833565837402,-2.227272727272727,4.410151587809037,17,10000,20260963,none
S3_s42,Set-Mean,dev,catalog,Recall@100,-2.6603857387357213,-9.394463667820068,4.013480392156863,17,10000,20260963,none
S3_s42,Set-Mean,dev,catalog,VI@20,0.0,0.0,0.0,17,10000,20260963,none
S3_s42,Set-Mean,dev,catalog,VI@100,0.0,0.0,0.0,17,10000,20260963,none
S3_s42,Set-Mean,dev,catalog,Robust@100,-2.6603857387357213,-9.394463667820068,4.013480392156863,17,10000,20260963,none
S3_s42,Set-Mean,dev,catalog,Never@100,2.660385738735722,-4.013480392156862,9.394463667820071,17,10000,20260963,none
S3_s42,Set-Attention_s42,dev,catalog,Recall@20,1.4637685908277906,-1.7631337516696983,5.284478111945391,17,10000,20260963,none
S3_s42,Set-Attention_s42,dev,catalog,Recall@100,-2.4297052312386045,-9.028989761227072,4.043406072106262,17,10000,20260963,none
S3_s42,Set-Attention_s42,dev,catalog,VI@20,0.0,0.0,0.0,17,10000,20260963,none
S3_s42,Set-Attention_s42,dev,catalog,VI@100,0.0,0.0,0.0,17,10000,20260963,none
S3_s42,Set-Attention_s42,dev,catalog,Robust@100,-2.4297052312386045,-9.028989761227072,4.043406072106262,17,10000,20260963,none
S3_s42,Set-Attention_s42,dev,catalog,Never@100,2.429705231238606,-4.043406072106262,9.02898976122707,17,10000,20260963,none
S4_s42,Original,dev,catalog,Recall@20,-3.2565260565204146,-9.903091650129788,2.0249861296045184,17,10000,20260963,none
S4_s42,Original,dev,catalog,Recall@100,0.24045474235925257,-4.712427671495542,4.446365384496903,17,10000,20260963,none
S4_s42,Original,dev,catalog,VI@20,-12.02300075790542,-21.302292937185225,-5.2915131259895105,17,10000,20260963,none
S4_s42,Original,dev,catalog,VI@100,-12.223102433704357,-19.771842010911662,-5.544878439784464,17,10000,20260963,none
S4_s42,Original,dev,catalog,Robust@100,6.778446908666489,0.9187866572361724,12.771850454763467,17,10000,20260963,none
S4_s42,Original,dev,catalog,Never@100,5.444655525037865,0.40335501769718496,12.51222899215534,17,10000,20260963,none
S4_s42,Canonical,dev,catalog,Recall@20,-3.3114749115952655,-10.637351892628708,2.292764412592907,17,10000,20260963,none
S4_s42,Canonical,dev,catalog,Recall@100,-0.17534634981112132,-3.6628937686096994,2.7627006675741828,17,10000,20260963,none
S4_s42,Canonical,dev,catalog,VI@20,0.0,0.0,0.0,17,10000,20260963,none
S4_s42,Canonical,dev,catalog,VI@100,0.0,0.0,0.0,17,10000,20260963,none
S4_s42,Canonical,dev,catalog,Robust@100,-0.17534634981112132,-3.6628937686096994,2.7627006675741828,17,10000,20260963,none
S4_s42,Canonical,dev,catalog,Never@100,0.17534634981112115,-2.7627006675741828,3.6628937686097,17,10000,20260963,none
S4_s42,Set-Mean,dev,catalog,Recall@20,0.798672804899086,-2.0520416001811275,4.468000690012076,17,10000,20260963,none
S4_s42,Set-Mean,dev,catalog,Recall@100,-1.7531524402779983,-7.60469094054734,4.353632243251751,17,10000,20260963,none
S4_s42,Set-Mean,dev,catalog,VI@20,0.0,0.0,0.0,17,10000,20260963,none
S4_s42,Set-Mean,dev,catalog,VI@100,0.0,0.0,0.0,17,10000,20260963,none
S4_s42,Set-Mean,dev,catalog,Robust@100,-1.7531524402779983,-7.60469094054734,4.353632243251751,17,10000,20260963,none
S4_s42,Set-Mean,dev,catalog,Never@100,1.7531524402779992,-4.353632243251758,7.604690940547343,17,10000,20260963,none
S4_s42,Set-Attention_s42,dev,catalog,Recall@20,1.5676078298894751,-1.560634590019234,5.331296952108425,17,10000,20260963,none
S4_s42,Set-Attention_s42,dev,catalog,Recall@100,-1.522471932780882,-7.1041019872259525,4.4081876901595765,17,10000,20260963,none
S4_s42,Set-Attention_s42,dev,catalog,VI@20,0.0,0.0,0.0,17,10000,20260963,none
S4_s42,Set-Attention_s42,dev,catalog,VI@100,0.0,0.0,0.0,17,10000,20260963,none
S4_s42,Set-Attention_s42,dev,catalog,Robust@100,-1.522471932780882,-7.1041019872259525,4.4081876901595765,17,10000,20260963,none
S4_s42,Set-Attention_s42,dev,catalog,Never@100,1.5224719327808829,-4.408187690159577,7.1041019872259525,17,10000,20260963,none
S2_s42,S1_s42,dev,catalog,Recall@100,6.593113219554872,-1.190115955705695,19.44586637688034,17,10000,20260963,none
S3_s42,S4_s42,dev,catalog,Recall@100,-0.9072332984577227,-2.5348866905952097,0.1336898395721924,17,10000,20260963,none
S3_s42,S2_s42,dev,catalog,Recall@100,3.0085232971356413,-1.373808416647291,7.533492232483553,17,10000,20260963,none
S4_s42,S2_s42,dev,catalog,Recall@100,3.9157565955933635,-0.9080501826980493,9.158304170598722,17,10000,20260963,none
S1_s42,Original,test,catalog,Recall@20,-6.158494395681672,-8.190234770744553,-4.30219494637311,308,10000,20260963,none
S1_s42,Original,test,catalog,Recall@100,-8.522843727249702,-10.726532049386424,-6.388845677699376,308,10000,20260963,none
S1_s42,Original,test,catalog,VI@20,-11.931807342696619,-13.719733700792364,-10.292033120349926,308,10000,20260963,none
S1_s42,Original,test,catalog,VI@100,-12.30487480542735,-14.29184706421998,-10.48182585198896,308,10000,20260963,none
S1_s42,Original,test,catalog,Robust@100,-2.0828614677454786,-4.311660982543028,0.21929157575300784,308,10000,20260963,none
S1_s42,Original,test,catalog,Never@100,14.387736273172827,12.23921191693728,16.609604794645236,308,10000,20260963,none
S1_s42,Canonical,test,catalog,Recall@20,-6.192934217689405,-8.315120477511925,-4.296051122021824,308,10000,20260963,none
S1_s42,Canonical,test,catalog,Recall@100,-8.139468269686544,-10.231598690772682,-6.083587841725109,308,10000,20260963,none
S1_s42,Canonical,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S1_s42,Canonical,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S1_s42,Canonical,test,catalog,Robust@100,-8.139468269686544,-10.231598690772682,-6.083587841725109,308,10000,20260963,none
S1_s42,Canonical,test,catalog,Never@100,8.139468269686544,6.08358784172511,10.231598690772683,308,10000,20260963,none
S1_s42,Set-Mean,test,catalog,Recall@20,-5.421482237682341,-7.331981785152062,-3.753282304765148,308,10000,20260963,none
S1_s42,Set-Mean,test,catalog,Recall@100,-6.722625609781409,-8.412722094410324,-5.062765472784222,308,10000,20260963,none
S1_s42,Set-Mean,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S1_s42,Set-Mean,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S1_s42,Set-Mean,test,catalog,Robust@100,-6.722625609781409,-8.412722094410324,-5.062765472784222,308,10000,20260963,none
S1_s42,Set-Mean,test,catalog,Never@100,6.722625609781412,5.062765472784222,8.412722094410324,308,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog,Recall@20,-5.3632252907231015,-7.325162975842137,-3.5866839311775847,308,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog,Recall@100,-7.075502225075063,-8.816404695023259,-5.376365132860327,308,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog,Robust@100,-7.075502225075063,-8.816404695023259,-5.376365132860327,308,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog,Never@100,7.075502225075063,5.376365132860327,8.816404695023257,308,10000,20260963,none
S2_s42,Original,test,catalog,Recall@20,-10.779133619311592,-13.453967918234284,-8.343835814728862,308,10000,20260963,none
S2_s42,Original,test,catalog,Recall@100,-14.773843625023073,-17.40586891680772,-12.22846810776104,308,10000,20260963,none
S2_s42,Original,test,catalog,VI@20,-11.931807342696619,-13.719733700792364,-10.292033120349926,308,10000,20260963,none
S2_s42,Original,test,catalog,VI@100,-12.30487480542735,-14.29184706421998,-10.48182585198896,308,10000,20260963,none
S2_s42,Original,test,catalog,Robust@100,-8.333861365518851,-10.881481901067417,-5.841320825388493,308,10000,20260963,none
S2_s42,Original,test,catalog,Never@100,20.6387361709462,17.98352905585788,23.46145387844019,308,10000,20260963,none
S2_s42,Canonical,test,catalog,Recall@20,-10.813573441319326,-13.568749951034286,-8.31801386606054,308,10000,20260963,none
S2_s42,Canonical,test,catalog,Recall@100,-14.390468167459916,-17.15371174757623,-11.766279356017412,308,10000,20260963,none
S2_s42,Canonical,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S2_s42,Canonical,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S2_s42,Canonical,test,catalog,Robust@100,-14.390468167459916,-17.15371174757623,-11.766279356017412,308,10000,20260963,none
S2_s42,Canonical,test,catalog,Never@100,14.390468167459916,11.766279356017412,17.153711747576224,308,10000,20260963,none
S2_s42,Set-Mean,test,catalog,Recall@20,-10.042121461312261,-12.663022437875568,-7.601291333748169,308,10000,20260963,none
S2_s42,Set-Mean,test,catalog,Recall@100,-12.973625507554784,-15.414071334899798,-10.707623568296494,308,10000,20260963,none
S2_s42,Set-Mean,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S2_s42,Set-Mean,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S2_s42,Set-Mean,test,catalog,Robust@100,-12.973625507554784,-15.414071334899798,-10.707623568296494,308,10000,20260963,none
S2_s42,Set-Mean,test,catalog,Never@100,12.973625507554784,10.707623568296494,15.414071334899798,308,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog,Recall@20,-9.983864514353021,-12.63600227906297,-7.513851538096891,308,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog,Recall@100,-13.326502122848435,-15.807768605238955,-11.084481559682654,308,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog,Robust@100,-13.326502122848435,-15.807768605238955,-11.084481559682654,308,10000,20260963,none
S2_s42,Set-Attention_s42,test,catalog,Never@100,13.326502122848435,11.084481559682656,15.807768605238955,308,10000,20260963,none
S3_s42,Original,test,catalog,Recall@20,-2.5875085871851047,-4.155717178009564,-1.144708486828451,308,10000,20260963,none
S3_s42,Original,test,catalog,Recall@100,-4.55257414526747,-6.096396918690312,-3.0646934924637135,308,10000,20260963,none
S3_s42,Original,test,catalog,VI@20,-11.931807342696619,-13.719733700792364,-10.292033120349926,308,10000,20260963,none
S3_s42,Original,test,catalog,VI@100,-12.30487480542735,-14.29184706421998,-10.48182585198896,308,10000,20260963,none
S3_s42,Original,test,catalog,Robust@100,1.8874081142367525,0.35529261188358113,3.5061186265885906,308,10000,20260963,none
S3_s42,Original,test,catalog,Never@100,10.417466691190597,8.575069977730585,12.39127419301938,308,10000,20260963,none
S3_s42,Canonical,test,catalog,Recall@20,-2.6219484091928384,-4.219946192877052,-1.1611563866191958,308,10000,20260963,none
S3_s42,Canonical,test,catalog,Recall@100,-4.169198687704314,-5.722247991958432,-2.6821713783663785,308,10000,20260963,none
S3_s42,Canonical,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Canonical,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Canonical,test,catalog,Robust@100,-4.169198687704314,-5.722247991958432,-2.6821713783663785,308,10000,20260963,none
S3_s42,Canonical,test,catalog,Never@100,4.169198687704314,2.6821713783663785,5.722247991958432,308,10000,20260963,none
S3_s42,Set-Mean,test,catalog,Recall@20,-1.8504964291857742,-3.1799423550265384,-0.6736669487668933,308,10000,20260963,none
S3_s42,Set-Mean,test,catalog,Recall@100,-2.7523560277991796,-3.843870029644479,-1.779645408416455,308,10000,20260963,none
S3_s42,Set-Mean,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Set-Mean,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Set-Mean,test,catalog,Robust@100,-2.7523560277991796,-3.843870029644479,-1.779645408416455,308,10000,20260963,none
S3_s42,Set-Mean,test,catalog,Never@100,2.752356027799181,1.7796454084164546,3.8438700296444783,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog,Recall@20,-1.7922394822265368,-3.069342065972106,-0.6710350295099943,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog,Recall@100,-3.105232643092833,-4.260394418932475,-2.0639419784003876,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog,Robust@100,-3.105232643092833,-4.260394418932475,-2.0639419784003876,308,10000,20260963,none
S3_s42,Set-Attention_s42,test,catalog,Never@100,3.105232643092833,2.0639419784003876,4.260394418932474,308,10000,20260963,none
S4_s42,Original,test,catalog,Recall@20,-2.6057013050048,-4.278447194989688,-1.0706464326849285,308,10000,20260963,none
S4_s42,Original,test,catalog,Recall@100,-2.8255571369866637,-4.31387540598081,-1.3251414172851594,308,10000,20260963,none
S4_s42,Original,test,catalog,VI@20,-11.931807342696619,-13.719733700792364,-10.292033120349926,308,10000,20260963,none
S4_s42,Original,test,catalog,VI@100,-12.30487480542735,-14.29184706421998,-10.48182585198896,308,10000,20260963,none
S4_s42,Original,test,catalog,Robust@100,3.614425122517558,1.940698379494234,5.43309034746038,308,10000,20260963,none
S4_s42,Original,test,catalog,Never@100,8.69044968290979,6.986370467963403,10.517580593175337,308,10000,20260963,none
S4_s42,Canonical,test,catalog,Recall@20,-2.6401411270125337,-4.413307594961015,-1.0536042373292616,308,10000,20260963,none
S4_s42,Canonical,test,catalog,Recall@100,-2.442181679423507,-4.096558262944299,-0.7305361374232534,308,10000,20260963,none
S4_s42,Canonical,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S4_s42,Canonical,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S4_s42,Canonical,test,catalog,Robust@100,-2.442181679423507,-4.096558262944299,-0.7305361374232534,308,10000,20260963,none
S4_s42,Canonical,test,catalog,Never@100,2.442181679423507,0.7305361374232534,4.0965582629443,308,10000,20260963,none
S4_s42,Set-Mean,test,catalog,Recall@20,-1.8686891470054694,-3.3689776681832324,-0.5544645866635908,308,10000,20260963,none
S4_s42,Set-Mean,test,catalog,Recall@100,-1.0253390195183738,-2.2208914028349893,0.2172840968962546,308,10000,20260963,none
S4_s42,Set-Mean,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S4_s42,Set-Mean,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S4_s42,Set-Mean,test,catalog,Robust@100,-1.0253390195183738,-2.2208914028349893,0.2172840968962546,308,10000,20260963,none
S4_s42,Set-Mean,test,catalog,Never@100,1.025339019518374,-0.2172840968962546,2.2208914028349884,308,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog,Recall@20,-1.8104322000462316,-3.2379626384762883,-0.5396242230784126,308,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog,Recall@100,-1.3782156348120267,-2.552615165479002,-0.18508222431478827,308,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog,VI@20,0.0,0.0,0.0,308,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog,VI@100,0.0,0.0,0.0,308,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog,Robust@100,-1.3782156348120267,-2.552615165479002,-0.18508222431478827,308,10000,20260963,none
S4_s42,Set-Attention_s42,test,catalog,Never@100,1.3782156348120265,0.18508222431478813,2.552615165479002,308,10000,20260963,none
S2_s42,S1_s42,test,catalog,Recall@100,-6.250999897773374,-8.542495136850931,-4.145105988577969,308,10000,20260963,none
S3_s42,S4_s42,test,catalog,Recall@100,-1.7270170082808063,-2.665716934856606,-0.9679651730961701,308,10000,20260963,none
S3_s42,S2_s42,test,catalog,Recall@100,10.221269479755604,8.027979386052603,12.54810240112012,308,10000,20260963,none
S4_s42,S2_s42,test,catalog,Recall@100,11.948286488036407,9.591285851070554,14.45113634232333,308,10000,20260963,none
S1_s42,Original,test,catalog_fully_fitting,Recall@20,0.7676019097870653,-2.0581081398664063,3.662225084783228,239,10000,20260963,none
S1_s42,Original,test,catalog_fully_fitting,Recall@100,-6.223525789304925,-9.408014349233815,-3.0201920162133007,239,10000,20260963,none
S1_s42,Original,test,catalog_fully_fitting,VI@20,-8.38461901045228,-10.213924384612987,-6.7241245929879065,239,10000,20260963,none
S1_s42,Original,test,catalog_fully_fitting,VI@100,-11.21575065915725,-13.791433590397686,-8.847862984813515,239,10000,20260963,none
S1_s42,Original,test,catalog_fully_fitting,Robust@100,-0.21845068783541535,-3.4822122392045074,3.2154109152983708,239,10000,20260963,none
S1_s42,Original,test,catalog_fully_fitting,Never@100,11.434201346992666,8.144782745181182,14.70724055648377,239,10000,20260963,none
S1_s42,Canonical,test,catalog_fully_fitting,Recall@20,0.5894237855523297,-2.2787287474342786,3.5771399506364925,239,10000,20260963,none
S1_s42,Canonical,test,catalog_fully_fitting,Recall@100,-6.102027860944177,-9.517747819379242,-2.7306487020154164,239,10000,20260963,none
S1_s42,Canonical,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S1_s42,Canonical,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S1_s42,Canonical,test,catalog_fully_fitting,Robust@100,-6.102027860944177,-9.517747819379242,-2.7306487020154164,239,10000,20260963,none
S1_s42,Canonical,test,catalog_fully_fitting,Never@100,6.102027860944177,2.7306487020154164,9.517747819379242,239,10000,20260963,none
S1_s42,Set-Mean,test,catalog_fully_fitting,Recall@20,-4.634755432430804,-7.037351254032618,-2.3459292642363008,239,10000,20260963,none
S1_s42,Set-Mean,test,catalog_fully_fitting,Recall@100,-9.464586883638043,-12.24712268458145,-6.77240722303456,239,10000,20260963,none
S1_s42,Set-Mean,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S1_s42,Set-Mean,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S1_s42,Set-Mean,test,catalog_fully_fitting,Robust@100,-9.464586883638043,-12.24712268458145,-6.77240722303456,239,10000,20260963,none
S1_s42,Set-Mean,test,catalog_fully_fitting,Never@100,9.464586883638043,6.772407223034558,12.24712268458145,239,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog_fully_fitting,Recall@20,-4.360133454841191,-6.96708219587053,-1.8437984498240214,239,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog_fully_fitting,Recall@100,-10.04994572055946,-12.980265699919466,-7.346258870074017,239,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog_fully_fitting,VI@100,0.0,0.0,0.0,239,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog_fully_fitting,Robust@100,-10.04994572055946,-12.980265699919466,-7.346258870074017,239,10000,20260963,none
S1_s42,Set-Attention_s42,test,catalog_fully_fitting,Never@100,10.04994572055946,7.346258870074017,12.980265699919471,239,10000,20260963,none
S2_s42,Original,test,catalog_fully_fitting,Recall@20,-0.6229655277828834,-3.555429342499795,2.3823739351796167,239,10000,20260963,none
S2_s42,Original,test,catalog_fully_fitting,Recall@100,-7.462662729078651,-10.973043188793243,-4.115245121297811,239,10000,20260963,none
S2_s42,Original,test,catalog_fully_fitting,VI@20,-8.38461901045228,-10.213924384612987,-6.7241245929879065,239,10000,20260963,none
S2_s42,Original,test,catalog_fully_fitting,VI@100,-11.21575065915725,-13.791433590397686,-8.847862984813515,239,10000,20260963,none
S2_s42,Original,test,catalog_fully_fitting,Robust@100,-1.4575876276091397,-5.116817284119934,2.1175231114096817,239,10000,20260963,none
S2_s42,Original,test,catalog_fully_fitting,Never@100,12.67333828676639,9.274099958412746,16.2762181322724,239,10000,20260963,none
S2_s42,Canonical,test,catalog_fully_fitting,Recall@20,-0.8011436520176191,-3.7260403410223124,2.228787849006122,239,10000,20260963,none
S2_s42,Canonical,test,catalog_fully_fitting,Recall@100,-7.3411648007179,-11.100039912556312,-3.7450491285160146,239,10000,20260963,none
S2_s42,Canonical,test,catalog_fully_fitting,VI@20,0.0,0.0,0.0,239,10000,20260963,none
