method,label,split,mode,seed,Params,pairs,queries,Recall@20,Recall@100,VI@20,VI@100,Robust@100,Never@100,worst_schedule@100,minimum_macro_schedule100,units,vectors_per_product,Inclusion@20,Inclusion@100,Delta R@100 vs Original,Delta R@100 vs Canonical,Delta Inclusion@100 vs Original,Delta Inclusion@100 vs Canonical
S2_s42,Set Transformer + Field-ID,test,catalog_fully_fitting,42.0,793088,6797,239,24.032154097793956,49.05336714286441,0.0,0.0,49.05336714286441,50.94663285713559,49.05336714286441,49.05336714286441,percent; deltas in percentage points,1,,,-7.462662729078652,-7.341164800717905,,
S3_s42,Circular Projection,test,catalog_fully_fitting,42.0,249878,6797,239,27.634475788963737,54.7700782722837,0.0,0.0,54.7700782722837,45.2299217277163,54.7700782722837,54.7700782722837,percent; deltas in percentage points,1,,,-1.7459515996593638,-1.6244536712986175,,
S4_s42,DeepSets,test,catalog_fully_fitting,42.0,593920,6797,239,28.232083387068634,56.19633676259882,0.0,0.0,56.19633676259882,43.80366323740119,56.19633676259882,56.19633676259882,percent; deltas in percentage points,1,,,-0.319693109344243,-0.19819518098349675,,
Original,Original,test,target,,0,21299,308,,,10.831734636745576,12.11189684063842,56.953345211020604,30.934757948340984,59.38997382544068,62.492717654564466,percent; deltas in percentage points,1,35.63693096715543,63.20576790684961,,,0.0,-0.031113506724047113
Canonical,Canonical,test,target,,0,21299,308,,,0.0,0.0,63.236881413573656,36.763118586426344,63.236881413573656,63.236881413573656,percent; deltas in percentage points,1,36.072423810213536,63.236881413573656,,,0.031113506724047113,0.0
Set-Mean,Set-Mean,test,target,,0,21299,308,,,0.0,0.0,61.82003875366853,38.17996124633148,61.82003875366853,61.82003875366853,percent; deltas in percentage points,1,35.30097183020647,61.82003875366853,,,-1.3857291531810816,-1.4168426599051287
Set-Attention_s42,Set-Attention,test,target,42.0,98561,21299,308,,,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; deltas in percentage points,1,35.24271488324723,62.17291536896218,,,-1.032852537887429,-1.063966044611476
S3_s42,Circular Projection,test,target,42.0,249878,21299,308,,,0.0,0.0,59.06768272586933,40.93231727413066,59.06768272586933,59.06768272586933,percent; deltas in percentage points,1,33.45047540102069,59.06768272586933,,,-4.138085180980276,-4.1691986877043234
Original,Original,test,target_fully_fitting,,0,6797,239,,,7.160400288974102,10.882648151908228,50.176695326735,38.940656521356765,51.75734820153338,54.49472001781215,percent; deltas in percentage points,1,24.352090868248318,55.74451331849614,,,0.0,-0.6500186250861759
Canonical,Canonical,test,target_fully_fitting,,0,6797,239,,,0.0,0.0,56.394531943582315,43.60546805641769,56.394531943582315,56.394531943582315,percent; deltas in percentage points,1,24.833297749811575,56.394531943582315,,,0.6500186250861759,0.0
Set-Mean,Set-Mean,test,target_fully_fitting,,0,6797,239,,,0.0,0.0,59.75709096627618,40.24290903372381,59.75709096627618,59.75709096627618,percent; deltas in percentage points,1,30.05747696779471,59.75709096627618,,,4.0125776477800414,3.3625590226938655
Set-Attention_s42,Set-Attention,test,target_fully_fitting,42.0,98561,6797,239,,,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; deltas in percentage points,1,29.78285499020509,60.342449803197596,,,4.5979364847014565,3.9479178596152806
S3_s42,Circular Projection,test,target_fully_fitting,42.0,249878,6797,239,,,0.0,0.0,54.7700782722837,45.2299217277163,54.7700782722837,54.7700782722837,percent; deltas in percentage points,1,27.634475788963737,54.7700782722837,,,-0.9744350462124416,-1.6244536712986175
