dataset,model,K,method,catalog_size,source_ids,view_budget,invariance_basis,reference,alternative_schedule,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,retained_fraction,retained_fraction_ci_low,retained_fraction_ci_high,newly_included_fraction,newly_included_fraction_ci_low,newly_included_fraction_ci_high,newly_omitted_fraction,newly_omitted_fraction_ci_low,newly_omitted_fraction_ci_high,absent_in_both_fraction,absent_in_both_fraction_ci_low,absent_in_both_fraction_ci_high,delta_recall,delta_recall_ci_low,delta_recall_ci_high,retained_count,newly_included_count,newly_omitted_count,absent_in_both_count,exact_cancellation_queries,all_query_denominator,changed_query_denominator,cancellation_all_fraction,cancellation_changed_fraction
wands,minilm,20,raw_seven,42994,phase2/results/phase2_pair_ranks/wands_minilm_native_C0.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C1.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s1.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s2.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s3.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s4.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s5.parquet,7,empirical seven raw schedules,raw_C0,C2s4,query_macro,308,21299,2026091701,10000,0.2596190104374597,0.22414300839109677,0.29752977142834086,0.038171485975396206,0.02852770111182064,0.050067156878897165,0.048466046325193884,0.03658412364951935,0.062490374845474476,0.6537434572619502,0.6151279206289954,0.6910874814507993,-0.010294560349797668,-0.027601011037972408,0.00626168871782652,1677,590,596,18436,64,308,196,0.2077922077922078,0.32653061224489793
wands,minilm,20,raw_seven,42994,phase2/results/phase2_pair_ranks/wands_minilm_native_C0.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C1.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s1.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s2.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s3.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s4.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s5.parquet,7,empirical seven raw schedules,raw_C0,C2s4,pair_micro,308,21299,2026091701,10000,0.0787360908962862,0.0652481815342833,0.09558836017811598,0.027700831024930747,0.024134945032682542,0.03198397773440078,0.027982534391285976,0.024183700081725837,0.032553299989013386,0.865580543687497,0.8411401149221455,0.8854578704990227,-0.00028170336635522796,-0.0022545370969594305,0.0015789352102677772,1677,590,596,18436,64,308,196,0.2077922077922078,0.32653061224489793
wands,minilm,20,raw_seven,42994,phase2/results/phase2_pair_ranks/wands_minilm_native_C0.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C1.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s1.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s2.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s3.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s4.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s5.parquet,7,empirical seven raw schedules,raw_C0,C2s5,query_macro,308,21299,2026091701,10000,0.25755650121565016,0.22130026308026063,0.2952314262780114,0.03863694383060008,0.030242773017621783,0.04892353652179834,0.05052855554700347,0.03858034918735175,0.06423561092831849,0.6532779994067464,0.6140793433026875,0.6903056958528676,-0.011891611716403393,-0.02796876842639305,0.003470170479831646,1683,587,590,18439,67,308,202,0.21753246753246752,0.3316831683168317
wands,minilm,20,raw_seven,42994,phase2/results/phase2_pair_ranks/wands_minilm_native_C0.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C1.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s1.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s2.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s3.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s4.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s5.parquet,7,empirical seven raw schedules,raw_C0,C2s5,pair_micro,308,21299,2026091701,10000,0.07901779426264144,0.0652980866202654,0.0962836074703164,0.027559979341753135,0.023764405033375367,0.03206982991357253,0.027700831024930747,0.023854651838362845,0.0323753939425302,0.8657213953706747,0.8412840737824462,0.8856708602901795,-0.00014085168317761398,-0.0019615073440050813,0.0016218162130384858,1683,587,590,18439,67,308,202,0.21753246753246752,0.3316831683168317
wands,minilm,20,raw_C0,42994,phase2/results/phase2_pair_ranks/wands_minilm_native_C0.parquet,1,single-order reference; seven-order VI not defined,raw_C0,C0,query_macro,308,21299,2026091701,10000,0.30808505676265363,0.2710145128159665,0.34671406905840585,0.0,0.0,0.0,0.0,0.0,0.0,0.6919149432373465,0.653285930941594,0.7289854871840333,0.0,0.0,0.0,2273,0,0,19026,0,308,0,0.0,
wands,minilm,20,raw_C0,42994,phase2/results/phase2_pair_ranks/wands_minilm_native_C0.parquet,1,single-order reference; seven-order VI not defined,raw_C0,C0,pair_micro,308,21299,2026091701,10000,0.10671862528757219,0.08996832229908648,0.12742355118701645,0.0,0.0,0.0,0.0,0.0,0.0,0.8932813747124279,0.8725764488129836,0.9100316777009135,0.0,0.0,0.0,2273,0,0,19026,0,308,0,0.0,
wands,minilm,20,lexical_ascending,42994,phase4/results/wands/minilm_canonical_raw_pairs.parquet,1,"structural; identical serialized input, one materialized index",raw_C0,C0,query_macro,308,21299,2026091701,10000,0.25003941037946315,0.21541885477248188,0.28664088207802385,0.03718747421423876,0.028562876850445274,0.04797315723184415,0.05804564638319048,0.043159237008997146,0.07475731302338329,0.6547274690231076,0.6151989945947794,0.692130312588055,-0.020858172168951725,-0.04026575872963174,-0.002213816642597201,1693,558,580,18468,65,308,205,0.21103896103896103,0.3170731707317073
wands,minilm,20,lexical_ascending,42994,phase4/results/wands/minilm_canonical_raw_pairs.parquet,1,"structural; identical serialized input, one materialized index",raw_C0,C0,pair_micro,308,21299,2026091701,10000,0.07948729987323348,0.06596210588578101,0.09651313355245396,0.026198413071036198,0.02236987985813033,0.030979171691585036,0.027231325414338703,0.023378268047431656,0.0318686022588086,0.8670829616413916,0.8422943190007469,0.8871585162426376,-0.0010329123433025025,-0.00331131828334386,0.0011866781956819375,1693,558,580,18468,65,308,205,0.21103896103896103,0.3170731707317073
wands,minilm,20,lexical_descending,42994,revision_evidence_20260917/experiments/wands_minilm_lexical_descending_pairs.parquet,1,"structural; identical serialized input, one materialized index",raw_C0,C0,query_macro,308,21299,2026091701,10000,0.2610909125449271,0.22526333108082397,0.298780828202279,0.03446919072423736,0.027561474632450532,0.0428320923098986,0.04699414421772649,0.036275524953260606,0.05967187858782477,0.657445752513109,0.6186389345361194,0.6947126898440049,-0.012524953493489132,-0.02692149899841894,0.0005992211095816741,1662,599,611,18427,61,308,199,0.19805194805194806,0.3065326633165829
wands,minilm,20,lexical_descending,42994,revision_evidence_20260917/experiments/wands_minilm_lexical_descending_pairs.parquet,1,"structural; identical serialized input, one materialized index",raw_C0,C0,pair_micro,308,21299,2026091701,10000,0.07803183248039815,0.06449725130488038,0.09491015981682427,0.02812338607446359,0.024253051193029083,0.03270834379175256,0.028686792807174046,0.024724103715446512,0.03352184135489629,0.8651579886379642,0.8406508743071817,0.8853024972094377,-0.0005634067327104559,-0.002504256499052286,0.001334872454093757,1662,599,611,18427,61,308,199,0.19805194805194806,0.3065326633165829
wands,minilm,20,field_priority_type,42994,revision_evidence_20260917/experiments/wands_minilm_field_priority_type_pairs.parquet,1,"structural; identical serialized input, one materialized index",raw_C0,C0,query_macro,308,21299,2026091701,10000,0.2540610130843431,0.2194738189637747,0.2910434270562608,0.03814844678789444,0.02975933731686814,0.0486794017626313,0.054024043678310506,0.03945317850810079,0.07097934353011884,0.653766496449452,0.6148671850886391,0.6908683136342697,-0.015875596890416066,-0.034919865014497675,0.0022138878424229577,1702,566,571,18460,50,308,201,0.16233766233766234,0.24875621890547264
wands,minilm,20,field_priority_type,42994,revision_evidence_20260917/experiments/wands_minilm_field_priority_type_pairs.parquet,1,"structural; identical serialized input, one materialized index",raw_C0,C0,pair_micro,308,21299,2026091701,10000,0.07990985492276632,0.06626254438459192,0.09702101596859411,0.026574017559509836,0.02288240894087162,0.03097271069953536,0.026808770364805858,0.023070161736085185,0.03126772803158292,0.866707357152918,0.8424100857020802,0.8865468500159606,-0.0002347528052960233,-0.002355142724009198,0.0018287329375490597,1702,566,571,18460,50,308,201,0.16233766233766234,0.24875621890547264
wands,minilm,20,set_mean,42994,phase4/results/wands/minilm_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index",raw_C0,C0,query_macro,308,21299,2026091701,10000,0.2419182274456403,0.2061435272033383,0.2803672597325392,0.07399037042977573,0.059974022836482,0.08953125017479359,0.06616682931701336,0.0536641999481323,0.08064626346149407,0.6179245728075706,0.5786739236842573,0.6555326613745822,0.00782354111276237,-0.012443080587198712,0.028027263589738827,1288,1004,985,18022,44,308,225,0.14285714285714285,0.19555555555555557
wands,minilm,20,set_mean,42994,phase4/results/wands/minilm_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index",raw_C0,C0,pair_micro,308,21299,2026091701,10000,0.0604723226442556,0.04898837845308163,0.07525947658527636,0.047138363303441476,0.04076267197200213,0.05472052273143063,0.04624630264331659,0.04001467623271919,0.05362961482097098,0.8461430114089863,0.8187655928650435,0.8687785742985861,0.0008920606601248885,-0.0022690506125414515,0.004101035348053812,1288,1004,985,18022,44,308,225,0.14285714285714285,0.19555555555555557
wands,minilm,20,centroid_2,42994,phase4/results/wands/minilm_centroid_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",raw_C0,C0,query_macro,308,21299,2026091701,10000,0.26228156409887554,0.22688757498579062,0.3002762532862157,0.033394393473504966,0.02546622503760095,0.04332741325326329,0.04580349266377811,0.03393718954644023,0.05969134772594844,0.6585205497638414,0.6194700374831775,0.6953367815867877,-0.012409099190273146,-0.028417498173042573,0.0030868039740151653,1748,547,525,18479,74,308,196,0.24025974025974026,0.37755102040816324
wands,minilm,20,centroid_2,42994,phase4/results/wands/minilm_centroid_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",raw_C0,C0,pair_micro,308,21299,2026091701,10000,0.08206958073148975,0.068064282931696,0.0995631521526446,0.025681956899384947,0.02213854549254492,0.029948942197239866,0.024649044556082446,0.021289978599875106,0.028708189661893695,0.8675994178130428,0.843421163891124,0.8875693549565289,0.0010329123433025025,-0.000729978228755164,0.0028336303902693647,1748,547,525,18479,74,308,196,0.24025974025974026,0.37755102040816324
wands,minilm,20,max_2,42994,phase4/results/wands/minilm_max_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",raw_C0,C0,query_macro,308,21299,2026091701,10000,0.26227815093789486,0.2267024084241652,0.300600503652012,0.03541670564738352,0.027278338155039137,0.04545634432803114,0.04580690582475879,0.03394311629370012,0.05953336486104699,0.6564982375899628,0.617468234959581,0.6931635151896649,-0.010390200177375264,-0.026870742690778052,0.005470570036934735,1732,576,541,18450,61,308,204,0.19805194805194806,0.29901960784313725
wands,minilm,20,max_2,42994,phase4/results/wands/minilm_max_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",raw_C0,C0,pair_micro,308,21299,2026091701,10000,0.08131837175454247,0.06735405972309212,0.09867827180541815,0.027043523170101884,0.02332132356620302,0.0315568005869576,0.02540025353302972,0.02195769413825942,0.029538844131848936,0.8662378515423259,0.8417011036511676,0.8862510547998849,0.001643269637072163,-0.000495840532692454,0.0038185018824151186,1732,576,541,18450,61,308,204,0.19805194805194806,0.29901960784313725
wands,minilm,20,BM25,42994,phase4/results/wands/BM25_pairs.parquet,1,"structural; input-order independent construction, one materialized index",raw_C0,C0,query_macro,308,21299,2026091701,10000,0.22671189466529368,0.1899134491984659,0.26550193955637846,0.12048665415994197,0.10177262536058292,0.14062668410880666,0.08137316209735991,0.06727880706447356,0.0978089700414675,0.5714282890774044,0.5314341227712323,0.6097934171100731,0.039113492062582064,0.013679016691754258,0.06440123415528429,947,1500,1326,17526,37,308,236,0.12012987012987013,0.15677966101694915
wands,minilm,20,BM25,42994,phase4/results/wands/BM25_pairs.parquet,1,"structural; input-order independent construction, one materialized index",raw_C0,C0,pair_micro,308,21299,2026091701,10000,0.04446218132306681,0.035026389380960976,0.056513720866305066,0.07042584158880699,0.059990581756424306,0.08289889936584795,0.06225644396450537,0.05359702473576674,0.07248796031648919,0.8228555331236208,0.790732024634061,0.8489914296107823,0.00816939762430161,0.0022044401167092462,0.014785520997222223,947,1500,1326,17526,37,308,236,0.12012987012987013,0.15677966101694915
wands,minilm,20,hybrid_seven,42994,revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,raw_C0,C0,query_macro,308,21299,2026091701,10000,0.27897952654656827,0.24203258385410764,0.31812941709053083,0.07960758846991745,0.0648482434866713,0.09657404621443619,0.029105530216085387,0.02368058971828439,0.03530061495029748,0.6123073547674289,0.5729117912852514,0.6506428471264648,0.05050205825383206,0.03418468583136549,0.06890929072126893,1633,958,640,18068,48,308,219,0.15584415584415584,0.2191780821917808
wands,minilm,20,hybrid_seven,42994,revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,raw_C0,C0,pair_micro,308,21299,2026091701,10000,0.0766702662096812,0.06304380739374284,0.09379223883707347,0.04497863749471806,0.03873045673011219,0.052622877423039845,0.030048359077890982,0.025878442350094566,0.03500716841815664,0.8483027372177098,0.8209527911027368,0.8706211074104152,0.014930278416827081,0.010753589713883824,0.02017631756558488,1633,958,640,18068,48,308,219,0.15584415584415584,0.2191780821917808
wands,minilm,20,hybrid_seven,42994,revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,raw_C0,C1,query_macro,308,21299,2026091701,10000,0.2631343979091029,0.226387353421341,0.3015033187590272,0.08930220599836645,0.07387395928555049,0.10672799227969612,0.04495065885355069,0.03586038259447359,0.055695906553277254,0.6026127372389799,0.5631617206603651,0.6402670575099022,0.04435154714481576,0.0248304885668018,0.06513336042248354,1462,1112,811,17914,54,308,224,0.17532467532467533,0.24107142857142858
wands,minilm,20,hybrid_seven,42994,revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,raw_C0,C1,pair_micro,308,21299,2026091701,10000,0.06864172026855721,0.056102898885940854,0.08460073114643941,0.05220902389783558,0.04484164822134442,0.061142134777792144,0.03807690501901498,0.03305225618916997,0.0441060244497338,0.8410723508145922,0.8124450016721139,0.864572587788701,0.014132118878820602,0.009844751810345415,0.01934717617174532,1462,1112,811,17914,54,308,224,0.17532467532467533,0.24107142857142858
wands,minilm,20,hybrid_seven,42994,revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,raw_C0,C2s1,query_macro,308,21299,2026091701,10000,0.2680171846659853,0.2311022603482267,0.30626034159661597,0.09175942536825571,0.07540936337438886,0.11021565898954562,0.04006787209666837,0.03189395005041074,0.049911134085025184,0.6001555178690906,0.560619400071516,0.6385393446966187,0.05169155327158734,0.03216933170814749,0.0726361994871283,1491,1104,782,17922,48,308,223,0.15584415584415584,0.21524663677130046
wands,minilm,20,hybrid_seven,42994,revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,raw_C0,C2s1,pair_micro,308,21299,2026091701,10000,0.07000328653927415,0.05726042194541931,0.08597529141707692,0.05183341940936194,0.04451600889949744,0.06060419296063565,0.03671533874829804,0.03175189202457444,0.042603623280230506,0.8414479553030658,0.812851092813564,0.8649409778933332,0.0151180806610639,0.010804796660356431,0.02028362435573382,1491,1104,782,17922,48,308,223,0.15584415584415584,0.21524663677130046
wands,minilm,20,hybrid_seven,42994,revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,raw_C0,C2s2,query_macro,308,21299,2026091701,10000,0.27016623400338624,0.2332201746961515,0.30915651826005774,0.09498807302196259,0.07859393729187279,0.11306710161477948,0.03791882275926742,0.03146385981636411,0.04518640333723241,0.5969268702153838,0.5570015697104949,0.635006315349257,0.057069250262695166,0.03921728801632299,0.07664069103516274,1490,1122,783,17904,45,308,223,0.1461038961038961,0.20179372197309417
wands,minilm,20,hybrid_seven,42994,revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,raw_C0,C2s2,pair_micro,308,21299,2026091701,10000,0.06995633597821493,0.05704319373680377,0.08630390657078708,0.05267852950842763,0.045390740867530484,0.061287812206368454,0.036762289309357245,0.03197161115653218,0.042380184665436034,0.8406028452040002,0.8122374511806179,0.8638676270287742,0.01591624019907038,0.011500801483205193,0.021221519257751884,1490,1122,783,17904,45,308,223,0.1461038961038961,0.20179372197309417
wands,minilm,20,hybrid_seven,42994,revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,raw_C0,C2s3,query_macro,308,21299,2026091701,10000,0.26804934987660056,0.23094931500860685,0.30683006943170216,0.0952663412074621,0.0786307065482682,0.11406402606886738,0.0400357068860531,0.03204663655851845,0.049670619185297235,0.5966486020298842,0.5569069869591671,0.63511838167588,0.05523063432140899,0.03532207875229102,0.07653912689303555,1491,1111,782,17915,46,308,225,0.14935064935064934,0.20444444444444446
