dataset,model,intervention,target_support,catalog_size,K,event,threshold_multiple,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,base_share,base_share_ci_low,base_share_ci_high,severe_share,severe_share_ci_low,severe_share_ci_high,base_pair_count,severe_pair_count,base_queries,conditional_query_macro,conditional_query_denominator,conditional_pair_micro,query_normalized_mass_ratio,conditional_bootstrap_valid_draws,conditional_query_macro_ci_low,conditional_query_macro_ci_high
wands,bge_base,target_only,full,42994,20,crossing,2,pair_micro,308,21299,2026091701,10000,0.08521526832245645,0.07429843576597467,0.09830179421144344,0.03347575003521292,0.028557380311985122,0.039063315290629765,1815,713,209,0.34230922496256977,209,0.3928374655647383,0.27304209413223246,10000,0.29665735896537,0.38893083747986185
wands,bge_base,target_only,full,42994,20,source_order_loss,2,query_macro,308,21299,2026091701,10000,0.059281261906293875,0.046710968310249464,0.07415902457916349,0.00968162185588941,0.00695201098342198,0.012956671865387091,858,252,188,0.24949088293503183,188,0.2937062937062937,0.1633167301869044,10000,0.20394458917781536,0.29675484466985663
wands,bge_base,target_only,full,42994,20,source_order_loss,2,pair_micro,308,21299,2026091701,10000,0.0402835813887976,0.03479773482958014,0.04682205435376469,0.011831541386919574,0.009712917111743827,0.014163563362380378,858,252,188,0.24949088293503183,188,0.2937062937062937,0.1633167301869044,10000,0.20394458917781536,0.29675484466985663
wands,bge_base,target_only,full,42994,20,crossing,5,query_macro,308,21299,2026091701,10000,0.10831734636745576,0.09291230202468283,0.12547551318148392,0.00436778387889464,0.002706491097573891,0.006274361293051056,1815,126,209,0.064954729133138,209,0.06942148760330578,0.040323955722450684,10000,0.04312444208216166,0.09071329515372943
wands,bge_base,target_only,full,42994,20,crossing,5,pair_micro,308,21299,2026091701,10000,0.08521526832245645,0.07429843576597467,0.09830179421144344,0.005915770693459787,0.0041745506261850794,0.007793263230973817,1815,126,209,0.064954729133138,209,0.06942148760330578,0.040323955722450684,10000,0.04312444208216166,0.09071329515372943
wands,bge_base,target_only,full,42994,20,source_order_loss,5,query_macro,308,21299,2026091701,10000,0.059281261906293875,0.046710968310249464,0.07415902457916349,0.0012993369570355616,0.00047109808447485347,0.002410888797733103,858,40,188,0.0366843041710063,188,0.046620046620046623,0.0219181730491741,10000,0.017845136336524372,0.0598310356842309
wands,bge_base,target_only,full,42994,20,source_order_loss,5,pair_micro,308,21299,2026091701,10000,0.0402835813887976,0.03479773482958014,0.04682205435376469,0.0018780224423681864,0.0009957484086125406,0.0028334354765562676,858,40,188,0.0366843041710063,188,0.046620046620046623,0.0219181730491741,10000,0.017845136336524372,0.0598310356842309
wands,bge_base,target_only,full,42994,100,crossing,2,query_macro,308,21299,2026091701,10000,0.12111896840638421,0.10301228020499437,0.14093843196419878,0.03317056669944777,0.023333179098647305,0.04494459545450106,3040,764,192,0.23474814988009937,192,0.2513157894736842,0.27386764547194853,10000,0.19425536500289872,0.2759856927138394
wands,bge_base,target_only,full,42994,100,crossing,2,pair_micro,308,21299,2026091701,10000,0.14272970561998216,0.12858181503541694,0.15825984696857406,0.03587022864923236,0.028424875671853696,0.043816952138784004,3040,764,192,0.23474814988009937,192,0.2513157894736842,0.27386764547194853,10000,0.19425536500289872,0.2759856927138394
wands,bge_base,target_only,full,42994,100,source_order_loss,2,query_macro,308,21299,2026091701,10000,0.062175754204617725,0.0506424196369192,0.07541155310287549,0.014078980196863157,0.008150680182681884,0.02242935306922945,1631,342,166,0.1654460231517724,166,0.20968730839975475,0.22643843049381981,10000,0.12725038592680527,0.20686626667115343
wands,bge_base,target_only,full,42994,100,source_order_loss,2,pair_micro,308,21299,2026091701,10000,0.0765763650875628,0.06760886641835828,0.08646672197741857,0.016057091882247992,0.011478276104003935,0.021165390231138247,1631,342,166,0.1654460231517724,166,0.20968730839975475,0.22643843049381981,10000,0.12725038592680527,0.20686626667115343
wands,bge_base,target_only,full,42994,100,crossing,5,query_macro,308,21299,2026091701,10000,0.12111896840638421,0.10301228020499437,0.14093843196419878,0.0024159257669326036,0.0013416051981802084,0.003663842776387033,3040,73,192,0.027244470089602308,192,0.02401315789473684,0.019946716841465928,10000,0.013016198252499965,0.0459598809476786
wands,bge_base,target_only,full,42994,100,crossing,5,pair_micro,308,21299,2026091701,10000,0.14272970561998216,0.12858181503541694,0.15825984696857406,0.00342739095732194,0.0018269539684278766,0.005519166423470494,3040,73,192,0.027244470089602308,192,0.02401315789473684,0.019946716841465928,10000,0.013016198252499965,0.0459598809476786
wands,bge_base,target_only,full,42994,100,source_order_loss,5,query_macro,308,21299,2026091701,10000,0.062175754204617725,0.0506424196369192,0.07541155310287549,0.0008502792809851111,0.0002749825333368273,0.0015657569956422795,1631,31,166,0.010741669824745084,166,0.01900674432863274,0.013675415632062598,10000,0.003628151762257327,0.01955565996186647
wands,bge_base,target_only,full,42994,100,source_order_loss,5,pair_micro,308,21299,2026091701,10000,0.0765763650875628,0.06760886641835828,0.08646672197741857,0.0014554673928353443,0.000422792261113509,0.0029048756586573764,1631,31,166,0.010741669824745084,166,0.01900674432863274,0.013675415632062598,10000,0.003628151762257327,0.01955565996186647
wands,bge_base,target_only,fully_fitting,42994,20,crossing,2,query_macro,239,6797,2026091701,10000,0.07160400288974102,0.05771008892095425,0.08731647092176498,0.018768474414181023,0.010702598036793458,0.0300830974236917,569,127,119,0.2428421670327256,119,0.22319859402460457,0.26211487705626657,10000,0.1800653038028845,0.3084971290680814
wands,bge_base,target_only,fully_fitting,42994,20,crossing,2,pair_micro,239,6797,2026091701,10000,0.08371340297189937,0.07268720703717339,0.09699849535370039,0.018684713844343094,0.013254758908596995,0.02488652223975341,569,127,119,0.2428421670327256,119,0.22319859402460457,0.26211487705626657,10000,0.1800653038028845,0.3084971290680814
wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,2,query_macro,239,6797,2026091701,10000,0.03389718591684727,0.026479305200425095,0.04226973460338111,0.00708662261554408,0.0031376698037196954,0.012587177417051034,259,41,98,0.16807985098801423,98,0.1583011583011583,0.20906226944408243,10000,0.10639709595959596,0.2325517113095238
wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,2,pair_micro,239,6797,2026091701,10000,0.03810504634397528,0.03225389972545053,0.044888079496115854,0.006032072973370605,0.003876570010854396,0.008405713801729548,259,41,98,0.16807985098801423,98,0.1583011583011583,0.20906226944408243,10000,0.10639709595959596,0.2325517113095238
wands,bge_base,target_only,fully_fitting,42994,20,crossing,5,query_macro,239,6797,2026091701,10000,0.07160400288974102,0.05771008892095425,0.08731647092176498,0.0014157836638064223,0.000551592498640101,0.0024825205637815373,569,14,119,0.04657019670613343,119,0.02460456942003515,0.0197724094557466,10000,0.0188114718109466,0.0811168920447171
wands,bge_base,target_only,fully_fitting,42994,20,crossing,5,pair_micro,239,6797,2026091701,10000,0.08371340297189937,0.07268720703717339,0.09699849535370039,0.0020597322348094747,0.001131016114761506,0.0030988753500827333,569,14,119,0.04657019670613343,119,0.02460456942003515,0.0197724094557466,10000,0.0188114718109466,0.0811168920447171
wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5,query_macro,239,6797,2026091701,10000,0.03389718591684727,0.026479305200425095,0.04226973460338111,0.0004368372258013444,4.1658392054546244e-05,0.0010794585079960792,259,5,98,0.03316326530612245,98,0.019305019305019305,0.01288712363536442,10000,0.005555555555555556,0.06897010271460008
wands,bge_base,target_only,fully_fitting,42994,20,source_order_loss,5,pair_micro,239,6797,2026091701,10000,0.03810504634397528,0.03225389972545053,0.044888079496115854,0.0007356186552890981,0.00015989447213920495,0.0014122432119940648,259,5,98,0.03316326530612245,98,0.019305019305019305,0.01288712363536442,10000,0.005555555555555556,0.06897010271460008
wands,bge_base,target_only,fully_fitting,42994,100,crossing,2,query_macro,239,6797,2026091701,10000,0.10882648151908228,0.08626383262636712,0.1337063244904775,0.013638765508615033,0.006731634524328248,0.024018483877464688,851,81,126,0.12736665511706563,126,0.09518213866039953,0.12532579679352704,10000,0.08813059254914656,0.16977380239981044
wands,bge_base,target_only,fully_fitting,42994,100,crossing,2,pair_micro,239,6797,2026091701,10000,0.1252022951302045,0.10764376576944706,0.14311428852474103,0.011917022215683389,0.007933955814320659,0.01661140963049996,851,81,126,0.12736665511706563,126,0.09518213866039953,0.12532579679352704,10000,0.08813059254914656,0.16977380239981044
wands,bge_base,target_only,fully_fitting,42994,100,source_order_loss,2,query_macro,239,6797,2026091701,10000,0.04318024691077154,0.03292633356596037,0.055929025823455575,0.003234449945345275,0.001559477042503389,0.005308401701826972,425,32,97,0.07846946867565424,97,0.07529411764705882,0.07490577698707936,10000,0.04427474841204894,0.11744842737390813
wands,bge_base,target_only,fully_fitting,42994,100,source_order_loss,2,pair_micro,239,6797,2026091701,10000,0.06252758569957334,0.0527334736353005,0.07239151957158316,0.004707959393850228,0.0025358899056449045,0.007425866372004446,425,32,97,0.07846946867565424,97,0.07529411764705882,0.07490577698707936,10000,0.04427474841204894,0.11744842737390813
wands,bge_base,target_only,fully_fitting,42994,100,crossing,5,query_macro,239,6797,2026091701,10000,0.10882648151908228,0.08626383262636712,0.1337063244904775,0.0018230682272031029,0.00035250662865725623,0.0038095197115625354,851,8,126,0.02160493827160494,126,0.009400705052878966,0.01675206440340015,10000,0.0029837777928314446,0.04729154112144168
wands,bge_base,target_only,fully_fitting,42994,100,crossing,5,pair_micro,239,6797,2026091701,10000,0.1252022951302045,0.10764376576944706,0.14311428852474103,0.001176989848462557,0.00029926455800342264,0.002290083060320944,851,8,126,0.02160493827160494,126,0.009400705052878966,0.01675206440340015,10000,0.0029837777928314446,0.04729154112144168
wands,bge_base,target_only,fully_fitting,42994,100,source_order_loss,5,query_macro,239,6797,2026091701,10000,0.04318024691077154,0.03292633356596037,0.055929025823455575,0.0002997658670806591,0.0,0.0008992976012419773,425,3,97,0.004909180166912126,97,0.007058823529411765,0.006942199003634713,10000,0.0,0.013888888888888888
wands,bge_base,target_only,fully_fitting,42994,100,source_order_loss,5,pair_micro,239,6797,2026091701,10000,0.06252758569957334,0.0527334736353005,0.07239151957158316,0.00044137119317345886,0.0,0.0011865697356687526,425,3,97,0.004909180166912126,97,0.007058823529411765,0.006942199003634713,10000,0.0,0.013888888888888888
wands,gte_modernbert,target_only,full,42994,20,crossing,2,query_macro,308,21299,2026091701,10000,0.1455063312533377,0.1284425932083342,0.16315623548082836,0.06087767140489883,0.048340624968501535,0.07530870411466874,2345,1072,223,0.4303088062378434,223,0.45714285714285713,0.4183850343866215,10000,0.3868294019776143,0.4735832750130653
wands,gte_modernbert,target_only,full,42994,20,crossing,2,pair_micro,308,21299,2026091701,10000,0.11009906568383492,0.09689922427194161,0.12543847951124326,0.05033100145546739,0.04502582831277496,0.05618705781261128,2345,1072,223,0.4303088062378434,223,0.45714285714285713,0.4183850343866215,10000,0.3868294019776143,0.4735832750130653
wands,gte_modernbert,target_only,full,42994,20,source_order_loss,2,query_macro,308,21299,2026091701,10000,0.06519825984146446,0.05554217759792209,0.07567660945293465,0.016468029758093198,0.011035135395180936,0.023160176964247665,980,297,195,0.2876512447666294,195,0.30306122448979594,0.2525838848787793,10000,0.2442194396601314,0.3327577906683493
wands,gte_modernbert,target_only,full,42994,20,source_order_loss,2,pair_micro,308,21299,2026091701,10000,0.04601154983802056,0.03973686249161896,0.05340983912282381,0.013944316634583783,0.011913296510174058,0.01626994045969373,980,297,195,0.2876512447666294,195,0.30306122448979594,0.2525838848787793,10000,0.2442194396601314,0.3327577906683493
wands,gte_modernbert,target_only,full,42994,20,crossing,5,query_macro,308,21299,2026091701,10000,0.1455063312533377,0.1284425932083342,0.16315623548082836,0.00869448798803004,0.005133441123131205,0.012968426390069763,2345,193,223,0.08020450008678386,223,0.08230277185501066,0.05975333109658486,10000,0.05759437839854305,0.10559229373868657
wands,gte_modernbert,target_only,full,42994,20,crossing,5,pair_micro,308,21299,2026091701,10000,0.11009906568383492,0.09689922427194161,0.12543847951124326,0.0090614582844265,0.00673066285362166,0.011568844637031988,2345,193,223,0.08020450008678386,223,0.08230277185501066,0.05975333109658486,10000,0.05759437839854305,0.10559229373868657
wands,gte_modernbert,target_only,full,42994,20,source_order_loss,5,query_macro,308,21299,2026091701,10000,0.06519825984146446,0.05554217759792209,0.07567660945293465,0.002697618113242736,0.0008319797886870735,0.00529477559314994,980,44,195,0.04532096109019186,195,0.044897959183673466,0.0413756152357784,10000,0.02674824242096541,0.06755997438614625
wands,gte_modernbert,target_only,full,42994,20,source_order_loss,5,pair_micro,308,21299,2026091701,10000,0.04601154983802056,0.03973686249161896,0.05340983912282381,0.002065824686605005,0.0013664289432307464,0.0028386106971191706,980,44,195,0.04532096109019186,195,0.044897959183673466,0.0413756152357784,10000,0.02674824242096541,0.06755997438614625
wands,gte_modernbert,target_only,full,42994,100,crossing,2,query_macro,308,21299,2026091701,10000,0.13978084820042933,0.12265576367838937,0.15785793594434713,0.04668178857070176,0.035664313179609865,0.059436704488867564,3848,1263,204,0.3203609587801476,204,0.32822245322245325,0.3339641243538997,10000,0.27376683880118063,0.36812075810660444
wands,gte_modernbert,target_only,full,42994,100,crossing,2,pair_micro,308,21299,2026091701,10000,0.18066575895581952,0.1658975239684073,0.19646132763439123,0.059298558617775485,0.048145312756356924,0.07045287842991312,3848,1263,204,0.3203609587801476,204,0.32822245322245325,0.3339641243538997,10000,0.27376683880118063,0.36812075810660444
wands,gte_modernbert,target_only,full,42994,100,source_order_loss,2,query_macro,308,21299,2026091701,10000,0.06430188636341756,0.05419049309299337,0.07578820359794348,0.01564502818297073,0.009279766409250628,0.024425570536028954,1689,344,170,0.1855877747839122,170,0.20367081113084665,0.24330589766137023,10000,0.14586324214060814,0.22947390531655026
wands,gte_modernbert,target_only,full,42994,100,source_order_loss,2,pair_micro,308,21299,2026091701,10000,0.07929949762899667,0.07100279923751043,0.08884849812181973,0.016150993004366402,0.012507940591177881,0.019889086430954987,1689,344,170,0.1855877747839122,170,0.20367081113084665,0.24330589766137023,10000,0.14586324214060814,0.22947390531655026
wands,gte_modernbert,target_only,full,42994,100,crossing,5,query_macro,308,21299,2026091701,10000,0.13978084820042933,0.12265576367838937,0.15785793594434713,0.0037734162629471033,0.002497414904913968,0.005226291676543539,3848,143,204,0.03657355654037647,204,0.037162162162162164,0.026995230831168428,10000,0.022789180564608352,0.05317257574720117
wands,gte_modernbert,target_only,full,42994,100,crossing,5,pair_micro,308,21299,2026091701,10000,0.18066575895581952,0.1658975239684073,0.19646132763439123,0.006713930231466266,0.004578024431516958,0.008960348022916936,3848,143,204,0.03657355654037647,204,0.037162162162162164,0.026995230831168428,10000,0.022789180564608352,0.05317257574720117
wands,gte_modernbert,target_only,full,42994,100,source_order_loss,5,query_macro,308,21299,2026091701,10000,0.06430188636341756,0.05419049309299337,0.07578820359794348,0.0006753442228569225,0.00021298968446925896,0.0013179199933905654,1689,29,170,0.011724952858853787,170,0.017169923031379514,0.01050271245605537,10000,0.004412350193515136,0.020697224729289802
wands,gte_modernbert,target_only,full,42994,100,source_order_loss,5,pair_micro,308,21299,2026091701,10000,0.07929949762899667,0.07100279923751043,0.08884849812181973,0.001361566270716935,0.0006191798849546521,0.0022637032594533244,1689,29,170,0.011724952858853787,170,0.017169923031379514,0.01050271245605537,10000,0.004412350193515136,0.020697224729289802
wands,gte_modernbert,target_only,fully_fitting,42994,20,crossing,2,query_macro,308,21299,2026091701,10000,0.1455063312533377,0.1284425932083342,0.16315623548082836,0.06087767140489883,0.048340624968501535,0.07530870411466874,2345,1072,223,0.4303088062378434,223,0.45714285714285713,0.4183850343866215,10000,0.3868294019776143,0.4735832750130653
wands,gte_modernbert,target_only,fully_fitting,42994,20,crossing,2,pair_micro,308,21299,2026091701,10000,0.11009906568383492,0.09689922427194161,0.12543847951124326,0.05033100145546739,0.04502582831277496,0.05618705781261128,2345,1072,223,0.4303088062378434,223,0.45714285714285713,0.4183850343866215,10000,0.3868294019776143,0.4735832750130653
wands,gte_modernbert,target_only,fully_fitting,42994,20,source_order_loss,2,query_macro,308,21299,2026091701,10000,0.06519825984146446,0.05554217759792209,0.07567660945293465,0.016468029758093198,0.011035135395180936,0.023160176964247665,980,297,195,0.2876512447666294,195,0.30306122448979594,0.2525838848787793,10000,0.2442194396601314,0.3327577906683493
wands,gte_modernbert,target_only,fully_fitting,42994,20,source_order_loss,2,pair_micro,308,21299,2026091701,10000,0.04601154983802056,0.03973686249161896,0.05340983912282381,0.013944316634583783,0.011913296510174058,0.01626994045969373,980,297,195,0.2876512447666294,195,0.30306122448979594,0.2525838848787793,10000,0.2442194396601314,0.3327577906683493
wands,gte_modernbert,target_only,fully_fitting,42994,20,crossing,5,query_macro,308,21299,2026091701,10000,0.1455063312533377,0.1284425932083342,0.16315623548082836,0.00869448798803004,0.005133441123131205,0.012968426390069763,2345,193,223,0.08020450008678386,223,0.08230277185501066,0.05975333109658486,10000,0.05759437839854305,0.10559229373868657
wands,gte_modernbert,target_only,fully_fitting,42994,20,crossing,5,pair_micro,308,21299,2026091701,10000,0.11009906568383492,0.09689922427194161,0.12543847951124326,0.0090614582844265,0.00673066285362166,0.011568844637031988,2345,193,223,0.08020450008678386,223,0.08230277185501066,0.05975333109658486,10000,0.05759437839854305,0.10559229373868657
