dataset,model,encoder_profile,catalog_size,population,K,reference,alternative,comparison_role,rank_origin,intervention,eligible_queries,highest_relevance_pairs,queries_with_any_change,queries_with_exact_zero_net_and_changes,within_query_cancellation_fraction,within_query_cancellation_conditional,cancellation_all_denominator,cancellation_conditional_denominator,queries_positive_net,queries_negative_net,positive_query_net_mass,negative_query_net_mass,across_query_cancellation_mass,within_query_balanced_exchange_mass,bootstrap_seed,bootstrap_draws,ci_type,any_membership_change_fraction_ci_low,any_membership_change_fraction_ci_high,exact_zero_net_with_changes_fraction_ci_low,exact_zero_net_with_changes_fraction_ci_high,cancellation_conditional_ci_low,cancellation_conditional_ci_high,conditional_bootstrap_valid_draws,aggregation,reference_recall,reference_recall_ci_low,reference_recall_ci_high,alternative_recall,alternative_recall_ci_low,alternative_recall_ci_high,gain_fraction,gain_fraction_ci_low,gain_fraction_ci_high,loss_fraction,loss_fraction_ci_low,loss_fraction_ci_high,net_delta,net_delta_ci_low,net_delta_ci_high,membership_change_fraction,membership_change_fraction_ci_low,membership_change_fraction_ci_high,retained_total,newly_included_total,newly_omitted_total,absent_in_both_total
wands,minilm,native,42994,historical_full,20,C1,C2s1,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,255,70,0.18469656992084432,0.27450980392156865,379,255,102,83,0.027861878137458808,0.014347777657703708,0.028695555315407417,0.03979376171921919,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6253298153034301,0.7203166226912929,0.14511873350923482,0.22427440633245382,0.22,0.3305447975379508,10000,pair_micro,0.10812720848056537,0.09324873367827559,0.12604277172055625,0.10918727915194346,0.09409173248512147,0.12718174422457365,0.028032979976442874,0.02474254710987908,0.03190455706900766,0.026972909305064782,0.024003319943961026,0.030490409140282414,0.0010600706713780918,-0.0009349032209548998,0.0031427257343201306,0.05500588928150765,0.049005816009325714,0.06207985688236188,2067,714,687,22002
wands,minilm,native,42994,historical_full,20,C1,C2s2,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,257,79,0.20844327176781002,0.30739299610894943,379,257,106,72,0.029822935685253633,0.02162748724358896,0.04325497448717792,0.03712987727206217,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6306068601583114,0.7255936675461742,0.16886543535620052,0.25065963060686014,0.2518796992481203,0.3650810116577751,10000,query_macro,0.2921067304212829,0.2598473453437972,0.3252371498750529,0.3003021788629476,0.2665484911779381,0.3345175268493267,0.04838787432128472,0.03696836993129288,0.06176784689578117,0.04019242587962004,0.03110777344972822,0.05096088429282962,0.008195448441664676,-0.0078253142462164,0.02459359141072748,0.08858030020090475,0.07373173143154989,0.1051665399897721,2094,699,660,22017
wands,minilm,native,42994,historical_full,20,C1,C2s2,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,257,79,0.20844327176781002,0.30739299610894943,379,257,106,72,0.029822935685253633,0.02162748724358896,0.04325497448717792,0.03712987727206217,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6306068601583114,0.7255936675461742,0.16886543535620052,0.25065963060686014,0.2518796992481203,0.3650810116577751,10000,pair_micro,0.10812720848056537,0.09324873367827559,0.12604277172055625,0.10965842167255595,0.09460338324676502,0.1276962700644917,0.027444051825677267,0.02415975921496867,0.03132718889239107,0.02591283863368669,0.022738000660259165,0.02970598437754896,0.001531213191990577,-0.0003593436502443852,0.003421480104965467,0.05335689045936396,0.04710641693605397,0.06083770787674254,2094,699,660,22017
wands,minilm,native,42994,historical_full,20,C1,C2s3,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,250,84,0.22163588390501318,0.336,379,250,94,72,0.019662487005463792,0.019188969130986267,0.038377938261972534,0.04250690449382078,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6121372031662269,0.7071240105540897,0.17941952506596306,0.2638522427440633,0.2768595041322314,0.39453125,10000,query_macro,0.2921067304212829,0.2598473453437972,0.3252371498750529,0.29258024829576046,0.25975157297912244,0.32558485713124735,0.04091593925237418,0.03334766176820992,0.04981716452551232,0.04044242137789666,0.031830329127053913,0.0507649160103115,0.00047351787447752453,-0.012203670074617028,0.012529221609988083,0.08135836063027084,0.06886659361078229,0.09489325339414711,2068,713,686,22003
wands,minilm,native,42994,historical_full,20,C1,C2s3,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,250,84,0.22163588390501318,0.336,379,250,94,72,0.019662487005463792,0.019188969130986267,0.038377938261972534,0.04250690449382078,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6121372031662269,0.7071240105540897,0.17941952506596306,0.2638522427440633,0.2768595041322314,0.39453125,10000,pair_micro,0.10812720848056537,0.09324873367827559,0.12604277172055625,0.10918727915194346,0.09419208002030972,0.12721789161930824,0.027993718099725166,0.024482840166355546,0.03212674337968862,0.026933647428347075,0.023637981668716432,0.030759584203114105,0.0010600706713780918,-0.000844994337584767,0.002982345158437879,0.054927365528072244,0.048374391789417805,0.06264893203362375,2068,713,686,22003
wands,minilm,native,42994,historical_full,20,C1,C2s4,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,248,71,0.18733509234828497,0.2862903225806452,379,248,103,74,0.02661239441837724,0.016535547820935234,0.03307109564187047,0.03700452715434267,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6068601583113457,0.7018469656992085,0.14775725593667546,0.22691292875989447,0.23076923076923078,0.3441295546558704,10000,query_macro,0.2921067304212829,0.2598473453437972,0.3252371498750529,0.3021835770187249,0.26896789112765795,0.3361318495949392,0.04511465799554858,0.03463705754796485,0.05730229257794812,0.03503781139810657,0.027969650967021177,0.04362635986816885,0.010076846597442003,-0.003467304666089268,0.024279413477255943,0.08015246939365514,0.06706085785623024,0.09485633688963599,2108,690,646,22026
wands,minilm,native,42994,historical_full,20,C1,C2s4,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,248,71,0.18733509234828497,0.2862903225806452,379,248,103,74,0.02661239441837724,0.016535547820935234,0.03307109564187047,0.03700452715434267,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6068601583113457,0.7018469656992085,0.14775725593667546,0.22691292875989447,0.23076923076923078,0.3441295546558704,10000,pair_micro,0.10812720848056537,0.09324873367827559,0.12604277172055625,0.10985473105614449,0.0949858562954629,0.12778265520827967,0.027090694935217905,0.023824860876446585,0.030919197829404138,0.02536317235963879,0.02230404920685137,0.028949901304065096,0.0017275225755791126,-0.00014734845807274895,0.0036474547674299005,0.052453867294856696,0.04636815349160589,0.0594935767171986,2108,690,646,22026
wands,minilm,native,42994,historical_full,20,C1,C2s5,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,254,68,0.17941952506596306,0.2677165354330709,379,254,110,76,0.026416128214945815,0.015303440008335644,0.03060688001667129,0.04384315767514301,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6226912928759895,0.7176781002638523,0.1424802110817942,0.21899736147757257,0.21509433962264152,0.321285140562249,10000,query_macro,0.2921067304212829,0.2598473453437972,0.3252371498750529,0.3032194186278931,0.2701584841155448,0.33701650403227745,0.048337707052517324,0.0378705196410156,0.06099516962608772,0.03722501884590715,0.030261066602060703,0.045326936188517596,0.01111268820661017,-0.001539387649662256,0.02525213912385186,0.08556272589842448,0.07224090742876033,0.10057071284359761,2070,731,684,21985
wands,minilm,native,42994,historical_full,20,C1,C2s5,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,254,68,0.17941952506596306,0.2677165354330709,379,254,110,76,0.026416128214945815,0.015303440008335644,0.03060688001667129,0.04384315767514301,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6226912928759895,0.7176781002638523,0.1424802110817942,0.21899736147757257,0.21509433962264152,0.321285140562249,10000,pair_micro,0.10812720848056537,0.09324873367827559,0.12604277172055625,0.10997251668629761,0.09490559420346234,0.12797726179608754,0.028700431880643893,0.025274689584712504,0.032742367443435914,0.02685512367491166,0.02362165448503716,0.03076319246137095,0.001845308205732234,-3.8717259699376426e-05,0.003802467045666641,0.05555555555555555,0.04906219440782299,0.06308011339125623,2070,731,684,21985
wands,minilm,native,42994,historical_full,20,C2s1,C2s2,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,248,70,0.18469656992084432,0.28225806451612906,379,248,94,84,0.018174903881948715,0.02349355592003914,0.03634980776389743,0.0371702777632186,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6068601583113457,0.7018469656992085,0.14775725593667546,0.22427440633245382,0.227432720708894,0.33898486942605655,10000,query_macro,0.305620830901038,0.2723124931096984,0.33930922077168907,0.3003021788629476,0.2665484911779381,0.3345175268493267,0.036760042763558015,0.028733178269489543,0.0461482008184917,0.04207869480164844,0.03260443186795003,0.05304148789796631,-0.005318652038090429,-0.018916996810289625,0.00779225434646176,0.07883873756520647,0.06572741652128637,0.09343207875931128,2102,691,679,21998
wands,minilm,native,42994,historical_full,20,C2s1,C2s2,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,248,70,0.18469656992084432,0.28225806451612906,379,248,94,84,0.018174903881948715,0.02349355592003914,0.03634980776389743,0.0371702777632186,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6068601583113457,0.7018469656992085,0.14775725593667546,0.22427440633245382,0.227432720708894,0.33898486942605655,10000,pair_micro,0.10918727915194346,0.09409173248512147,0.12718174422457365,0.10965842167255595,0.09460338324676502,0.1276962700644917,0.02712995681193561,0.02397099021220621,0.03080165534955251,0.026658814291323125,0.023457133529093916,0.030422213160595325,0.0004711425206124853,-0.0014083553020584982,0.002294146046996739,0.053788771103258734,0.04761166868954067,0.06092677935513807,2102,691,679,21998
wands,minilm,native,42994,historical_full,20,C2s1,C2s3,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,256,78,0.20580474934036938,0.3046875,379,256,91,87,0.01381934847609702,0.0268599310813746,0.02763869695219404,0.04214478076326757,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6279683377308707,0.7229551451187335,0.1662269129287599,0.24538258575197888,0.24806201550387597,0.36078726227333036,10000,query_macro,0.305620830901038,0.2723124931096984,0.33930922077168907,0.29258024829576046,0.25975157297912244,0.32558485713124735,0.0348917388577308,0.029648710966434323,0.0405621669080306,0.04793232146300839,0.03726101007373215,0.06052481977199699,-0.013040582605277577,-0.026670354210842007,-0.0013725520601690874,0.08282406032073919,0.07020167228991618,0.0968109674339052,2064,717,717,21972
wands,minilm,native,42994,historical_full,20,C2s1,C2s3,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,256,78,0.20580474934036938,0.3046875,379,256,91,87,0.01381934847609702,0.0268599310813746,0.02763869695219404,0.04214478076326757,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6279683377308707,0.7229551451187335,0.1662269129287599,0.24538258575197888,0.24806201550387597,0.36078726227333036,10000,pair_micro,0.10918727915194346,0.09409173248512147,0.12718174422457365,0.10918727915194346,0.09419208002030972,0.12721789161930824,0.028150765606595997,0.024872632202712974,0.031933040813412736,0.028150765606595997,0.024844469871309765,0.0320517055180657,0.0,-0.0019209463177123284,0.0018274202971269781,0.056301531213191994,0.05002659470687559,0.06369248997435814,2064,717,717,21972
wands,minilm,native,42994,historical_full,20,C2s1,C2s4,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,247,77,0.20316622691292877,0.3117408906882591,379,247,88,82,0.015341328068417374,0.018778581950730473,0.030682656136834748,0.03931720847582618,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6015831134564644,0.6992084432717678,0.16358839050131926,0.24274406332453827,0.25390625,0.36929460580912865,10000,query_macro,0.305620830901038,0.2723124931096984,0.33930922077168907,0.3021835770187249,0.26896789112765795,0.3361318495949392,0.034999932306330465,0.028451415301811046,0.04299861463867833,0.038437186188643564,0.030979961491216443,0.04748293174923473,-0.003437253882313102,-0.014435253106562976,0.007328345268914107,0.07343711849497403,0.0628023336981909,0.08577849530566364,2095,703,686,21986
wands,minilm,native,42994,historical_full,20,C2s1,C2s4,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,247,77,0.20316622691292877,0.3117408906882591,379,247,88,82,0.015341328068417374,0.018778581950730473,0.030682656136834748,0.03931720847582618,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6015831134564644,0.6992084432717678,0.16358839050131926,0.24274406332453827,0.25390625,0.36929460580912865,10000,pair_micro,0.10918727915194346,0.09409173248512147,0.12718174422457365,0.10985473105614449,0.0949858562954629,0.12778265520827967,0.027601099332548097,0.02452016009983822,0.031167128852223714,0.026933647428347075,0.023746482771532056,0.03069773039536155,0.0006674519042010208,-0.0011117097537752371,0.002387392868933821,0.05453474676089517,0.048458611193223894,0.06152540204019784,2095,703,686,21986
wands,minilm,native,42994,historical_full,20,C2s1,C2s5,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,251,82,0.21635883905013192,0.32669322709163345,379,251,88,81,0.014109554844803616,0.016510967117948548,0.02821910968960723,0.042725503655710595,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6147757255936676,0.7097625329815304,0.17678100263852242,0.2559366754617414,0.26907630522088355,0.3828125,10000,query_macro,0.305620830901038,0.2723124931096984,0.33930922077168907,0.3032194186278931,0.2701584841155448,0.33701650403227745,0.03547230667265892,0.029036934411758746,0.04304145338495655,0.037873718945803846,0.030993711051928434,0.046220774428927865,-0.002401412273144932,-0.01231711722349113,0.00709777890735891,0.07334602561846276,0.06301973559192173,0.08495946784900132,2095,706,686,21983
wands,minilm,native,42994,historical_full,20,C2s1,C2s5,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,251,82,0.21635883905013192,0.32669322709163345,379,251,88,81,0.014109554844803616,0.016510967117948548,0.02821910968960723,0.042725503655710595,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6147757255936676,0.7097625329815304,0.17678100263852242,0.2559366754617414,0.26907630522088355,0.3828125,10000,pair_micro,0.10918727915194346,0.09409173248512147,0.12718174422457365,0.10997251668629761,0.09490559420346234,0.12797726179608754,0.027718884962701217,0.024524257346371977,0.03142159936559604,0.026933647428347075,0.023710026073836613,0.030721275518984553,0.0007852375343541421,-0.0009238060072929087,0.0024628814132145733,0.054652532391048295,0.0484460292695749,0.06182958395925221,2095,706,686,21983
wands,minilm,native,42994,historical_full,20,C2s2,C2s3,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,248,77,0.20316622691292877,0.31048387096774194,379,248,81,90,0.017147967065130647,0.0248698976323178,0.034295934130261295,0.03968122716463794,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6068601583113457,0.7018469656992085,0.16358839050131926,0.24538258575197888,0.25396825396825395,0.3694822089916084,10000,query_macro,0.3003021788629476,0.2665484911779381,0.3345175268493267,0.29258024829576046,0.25975157297912244,0.32558485713124735,0.03698858064744962,0.029339320941049938,0.0461656248592016,0.04471051121463677,0.03367611909367752,0.057921344812592875,-0.0077219305671871515,-0.022883999741896744,0.006227429617916827,0.08169909186208639,0.06749935116315288,0.09748469194776536,2106,675,687,22002
wands,minilm,native,42994,historical_full,20,C2s2,C2s3,supplement_all_pairs,inherited complete-catalog exact ranks,catalog_wide,379,25470,248,77,0.20316622691292877,0.31048387096774194,379,248,81,90,0.017147967065130647,0.0248698976323178,0.034295934130261295,0.03968122716463794,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6068601583113457,0.7018469656992085,0.16358839050131926,0.24538258575197888,0.25396825396825395,0.3694822089916084,10000,pair_micro,0.10965842167255595,0.09460338324676502,0.1276962700644917,0.10918727915194346,0.09419208002030972,0.12721789161930824,0.026501766784452298,0.02329622700853209,0.030316465714783445,0.026972909305064782,0.023830721484754614,0.03064600729320939,-0.0004711425206124853,-0.0023683654233146276,0.0014198549327676432,0.05347467608951708,0.047387521681603706,0.06059293018382088,2106,675,687,22002
