query_id,source_order_inclusion,mean_schedule_inclusion,persistent_inclusion,VI,persistent_omission,n_highest,dataset,model,intervention,target_support,catalog_size,K
28,0.11428571428571428,0.11428571428571428,0.05714285714285714,0.11428571428571428,0.8285714285714286,175,wands,minilm,catalog_wide,full,42994,20
31,0.0,0.0,0.0,0.0,1.0,1,wands,minilm,catalog_wide,full,42994,20
35,0.0196078431372549,0.050420168067226885,0.0196078431372549,0.0784313725490196,0.9019607843137255,51,wands,minilm,catalog_wide,full,42994,20
36,0.16216216216216217,0.21235521235521237,0.08108108108108109,0.2702702702702703,0.6486486486486487,37,wands,minilm,catalog_wide,full,42994,20
37,0.01818181818181818,0.012987012987012988,0.00909090909090909,0.00909090909090909,0.9818181818181818,110,wands,minilm,catalog_wide,full,42994,20
38,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
39,0.06451612903225806,0.03686635944700461,0.0,0.06451612903225806,0.9354838709677419,31,wands,minilm,catalog_wide,full,42994,20
40,0.275,0.28928571428571426,0.175,0.3,0.525,40,wands,minilm,catalog_wide,full,42994,20
41,0.6842105263157895,0.631578947368421,0.47368421052631576,0.21052631578947367,0.3157894736842105,19,wands,minilm,catalog_wide,full,42994,20
42,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,wands,minilm,catalog_wide,full,42994,20
44,0.21212121212121213,0.16017316017316016,0.09090909090909091,0.21212121212121213,0.696969696969697,33,wands,minilm,catalog_wide,full,42994,20
45,0.05,0.03571428571428571,0.0,0.05,0.95,20,wands,minilm,catalog_wide,full,42994,20
46,0.6,0.42857142857142855,0.4,0.2,0.4,5,wands,minilm,catalog_wide,full,42994,20
48,0.0,0.0,0.0,0.0,1.0,1,wands,minilm,catalog_wide,full,42994,20
50,0.07142857142857142,0.08673469387755102,0.0,0.25,0.75,28,wands,minilm,catalog_wide,full,42994,20
51,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
54,0.6,0.2857142857142857,0.2,0.4,0.4,5,wands,minilm,catalog_wide,full,42994,20
55,1.0,0.8571428571428571,0.0,1.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
59,0.46511627906976744,0.46511627906976744,0.23255813953488372,0.4418604651162791,0.32558139534883723,43,wands,minilm,catalog_wide,full,42994,20
60,0.6666666666666666,0.2857142857142857,0.0,0.6666666666666666,0.3333333333333333,3,wands,minilm,catalog_wide,full,42994,20
62,0.5555555555555556,0.46031746031746024,0.3333333333333333,0.3333333333333333,0.3333333333333333,9,wands,minilm,catalog_wide,full,42994,20
63,0.2222222222222222,0.21825396825396826,0.1527777777777778,0.1527777777777778,0.6944444444444444,72,wands,minilm,catalog_wide,full,42994,20
64,0.0,0.0,0.0,0.0,1.0,1,wands,minilm,catalog_wide,full,42994,20
65,0.13157894736842105,0.13533834586466165,0.10526315789473684,0.07894736842105263,0.8157894736842105,38,wands,minilm,catalog_wide,full,42994,20
66,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
68,0.14606741573033707,0.13162118780096307,0.0449438202247191,0.19101123595505617,0.7640449438202247,89,wands,minilm,catalog_wide,full,42994,20
69,0.07692307692307693,0.0879120879120879,0.07692307692307693,0.07692307692307693,0.8461538461538461,13,wands,minilm,catalog_wide,full,42994,20
70,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
71,0.1702127659574468,0.17629179331306988,0.06382978723404255,0.2978723404255319,0.6382978723404256,47,wands,minilm,catalog_wide,full,42994,20
72,0.2,0.1966386554621849,0.09411764705882353,0.25882352941176473,0.6470588235294118,85,wands,minilm,catalog_wide,full,42994,20
74,1.0,0.9523809523809524,0.6666666666666666,0.3333333333333333,0.0,3,wands,minilm,catalog_wide,full,42994,20
75,0.25,0.25,0.25,0.0,0.75,4,wands,minilm,catalog_wide,full,42994,20
76,0.0,0.0,0.0,0.0,1.0,2,wands,minilm,catalog_wide,full,42994,20
77,0.0,0.0,0.0,0.0,1.0,1,wands,minilm,catalog_wide,full,42994,20
78,0.0,0.0,0.0,0.0,1.0,3,wands,minilm,catalog_wide,full,42994,20
81,0.06666666666666667,0.05714285714285714,0.02666666666666667,0.10666666666666667,0.8666666666666667,75,wands,minilm,catalog_wide,full,42994,20
82,0.07547169811320754,0.06469002695417789,0.018867924528301886,0.11320754716981132,0.8679245283018868,53,wands,minilm,catalog_wide,full,42994,20
84,0.0,0.0,0.0,0.0,1.0,1,wands,minilm,catalog_wide,full,42994,20
86,0.3333333333333333,0.3142857142857143,0.2,0.3333333333333333,0.4666666666666667,15,wands,minilm,catalog_wide,full,42994,20
88,0.0,0.14285714285714285,0.0,1.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
89,0.08823529411764706,0.13025210084033614,0.029411764705882353,0.2647058823529412,0.7058823529411765,68,wands,minilm,catalog_wide,full,42994,20
91,0.125,0.125,0.0,0.25,0.75,8,wands,minilm,catalog_wide,full,42994,20
93,0.0,0.0049261083743842365,0.0,0.017241379310344827,0.9827586206896551,58,wands,minilm,catalog_wide,full,42994,20
94,0.25,0.07142857142857142,0.0,0.25,0.75,4,wands,minilm,catalog_wide,full,42994,20
95,0.0,0.0029154518950437317,0.0,0.02040816326530612,0.9795918367346939,49,wands,minilm,catalog_wide,full,42994,20
97,1.0,0.2857142857142857,0.0,1.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
101,0.0,0.0,0.0,0.0,1.0,4,wands,minilm,catalog_wide,full,42994,20
102,0.3508771929824561,0.3358395989974937,0.10526315789473684,0.45614035087719296,0.43859649122807015,57,wands,minilm,catalog_wide,full,42994,20
104,0.3333333333333333,0.32142857142857145,0.25,0.08333333333333333,0.6666666666666666,12,wands,minilm,catalog_wide,full,42994,20
107,0.06976744186046512,0.03986710963455149,0.0,0.11627906976744186,0.8837209302325582,43,wands,minilm,catalog_wide,full,42994,20
108,0.24691358024691357,0.24691358024691357,0.19753086419753085,0.09876543209876543,0.7037037037037037,81,wands,minilm,catalog_wide,full,42994,20
109,0.5128205128205128,0.5091575091575091,0.10256410256410256,0.7948717948717948,0.10256410256410256,39,wands,minilm,catalog_wide,full,42994,20
111,0.2463768115942029,0.2567287784679089,0.15942028985507245,0.2608695652173913,0.5797101449275363,69,wands,minilm,catalog_wide,full,42994,20
112,0.07518796992481203,0.07518796992481203,0.018796992481203006,0.13157894736842105,0.849624060150376,266,wands,minilm,catalog_wide,full,42994,20
114,0.3333333333333333,0.047619047619047616,0.0,0.3333333333333333,0.6666666666666666,3,wands,minilm,catalog_wide,full,42994,20
115,0.09900990099009901,0.09900990099009901,0.054455445544554455,0.09900990099009901,0.8465346534653465,202,wands,minilm,catalog_wide,full,42994,20
119,0.05063291139240506,0.05334538878842676,0.0379746835443038,0.04430379746835443,0.9177215189873418,158,wands,minilm,catalog_wide,full,42994,20
120,0.45454545454545453,0.45021645021645024,0.42424242424242425,0.030303030303030304,0.5454545454545454,33,wands,minilm,catalog_wide,full,42994,20
121,0.024793388429752067,0.025383707201889018,0.005509641873278237,0.0674931129476584,0.9269972451790633,726,wands,minilm,catalog_wide,full,42994,20
122,0.037333333333333336,0.03542857142857143,0.016,0.050666666666666665,0.9333333333333333,375,wands,minilm,catalog_wide,full,42994,20
123,0.0106951871657754,0.02291825821237586,0.0,0.0855614973262032,0.9144385026737968,187,wands,minilm,catalog_wide,full,42994,20
124,0.009259259259259259,0.012786596119929453,0.0,0.040123456790123455,0.9598765432098766,324,wands,minilm,catalog_wide,full,42994,20
125,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
126,0.06224066390041494,0.05927682276229994,0.008298755186721992,0.15352697095435686,0.8381742738589212,241,wands,minilm,catalog_wide,full,42994,20
127,0.10062893081761007,0.09793351302785265,0.006289308176100629,0.22012578616352202,0.7735849056603774,159,wands,minilm,catalog_wide,full,42994,20
128,0.09734513274336283,0.09355246523388117,0.017699115044247787,0.19469026548672566,0.7876106194690266,113,wands,minilm,catalog_wide,full,42994,20
129,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.9285714285714286,28,wands,minilm,catalog_wide,full,42994,20
130,0.0106951871657754,0.014514896867838046,0.0106951871657754,0.026737967914438502,0.9625668449197861,187,wands,minilm,catalog_wide,full,42994,20
131,0.09248554913294797,0.08918249380677125,0.017341040462427744,0.19653179190751446,0.7861271676300579,173,wands,minilm,catalog_wide,full,42994,20
132,0.14285714285714285,0.11224489795918367,0.0,0.19047619047619047,0.8095238095238095,42,wands,minilm,catalog_wide,full,42994,20
137,0.075,0.05892857142857143,0.025,0.0875,0.8875,80,wands,minilm,catalog_wide,full,42994,20
138,0.14084507042253522,0.14084507042253522,0.06338028169014084,0.22535211267605634,0.7112676056338029,142,wands,minilm,catalog_wide,full,42994,20
140,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,3,wands,minilm,catalog_wide,full,42994,20
141,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,3,wands,minilm,catalog_wide,full,42994,20
142,0.0,0.05714285714285714,0.0,0.2,0.8,5,wands,minilm,catalog_wide,full,42994,20
143,0.0,0.0,0.0,0.0,1.0,3,wands,minilm,catalog_wide,full,42994,20
144,0.16379310344827586,0.1625615763546798,0.034482758620689655,0.3620689655172414,0.603448275862069,116,wands,minilm,catalog_wide,full,42994,20
145,0.125,0.13839285714285715,0.09375,0.125,0.78125,32,wands,minilm,catalog_wide,full,42994,20
146,0.25,0.03571428571428571,0.0,0.25,0.75,4,wands,minilm,catalog_wide,full,42994,20
147,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.16666666666666666,12,wands,minilm,catalog_wide,full,42994,20
148,0.04639175257731959,0.05964653902798232,0.02577319587628866,0.08762886597938144,0.8865979381443299,194,wands,minilm,catalog_wide,full,42994,20
150,0.7142857142857143,0.8163265306122449,0.5714285714285714,0.3333333333333333,0.09523809523809523,21,wands,minilm,catalog_wide,full,42994,20
151,0.015873015873015872,0.017006802721088433,0.0015873015873015873,0.04126984126984127,0.9571428571428572,630,wands,minilm,catalog_wide,full,42994,20
153,0.10344827586206896,0.10147783251231526,0.05517241379310345,0.11724137931034483,0.8275862068965517,145,wands,minilm,catalog_wide,full,42994,20
155,0.125,0.19642857142857142,0.125,0.25,0.625,8,wands,minilm,catalog_wide,full,42994,20
158,0.38636363636363635,0.39285714285714285,0.13636363636363635,0.45454545454545453,0.4090909090909091,44,wands,minilm,catalog_wide,full,42994,20
159,0.20430107526881722,0.19508448540706605,0.11827956989247312,0.16129032258064516,0.7204301075268817,93,wands,minilm,catalog_wide,full,42994,20
160,0.07079646017699115,0.06763590391908976,0.035398230088495575,0.10176991150442478,0.8628318584070797,226,wands,minilm,catalog_wide,full,42994,20
161,0.05263157894736842,0.09022556390977443,0.0,0.2631578947368421,0.7368421052631579,38,wands,minilm,catalog_wide,full,42994,20
163,0.40425531914893614,0.3951367781155016,0.3191489361702128,0.14893617021276595,0.5319148936170213,47,wands,minilm,catalog_wide,full,42994,20
164,0.0546875,0.029017857142857144,0.0,0.0546875,0.9453125,128,wands,minilm,catalog_wide,full,42994,20
165,0.2318840579710145,0.20910973084886128,0.14492753623188406,0.15942028985507245,0.6956521739130435,69,wands,minilm,catalog_wide,full,42994,20
166,0.6153846153846154,0.5824175824175823,0.4230769230769231,0.34615384615384615,0.23076923076923078,26,wands,minilm,catalog_wide,full,42994,20
167,0.21839080459770116,0.22003284072249588,0.12643678160919541,0.1839080459770115,0.6896551724137931,87,wands,minilm,catalog_wide,full,42994,20
169,0.1111111111111111,0.13227513227513227,0.07407407407407407,0.1111111111111111,0.8148148148148148,27,wands,minilm,catalog_wide,full,42994,20
170,0.1717171717171717,0.1774891774891775,0.10101010101010101,0.12121212121212122,0.7777777777777778,99,wands,minilm,catalog_wide,full,42994,20
172,0.47619047619047616,0.47619047619047616,0.23809523809523808,0.42857142857142855,0.3333333333333333,42,wands,minilm,catalog_wide,full,42994,20
173,0.0,0.0,0.0,0.0,1.0,4,wands,minilm,catalog_wide,full,42994,20
175,0.21428571428571427,0.22653061224489796,0.14285714285714285,0.15714285714285714,0.7,70,wands,minilm,catalog_wide,full,42994,20
176,0.5217391304347826,0.5341614906832298,0.43478260869565216,0.2608695652173913,0.30434782608695654,23,wands,minilm,catalog_wide,full,42994,20
177,0.3125,0.25,0.125,0.25,0.625,16,wands,minilm,catalog_wide,full,42994,20
178,0.16666666666666666,0.1369047619047619,0.041666666666666664,0.16666666666666666,0.7916666666666666,24,wands,minilm,catalog_wide,full,42994,20
180,0.2222222222222222,0.2361111111111111,0.1388888888888889,0.19444444444444445,0.6666666666666666,72,wands,minilm,catalog_wide,full,42994,20
182,0.3275862068965517,0.3251231527093596,0.20689655172413793,0.25862068965517243,0.5344827586206896,58,wands,minilm,catalog_wide,full,42994,20
183,0.6666666666666666,0.4761904761904762,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,wands,minilm,catalog_wide,full,42994,20
184,0.1694915254237288,0.14043583535108958,0.1016949152542373,0.15254237288135594,0.7457627118644068,59,wands,minilm,catalog_wide,full,42994,20
185,0.5882352941176471,0.5840336134453782,0.5294117647058824,0.11764705882352941,0.35294117647058826,34,wands,minilm,catalog_wide,full,42994,20
186,0.0,0.0,0.0,0.0,1.0,4,wands,minilm,catalog_wide,full,42994,20
189,0.03225806451612903,0.03686635944700461,0.03225806451612903,0.03225806451612903,0.9354838709677419,31,wands,minilm,catalog_wide,full,42994,20
190,0.0,0.0,0.0,0.0,1.0,5,wands,minilm,catalog_wide,full,42994,20
195,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3,wands,minilm,catalog_wide,full,42994,20
197,0.43478260869565216,0.2732919254658385,0.13043478260869565,0.5217391304347826,0.34782608695652173,23,wands,minilm,catalog_wide,full,42994,20
198,0.3,0.3142857142857143,0.3,0.1,0.6,10,wands,minilm,catalog_wide,full,42994,20
200,1.0,1.0,1.0,0.0,0.0,3,wands,minilm,catalog_wide,full,42994,20
202,0.3111111111111111,0.2698412698412698,0.15555555555555556,0.26666666666666666,0.5777777777777777,45,wands,minilm,catalog_wide,full,42994,20
203,0.2,0.5714285714285714,0.2,0.8,0.0,5,wands,minilm,catalog_wide,full,42994,20
204,0.42857142857142855,0.36734693877551017,0.2857142857142857,0.14285714285714285,0.5714285714285714,7,wands,minilm,catalog_wide,full,42994,20
206,1.0,0.8571428571428572,0.5,0.5,0.0,2,wands,minilm,catalog_wide,full,42994,20
210,0.5555555555555556,0.5396825396825397,0.2222222222222222,0.7777777777777778,0.0,9,wands,minilm,catalog_wide,full,42994,20
212,1.0,1.0,1.0,0.0,0.0,2,wands,minilm,catalog_wide,full,42994,20
213,0.0,0.0,0.0,0.0,1.0,1,wands,minilm,catalog_wide,full,42994,20
215,0.03333333333333333,0.04285714285714285,0.03333333333333333,0.06666666666666667,0.9,30,wands,minilm,catalog_wide,full,42994,20
216,0.75,0.6071428571428571,0.25,0.5,0.25,8,wands,minilm,catalog_wide,full,42994,20
220,0.21153846153846154,0.18956043956043958,0.09615384615384616,0.23076923076923078,0.6730769230769231,52,wands,minilm,catalog_wide,full,42994,20
221,0.1232876712328767,0.13307240704500978,0.0684931506849315,0.136986301369863,0.7945205479452054,73,wands,minilm,catalog_wide,full,42994,20
222,0.03225806451612903,0.027649769585253454,0.0,0.03225806451612903,0.967741935483871,31,wands,minilm,catalog_wide,full,42994,20
223,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
226,0.06598984771573604,0.06598984771573604,0.025380710659898477,0.09644670050761421,0.8781725888324873,197,wands,minilm,catalog_wide,full,42994,20
227,0.11363636363636363,0.11363636363636363,0.0625,0.11363636363636363,0.8238636363636364,176,wands,minilm,catalog_wide,full,42994,20
229,0.14285714285714285,0.14930182599355532,0.03007518796992481,0.2556390977443609,0.7142857142857143,133,wands,minilm,catalog_wide,full,42994,20
230,0.07456140350877193,0.07581453634085213,0.03508771929824561,0.09210526315789473,0.8728070175438597,228,wands,minilm,catalog_wide,full,42994,20
231,0.06514657980456026,0.06514657980456026,0.035830618892508145,0.09120521172638436,0.8729641693811075,307,wands,minilm,catalog_wide,full,42994,20
232,0.028368794326241134,0.028368794326241134,0.0070921985815602835,0.06619385342789598,0.9267139479905437,423,wands,minilm,catalog_wide,full,42994,20
233,0.012345679012345678,0.012345679012345678,0.0,0.06172839506172839,0.9382716049382716,81,wands,minilm,catalog_wide,full,42994,20
234,0.17757009345794392,0.17222963951935913,0.056074766355140186,0.2616822429906542,0.6822429906542056,107,wands,minilm,catalog_wide,full,42994,20
235,0.15037593984962405,0.15037593984962405,0.09774436090225563,0.12781954887218044,0.7744360902255639,133,wands,minilm,catalog_wide,full,42994,20
236,0.13793103448275862,0.13300492610837436,0.034482758620689655,0.27586206896551724,0.6896551724137931,29,wands,minilm,catalog_wide,full,42994,20
238,0.25925925925925924,0.2619047619047619,0.14814814814814814,0.2222222222222222,0.6296296296296297,54,wands,minilm,catalog_wide,full,42994,20
239,0.13013698630136986,0.12622309197651663,0.0684931506849315,0.1506849315068493,0.7808219178082192,146,wands,minilm,catalog_wide,full,42994,20
241,0.08108108108108109,0.09266409266409266,0.02702702702702703,0.16891891891891891,0.8040540540540541,148,wands,minilm,catalog_wide,full,42994,20
242,0.05142857142857143,0.05877551020408163,0.005714285714285714,0.14285714285714285,0.8514285714285714,175,wands,minilm,catalog_wide,full,42994,20
243,0.08148148148148149,0.09100529100529099,0.05185185185185185,0.0962962962962963,0.8518518518518519,135,wands,minilm,catalog_wide,full,42994,20
244,0.0,0.12698412698412698,0.0,0.4444444444444444,0.5555555555555556,9,wands,minilm,catalog_wide,full,42994,20
245,0.3333333333333333,0.343358395989975,0.21052631578947367,0.2631578947368421,0.5263157894736842,57,wands,minilm,catalog_wide,full,42994,20
246,0.16666666666666666,0.17857142857142858,0.08333333333333333,0.4166666666666667,0.5,12,wands,minilm,catalog_wide,full,42994,20
247,0.325,0.31785714285714284,0.2,0.275,0.525,40,wands,minilm,catalog_wide,full,42994,20
248,0.5128205128205128,0.5128205128205128,0.46153846153846156,0.1794871794871795,0.358974358974359,39,wands,minilm,catalog_wide,full,42994,20
249,0.13709677419354838,0.12557603686635946,0.04838709677419355,0.20161290322580644,0.75,124,wands,minilm,catalog_wide,full,42994,20
250,0.09375,0.08482142857142856,0.041666666666666664,0.125,0.8333333333333334,96,wands,minilm,catalog_wide,full,42994,20
251,0.16666666666666666,0.1619047619047619,0.1,0.16666666666666666,0.7333333333333333,90,wands,minilm,catalog_wide,full,42994,20
252,0.08,0.07,0.01,0.15,0.84,100,wands,minilm,catalog_wide,full,42994,20
253,0.2,0.22857142857142856,0.2,0.2,0.6,5,wands,minilm,catalog_wide,full,42994,20
254,0.022900763358778626,0.023991275899672846,0.0,0.061068702290076333,0.9389312977099237,131,wands,minilm,catalog_wide,full,42994,20
255,0.18691588785046728,0.18424566088117492,0.06542056074766354,0.2897196261682243,0.6448598130841121,107,wands,minilm,catalog_wide,full,42994,20
257,0.08333333333333333,0.09848484848484848,0.022727272727272728,0.20454545454545456,0.7727272727272727,132,wands,minilm,catalog_wide,full,42994,20
260,0.7307692307692307,0.6978021978021978,0.5769230769230769,0.19230769230769232,0.23076923076923078,26,wands,minilm,catalog_wide,full,42994,20
263,0.10666666666666667,0.12380952380952381,0.06666666666666667,0.17333333333333334,0.76,75,wands,minilm,catalog_wide,full,42994,20
264,1.0,0.9904761904761905,0.9333333333333333,0.06666666666666667,0.0,15,wands,minilm,catalog_wide,full,42994,20
266,1.0,0.2857142857142857,0.0,1.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
267,0.5,0.7857142857142857,0.5,0.5,0.0,2,wands,minilm,catalog_wide,full,42994,20
268,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
270,0.09523809523809523,0.10204081632653061,0.047619047619047616,0.14285714285714285,0.8095238095238095,42,wands,minilm,catalog_wide,full,42994,20
271,0.0,0.0,0.0,0.0,1.0,1,wands,minilm,catalog_wide,full,42994,20
273,0.75,0.75,0.75,0.0,0.25,4,wands,minilm,catalog_wide,full,42994,20
274,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
275,0.46153846153846156,0.42857142857142855,0.15384615384615385,0.46153846153846156,0.38461538461538464,13,wands,minilm,catalog_wide,full,42994,20
277,0.06818181818181818,0.07792207792207792,0.022727272727272728,0.13636363636363635,0.8409090909090909,44,wands,minilm,catalog_wide,full,42994,20
278,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.8571428571428571,7,wands,minilm,catalog_wide,full,42994,20
279,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
281,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
282,1.0,0.8571428571428571,0.0,1.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
285,0.2857142857142857,0.2653061224489796,0.14285714285714285,0.42857142857142855,0.42857142857142855,7,wands,minilm,catalog_wide,full,42994,20
289,0.5925925925925926,0.5873015873015873,0.4444444444444444,0.25925925925925924,0.2962962962962963,27,wands,minilm,catalog_wide,full,42994,20
291,0.06666666666666667,0.07619047619047618,0.06666666666666667,0.06666666666666667,0.8666666666666667,15,wands,minilm,catalog_wide,full,42994,20
292,0.0,0.0,0.0,0.0,1.0,12,wands,minilm,catalog_wide,full,42994,20
295,0.16666666666666666,0.11904761904761903,0.0,0.3333333333333333,0.6666666666666666,6,wands,minilm,catalog_wide,full,42994,20
296,1.0,0.2857142857142857,0.0,1.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
297,0.0,0.017857142857142856,0.0,0.125,0.875,8,wands,minilm,catalog_wide,full,42994,20
298,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.7777777777777778,9,wands,minilm,catalog_wide,full,42994,20
300,0.0,0.0,0.0,0.0,1.0,2,wands,minilm,catalog_wide,full,42994,20
301,0.0,0.0,0.0,0.0,1.0,2,wands,minilm,catalog_wide,full,42994,20
302,0.2711864406779661,0.2711864406779661,0.11864406779661017,0.3220338983050847,0.559322033898305,59,wands,minilm,catalog_wide,full,42994,20
303,1.0,0.9285714285714286,0.75,0.25,0.0,8,wands,minilm,catalog_wide,full,42994,20
305,0.07772020725388601,0.06735751295336788,0.025906735751295335,0.10880829015544041,0.8652849740932642,193,wands,minilm,catalog_wide,full,42994,20
306,1.0,1.0,1.0,0.0,0.0,2,wands,minilm,catalog_wide,full,42994,20
307,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.16666666666666666,0.16666666666666666,6,wands,minilm,catalog_wide,full,42994,20
308,0.0,0.14285714285714285,0.0,0.5,0.5,2,wands,minilm,catalog_wide,full,42994,20
310,1.0,1.0,1.0,0.0,0.0,4,wands,minilm,catalog_wide,full,42994,20
311,0.5,0.7142857142857143,0.5,0.5,0.0,4,wands,minilm,catalog_wide,full,42994,20
313,1.0,0.8095238095238096,0.6666666666666666,0.3333333333333333,0.0,3,wands,minilm,catalog_wide,full,42994,20
315,1.0,1.0,1.0,0.0,0.0,4,wands,minilm,catalog_wide,full,42994,20
316,1.0,0.5714285714285714,0.0,1.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
317,1.0,1.0,1.0,0.0,0.0,2,wands,minilm,catalog_wide,full,42994,20
319,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
320,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
323,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
325,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.9782608695652174,46,wands,minilm,catalog_wide,full,42994,20
326,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
327,0.125,0.08928571428571429,0.0,0.125,0.875,8,wands,minilm,catalog_wide,full,42994,20
328,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
329,1.0,1.0,1.0,0.0,0.0,2,wands,minilm,catalog_wide,full,42994,20
330,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
331,0.038461538461538464,0.019230769230769232,0.0,0.09615384615384616,0.9038461538461539,52,wands,minilm,catalog_wide,full,42994,20
332,1.0,1.0,1.0,0.0,0.0,1,wands,minilm,catalog_wide,full,42994,20
333,0.47619047619047616,0.48979591836734687,0.38095238095238093,0.2857142857142857,0.3333333333333333,21,wands,minilm,catalog_wide,full,42994,20
334,0.8333333333333334,0.8809523809523809,0.8333333333333334,0.16666666666666666,0.0,6,wands,minilm,catalog_wide,full,42994,20
335,0.3333333333333333,0.2925170068027211,0.19047619047619047,0.3333333333333333,0.47619047619047616,42,wands,minilm,catalog_wide,full,42994,20
337,0.3076923076923077,0.28205128205128205,0.10256410256410256,0.41025641025641024,0.48717948717948717,39,wands,minilm,catalog_wide,full,42994,20
339,1.0,0.9761904761904763,0.8333333333333334,0.16666666666666666,0.0,6,wands,minilm,catalog_wide,full,42994,20
