Method,Reference,Seed,Split,Mode,Metric,Queries,Delta_pp,CI_low_pp,CI_high_pp,Draws,Bootstrap_seed,Multiplicity_correction
C2,Set-Attention,seed_mean,dev,catalog,VI@20,17,0.0,0.0,0.0,10000,20260963,none
C2,Set-Attention,seed_mean,dev,catalog,VI@100,17,0.0,0.0,0.0,10000,20260963,none
C2,Set-Attention,seed_mean,dev,catalog,Robust@100,17,0.06125457838894528,-0.22733402001201777,0.44311187183673956,10000,20260963,none
C2,Set-Attention,seed_mean,dev,catalog,Never@100,17,-0.06125457838894487,-0.4431118718367392,0.2273340200120159,10000,20260963,none
C2,Set-Attention,seed_mean,dev,catalog,worst_schedule@100,17,0.06125457838894528,-0.22733402001201777,0.44311187183673956,10000,20260963,none
C3,C2,seed_mean,dev,catalog,Recall@20,17,-0.136775409807417,-0.32289263744713653,0.0,10000,20260963,none
C3,C2,seed_mean,dev,catalog,Recall@100,17,-0.48686594202898575,-1.5132139812446725,0.09524190110826937,10000,20260963,none
C3,C2,seed_mean,dev,catalog,cNDCG@10,24,0.09624237706360311,-0.21694573224724617,0.46223290707345976,10000,20260963,none
C3,C2,seed_mean,dev,catalog,VI@20,17,0.0,0.0,0.0,10000,20260963,none
C3,C2,seed_mean,dev,catalog,VI@100,17,0.0,0.0,0.0,10000,20260963,none
C3,C2,seed_mean,dev,catalog,Robust@100,17,-0.48686594202898575,-1.5132139812446725,0.09524190110826937,10000,20260963,none
C3,C2,seed_mean,dev,catalog,Never@100,17,0.4868659420289854,-0.0952419011082692,1.5132139812446717,10000,20260963,none
C3,C2,seed_mean,dev,catalog,worst_schedule@100,17,-0.48686594202898575,-1.5132139812446725,0.09524190110826937,10000,20260963,none
C4,C3,seed_mean,dev,catalog,Recall@20,17,0.4369953863898506,-0.41757977700884275,1.8823529411764715,10000,20260963,none
C4,C3,seed_mean,dev,catalog,Recall@100,17,0.6562918711371568,-0.04298519433648879,1.7599917618656369,10000,20260963,none
C4,C3,seed_mean,dev,catalog,cNDCG@10,24,0.3306010741885671,-0.34166490380885123,1.0037519163006101,10000,20260963,none
C4,C3,seed_mean,dev,catalog,VI@20,17,0.0,0.0,0.0,10000,20260963,none
C4,C3,seed_mean,dev,catalog,VI@100,17,0.0,0.0,0.0,10000,20260963,none
C4,C3,seed_mean,dev,catalog,Robust@100,17,0.6562918711371568,-0.04298519433648879,1.7599917618656369,10000,20260963,none
C4,C3,seed_mean,dev,catalog,Never@100,17,-0.6562918711371571,-1.7599917618656369,0.042985194336488224,10000,20260963,none
C4,C3,seed_mean,dev,catalog,worst_schedule@100,17,0.6562918711371568,-0.04298519433648879,1.7599917618656369,10000,20260963,none
C4,Set-Attention,42,dev,catalog,Recall@20,17,0.7689350249903887,0.0,2.191464821222608,10000,20260963,none
C4,Set-Attention,42,dev,catalog,Recall@100,17,0.23068050749711633,0.0,0.692041522491349,10000,20260963,none
C4,Set-Attention,42,dev,catalog,cNDCG@10,24,-0.17947981152140424,-0.6164948409920022,0.06713123930950313,10000,20260963,none
C4,Set-Attention,42,dev,catalog,VI@20,17,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,42,dev,catalog,VI@100,17,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,42,dev,catalog,Robust@100,17,0.23068050749711633,0.0,0.692041522491349,10000,20260963,none
C4,Set-Attention,42,dev,catalog,Never@100,17,-0.23068050749711666,-0.69204152249135,0.0,10000,20260963,none
C4,Set-Attention,42,dev,catalog,worst_schedule@100,17,0.23068050749711633,0.0,0.692041522491349,10000,20260963,none
C4,Canonical,42,dev,catalog,Recall@20,17,-4.110147716494352,-13.260946752344818,2.6028922140252018,10000,20260963,none
C4,Canonical,42,dev,catalog,Recall@100,17,1.5778060904668767,-3.8422847399829507,6.241890138408303,10000,20260963,none
C4,Canonical,42,dev,catalog,cNDCG@10,24,2.7857250016928523,-1.743579214799535,7.8753478304394084,10000,20260963,none
C4,Canonical,42,dev,catalog,VI@20,17,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,42,dev,catalog,VI@100,17,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,42,dev,catalog,Robust@100,17,1.5778060904668767,-3.8422847399829507,6.241890138408303,10000,20260963,none
C4,Canonical,42,dev,catalog,Never@100,17,-1.5778060904668785,-6.241890138408306,3.8422847399829494,10000,20260963,none
C4,Canonical,42,dev,catalog,worst_schedule@100,17,1.5778060904668767,-3.8422847399829507,6.241890138408303,10000,20260963,none
C4,Original,42,dev,catalog,Recall@20,17,-4.055198861419501,-12.619159071004596,2.232729659434174,10000,20260963,none
C4,Original,42,dev,catalog,Recall@100,17,1.9936071826372506,-1.5546111861645073,5.503843426257463,10000,20260963,none
C4,Original,42,dev,catalog,cNDCG@10,24,3.9109879396804414,-0.25709158503618224,8.765307825290037,10000,20260963,none
C4,Original,42,dev,catalog,VI@20,17,-12.02300075790542,-21.302292937185225,-5.2915131259895105,10000,20260963,none
C4,Original,42,dev,catalog,VI@100,17,-12.223102433704357,-19.771842010911662,-5.544878439784464,10000,20260963,none
C4,Original,42,dev,catalog,Robust@100,17,8.531599348944487,3.4775991392349366,14.22867790811339,10000,20260963,none
C4,Original,42,dev,catalog,Never@100,17,3.6915030847598658,-0.037394891542955624,8.679406167870805,10000,20260963,none
C4,Original,42,dev,catalog,worst_schedule@100,17,5.8459282826052394,2.333539098652977,9.936951103445779,10000,20260963,none
C4,Set-Attention,43,dev,catalog,Recall@20,17,0.7689350249903887,0.0,2.191464821222608,10000,20260963,none
C4,Set-Attention,43,dev,catalog,Recall@100,17,0.23068050749711633,0.0,0.692041522491349,10000,20260963,none
C4,Set-Attention,43,dev,catalog,cNDCG@10,24,-0.17947981152140424,-0.6164948409920022,0.06713123930950313,10000,20260963,none
C4,Set-Attention,43,dev,catalog,VI@20,17,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,43,dev,catalog,VI@100,17,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,43,dev,catalog,Robust@100,17,0.23068050749711633,0.0,0.692041522491349,10000,20260963,none
C4,Set-Attention,43,dev,catalog,Never@100,17,-0.23068050749711666,-0.69204152249135,0.0,10000,20260963,none
C4,Set-Attention,43,dev,catalog,worst_schedule@100,17,0.23068050749711633,0.0,0.692041522491349,10000,20260963,none
C4,Canonical,43,dev,catalog,Recall@20,17,-4.110147716494352,-13.260946752344818,2.6028922140252018,10000,20260963,none
C4,Canonical,43,dev,catalog,Recall@100,17,1.5778060904668767,-3.8422847399829507,6.241890138408303,10000,20260963,none
C4,Canonical,43,dev,catalog,cNDCG@10,24,2.7857250016928523,-1.743579214799535,7.8753478304394084,10000,20260963,none
C4,Canonical,43,dev,catalog,VI@20,17,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,43,dev,catalog,VI@100,17,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,43,dev,catalog,Robust@100,17,1.5778060904668767,-3.8422847399829507,6.241890138408303,10000,20260963,none
C4,Canonical,43,dev,catalog,Never@100,17,-1.5778060904668785,-6.241890138408306,3.8422847399829494,10000,20260963,none
C4,Canonical,43,dev,catalog,worst_schedule@100,17,1.5778060904668767,-3.8422847399829507,6.241890138408303,10000,20260963,none
C4,Original,43,dev,catalog,Recall@20,17,-4.055198861419501,-12.619159071004596,2.232729659434174,10000,20260963,none
C4,Original,43,dev,catalog,Recall@100,17,1.9936071826372506,-1.5546111861645073,5.503843426257463,10000,20260963,none
C4,Original,43,dev,catalog,cNDCG@10,24,3.9109879396804414,-0.25709158503618224,8.765307825290037,10000,20260963,none
C4,Original,43,dev,catalog,VI@20,17,-12.02300075790542,-21.302292937185225,-5.2915131259895105,10000,20260963,none
C4,Original,43,dev,catalog,VI@100,17,-12.223102433704357,-19.771842010911662,-5.544878439784464,10000,20260963,none
C4,Original,43,dev,catalog,Robust@100,17,8.531599348944487,3.4775991392349366,14.22867790811339,10000,20260963,none
C4,Original,43,dev,catalog,Never@100,17,3.6915030847598658,-0.037394891542955624,8.679406167870805,10000,20260963,none
C4,Original,43,dev,catalog,worst_schedule@100,17,5.8459282826052394,2.333539098652977,9.936951103445779,10000,20260963,none
C4,Set-Attention,44,dev,catalog,Recall@20,17,0.7689350249903887,0.0,2.191464821222608,10000,20260963,none
C4,Set-Attention,44,dev,catalog,Recall@100,17,0.23068050749711633,0.0,0.692041522491349,10000,20260963,none
C4,Set-Attention,44,dev,catalog,cNDCG@10,24,-0.17947981152140424,-0.6164948409920022,0.06713123930950313,10000,20260963,none
C4,Set-Attention,44,dev,catalog,VI@20,17,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,44,dev,catalog,VI@100,17,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,44,dev,catalog,Robust@100,17,0.23068050749711633,0.0,0.692041522491349,10000,20260963,none
C4,Set-Attention,44,dev,catalog,Never@100,17,-0.23068050749711666,-0.69204152249135,0.0,10000,20260963,none
C4,Set-Attention,44,dev,catalog,worst_schedule@100,17,0.23068050749711633,0.0,0.692041522491349,10000,20260963,none
C4,Canonical,44,dev,catalog,Recall@20,17,-4.110147716494352,-13.260946752344818,2.6028922140252018,10000,20260963,none
C4,Canonical,44,dev,catalog,Recall@100,17,1.5778060904668767,-3.8422847399829507,6.241890138408303,10000,20260963,none
C4,Canonical,44,dev,catalog,cNDCG@10,24,2.7857250016928523,-1.743579214799535,7.8753478304394084,10000,20260963,none
C4,Canonical,44,dev,catalog,VI@20,17,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,44,dev,catalog,VI@100,17,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,44,dev,catalog,Robust@100,17,1.5778060904668767,-3.8422847399829507,6.241890138408303,10000,20260963,none
C4,Canonical,44,dev,catalog,Never@100,17,-1.5778060904668785,-6.241890138408306,3.8422847399829494,10000,20260963,none
C4,Canonical,44,dev,catalog,worst_schedule@100,17,1.5778060904668767,-3.8422847399829507,6.241890138408303,10000,20260963,none
C4,Original,44,dev,catalog,Recall@20,17,-4.055198861419501,-12.619159071004596,2.232729659434174,10000,20260963,none
C4,Original,44,dev,catalog,Recall@100,17,1.9936071826372506,-1.5546111861645073,5.503843426257463,10000,20260963,none
C4,Original,44,dev,catalog,cNDCG@10,24,3.9109879396804414,-0.25709158503618224,8.765307825290037,10000,20260963,none
C4,Original,44,dev,catalog,VI@20,17,-12.02300075790542,-21.302292937185225,-5.2915131259895105,10000,20260963,none
C4,Original,44,dev,catalog,VI@100,17,-12.223102433704357,-19.771842010911662,-5.544878439784464,10000,20260963,none
C4,Original,44,dev,catalog,Robust@100,17,8.531599348944487,3.4775991392349366,14.22867790811339,10000,20260963,none
C4,Original,44,dev,catalog,Never@100,17,3.6915030847598658,-0.037394891542955624,8.679406167870805,10000,20260963,none
C4,Original,44,dev,catalog,worst_schedule@100,17,5.8459282826052394,2.333539098652977,9.936951103445779,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog,Recall@20,308,0.005226643928934871,-0.3877656750958059,0.4747672854510321,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog,Recall@100,308,-0.3505866313562545,-0.7787303913849956,-0.06294787414644226,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog,cNDCG@10,383,0.05975506971928389,-0.08369006298251831,0.20972725181410676,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog,Robust@100,308,-0.3505866313562545,-0.7787303913849956,-0.06294787414644226,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog,Never@100,308,0.35058663135625423,0.06294787414644157,0.7787303913849954,10000,20260963,none
C4,Set-Attention,seed_mean,test,catalog,worst_schedule@100,308,-0.3505866313562545,-0.7787303913849956,-0.06294787414644226,10000,20260963,none
C4,Canonical,seed_mean,test,catalog,Recall@20,308,-0.8244822830373677,-1.9806788725254685,0.273213844631075,10000,20260963,none
C4,Canonical,seed_mean,test,catalog,Recall@100,308,-1.4145526759677352,-2.9234881818464578,0.12190282305407177,10000,20260963,none
C4,Canonical,seed_mean,test,catalog,cNDCG@10,383,-0.8102299540594111,-1.7845634062680165,0.20058081067735592,10000,20260963,none
C4,Canonical,seed_mean,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,seed_mean,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,seed_mean,test,catalog,Robust@100,308,-1.4145526759677352,-2.9234881818464578,0.12190282305407177,10000,20260963,none
C4,Canonical,seed_mean,test,catalog,Never@100,308,1.414552675967735,-0.1219028230540747,2.9234881818464578,10000,20260963,none
C4,Canonical,seed_mean,test,catalog,worst_schedule@100,308,-1.4145526759677352,-2.9234881818464578,0.12190282305407177,10000,20260963,none
C4,Original,seed_mean,test,catalog,Recall@20,308,-0.7900424610296334,-1.9309397139184918,0.31572238289043236,10000,20260963,none
C4,Original,seed_mean,test,catalog,Recall@100,308,-1.7979281335308912,-3.3399143977283767,-0.2886460056385961,10000,20260963,none
C4,Original,seed_mean,test,catalog,cNDCG@10,383,-0.9850318205501151,-1.907488815136658,-0.058862532438077014,10000,20260963,none
C4,Original,seed_mean,test,catalog,VI@20,308,-11.931807342696619,-13.719733700792364,-10.292033120349926,10000,20260963,none
C4,Original,seed_mean,test,catalog,VI@100,308,-12.30487480542735,-14.29184706421998,-10.48182585198896,10000,20260963,none
C4,Original,seed_mean,test,catalog,Robust@100,308,4.64205412597333,2.983321666407163,6.419037882476891,10000,20260963,none
C4,Original,seed_mean,test,catalog,Never@100,308,7.6628206794540175,6.029407035046012,9.400888803598944,10000,20260963,none
C4,Original,seed_mean,test,catalog,worst_schedule@100,308,1.5480924708489365,0.027489572553430826,3.206662448681062,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog,Recall@20,308,-0.05303030303030291,-0.16233766233766228,0.0032467532467533354,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog,Recall@100,308,0.002289983937398256,-0.004135991397137724,0.011005943209332947,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog,cNDCG@10,383,-0.0008451025428770323,-0.0034116082168487473,0.0011684007842913784,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog,Robust@100,308,0.002289983937398256,-0.004135991397137724,0.011005943209332947,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog,Never@100,308,-0.002289983937398399,-0.011005943209333114,0.004135991397137673,10000,20260963,none
C4,Set-Mean,seed_mean,test,catalog,worst_schedule@100,308,0.002289983937398256,-0.004135991397137724,0.011005943209332947,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog,Recall@20,308,0.07005978393217964,-0.34941230094824455,0.5617718135682918,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog,Recall@100,308,-0.19053895295599058,-0.401718373925576,-0.040853136352035385,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog,cNDCG@10,383,0.05375946470773938,-0.0821431252668924,0.19173861425620956,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog,Robust@100,308,-0.19053895295599058,-0.401718373925576,-0.040853136352035385,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog,Never@100,308,0.19053895295599027,0.040853136352035496,0.40171837392557536,10000,20260963,none
C1,Set-Attention,seed_mean,test,catalog,worst_schedule@100,308,-0.19053895295599058,-0.401718373925576,-0.040853136352035385,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog,Recall@20,308,-0.3680196365448542,-1.228875249944139,0.2722930645454986,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog,Recall@100,308,0.11142237125395373,-0.26282096794956367,0.4971709840587333,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog,cNDCG@10,383,-0.008491048786878291,-0.26573620692442546,0.24766302512210905,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog,Robust@100,308,0.11142237125395373,-0.26282096794956367,0.4971709840587333,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog,Never@100,308,-0.1114223712539534,-0.49717098405873317,0.2628209679495634,10000,20260963,none
C2,Set-Attention,seed_mean,test,catalog,worst_schedule@100,308,0.11142237125395373,-0.26282096794956367,0.4971709840587333,10000,20260963,none
C3,C2,seed_mean,test,catalog,Recall@20,308,0.2882391934637912,-0.03638516002188298,0.7488134591268825,10000,20260963,none
C3,C2,seed_mean,test,catalog,Recall@100,308,0.10325053066971492,-0.35166127744322495,0.6646633676824699,10000,20260963,none
C3,C2,seed_mean,test,catalog,cNDCG@10,383,0.05560178002317525,-0.08722845951637281,0.20020132367880775,10000,20260963,none
C3,C2,seed_mean,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C3,C2,seed_mean,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C3,C2,seed_mean,test,catalog,Robust@100,308,0.10325053066971492,-0.35166127744322495,0.6646633676824699,10000,20260963,none
C3,C2,seed_mean,test,catalog,Never@100,308,-0.10325053066971472,-0.6646633676824695,0.351661277443225,10000,20260963,none
C3,C2,seed_mean,test,catalog,worst_schedule@100,308,0.10325053066971492,-0.35166127744322495,0.6646633676824699,10000,20260963,none
C4,C3,seed_mean,test,catalog,Recall@20,308,0.08500708700999783,-0.7283917789150162,1.0397384798554823,10000,20260963,none
C4,C3,seed_mean,test,catalog,Recall@100,308,-0.5652595332799231,-1.3213075522679478,0.16829590276670348,10000,20260963,none
C4,C3,seed_mean,test,catalog,cNDCG@10,383,0.012644338482986931,-0.2617273320346046,0.29146369522441823,10000,20260963,none
C4,C3,seed_mean,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,C3,seed_mean,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,C3,seed_mean,test,catalog,Robust@100,308,-0.5652595332799231,-1.3213075522679478,0.16829590276670348,10000,20260963,none
C4,C3,seed_mean,test,catalog,Never@100,308,0.5652595332799223,-0.1682959027667042,1.3213075522679463,10000,20260963,none
C4,C3,seed_mean,test,catalog,worst_schedule@100,308,-0.5652595332799231,-1.3213075522679478,0.16829590276670348,10000,20260963,none
C4,Set-Attention,42,test,catalog,Recall@20,308,-0.022911884209593447,-0.4120273909725867,0.4438322779792899,10000,20260963,none
C4,Set-Attention,42,test,catalog,Recall@100,308,-0.34944163938755524,-0.7775140396794874,-0.06179635115295258,10000,20260963,none
C4,Set-Attention,42,test,catalog,cNDCG@10,383,0.060047169915356954,-0.08339415955142365,0.21050817526031335,10000,20260963,none
C4,Set-Attention,42,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,42,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,42,test,catalog,Robust@100,308,-0.34944163938755524,-0.7775140396794874,-0.06179635115295258,10000,20260963,none
C4,Set-Attention,42,test,catalog,Never@100,308,0.34944163938755507,0.06179635115295229,0.7775140396794863,10000,20260963,none
C4,Set-Attention,42,test,catalog,worst_schedule@100,308,-0.34944163938755524,-0.7775140396794874,-0.06179635115295258,10000,20260963,none
C4,Canonical,42,test,catalog,Recall@20,308,-0.8526208111758958,-2.0133616090941637,0.2486982310443251,10000,20260963,none
C4,Canonical,42,test,catalog,Recall@100,308,-1.4134076839990357,-2.9210305017473055,0.12410145404294563,10000,20260963,none
C4,Canonical,42,test,catalog,cNDCG@10,383,-0.809937853863338,-1.7842786085768452,0.2008656083685272,10000,20260963,none
C4,Canonical,42,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,42,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Canonical,42,test,catalog,Robust@100,308,-1.4134076839990357,-2.9210305017473055,0.12410145404294563,10000,20260963,none
C4,Canonical,42,test,catalog,Never@100,308,1.4134076839990355,-0.12410145404294709,2.9210305017473046,10000,20260963,none
C4,Canonical,42,test,catalog,worst_schedule@100,308,-1.4134076839990357,-2.9210305017473055,0.12410145404294563,10000,20260963,none
C4,Original,42,test,catalog,Recall@20,308,-0.8181809891681617,-1.9680312159462376,0.2904542279791921,10000,20260963,none
C4,Original,42,test,catalog,Recall@100,308,-1.796783141562192,-3.3405751048286816,-0.28989848664925677,10000,20260963,none
C4,Original,42,test,catalog,cNDCG@10,383,-0.984739720354042,-1.9074888151366578,-0.05857773474690583,10000,20260963,none
C4,Original,42,test,catalog,VI@20,308,-11.931807342696619,-13.719733700792364,-10.292033120349926,10000,20260963,none
C4,Original,42,test,catalog,VI@100,308,-12.30487480542735,-14.29184706421998,-10.48182585198896,10000,20260963,none
C4,Original,42,test,catalog,Robust@100,308,4.643199117942029,2.983292881707331,6.42087215678383,10000,20260963,none
C4,Original,42,test,catalog,Never@100,308,7.661675687485318,6.028087372675234,9.399511011710175,10000,20260963,none
C4,Original,42,test,catalog,worst_schedule@100,308,1.5492374628176357,0.02953230143494596,3.207101694931462,10000,20260963,none
C4,Set-Attention,43,test,catalog,Recall@20,308,0.058256946959237714,-0.3598240595320085,0.5497129493040822,10000,20260963,none
C4,Set-Attention,43,test,catalog,Recall@100,308,-0.3528766152936528,-0.7788468453818278,-0.06584890837822677,10000,20260963,none
C4,Set-Attention,43,test,catalog,cNDCG@10,383,0.05917086932713847,-0.08437056726320122,0.20903951627614342,10000,20260963,none
C4,Set-Attention,43,test,catalog,VI@20,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,43,test,catalog,VI@100,308,0.0,0.0,0.0,10000,20260963,none
C4,Set-Attention,43,test,catalog,Robust@100,308,-0.3528766152936528,-0.7788468453818278,-0.06584890837822677,10000,20260963,none
C4,Set-Attention,43,test,catalog,Never@100,308,0.3528766152936526,0.06584890837822646,0.7788468453818272,10000,20260963,none
