Method,Seed,field_key,occurrences,weight_sum,mean_weight
C3,42,adjustabletemperaturecontrol,15,0.3801062162965536,0.0253404144197702
C3,42,adjustablethermostat,1,0.0148558318614959,0.0148558318614959
C3,42,adjustablethermostatincluded,5,0.0704062338918447,0.0140812467783689
C3,42,adjustablethickness,22,1.197071237489581,0.0544123289767991
C3,42,adjustabletilttension,276,2.553934342227876,0.009253385297927
C3,42,adjustabletimedelay,12,0.4314080961048603,0.035950674675405
C3,42,adjustabletimesettings,1,0.026295343413949,0.026295343413949
C3,42,adjustablevents,51,1.1718738861382008,0.0229779193360431
C3,42,adjustablevolume,1,0.0179370641708374,0.0179370641708374
C3,42,adjustablewaterflow,199,4.150918905623257,0.0208588889729811
C3,42,adjustablewaterlevel,13,0.1966832242906093,0.0151294787915853
C3,42,adjustablewattage,2,0.0958925224840641,0.047946261242032
C3,42,adjustablewidth,383,8.507344634272158,0.0222123880790395
C3,42,adjustablewidthshelves,64,2.1019360814243555,0.0328427512722555
C3,42,adorned,16,0.4364690110087394,0.0272793131880462
C3,42,adultassemblyrequired,25258,322.0266141790198,0.0127494898320935
C3,42,advertisements,618,8.00573094934225,0.0129542571995829
C3,42,advertising,36,1.3652582429349422,0.0379238400815261
C3,42,aeratorincluded,244,3.696602506563067,0.0151500102727994
C3,42,agegroup,1489,34.65075940033421,0.0232711614508624
C3,42,agegrouprecommendation,12,0.2496101818978786,0.0208008484914898
C3,42,agerange,3,0.064119204878807,0.0213730682929356
C3,42,agerecommendation,28,0.3643459565937519,0.0130123555926339
C3,42,ahmacompliant,85,0.7778042280115187,0.0091506379766061
C3,42,air-blowerincluded,2,0.0363510083407163,0.0181755041703581
C3,42,airblowerincluded,1,0.0141379367560148,0.0141379367560148
C3,42,airdischargedirection,62,0.8157081669196486,0.0131565833374136
C3,42,airfilterincluded,2,0.0343615021556615,0.0171807510778307
C3,42,airfilterrequired,1,0.0270465575158596,0.0270465575158596
C3,42,airflow,7,0.2038628086447715,0.0291232583778245
C3,42,airflowefficiency,40,0.4212735006585717,0.0105318375164642
C3,42,airlineapproved,3,0.0390202989801764,0.0130067663267254
C3,42,airpumpincluded,2,0.0510741136968135,0.0255370568484067
C3,42,airpurifier,44,0.6226553935557604,0.0141512589444491
C3,42,airpurifying,1,0.0124316634610295,0.0124316634610295
C3,42,airtight,1,0.0182131752371788,0.0182131752371788
C3,42,airventincluded,43,1.0732253585010767,0.0249587292674669
C3,42,alarm,288,11.127026351168752,0.0386355081637803
C3,42,alarmsiren,8,0.1650128345936536,0.0206266043242067
C3,42,algaeresistant,1,0.0151307638734579,0.0151307638734579
C3,42,all-in-onekit,94,1.9207240007817743,0.0204332340508699
C3,42,allcompatiblepodtypes,4,0.0826400071382522,0.020660001784563
C3,42,allergenbarrier,26,0.452584721148014,0.017407104659539
C3,42,allweather,276,5.637559513095766,0.0204259402648397
C3,42,alsodoorholder,1,0.0617725066840648,0.0617725066840648
C3,42,aluminumdetails,10,0.1647341400384903,0.016473414003849
C3,42,americancornholeassociationacacertified,9,0.1881433948874473,0.0209048216541608
C3,42,ammostorage,13,0.1708209197968244,0.0131400707536018
C3,42,amperage,272,8.053730513900518,0.0296093033599283
C3,42,ampererequirement,15,0.2054799683392048,0.0136986645559469
C3,42,amtrendingskus,4,0.0348363136872649,0.0087090784218162
C3,42,anchoringmaterialsincluded,11,0.2973936013877392,0.0270357819443399
C3,42,anchorkitincluded,110,1.5752598084509373,0.0143205437131903
C3,42,anchormountingmaterialsincluded,63,0.9894938953220844,0.0157062523066997
C3,42,anchorsincluded,2,0.0667244847863912,0.0333622423931956
C3,42,anchorsstakesincluded,1,0.0117084207013249,0.0117084207013249
C3,42,anchorsstakesrequired,3,0.0374471312388777,0.0124823770796259
C3,42,animal,203,5.328821182250977,0.0262503506514826
C3,42,animalcapacity,1,0.0329646728932857,0.0329646728932857
C3,42,animalinsecttype,25,1.253543248400092,0.0501417299360036
C3,42,animals,1043,19.314096870366484,0.0185178301729304
C3,42,animalshaped,1,0.0180294141173362,0.0180294141173362
C3,42,animalsinsects,75,2.4684109138324857,0.0329121455177664
C3,42,animaltheme,344,15.562182132154703,0.0452389015469613
C3,42,animaltype,103,4.831591645255685,0.0469086567500551
C3,42,animalweightcapacity,1,0.0311567746102809,0.0311567746102809
C3,42,animated,99,2.6195074571296573,0.0264596712841379
C3,42,animationtype,6,0.1921672075986862,0.0320278679331143
C3,42,ansia1171compliant,437,5.998851053416729,0.013727347948322
C3,42,ansia1371compliant,5,0.0746297808364033,0.0149259561672806
C3,42,ansibhmaa156certified,74,1.3565164497122169,0.0183313033744894
C3,42,ansibhmagrade,48,0.8763290029019117,0.0182568542271231
C3,42,ansibifmae3furnituresustainabilitystandard,188,2.081857273820788,0.011073708903302
C3,42,ansibifmam7.1standardtestmethodfordeterminingvocemissions,5,0.0625259121879935,0.0125051824375987
C3,42,ansibifmam71standardtestmethodfordeterminingvocemissions,578,9.07155015738681,0.0156947234556865
C3,42,ansibifmax511largeoccupantofficeseating,373,3.054978288244456,0.0081902903170092
C3,42,ansibifmax51officeseating,1422,20.11001031054184,0.0141420606965835
C3,42,ansibifmax53verticalfiles,33,0.4839405892416835,0.014664866340657
C3,42,ansibifmax54loungepublicseating,2238,29.07737888162956,0.0129925732268228
C3,42,ansibifmax55deskproducts,655,11.250131403561682,0.0171757731352086
C3,42,ansibifmax56panelsystems,477,6.947991591412574,0.0145660201077831
C3,42,ansibifmax59storage,140,2.047804153524339,0.0146271725251738
C3,42,ansibifmax61educationalseating,382,3.3988480153493583,0.0088975078935847
C3,42,ansibifmax71standardforformaldehydetvocemissions,4,0.0733492244035005,0.0183373061008751
C3,42,ansiesds2020certified,4,0.0707093346863985,0.0176773336715996
C3,42,ansiit92compliant,1,0.0154738780111074,0.0154738780111074
C3,42,ansinisoz3948compliant,1,0.0162362270057201,0.0162362270057201
C3,42,ansisohos65smallofficehomeoffice,954,12.023294324055314,0.0126030338826575
C3,42,ansiwcmaa1001-2018standard,612,8.271832254249603,0.0135160657749176
C3,42,ansiz124.6-97compliant,22,0.2077990774996578,0.0094454126136208
C3,42,ansiz12412compliant,1,0.0186719670891761,0.0186719670891761
C3,42,ansiz1243compliant,2,0.0281922845169901,0.014096142258495
C3,42,ansiz15acga91mcertified,6,0.1684136167168617,0.0280689361194769
C3,42,ansiz21.11.2-2016-gas-firedunventedroomheatersandgas-firedunventeddecorativeroomheaters,1,0.0287988018244504,0.0287988018244504
C3,42,ansiz21.50-2016csa2.22-2016-standardforventeddecorativegasappliances,42,0.5610280754044652,0.0133578113191539
C3,42,ansiz21.60-2017csa2.26-2017-standardfordecorativegasappliances,43,0.6649066284298897,0.0154629448472067
C3,42,"ansiz21.84-2017-standardformanuallylighted , naturalgas , decorativegasappliances",41,0.8178884591907263,0.0199484990046518
C3,42,ansiz21.88-2017csa2.33-2017-standardforventedgasfireplaceheaters,40,0.8259270954877138,0.0206481773871928
C3,42,anti-bacterial,30,0.5826448928564787,0.0194214964285492
C3,42,anti-fatigue,362,8.580159205012023,0.0237020972514144
C3,42,anti-microbial,1120,13.097338522784412,0.011694052252486
C3,42,anti-shock,11,0.3868211172521114,0.0351655561138283
C3,42,anti-skid,25,0.8628507908433676,0.0345140316337347
C3,42,anti-slipbacking,358,9.271020584739745,0.0258967055439657
C3,42,anti-slipsurface,1,0.0182172898203134,0.0182172898203134
C3,42,anti-snore,50,1.0032344050705433,0.0200646881014108
C3,42,anti-static,56,2.0929654389619827,0.0373743828386068
C3,42,anti-tiltguardsincluded,6,0.0521851908415555,0.0086975318069259
C3,42,anti-vibrationtechnology,10,0.1400864026509225,0.0140086402650922
C3,42,anti-wrinkle,81,2.029029145371169,0.0250497425354465
C3,42,antibacterialtreatedsurface,13,0.4253487344831228,0.0327191334217786
C3,42,antimicrobial,775,11.436552131082864,0.0147568414594617
C3,42,antimicrobialdisclaimer,23,0.3137179906480014,0.0136399126368696
C3,42,antimicrobialtreatmentintent,32,0.3871259335428476,0.0120976854232139
C3,42,antmoat,4,0.0790573731064796,0.0197643432766199
C3,42,apmacertified,62,1.418106134980917,0.0228726795964664
C3,42,appbluetoothcompatibility,56,0.8584981746971607,0.0153303245481635
C3,42,appenabled,2,0.02687952760607,0.013439763803035
C3,42,appliancesincluded,3,0.1146167889237403,0.0382055963079134
C3,42,application,79,5.076879224739969,0.0642642939840502
C3,42,applicationtype,61,1.6565201664343476,0.0271560683022024
C3,42,applique,3,0.0380966067314147,0.0126988689104715
C3,42,approvedapplications,1077,30.396593566983935,0.0282233923556025
C3,42,approvedforinstallationservices,6,0.0873982179909944,0.0145663696651657
C3,42,approximatedepth-fronttoback,63,1.1780477846041322,0.0186991711841925
C3,42,approximatewidth-sidetoside,64,1.309495405294001,0.0204608657077187
C3,42,apronfrontincluded,37,0.5356140853837132,0.0144760563617219
C3,42,apronincluded,125,1.854751259088516,0.0148380100727081
C3,42,apronsize,11,0.8176446631550789,0.074331333014098
C3,42,arborpergolaincluded,2,0.0301477005705237,0.0150738502852618
C3,42,architectlamp,329,5.329461629502475,0.0161989715182446
C3,42,architecture,589,5.872377661522478,0.009970080919393
C3,42,archkitincluded,28,0.3514213263988495,0.0125507616571017
C3,42,archway,8,0.2935288213193416,0.0366911026649177
C3,42,areaoffocus,1,0.0149565441533923,0.0149565441533923
C3,42,areasofsupport,170,3.970186305232346,0.023354037089602
C3,42,arm,7,0.1019449699670076,0.0145635671381439
C3,42,armcolor,113,1.8448898931965232,0.0163264592318276
C3,42,armdepth-fronttoback,29,0.3337191706523299,0.011507557608701
C3,42,armed,641,6.528734447900206,0.0101852331480502
C3,42,armheight,2,0.0772325210273265,0.0386162605136632
C3,42,armheight-floortoarm,2387,58.70696867350489,0.0245944569222894
C3,42,armheight-seattoarm,30,0.3254568632692098,0.0108485621089736
C3,42,armheight-seattotopofarmrest,17,0.2108811768703162,0.0124047751100186
C3,42,armheight-toptobottom,1,0.0238074958324432,0.0238074958324432
C3,42,armincluded,4,0.0898506920784711,0.0224626730196177
C3,42,armlength-endtoend,1,0.0223126132041215,0.0223126132041215
C3,42,armlesschair,379,3.4079224057495594,0.0089918796985476
C3,42,armlesschaircomponentincluded,380,3.1011356376111507,0.0081608832568714
C3,42,armlesschairdepth-fronttoback,31,0.2103167474269867,0.0067844112073221
C3,42,armlesschairheight,31,0.2896680342964828,0.0093441301385962
C3,42,armlesschairwidth-sidetoside,31,0.2361681414768099,0.0076183271444132
C3,42,armmaterial,1175,13.238705263007432,0.0112669832025595
C3,42,armmaterialdetails,409,5.291264493949711,0.012937077002322
C3,42,armoire,8,0.1071531232446432,0.0133941404055804
C3,42,armoiredrawersincluded,2,0.020672402344644,0.010336201172322
C3,42,armoireincluded,2,0.0269448291510343,0.0134724145755171
C3,42,armoireshelvesincluded,2,0.0192802948877215,0.0096401474438607
C3,42,armrest,213,2.9626428983174264,0.0139091215883447
C3,42,armrestadjustmenttype,134,1.4143317081034184,0.0105547142395777
C3,42,armrestadjustmenttypevizcon,1,0.0068615730851888,0.0068615730851888
C3,42,armrestheight-floortoarmrest,110,1.554081386886537,0.0141280126080594
C3,42,armrestmaterial,180,1.8356473515741527,0.0101980408420786
C3,42,armrestsmaxheight-floortoarmrest,64,0.8055212805047631,0.0125862700078869
C3,42,armrestsminheight-floortoarmrest,65,0.7076221341267228,0.0108864943711803
C3,42,armresttype,447,4.236606874503195,0.009477867728195
C3,42,armrestwidth-sidetoside,92,0.7683754903264344,0.0083519075035482
C3,42,arms,1292,28.0452425875701,0.0217068441080263
C3,42,armsincluded,3355,41.6129666576162,0.0124032687504072
C3,42,armstyle,41,0.6792741967365146,0.0165676633350369
C3,42,armtype,2326,39.934877042192966,0.0171689067249324
C3,42,armwidth-sidetoside,114,1.9949950044974685,0.0174999561798023
C3,42,aromatherapy,1,0.0219725221395492,0.0219725221395492
C3,42,aromatherapyfunction,1,0.0162247102707624,0.0162247102707624
C3,42,arrangementtype,227,13.836478125303984,0.0609536481290924
C3,42,arsenic-free,18,0.9786702394485474,0.0543705688582526
C3,42,articulatingarm,9,0.1375478990375995,0.0152830998930666
C3,42,articulatingarmincluded,36,0.6489075236022472,0.0180252089889513
C3,42,artist,431,7.707732915878296,0.0178833710345204
C3,42,artproductionmethod,622,7.548016889020801,0.0121350753842778
C3,42,arttechnique,480,7.428478068672121,0.0154759959764002
C3,42,ashrae622standardcompliant,5,0.0826178863644599,0.016523577272892
C3,42,asmea112.18.1csab125.1-2018,404,7.6454707542434335,0.0189244325600085
C3,42,asmea112.19.1,29,0.3596930652856827,0.0124032091477821
C3,42,asmea112181compliant,265,4.34149543941021,0.0163830016581517
C3,42,asmea112182compliant,322,4.0544282724149525,0.0125913921503569
C3,42,asmea112191compliant,79,1.2478600316680968,0.0157956966033936
C3,42,asmea112191csab452-2018compliant,167,1.9419204746373,0.0116282663151934
C3,42,asmea112192compliant,73,1.068602176848799,0.0146383859842301
C3,42,asmea112192csab451compliant,208,3.156438998878002,0.0151751874946057
C3,42,asmea112193compliant,321,4.44913264317438,0.0138602263027239
C3,42,asmea112194compliant,45,0.4679724783636629,0.0103993884080814
C3,42,asse1001certified,315,4.691279451362789,0.0148929506392469
C3,42,asse1006certified,20,0.4835356138646602,0.024176780693233
C3,42,asse1016certified,233,3.883505828678608,0.0166674069900369
C3,42,assemblyandinstallationhardwareincluded,144,2.5669840462505817,0.0178262780989623
C3,42,assemblyhardwareincluded,95,1.3361157579347491,0.0140643763993131
C3,42,assemblyrequired,23,0.4404884595423937,0.0191516721540171
C3,42,assemblyspecialfeatures,11,0.272319296374917,0.024756299670447
C3,42,assemblytime,2,0.0350765287876129,0.0175382643938064
C3,42,assortedsets-piecesincluded,7,0.2313164211809635,0.0330452030258519
C3,42,astm1821-19compliant,39,0.3901830925606191,0.0100046946810415
C3,42,astmcertified,1,0.0126618780195713,0.0126618780195713
C3,42,astmcompliant,18,0.2258335119113326,0.0125463062172962
C3,42,astmd4157-132017-compliant,35,0.3244029188062995,0.0092686548230371
C3,42,astme1590-07compliant,3,0.0360345253720879,0.0120115084573626
C3,42,astmf1004-19compliant,2,0.0279865581542253,0.0139932790771126
C3,42,astmf1148-17compliant,6,0.0785300340503454,0.0130883390083909
C3,42,astmf1148-18compliant,13,0.225252172909677,0.0173270902238213
C3,42,astmf1148-20compliant,2,0.0253937905654311,0.0126968952827155
C3,42,astmf1169-13compliant,3,0.0289474315941333,0.0096491438647111
C3,42,astmf1169-19compliant-safetyspecificationforfullsizedbabycribs,2,0.0185347506776452,0.0092673753388226
C3,42,astmf1427-13compliant-consumersafetyspecificationforbunkbeds,64,0.5258639249950647,0.0082166238280478
C3,42,astmf1427-19compliant-consumersafetyspecificationforbunkbeds,152,1.5801583719439805,0.0103957787627893
C3,42,astmf1487-17compliant,13,0.2303758263587951,0.017721217412215
C3,42,astmf1821-16-compliant,2,0.0246662767603993,0.0123331383801996
C3,42,astmf1821-16compliant,21,0.2312015481293201,0.0110095975299676
C3,42,astmf1912-17compliant,16,0.237244782038033,0.014827798877377
C3,42,astmf1912-19compliant,5,0.0765596274286508,0.0153119254857301
C3,42,astmf1917-12compliant,112,1.0977446595206857,0.0098012916028632
C3,42,astmf2057-14,699,7.407870999071747,0.0105978125880854
C3,42,astmf2057-17,873,9.346593885216862,0.010706293110214
C3,42,astmf2057-19,795,8.34663646388799,0.010498913791054
C3,42,astmf2085-12compliant,3,0.0505155799910426,0.0168385266636808
C3,42,astmf2085-19compliant,1,0.0242121666669845,0.0242121666669845
C3,42,astmf2088-15compliant,6,0.0880206767469644,0.0146701127911607
C3,42,astmf2088-20compliant,15,0.2860144851729274,0.0190676323448618
C3,42,astmf2194compliant,2,0.0231314459815621,0.011565722990781
C3,42,astmf2388-18compliant,3,0.0422582030296325,0.0140860676765441
C3,42,astmf2613-17compliant,105,1.2314858455210924,0.0117284366240104
C3,42,astmf2613-19compliant,107,1.2303134868852794,0.0114982568867783
C3,42,astmf3084-16compliant,96,1.1475168745964766,0.0119533007770466
C3,42,astmf3084-20compliant,103,1.2039473596960306,0.0116888093174371
C3,42,astmf3096-14compliant,857,8.418427936267108,0.0098231364483863
C3,42,astmf3363-19compliant,1,0.0096417097374796,0.0096417097374796
C3,42,astmf3429f3429m20compliant-standardspecificationfordisposableflammableliquidfuelcontainers,67,1.0472844867035749,0.0156311117418443
C3,42,astmf406-10acompliant,2,0.0289678126573562,0.0144839063286781
C3,42,astmf406-15compliant,3,0.0329468296840786,0.0109822765613595
C3,42,astmf406-17compliant,2,0.0288904728367924,0.0144452364183962
C3,42,astmf963-11compliant,21,0.3227569330483675,0.0153693777642079
C3,42,astmf963-17compliant,94,1.5841875039041042,0.0168530585521713
C3,42,astrology,619,6.536059477366507,0.0105590621605274
C3,42,attachedseat,16,0.1609480734914541,0.0100592545932158
C3,42,attachedseating,1,0.0108581772074103,0.0108581772074103
C3,42,attachmentcompatibility,10,0.393285159021616,0.0393285159021616
C3,42,attachmentinstallationtype,15,0.3873527254909277,0.0258235150327285
C3,42,attachmentoraccessorydetails,3,0.0386098325252532,0.0128699441750844
C3,42,attachmentoraccessorytype,1,0.0369698069989681,0.0369698069989681
C3,42,attachmentsincluded,23,0.961080776527524,0.041786120718588
C3,42,attachmenttype,310,10.622109618969262,0.0342648697386105
C3,42,attachmenttypes,7,0.2891624327749014,0.041308918967843
C3,42,audiencesize,1,0.0129724657163023,0.0129724657163023
C3,42,audio,10,0.2410713983699679,0.0241071398369967
C3,42,audioinputoutputjacks,31,0.4880174221470952,0.0157424974886159
C3,42,auto-fillwater,50,0.5071650203317404,0.0101433004066348
C3,42,auto-lockcapable,2,0.0324065182358026,0.0162032591179013
C3,42,autoclose,4,0.0718170423060655,0.0179542605765163
C3,42,autodrain,1,0.0186111144721508,0.0186111144721508
C3,42,autolock,12,0.3172228168696165,0.0264352347391347
C3,42,autolockingsystem,8,0.2981777694076299,0.0372722211759537
C3,42,automatic,1,0.0483358949422836,0.0483358949422836
C3,42,automaticballreturn,3,0.0758454464375972,0.025281815479199
C3,42,automaticdefrost,1,0.025356562808156,0.025356562808156
C3,42,automaticdispenser,11,0.1414080299437046,0.0128552754494276
C3,42,automaticdoorcloser,28,0.3058978412300348,0.0109249229010726
