Method,Seed,Metric,Products,mean,min,p05,median,p95,max,Fraction_max_weight_gt_0_5,Fraction_max_weight_gt_0_9,Multiple_field_fraction_max_gt_0_9
C3,44,max_weight,42994,0.04739923760307998,0.003695238847285509,0.02019122298806906,0.0375328715890646,0.10193806923925876,1.0,0.0007908080197236824,0.0004419221286691166,0.0
C3,44,effective_fields,42994,52.88599769135985,1.0,18.6800037557102,51.19283083661651,93.8196449723122,361.1913018101025,0.0007908080197236824,0.0004419221286691166,0.0
C3,44,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.0007908080197236824,0.0004419221286691166,0.0
C3,44,weight_sum,42994,1.0000000003183915,0.9999998565763235,0.9999999348074198,1.0,1.0000000661239028,1.0000001536682248,0.0007908080197236824,0.0004419221286691166,0.0
C4,42,entropy,42994,3.9247081319228365,-0.0,2.995728575275458,4.007326485768015,4.605163278745527,5.998933471377904,0.0005814764850909429,0.0004419221286691166,0.0
C4,42,normalized_entropy,42994,0.9999984228685392,0.9999908630144785,0.9999979998730951,0.9999984232554142,0.9999988480501855,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C4,42,max_weight,42994,0.02339616047608071,0.002489628968760371,0.010058618476614356,0.018283279612660408,0.05021913927048445,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C4,42,effective_fields,42994,56.616655977282036,1.0,19.99992603456612,54.99963153068918,99.99930927812908,402.9987545027067,0.0005814764850909429,0.0004419221286691166,0.0
C4,42,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.0005814764850909429,0.0004419221286691166,0.0
C4,42,weight_sum,42994,0.9999999998899369,0.9999998463317752,0.9999999357387424,1.0,1.0000000642612576,1.0000001406297088,0.0005814764850909429,0.0004419221286691166,0.0
C4,43,entropy,42994,3.924713167641229,-0.0,2.9957315955074337,4.007331972906146,4.605168974846702,5.998935800253774,0.0005814764850909429,0.0004419221286691166,0.0
C4,43,normalized_entropy,42994,0.9999997116252585,0.9999981238076601,0.9999996215259429,0.999999712944609,0.999999800035947,1.000000001267247,0.0005814764850909429,0.0004419221286691166,0.0
C4,43,max_weight,42994,0.023325493607633505,0.0024845802690833807,0.01002455553971231,0.01822456158697605,0.05008985679596663,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C4,43,effective_fields,42994,56.61695099410948,1.0,19.999986439073457,54.999933322092524,99.9998788859344,402.9996930378745,0.0005814764850909429,0.0004419221286691166,0.0
C4,43,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.0005814764850909429,0.0004419221286691166,0.0
C4,43,weight_sum,42994,1.000000000154188,0.9999998630955815,0.9999999366700649,1.0,1.000000063329935,1.0000001536682248,0.0005814764850909429,0.0004419221286691166,0.0
C4,44,entropy,42994,3.9247076881148955,-0.0,2.9957281918319687,4.007326060754931,4.605162755097993,5.998933159015603,0.0005814764850909429,0.0004419221286691166,0.0
C4,44,normalized_entropy,42994,0.9999983128478359,0.9999913989270343,0.9999978482069417,0.9999983127938745,0.9999987880107507,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C4,44,max_weight,42994,0.023402189769372157,0.00249225040897727,0.010061603784561158,0.018287365324795246,0.05023069828748703,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C4,44,effective_fields,42994,56.616628145011326,1.0,19.999918365726163,54.999608155131114,99.99925691375104,402.9986286211083,0.0005814764850909429,0.0004419221286691166,0.0
C4,44,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.0005814764850909429,0.0004419221286691166,0.0
C4,44,weight_sum,42994,0.9999999998809799,0.9999998565763235,0.9999999348074198,1.0,1.000000063329935,1.0000001536682248,0.0005814764850909429,0.0004419221286691166,0.0
