method,group,lr,seed,epoch,train_loss,gradient_mean,gradient_max,sample_entropy,sample_max_weight,Recall@20,Recall@100,VI@20,VI@100,Robust@100,Never@100,worst_schedule@100,cNDCG@10,invariance_max_L2,selected_configuration,selected_epoch
C1,C1_lr0.0001,0.0001,43,4,0.2308926334830396,0.0208933245016713,0.0634494498372078,2.8481690883636475,0.2671444118022918,50.128599036635094,76.70891680861769,0.0,0.0,76.70891680861769,23.29108319138232,76.70891680861769,85.454229412694,1.1162180868495852e-07,False,False
C1,C1_lr0.0001,0.0001,44,4,0.2295283758166161,0.020439369087178,0.0599573664367198,2.8707754611968994,0.2598366141319275,50.195443956421194,76.67898077003112,0.0,0.0,76.67898077003112,23.32101922996887,76.67898077003112,85.08303946752758,1.0437319275524717e-07,False,False
C1,C1_lr0.0001,0.0001,42,5,0.2190704047115463,0.0213419321014291,0.0623242147266864,2.545761108398437,0.3337418138980865,49.90584513844189,76.27033986881536,0.0,0.0,76.27033986881536,23.729660131184648,76.27033986881536,84.60432305104636,1.387268468988623e-07,False,False
C1,C1_lr0.0001,0.0001,43,5,0.2202165848152204,0.0217819564418415,0.0598489977419376,2.5240073204040527,0.3388581573963165,49.90584513844189,76.04219881292777,0.0,0.0,76.04219881292777,23.95780118707224,76.04219881292777,84.53279588375194,1.311393447167575e-07,False,False
C1,C1_lr0.0001,0.0001,44,5,0.2171634462182269,0.0218275681219176,0.0675757378339767,2.5485520362854004,0.329608678817749,49.85988925608894,75.97535389314166,0.0,0.0,75.97535389314166,24.02464610685833,75.97535389314166,85.05262250015272,1.3028554235461345e-07,False,False
C1,C1_lr0.0001,0.0001,42,6,0.213397025158911,0.0205153611375752,0.0497829280793666,2.338812828063965,0.3763542771339416,46.96466866785365,75.92600767112688,0.0,0.0,75.92600767112688,24.0739923288731,75.92600767112688,84.51107437344623,1.1297699131773697e-07,False,False
C1,C1_lr0.0001,0.0001,43,6,0.2158051168433193,0.0206580107474248,0.050529409199953,2.3668770790100098,0.3719005584716797,47.07165686827215,75.92600767112688,0.0,0.0,75.92600767112688,24.0739923288731,75.92600767112688,84.4535777408541,1.2867702992025445e-07,False,False
C1,C1_lr0.0001,0.0001,44,6,0.2160708017816597,0.0210804009005766,0.0671568736433982,2.3461012840271,0.3717495203018188,50.03372237629355,75.74773080128168,0.0,0.0,75.74773080128168,24.25226919871833,75.74773080128168,84.37809899417782,1.3382957320118294e-07,False,False
C1,C1_lr3e-05,3e-05,42,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C1,C1_lr3e-05,3e-05,43,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C1,C1_lr3e-05,3e-05,44,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C1,C1_lr3e-05,3e-05,42,1,0.2540846463067062,0.0016056226383873,0.0037894621491432,3.8918144702911377,0.0313674286007881,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.0632448521619153e-07,True,True
C1,C1_lr3e-05,3e-05,43,1,0.253133206092047,0.0015937198918298,0.0052743223495781,3.891813039779663,0.0313677191734313,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.333715857754214e-07,True,True
C1,C1_lr3e-05,3e-05,44,1,0.2504428673084035,0.0015465300091432,0.0038809969555586,3.89181399345398,0.0313547775149345,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.516384315891628e-07,True,True
C1,C1_lr3e-05,3e-05,42,2,0.2530633949420668,0.0034522569449935,0.0105355801060795,3.891132354736328,0.0330074653029441,51.11479315777733,79.69925290788179,0.0,0.0,79.69925290788179,20.30074709211823,79.69925290788179,87.83073303593405,1.222680054979719e-07,True,False
C1,C1_lr3e-05,3e-05,43,2,0.2530426520176909,0.0034467615923583,0.0128119606524705,3.8911452293396,0.0329950340092182,51.11479315777733,79.69925290788179,0.0,0.0,79.69925290788179,20.30074709211823,79.69925290788179,87.8387415366117,1.133888929416571e-07,True,False
C1,C1_lr3e-05,3e-05,44,2,0.2503348572010344,0.003103801526639,0.0100636603310704,3.891333341598511,0.0327339991927146,51.068837275424386,79.69925290788179,0.0,0.0,79.69925290788179,20.30074709211823,79.69925290788179,87.83073303593405,1.147197181694537e-07,True,False
C1,C1_lr3e-05,3e-05,42,3,0.2519896264103325,0.0055202530539562,0.0201265662908554,3.8866682052612314,0.036411102861166,50.57653864028404,79.69925290788179,0.0,0.0,79.69925290788179,20.30074709211823,79.69925290788179,88.03987270530415,1.4103716239333153e-07,True,False
C1,C1_lr3e-05,3e-05,43,3,0.2496154388469277,0.0054488149555364,0.0172814335674047,3.887139797210693,0.0362708270549774,50.57653864028404,79.69925290788179,0.0,0.0,79.69925290788179,20.30074709211823,79.69925290788179,88.03987270530415,1.39666440190922e-07,True,False
C1,C1_lr3e-05,3e-05,44,3,0.2548505646374189,0.0056234465724132,0.0204651821404695,3.887381076812744,0.036152709275484,50.57653864028404,79.69925290788179,0.0,0.0,79.69925290788179,20.30074709211823,79.69925290788179,88.03987270530415,1.1742756100829865e-07,True,False
C1,C1_lr3e-05,3e-05,42,4,0.2524171604803114,0.0083243188467652,0.0290575418621301,3.872458934783936,0.0422569513320922,50.555649602850885,79.67836387044862,0.0,0.0,79.67836387044862,20.32163612955138,79.67836387044862,87.84400121371023,1.5460504698694424e-07,True,False
C1,C1_lr3e-05,3e-05,43,4,0.2529015126779224,0.007942298522473,0.026472233235836,3.8739655017852783,0.0419317036867141,50.555649602850885,79.67836387044862,0.0,0.0,79.67836387044862,20.32163612955138,79.67836387044862,87.84400121371023,1.247674674687005e-07,True,False
C1,C1_lr3e-05,3e-05,44,4,0.2510097850339882,0.0077716915667141,0.0266937334090471,3.875849723815918,0.0414228662848472,50.555649602850885,79.79370412419718,0.0,0.0,79.79370412419718,20.20629587580282,79.79370412419718,87.84400121371023,1.3857147962426097e-07,True,False
C1,C1_lr3e-05,3e-05,42,5,0.2479901777749711,0.011032383270283,0.0324211902916431,3.842928409576416,0.0507269352674484,50.81626614893457,79.64885327588821,0.0,0.0,79.64885327588821,20.35114672411178,79.64885327588821,87.46247837386333,1.5042097345485672e-07,True,False
C1,C1_lr3e-05,3e-05,43,5,0.2500058984891934,0.0103215872738722,0.0395288653671741,3.844775438308716,0.0502492971718311,50.81626614893457,79.55397661554665,0.0,0.0,79.55397661554665,20.44602338445334,79.55397661554665,87.42500699240252,1.3665906806181738e-07,True,False
C1,C1_lr3e-05,3e-05,44,5,0.246347454009634,0.010419260345798,0.0274950973689556,3.8486194610595694,0.0493633933365345,50.81626614893457,79.59993249789959,0.0,0.0,79.59993249789959,20.4000675021004,79.59993249789959,87.42500699240252,1.2485598688272148e-07,True,False
C2,C2_lr0.0001,0.0001,42,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,False,False
C2,C2_lr0.0001,0.0001,43,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,False,False
C2,C2_lr0.0001,0.0001,44,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,False,False
C2,C2_lr0.0001,0.0001,42,1,0.2342311152341691,0.2933871644958289,1.5648249387741089,2.2727065086364746,0.395583301782608,46.56298580507021,76.24083244526632,0.0,0.0,76.24083244526632,23.759167554733672,76.24083244526632,82.50729076218047,1.3944584509317792e-07,False,True
C2,C2_lr0.0001,0.0001,43,1,0.234853709398797,0.2864730789777682,1.77218759059906,2.756995439529419,0.3319737315177917,40.79324259498071,73.24640041494844,0.0,0.0,73.24640041494844,26.753599585051557,73.24640041494844,82.94940167492551,1.3864763559467974e-07,False,True
C2,C2_lr0.0001,0.0001,44,1,0.2336889789298628,0.2581955108537592,1.6376898288726809,2.591805458068848,0.310344785451889,47.51473488255406,75.05992052930779,0.0,0.0,75.05992052930779,24.9400794706922,75.05992052930779,83.0268167071635,1.323674183595358e-07,False,True
C2,C2_lr0.0001,0.0001,42,2,0.1945128726180304,0.8158673543595907,2.520090341567993,1.5963525772094729,0.5062559843063354,43.98658049738909,74.94230670176434,0.0,0.0,74.94230670176434,25.057693298235662,74.94230670176434,82.97187448705702,1.5945407483286544e-07,False,False
C2,C2_lr0.0001,0.0001,43,2,0.1930831453734726,0.8792556650710829,4.148983001708984,1.5208423137664795,0.5690222978591919,46.9722709240549,68.29224401132903,0.0,0.0,68.29224401132903,31.70775598867097,68.29224401132903,83.69596948880108,1.290104165718731e-07,False,False
C2,C2_lr0.0001,0.0001,44,2,0.1965841055763038,0.7328896296746803,3.166017770767212,1.6920533180236816,0.4760593771934509,45.61093590430725,70.56061816100164,0.0,0.0,70.56061816100164,29.439381838998358,70.56061816100164,82.42889385404591,1.4352916366533466e-07,False,False
C2,C2_lr0.0001,0.0001,42,3,0.1784365649589083,0.8403454924171622,2.6690618991851807,1.0602757930755615,0.6650525331497192,43.12922255704426,68.48363987454339,0.0,0.0,68.48363987454339,31.5163601254566,68.48363987454339,81.75007543460232,1.578759878384517e-07,False,False
C2,C2_lr0.0001,0.0001,43,3,0.1839768320999362,0.965329039954778,4.249782085418701,1.3754425048828125,0.5553815960884094,46.23929942517866,69.15145050424411,0.0,0.0,69.15145050424411,30.84854949575588,69.15145050424411,83.61269657652566,1.31779060552617e-07,False,False
C2,C2_lr0.0001,0.0001,44,3,0.1828316896871635,0.9349834403079568,3.021156549453736,1.335272192955017,0.5358668565750122,46.35650704922875,66.73677463068839,0.0,0.0,66.73677463068839,33.26322536931161,66.73677463068839,80.31578824466493,1.911925124886693e-07,False,False
C2,C2_lr0.0001,0.0001,42,4,0.1733884092307452,0.9351184828714892,3.7750611305236816,1.0242043733596802,0.6512813568115234,42.98671949032392,69.91305820278325,0.0,0.0,69.91305820278325,30.08694179721675,69.91305820278325,82.06738344505425,1.5117677776288474e-07,False,False
C2,C2_lr0.0001,0.0001,43,4,0.182253283533183,1.0285358126980788,3.6247808933258057,1.272773265838623,0.5215581655502319,42.93033334731642,72.28632546872267,0.0,0.0,72.28632546872267,27.713674531277334,72.28632546872267,82.477816202713,1.4636320599947794e-07,False,False
C2,C2_lr0.0001,0.0001,44,4,0.1755347225363507,1.0781554920655307,4.438639163970947,1.204853653907776,0.6030468940734863,39.562208904219546,66.04967216981443,0.0,0.0,66.04967216981443,33.95032783018555,66.04967216981443,82.1888122591711,1.5612914694429494e-07,False,False
C2,C2_lr0.0001,0.0001,42,5,0.1697386130972793,0.9521889277931416,4.082324981689453,0.8309314250946045,0.7314780950546265,42.94368093843603,67.83592518016124,0.0,0.0,67.83592518016124,32.16407481983876,67.83592518016124,82.45244222759983,1.538624019303825e-07,False,False
C2,C2_lr0.0001,0.0001,43,5,0.1750328596963575,0.8858348852531477,3.1659624576568604,1.2516577243804932,0.6302528977394104,43.61127943053954,70.53242779634672,0.0,0.0,70.53242779634672,29.46757220365327,70.53242779634672,82.45738875161909,1.9989263932984613e-07,False,False
C2,C2_lr0.0001,0.0001,44,5,0.1674305158243938,0.9425524762182524,3.775148868560791,1.1462806463241575,0.649330735206604,33.692038533774834,65.44464834660342,0.0,0.0,65.44464834660342,34.555351653396585,65.44464834660342,81.18749910235842,1.5570292077882186e-07,False,False
C2,C2_lr3e-05,3e-05,42,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C2,C2_lr3e-05,3e-05,43,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C2,C2_lr3e-05,3e-05,44,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C2,C2_lr3e-05,3e-05,42,1,0.2520456245789925,0.106190071201347,0.3219932913780212,3.838484764099121,0.057327814400196,50.65497001283307,79.5713756700301,0.0,0.0,79.5713756700301,20.428624329969892,79.5713756700301,87.12094083899345,1.1665126464777133e-07,True,True
C2,C2_lr3e-05,3e-05,43,1,0.2511829659907204,0.1078841550924787,0.3871695101261139,3.839158058166504,0.0537829995155334,50.7677708149721,79.59993249789959,0.0,0.0,79.59993249789959,20.4000675021004,79.59993249789959,87.67652556587593,1.1245677455917757e-07,True,True
C2,C2_lr3e-05,3e-05,44,1,0.2486433107970339,0.1052538430685121,0.2811757326126098,3.837275505065918,0.0522160232067108,50.883111068720666,79.76419352963677,0.0,0.0,79.76419352963677,20.23580647036323,79.76419352963677,87.47040942136746,1.2040848673677829e-07,True,True
C2,C2_lr3e-05,3e-05,42,2,0.2339127024240566,0.2829413264989853,0.7222892045974731,3.2079429626464844,0.1939030885696411,51.486386469790176,78.26137069531069,0.0,0.0,78.26137069531069,21.7386293046893,78.26137069531069,84.3740640412652,1.3131229081864149e-07,True,False
C2,C2_lr3e-05,3e-05,43,2,0.2339818921278823,0.2837734563050396,0.8720080256462097,3.253340721130371,0.1874380558729171,51.06933585798535,78.17412468321136,0.0,0.0,78.17412468321136,21.82587531678863,78.17412468321136,84.85924100294584,1.357170020810372e-07,True,False
C2,C2_lr3e-05,3e-05,44,2,0.2342651696367697,0.2556548774468176,0.9900215268135072,3.341049671173096,0.1629105806350708,51.56158344290633,78.11399702252143,0.0,0.0,78.11399702252143,21.88600297747858,78.11399702252143,84.35076836041895,1.1150207512855562e-07,True,False
C2,C2_lr3e-05,3e-05,42,3,0.2113047665493055,0.5727057624043841,1.821579098701477,2.4233803749084477,0.3567521274089813,46.5181320253374,71.79484085824444,0.0,0.0,71.79484085824444,28.20515914175556,71.79484085824444,83.10298128579353,1.3658544162353794e-07,True,False
C2,C2_lr3e-05,3e-05,43,3,0.2094028220145088,0.5657709102061662,2.121497869491577,2.462031364440918,0.3407528698444366,40.16043003025837,75.40942500501112,0.0,0.0,75.40942500501112,24.59057499498888,75.40942500501112,83.87264961383302,1.579385013883439e-07,True,False
C2,C2_lr3e-05,3e-05,44,3,0.2132442167423891,0.5182053766241579,2.307427406311035,2.524057388305664,0.3294452726840973,44.85821295683949,75.91068601053459,0.0,0.0,75.91068601053459,24.0893139894654,75.91068601053459,83.50169639233509,1.3987435920626012e-07,True,False
C2,C2_lr3e-05,3e-05,42,4,0.1964756773333206,0.8642861822789366,4.212956428527832,1.879305362701416,0.4426263570785522,45.07092471391534,70.43856060679592,0.0,0.0,70.43856060679592,29.561439393204083,70.43856060679592,82.98633272843688,1.4024375616372708e-07,True,False
C2,C2_lr3e-05,3e-05,43,4,0.1972080996880928,0.9121255869553848,2.8936548233032227,1.911548614501953,0.4243803024291992,39.573902187896124,74.1730650369102,0.0,0.0,74.1730650369102,25.826934963089794,74.1730650369102,83.89279924494511,1.3685925637219046e-07,True,False
C2,C2_lr3e-05,3e-05,44,4,0.1945441362984252,0.8771882452296488,2.798248291015625,2.20862078666687,0.424964964389801,45.098219514491014,75.20700497368998,0.0,0.0,75.20700497368998,24.79299502631002,75.20700497368998,83.0481572599627,1.4067821041408024e-07,True,False
C2,C2_lr3e-05,3e-05,42,5,0.187058934885444,0.9969018335933938,3.81572699546814,1.6792960166931152,0.5190417766571045,46.5608111254692,68.86458415595801,0.0,0.0,68.86458415595801,31.13541584404198,68.86458415595801,82.86406454480654,1.7497728777016166e-07,True,False
C2,C2_lr3e-05,3e-05,43,5,0.1871439966119148,1.1180711608718743,5.449355125427246,2.0386996269226074,0.4982344508171081,40.44326765608104,73.74494331224327,0.0,0.0,73.74494331224327,26.25505668775674,73.74494331224327,83.64141747590746,1.35545263901804e-07,True,False
C2,C2_lr3e-05,3e-05,44,5,0.1839092869424458,1.1630005259631258,5.513571739196777,1.845050811767578,0.4731882512569427,47.71470196960065,72.68724281106292,0.0,0.0,72.68724281106292,27.31275718893708,72.68724281106292,82.92048465692918,1.3205692539486338e-07,True,False
C3,C3_lr0.0001,0.0001,42,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,False,False
C3,C3_lr0.0001,0.0001,43,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,False,False
C3,C3_lr0.0001,0.0001,44,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,False,False
C3,C3_lr0.0001,0.0001,42,1,0.2216262037329601,0.304052915282999,1.9405384063720703,2.0644450187683105,0.3596262335777282,43.10454187084303,76.1621066558003,0.0,0.0,76.1621066558003,23.83789334419969,76.1621066558003,85.25291041187721,1.336565134124612e-07,False,True
C3,C3_lr0.0001,0.0001,43,1,0.2235866685426145,0.27035283173124,0.9138181209564208,2.2853729724884038,0.3022458553314209,43.53624896462649,75.13074471909876,0.0,0.0,75.13074471909876,24.86925528090124,75.13074471909876,84.67881237561431,1.4363642719672498e-07,False,True
C3,C3_lr0.0001,0.0001,44,1,0.2193182954338915,0.3039931539079231,1.481172800064087,2.527681827545166,0.3627958297729492,48.70165166309527,77.50502278550904,0.0,0.0,77.50502278550904,22.49497721449096,77.50502278550904,84.2947762540836,1.645214098289216e-07,False,True
C3,C3_lr0.0001,0.0001,42,2,0.1682103467597202,0.7210485111696251,2.523527145385742,1.3049659729003906,0.5776001811027527,35.3097238147746,68.84803700516964,0.0,0.0,68.84803700516964,31.151962994830352,68.84803700516964,79.46655308848246,1.591438660852873e-07,False,False
C3,C3_lr0.0001,0.0001,43,2,0.1667758260825366,0.7446120008261818,3.3614680767059326,1.4487721920013428,0.6050080060958862,34.93075343279291,57.08770976102377,0.0,0.0,57.08770976102377,42.91229023897624,57.08770976102377,78.2100980859072,1.625472094701763e-07,False,False
C3,C3_lr0.0001,0.0001,44,2,0.1663194411631786,0.8128996735269373,2.5097029209136963,1.458418607711792,0.5027166604995728,38.3124350677975,64.27152342813058,0.0,0.0,64.27152342813058,35.72847657186941,64.27152342813058,82.02436661948629,1.4337875597902896e-07,False,False
C3,C3_lr0.0001,0.0001,42,3,0.1523612177733219,0.8415997245094993,3.732434749603272,1.4014497995376587,0.629094123840332,45.37980038578371,63.60688412690605,0.0,0.0,63.60688412690605,36.39311587309395,63.60688412690605,82.50358856659831,1.4939392656287964e-07,False,False
C3,C3_lr0.0001,0.0001,43,3,0.1507785905886328,0.8193334170024503,2.7624051570892334,1.222443699836731,0.6302605271339417,34.57841873292832,58.05980556865627,0.0,0.0,58.05980556865627,41.94019443134372,58.05980556865627,79.51977267067534,1.4783428525788622e-07,False,False
C3,C3_lr0.0001,0.0001,44,3,0.1521569999555746,0.9091312585567888,2.7611801624298096,1.106576919555664,0.6326000690460205,38.59590907730591,65.3189752144192,0.0,0.0,65.3189752144192,34.6810247855808,65.3189752144192,80.52069637696457,1.5700356925663073e-07,False,False
C3,C3_lr0.0001,0.0001,42,4,0.1423314910269144,0.8452970511985548,2.808210611343384,0.948861002922058,0.6526496410369873,32.520734506542595,57.357377462745305,0.0,0.0,57.357377462745305,42.64262253725469,57.357377462745305,79.71512313206355,1.8324796258184506e-07,False,False
C3,C3_lr0.0001,0.0001,43,4,0.1469022635878487,0.8787854282241879,2.7230241298675537,1.0048246383666992,0.669155478477478,34.03936913718294,61.29132438586059,0.0,0.0,61.29132438586059,38.70867561413942,61.29132438586059,79.45726435724364,2.0479745899137924e-07,False,False
C3,C3_lr0.0001,0.0001,44,4,0.1440405264835466,1.0403540993504452,4.293916702270508,1.0897409915924072,0.6344431042671204,34.61780973477084,56.795075935887695,0.0,0.0,56.795075935887695,43.2049240641123,56.795075935887695,78.54405982471185,1.815040064911955e-07,False,False
C3,C3_lr0.0001,0.0001,42,5,0.1399746528459769,0.8925631002833446,3.3999154567718506,0.879707932472229,0.711071252822876,29.914588600275987,63.18531423105051,0.0,0.0,63.18531423105051,36.81468576894948,63.18531423105051,76.94805208841959,1.743076580851266e-07,False,False
C3,C3_lr0.0001,0.0001,43,5,0.1413177107601906,0.9365649406769962,3.5959222316741943,0.8958950638771057,0.7148275375366211,23.372838644774323,53.14060871065243,0.0,0.0,53.14060871065243,46.859391289347556,53.14060871065243,76.40694297581008,1.641842146682393e-07,False,False
C3,C3_lr0.0001,0.0001,44,5,0.1352391754643935,0.99644469712494,6.048426151275635,1.056038737297058,0.626625657081604,34.828586723000484,59.620433224309366,0.0,0.0,59.620433224309366,40.37956677569063,59.620433224309366,79.37838782026182,1.640785711742865e-07,False,False
C3,C3_lr3e-05,3e-05,42,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C3,C3_lr3e-05,3e-05,43,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C3,C3_lr3e-05,3e-05,44,0,,0.0,0.0,3.891825437545776,0.0311156660318374,51.068837275424386,79.81459316163033,0.0,0.0,79.81459316163033,20.18540683836966,79.81459316163033,87.84946872666445,1.396089146510349e-07,True,False
C3,C3_lr3e-05,3e-05,42,1,0.2510603964328766,0.1223312659809986,0.3429265320301056,3.8319859504699703,0.0592401102185249,50.539629759084505,78.88203743473599,0.0,0.0,78.88203743473599,21.11796256526401,78.88203743473599,87.37112972906438,1.27387735915363e-07,True,True
C3,C3_lr3e-05,3e-05,43,1,0.2502682009203867,0.1207801026546142,0.4697417318820953,3.830798387527466,0.0569627061486244,50.58812509304696,79.00547092294703,0.0,0.0,79.00547092294703,20.99452907705296,79.00547092294703,87.58057412834553,1.093701129661895e-07,True,True
C3,C3_lr3e-05,3e-05,44,1,0.2473941373102592,0.12270900680486,0.3367970585823059,3.8199851512908936,0.0562255755066871,50.7677708149721,79.5873955137965,0.0,0.0,79.5873955137965,20.41260448620351,79.5873955137965,87.60489910001773,1.459894463096134e-07,True,True
C3,C3_lr3e-05,3e-05,42,2,0.2163131619718941,0.3390227805145762,1.0786899328231812,2.930285930633545,0.2327603995800018,45.3595869851742,76.87403869641248,0.0,0.0,76.87403869641248,23.125961303587513,76.87403869641248,84.51092394941378,1.318807676398137e-07,True,False
C3,C3_lr3e-05,3e-05,43,2,0.2169011720653736,0.3235894162207842,0.9560415148735046,2.932424545288086,0.2142325788736343,47.47133297105984,78.78297641348429,0.0,0.0,78.78297641348429,21.217023586515698,78.78297641348429,85.29300845264386,1.4133770775970333e-07,True,False
C3,C3_lr3e-05,3e-05,44,2,0.2173136516728184,0.3091369324899984,0.7401968240737915,3.0092849731445312,0.1936304569244384,52.67448226146654,78.55937688008804,0.0,0.0,78.55937688008804,21.44062311991195,78.55937688008804,85.52568813306868,1.3709136226225382e-07,True,False
