Method,field_key,Occurrences,Mean_weight,Seed_SD
C3,animaltype,103,0.04763641758161833,0.004206283234141985
C3,ansia1171compliant,437,0.013968105083381135,0.0011346121073236353
C3,ansibifmae3furnituresustainabilitystandard,188,0.012615124525746667,0.002053543817106383
C3,ansibifmam71standardtestmethodfordeterminingvocemissions,578,0.012693845704944398,0.0030492414056975028
C3,ansibifmax511largeoccupantofficeseating,373,0.008804868752764301,0.0012746157221373941
C3,ansibifmax51officeseating,1422,0.0144310129352963,0.001257520432850085
C3,ansibifmax54loungepublicseating,2238,0.013243239294387433,0.002087598793170375
C3,ansibifmax55deskproducts,655,0.0160639852704835,0.001834474697716541
C3,ansibifmax56panelsystems,477,0.015119335092838401,0.001486803885743107
C3,ansibifmax59storage,140,0.016294903512157066,0.0014863057883170772
C3,ansibifmax61educationalseating,382,0.008294794474034367,0.000776442169980039
C3,ansisohos65smallofficehomeoffice,954,0.012032125336049632,0.0012000623934053283
C3,ansiwcmaa1001-2018standard,612,0.0140843412560899,0.0008435593695805755
C3,anti-fatigue,362,0.0237123937985789,0.0008280710006400033
C3,anti-microbial,1120,0.010698947853719167,0.000985548771076605
C3,anti-slipbacking,358,0.023991377764074468,0.0016727879796767564
C3,antimicrobial,775,0.013738539189460733,0.0009440708759743953
C3,approvedapplications,1077,0.025906826612743933,0.004734344926975941
C3,apronincluded,125,0.013807840577016233,0.0008933116057931513
C3,architectlamp,329,0.0164750000327946,0.001878744642311083
C3,architecture,589,0.010121381368032633,0.0003520198024356014
C3,areasofsupport,170,0.020350686586735833,0.002741609622749017
C3,armcolor,113,0.017910852094227533,0.0013730102393368932
C3,armed,641,0.009666685798329867,0.0009805755465347242
C3,armheight-floortoarm,2387,0.021646642258798865,0.003000545360454951
C3,armlesschair,379,0.008391245902682165,0.0005347351561681453
C3,armlesschaircomponentincluded,380,0.008107168794805634,0.00028456875604386035
C3,armmaterial,1175,0.012612522962826766,0.0012659778170194232
C3,armmaterialdetails,409,0.015001282315267032,0.0026867464593906816
C3,armrest,213,0.0140159218980171,9.461030655740857e-05
C3,armrestadjustmenttype,134,0.010317115205807999,0.00046046525459045616
C3,armrestheight-floortoarmrest,110,0.011262708232088933,0.0024922260086374225
C3,armrestmaterial,180,0.009741323095470334,0.0004081765013635966
C3,armresttype,447,0.009572664453209733,0.0005282362835732889
C3,arms,1292,0.018932086517947765,0.0026591921454054467
C3,armsincluded,3355,0.0125436584090224,0.000719808904672235
C3,armtype,2326,0.017096940573429233,0.0015338629295902513
C3,armwidth-sidetoside,114,0.015586023386404399,0.0016729623615130988
C3,arrangementtype,227,0.060133397724156636,0.008056159110873859
C3,artist,431,0.01839763484319,0.0022752361583287667
C3,artproductionmethod,622,0.014688032902857034,0.0029879153428690897
C3,arttechnique,480,0.015226874745308601,0.0017119511620180801
C3,asmea112.18.1csab125.1-2018,404,0.019742264732773768,0.001194093940162161
C3,asmea112181compliant,265,0.015576635842920234,0.0009652572035104607
C3,asmea112182compliant,322,0.013641704122611,0.0010789315931027984
C3,asmea112191csab452-2018compliant,167,0.013381000663044101,0.0016626030800836954
C3,asmea112192csab451compliant,208,0.014089558596680934,0.0009822236207242996
C3,asmea112193compliant,321,0.013202372273509498,0.0006499414057533212
C3,asse1001certified,315,0.017708703368981,0.002710885367120003
C3,asse1016certified,233,0.015932465878146,0.001206647133995566
C3,assemblyandinstallationhardwareincluded,144,0.020991079446738867,0.002803138964698488
C3,astmf1427-19compliant-consumersafetyspecificationforbunkbeds,152,0.009594278149674333,0.0006979657380624724
C3,astmf1917-12compliant,112,0.0105463947277582,0.0007202074354248863
C3,astmf2057-14,699,0.010496449994760834,0.0001075595305072729
C3,astmf2057-17,873,0.010648677361337467,0.0003898319807868481
C3,astmf2057-19,795,0.010019539846829734,0.0006559006678602791
C3,astmf2613-17compliant,105,0.012648634019766033,0.0008089527152949521
C3,astmf2613-19compliant,107,0.011597335077474034,0.00010344315990208984
C3,astmf3084-20compliant,103,0.013295714613833798,0.0023704030884429826
C3,astmf3096-14compliant,857,0.009632251635287968,0.00046375305894930883
C3,astrology,619,0.010538606346756801,8.166716746645873e-05
C3,attachmenttype,310,0.031490475284336204,0.0026980040202425094
C3,availableseparately,158,0.008756378609569166,0.0005076502733979133
C3,avoidpowertools,6122,0.010459538115698367,0.0004146971384447983
C3,bachelorschest,311,0.015906721638018432,0.0020407572713822676
C3,back,819,0.01587303990583847,0.0018349281556472037
C3,backangleadjustment,567,0.0072570785311768,0.00033413355911292476
C3,backcolor,1249,0.012896624354241432,0.00016757888370545537
C3,backconstruction,587,0.008202922507731266,0.0009641145274502359
C3,backconstructiondetail,177,0.008735329093386967,0.0003632151646775149
C3,backcushion,115,0.02319359384018223,0.002638593895275338
C3,backcushionthickness,303,0.019202277422918464,0.002015080268248905
C3,backfillmaterial,3275,0.012617204750629699,0.0003302758584798671
C3,backfillmaterialdetails,687,0.013879975076260466,0.0007389626211821173
C3,backheight-seattotopofback,2766,0.015367868043496635,0.0007484493111665309
C3,backincluded,203,0.0145603554057223,0.0011645574667123243
C3,backingmaterial,1790,0.026267708449999937,0.003927992395383893
C3,backingmaterialdetails,1131,0.021546298177540068,0.0015984316564466275
C3,backmaterial,611,0.015508581181013567,0.001731126106247521
C3,backpanel,265,0.023835412578059767,0.003840362655050876
C3,backplatedepth-fronttoback,167,0.013975181326850035,0.00023746573483046443
C3,backplatefinish,157,0.017496123974213434,0.0019819100820040857
C3,backplateheight-toptobottom,270,0.012741536435521601,0.001381912117689141
C3,backplateincluded,886,0.02107899322768737,0.002347601857893472
C3,backplatematerial,162,0.015423223546824868,0.0015161679364475576
C3,backplatewidth-sidetoside,265,0.0140629226540994,0.0019356314652087753
C3,backset,106,0.027003224242080265,0.006137835457715845
C3,backsplashheight-toptobottom,151,0.0154721917148687,0.001925454713079742
C3,backsplashincluded,574,0.0114938823028135,0.0011730292841455937
C3,backstyle,888,0.017215025257605834,0.0032083831558913263
C3,backtype,2386,0.014198319270113132,0.0020735595834542545
C3,backupholsterycolor,107,0.02693724854213887,0.0011468239890669992
C3,backupholsteryfillmaterial,352,0.011433445235139233,0.0012399870533794342
C3,backupholsterymaterial,507,0.018274170653018867,0.0029356275969174566
C3,backupholsterymaterialdetails,104,0.010108406764443132,0.0006167264663473105
C3,backwidth-sidetoside,327,0.0188530788962918,0.00018876051454504291
C3,baffledboxstitching,106,0.013184616225039367,0.0005004048835564717
C3,ballbearingglides,146,0.011815356077906966,0.0005774956156184546
C3,ballglider,146,0.044983658299581473,0.0020395797553172707
C3,barndoor,728,0.010926121004069034,0.00024153407476065284
C3,barshape,233,0.02228055664408783,0.001654750203950448
C3,base,155,0.039477871618764336,0.007085643267382281
C3,basecolor,8145,0.024304243432331535,0.0032903317186545214
C3,baseconstruction,1334,0.012108458447614934,0.0018665989808526004
C3,basedepth-fronttoback,365,0.0187173415506981,0.001128836389700457
C3,basefinish,1124,0.022110783744687296,0.0007438294658930752
C3,baseheight-toptobottom,334,0.018557881870438966,0.004375648080251143
C3,baseincluded,309,0.027358159633853633,0.0034328080571256474
C3,basemanufacturedwoodtype,837,0.016783276209715266,0.004120912776830427
C3,basematerial,6832,0.018573580797970467,0.0014763943343157164
C3,basematerialdetails,2287,0.016072032202701366,0.0010853889761209697
C3,basemetalfinishapplication,366,0.0185831018527613,0.004488950489223287
C3,baseshape,238,0.019878839819590266,0.003711530034929307
C3,basestanddepth-fronttoback,307,0.014531256645679202,0.0011807215500008316
C3,basestandincluded,182,0.026582163026822397,0.0016324932171745883
C3,basestandwidth-sidetoside,171,0.012999249355355466,0.0013213304776546412
C3,basestyle,734,0.017794203319815967,0.0015728527093765733
C3,basetype,3793,0.024808442277138232,0.002208398851741725
C3,baseweight,166,0.018757890423677467,0.0014272833204499026
C3,basewidth-sidetoside,393,0.026326880285135565,0.006789503228708972
C3,basewoodspecies,929,0.026214952917470735,0.002149283621592894
C3,basindepth-toptobottom,189,0.02376029462384373,0.004764133165841918
C3,basinlength-sidetoside,132,0.020957235510301066,0.0039611570862056605
C3,basinwidth-fronttoback,119,0.015118826324177501,0.0007522975630006769
C3,baskets,168,0.012092622834080335,0.0014620975946767797
C3,basketsincluded,172,0.020326588188240232,0.0032178254229168774
C3,basketstrainerincluded,140,0.023526044826333664,0.0013131041546979418
C3,bathmatincluded,155,0.019165057194248897,0.0019253074883805973
C3,bathroomaccessoriesincluded,124,0.021253924266064598,0.0027959261507587334
C3,bathruglength-endtoend,100,0.03475561734599367,0.00356767547869819
C3,batteriesincluded,1631,0.020956229003294333,0.001247906278049975
C3,batteriesneeded,294,0.011806034538979299,0.0023541693467093623
C3,batteriesrequired,506,0.027475459172300765,0.0031574203465570736
C3,batterycomposition,172,0.02295656784531447,0.0035215142465023024
C3,batteryoperated,648,0.0230016985849703,0.0048249789115438375
C3,batteryrequired,191,0.022055183161849703,0.004524667627978488
C3,batterytype,319,0.0333938140523315,0.006371134233771139
C3,bedbugdustmiteresistant,211,0.0160130626502877,0.0015012015504179597
C3,bedbugresistant,468,0.016221031502812535,0.0021996371303889674
C3,beddesign,140,0.025142547306382896,0.0005478082896836898
C3,beddingsize,650,0.0188766347368558,0.0010320147124949608
C3,bedframeincluded,240,0.015945209899089364,0.002606907143922083
C3,bedsize,459,0.023572677435974233,0.002414933070440611
C3,bedstorageincluded,1299,0.012589576789759834,0.0011380861458727238
C3,bedtype,1342,0.0176661944427882,0.0015578759465499177
C3,bedweightcapacity,198,0.03212684253544263,0.001379076331819399
C3,bench,671,0.011690254779592667,0.0010487103876514214
C3,benchesincluded,641,0.0198583979427415,0.002827422131750293
C3,benchincluded,700,0.009825608369096,0.0006000226193807432
C3,benchseating,209,0.012641453388424767,0.0014075400800560268
C3,benchseatingincluded,167,0.013306049015670401,0.0017764354888862588
C3,benchtype,195,0.032892615695157564,0.001624749929513092
C3,benchtypelsbsonly,193,0.0344244467065587,0.0015292911099316928
C3,beveledglass,335,0.015957581226143967,0.0010954335231336213
C3,bhftiupholsteredfurnitureflammabilitycompliant,2242,0.0102350744231524,0.0004696603546368633
C3,bib,131,0.0103323707894988,0.0016531305049532902
C3,bibincluded,131,0.011955808745057231,0.00032436399009054946
C3,bifmag1ergonomicsguidelineforfurniture,877,0.0107720004026864,0.0006395183270719519
C3,bifmahcf8.1-healthcarefurnituredesign,1072,0.012568836847397733,0.0014340651651983082
C3,bins,126,0.0192820663963045,0.002197353883838233
C3,binsincluded,450,0.016976708441075867,0.000905418457725622
C3,biocidetreatment,181,0.010318736485711534,0.0009561620811451483
C3,birdcageknob,159,0.027008995733983337,0.0008377659281310321
C3,birdtype,320,0.022040829748342067,0.0025280362771254294
C3,bladefinish,122,0.016936476960717133,0.001677811299415548
C3,blanketquilt,132,0.013641124490102833,0.0014684032285207024
C3,blanketquiltbedspreadlength-headtotoe,130,0.015160706011244066,0.0025487297158277526
C3,blanketquiltincluded,131,0.0124037963037234,0.0008895721768553466
C3,blowerincluded,133,0.0174993119555009,0.0005198023809702642
C3,bluetoothcompatible,316,0.007669588932099433,0.0005639643626856432
C3,bluetoothconnected,117,0.009352861144752367,0.0009440841886659628
C3,bodydepth-fronttoback,731,0.014729746421599401,0.0011512039536489894
C3,bodyheight-toptobottom,751,0.015168040134740199,0.0007810872134660082
C3,bodyjetsincluded,181,0.015652444801922735,0.0005402696222091678
C3,bodywidth-sidetoside,741,0.016793466627252566,0.0010069693303352183
C3,bookcaseincluded,1223,0.011335919356051232,0.0011790137813371224
C3,border,237,0.021365860371644733,0.001258649204573203
C3,bottomhemlength-toptobottom,192,0.013556883148137534,0.0006107230862976027
C3,bottomoftopbunkorlofttofloor,149,0.02078243100211453,0.002296716003681861
C3,bowltype,109,0.03205733057624153,0.0015281589777717754
C3,boxspring,113,0.013418690471808234,0.0010872996161530608
C3,boxspringincluded,770,0.0129766607328491,0.001892063207032202
C3,boxspringrequired,1848,0.0124964436586216,0.0025040147232564414
C3,bpafree,857,0.023625323165299302,0.0017320223267756065
C3,brakesincluded,101,0.017682265892944467,0.001745141377661723
C3,branchtipcount,183,0.019210238925746203,0.0014859221897696063
C3,brandspecificfeaturestechnology,133,0.012189880182691133,0.0006672768216659418
C3,breakfastnook,201,0.013434674709751099,0.0008860829714315998
C3,breakingstrength,213,0.0117461976904206,0.0007504698001315915
C3,breathableconstruction,342,0.010750518776803135,0.00026173072950427226
C3,brightnesslumens,279,0.022164780633210267,0.0036048427575043657
C3,brushed,108,0.019451306047734335,0.0015873279730129154
C3,btuoutput,112,0.01984974636884757,0.004909369524382288
C3,built-indesk,1664,0.008645762969162835,0.0006955518388002214
C3,built-inladderincluded,363,0.0101011954842321,0.00021468468455726873
C3,built-inlighting,2607,0.0102678797421044,0.0011334036314787634
C3,built-inoutlet,472,0.014206815012770066,0.0012271425372009463
C3,built-inoutlets,1604,0.009508853377660132,0.0007196995997864003
C3,built-instairsincluded,362,0.009804080008884134,0.00018384735654825173
C3,built-inusbport,2634,0.009587636849494267,0.0004723863560049671
C3,built-inwirelesscharger,235,0.0157517299676934,0.0019173531273382473
C3,bulbbase,1504,0.034248633706506194,0.0010265553766702306
C3,bulbcolor,300,0.03451972979224387,0.003344573065335471
C3,bulbdiameter,182,0.031316438242929505,0.0030216027795401026
C3,bulbincluded,2214,0.026113315068341764,0.005812345881015633
C3,bulbnotincludedbutrequired,1754,0.023483271657300533,0.0015116361291428674
C3,bulbshape,320,0.022563026646578933,0.001589394581457222
C3,bulbshapecode,303,0.027689713542119066,0.0012747459842040187
C3,bulbtype,612,0.03644197917855817,0.003477925085634476
C3,bulbtypeincluded,278,0.020782108053484568,0.0037783337057409787
C3,bumper,132,0.009252056779311667,0.0007387482162718403
C3,bumperincluded,135,0.009521993078337366,0.001173409912221207
C3,bunkandloftconfigurations,209,0.0192940661793595,0.0013960567465284637
C3,bunkbedslideincluded,365,0.016733055454614967,0.0017222007763077402
C3,cabinetbasewidth-sidetoside,507,0.021825345985610967,0.0004031438976427206
C3,cabinethandledesign,167,0.021304999498609468,0.001967992789919915
C3,cabinethardwareincluded,570,0.011731854034315365,0.0008612520073877793
C3,cabinetinteriordepth-fronttoback,157,0.012625158964132235,0.0018830651865669426
C3,cabinetinteriorheight-toptobottom,1093,0.017601162810406832,0.0032463834277223435
C3,cabinetinteriorwidth-sidetoside,156,0.0152351403346237,0.0009628537183687111
C3,cabinets,5716,0.0178447030512646,0.0015400000040225593
C3,cabinetsincluded,5635,0.013182181411959065,0.0007935324115260021
C3,cablemanagement,2795,0.0151069129672241,0.0044494733650203505
C3,calgreencompliant,4180,0.01775851139369487,0.002841093253650482
C3,californiaab1953compliant,153,0.0150944253740211,0.0023932242437368816
C3,californiaproposition65warningrequired,11634,0.01608579030370137,0.001316331921618832
C3,californiawaterregulationcompliant,470,0.021308145958745268,0.003565318549135956
C3,caltb116compliant,5486,0.010451900669640234,0.00071145149336774
C3,caltb117-2013compliant,6924,0.010621719560220668,0.0006272845839145165
C3,caltb133compliant,1177,0.011493083944687133,0.0005724145090410622
C3,canadaproductrestriction,23262,0.013090760762268333,0.0005472206895278183
C3,canopydepth-fronttoback,439,0.012206178587410866,0.0019515661709720552
C3,canopyfabricincluded,1326,0.008972591396618766,0.00039424418586068044
C3,canopyheight-toptobottom,379,0.012333250452625866,0.0012199244418291113
C3,canopyincluded,1052,0.012459059522684265,0.000990100644929805
C3,canopywidth-sidetoside,477,0.016201044453645102,0.0004603598820573343
C3,canthisheadboardbesoldonitsown,178,0.0130333697409386,0.0014932261549728061
C3,capacitiesincluded,309,0.03102205522326267,0.002437577916888501
C3,capacity,1030,0.0399082120013661,0.0013789322344257675
C3,capacityquarts,207,0.03679761513257796,0.0015515886533139702
C3,carbphaseiicompliantformaldehydeemissions,9083,0.014518185846989468,0.00037786903050917485
C3,carryhandles,160,0.0328067417547572,0.004748804426046208
C3,carryinghandle,193,0.012669598285610635,0.0012169973637608886
C3,carthandles,160,0.009948664103285333,0.00039665474654501556
C3,carvedwood,140,0.014501679984719601,0.0003275130282823643
C3,casters,1397,0.012462124302587701,0.0009333588944658746
C3,castersincluded,1293,0.012152922999154098,0.0010453313932457873
C3,casterswheelsincluded,205,0.014619274173931334,0.0013159612309840895
C3,castertype,368,0.011370640215582,0.0010501605133080918
C3,cecertified,1107,0.012160686749190333,0.0007972242639856207
C3,centersupportlegs,1130,0.009608896196322533,0.0006411100923218232
C3,centertocenter,501,0.031505808597325206,0.0029358766063034124
C3,certifications,2292,0.017133181578579366,0.0018243847162242397
C3,cetllisted,1972,0.0146972650933306,0.001028381236766205
C3,chainlength,240,0.015564113982125266,0.0014609526233183576
C3,chair,229,0.009985939668711034,0.0008323545963681181
C3,chairbackheight-seattotopofback,475,0.0090746704815772,0.000932895701511266
C3,chairbackstyle,164,0.015359570212639466,0.0014984258457688881
C3,chairbackwidth-sidetoside,242,0.010834229977278,5.805768300484537e-05
C3,chairdepth-fronttoback,866,0.010190031472937634,0.0002710693519337485
C3,chairfeatures,106,0.0194489489816152,0.0023507374480664354
C3,chairheight-toptobottom,837,0.010179784730498067,0.0006176307052320007
C3,chairincluded,1007,0.008140451801821732,0.0009192220309068024
C3,chairmadeofwovenwickerrattan,124,0.0081181414074875,0.000570656017253611
C3,chairmatincluded,237,0.006656463104712767,0.0005459780826513232
C3,chairouterframematerial,175,0.012317918462767467,0.0007335793107810719
C3,chairs,866,0.009563752883805733,0.001168740164885252
C3,chairseatbackcolor,362,0.016485682050191502,0.0020509680628944486
C3,chairseatbackmaterial,167,0.015467128170813998,0.0013253533954417094
C3,chairseatheightfloortoseat,467,0.013673274211790232,0.003119409801535128
C3,chairsincluded,1824,0.015331979734875467,0.0007344465613863115
C3,chairtype,158,0.010044661784772433,0.0015929500981007702
C3,chairweight,266,0.011140283938838034,9.508875090408644e-05
C3,chairweightcapacity,238,0.015292606977171934,0.0007343780556445664
C3,chairwidth-sidetoside,858,0.009985090243697368,0.00031895757633789844
C3,chaise,632,0.011263030912493267,0.0020803392234190637
C3,chaisecomponentincluded,109,0.010626177470105733,0.0006039975682960565
C3,chaisedepth-fronttoback,208,0.009134021575729734,0.0007187637251686809
C3,chaiseheight-toptobottom,208,0.014066873917517266,0.0017720131524431428
C3,chaiseincluded,918,0.013042050130231034,0.0029923732259807064
C3,chaisewidth-sidetoside,194,0.012701962909683598,0.00240325618693773
C3,changingpadcover,132,0.011381752042316133,0.0003851827264597155
C3,changingpadcoverincluded,132,0.012093134635984099,0.0009046512476139063
C3,cheeseknivesandtoolsincluded,182,0.029662973375397333,0.00553221958801032
C3,chemicalsofconcerncompliant,1022,0.013654116928590733,0.0005904928436239967
C3,children ’ sproductcertificatecpc,1315,0.011237464211786667,0.0002961775475720438
C3,childrensproductcertificatecpc,539,0.011677066985017734,0.0005723969749214758
C3,chime,269,0.023401400741406633,0.0012116345353931305
C3,chipresistant,982,0.0194383481015101,0.0026956362751963565
C3,christmas,106,0.0435665941697621,0.0014406546739247927
C3,cities,616,0.010161510506923,0.00048342890976418423
C3,cleaningcode,508,0.011199589503080767,0.0013343560379860705
C3,cleaningmethod,1697,0.015186704800138,0.0009182098058771841
C3,clearance-floortobottom,246,0.019115488668323133,0.0024358756419706248
C3,clearancefromfloortobottomofsofa,151,0.017545394800915867,0.00352683465291665
C3,clearancefromfloortoundersideofbed,1454,0.0151630068558248,0.002792390268387402
C3,clearancefromfloortoundersideofdesk,514,0.019533587115346834,0.0016180943413809468
C3,clearancefromfloortoundersideoftop,130,0.02162078469514077,0.004419171791132331
C3,clearancetofloor,385,0.025901570042103365,0.0006970157818295282
C3,clearviewdoors,163,0.0170375915865103,0.002125903103820736
C3,clockcovermaterial,136,0.0213570777924877,0.0022319829849269117
C3,clockfacediameter,440,0.0283444522802407,0.00493796551894551
C3,clockfacematerial,229,0.024973302235043234,0.0019946293078950744
C3,clockhandmaterial,141,0.02792091402566457,0.0031836924601325507
C3,closetrodincluded,166,0.024401758135442233,0.004299030050165749
C3,closuretype,914,0.0233174750829668,0.0006478576917743592
C3,clothingrodincluded,266,0.0112189143431608,0.0012519009376067854
C3,coathangersincluded,131,0.029724700163111396,0.0015199012667624183
C3,coffeetable,171,0.013758080602091534,0.0014860958677645813
C3,coffeetablebasematerial,145,0.016125335512233132,0.002351959819100524
C3,coffeetabledepth-fronttoback,168,0.012362590837588,0.0015838902661776406
C3,coffeetableheight-toptobottom,168,0.0168967039882397,0.003897380301737836
C3,coffeetablelength-endtoend,168,0.0145626837694426,0.001344844659713088
C3,coffeetablelifttop,160,0.010161578633900034,0.0005757739444267086
C3,coffeetabletopmaterial,136,0.0171439968204746,0.0035521340500384376
C3,coffeetabletype,167,0.015647640338394265,0.0034310395903300573
C3,coffeetabletype-donotuse,129,0.015518209314604266,0.0003933182483847191
C3,coffeetableweight,110,0.015348488824780633,0.00197349483210122
C3,coilcount,420,0.021438047062191632,0.0010670866143321878
C3,coiltype,147,0.020491423448568802,0.0034877803442998124
C3,collapsible,210,0.0378621566818938,0.002131803646802771
C3,color,26295,0.040578281845594665,0.0006284425002195904
C3,colorchanging,243,0.016801055518217835,0.0013613085943213568
C3,colorcombination,192,0.020486778893326868,0.0010534914302245098
C3,colorfinish,315,0.028358176346651432,0.0049437778823249465
C3,colorrenderingindexcri,122,0.013084342922058532,0.0018059384580335468
C3,colortemperature,192,0.019822114409180334,0.005009532560777036
C3,colortemperaturedescription,141,0.024677887572147266,0.002508711367767224
C3,combinationplate,184,0.029083096275470437,0.0045284414519729185
C3,comforterincluded,375,0.010322135636375967,0.0003958036779959862
C3,comfortlevel,472,0.025717137237395066,0.0019598841588785347
C3,commercialdishwashersafe,143,0.022353143320529567,0.0004914465586752746
C3,commercialmicrowavesafe,115,0.019637531789856468,0.0020220107856214102
C3,commercialorresidentialcertifications,2455,0.01910774664187043,0.00040053712045112766
C3,commercialovensafe,116,0.019234278303538868,0.0017105123613112587
C3,commercialuse,369,0.014502331004970165,0.0004509802140471251
C3,commercialwarranty,30534,0.0131572089603747,0.0002559284889401401
C3,commercialwarrantylength,179,0.010248523806455868,0.0003513495940698898
C3,compatibility,113,0.02066922659373077,0.0006491384571962092
C3,compatiblebike,116,0.04582862101024247,0.007688241880356577
C3,compatibledoorthickness,228,0.022470305788150933,0.002377346250068569
C3,compatibledrainassemblypartnumber,161,0.0212231585871636,0.0050059050985972586
C3,compatiblefaucetinstallationtype,538,0.010673681012085866,0.0007725118181850096
C3,compatibleflooring,1943,0.011930223128015865,0.0009052174801069176
C3,compatibleinstallationmaterials,224,0.012400815598084565,0.0009431642122816532
C3,compatibleinstallationsurfaces,152,0.014414329406511201,0.0004724943431280765
C3,compatibleparts,144,0.015253458521328799,0.0013353196848761232
C3,compatiblesurfaces,212,0.011873559856424099,0.00169950490765101
C3,compatiblesurfacetype,365,0.027616468539725103,0.00042215984796589376
C3,compatibletiletrim,508,0.012755829002769267,0.001412568370950595
C3,compatibletrimpieces,389,0.011702630243518667,0.0007000327178058068
C3,compatiblevalvetype,230,0.02396207794385107,0.004144351930730809
C3,compatiblewithadjustablebed,1365,0.009310324280266834,0.00017802289813772268
C3,componentconnector,116,0.009864637707145933,0.0014107958792592009
C3,compositewoodproductcwp,21801,0.0157514953120574,0.0028952239564829694
C3,concealedscrews,105,0.0230332534553276,0.0017584830076732404
C3,configurable,140,0.012179393588476533,0.0023753405757057904
C3,console,458,0.010747031968905701,0.0026574687711015906
C3,consolecomponent,371,0.010425187058676467,0.0013397663913800523
C3,consoletable,170,0.012814080335345868,0.0012810349039219155
C3,construction,1923,0.01697233743331743,0.002321809020319253
C3,constructionmethod,264,0.02638335243888157,0.0031710121423016357
C3,constructiontype,238,0.02470758773584737,0.003094198609669381
C3,containercolor,181,0.04812188723345814,0.004833513719100024
C3,containerincluded,222,0.032831260310793565,0.003168113201701106
C3,containermaterial,120,0.03342882269062097,0.0024243140673687875
C3,containertype,182,0.047439291899266434,0.0053674358376947975
