query_id,variant,nDCG@10_unjudged_zero,cNDCG@10
78,C0,0.5159958223394444,0.5159958223394444
79,C0,0.92663607790064,0.92663607790064
80,C0,0.49028387410855107,0.5123686152600141
81,C0,0.515724846512891,0.515724846512891
82,C0,0.37962081462451813,0.37962081462451813
83,C0,0.06362078819895173,1.0
84,C0,0.6501804739518688,0.6501804739518687
85,C0,0.44192408887512147,1.0
86,C0,0.5140589806486533,0.5140589806486533
87,C0,0.9266360779006402,1.0
88,C0,0.3335584263803804,0.3335584263803804
89,C0,0.7663491917568948,0.8585157560180571
90,C0,0.914856882358379,1.0
91,C0,0.413286545585664,0.413286545585664
92,C0,0.5384313152574522,0.9052116356304495
93,C0,0.2413241761609942,0.47605580957989446
94,C0,0.6769125582181963,0.6769125582181963
95,C0,0.33333333333333337,0.3333333333333333
96,C0,0.9074250374176304,0.9074250374176304
97,C0,1.0,1.0
98,C0,1.0,1.0
99,C0,1.0000000000000002,1.0
100,C0,0.8017536775903097,0.8017536775903097
101,C0,0.3709355467427587,0.5678294233269948
102,C0,1.0,1.0
103,C0,0.8062502433656068,0.8062502433656068
104,C0,0.634576560643962,0.6345765606439618
105,C0,1.0,1.0
106,C0,1.0,1.0
107,C0,0.27026446335438875,0.514609636006189
108,C0,1.0,1.0
109,C0,1.0,1.0
110,C0,1.0000000000000002,1.0
111,C0,0.9575861412006988,0.9575861412006988
112,C0,1.0,1.0
113,C0,1.0,1.0
114,C0,0.5159958223394445,0.5159958223394444
115,C0,1.0,1.0
116,C0,1.0000000000000002,1.0
117,C0,0.4883937003143347,0.8379347378101539
118,C0,1.0,1.0
119,C0,1.0,1.0
120,C0,0.528944265515758,0.5289442655157581
121,C0,0.933745776545611,0.933745776545611
122,C0,1.0,1.0
123,C0,0.7245813911140516,0.7704403271193186
124,C0,0.5455229943143262,0.5455229943143262
125,C0,0.6807156046044538,0.7371176676651922
126,C0,0.9575861412006991,0.9575861412006988
127,C0,0.8129336487676345,0.8129336487676345
128,C0,1.0,1.0
129,C0,0.11004588314904008,0.9432379215722527
130,C0,0.3581619846648027,0.42590829591570295
131,C0,0.955830517697074,0.955830517697074
132,C0,0.5787242665365591,0.602564631191647
133,C0,0.7630946912803436,0.7990791014597178
134,C0,0.22143503222893357,0.603862808347509
135,C0,0.3708602959120486,0.5809927382627268
136,C0,0.1517621910780354,1.0
137,C0,0.5224023685417784,0.5494197316792545
138,C0,1.0,1.0
139,C0,0.7818048722226502,0.8603818544462509
140,C0,0.6593007041766438,0.6593007041766438
141,C0,0.36434997515621775,0.40480315442785825
142,C0,0.16311369647122703,0.3599689178397777
143,C0,0.5159958223394445,0.5159958223394444
144,C0,0.9074250374176304,0.9074250374176304
145,C0,0.40529057271587826,0.4912049476981186
146,C0,0.33615038479506476,0.470018260101859
147,C0,1.0,1.0
148,C0,0.8701249883466592,1.0
149,C0,0.9432379215722527,0.9432379215722527
150,C0,1.0,1.0
151,C0,0.6410457898283652,0.7182833344196091
152,C0,0.32336059751958435,0.48006117753205346
153,C0,0.8108582970019788,0.8108582970019788
155,C0,0.5404603113186847,0.5404603113186847
156,C0,0.4169199520091911,0.416919952009191
157,C0,0.5045032149348484,0.5045032149348485
158,C0,1.0,1.0
159,C0,0.9052116356304492,0.9052116356304494
160,C0,1.0,1.0
161,C0,0.028381039213873666,0.43450812738535693
162,C0,0.47990341690843946,0.5098214227385179
163,C0,1.0,1.0
164,C0,0.6490437937139354,0.7916472565189693
165,C0,0.852946122977999,0.9432379215722527
166,C0,1.0,1.0
167,C0,1.0,1.0
168,C0,1.0,1.0
169,C0,0.12158141957704818,0.4569761610223693
170,C0,0.9305687780632227,0.9363792118010482
171,C0,1.0000000000000002,1.0
172,C0,1.0,1.0
173,C0,0.19518954360081553,0.2820096103372943
174,C0,0.0,0.0
175,C0,1.0000000000000002,1.0
176,C0,0.955830517697074,0.955830517697074
177,C0,0.4135828273129701,0.5534250996314135
178,C0,0.40669725543269336,0.4066972554326934
179,C0,0.0,1.0
180,C0,0.8909724089198024,0.8909724089198024
181,C0,1.0,1.0
182,C0,1.0,1.0
183,C0,0.7115193668963793,0.7115193668963793
184,C0,0.9048032373092418,0.9048032373092418
185,C0,1.0,1.0
186,C0,0.17661770527624682,0.470018260101859
188,C0,0.38631514619934404,0.5658630795966728
189,C0,0.32628180067276313,0.6300673915716731
190,C0,0.43518692560571726,0.43518692560571726
191,C0,1.0,1.0
193,C0,0.8899541168509599,1.0
194,C0,0.7600791051976193,1.0
195,C0,0.8115024912512995,0.8115024912512995
196,C0,0.92663607790064,1.0
197,C0,0.3463105471258682,0.8018189357052955
198,C0,0.2110732265423343,0.2110732265423343
199,C0,0.92663607790064,1.0
200,C0,0.9842543681010357,0.984254368101036
201,C0,0.9363792118010483,1.0
202,C0,0.4368897419958061,0.901447006056365
203,C0,0.6267490438585045,0.6267490438585045
204,C0,0.4911705278921376,0.4911705278921376
205,C0,0.8171563536964213,0.8454846168880917
206,C0,1.0000000000000002,1.0
207,C0,0.13886244387355456,1.0
208,C0,0.8364586133797038,1.0
209,C0,0.6316243658611129,0.88995411685096
210,C0,0.7392837562985959,0.7392837562985959
211,C0,1.0,1.0
212,C0,0.7985834583812038,0.8356173231935312
213,C0,0.6892017088000891,0.6892017088000891
214,C0,0.4959389204699466,1.0
215,C0,0.38224261473290666,0.38224261473290666
216,C0,0.8341884412518402,0.8341884412518403
218,C0,0.0,1.0
219,C0,0.5142842514302276,1.0
220,C0,1.0000000000000002,1.0
221,C0,0.8411708139632413,0.9074250374176304
222,C0,0.0,0.9008240627729516
223,C0,0.24839126896774666,0.6008900578540689
224,C0,0.5763169397169411,0.6215454215139965
225,C0,0.6387676343140317,0.8541209758975494
226,C0,0.9537125187088151,0.9537125187088151
227,C0,1.0,1.0
228,C0,1.0,1.0
229,C0,1.0,1.0
230,C0,0.8521705090845475,1.0
231,C0,0.9999999999999999,1.0
232,C0,0.9432379215722527,0.9432379215722527
233,C0,0.49246059723271807,0.7799082337019199
234,C0,1.0,1.0
235,C0,1.0000000000000002,1.0
236,C0,0.48777604865566554,0.5572072705924428
237,C0,0.4066951318417978,0.46208898935790366
238,C0,0.7580753931105217,0.7580753931105217
239,C0,0.92663607790064,1.0
240,C0,1.0,1.0
241,C0,0.9053206285482487,0.9053206285482487
242,C0,0.40348266660099286,1.0
243,C0,0.7975167679274938,1.0
244,C0,0.2283012017698236,0.5040490391164592
245,C0,1.0,1.0
246,C0,0.4676760965585461,0.499272218015063
247,C0,1.0,1.0
248,C0,1.0,1.0
249,C0,1.0,1.0
250,C0,0.7104770117651426,1.0
251,C0,1.0,1.0
252,C0,0.4636440365082037,1.0
253,C0,0.3872963960425206,0.43518692560571726
254,C0,0.20022334766997638,0.6386384630087473
255,C0,0.84860265890399,1.0
256,C0,0.7217896277920044,0.9368077570869662
257,C0,0.92663607790064,0.92663607790064
258,C0,0.7243570890670964,0.7993991267928948
259,C0,0.7759944384848245,1.0
260,C0,1.0,1.0
261,C0,0.8842222191013388,0.8842222191013388
262,C0,1.0,1.0
263,C0,0.6690711350697994,0.6690711350697993
264,C0,1.0,1.0
265,C0,1.0,1.0
266,C0,0.694355946562825,0.6943559465628248
267,C0,1.0000000000000002,1.0
268,C0,0.9999999999999999,1.0
269,C0,0.8521705090845475,1.0
270,C0,0.8943286401726793,0.8943286401726793
271,C0,0.4535162918620386,0.6943559465628248
272,C0,0.6117952373568122,0.8318477135310892
273,C0,0.766017082415951,0.7660170824159509
274,C0,0.9999999999999999,1.0
275,C0,0.5650862610364854,0.5650862610364855
276,C0,1.0,1.0
277,C0,0.26494236902321605,0.5710642923977509
278,C0,0.4690157659730022,0.4690157659730023
279,C0,1.0,1.0
280,C0,0.3052348839397012,1.0
281,C0,1.0,1.0
282,C0,0.8439356803433224,1.0
283,C0,0.6857333614384805,0.9341831355350385
284,C0,0.5747915663739763,1.0
285,C0,0.3215432544466097,0.3516803516647608
286,C0,0.92663607790064,1.0
287,C0,0.523209467475843,0.523209467475843
288,C0,1.0,1.0
289,C0,1.0,1.0
290,C0,0.8318477135310892,1.0
291,C0,0.38559884598578353,0.38559884598578353
292,C0,0.1705502720582634,0.2609130957159234
293,C0,0.24958701423654547,0.48006117753205346
294,C0,1.0,1.0
295,C0,0.16802724856519444,0.4266845355885305
296,C0,0.8526393607692883,1.0
297,C0,0.520923649500877,0.758778642330108
298,C0,0.4434655591399216,0.4434655591399216
300,C0,0.5821032065260975,0.5821032065260975
301,C0,0.2116095454167499,0.5821032065260975
302,C0,0.7523434953609006,0.8546557236450505
303,C0,0.8099497858086888,0.8849939778078166
304,C0,0.0,0.0
305,C0,1.0,1.0
306,C0,1.0000000000000002,1.0
307,C0,0.8435012980203699,0.8435012980203699
308,C0,0.5712080174405872,0.6116241543630103
309,C0,0.9305687780632229,1.0
310,C0,1.0,1.0
311,C0,0.6015294818537321,0.7040011776859079
312,C0,0.6254054538870031,0.6254054538870031
313,C0,0.9364450767532397,0.9743005540669458
314,C0,0.47474490952570014,0.5270830899677266
315,C0,0.9909331158293705,0.9909331158293705
316,C0,1.0,1.0
317,C0,1.0000000000000002,1.0
318,C0,0.5843636094869074,0.6943559465628248
319,C0,1.0,1.0
320,C0,0.9999999999999999,1.0
321,C0,0.9999999999999999,1.0
322,C0,1.0,1.0
323,C0,0.9999999999999999,1.0
324,C0,0.9539959859595426,1.0
325,C0,0.3194542247659986,0.35435441606834106
326,C0,0.9517900181710754,1.0
327,C0,0.4486564257090968,0.4777479026700172
328,C0,0.7890284640927943,1.0
329,C0,1.0000000000000002,1.0
330,C0,0.509406755728625,0.509406755728625
331,C0,0.17050908930930014,0.48006117753205346
332,C0,0.9999999999999999,1.0
333,C0,0.8000633122016705,0.8000633122016705
334,C0,0.908682898420679,0.9086828984206792
335,C0,1.0000000000000002,1.0
336,C0,0.9035800363421507,0.9035800363421509
337,C0,1.0,1.0
338,C0,0.9999999999999999,1.0
339,C0,0.914703073375369,0.914703073375369
340,C0,0.7804157184318601,0.8566951181628006
341,C0,1.0,1.0
342,C0,0.9448233891591205,1.0
343,C0,0.35895421017163476,1.0
344,C0,0.41939799988819826,1.0
345,C0,0.5996943318813955,0.8553475075669357
346,C0,0.836179114306529,0.9048032373092418
347,C0,1.0000000000000002,1.0
348,C0,0.0,1.0
349,C0,0.7196037043946738,0.903823463079184
351,C0,1.0000000000000002,1.0
352,C0,1.0000000000000002,1.0
353,C0,0.945563695734425,1.0
354,C0,1.0,1.0
355,C0,1.0,1.0
356,C0,0.5423247252962318,1.0
357,C0,0.6704285094977012,0.6704285094977012
358,C0,0.9761633600651854,0.9761633600651854
359,C0,0.5463943446974613,0.5921271805664765
360,C0,0.07839826897867534,1.0
361,C0,1.0000000000000002,1.0
362,C0,0.791726719367984,1.0
363,C0,0.6461459647339004,0.6943559465628248
364,C0,0.9305687780632227,0.9305687780632229
365,C0,0.660517651646357,0.6605176516463571
366,C0,,
367,C0,0.25795234724160393,0.7877736340270854
368,C0,1.0,1.0
369,C0,0.5821032065260976,0.5821032065260975
370,C0,0.0,1.0
371,C0,0.25501166292814004,0.33632031342389745
372,C0,0.8691526823751311,0.8691526823751311
373,C0,0.92663607790064,1.0
374,C0,0.2895229882348575,0.7663491917568949
375,C0,0.7280855459907165,1.0
376,C0,0.8864335680588813,0.8864335680588812
377,C0,1.0,1.0
378,C0,1.0000000000000002,1.0
379,C0,1.0000000000000002,1.0
380,C0,0.8748177392039312,0.8748177392039312
381,C0,0.6929852696575346,1.0
382,C0,0.470018260101859,0.470018260101859
383,C0,0.0,1.0
384,C0,0.7606971932189103,0.7916472565189693
385,C0,0.8611375561264456,0.8611375561264456
386,C0,0.0,0.8357804136936722
387,C0,0.860381854446251,1.0
388,C0,0.39639187290150935,0.8205228949141828
389,C0,0.6950224065825613,0.8943286401726793
390,C0,0.9363792118010483,1.0
391,C0,0.4132865455856641,0.413286545585664
392,C0,1.0000000000000002,1.0
393,C0,0.92663607790064,0.92663607790064
394,C0,0.6780494608112013,0.7059054020403313
395,C0,0.14876390584057272,0.8669479898642711
396,C0,0.9098205133485867,1.0
397,C0,1.0000000000000002,1.0
398,C0,0.9363792118010482,1.0
399,C0,1.0,1.0
400,C0,0.06362078819895173,1.0
401,C0,0.18360391144612137,0.5013766268844447
402,C0,0.3844102377610974,0.38441023776109734
403,C0,0.10611318298645729,0.3659839112675157
404,C0,0.4700182601018591,0.470018260101859
405,C0,0.5271064966405455,1.0
406,C0,0.6729322754689007,0.7096835029499553
407,C0,0.33333333333333337,0.3333333333333333
408,C0,0.9537125187088152,0.9537125187088151
409,C0,0.31025564658316296,0.4066972554326934
410,C0,0.9537125187088152,0.9537125187088151
411,C0,1.0,1.0
412,C0,0.8871958738785231,0.8871958738785231
413,C0,1.0,1.0
414,C0,1.0,1.0
415,C0,1.0,1.0
416,C0,1.0000000000000002,1.0
417,C0,0.8969504402810679,0.8969504402810679
418,C0,0.9477344873475498,0.9477344873475498
419,C0,0.07336392209936006,1.0
420,C0,1.0,1.0
421,C0,0.4977962688668735,0.6023277671368327
422,C0,1.0000000000000002,1.0
423,C0,0.914856882358379,1.0
424,C0,0.9332484498440652,0.9332484498440652
425,C0,0.35366245098117144,0.4721957772068878
426,C0,1.0,1.0
427,C0,0.6078421520159137,1.0
428,C0,0.31243351372420985,0.632020018650559
429,C0,0.5663244933011035,0.5663244933011036
430,C0,1.0,1.0
431,C0,1.0,1.0
432,C0,0.6909039756611977,0.6909039756611977
433,C0,1.0,1.0
434,C0,0.9432379215722527,0.9432379215722527
435,C0,0.6460000622137831,0.6460000622137831
436,C0,0.9014470060563649,0.901447006056365
437,C0,0.9074250374176304,0.9074250374176304
438,C0,1.0,1.0
439,C0,1.0000000000000002,1.0
440,C0,0.894393898287665,0.894393898287665
441,C0,0.4864714502499671,0.9510907186004267
442,C0,1.0,1.0
443,C0,0.2082936658103318,1.0
444,C0,0.5882196917171935,0.6293982185421705
445,C0,0.7673863655693586,0.9086768598011256
446,C0,1.0,1.0
447,C0,0.43768716575409766,0.5159958223394444
448,C0,0.0,0.4532876546741145
449,C0,0.085143117641621,1.0
451,C0,0.2200917662980802,1.0
452,C0,0.6816604510406282,1.0
453,C0,0.3847398978903261,0.7112967139961989
454,C0,0.6086182388744241,1.0
455,C0,0.5364673227675152,0.5821032065260975
456,C0,0.4608037966684646,0.6576612236188553
457,C0,1.0000000000000002,1.0
458,C0,0.33405144466421566,1.0
459,C0,0.47682620352203725,0.9069212362975007
460,C0,0.22152614965957967,0.44021725176809423
461,C0,1.0,1.0
462,C0,0.0,1.0
463,C0,1.0,1.0
464,C0,1.0,1.0
465,C0,0.0,0.7967075809905066
466,C0,0.6434152709899624,0.6943559465628248
467,C0,0.92663607790064,1.0
468,C0,0.722467815225932,0.722467815225932
469,C0,1.0,1.0
470,C0,1.0,1.0
471,C0,0.694355946562825,0.6943559465628248
472,C0,0.867376535150189,0.9368077570869662
473,C0,0.7164850636933812,1.0
474,C0,1.0,1.0
475,C0,0.0,0.571614567891588
476,C0,0.7338300057481968,0.8201775109066277
478,C0,0.8125952066495402,0.8125952066495404
479,C0,1.0,1.0
480,C0,0.2960819109658652,1.0
481,C0,0.4651229064849437,0.5415339198442375
482,C0,0.8182198962070146,0.8182198962070146
483,C0,0.5591227842996137,0.5591227842996137
484,C0,1.0,1.0
485,C0,0.3187939258847264,0.77990823370192
486,C0,1.0,1.0
487,C0,0.0,0.5023639674164017
0,C1,1.0,1.0
1,C1,0.5255664792793981,0.5255664792793981
2,C1,1.0,1.0
3,C1,0.8311447674272139,0.8311447674272139
4,C1,0.22601648693706705,0.3333333333333333
5,C1,0.955830517697074,0.955830517697074
6,C1,0.3499667779514209,0.867129177606588
7,C1,0.9477344873475498,0.9477344873475498
8,C1,0.8926382747840402,0.8926382747840401
9,C1,1.0,1.0
10,C1,0.911298659909514,0.911298659909514
11,C1,1.0,1.0
12,C1,0.7712682295070542,0.8468029266168765
13,C1,0.8553475075669356,1.0
14,C1,0.6937613565160449,0.696938354998433
15,C1,0.8727636698503318,0.9191677261551537
16,C1,0.22570658496440063,0.7803597072763649
17,C1,0.4516738366696839,0.47481757731527635
18,C1,0.9095430364058891,0.9095430364058891
19,C1,0.7059054020403313,0.8006937664098821
20,C1,0.15554744058188877,0.26259121134236174
21,C1,0.58923230247901,0.6943559465628248
22,C1,0.4305754272227741,0.4781738085681532
23,C1,1.0000000000000002,1.0
24,C1,0.5294616567547649,0.5294616567547649
25,C1,1.0,1.0
26,C1,0.8943938982876652,0.894393898287665
27,C1,0.9069212362975007,0.9069212362975007
28,C1,1.0,1.0
29,C1,0.4354747455750673,0.4354747455750673
30,C1,0.6576612236188552,0.6576612236188553
31,C1,0.5475341878573692,0.6943559465628248
32,C1,0.38808158731605363,0.8409494862638364
33,C1,0.22986827786426162,0.6023343810309869
34,C1,0.5948721590757199,0.7070743061385584
35,C1,0.35909887408731433,0.38224261473290666
36,C1,0.7065632165480472,0.9095430364058891
37,C1,0.7352052034243989,0.7352052034243989
38,C1,0.9999999999999999,1.0
39,C1,0.4800611775320534,0.48006117753205346
40,C1,0.693094262575334,0.7620807610626807
41,C1,0.8623893785099406,0.8623893785099407
42,C1,0.47554264306780386,0.5816519441886479
43,C1,0.7887225384603442,0.7887225384603445
44,C1,0.6710806141053174,0.692287543504968
45,C1,0.08820674090914613,0.26957493147547806
46,C1,0.501156773873898,0.6471684529997905
47,C1,1.0,1.0
48,C1,0.9999999999999999,1.0
49,C1,0.9052116356304493,1.0
50,C1,0.5192899775684388,0.7078087372830466
51,C1,0.8032285550939751,0.8032285550939751
52,C1,0.9363792118010483,1.0
53,C1,1.0,1.0
54,C1,0.7199243487004475,0.7476112839213617
55,C1,0.9999999999999999,1.0
56,C1,0.8364586133797038,0.8364586133797037
57,C1,1.0,1.0
58,C1,0.19035234263255316,0.7032006836466745
59,C1,1.0,1.0
60,C1,0.6467744194015737,0.6467744194015737
61,C1,0.7082196697263512,1.0
62,C1,0.8943439240618475,0.8943439240618475
63,C1,0.8091026734983539,0.8091026734983539
64,C1,0.4584660801557625,1.0
65,C1,0.6000154988728346,0.6000154988728347
66,C1,1.0,1.0
67,C1,1.0,1.0
68,C1,0.6426176375450375,0.6426176375450375
69,C1,0.8010066431488295,0.8319567064488886
70,C1,0.7851995181603684,1.0
71,C1,0.8525377246567917,0.8525377246567917
72,C1,0.92663607790064,0.92663607790064
73,C1,1.0000000000000002,1.0
74,C1,0.9658130974851914,0.9658130974851912
75,C1,0.29524011004394635,0.5322996497667224
76,C1,0.47533977078267675,0.5364673227675151
77,C1,0.6285390820978635,0.6943559465628248
78,C1,0.5159958223394445,0.5159958223394444
79,C1,0.92663607790064,0.92663607790064
80,C1,0.5133032789684587,0.5353880201199217
81,C1,0.515724846512891,0.515724846512891
82,C1,0.39009541176108065,0.3900954117610807
83,C1,0.0,1.0
84,C1,0.5388163528616181,0.5843636094869075
85,C1,0.2583297509898471,1.0
86,C1,0.5455596993062479,0.5455596993062479
87,C1,0.9363792118010485,1.0
88,C1,0.3216184945177619,0.370353202302157
89,C1,0.7484698728690169,0.8551595247651802
90,C1,0.791726719367984,1.0
91,C1,0.4668319686115509,0.4668319686115508
92,C1,0.46582309483828666,0.8611375561264456
93,C1,0.2281594729776465,0.47879675185156667
94,C1,0.6005540286277393,0.6005540286277393
95,C1,0.3333333333333333,0.3333333333333333
96,C1,0.9432379215722527,0.9432379215722527
97,C1,1.0,1.0
98,C1,1.0000000000000002,1.0
99,C1,1.0,1.0
100,C1,0.7979589033322888,0.7979589033322888
101,C1,0.38834548918572465,0.6496397328119314
102,C1,1.0,1.0
103,C1,0.8161018972187559,0.8161018972187559
104,C1,0.6421264397218995,0.6421264397218994
105,C1,1.0,1.0
106,C1,1.0,1.0
107,C1,0.36414001602606816,0.43450812738535693
108,C1,1.0,1.0
109,C1,1.0000000000000002,1.0
110,C1,1.0,1.0
111,C1,0.9510907186004267,0.9510907186004267
112,C1,1.0,1.0
113,C1,1.0,1.0
114,C1,0.5159958223394444,0.5159958223394444
115,C1,1.0,1.0
116,C1,1.0000000000000002,1.0
117,C1,0.49160878255697793,0.8842222191013388
118,C1,1.0,1.0
119,C1,1.0,1.0
120,C1,0.5151134371263187,0.5151134371263187
121,C1,0.7835149010412217,0.7835149010412217
122,C1,0.933745776545611,0.933745776545611
123,C1,0.7844087355354941,0.7870421707909313
124,C1,0.6970137524827383,0.6970137524827382
125,C1,0.6399196422972498,0.6998173340507008
126,C1,1.0000000000000002,1.0
127,C1,0.8673765351501888,0.8673765351501889
128,C1,1.0,1.0
129,C1,0.22009176629808017,0.8187236973271445
130,C1,0.4007599314967148,0.533270021131663
131,C1,0.9477344873475498,0.9477344873475498
132,C1,0.4827751777795767,0.5048599189310397
133,C1,0.8263333286520081,0.933745776545611
134,C1,0.3375991661279866,0.6295622542805632
135,C1,0.3669338973979616,0.5822280702370508
136,C1,0.5135285497500331,1.0
137,C1,0.39652557624636725,0.3965255762463672
138,C1,1.0,1.0
139,C1,0.8630152897016883,0.92663607790064
140,C1,0.7431286862216818,0.7431286862216819
141,C1,0.402205452469924,0.4396604722068664
142,C1,0.2132203798030839,0.4340917154158744
143,C1,0.47814034502573816,0.5159958223394444
144,C1,0.8532721558012798,0.8532721558012799
145,C1,0.5272173821835051,0.5554681374979891
146,C1,0.2649908699490704,0.470018260101859
147,C1,1.0,1.0
148,C1,0.8263333286520081,1.0
149,C1,0.92663607790064,0.92663607790064
150,C1,1.0,1.0
151,C1,0.6409102143042313,0.8122282747268722
152,C1,0.25267822777553905,0.4066972554326934
153,C1,0.8532721558012799,0.8532721558012799
155,C1,0.6169421299303524,0.6169421299303525
156,C1,0.4721957772068878,0.4721957772068878
157,C1,0.3718144919700516,0.3718144919700516
158,C1,0.955830517697074,0.955830517697074
159,C1,0.9052116356304494,0.9052116356304494
160,C1,0.933745776545611,1.0
161,C1,0.07336392209936006,0.5895409017362723
162,C1,0.4311581977809759,0.514907262331681
163,C1,1.0,1.0
164,C1,0.5504907997703004,0.6744338774498602
165,C1,0.8685694010671942,0.9510907186004267
166,C1,0.9477344873475498,0.9477344873475498
167,C1,1.0,1.0
168,C1,1.0,1.0
169,C1,0.20613884592428935,0.5521606739509267
170,C1,1.0,1.0
171,C1,1.0,1.0
172,C1,1.0,1.0
173,C1,0.06526788426294017,0.18532434430362796
174,C1,0.0,0.0
175,C1,1.0,1.0
176,C1,0.9432379215722525,0.9432379215722527
177,C1,0.30941271593181796,0.47481757731527635
178,C1,0.3333333333333333,0.3333333333333333
179,C1,0.0,1.0
180,C1,0.911298659909514,0.911298659909514
181,C1,1.0,1.0
182,C1,1.0,1.0
183,C1,0.6616388259327027,0.6616388259327027
184,C1,0.9510907186004267,0.9510907186004267
185,C1,1.0,1.0
186,C1,0.13312445460831615,0.470018260101859
188,C1,0.3679014722441865,0.5823907606063277
189,C1,0.475507109194187,0.6446164943700128
190,C1,0.43518692560571726,0.43518692560571726
191,C1,1.0000000000000002,1.0
193,C1,0.88995411685096,1.0
194,C1,0.8048109992093391,1.0
195,C1,0.8147811271402815,0.8147811271402815
196,C1,0.9363792118010483,1.0
197,C1,0.4959970712798352,0.9432379215722527
198,C1,0.2508853522828806,0.2508853522828806
199,C1,0.9363792118010483,1.0
200,C1,1.0000000000000002,1.0
201,C1,0.7885497208855957,1.0
202,C1,0.6867151830982591,0.9095430364058891
203,C1,0.682122914300333,0.6821229143003331
204,C1,0.4911705278921376,0.4911705278921376
205,C1,0.6500676097381038,0.6925904614552044
206,C1,1.0,1.0
207,C1,0.13886244387355456,1.0
208,C1,0.7791714369672128,1.0
209,C1,0.5771493379489848,0.88995411685096
210,C1,0.6902955529858597,0.6902955529858599
211,C1,1.0,1.0
212,C1,0.8379065605684765,0.8379065605684765
213,C1,0.76687004544939,0.76687004544939
214,C1,0.6691255538181727,1.0
215,C1,0.37962081462451813,0.37962081462451813
216,C1,0.892105105612416,0.892105105612416
218,C1,0.0,1.0
219,C1,0.4516672227755298,1.0
220,C1,1.0,1.0
221,C1,0.7469936685234899,0.8137914552048298
222,C1,0.0,0.8171563536964213
223,C1,0.22923304007788126,0.5611123662502622
224,C1,0.5646341279124644,0.5646341279124644
225,C1,0.5784463692732792,0.8205725510999616
226,C1,0.8698739994728926,0.8698739994728926
227,C1,1.0,1.0
228,C1,1.0,1.0
229,C1,1.0,1.0
230,C1,0.7600791051976192,1.0
231,C1,1.0,1.0
232,C1,0.8874582952544261,0.911298659909514
