dataset,model,query_id,product_id,schedule,historical_rank,harmonized_rank,decision20_changed,decision100_changed
wands,bge_base,2,11871,C2s5,885,875,False,False
wands,bge_base,2,11874,C2s5,180,179,False,False
wands,bge_base,2,11877,C2s5,111,112,False,False
wands,bge_base,2,12020,C0,16261,16292,False,False
wands,bge_base,2,12020,C1,24418,24442,False,False
wands,bge_base,2,12020,C2s1,24992,24977,False,False
wands,bge_base,2,12020,C2s2,18592,18562,False,False
wands,bge_base,2,12020,C2s3,19530,19579,False,False
wands,bge_base,2,12020,C2s4,25400,25421,False,False
wands,bge_base,2,12020,C2s5,24681,24689,False,False
wands,bge_base,2,12075,C0,1673,1676,False,False
wands,bge_base,2,12075,C1,5049,5041,False,False
wands,bge_base,2,12075,C2s2,2750,2765,False,False
wands,bge_base,2,12075,C2s3,3227,3232,False,False
wands,bge_base,2,12075,C2s4,2379,2399,False,False
wands,bge_base,2,12075,C2s5,2200,2211,False,False
wands,bge_base,2,12130,C1,74,73,False,False
wands,bge_base,2,12969,C2s3,213,214,False,False
wands,bge_base,2,13500,C1,166,168,False,False
wands,bge_base,2,13500,C2s1,283,282,False,False
wands,bge_base,2,13636,C1,14,15,False,False
wands,bge_base,2,13636,C2s1,8,9,False,False
wands,bge_base,2,13636,C2s5,11,12,False,False
wands,bge_base,2,14678,C2s5,231,230,False,False
wands,bge_base,2,15617,C2s3,56,55,False,False
wands,bge_base,2,15618,C2s2,84,83,False,False
wands,bge_base,2,15618,C2s5,85,84,False,False
wands,bge_base,2,16226,C1,22,23,False,False
wands,bge_base,2,16227,C2s1,32,33,False,False
wands,bge_base,2,16227,C2s3,30,31,False,False
wands,bge_base,2,16227,C2s4,30,29,False,False
wands,bge_base,2,16256,C2s3,95,96,False,False
wands,bge_base,2,16256,C2s4,104,103,False,False
wands,bge_base,2,16256,C2s5,107,106,False,False
wands,bge_base,2,18868,C2s3,114,115,False,False
wands,bge_base,2,195,C2s1,123,122,False,False
wands,bge_base,2,19651,C2s1,30,31,False,False
wands,bge_base,2,20664,C0,126,127,False,False
wands,bge_base,2,20664,C2s3,262,260,False,False
wands,bge_base,2,20664,C2s4,257,255,False,False
wands,bge_base,2,20664,C2s5,229,230,False,False
wands,bge_base,2,20665,C1,302,301,False,False
wands,bge_base,2,20665,C2s3,216,213,False,False
wands,bge_base,2,20957,C0,602,604,False,False
wands,bge_base,2,20957,C1,744,750,False,False
wands,bge_base,2,20957,C2s1,907,905,False,False
wands,bge_base,2,20957,C2s3,685,684,False,False
wands,bge_base,2,20957,C2s4,499,495,False,False
wands,bge_base,2,20957,C2s5,541,540,False,False
wands,bge_base,2,20976,C2s5,95,96,False,False
wands,bge_base,2,21045,C0,226,224,False,False
wands,bge_base,2,21045,C2s1,250,249,False,False
wands,bge_base,2,21045,C2s2,321,320,False,False
wands,bge_base,2,21045,C2s4,259,258,False,False
wands,bge_base,2,21045,C2s5,260,259,False,False
wands,bge_base,2,21046,C0,2389,2359,False,False
wands,bge_base,2,21046,C1,3619,3631,False,False
wands,bge_base,2,21046,C2s1,2913,2882,False,False
wands,bge_base,2,21046,C2s2,3826,3808,False,False
wands,bge_base,2,21046,C2s3,3333,3292,False,False
wands,bge_base,2,21048,C2s2,13,12,False,False
wands,bge_base,2,21055,C2s1,47,48,False,False
wands,bge_base,2,21064,C0,105,104,False,False
wands,bge_base,2,21064,C2s1,107,105,False,False
wands,bge_base,2,21073,C2s2,190,187,False,False
wands,bge_base,2,21073,C2s3,202,200,False,False
wands,bge_base,2,21073,C2s5,203,202,False,False
wands,bge_base,2,21094,C0,130,131,False,False
wands,bge_base,2,21094,C2s2,129,130,False,False
wands,bge_base,2,24095,C2s2,54,53,False,False
wands,bge_base,2,25320,C2s2,92,91,False,False
wands,bge_base,2,27509,C2s4,69,70,False,False
wands,bge_base,2,27511,C2s4,40,42,False,False
wands,bge_base,2,27513,C2s1,77,78,False,False
wands,bge_base,2,27516,C2s1,33,34,False,False
wands,bge_base,2,27812,C2s1,102,103,False,False
wands,bge_base,2,27812,C2s4,88,89,False,False
wands,bge_base,2,27812,C2s5,87,88,False,False
wands,bge_base,2,28472,C2s2,79,80,False,False
wands,bge_base,2,28482,C2s3,156,155,False,False
wands,bge_base,2,29150,C2s2,73,72,False,False
wands,bge_base,2,29150,C2s4,66,67,False,False
wands,bge_base,2,29152,C1,37,36,False,False
wands,bge_base,2,29152,C2s1,37,36,False,False
wands,bge_base,2,29736,C2s3,67,68,False,False
wands,bge_base,2,29736,C2s5,66,67,False,False
wands,bge_base,2,32604,C2s1,26,25,False,False
wands,bge_base,2,32604,C2s3,31,32,False,False
wands,bge_base,2,32781,C2s2,144,145,False,False
wands,bge_base,2,32893,C0,166,165,False,False
wands,bge_base,2,32893,C1,169,170,False,False
wands,bge_base,2,32893,C2s3,157,158,False,False
wands,bge_base,2,34734,C2s1,69,68,False,False
wands,bge_base,2,35710,C2s5,57,56,False,False
wands,bge_base,2,35711,C1,41,42,False,False
wands,bge_base,2,35711,C2s2,10,9,False,False
wands,bge_base,2,35712,C1,69,68,False,False
wands,bge_base,2,36533,C2s3,42,41,False,False
wands,bge_base,2,36533,C2s4,37,36,False,False
wands,bge_base,2,36534,C2s3,61,60,False,False
wands,bge_base,2,36534,C2s4,66,65,False,False
wands,bge_base,2,36620,C2s1,21,20,True,False
wands,bge_base,2,36620,C2s2,30,29,False,False
wands,bge_base,2,36628,C2s2,64,63,False,False
wands,bge_base,2,36628,C2s5,61,60,False,False
wands,bge_base,2,36630,C2s4,44,43,False,False
wands,bge_base,2,36632,C2s4,30,29,False,False
wands,bge_base,2,36633,C2s4,15,14,False,False
wands,bge_base,2,36645,C1,35,34,False,False
wands,bge_base,2,36645,C2s1,35,34,False,False
wands,bge_base,2,37068,C2s2,90,89,False,False
wands,bge_base,2,38517,C2s2,74,73,False,False
wands,bge_base,2,38578,C2s1,107,105,False,False
wands,bge_base,2,38578,C2s5,100,99,False,False
wands,bge_base,2,38580,C2s1,96,97,False,False
wands,bge_base,2,38581,C2s1,98,97,False,False
wands,bge_base,2,38582,C2s1,197,198,False,False
wands,bge_base,2,38593,C2s1,41,42,False,False
wands,bge_base,2,38593,C2s2,40,41,False,False
wands,bge_base,2,38628,C2s5,38,36,False,False
wands,bge_base,2,39310,C2s4,27,26,False,False
wands,bge_base,2,39493,C0,104,105,False,False
wands,bge_base,2,39493,C1,127,128,False,False
wands,bge_base,2,39493,C2s5,155,156,False,False
wands,bge_base,2,39494,C0,912,913,False,False
wands,bge_base,2,39494,C1,383,384,False,False
wands,bge_base,2,39494,C2s1,314,315,False,False
wands,bge_base,2,39494,C2s2,539,543,False,False
wands,bge_base,2,39494,C2s3,408,411,False,False
wands,bge_base,2,39494,C2s4,527,529,False,False
wands,bge_base,2,39494,C2s5,631,639,False,False
wands,bge_base,2,39495,C0,589,593,False,False
wands,bge_base,2,39495,C1,596,597,False,False
wands,bge_base,2,39495,C2s1,527,530,False,False
wands,bge_base,2,39495,C2s2,475,474,False,False
wands,bge_base,2,39495,C2s3,669,667,False,False
wands,bge_base,2,39495,C2s4,766,764,False,False
wands,bge_base,2,39495,C2s5,685,684,False,False
wands,bge_base,2,39497,C1,261,262,False,False
wands,bge_base,2,39497,C2s1,205,206,False,False
wands,bge_base,2,39497,C2s2,208,209,False,False
wands,bge_base,2,39497,C2s4,217,216,False,False
wands,bge_base,2,39880,C1,104,105,False,False
wands,bge_base,2,39880,C2s1,93,92,False,False
wands,bge_base,2,4202,C0,127,126,False,False
wands,bge_base,2,4204,C1,112,113,False,False
wands,bge_base,2,4204,C2s2,125,127,False,False
wands,bge_base,2,42528,C2s3,134,135,False,False
wands,bge_base,2,42528,C2s5,130,131,False,False
wands,bge_base,2,620,C2s3,36,35,False,False
wands,bge_base,2,620,C2s4,36,35,False,False
wands,bge_base,2,621,C2s1,43,42,False,False
wands,bge_base,2,8093,C2s3,133,134,False,False
wands,bge_base,2,8142,C2s2,114,113,False,False
wands,bge_base,2,9547,C1,3312,3339,False,False
wands,bge_base,2,9547,C2s1,487,488,False,False
wands,bge_base,2,9547,C2s2,1062,1072,False,False
wands,bge_base,2,9547,C2s4,441,442,False,False
wands,bge_base,2,9569,C0,131,130,False,False
wands,bge_base,2,9570,C2s5,97,96,False,False
wands,bge_base,6,10287,C0,871,877,False,False
wands,bge_base,6,10287,C1,1639,1657,False,False
wands,bge_base,6,10287,C2s3,1078,1091,False,False
wands,bge_base,6,10287,C2s4,989,992,False,False
wands,bge_base,6,10287,C2s5,1354,1355,False,False
wands,bge_base,6,14488,C0,778,777,False,False
wands,bge_base,6,14488,C1,957,960,False,False
wands,bge_base,6,14488,C2s1,408,412,False,False
wands,bge_base,6,14488,C2s2,639,640,False,False
wands,bge_base,6,14488,C2s3,676,678,False,False
wands,bge_base,6,14488,C2s4,515,518,False,False
wands,bge_base,6,14488,C2s5,529,528,False,False
wands,bge_base,6,1452,C0,616,617,False,False
wands,bge_base,6,1452,C1,2792,2795,False,False
wands,bge_base,6,1452,C2s1,3084,3091,False,False
wands,bge_base,6,1452,C2s2,1921,1922,False,False
wands,bge_base,6,1452,C2s3,4496,4508,False,False
wands,bge_base,6,1452,C2s4,1687,1690,False,False
wands,bge_base,6,1452,C2s5,970,960,False,False
wands,bge_base,6,1454,C1,2580,2573,False,False
wands,bge_base,6,1454,C2s1,4698,4695,False,False
wands,bge_base,6,1454,C2s2,5673,5683,False,False
wands,bge_base,6,1454,C2s3,2336,2337,False,False
wands,bge_base,6,1454,C2s4,1605,1599,False,False
wands,bge_base,6,1454,C2s5,2640,2634,False,False
wands,bge_base,6,14787,C0,3158,3159,False,False
wands,bge_base,6,14787,C1,3751,3743,False,False
wands,bge_base,6,14787,C2s1,3997,3987,False,False
wands,bge_base,6,14787,C2s2,2625,2621,False,False
wands,bge_base,6,14787,C2s3,3767,3764,False,False
wands,bge_base,6,14787,C2s4,2907,2901,False,False
wands,bge_base,6,14787,C2s5,2929,2931,False,False
wands,bge_base,6,14788,C0,3445,3440,False,False
wands,bge_base,6,14788,C1,3584,3586,False,False
wands,bge_base,6,14788,C2s1,3276,3274,False,False
wands,bge_base,6,14788,C2s2,3926,3937,False,False
wands,bge_base,6,14788,C2s3,4153,4152,False,False
wands,bge_base,6,14788,C2s4,3327,3330,False,False
wands,bge_base,6,14788,C2s5,3741,3739,False,False
wands,bge_base,6,18387,C0,1739,1727,False,False
wands,bge_base,6,18387,C1,4178,4191,False,False
wands,bge_base,6,18387,C2s1,4769,4750,False,False
wands,bge_base,6,18387,C2s2,2792,2786,False,False
wands,bge_base,6,18387,C2s3,5013,5010,False,False
wands,bge_base,6,18387,C2s5,3701,3707,False,False
wands,bge_base,6,18655,C0,598,603,False,False
wands,bge_base,6,18655,C1,1069,1073,False,False
wands,bge_base,6,18655,C2s1,1331,1340,False,False
wands,bge_base,6,18655,C2s2,570,567,False,False
wands,bge_base,6,18655,C2s4,1213,1223,False,False
wands,bge_base,6,18655,C2s5,948,953,False,False
wands,bge_base,6,18662,C0,427,429,False,False
wands,bge_base,6,18662,C1,357,359,False,False
wands,bge_base,6,18662,C2s1,249,253,False,False
wands,bge_base,6,18662,C2s2,327,335,False,False
wands,bge_base,6,18662,C2s3,128,129,False,False
wands,bge_base,6,18662,C2s4,393,394,False,False
wands,bge_base,6,18662,C2s5,341,344,False,False
wands,bge_base,6,19248,C1,37,36,False,False
wands,bge_base,6,19248,C2s1,140,142,False,False
wands,bge_base,6,19248,C2s2,33,32,False,False
wands,bge_base,6,19248,C2s4,40,41,False,False
wands,bge_base,6,19248,C2s5,164,167,False,False
wands,bge_base,6,19812,C0,2742,2741,False,False
wands,bge_base,6,19812,C1,3442,3440,False,False
wands,bge_base,6,19812,C2s1,2640,2644,False,False
wands,bge_base,6,19812,C2s3,2745,2735,False,False
wands,bge_base,6,19812,C2s4,3019,3033,False,False
wands,bge_base,6,19812,C2s5,2915,2905,False,False
wands,bge_base,6,21912,C0,2903,2909,False,False
wands,bge_base,6,21912,C1,2850,2849,False,False
wands,bge_base,6,21912,C2s1,2707,2718,False,False
wands,bge_base,6,21912,C2s2,2029,2033,False,False
wands,bge_base,6,21912,C2s3,3600,3607,False,False
wands,bge_base,6,21912,C2s5,2431,2437,False,False
wands,bge_base,6,21914,C0,273,274,False,False
wands,bge_base,6,21914,C1,679,668,False,False
wands,bge_base,6,21914,C2s1,633,627,False,False
wands,bge_base,6,21914,C2s2,613,619,False,False
wands,bge_base,6,21914,C2s3,446,453,False,False
wands,bge_base,6,21914,C2s4,969,962,False,False
wands,bge_base,6,21914,C2s5,633,631,False,False
wands,bge_base,6,25147,C0,2442,2445,False,False
wands,bge_base,6,25147,C1,3328,3333,False,False
wands,bge_base,6,25147,C2s1,3205,3207,False,False
wands,bge_base,6,25147,C2s2,2304,2303,False,False
wands,bge_base,6,25147,C2s3,2629,2633,False,False
wands,bge_base,6,25147,C2s4,3062,3057,False,False
wands,bge_base,6,25147,C2s5,2926,2943,False,False
wands,bge_base,6,25571,C1,1657,1659,False,False
wands,bge_base,6,25571,C2s1,934,939,False,False
wands,bge_base,6,25571,C2s2,1021,1023,False,False
wands,bge_base,6,25571,C2s3,814,816,False,False
wands,bge_base,6,25571,C2s5,1188,1191,False,False
wands,bge_base,6,25711,C1,280,275,False,False
wands,bge_base,6,25711,C2s1,343,337,False,False
wands,bge_base,6,25711,C2s2,294,290,False,False
wands,bge_base,6,25711,C2s3,111,110,False,False
wands,bge_base,6,25711,C2s5,122,123,False,False
wands,bge_base,6,25875,C0,2522,2526,False,False
wands,bge_base,6,25875,C1,3579,3580,False,False
wands,bge_base,6,25875,C2s1,3229,3240,False,False
wands,bge_base,6,25875,C2s2,2904,2905,False,False
wands,bge_base,6,25875,C2s3,3257,3261,False,False
wands,bge_base,6,25875,C2s4,2489,2486,False,False
wands,bge_base,6,25875,C2s5,3053,3036,False,False
wands,bge_base,6,26804,C0,1950,1932,False,False
wands,bge_base,6,26804,C1,4080,4070,False,False
wands,bge_base,6,26804,C2s1,4552,4566,False,False
wands,bge_base,6,26804,C2s2,1948,1946,False,False
wands,bge_base,6,26804,C2s3,5192,5200,False,False
wands,bge_base,6,26804,C2s4,2472,2470,False,False
wands,bge_base,6,26804,C2s5,3843,3839,False,False
wands,bge_base,6,27039,C0,2720,2714,False,False
wands,bge_base,6,27039,C1,3172,3180,False,False
wands,bge_base,6,27039,C2s1,2451,2458,False,False
wands,bge_base,6,27039,C2s2,2412,2417,False,False
wands,bge_base,6,27039,C2s3,2906,2923,False,False
wands,bge_base,6,27039,C2s4,3066,3069,False,False
wands,bge_base,6,27039,C2s5,3052,3050,False,False
wands,bge_base,6,28921,C0,8388,8379,False,False
wands,bge_base,6,28921,C1,6537,6539,False,False
wands,bge_base,6,28921,C2s1,8038,8051,False,False
wands,bge_base,6,28921,C2s2,7801,7810,False,False
wands,bge_base,6,28921,C2s3,6496,6502,False,False
wands,bge_base,6,28921,C2s4,6191,6198,False,False
wands,bge_base,6,28921,C2s5,7326,7327,False,False
wands,bge_base,6,28922,C0,6192,6193,False,False
wands,bge_base,6,28922,C1,9246,9258,False,False
wands,bge_base,6,28922,C2s1,4896,4899,False,False
wands,bge_base,6,28922,C2s2,6141,6144,False,False
wands,bge_base,6,28922,C2s3,7196,7193,False,False
wands,bge_base,6,28922,C2s4,6963,6967,False,False
wands,bge_base,6,28922,C2s5,6036,6037,False,False
wands,bge_base,6,29488,C1,133,136,False,False
wands,bge_base,6,29488,C2s2,22,23,False,False
wands,bge_base,6,29488,C2s3,104,106,False,False
wands,bge_base,6,29488,C2s4,116,119,False,False
wands,bge_base,6,29488,C2s5,152,157,False,False
wands,bge_base,6,29496,C0,331,338,False,False
wands,bge_base,6,29496,C2s1,281,286,False,False
wands,bge_base,6,29496,C2s2,612,619,False,False
wands,bge_base,6,29496,C2s3,287,290,False,False
wands,bge_base,6,29496,C2s4,157,160,False,False
wands,bge_base,6,29496,C2s5,89,91,False,False
wands,bge_base,6,29497,C0,300,304,False,False
wands,bge_base,6,29497,C2s1,297,302,False,False
wands,bge_base,6,29497,C2s2,73,74,False,False
wands,bge_base,6,29497,C2s3,58,60,False,False
wands,bge_base,6,29497,C2s5,485,484,False,False
wands,bge_base,6,29502,C1,1388,1394,False,False
wands,bge_base,6,29502,C2s1,765,762,False,False
wands,bge_base,6,29502,C2s2,759,754,False,False
wands,bge_base,6,29502,C2s3,801,800,False,False
wands,bge_base,6,29502,C2s4,605,603,False,False
wands,bge_base,6,29502,C2s5,709,712,False,False
wands,bge_base,6,29503,C0,163,167,False,False
wands,bge_base,6,29503,C1,3129,3135,False,False
wands,bge_base,6,29503,C2s1,1205,1207,False,False
wands,bge_base,6,29503,C2s2,1325,1324,False,False
wands,bge_base,6,29503,C2s3,1977,1982,False,False
wands,bge_base,6,29503,C2s4,766,767,False,False
wands,bge_base,6,30107,C0,2835,2833,False,False
wands,bge_base,6,30107,C1,2727,2741,False,False
wands,bge_base,6,30107,C2s1,2777,2775,False,False
wands,bge_base,6,30107,C2s3,3526,3528,False,False
wands,bge_base,6,30107,C2s4,3252,3241,False,False
wands,bge_base,6,30107,C2s5,3107,3104,False,False
wands,bge_base,6,30129,C1,143,146,False,False
wands,bge_base,6,30129,C2s3,235,236,False,False
wands,bge_base,6,30129,C2s4,258,261,False,False
wands,bge_base,6,30129,C2s5,169,167,False,False
wands,bge_base,6,30514,C0,2151,2136,False,False
wands,bge_base,6,30514,C1,2846,2849,False,False
wands,bge_base,6,30514,C2s1,2789,2783,False,False
wands,bge_base,6,30514,C2s2,2258,2263,False,False
wands,bge_base,6,30514,C2s3,2528,2517,False,False
wands,bge_base,6,30514,C2s4,2034,2029,False,False
wands,bge_base,6,30514,C2s5,2399,2398,False,False
wands,bge_base,6,32573,C0,2378,2376,False,False
wands,bge_base,6,32573,C1,645,644,False,False
wands,bge_base,6,32573,C2s1,554,551,False,False
wands,bge_base,6,32573,C2s2,222,221,False,False
wands,bge_base,6,32573,C2s3,659,660,False,False
wands,bge_base,6,32573,C2s4,651,655,False,False
wands,bge_base,6,32573,C2s5,1022,1017,False,False
wands,bge_base,6,32575,C0,216,218,False,False
wands,bge_base,6,32575,C2s3,106,105,False,False
wands,bge_base,6,32575,C2s5,34,33,False,False
wands,bge_base,6,34105,C0,1777,1778,False,False
wands,bge_base,6,34105,C1,2092,2107,False,False
wands,bge_base,6,34105,C2s1,1315,1309,False,False
wands,bge_base,6,34105,C2s2,1346,1350,False,False
wands,bge_base,6,34105,C2s3,1434,1427,False,False
wands,bge_base,6,34105,C2s4,2973,2977,False,False
wands,bge_base,6,34105,C2s5,2542,2539,False,False
wands,bge_base,6,39367,C0,119,120,False,False
wands,bge_base,6,39367,C1,164,165,False,False
wands,bge_base,6,39367,C2s1,222,223,False,False
wands,bge_base,6,39367,C2s3,414,415,False,False
wands,bge_base,6,39367,C2s5,166,165,False,False
wands,bge_base,6,39368,C0,108,111,False,False
wands,bge_base,6,39368,C1,143,145,False,False
wands,bge_base,6,39368,C2s1,96,94,False,False
wands,bge_base,6,39368,C2s5,136,139,False,False
wands,bge_base,6,39369,C0,1561,1553,False,False
wands,bge_base,6,39369,C1,1478,1472,False,False
wands,bge_base,6,39369,C2s1,1963,1968,False,False
wands,bge_base,6,39369,C2s2,2209,2206,False,False
wands,bge_base,6,39369,C2s3,1718,1716,False,False
wands,bge_base,6,39369,C2s4,1611,1602,False,False
wands,bge_base,6,39369,C2s5,1341,1344,False,False
wands,bge_base,6,40460,C0,10472,10483,False,False
wands,bge_base,6,40460,C1,10685,10671,False,False
wands,bge_base,6,40460,C2s1,10923,10947,False,False
wands,bge_base,6,40460,C2s2,11820,11842,False,False
wands,bge_base,6,40460,C2s3,12950,12964,False,False
wands,bge_base,6,40460,C2s4,8071,8074,False,False
wands,bge_base,6,40460,C2s5,9567,9551,False,False
wands,bge_base,6,41827,C0,645,644,False,False
wands,bge_base,6,41827,C1,4968,4954,False,False
wands,bge_base,6,41827,C2s1,3122,3133,False,False
wands,bge_base,6,41827,C2s2,3123,3127,False,False
wands,bge_base,6,41827,C2s3,3301,3309,False,False
wands,bge_base,6,41827,C2s4,3700,3701,False,False
wands,bge_base,6,41827,C2s5,4579,4584,False,False
wands,bge_base,6,41828,C0,539,533,False,False
wands,bge_base,6,41828,C1,2514,2503,False,False
wands,bge_base,6,41828,C2s1,1521,1528,False,False
wands,bge_base,6,41828,C2s2,1872,1866,False,False
wands,bge_base,6,41828,C2s3,1644,1638,False,False
wands,bge_base,6,41828,C2s4,608,603,False,False
wands,bge_base,6,41828,C2s5,1004,1006,False,False
wands,bge_base,6,42527,C1,216,217,False,False
wands,bge_base,6,42527,C2s1,32,33,False,False
wands,bge_base,6,42527,C2s2,425,420,False,False
wands,bge_base,6,42527,C2s3,29,28,False,False
wands,bge_base,6,42527,C2s4,96,97,False,False
wands,bge_base,7,11316,C0,55,56,False,False
wands,bge_base,7,11316,C2s1,65,66,False,False
wands,bge_base,7,11316,C2s3,78,80,False,False
wands,bge_base,7,11316,C2s4,69,68,False,False
wands,bge_base,7,14226,C1,47,46,False,False
wands,bge_base,7,14226,C2s4,101,102,False,False
wands,bge_base,7,14227,C2s2,433,430,False,False
wands,bge_base,7,24449,C2s1,109,108,False,False
wands,bge_base,7,24449,C2s3,97,96,False,False
wands,bge_base,7,24449,C2s5,94,93,False,False
wands,bge_base,7,29096,C1,360,362,False,False
wands,bge_base,7,29096,C2s1,530,529,False,False
wands,bge_base,7,29096,C2s3,432,430,False,False
wands,bge_base,7,29096,C2s4,556,555,False,False
wands,bge_base,7,33158,C2s1,204,205,False,False
wands,bge_base,7,33158,C2s4,230,231,False,False
wands,bge_base,7,34787,C1,142,140,False,False
wands,bge_base,7,34787,C2s1,172,173,False,False
wands,bge_base,7,34787,C2s5,141,140,False,False
wands,bge_base,7,37645,C1,207,208,False,False
wands,bge_base,7,37645,C2s1,148,149,False,False
wands,bge_base,7,37645,C2s2,220,221,False,False
wands,bge_base,7,37645,C2s5,177,178,False,False
wands,bge_base,7,40795,C2s5,283,280,False,False
wands,bge_base,7,41904,C1,566,565,False,False
wands,bge_base,7,41904,C2s2,566,565,False,False
wands,bge_base,7,4310,C2s1,105,106,False,False
wands,bge_base,7,4310,C2s2,50,51,False,False
wands,bge_base,7,4310,C2s3,273,274,False,False
wands,bge_base,11,10263,C2s4,18,19,False,False
wands,bge_base,11,10264,C1,71,70,False,False
wands,bge_base,11,10264,C2s2,178,177,False,False
wands,bge_base,11,10265,C2s2,45,44,False,False
wands,bge_base,11,10265,C2s4,145,146,False,False
wands,bge_base,11,11917,C1,29,27,False,False
wands,bge_base,11,11917,C2s4,27,26,False,False
wands,bge_base,11,11917,C2s5,36,37,False,False
wands,bge_base,11,11918,C2s1,53,52,False,False
wands,bge_base,11,11925,C2s3,36,35,False,False
wands,bge_base,11,11925,C2s4,36,37,False,False
wands,bge_base,11,14382,C0,10,11,False,False
wands,bge_base,11,14400,C0,11,10,False,False
wands,bge_base,11,14400,C1,16,17,False,False
wands,bge_base,11,18139,C1,52,53,False,False
wands,bge_base,11,18139,C2s3,54,53,False,False
wands,bge_base,11,18141,C2s2,63,64,False,False
wands,bge_base,11,18459,C2s5,14,15,False,False
wands,bge_base,11,24510,C1,263,265,False,False
wands,bge_base,11,24510,C2s2,215,214,False,False
wands,bge_base,11,24510,C2s5,213,214,False,False
wands,bge_base,11,24511,C1,136,134,False,False
wands,bge_base,11,24511,C2s1,230,231,False,False
wands,bge_base,11,24511,C2s3,217,219,False,False
wands,bge_base,11,25658,C0,81,80,False,False
wands,bge_base,11,25658,C1,97,98,False,False
wands,bge_base,11,25658,C2s1,247,249,False,False
wands,bge_base,11,25658,C2s2,98,99,False,False
wands,bge_base,11,25658,C2s4,247,246,False,False
wands,bge_base,11,25658,C2s5,83,84,False,False
wands,bge_base,11,25702,C1,15,14,False,False
wands,bge_base,11,25702,C2s4,6,7,False,False
wands,bge_base,11,25702,C2s5,8,9,False,False
wands,bge_base,11,25752,C1,16,17,False,False
wands,bge_base,11,28778,C2s4,17,18,False,False
wands,bge_base,11,28779,C2s1,37,36,False,False
wands,bge_base,11,28780,C2s3,13,14,False,False
wands,bge_base,11,32340,C1,20,19,False,False
wands,bge_base,11,32340,C2s5,20,19,False,False
wands,bge_base,11,37028,C2s1,40,39,False,False
wands,bge_base,11,3856,C2s4,14,15,False,False
wands,bge_base,11,3857,C1,11,10,False,False
wands,bge_base,11,3858,C2s4,41,40,False,False
wands,bge_base,11,38897,C2s1,40,41,False,False
wands,bge_base,11,38897,C2s2,51,52,False,False
wands,bge_base,11,4126,C2s1,32,33,False,False
wands,bge_base,11,42195,C2s5,53,54,False,False
wands,bge_base,11,7740,C2s2,47,46,False,False
wands,bge_base,11,7742,C2s2,20,19,False,False
wands,bge_base,11,9143,C2s4,66,67,False,False
wands,bge_base,11,9144,C1,57,58,False,False
wands,bge_base,11,9144,C2s5,149,147,False,False
wands,bge_base,11,9145,C1,53,52,False,False
wands,bge_base,11,9147,C2s2,64,63,False,False
wands,bge_base,11,9147,C2s5,71,70,False,False
wands,bge_base,11,9148,C2s4,63,62,False,False
wands,bge_base,13,12504,C1,133,134,False,False
wands,bge_base,13,12504,C2s1,96,95,False,False
wands,bge_base,13,12504,C2s3,99,98,False,False
wands,bge_base,13,12504,C2s4,159,158,False,False
