representation,retriever,metric,mean,ci_low,ci_high,n_queries
C_repeat,Dense,Recall@10,0.048504102497943444,0.04297053726365697,0.05458618873979778,479
C_repeat,Dense,Recall@20,0.08835841205255845,0.07927555523859366,0.09809652186545545,479
C_repeat,Dense,Recall@50,0.181669350909542,0.1652718094742683,0.19914506205546353,479
C_repeat,Dense,MRR,0.7796031833727624,0.7480259617379089,0.8104954861779975,479
C_repeat,Dense,ExactHit@20,0.7467018469656992,0.7018469656992085,0.7889182058047494,379
C_repeat,Dense,JudgedCoverage@10,0.6789583333333333,0.6497916666666667,0.7085416666666667,480
C_repeat,Dense,ExplicitIrrelevant@10,0.030000000000000002,0.022083333333333333,0.03854166666666667,480
C_repeat,Dense,Unjudged@10,0.3210416666666666,0.2914583333333333,0.35020833333333334,480
C_repeat,Dense,Top20BoundaryTied,0.0,0.0,0.0,480
C_repeat,Hybrid,cNDCG@10,0.7820104467934875,0.7609356451455055,0.8027044550189788,479
C_repeat,Hybrid,cNDCG@20,0.7956462658350614,0.7768130829807418,0.8138075482444007,479
C_repeat,Hybrid,Recall@10,0.05847648454766737,0.05237695563823489,0.06516819220469401,479
C_repeat,Hybrid,Recall@20,0.10971946949983415,0.09916138040152313,0.12089991251904289,479
C_repeat,Hybrid,Recall@50,0.22787776522063244,0.20880754764019485,0.24790100411404759,479
C_repeat,Hybrid,MRR,0.8543364678023461,0.8262978496304456,0.8821235832459944,479
C_repeat,Hybrid,ExactHit@20,0.8733509234828496,0.8390501319261213,0.9050131926121372,379
C_repeat,Hybrid,JudgedCoverage@10,0.7997916666666666,0.7735416666666667,0.8241666666666667,480
C_repeat,Hybrid,ExplicitIrrelevant@10,0.03729166666666666,0.02749479166666667,0.04791666666666667,480
C_repeat,Hybrid,Unjudged@10,0.20020833333333332,0.1758333333333333,0.22645833333333334,480
C_repeat,Hybrid,Top20BoundaryTied,0.0020833333333333333,0.0,0.00625,480
R0,BM25,cNDCG@10,0.7896118216070213,0.7672607149880015,0.8114149665952036,479
R0,BM25,cNDCG@20,0.7987234071736085,0.7781044696973441,0.8187262856774918,479
R0,BM25,Recall@10,0.056760941410517504,0.05086726710556856,0.0630503668341084,479
R0,BM25,Recall@20,0.10673349826867443,0.09626693247608191,0.11770168493430583,479
R0,BM25,Recall@50,0.22836137909114232,0.20845860196125704,0.24867779703681814,479
R0,BM25,MRR,0.8347352384990174,0.8054594822330104,0.862891693100162,479
R0,BM25,ExactHit@20,0.8812664907651715,0.8469656992084432,0.9129287598944591,379
R0,BM25,JudgedCoverage@10,0.7885416666666667,0.7610364583333334,0.8145833333333333,480
R0,BM25,ExplicitIrrelevant@10,0.055625,0.04291666666666667,0.06937499999999999,480
R0,BM25,Unjudged@10,0.21145833333333333,0.18541666666666667,0.23896354166666656,480
R0,BM25,Top20BoundaryTied,0.04583333333333333,0.027083333333333334,0.06458333333333334,480
R0,Dense,cNDCG@10,0.7383319408499858,0.7159359400708601,0.7601013374928358,479
R0,Dense,cNDCG@20,0.7572969925033974,0.7372909198370006,0.7771878041626238,479
R0,Dense,Recall@10,0.04977166321877551,0.044335726302829115,0.05559714623488081,479
R0,Dense,Recall@20,0.09302059825742656,0.0833960039181846,0.1032790276351179,479
R0,Dense,Recall@50,0.1901470073955562,0.1732405166376276,0.20811629058948,479
R0,Dense,MRR,0.7978873435119286,0.7671899938194399,0.8275680150237682,479
R0,Dense,ExactHit@20,0.762532981530343,0.7203166226912929,0.8047493403693932,379
R0,Dense,JudgedCoverage@10,0.6902083333333332,0.66125,0.7189583333333334,480
R0,Dense,ExplicitIrrelevant@10,0.030208333333333334,0.022291666666666664,0.03875,480
R0,Dense,Unjudged@10,0.30979166666666663,0.28104166666666663,0.33875,480
R0,Dense,Top20BoundaryTied,0.0,0.0,0.0,480
R0,Hybrid,cNDCG@10,0.7821872399537094,0.7607093214073455,0.8031694404533848,479
R0,Hybrid,cNDCG@20,0.7959642951076912,0.7768973626225004,0.8146269523020795,479
R0,Hybrid,Recall@10,0.05968154705900973,0.053323547420272226,0.06662040873660664,479
R0,Hybrid,Recall@20,0.11209142367345673,0.10130970240193328,0.12354584385352216,479
R0,Hybrid,Recall@50,0.23056756447297827,0.21157889585949838,0.2504377083619695,479
R0,Hybrid,MRR,0.864827323868774,0.8383296751856676,0.8904465470219352,479
R0,Hybrid,ExactHit@20,0.8733509234828496,0.8390501319261213,0.9050131926121372,379
R0,Hybrid,JudgedCoverage@10,0.8075,0.7820833333333332,0.8314583333333334,480
R0,Hybrid,ExplicitIrrelevant@10,0.04208333333333334,0.031875,0.052708333333333336,480
R0,Hybrid,Unjudged@10,0.19249999999999995,0.16854166666666665,0.21791666666666665,480
R0,Hybrid,Top20BoundaryTied,0.0125,0.004166666666666667,0.022916666666666665,480
R2,BM25,cNDCG@10,0.790964859002205,0.7685354866221746,0.8126282311426201,479
R2,BM25,cNDCG@20,0.7999630101246517,0.7792921326769104,0.8199756335872599,479
R2,BM25,Recall@10,0.05683084718980574,0.05092577806955166,0.06314209960707412,479
R2,BM25,Recall@20,0.1067583802216504,0.09634969166230327,0.11762636187666647,479
R2,BM25,Recall@50,0.22877943385718302,0.20890468004521143,0.24902309558259486,479
R2,BM25,MRR,0.8362605275658852,0.807229264811973,0.8644684681024002,479
R2,BM25,ExactHit@20,0.8865435356200527,0.8522427440633246,0.9155672823218998,379
R2,BM25,JudgedCoverage@10,0.7883333333333333,0.7610416666666668,0.8143750000000001,480
R2,BM25,ExplicitIrrelevant@10,0.055,0.042499999999999996,0.06875,480
R2,BM25,Unjudged@10,0.21166666666666664,0.18562499999999998,0.2389583333333333,480
R2,BM25,Top20BoundaryTied,0.05,0.03125,0.07083333333333333,480
R2,Dense,cNDCG@10,0.7274151622536221,0.7050691098474142,0.7492906540302938,479
R2,Dense,cNDCG@20,0.7500073070334906,0.7297549364438218,0.769830661454661,479
R2,Dense,Recall@10,0.047692752847242136,0.042130904852474664,0.05377022102405086,479
R2,Dense,Recall@20,0.08711903146360442,0.07793736502044113,0.09689417465266256,479
R2,Dense,Recall@50,0.17835468823353084,0.16211342181920788,0.19564346304683783,479
R2,Dense,MRR,0.7803577925668639,0.7490523340546135,0.8109012170875649,479
R2,Dense,ExactHit@20,0.7176781002638523,0.6701846965699209,0.762532981530343,379
R2,Dense,JudgedCoverage@10,0.6677083333333333,0.6379166666666668,0.6977135416666667,480
R2,Dense,ExplicitIrrelevant@10,0.0275,0.020416666666666663,0.03520833333333333,480
R2,Dense,Unjudged@10,0.33229166666666665,0.30228645833333323,0.3620833333333333,480
R2,Dense,Top20BoundaryTied,0.0,0.0,0.0,480
R2,Hybrid,cNDCG@10,0.7788211015497195,0.7572653390421681,0.799718303514955,479
R2,Hybrid,cNDCG@20,0.7920300949593393,0.772728851651502,0.8105545446834401,479
R2,Hybrid,Recall@10,0.0578815612815118,0.05193089329607003,0.06438378541080564,479
R2,Hybrid,Recall@20,0.10854549095932561,0.0983000512277476,0.11953192718562211,479
R2,Hybrid,Recall@50,0.22630757601928017,0.20776092880542946,0.24574040912589967,479
R2,Hybrid,MRR,0.8644620275934646,0.8373956383108077,0.8905977415405766,479
R2,Hybrid,ExactHit@20,0.8601583113456465,0.8232189973614775,0.8944591029023746,379
R2,Hybrid,JudgedCoverage@10,0.7983333333333335,0.7722916666666667,0.823125,480
R2,Hybrid,ExplicitIrrelevant@10,0.03791666666666667,0.02791666666666667,0.048749999999999995,480
R2,Hybrid,Unjudged@10,0.20166666666666663,0.17687499999999998,0.2277083333333333,480
R2,Hybrid,Top20BoundaryTied,0.008333333333333333,0.0020833333333333333,0.016666666666666666,480
R3,BM25,cNDCG@10,0.7908356577926473,0.7683403586650926,0.8125131744480231,479
R3,BM25,cNDCG@20,0.7998606656124556,0.779175011330469,0.8199743558047843,479
R3,BM25,Recall@10,0.05670211318594855,0.050825368089154305,0.06302158971358057,479
R3,BM25,Recall@20,0.10686285278893204,0.09642774113698233,0.117778123810783,479
R3,BM25,Recall@50,0.22898128250311564,0.2091009671548523,0.24930535039814805,479
R3,BM25,MRR,0.8374086091398717,0.8085728753296205,0.865388837484833,479
R3,BM25,ExactHit@20,0.8865435356200527,0.8522427440633246,0.9155672823218998,379
R3,BM25,JudgedCoverage@10,0.7887500000000001,0.7614583333333333,0.8145833333333333,480
R3,BM25,ExplicitIrrelevant@10,0.05541666666666667,0.04291666666666667,0.06916666666666667,480
R3,BM25,Unjudged@10,0.21125,0.18541666666666667,0.23854166666666662,480
R3,BM25,Top20BoundaryTied,0.05416666666666667,0.035416666666666666,0.075,480
R3,Dense,cNDCG@10,0.7484218179656633,0.7254504210477267,0.7706864058447455,479
R3,Dense,cNDCG@20,0.7673666665220236,0.7469977976236459,0.7871683065484371,479
R3,Dense,Recall@10,0.05056862794906053,0.04512688251620695,0.05634919927877197,479
R3,Dense,Recall@20,0.09421032741289938,0.0845794432411187,0.10450791464655068,479
R3,Dense,Recall@50,0.1951130047777119,0.17819597954375183,0.21333669909130093,479
R3,Dense,MRR,0.8199276764843471,0.7902562887029185,0.8489744361008047,479
R3,Dense,ExactHit@20,0.7730870712401056,0.7308707124010554,0.8153034300791556,379
R3,Dense,JudgedCoverage@10,0.7129166666666668,0.6827083333333334,0.7427083333333333,480
R3,Dense,ExplicitIrrelevant@10,0.023958333333333335,0.016666666666666666,0.031671874999999926,480
R3,Dense,Unjudged@10,0.28708333333333336,0.25729166666666664,0.31729166666666664,480
R3,Dense,Top20BoundaryTied,0.0,0.0,0.0,480
R3,Hybrid,cNDCG@10,0.7911693912436562,0.7700654262462162,0.8118333424903048,479
R3,Hybrid,cNDCG@20,0.8046529209964703,0.785712400758274,0.8231798831345607,479
R3,Hybrid,Recall@10,0.06035419498504564,0.05411083637152197,0.06712228356109781,479
R3,Hybrid,Recall@20,0.11232278394600403,0.10165470443827586,0.12377067375443726,479
R3,Hybrid,Recall@50,0.2341305298413465,0.21512436922130307,0.25429156414030113,479
R3,Hybrid,MRR,0.8792904266402157,0.8529155638601036,0.9045970828124539,479
R3,Hybrid,ExactHit@20,0.8812664907651715,0.8469656992084432,0.9129287598944591,379
R3,Hybrid,JudgedCoverage@10,0.8227083333333333,0.7974947916666666,0.8460416666666667,480
R3,Hybrid,ExplicitIrrelevant@10,0.035625000000000004,0.026041666666666668,0.04604166666666667,480
R3,Hybrid,Unjudged@10,0.17729166666666665,0.1539583333333333,0.20250520833333324,480
R3,Hybrid,Top20BoundaryTied,0.008333333333333333,0.0020833333333333333,0.016666666666666666,480
R4,BM25,cNDCG@10,0.7896118216070213,0.7672607149880015,0.8114149665952036,479
R4,BM25,cNDCG@20,0.7987234071736085,0.7781044696973441,0.8187262856774918,479
R4,BM25,Recall@10,0.056760941410517504,0.05086726710556856,0.0630503668341084,479
R4,BM25,Recall@20,0.10673349826867443,0.09626693247608191,0.11770168493430583,479
R4,BM25,Recall@50,0.22836137909114232,0.20845860196125704,0.24867779703681814,479
R4,BM25,MRR,0.8347352384990174,0.8054594822330104,0.862891693100162,479
R4,BM25,ExactHit@20,0.8812664907651715,0.8469656992084432,0.9129287598944591,379
R4,BM25,JudgedCoverage@10,0.7885416666666667,0.7610364583333334,0.8145833333333333,480
R4,BM25,ExplicitIrrelevant@10,0.055625,0.04291666666666667,0.06937499999999999,480
R4,BM25,Unjudged@10,0.21145833333333333,0.18541666666666667,0.23896354166666656,480
R4,BM25,Top20BoundaryTied,0.04583333333333333,0.027083333333333334,0.06458333333333334,480
R4,Dense,cNDCG@10,0.7431994745435598,0.7209260155460745,0.7648502372451714,479
R4,Dense,cNDCG@20,0.7620691790099534,0.7419852762641537,0.7816248332276488,479
R4,Dense,Recall@10,0.05098904017834532,0.045271481059426105,0.057241623406157516,479
R4,Dense,Recall@20,0.09444850385996274,0.08483173685845459,0.10487976987475843,479
R4,Dense,Recall@50,0.1942087144111465,0.17740008973071042,0.21209699128138443,479
R4,Dense,MRR,0.8089186364228923,0.7787745810749874,0.8383061658015171,479
R4,Dense,ExactHit@20,0.7572559366754618,0.712401055408971,0.7994722955145118,379
R4,Dense,JudgedCoverage@10,0.7045833333333335,0.6750000000000002,0.7339583333333334,480
R4,Dense,ExplicitIrrelevant@10,0.027291666666666665,0.019791666666666666,0.035416666666666666,480
R4,Dense,Unjudged@10,0.2954166666666667,0.2660416666666666,0.32499999999999996,480
R4,Dense,Top20BoundaryTied,0.0,0.0,0.0,480
R4,Hybrid,cNDCG@10,0.7852175552826418,0.7639619427004608,0.8060262384086412,479
R4,Hybrid,cNDCG@20,0.7988248248804798,0.7798273992123937,0.817259671287817,479
R4,Hybrid,Recall@10,0.059791484384520435,0.05356800573239888,0.06649402366362304,479
R4,Hybrid,Recall@20,0.11289148860580532,0.10212047329674086,0.12432488234870515,479
R4,Hybrid,Recall@50,0.23285353249426516,0.2138324755882116,0.25280195833447455,479
R4,Hybrid,MRR,0.867322361932573,0.840811555297165,0.8930342156346599,479
R4,Hybrid,ExactHit@20,0.8839050131926122,0.8496042216358839,0.9155672823218998,379
R4,Hybrid,JudgedCoverage@10,0.8141666666666667,0.7883333333333333,0.8381249999999999,480
R4,Hybrid,ExplicitIrrelevant@10,0.03895833333333334,0.029166666666666667,0.04958333333333333,480
R4,Hybrid,Unjudged@10,0.18583333333333332,0.16187499999999996,0.21166666666666664,480
R4,Hybrid,Top20BoundaryTied,0.0020833333333333333,0.0,0.00625,480
R5,BM25,cNDCG@10,0.7908164489197385,0.7684044130907862,0.8124131373798738,479
R5,BM25,cNDCG@20,0.7995236088095508,0.7788404893625076,0.8194210251597814,479
R5,BM25,Recall@10,0.05675577446738369,0.0508702985067526,0.06305918073122506,479
R5,BM25,Recall@20,0.106828697617334,0.09633582470174304,0.11775426840393109,479
R5,BM25,Recall@50,0.22866910620748898,0.20881240819669492,0.24897213137650623,479
R5,BM25,MRR,0.837512305502561,0.8085034781019536,0.8656229384573013,479
R5,BM25,ExactHit@20,0.8812664907651715,0.8469656992084432,0.9129287598944591,379
R5,BM25,JudgedCoverage@10,0.7889583333333334,0.7614583333333333,0.8150000000000001,480
R5,BM25,ExplicitIrrelevant@10,0.05541666666666667,0.042708333333333334,0.06937499999999999,480
R5,BM25,Unjudged@10,0.21104166666666663,0.18499999999999997,0.23854166666666662,480
R5,BM25,Top20BoundaryTied,0.04791666666666667,0.029166666666666667,0.06875,480
R5,Dense,cNDCG@10,0.7486988622130336,0.7263453499922755,0.7704877314243941,479
R5,Dense,cNDCG@20,0.7695555934191198,0.7497936143984433,0.7886418251732049,479
R5,Dense,Recall@10,0.05274888038934129,0.0469761613040412,0.05907242880013055,479
R5,Dense,Recall@20,0.09635705769541937,0.08675552122497042,0.10658169686975218,479
R5,Dense,Recall@50,0.19800107901214437,0.1809094625409476,0.21632655955425062,479
R5,Dense,MRR,0.8341944089819276,0.8045937678821983,0.8630574295384427,479
R5,Dense,ExactHit@20,0.7467018469656992,0.7018469656992085,0.7889182058047494,379
R5,Dense,JudgedCoverage@10,0.7266666666666666,0.696875,0.7558333333333334,480
R5,Dense,ExplicitIrrelevant@10,0.02041666666666667,0.013541666666666667,0.028333333333333332,480
R5,Dense,Unjudged@10,0.2733333333333333,0.24416666666666664,0.3031249999999999,480
R5,Dense,Top20BoundaryTied,0.0,0.0,0.0,480
R5,Hybrid,cNDCG@10,0.7857181497754222,0.7650040225661318,0.8059833713466885,479
R5,Hybrid,cNDCG@20,0.800214224838935,0.7812389015127019,0.8184986983590773,479
R5,Hybrid,Recall@10,0.05967903401827873,0.053558016933719775,0.06626599870095491,479
R5,Hybrid,Recall@20,0.1128471318461608,0.10212074494371937,0.12418462444552039,479
R5,Hybrid,Recall@50,0.23555606103645935,0.21659367272740315,0.2555476695766138,479
R5,Hybrid,MRR,0.8822581145799331,0.8561683047483766,0.9072448470191311,479
R5,Hybrid,ExactHit@20,0.8601583113456465,0.8232189973614775,0.8944591029023746,379
R5,Hybrid,JudgedCoverage@10,0.8179166666666667,0.7920781250000001,0.8422916666666667,480
R5,Hybrid,ExplicitIrrelevant@10,0.03208333333333334,0.023749999999999997,0.041249999999999995,480
R5,Hybrid,Unjudged@10,0.18208333333333332,0.1577083333333333,0.20792187499999992,480
R5,Hybrid,Top20BoundaryTied,0.004166666666666667,0.0,0.010416666666666666,480
R8,BM25,cNDCG@10,0.7928325826062972,0.770405661938084,0.8142501449295833,479
R8,BM25,cNDCG@20,0.8011705101542986,0.7806397115625782,0.8211146569297344,479
R8,BM25,Recall@10,0.05581183362195333,0.04984393363281363,0.062162075959496084,479
R8,BM25,Recall@20,0.10498676093559756,0.09443167451742018,0.11602089326150306,479
R8,BM25,Recall@50,0.22308887155804702,0.20334867104516735,0.24350200162669847,479
R8,BM25,MRR,0.8302639715766169,0.8001984945964312,0.8594838550558631,479
R8,BM25,ExactHit@20,0.8891820580474934,0.8548812664907651,0.920844327176781,379
R8,BM25,JudgedCoverage@10,0.76875,0.7408333333333333,0.7954166666666665,480
R8,BM25,ExplicitIrrelevant@10,0.05333333333333334,0.041249999999999995,0.06666666666666667,480
R8,BM25,Unjudged@10,0.23124999999999993,0.2045833333333333,0.25916666666666666,480
R8,BM25,Top20BoundaryTied,0.04791666666666667,0.029166666666666667,0.06671874999999924,480
R8,Dense,cNDCG@10,0.7387401768895246,0.7162879406608512,0.7606192688072118,479
R8,Dense,cNDCG@20,0.7612052488732061,0.7412718670443615,0.7809552549521884,479
R8,Dense,Recall@10,0.05088837394008578,0.04521433056615279,0.05709521958210399,479
R8,Dense,Recall@20,0.0942307093672838,0.08453606654996204,0.10456017519747848,479
R8,Dense,Recall@50,0.19476613219198702,0.17760613666739544,0.2128650420461445,479
R8,Dense,MRR,0.8050019669523579,0.7746647304760135,0.8348605850072531,479
R8,Dense,ExactHit@20,0.7546174142480211,0.7097625329815304,0.7968337730870713,379
R8,Dense,JudgedCoverage@10,0.7100000000000001,0.680828125,0.7389583333333334,480
R8,Dense,ExplicitIrrelevant@10,0.027291666666666665,0.019375,0.035625000000000004,480
R8,Dense,Unjudged@10,0.29,0.2610416666666666,0.31917187499999994,480
R8,Dense,Top20BoundaryTied,0.0,0.0,0.0,480
R8,Hybrid,cNDCG@10,0.7878559187385406,0.766946540365004,0.8085071692555166,479
R8,Hybrid,cNDCG@20,0.8009209562070778,0.7822302435219398,0.8194289200257643,479
R8,Hybrid,Recall@10,0.059205520005246356,0.053124305694885826,0.06575070776837078,479
R8,Hybrid,Recall@20,0.11202886439592899,0.10139495884581556,0.12344966380669622,479
R8,Hybrid,Recall@50,0.23425564429572188,0.21478301613988368,0.25444172629738754,479
R8,Hybrid,MRR,0.862909572112962,0.8359828055263491,0.8893996207983933,479
R8,Hybrid,ExactHit@20,0.8601583113456465,0.8232189973614775,0.8944591029023746,379
R8,Hybrid,JudgedCoverage@10,0.8116666666666668,0.785625,0.8364583333333333,480
R8,Hybrid,ExplicitIrrelevant@10,0.034166666666666665,0.024583333333333336,0.044375000000000005,480
R8,Hybrid,Unjudged@10,0.18833333333333332,0.16354166666666664,0.21437499999999998,480
R8,Hybrid,Top20BoundaryTied,0.0,0.0,0.0,480
