representation,retriever,metric,delta,ci_low,ci_high,permutation_p,role,holm_primary_p
C_order,Hybrid,Recall@50,0.0008279577439860534,-0.0007600401635246218,0.002385474115668972,0.30216978302169784,exploratory,
C_order,Hybrid,MRR,0.011941071754600114,-0.00036894486440865296,0.024624474870705258,0.06989301069893011,exploratory,
C_order,Hybrid,ExactHit@20,0.002638522427440633,-0.0158311345646438,0.021108179419525065,1.0,exploratory,
C_order,Hybrid,JudgedCoverage@10,0.005,-0.0012500000000000007,0.011250000000000003,0.14128587141285873,exploratory,
C_order,Hybrid,ExplicitIrrelevant@10,-0.0012500000000000002,-0.004166666666666667,0.0018749999999999997,0.49905009499050096,exploratory,
C_order,Hybrid,Unjudged@10,-0.004999999999999998,-0.011250000000000003,0.0012500000000000022,0.14128587141285873,exploratory,
C_order,Hybrid,Top20BoundaryTied,-0.010416666666666666,-0.022916666666666665,0.0,0.12418758124187582,exploratory,
C_repeat,BM25,cNDCG@10,0.0030833712464830372,-0.0008634780994235745,0.00740714082332445,0.138986101389861,exploratory,
C_repeat,BM25,cNDCG@20,0.0022639877256132993,-0.0006548324716907526,0.005300746152240205,0.1362863713628637,exploratory,
C_repeat,BM25,Recall@10,-0.0009653739915207645,-0.001807006322083111,-2.8063496579099572e-05,0.023797620237976203,exploratory,
C_repeat,BM25,Recall@20,-0.0019292863339176619,-0.0036821123618824493,5.357203038893114e-05,0.020497950204979503,exploratory,
C_repeat,BM25,Recall@50,-0.005343679096871761,-0.0077924737152877625,-0.0032566583308438796,9.999000099990002e-05,exploratory,
C_repeat,BM25,MRR,-0.005667766829892646,-0.01471801290766773,0.00296282577646799,0.21447855214478553,exploratory,
C_repeat,BM25,ExactHit@20,0.0079155672823219,-0.005277044854881266,0.021108179419525065,0.45015498450154984,exploratory,
C_repeat,BM25,JudgedCoverage@10,-0.019791666666666666,-0.0275,-0.012708333333333334,9.999000099990002e-05,exploratory,
C_repeat,BM25,ExplicitIrrelevant@10,-0.002291666666666667,-0.007088541666666663,0.0022916666666666662,0.40245975402459755,exploratory,
C_repeat,BM25,Unjudged@10,0.019791666666666666,0.012708333333333332,0.0275,9.999000099990002e-05,exploratory,
C_repeat,BM25,Top20BoundaryTied,0.004166666666666667,-0.0125,0.020833333333333332,0.8087191280871913,exploratory,
C_repeat,Dense,cNDCG@10,-0.007199313543559649,-0.013906914016309129,-0.0005186918113305818,0.035896410358964105,exploratory,
C_repeat,Dense,cNDCG@20,-0.005997149356205242,-0.011095058233374325,-0.0009341980316724486,0.019498050194980503,exploratory,
C_repeat,Dense,Recall@10,-0.0012675607208320744,-0.0034884588649988107,0.001008921175556594,0.2946705329467053,exploratory,
C_repeat,Dense,Recall@20,-0.0046621862048681,-0.007218488787194869,-0.0024186324182438653,9.999000099990002e-05,exploratory,
C_repeat,Dense,Recall@50,-0.008477656486014224,-0.011609130139163547,-0.005568106332125098,9.999000099990002e-05,exploratory,
C_repeat,Dense,MRR,-0.01828416013916645,-0.03933843286970947,0.0027455048389158324,0.09469053094690531,exploratory,
C_repeat,Dense,ExactHit@20,-0.0158311345646438,-0.044854881266490766,0.013192612137203167,0.36936306369363064,exploratory,
C_repeat,Dense,JudgedCoverage@10,-0.011250000000000001,-0.021666666666666664,-0.0012500000000000015,0.0327967203279672,exploratory,
C_repeat,Dense,ExplicitIrrelevant@10,-0.0002083333333333326,-0.004999999999999999,0.0041666666666666675,1.0,exploratory,
C_repeat,Dense,Unjudged@10,0.011250000000000001,0.001250000000000002,0.021666666666666664,0.0327967203279672,exploratory,
C_repeat,Dense,Top20BoundaryTied,0.0,0.0,0.0,1.0,exploratory,
C_repeat,Hybrid,cNDCG@10,-0.00017679316022186866,-0.005942111060573821,0.005398141325533343,0.9544045595440456,exploratory,
C_repeat,Hybrid,cNDCG@20,-0.00031802927262978767,-0.004462466508519174,0.0036356514773884306,0.8827117288271172,exploratory,
C_repeat,Hybrid,Recall@10,-0.0012050625113423454,-0.0023700579772835636,-0.00011940402017481307,0.0364963503649635,exploratory,
C_repeat,Hybrid,Recall@20,-0.002371954173622589,-0.00391681159083066,-0.0009417018227032751,0.0013998600139986002,exploratory,
C_repeat,Hybrid,Recall@50,-0.002689799252345774,-0.004669548179568906,-0.0004769609943291066,0.0064993500649935,exploratory,
C_repeat,Hybrid,MRR,-0.010490856066427889,-0.02484306706954662,0.0037930695796655678,0.15858414158584141,exploratory,
C_repeat,Hybrid,ExactHit@20,0.0,-0.018469656992084433,0.018469656992084433,1.0,exploratory,
C_repeat,Hybrid,JudgedCoverage@10,-0.007708333333333333,-0.014791666666666667,-0.0006249999999999991,0.0413958604139586,exploratory,
C_repeat,Hybrid,ExplicitIrrelevant@10,-0.004791666666666666,-0.009583333333333333,-0.0002083333333333333,0.051994800519948,exploratory,
C_repeat,Hybrid,Unjudged@10,0.007708333333333332,0.0006249999999999975,0.014791666666666667,0.0413958604139586,exploratory,
C_repeat,Hybrid,Top20BoundaryTied,-0.010416666666666666,-0.022916666666666665,0.0,0.12018798120187982,exploratory,
R2,BM25,cNDCG@10,0.001353037395183683,-7.160193689169557e-05,0.00284388407510491,0.0724927507249275,exploratory,
R2,BM25,cNDCG@20,0.001239602951043013,0.0001967266187346451,0.0023675626881088396,0.026797320267973202,exploratory,
R2,BM25,Recall@10,6.990577928823593e-05,-0.00017827354548565836,0.00034471193483848704,0.6238376162383762,exploratory,
R2,BM25,Recall@20,2.4881952975988135e-05,-0.0003343359257068906,0.00037201921874659594,0.8927107289271073,exploratory,
R2,BM25,Recall@50,0.0004180547660407363,-4.449844589938081e-06,0.0008383586344341586,0.048295170482951705,exploratory,
R2,BM25,MRR,0.0015252890668678686,-0.00332001354155157,0.006330334402913846,0.5389461053894611,exploratory,
R2,BM25,ExactHit@20,0.005277044854881266,0.0,0.013192612137203167,0.4968503149685031,exploratory,
R2,BM25,JudgedCoverage@10,-0.0002083333333333327,-0.0029166666666666664,0.0027083333333333334,1.0,exploratory,
R2,BM25,ExplicitIrrelevant@10,-0.0006249999999999996,-0.0022916666666666662,0.0008333333333333343,0.6080391960803919,exploratory,
R2,BM25,Unjudged@10,0.0002083333333333331,-0.0027083333333333326,0.002916666666666667,1.0,exploratory,
R2,BM25,Top20BoundaryTied,0.004166666666666667,-0.0125,0.020833333333333332,0.813918608139186,exploratory,
R2,Dense,cNDCG@10,-0.010916778596363594,-0.017740501628316932,-0.0042059606439645725,0.000999900009999,exploratory,
R2,Dense,cNDCG@20,-0.007289685469906826,-0.012469621664206065,-0.002220633417989131,0.004899510048995101,exploratory,
R2,Dense,Recall@10,-0.00207891037153338,-0.004363482187546973,0.00020046678367374997,0.07699230076992301,exploratory,
R2,Dense,Recall@20,-0.005901566793822133,-0.008479642193847317,-0.003666904360415305,9.999000099990002e-05,exploratory,
R2,Dense,Recall@50,-0.011792319162025442,-0.015564417872648837,-0.008516408991421236,9.999000099990002e-05,exploratory,
R2,Dense,MRR,-0.0175295509450648,-0.03686149286371503,0.0011182740622917588,0.07529247075292471,exploratory,
R2,Dense,ExactHit@20,-0.044854881266490766,-0.07387862796833773,-0.0158311345646438,0.004899510048995101,exploratory,
R2,Dense,JudgedCoverage@10,-0.022500000000000003,-0.032916666666666664,-0.012708333333333332,9.999000099990002e-05,exploratory,
R2,Dense,ExplicitIrrelevant@10,-0.0027083333333333326,-0.006666666666666667,0.0010416666666666664,0.20107989201079893,exploratory,
R2,Dense,Unjudged@10,0.022500000000000003,0.012708333333333332,0.032916666666666664,9.999000099990002e-05,exploratory,
R2,Dense,Top20BoundaryTied,0.0,0.0,0.0,1.0,exploratory,
R2,Hybrid,cNDCG@10,-0.0033661384039899538,-0.00895037626646145,0.0019399748873590913,0.23587641235876414,exploratory,
R2,Hybrid,cNDCG@20,-0.003934200148351946,-0.007967244709631022,-0.00010223259532284727,0.048595140485951406,exploratory,
R2,Hybrid,Recall@10,-0.0017999857774979263,-0.0031734609932696106,-0.0006355143477452423,0.0029997000299970002,exploratory,
R2,Hybrid,Recall@20,-0.0035459327141311447,-0.005243165430758593,-0.0020132816304878976,9.999000099990002e-05,exploratory,
R2,Hybrid,Recall@50,-0.004259988453698089,-0.005918203994363374,-0.0026964855709723967,9.999000099990002e-05,exploratory,
R2,Hybrid,MRR,-0.0003652962753095206,-0.012870349906265451,0.012153125380923552,0.9548045195480452,exploratory,
R2,Hybrid,ExactHit@20,-0.013192612137203167,-0.03430079155672823,0.005277044854881266,0.30546945305469453,exploratory,
R2,Hybrid,JudgedCoverage@10,-0.009166666666666667,-0.016875000000000005,-0.0014583333333333358,0.019198080191980802,exploratory,
R2,Hybrid,ExplicitIrrelevant@10,-0.004166666666666667,-0.0077083333333333335,-0.0006249999999999996,0.0344965503449655,exploratory,
R2,Hybrid,Unjudged@10,0.009166666666666668,0.001458333333333337,0.016875000000000005,0.019198080191980802,exploratory,
R2,Hybrid,Top20BoundaryTied,-0.004166666666666667,-0.016666666666666666,0.00625,0.7296270372962703,exploratory,
R3,BM25,cNDCG@10,0.0012238361856259936,-0.0004784940062806705,0.0029747283139333856,0.1715828417158284,exploratory,
R3,BM25,cNDCG@20,0.0011372584388469776,-7.766860736559573e-05,0.0023890594835009014,0.0761923807619238,exploratory,
R3,BM25,Recall@10,-5.882822456895797e-05,-0.00039837346986117627,0.0002661881020664781,0.7338266173382662,exploratory,
R3,BM25,Recall@20,0.00012935452025762665,-0.00025866237632126684,0.0005088462897491624,0.5313468653134686,exploratory,
R3,BM25,Recall@50,0.0006199034119733222,0.00015636583889470332,0.001117674295868301,0.011398860113988602,exploratory,
R3,BM25,MRR,0.0026733706408543145,-0.0024164186801909023,0.007723108340009198,0.3213678632136786,exploratory,
R3,BM25,ExactHit@20,0.005277044854881266,0.0,0.013192612137203167,0.5091490850914908,exploratory,
R3,BM25,JudgedCoverage@10,0.0002083333333333331,-0.003125000000000001,0.003541666666666668,1.0,exploratory,
R3,BM25,ExplicitIrrelevant@10,-0.00020833333333333294,-0.0022916666666666667,0.0016666666666666676,1.0,exploratory,
R3,BM25,Unjudged@10,-0.0002083333333333327,-0.003541666666666667,0.003125000000000001,1.0,exploratory,
R3,BM25,Top20BoundaryTied,0.008333333333333333,-0.010416666666666666,0.027083333333333334,0.5302469753024698,exploratory,
R3,Dense,cNDCG@10,0.01008987711567758,0.0021801725262459173,0.017880874350221624,0.013598640135986401,exploratory,
R3,Dense,cNDCG@20,0.010069674018626238,0.003916827308136787,0.016192200448788288,0.0014998500149985001,exploratory,
R3,Dense,Recall@10,0.00079696473028502,-0.000609444798711013,0.002104364624689805,0.2666733326667333,exploratory,
R3,Dense,Recall@20,0.0011897291554728187,-0.0010476930628010451,0.00324724765382979,0.28677132286771323,exploratory,
R3,Dense,Recall@50,0.004965997382155662,0.0016186352659918444,0.008148623672482936,0.0032996700329967,exploratory,
R3,Dense,MRR,0.022040332972418433,-0.001938319437150436,0.04576446695052611,0.07239276072392761,exploratory,
R3,Dense,ExactHit@20,0.010554089709762533,-0.018469656992084433,0.0395778364116095,0.5886411358864113,exploratory,
R3,Dense,JudgedCoverage@10,0.022708333333333334,0.010416666666666666,0.034791666666666665,0.00029997000299970003,exploratory,
R3,Dense,ExplicitIrrelevant@10,-0.00625,-0.011666666666666667,-0.0012500000000000007,0.021897810218978103,exploratory,
R3,Dense,Unjudged@10,-0.02270833333333333,-0.03479166666666666,-0.010416666666666663,0.00029997000299970003,exploratory,
R3,Dense,Top20BoundaryTied,0.0,0.0,0.0,1.0,exploratory,
R3,Hybrid,cNDCG@10,0.008982151289946682,0.002544074437310694,0.015290311363801247,0.0058994100589941,exploratory,
R3,Hybrid,cNDCG@20,0.008688625888779299,0.00402738493008234,0.013246447368406276,0.0004999500049995,exploratory,
R3,Hybrid,Recall@10,0.0006726479260359156,-0.00039318568014700246,0.0016394651266582187,0.19358064193580643,exploratory,
R3,Hybrid,Recall@20,0.00023136027254729206,-0.0014802787721286588,0.0018026831241044407,0.7846215378462154,exploratory,
R3,Hybrid,Recall@50,0.0035629653683682365,0.0016294501775486853,0.005469107727503386,0.00039996000399960006,exploratory,
R3,Hybrid,MRR,0.014463102771441687,-0.0013180775030337357,0.030366666199241717,0.0805919408059194,exploratory,
R3,Hybrid,ExactHit@20,0.0079155672823219,-0.0158311345646438,0.0316622691292876,0.6622337766223377,exploratory,
R3,Hybrid,JudgedCoverage@10,0.015208333333333332,0.007083333333333334,0.02333333333333333,0.00019998000199980003,exploratory,
R3,Hybrid,ExplicitIrrelevant@10,-0.006458333333333334,-0.011250000000000001,-0.0016666666666666672,0.0117988201179882,exploratory,
R3,Hybrid,Unjudged@10,-0.015208333333333327,-0.023333333333333327,-0.007083333333333332,0.00019998000199980003,exploratory,
R3,Hybrid,Top20BoundaryTied,-0.004166666666666667,-0.016666666666666666,0.008333333333333333,0.7543245675432457,exploratory,
R4,BM25,cNDCG@10,0.0,0.0,0.0,1.0,exploratory,
R4,BM25,cNDCG@20,0.0,0.0,0.0,1.0,exploratory,
R4,BM25,Recall@10,0.0,0.0,0.0,1.0,exploratory,
R4,BM25,Recall@20,0.0,0.0,0.0,1.0,exploratory,
R4,BM25,Recall@50,0.0,0.0,0.0,1.0,exploratory,
R4,BM25,MRR,0.0,0.0,0.0,1.0,exploratory,
R4,BM25,ExactHit@20,0.0,0.0,0.0,1.0,exploratory,
R4,BM25,JudgedCoverage@10,0.0,0.0,0.0,1.0,exploratory,
R4,BM25,ExplicitIrrelevant@10,0.0,0.0,0.0,1.0,exploratory,
R4,BM25,Unjudged@10,0.0,0.0,0.0,1.0,exploratory,
R4,BM25,Top20BoundaryTied,0.0,0.0,0.0,1.0,exploratory,
R4,Dense,cNDCG@10,0.004867533693574218,0.00012543836199935683,0.009737247861425753,0.044195580441955803,exploratory,
R4,Dense,cNDCG@20,0.004772186506556065,0.001296489383128745,0.0084199690892569,0.008899110088991101,exploratory,
R4,Dense,Recall@10,0.001217376959569804,-0.00044544493685926174,0.003105199045941767,0.20757924207579243,exploratory,
R4,Dense,Recall@20,0.0014279056025361925,-0.00019383757746487774,0.002993638045196232,0.0760923907609239,exploratory,
R4,Dense,Recall@50,0.004061707015590261,0.0020355046306740386,0.005957799128183287,9.999000099990002e-05,exploratory,
R4,Dense,MRR,0.011031292910963674,-0.003667420002127909,0.026481415225166127,0.15128487151284872,exploratory,
R4,Dense,ExactHit@20,-0.005277044854881266,-0.021108179419525065,0.0079155672823219,0.7237276272372762,exploratory,
R4,Dense,JudgedCoverage@10,0.014375,0.006041666666666667,0.022500000000000003,0.0015998400159984002,exploratory,
R4,Dense,ExplicitIrrelevant@10,-0.002916666666666667,-0.006875,0.0008333333333333337,0.16878312168783122,exploratory,
R4,Dense,Unjudged@10,-0.014375,-0.022500000000000003,-0.006041666666666666,0.0015998400159984002,exploratory,
R4,Dense,Top20BoundaryTied,0.0,0.0,0.0,1.0,exploratory,
R4,Hybrid,cNDCG@10,0.003030315328932467,-0.0005689830968731787,0.0064976563636054245,0.09409059094090591,exploratory,
R4,Hybrid,cNDCG@20,0.0028605297727886487,0.0002079634051603327,0.0054834999774694805,0.034996500349965,exploratory,
R4,Hybrid,Recall@10,0.00010993732551071155,-0.0006903569961815797,0.0008373725427358206,0.7896210378962104,exploratory,
R4,Hybrid,Recall@20,0.0008000649323485618,-0.00014258774214427573,0.0017381571002722794,0.0968903109689031,exploratory,
R4,Hybrid,Recall@50,0.002285968021286897,0.001128724559368377,0.003449601826395006,0.00019998000199980003,exploratory,
R4,Hybrid,MRR,0.0024950380637989954,-0.010069640765166067,0.014922311733169087,0.7016298370162983,exploratory,
R4,Hybrid,ExactHit@20,0.010554089709762533,-0.005277044854881266,0.026385224274406333,0.3388661133886611,exploratory,
R4,Hybrid,JudgedCoverage@10,0.006666666666666665,0.0012499999999999983,0.012083333333333331,0.023897610238976102,exploratory,
R4,Hybrid,ExplicitIrrelevant@10,-0.003125,-0.00625,1.7347234759768072e-19,0.06979302069793021,exploratory,
R4,Hybrid,Unjudged@10,-0.006666666666666664,-0.012083333333333331,-0.0012499999999999957,0.023897610238976102,exploratory,
R4,Hybrid,Top20BoundaryTied,-0.010416666666666666,-0.020833333333333332,0.0,0.12068793120687932,exploratory,
R5,BM25,cNDCG@10,0.0012046273127171833,0.0001070471482082958,0.0023849041956160947,0.036696330366963306,exploratory,
R5,BM25,cNDCG@20,0.0008002016359421713,6.7098573488388e-05,0.0015697545414061133,0.0400959904009599,exploratory,
R5,BM25,Recall@10,-5.166943133812296e-06,-0.0001262317547197516,0.00011582103612593459,0.9318068193180682,exploratory,
R5,BM25,Recall@20,9.519934865958015e-05,-0.00017995319555090067,0.00034235169283666647,0.51994800519948,exploratory,
R5,BM25,Recall@50,0.00030772711634665317,3.5105382708640464e-05,0.0006082132429729368,0.0316968303169683,exploratory,
R5,BM25,MRR,0.0027770670035435654,-0.0012789912441906496,0.007162281841177119,0.194980501949805,exploratory,
R5,BM25,ExactHit@20,0.0,0.0,0.0,1.0,exploratory,
R5,BM25,JudgedCoverage@10,0.0004166666666666668,-0.0014583333333333334,0.002291666666666668,0.8318168183181682,exploratory,
R5,BM25,ExplicitIrrelevant@10,-0.00020833333333333318,-0.0012500000000000002,0.0008333333333333338,1.0,exploratory,
R5,BM25,Unjudged@10,-0.00041666666666666664,-0.002291666666666667,0.0014583333333333334,0.8318168183181682,exploratory,
R5,BM25,Top20BoundaryTied,0.0020833333333333333,-0.010416666666666666,0.014583333333333334,1.0,exploratory,
R5,Dense,cNDCG@10,0.010366921363047973,0.00033962963826340907,0.020395091625789886,0.04459554044595541,exploratory,
R5,Dense,cNDCG@20,0.012258600915722433,0.004295414524779494,0.020483495785100617,0.0029997000299970002,exploratory,
R5,Dense,Recall@10,0.0029772171705657806,0.0006634233570400964,0.0054751829718977536,0.010298970102989701,exploratory,
R5,Dense,Recall@20,0.003336459437992808,-0.0001066233549657789,0.006528225219511153,0.0448955104489551,exploratory,
R5,Dense,Recall@50,0.00785407161658811,0.002837016237951471,0.012568698126535929,0.001999800019998,exploratory,
R5,Dense,MRR,0.036307065469999,0.01232102017764709,0.060166626312010814,0.004299570042995701,exploratory,
R5,Dense,ExactHit@20,-0.0158311345646438,-0.047493403693931395,0.0158311345646438,0.42595740425957407,exploratory,
R5,Dense,JudgedCoverage@10,0.036458333333333336,0.021875,0.050208333333333334,9.999000099990002e-05,exploratory,
R5,Dense,ExplicitIrrelevant@10,-0.009791666666666666,-0.016249999999999997,-0.0037500000000000007,0.0020997900209979003,exploratory,
R5,Dense,Unjudged@10,-0.036458333333333336,-0.050208333333333334,-0.02187499999999999,9.999000099990002e-05,exploratory,
R5,Dense,Top20BoundaryTied,0.0,0.0,0.0,1.0,exploratory,
R5,Hybrid,cNDCG@10,0.003530909821712757,-0.004238284572181975,0.011170876451099003,0.36506349365063495,exploratory,
R5,Hybrid,cNDCG@20,0.004249929731243812,-0.0015209294464216575,0.009978195986657223,0.14908509149085092,exploratory,
R5,Hybrid,Recall@10,-2.5130407309842638e-06,-0.0018413037627750214,0.001554806754826652,0.9984001599840016,exploratory,
R5,Hybrid,Recall@20,0.0007557081727040661,-0.0018603803654808325,0.003028413413585502,0.5858414158584142,exploratory,
R5,Hybrid,Recall@50,0.004988496563481073,0.0026611645586597835,0.007341289803194186,0.00019998000199980003,exploratory,
R5,Hybrid,MRR,0.017430790711159015,0.0017252479643108689,0.0334330434432364,0.029597040295970403,exploratory,
R5,Hybrid,ExactHit@20,-0.013192612137203167,-0.036939313984168866,0.010554089709762533,0.3802619738026197,exploratory,
R5,Hybrid,JudgedCoverage@10,0.010416666666666664,0.0010416666666666658,0.019791666666666666,0.032896710328967106,exploratory,
R5,Hybrid,ExplicitIrrelevant@10,-0.010000000000000002,-0.015625000000000003,-0.004375,0.0006999300069993001,exploratory,
R5,Hybrid,Unjudged@10,-0.010416666666666661,-0.01979166666666666,-0.0010416666666666614,0.032896710328967106,exploratory,
R5,Hybrid,Top20BoundaryTied,-0.008333333333333333,-0.01875,0.0,0.2126787321267873,exploratory,
R8,BM25,cNDCG@10,0.0032207609992759498,-0.0007310017071864886,0.007508794650053772,0.12088791120887911,primary,0.24177582241775822
R8,BM25,cNDCG@20,0.002447102980690014,-0.0004447284586610499,0.00546819786081219,0.10598940105989402,exploratory,
R8,BM25,Recall@10,-0.0009491077885641758,-0.0017900331801688207,-1.2958626262579703e-05,0.0245975402459754,exploratory,
R8,BM25,Recall@20,-0.0017467373330768547,-0.0035034570524898664,0.0002493178512189167,0.0461953804619538,exploratory,
R8,BM25,Recall@50,-0.00527250753309527,-0.007718708002768038,-0.0031612691483147107,9.999000099990002e-05,exploratory,
R8,BM25,MRR,-0.00447126692240062,-0.013881725173394003,0.004385021536167088,0.35636436356364365,exploratory,
R8,BM25,ExactHit@20,0.0079155672823219,-0.005277044854881266,0.021108179419525065,0.45015498450154984,exploratory,
R8,BM25,JudgedCoverage@10,-0.019791666666666666,-0.0275,-0.012708333333333332,9.999000099990002e-05,exploratory,
R8,BM25,ExplicitIrrelevant@10,-0.0022916666666666667,-0.007083333333333334,0.0022916666666666662,0.40345965403459655,exploratory,
R8,BM25,Unjudged@10,0.019791666666666666,0.012708333333333332,0.0275,9.999000099990002e-05,exploratory,
R8,BM25,Top20BoundaryTied,0.0020833333333333333,-0.014583333333333334,0.01875,1.0,exploratory,
R8,Dense,cNDCG@10,0.0004082360395390418,-0.0063223953660223615,0.0069860140174377834,0.9064093590640936,primary,0.9064093590640936
R8,Dense,cNDCG@20,0.0039082563698085975,-0.0010962193960806583,0.008783393682853425,0.11658834116588342,exploratory,
R8,Dense,Recall@10,0.0011167107213102651,-0.0011163829629075954,0.0033933334397431244,0.35406459354064596,exploratory,
R8,Dense,Recall@20,0.0012101111098572457,-0.0013899236091532959,0.0035753608040432257,0.35706429357064295,exploratory,
R8,Dense,Recall@50,0.004619124796430769,0.0012937871458523532,0.007737700174122699,0.0066993300669933005,exploratory,
R8,Dense,MRR,0.007114623440429293,-0.0136320858681109,0.028568708713565226,0.5034496550344966,exploratory,
R8,Dense,ExactHit@20,-0.0079155672823219,-0.0316622691292876,0.0158311345646438,0.6847315268473153,exploratory,
R8,Dense,JudgedCoverage@10,0.019791666666666666,0.008333333333333333,0.030833333333333334,0.0013998600139986002,exploratory,
R8,Dense,ExplicitIrrelevant@10,-0.0029166666666666664,-0.007500000000000001,0.001666666666666667,0.24997500249975002,exploratory,
R8,Dense,Unjudged@10,-0.019791666666666666,-0.030833333333333334,-0.008333333333333333,0.0013998600139986002,exploratory,
R8,Dense,Top20BoundaryTied,0.0,0.0,0.0,1.0,exploratory,
R8,Hybrid,cNDCG@10,0.005668678784831142,0.00039540234441159857,0.010946315254640545,0.0332966703329667,primary,0.0998900109989001
R8,Hybrid,cNDCG@20,0.0049566610993865695,0.0011606756033851362,0.008747717466606514,0.0112988701129887,exploratory,
R8,Hybrid,Recall@10,-0.00047602705376336265,-0.0019868930058521777,0.000787348435969434,0.5274472552744726,exploratory,
R8,Hybrid,Recall@20,-6.255927752776204e-05,-0.0015635764272453482,0.0013619617608401208,0.9343065693430657,exploratory,
R8,Hybrid,Recall@50,0.0036880798227436145,0.0016241706608520433,0.006016323132011876,0.0004999500049995,exploratory,
R8,Hybrid,MRR,-0.0019177517558119936,-0.015550091293431663,0.011643792248571616,0.7856214378562144,exploratory,
R8,Hybrid,ExactHit@20,-0.013192612137203167,-0.0316622691292876,0.005277044854881266,0.26277372262773724,exploratory,
R8,Hybrid,JudgedCoverage@10,0.004166666666666668,-0.0033333333333333327,0.011666666666666669,0.31856814318568144,exploratory,
R8,Hybrid,ExplicitIrrelevant@10,-0.007916666666666666,-0.012083333333333335,-0.003958333333333333,9.999000099990002e-05,exploratory,
R8,Hybrid,Unjudged@10,-0.004166666666666666,-0.011666666666666667,0.0033333333333333344,0.31856814318568144,exploratory,
R8,Hybrid,Top20BoundaryTied,-0.0125,-0.022916666666666665,-0.004166666666666667,0.031796820317968204,exploratory,
