query_id,product_id,reason
181,41030,no explicitly Irrelevant training judgments for this query
181,41031,no explicitly Irrelevant training judgments for this query
181,41035,no explicitly Irrelevant training judgments for this query
181,41036,no explicitly Irrelevant training judgments for this query
181,41037,no explicitly Irrelevant training judgments for this query
181,41038,no explicitly Irrelevant training judgments for this query
181,41039,no explicitly Irrelevant training judgments for this query
181,7107,no explicitly Irrelevant training judgments for this query
181,7108,no explicitly Irrelevant training judgments for this query
181,7422,no explicitly Irrelevant training judgments for this query
181,7754,no explicitly Irrelevant training judgments for this query
181,7755,no explicitly Irrelevant training judgments for this query
181,7756,no explicitly Irrelevant training judgments for this query
181,7758,no explicitly Irrelevant training judgments for this query
181,8691,no explicitly Irrelevant training judgments for this query
205,11607,no explicitly Irrelevant training judgments for this query
205,15485,no explicitly Irrelevant training judgments for this query
205,15529,no explicitly Irrelevant training judgments for this query
205,15530,no explicitly Irrelevant training judgments for this query
205,15531,no explicitly Irrelevant training judgments for this query
205,18378,no explicitly Irrelevant training judgments for this query
205,40442,no explicitly Irrelevant training judgments for this query
205,40445,no explicitly Irrelevant training judgments for this query
205,40446,no explicitly Irrelevant training judgments for this query
205,40447,no explicitly Irrelevant training judgments for this query
205,40448,no explicitly Irrelevant training judgments for this query
205,42754,no explicitly Irrelevant training judgments for this query
224,10827,no explicitly Irrelevant training judgments for this query
224,16846,no explicitly Irrelevant training judgments for this query
224,16847,no explicitly Irrelevant training judgments for this query
224,17399,no explicitly Irrelevant training judgments for this query
224,18805,no explicitly Irrelevant training judgments for this query
224,18810,no explicitly Irrelevant training judgments for this query
224,18825,no explicitly Irrelevant training judgments for this query
224,18828,no explicitly Irrelevant training judgments for this query
224,18829,no explicitly Irrelevant training judgments for this query
224,18830,no explicitly Irrelevant training judgments for this query
224,18832,no explicitly Irrelevant training judgments for this query
224,2110,no explicitly Irrelevant training judgments for this query
224,25339,no explicitly Irrelevant training judgments for this query
224,30326,no explicitly Irrelevant training judgments for this query
224,38427,no explicitly Irrelevant training judgments for this query
224,38429,no explicitly Irrelevant training judgments for this query
224,38482,no explicitly Irrelevant training judgments for this query
224,42062,no explicitly Irrelevant training judgments for this query
224,42546,no explicitly Irrelevant training judgments for this query
224,6513,no explicitly Irrelevant training judgments for this query
224,7419,no explicitly Irrelevant training judgments for this query
224,9520,no explicitly Irrelevant training judgments for this query
261,10709,no explicitly Irrelevant training judgments for this query
261,11464,no explicitly Irrelevant training judgments for this query
261,13633,no explicitly Irrelevant training judgments for this query
261,13729,no explicitly Irrelevant training judgments for this query
261,1383,no explicitly Irrelevant training judgments for this query
261,15322,no explicitly Irrelevant training judgments for this query
261,15324,no explicitly Irrelevant training judgments for this query
261,15452,no explicitly Irrelevant training judgments for this query
261,15824,no explicitly Irrelevant training judgments for this query
261,15848,no explicitly Irrelevant training judgments for this query
261,16048,no explicitly Irrelevant training judgments for this query
261,16050,no explicitly Irrelevant training judgments for this query
261,16054,no explicitly Irrelevant training judgments for this query
261,16055,no explicitly Irrelevant training judgments for this query
261,16056,no explicitly Irrelevant training judgments for this query
261,16059,no explicitly Irrelevant training judgments for this query
261,16061,no explicitly Irrelevant training judgments for this query
261,16062,no explicitly Irrelevant training judgments for this query
261,1683,no explicitly Irrelevant training judgments for this query
261,16874,no explicitly Irrelevant training judgments for this query
261,17277,no explicitly Irrelevant training judgments for this query
261,17487,no explicitly Irrelevant training judgments for this query
261,17489,no explicitly Irrelevant training judgments for this query
261,18341,no explicitly Irrelevant training judgments for this query
261,18358,no explicitly Irrelevant training judgments for this query
261,18366,no explicitly Irrelevant training judgments for this query
261,19012,no explicitly Irrelevant training judgments for this query
261,19021,no explicitly Irrelevant training judgments for this query
261,19053,no explicitly Irrelevant training judgments for this query
261,20083,no explicitly Irrelevant training judgments for this query
261,20086,no explicitly Irrelevant training judgments for this query
261,20089,no explicitly Irrelevant training judgments for this query
261,20499,no explicitly Irrelevant training judgments for this query
261,20565,no explicitly Irrelevant training judgments for this query
261,20566,no explicitly Irrelevant training judgments for this query
261,20567,no explicitly Irrelevant training judgments for this query
261,20598,no explicitly Irrelevant training judgments for this query
261,20600,no explicitly Irrelevant training judgments for this query
261,21159,no explicitly Irrelevant training judgments for this query
261,21476,no explicitly Irrelevant training judgments for this query
261,21620,no explicitly Irrelevant training judgments for this query
261,21622,no explicitly Irrelevant training judgments for this query
261,21886,no explicitly Irrelevant training judgments for this query
261,22296,no explicitly Irrelevant training judgments for this query
261,22591,no explicitly Irrelevant training judgments for this query
261,22909,no explicitly Irrelevant training judgments for this query
261,23627,no explicitly Irrelevant training judgments for this query
261,23628,no explicitly Irrelevant training judgments for this query
261,23868,no explicitly Irrelevant training judgments for this query
261,23879,no explicitly Irrelevant training judgments for this query
261,23882,no explicitly Irrelevant training judgments for this query
261,23883,no explicitly Irrelevant training judgments for this query
261,23904,no explicitly Irrelevant training judgments for this query
261,24556,no explicitly Irrelevant training judgments for this query
261,24559,no explicitly Irrelevant training judgments for this query
261,24562,no explicitly Irrelevant training judgments for this query
261,24718,no explicitly Irrelevant training judgments for this query
261,2479,no explicitly Irrelevant training judgments for this query
261,24943,no explicitly Irrelevant training judgments for this query
261,25192,no explicitly Irrelevant training judgments for this query
261,25566,no explicitly Irrelevant training judgments for this query
261,25678,no explicitly Irrelevant training judgments for this query
261,26234,no explicitly Irrelevant training judgments for this query
261,26468,no explicitly Irrelevant training judgments for this query
261,26486,no explicitly Irrelevant training judgments for this query
261,2674,no explicitly Irrelevant training judgments for this query
261,2705,no explicitly Irrelevant training judgments for this query
261,28583,no explicitly Irrelevant training judgments for this query
261,28725,no explicitly Irrelevant training judgments for this query
261,29741,no explicitly Irrelevant training judgments for this query
261,29742,no explicitly Irrelevant training judgments for this query
261,31162,no explicitly Irrelevant training judgments for this query
261,31512,no explicitly Irrelevant training judgments for this query
261,31632,no explicitly Irrelevant training judgments for this query
261,31657,no explicitly Irrelevant training judgments for this query
261,32235,no explicitly Irrelevant training judgments for this query
261,32236,no explicitly Irrelevant training judgments for this query
261,33894,no explicitly Irrelevant training judgments for this query
261,33895,no explicitly Irrelevant training judgments for this query
261,34259,no explicitly Irrelevant training judgments for this query
261,34385,no explicitly Irrelevant training judgments for this query
261,34636,no explicitly Irrelevant training judgments for this query
261,34684,no explicitly Irrelevant training judgments for this query
261,34686,no explicitly Irrelevant training judgments for this query
261,35098,no explicitly Irrelevant training judgments for this query
261,3592,no explicitly Irrelevant training judgments for this query
261,36103,no explicitly Irrelevant training judgments for this query
261,36202,no explicitly Irrelevant training judgments for this query
261,36334,no explicitly Irrelevant training judgments for this query
261,37256,no explicitly Irrelevant training judgments for this query
261,37535,no explicitly Irrelevant training judgments for this query
261,37882,no explicitly Irrelevant training judgments for this query
261,38071,no explicitly Irrelevant training judgments for this query
261,38072,no explicitly Irrelevant training judgments for this query
261,38557,no explicitly Irrelevant training judgments for this query
261,38839,no explicitly Irrelevant training judgments for this query
261,39563,no explicitly Irrelevant training judgments for this query
261,400,no explicitly Irrelevant training judgments for this query
261,40124,no explicitly Irrelevant training judgments for this query
261,40201,no explicitly Irrelevant training judgments for this query
261,40466,no explicitly Irrelevant training judgments for this query
261,40543,no explicitly Irrelevant training judgments for this query
261,40547,no explicitly Irrelevant training judgments for this query
261,40769,no explicitly Irrelevant training judgments for this query
261,42766,no explicitly Irrelevant training judgments for this query
261,4398,no explicitly Irrelevant training judgments for this query
261,4460,no explicitly Irrelevant training judgments for this query
261,4462,no explicitly Irrelevant training judgments for this query
261,4641,no explicitly Irrelevant training judgments for this query
261,6275,no explicitly Irrelevant training judgments for this query
261,6312,no explicitly Irrelevant training judgments for this query
261,6362,no explicitly Irrelevant training judgments for this query
261,6363,no explicitly Irrelevant training judgments for this query
261,6677,no explicitly Irrelevant training judgments for this query
261,6719,no explicitly Irrelevant training judgments for this query
261,6720,no explicitly Irrelevant training judgments for this query
261,7280,no explicitly Irrelevant training judgments for this query
261,7526,no explicitly Irrelevant training judgments for this query
261,7527,no explicitly Irrelevant training judgments for this query
261,8163,no explicitly Irrelevant training judgments for this query
261,854,no explicitly Irrelevant training judgments for this query
261,8728,no explicitly Irrelevant training judgments for this query
261,8961,no explicitly Irrelevant training judgments for this query
261,9286,no explicitly Irrelevant training judgments for this query
261,9988,no explicitly Irrelevant training judgments for this query
312,11552,no explicitly Irrelevant training judgments for this query
312,11556,no explicitly Irrelevant training judgments for this query
312,19221,no explicitly Irrelevant training judgments for this query
312,2577,no explicitly Irrelevant training judgments for this query
312,33669,no explicitly Irrelevant training judgments for this query
312,3436,no explicitly Irrelevant training judgments for this query
312,36225,no explicitly Irrelevant training judgments for this query
312,38330,no explicitly Irrelevant training judgments for this query
312,38346,no explicitly Irrelevant training judgments for this query
312,8766,no explicitly Irrelevant training judgments for this query
363,26805,no explicitly Irrelevant training judgments for this query
391,11049,no explicitly Irrelevant training judgments for this query
391,18125,no explicitly Irrelevant training judgments for this query
391,21667,no explicitly Irrelevant training judgments for this query
391,24764,no explicitly Irrelevant training judgments for this query
391,29544,no explicitly Irrelevant training judgments for this query
391,30137,no explicitly Irrelevant training judgments for this query
391,32803,no explicitly Irrelevant training judgments for this query
391,596,no explicitly Irrelevant training judgments for this query
