dataset,product_id,attribute_count,duplicate_entry_occurrences,distinct_serializations_seven,raw_seven_exact,all_three_canonical_rules_invariant
wands,180,76,0,7,True,True
wands,181,17,0,7,True,True
wands,182,16,0,7,True,True
wands,183,15,0,7,True,True
wands,184,21,0,7,True,True
wands,185,20,0,7,True,True
wands,186,62,0,7,True,True
wands,187,65,0,7,True,True
wands,188,5,0,6,True,True
wands,189,5,0,6,True,True
wands,190,38,0,7,True,True
wands,191,34,0,7,True,True
wands,192,79,0,7,True,True
wands,193,15,0,7,True,True
wands,194,71,0,7,True,True
wands,195,39,0,7,True,True
wands,196,40,0,7,True,True
wands,197,27,0,7,True,True
wands,198,31,0,7,True,True
wands,199,33,0,7,True,True
wands,200,40,0,7,True,True
wands,201,54,0,7,True,True
wands,202,37,0,7,True,True
wands,203,40,0,7,True,True
wands,204,92,0,7,True,True
wands,205,95,0,7,True,True
wands,206,48,0,7,True,True
wands,207,36,0,7,True,True
wands,208,50,0,7,True,True
wands,209,97,0,7,True,True
wands,210,82,0,7,True,True
wands,211,67,0,7,True,True
wands,212,31,0,7,True,True
wands,213,57,0,7,True,True
wands,214,42,0,7,True,True
wands,215,50,0,7,True,True
wands,216,44,0,7,True,True
wands,217,35,0,7,True,True
wands,218,34,0,7,True,True
wands,219,86,0,7,True,True
wands,220,44,0,7,True,True
wands,221,37,0,7,True,True
wands,222,37,0,7,True,True
wands,223,52,0,7,True,True
wands,224,26,0,7,True,True
wands,225,33,0,7,True,True
wands,226,14,0,7,True,True
wands,227,26,0,7,True,True
wands,228,22,0,7,True,True
wands,229,62,0,7,True,True
wands,230,58,0,7,True,True
wands,231,61,0,7,True,True
wands,232,60,0,7,True,True
wands,233,61,0,7,True,True
wands,234,52,0,7,True,True
wands,235,59,0,7,True,True
wands,236,47,0,7,True,True
wands,237,80,0,7,True,True
wands,238,40,0,7,True,True
wands,239,55,0,7,True,True
wands,240,63,0,7,True,True
wands,241,81,0,7,True,True
wands,242,43,0,7,True,True
wands,243,70,0,7,True,True
wands,244,49,0,7,True,True
wands,245,52,0,7,True,True
wands,246,48,0,7,True,True
wands,247,41,0,7,True,True
wands,248,56,0,7,True,True
wands,249,62,0,7,True,True
wands,250,36,0,7,True,True
wands,251,58,0,7,True,True
wands,252,27,0,7,True,True
wands,253,58,0,7,True,True
wands,254,65,0,7,True,True
wands,255,103,0,7,True,True
wands,256,101,0,7,True,True
wands,257,102,0,7,True,True
wands,258,88,0,7,True,True
wands,259,84,0,7,True,True
wands,260,39,0,7,True,True
wands,261,55,0,7,True,True
wands,262,46,0,7,True,True
wands,263,48,0,7,True,True
wands,264,46,0,7,True,True
wands,265,45,0,7,True,True
wands,266,45,0,7,True,True
wands,267,44,0,7,True,True
wands,268,40,0,7,True,True
wands,269,38,0,7,True,True
wands,270,40,0,7,True,True
wands,271,39,0,7,True,True
wands,272,39,0,7,True,True
wands,273,39,0,7,True,True
wands,274,39,0,7,True,True
wands,275,41,0,7,True,True
wands,276,42,0,7,True,True
wands,277,52,0,7,True,True
wands,278,41,0,7,True,True
wands,279,42,0,7,True,True
wands,280,17,0,7,True,True
wands,281,17,0,7,True,True
wands,282,52,0,7,True,True
wands,283,42,0,7,True,True
wands,284,103,0,7,True,True
wands,285,5,0,6,True,True
wands,286,32,0,7,True,True
wands,287,63,0,7,True,True
wands,288,99,0,7,True,True
wands,289,75,0,7,True,True
wands,290,62,0,7,True,True
wands,291,70,0,7,True,True
wands,292,85,0,7,True,True
wands,293,108,0,7,True,True
wands,294,62,0,7,True,True
wands,295,62,0,7,True,True
wands,296,63,0,7,True,True
wands,297,63,0,7,True,True
wands,298,61,0,7,True,True
wands,299,63,0,7,True,True
wands,300,69,0,7,True,True
wands,301,61,0,7,True,True
wands,302,50,0,7,True,True
wands,303,64,0,7,True,True
wands,304,63,0,7,True,True
wands,305,69,0,7,True,True
wands,306,60,0,7,True,True
wands,307,67,0,7,True,True
wands,308,100,0,7,True,True
wands,309,74,0,7,True,True
wands,310,72,0,7,True,True
wands,311,84,0,7,True,True
wands,312,27,0,7,True,True
wands,313,26,0,7,True,True
wands,314,24,0,7,True,True
wands,315,26,0,7,True,True
wands,316,27,0,7,True,True
wands,317,27,0,7,True,True
wands,318,70,0,7,True,True
wands,319,20,0,7,True,True
wands,320,25,0,7,True,True
wands,321,113,0,7,True,True
wands,322,26,0,7,True,True
wands,323,70,0,7,True,True
wands,324,58,0,7,True,True
wands,325,75,0,7,True,True
wands,326,62,0,7,True,True
wands,327,14,0,7,True,True
wands,328,28,0,7,True,True
wands,329,52,0,7,True,True
wands,330,57,0,7,True,True
wands,331,74,0,7,True,True
wands,332,58,0,7,True,True
wands,333,25,0,7,True,True
wands,334,49,0,7,True,True
wands,335,57,0,7,True,True
wands,336,24,0,7,True,True
wands,337,60,0,7,True,True
wands,338,61,0,7,True,True
wands,339,69,0,7,True,True
wands,340,49,0,7,True,True
wands,341,71,0,7,True,True
wands,342,49,0,7,True,True
wands,343,28,0,7,True,True
wands,344,45,0,7,True,True
wands,345,19,0,7,True,True
wands,346,15,0,7,True,True
wands,347,41,0,7,True,True
wands,348,67,0,7,True,True
wands,349,35,0,7,True,True
wands,350,54,0,7,True,True
wands,351,95,0,7,True,True
wands,352,93,0,7,True,True
wands,353,121,0,7,True,True
wands,354,87,0,7,True,True
wands,355,85,0,7,True,True
wands,356,88,0,7,True,True
wands,357,59,0,7,True,True
wands,358,55,0,7,True,True
wands,359,95,0,7,True,True
wands,360,94,0,7,True,True
wands,361,86,0,7,True,True
wands,362,96,0,7,True,True
wands,363,89,0,7,True,True
wands,364,89,0,7,True,True
wands,365,88,0,7,True,True
wands,366,91,0,7,True,True
wands,367,94,0,7,True,True
wands,368,89,0,7,True,True
wands,369,46,0,7,True,True
wands,370,59,0,7,True,True
wands,371,86,0,7,True,True
wands,372,116,1,7,True,True
wands,373,86,0,7,True,True
wands,374,61,0,7,True,True
wands,375,104,0,7,True,True
wands,376,79,0,7,True,True
wands,377,86,0,7,True,True
wands,378,89,0,7,True,True
wands,379,93,0,7,True,True
wands,380,97,0,7,True,True
wands,381,119,0,7,True,True
wands,382,90,0,7,True,True
wands,383,90,0,7,True,True
wands,384,28,0,7,True,True
wands,385,69,0,7,True,True
wands,386,64,0,7,True,True
wands,387,75,0,7,True,True
wands,388,54,0,7,True,True
wands,389,60,0,7,True,True
wands,390,83,0,7,True,True
wands,391,85,0,7,True,True
wands,392,83,0,7,True,True
wands,393,50,0,7,True,True
wands,394,47,0,7,True,True
wands,395,63,0,7,True,True
wands,396,60,0,7,True,True
wands,397,99,0,7,True,True
wands,398,46,0,7,True,True
wands,399,61,0,7,True,True
wands,400,62,0,7,True,True
wands,401,74,0,7,True,True
wands,402,84,0,7,True,True
wands,403,60,0,7,True,True
wands,404,28,0,7,True,True
wands,405,19,0,7,True,True
wands,406,21,0,7,True,True
wands,407,20,0,7,True,True
wands,408,41,0,7,True,True
wands,409,31,0,7,True,True
wands,410,30,0,7,True,True
wands,411,40,0,7,True,True
wands,412,33,0,7,True,True
wands,413,47,0,7,True,True
wands,414,33,0,7,True,True
wands,415,65,0,7,True,True
wands,416,33,0,7,True,True
wands,417,66,0,7,True,True
wands,418,52,0,7,True,True
wands,419,28,0,7,True,True
wands,420,19,0,7,True,True
wands,421,31,0,7,True,True
wands,422,21,0,7,True,True
wands,423,18,0,7,True,True
wands,424,37,0,7,True,True
wands,425,44,0,7,True,True
wands,426,23,0,7,True,True
wands,427,17,0,7,True,True
wands,428,16,0,7,True,True
wands,429,16,0,7,True,True
wands,430,15,0,7,True,True
wands,431,23,0,7,True,True
wands,432,36,0,7,True,True
wands,433,33,0,7,True,True
wands,434,23,0,7,True,True
wands,435,37,0,7,True,True
wands,436,26,0,7,True,True
wands,437,35,0,7,True,True
wands,438,38,0,7,True,True
wands,439,45,0,7,True,True
wands,440,40,0,7,True,True
wands,441,56,0,7,True,True
wands,442,58,0,7,True,True
wands,443,39,0,7,True,True
wands,444,75,0,7,True,True
wands,445,100,0,7,True,True
wands,446,41,0,7,True,True
wands,447,74,0,7,True,True
wands,448,46,0,7,True,True
wands,449,34,0,7,True,True
wands,450,67,0,7,True,True
wands,451,79,0,7,True,True
wands,452,48,0,7,True,True
wands,453,91,0,7,True,True
wands,454,74,0,7,True,True
wands,455,74,0,7,True,True
wands,456,64,0,7,True,True
wands,457,57,1,7,True,True
wands,458,59,1,7,True,True
wands,459,42,0,7,True,True
wands,460,40,0,7,True,True
wands,461,42,0,7,True,True
wands,462,38,0,7,True,True
wands,463,40,0,7,True,True
wands,464,39,0,7,True,True
wands,465,47,0,7,True,True
wands,466,95,0,7,True,True
wands,467,64,0,7,True,True
wands,468,85,0,7,True,True
wands,469,81,0,7,True,True
wands,470,69,0,7,True,True
wands,471,67,0,7,True,True
wands,472,49,0,7,True,True
wands,473,17,0,7,True,True
wands,474,96,0,7,True,True
wands,475,76,0,7,True,True
wands,476,94,0,7,True,True
wands,477,32,0,7,True,True
wands,478,89,0,7,True,True
wands,479,33,0,7,True,True
wands,480,45,0,7,True,True
wands,481,66,0,7,True,True
wands,482,83,0,7,True,True
wands,483,108,1,7,True,True
wands,484,120,0,7,True,True
wands,485,99,0,7,True,True
wands,486,89,0,7,True,True
wands,487,89,0,7,True,True
wands,488,32,0,7,True,True
wands,489,133,0,7,True,True
wands,490,14,0,7,True,True
wands,491,97,0,7,True,True
wands,492,101,0,7,True,True
wands,493,35,0,7,True,True
wands,494,74,0,7,True,True
wands,495,40,0,7,True,True
wands,496,33,0,7,True,True
wands,497,64,0,7,True,True
wands,498,72,0,7,True,True
wands,499,62,0,7,True,True
wands,500,79,0,7,True,True
wands,501,89,0,7,True,True
wands,502,69,0,7,True,True
wands,503,46,0,7,True,True
wands,504,95,0,7,True,True
wands,505,75,0,7,True,True
wands,506,66,0,7,True,True
wands,507,73,0,7,True,True
wands,508,40,0,7,True,True
wands,509,28,0,7,True,True
wands,510,49,0,7,True,True
wands,511,65,0,7,True,True
wands,512,48,0,7,True,True
wands,513,33,0,7,True,True
wands,514,42,0,7,True,True
wands,515,42,0,7,True,True
wands,516,83,0,7,True,True
wands,517,88,0,7,True,True
wands,518,35,0,7,True,True
wands,519,21,0,7,True,True
wands,520,23,0,7,True,True
wands,521,24,0,7,True,True
wands,522,40,0,7,True,True
wands,523,22,0,7,True,True
wands,524,28,0,7,True,True
wands,525,30,0,7,True,True
wands,526,29,0,7,True,True
wands,527,26,0,7,True,True
wands,528,35,0,7,True,True
wands,529,41,0,7,True,True
wands,530,47,0,7,True,True
wands,531,45,0,7,True,True
wands,532,45,0,7,True,True
wands,533,43,0,7,True,True
wands,534,46,0,7,True,True
wands,535,46,0,7,True,True
wands,536,47,0,7,True,True
wands,537,82,0,7,True,True
wands,538,18,0,7,True,True
wands,539,43,0,7,True,True
wands,540,50,0,7,True,True
wands,541,51,0,7,True,True
wands,542,43,0,7,True,True
wands,543,89,0,7,True,True
wands,544,16,0,7,True,True
wands,545,28,0,7,True,True
wands,546,42,0,7,True,True
wands,547,43,0,7,True,True
wands,548,54,0,7,True,True
wands,549,43,0,7,True,True
wands,550,87,0,7,True,True
wands,551,34,0,7,True,True
wands,552,58,0,7,True,True
wands,553,77,0,7,True,True
wands,554,26,0,7,True,True
wands,555,49,0,7,True,True
wands,556,32,0,7,True,True
wands,557,64,0,7,True,True
wands,558,61,0,7,True,True
wands,559,91,0,7,True,True
wands,560,59,0,7,True,True
wands,561,63,0,7,True,True
wands,562,95,0,7,True,True
wands,563,39,0,7,True,True
wands,564,60,0,7,True,True
wands,565,43,0,7,True,True
wands,566,43,0,7,True,True
wands,567,63,0,7,True,True
wands,568,63,0,7,True,True
wands,569,58,0,7,True,True
wands,570,52,0,7,True,True
wands,571,36,0,7,True,True
wands,572,16,0,7,True,True
wands,573,35,0,7,True,True
wands,574,25,0,7,True,True
wands,575,58,0,7,True,True
wands,576,20,0,7,True,True
wands,577,34,0,7,True,True
wands,578,52,0,7,True,True
wands,579,83,0,7,True,True
wands,580,94,0,7,True,True
wands,581,51,0,7,True,True
wands,582,78,0,7,True,True
wands,583,85,0,7,True,True
wands,584,56,0,7,True,True
wands,585,52,0,7,True,True
wands,586,73,0,7,True,True
wands,587,28,0,7,True,True
wands,588,29,0,7,True,True
wands,589,30,0,7,True,True
wands,590,35,0,7,True,True
wands,591,42,0,7,True,True
wands,592,25,0,7,True,True
wands,593,24,0,7,True,True
wands,594,23,0,7,True,True
wands,595,68,0,7,True,True
wands,596,64,0,7,True,True
wands,597,70,0,7,True,True
wands,598,35,0,7,True,True
wands,599,44,0,7,True,True
wands,600,43,0,7,True,True
wands,601,67,0,7,True,True
wands,602,65,0,7,True,True
wands,603,55,0,7,True,True
wands,604,64,0,7,True,True
wands,605,64,0,7,True,True
wands,606,62,0,7,True,True
wands,607,59,0,7,True,True
wands,608,62,0,7,True,True
wands,609,102,0,7,True,True
wands,610,64,0,7,True,True
wands,611,33,0,7,True,True
wands,612,100,0,7,True,True
wands,613,62,0,7,True,True
wands,614,21,0,7,True,True
wands,615,21,0,7,True,True
wands,616,21,0,7,True,True
wands,617,21,0,7,True,True
wands,618,21,0,7,True,True
wands,619,23,0,7,True,True
wands,620,24,0,7,True,True
wands,621,24,0,7,True,True
wands,622,21,0,7,True,True
wands,623,21,0,7,True,True
wands,624,21,0,7,True,True
wands,625,21,0,7,True,True
wands,626,23,0,7,True,True
wands,627,25,0,7,True,True
wands,628,24,0,7,True,True
wands,629,20,0,7,True,True
wands,630,17,0,7,True,True
wands,631,63,0,7,True,True
wands,632,47,0,7,True,True
wands,633,26,0,7,True,True
wands,634,13,0,7,True,True
wands,635,56,0,7,True,True
wands,636,45,0,7,True,True
wands,637,85,0,7,True,True
wands,638,71,0,7,True,True
wands,639,67,0,7,True,True
wands,640,82,0,7,True,True
wands,641,84,0,7,True,True
wands,642,84,0,7,True,True
wands,643,59,0,7,True,True
wands,644,59,0,7,True,True
wands,645,42,0,7,True,True
wands,646,62,0,7,True,True
wands,647,77,0,7,True,True
wands,648,28,0,7,True,True
wands,649,59,0,7,True,True
wands,650,59,0,7,True,True
wands,651,42,0,7,True,True
wands,652,31,0,7,True,True
wands,653,20,0,7,True,True
wands,654,27,0,7,True,True
wands,655,68,0,7,True,True
wands,656,67,0,7,True,True
wands,657,67,0,7,True,True
wands,658,59,0,7,True,True
wands,659,84,0,7,True,True
wands,660,47,0,7,True,True
wands,661,41,0,7,True,True
wands,662,40,0,7,True,True
wands,663,62,0,7,True,True
wands,664,117,0,7,True,True
wands,665,115,0,7,True,True
wands,666,29,0,7,True,True
wands,667,62,0,7,True,True
wands,668,40,0,7,True,True
wands,669,35,0,7,True,True
wands,670,21,0,7,True,True
wands,671,23,0,7,True,True
wands,672,24,0,7,True,True
wands,673,48,0,7,True,True
wands,674,48,0,7,True,True
wands,675,52,0,7,True,True
wands,676,48,0,7,True,True
wands,677,47,0,7,True,True
wands,678,14,0,7,True,True
wands,679,54,0,7,True,True
wands,680,54,0,7,True,True
wands,681,27,0,7,True,True
wands,682,34,0,7,True,True
wands,683,56,0,7,True,True
wands,684,49,0,7,True,True
wands,685,60,0,7,True,True
wands,686,52,0,7,True,True
wands,687,54,0,7,True,True
wands,688,55,0,7,True,True
wands,689,69,0,7,True,True
wands,690,60,0,7,True,True
wands,691,19,0,7,True,True
wands,692,17,0,7,True,True
wands,693,17,0,7,True,True
wands,694,30,0,7,True,True
wands,695,29,0,7,True,True
wands,696,39,0,7,True,True
wands,697,40,0,7,True,True
wands,698,52,0,7,True,True
wands,699,80,0,7,True,True
wands,700,77,0,7,True,True
wands,701,57,0,7,True,True
wands,702,60,0,7,True,True
wands,703,61,0,7,True,True
wands,704,49,0,7,True,True
wands,705,63,0,7,True,True
wands,706,65,0,7,True,True
wands,707,57,0,7,True,True
wands,708,66,0,7,True,True
wands,709,63,0,7,True,True
wands,710,71,0,7,True,True
wands,711,73,0,7,True,True
wands,712,72,0,7,True,True
wands,713,72,0,7,True,True
wands,714,73,0,7,True,True
wands,715,68,0,7,True,True
wands,716,96,0,7,True,True
wands,717,47,0,7,True,True
wands,718,86,0,7,True,True
wands,719,70,0,7,True,True
wands,720,65,0,7,True,True
wands,721,69,0,7,True,True
wands,722,73,0,7,True,True
wands,723,67,0,7,True,True
wands,724,43,0,7,True,True
wands,725,79,0,7,True,True
wands,726,53,0,7,True,True
wands,727,73,0,7,True,True
wands,728,72,0,7,True,True
wands,729,88,0,7,True,True
wands,730,90,0,7,True,True
wands,731,83,0,7,True,True
wands,732,88,0,7,True,True
wands,733,89,0,7,True,True
wands,734,88,0,7,True,True
wands,735,75,0,7,True,True
wands,736,97,0,7,True,True
wands,737,77,0,7,True,True
wands,738,96,0,7,True,True
wands,739,95,0,7,True,True
wands,740,42,0,7,True,True
wands,741,88,0,7,True,True
wands,742,54,0,7,True,True
wands,743,35,0,7,True,True
wands,744,36,0,7,True,True
wands,745,80,0,7,True,True
wands,746,74,0,7,True,True
wands,747,39,0,7,True,True
wands,748,56,0,7,True,True
wands,749,48,0,7,True,True
wands,750,53,0,7,True,True
wands,751,59,0,7,True,True
wands,752,39,0,7,True,True
wands,753,64,0,7,True,True
wands,754,75,0,7,True,True
wands,755,73,0,7,True,True
wands,756,35,0,7,True,True
wands,757,17,0,7,True,True
wands,758,8,0,7,True,True
wands,759,80,0,7,True,True
wands,760,100,0,7,True,True
wands,761,40,0,7,True,True
wands,762,26,0,7,True,True
wands,763,34,0,7,True,True
wands,764,155,0,7,True,True
wands,765,54,0,7,True,True
wands,766,81,0,7,True,True
wands,767,43,0,7,True,True
wands,768,31,0,7,True,True
wands,769,62,0,7,True,True
wands,770,18,0,7,True,True
wands,771,90,0,7,True,True
wands,772,88,0,7,True,True
wands,773,40,0,7,True,True
wands,774,42,0,7,True,True
wands,775,42,0,7,True,True
wands,776,34,0,7,True,True
wands,777,28,0,7,True,True
wands,778,73,0,7,True,True
wands,779,85,0,7,True,True
wands,780,35,0,7,True,True
wands,781,30,0,7,True,True
wands,782,90,0,7,True,True
wands,783,24,0,7,True,True
wands,784,16,0,7,True,True
wands,785,24,0,7,True,True
wands,786,40,0,7,True,True
wands,787,35,0,7,True,True
wands,788,28,0,7,True,True
wands,789,87,0,7,True,True
wands,790,28,0,7,True,True
wands,791,88,0,7,True,True
wands,792,21,0,7,True,True
wands,793,29,0,7,True,True
wands,794,17,0,7,True,True
wands,795,42,0,7,True,True
wands,796,93,0,7,True,True
wands,797,84,0,7,True,True
wands,798,81,0,7,True,True
wands,799,44,0,7,True,True
wands,800,36,0,7,True,True
wands,801,71,0,7,True,True
wands,802,24,0,7,True,True
wands,803,43,0,7,True,True
wands,804,42,0,7,True,True
wands,805,39,0,7,True,True
wands,806,31,0,7,True,True
wands,807,21,0,7,True,True
wands,808,38,0,7,True,True
wands,809,26,0,7,True,True
wands,810,53,0,7,True,True
wands,811,67,0,7,True,True
wands,812,24,0,7,True,True
wands,813,33,0,7,True,True
wands,814,39,0,7,True,True
wands,815,55,0,7,True,True
wands,816,64,0,7,True,True
wands,817,55,0,7,True,True
wands,818,84,0,7,True,True
wands,819,84,0,7,True,True
wands,820,83,0,7,True,True
wands,821,88,0,7,True,True
wands,822,83,0,7,True,True
wands,823,59,0,7,True,True
wands,824,68,0,7,True,True
wands,825,91,0,7,True,True
wands,826,85,0,7,True,True
wands,827,82,0,7,True,True
wands,828,81,0,7,True,True
wands,829,65,0,7,True,True
wands,830,38,0,7,True,True
wands,831,38,0,7,True,True
wands,832,38,0,7,True,True
wands,833,38,0,7,True,True
wands,834,85,0,7,True,True
wands,835,64,0,7,True,True
wands,836,43,0,7,True,True
wands,837,46,0,7,True,True
wands,838,47,0,7,True,True
wands,839,46,0,7,True,True
wands,840,36,0,7,True,True
wands,841,25,0,7,True,True
wands,842,61,0,7,True,True
wands,843,78,0,7,True,True
wands,844,78,0,7,True,True
wands,845,86,0,7,True,True
wands,846,41,0,7,True,True
wands,847,105,0,7,True,True
wands,848,72,0,7,True,True
wands,849,49,0,7,True,True
wands,850,60,0,7,True,True
wands,851,67,0,7,True,True
wands,852,83,0,7,True,True
wands,853,40,0,7,True,True
wands,854,76,0,7,True,True
wands,855,14,0,7,True,True
wands,856,45,0,7,True,True
wands,857,44,0,7,True,True
wands,858,84,0,7,True,True
wands,859,20,0,7,True,True
wands,860,38,0,7,True,True
wands,861,31,0,7,True,True
wands,862,17,0,7,True,True
wands,863,32,0,7,True,True
wands,864,38,0,7,True,True
wands,865,58,0,7,True,True
wands,866,93,0,7,True,True
wands,867,68,0,7,True,True
wands,868,106,0,7,True,True
wands,869,97,0,7,True,True
wands,870,52,0,7,True,True
wands,871,81,0,7,True,True
wands,872,58,0,7,True,True
wands,873,47,0,7,True,True
wands,874,25,0,7,True,True
wands,875,39,0,7,True,True
wands,876,90,0,7,True,True
wands,877,48,0,7,True,True
wands,878,54,0,7,True,True
wands,879,57,0,7,True,True
wands,880,34,0,7,True,True
wands,881,65,0,7,True,True
wands,882,109,0,7,True,True
wands,883,16,0,7,True,True
wands,884,43,0,7,True,True
wands,885,42,0,7,True,True
wands,886,42,0,7,True,True
wands,887,28,0,7,True,True
wands,888,55,0,7,True,True
wands,889,25,0,7,True,True
wands,890,58,0,7,True,True
wands,891,64,0,7,True,True
wands,892,53,0,7,True,True
wands,893,49,0,7,True,True
wands,894,25,0,7,True,True
wands,895,53,0,7,True,True
wands,896,50,0,7,True,True
wands,897,39,0,7,True,True
wands,898,31,0,7,True,True
wands,899,32,0,7,True,True
wands,900,31,0,7,True,True
wands,901,21,0,7,True,True
wands,902,86,0,7,True,True
wands,903,44,0,7,True,True
wands,904,19,0,7,True,True
wands,905,39,0,7,True,True
wands,906,80,0,7,True,True
wands,907,63,0,7,True,True
wands,908,40,0,7,True,True
wands,909,14,0,7,True,True
wands,910,62,0,7,True,True
wands,911,38,0,7,True,True
wands,912,21,0,7,True,True
wands,913,100,0,7,True,True
wands,914,50,0,7,True,True
wands,915,32,0,7,True,True
wands,916,56,0,7,True,True
wands,917,34,0,7,True,True
wands,918,47,0,7,True,True
wands,919,38,0,7,True,True
wands,920,34,0,7,True,True
wands,921,34,0,7,True,True
wands,922,44,0,7,True,True
wands,923,26,0,7,True,True
wands,924,21,0,7,True,True
