dataset,model,encoder_profile,population,K,reference,alternative,control_family,rank_origin,intervention,catalog_size,aggregation,eligible_queries,highest_relevance_pairs,raw_mean_schedule_recall,raw_mean_schedule_recall_ci_low,raw_mean_schedule_recall_ci_high,canonical_recall,canonical_recall_ci_low,canonical_recall_ci_high,delta_vs_mean_schedules,delta_vs_mean_schedules_ci_low,delta_vs_mean_schedules_ci_high
wands,minilm,native,historical_full,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.10936115317740758,0.09443371193904271,0.1272923973663832,0.10997251668629761,0.09474957568221869,0.1282180273111,0.0006113635088900114,-0.0009694660189038407,0.0022770853600885908
wands,minilm,native,historical_full,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.5669589235873604,0.5323962560281355,0.6001819787093572,0.5720724661371096,0.5376886033411611,0.6063635850512041,0.005113542549749123,-0.004802063280175056,0.01548733771399425
wands,minilm,native,historical_full,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.35186493914409106,0.31064150938457735,0.3984180453429097,0.3531213191990577,0.31192668954663355,0.4003775591655165,0.0012563800549666318,-0.0021239698839875904,0.004768048984571328
wands,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.29469993509336295,0.2600133336273994,0.33131393394930186,0.2922094598722375,0.2565659581293048,0.329134620788094,-0.002490475221125376,-0.016794218534324574,0.010892638176913483
wands,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.10610826799380253,0.08962070691193659,0.1267133792189302,0.10648387248227616,0.08986085792515919,0.12708727841828885,0.00037560448847363776,-0.0013382889730468165,0.0021078099946858896
wands,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.5661289419905646,0.5286381486139621,0.6038344332958028,0.5718680480868398,0.5333326226666957,0.6107254762813589,0.005739106096275246,-0.005917180610655395,0.0176824974677854
wands,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.34467748318163827,0.2979879147516791,0.3991472443151524,0.34611953612845675,0.29907869979219065,0.4012708921591944,0.0014420529468184304,-0.0021775733223195932,0.005194239135247149
wands,minilm,native,historical_full,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,379,25470,0.3010888168541307,0.26929433660804436,0.3339300679474461,0.25689660370522976,0.22559019461729068,0.2882690735321589,-0.044192213148901,-0.06565423865780057,-0.02388747544042739
wands,minilm,native,historical_full,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,379,25470,0.10936115317740758,0.09443371193904271,0.1272923973663832,0.09956811935610523,0.08591400640915604,0.1156537851149948,-0.009793033821302371,-0.014738946716583616,-0.0055522091965021225
wands,minilm,native,historical_full,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,379,25470,0.5669589235873604,0.5323962560281355,0.6001819787093572,0.5135798029888222,0.4767872356131357,0.5505916157727174,-0.05337912059853828,-0.07639751502828482,-0.031209508368992073
wands,minilm,native,historical_full,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,379,25470,0.35186493914409106,0.31064150938457735,0.3984180453429097,0.3305850019630938,0.29128452863717846,0.3754078937065276,-0.021279937180997247,-0.0342946375868539,-0.009533270276613244
wands,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,308,21299,0.29469993509336295,0.2600133336273994,0.33131393394930186,0.2617991738515672,0.2279308997493848,0.29793666947399555,-0.032900761241795785,-0.056341362786760295,-0.010488514442506489
wands,minilm,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,308,21299,0.10610826799380253,0.08962070691193659,0.1267133792189302,0.09671815578196159,0.08186283956289274,0.11517567414037534,-0.009390112211840931,-0.014733756958104357,-0.004987033574096469
wands,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,308,21299,0.5661289419905646,0.5286381486139621,0.6038344332958028,0.5197436051346941,0.47917706929697546,0.5608190175875687,-0.04638533685587032,-0.07138158472140886,-0.022291273279094144
wands,minilm,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,308,21299,0.34467748318163827,0.2979879147516791,0.3991472443151524,0.3238649701863937,0.27955293345233406,0.3759398518770336,-0.020812512995244576,-0.03448176715173968,-0.008498437784592729
wands,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994,query_macro,379,25470,0.3625358239413869,0.3285009875545462,0.39805355562786876,0.3620332070211739,0.3272385278150464,0.3982155541844643,-0.0005026169202129188,-0.004816385844357618,0.003831026355590855
wands,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994,pair_micro,379,25470,0.12586235907790677,0.10875404508151208,0.14661814866274744,0.12449941107184924,0.10734452790048925,0.14516372590291002,-0.0013629480060575465,-0.002466411904012052,-0.00033030297902832904
wands,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994,query_macro,379,25470,0.6408750599860136,0.6075512798273064,0.6730648095807403,0.637844862585538,0.6037593529865076,0.6710295527238982,-0.003030197400475758,-0.011181098277391395,0.004709605869981047
wands,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994,pair_micro,379,25470,0.40200235571260307,0.3542249417461978,0.4570559629928774,0.400942285041225,0.3535267137554546,0.45565939962662916,-0.0010600706713780944,-0.0035267213480372713,0.001362138339253281
wands,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994,query_macro,308,21299,0.36037983988205796,0.3221677869727566,0.3999168197731183,0.36072423810213533,0.32162891228295326,0.4008332749678611,0.0003443982200773417,-0.004559080877278575,0.005284758268220495
wands,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994,pair_micro,308,21299,0.1225946221485918,0.10350360920157554,0.14649862127711769,0.12155500258228086,0.10263913122653354,0.1454164844606259,-0.00103961956631096,-0.0021936946029272155,3.126401502799925e-05
wands,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994,query_macro,308,21299,0.6362025687113682,0.5990406536511302,0.6735925704476312,0.6323688141357365,0.5940743434535416,0.6703053741069634,-0.003833754575631562,-0.013964566319013957,0.005594106320203119
wands,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994,pair_micro,308,21299,0.3899109951506778,0.3364998470903774,0.4520255124448921,0.3887975961312738,0.33558925506042886,0.45059232639115715,-0.001113399019404001,-0.003705392819021318,0.0012955201656165525
wands,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.3625358239413869,0.3285009875545462,0.39805355562786876,0.3646413428787921,0.33016584265224913,0.40063520192431284,0.002105518937405195,-0.004196126836457015,0.009026485916022954
wands,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.12586235907790677,0.10875404508151208,0.14661814866274744,0.12642324303101687,0.1092972503140848,0.14724109401098012,0.000560883953110102,-0.0006274600728986293,0.0017936112212156878
wands,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.6408750599860136,0.6075512798273064,0.6730648095807403,0.6406514992586508,0.6066543273719995,0.6730034922303865,-0.00022356072736283086,-0.005629344209198672,0.0052688057018358625
wands,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.40200235571260307,0.3542249417461978,0.4570559629928774,0.40086376128778956,0.35273411080955097,0.4561051737975489,-0.001138594424813508,-0.0038992249999043565,0.0015096188111939953
wands,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.36037983988205796,0.3221677869727566,0.3999168197731183,0.3627554499887388,0.3239496300782772,0.40346971262584763,0.0023756101066808206,-0.004988239652483674,0.010874376140857204
wands,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.1225946221485918,0.10350360920157554,0.14649862127711769,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.0006036500707612031,-0.0005504914236680986,0.0018004631090975537
wands,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.6362025687113682,0.5990406536511302,0.6735925704476312,0.6360915509016335,0.597963193635715,0.674167438879603,-0.00011101780973468196,-0.006089920628111833,0.0057705384562796
wands,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.3899109951506778,0.3364998470903774,0.4520255124448921,0.3901591624019907,0.3364435178103718,0.4524384624520247,0.0002481672513129346,-0.0019288043410887001,0.0024400533305864954
wands,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.3625358239413869,0.3285009875545462,0.39805355562786876,0.3664869328731114,0.3316709132923896,0.40291989272525225,0.003951108931724572,-0.0007720594802399054,0.009354485964441371
wands,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.12586235907790677,0.10875404508151208,0.14661814866274744,0.12583431488025126,0.10856491810336918,0.1465002114236136,-2.8044197655505256e-05,-0.0011623077650810044,0.0011027945394583257
wands,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.6408750599860136,0.6075512798273064,0.6730648095807403,0.640296694476435,0.6061840631967554,0.673404021384883,-0.0005783655095787223,-0.008454674988065843,0.007121305468937544
wands,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.40200235571260307,0.3542249417461978,0.4570559629928774,0.403219473890852,0.35520089354773965,0.458030882689044,0.0012171181782489177,-0.0014033495587494388,0.0037610064353315515
wands,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.36037983988205796,0.3221677869727566,0.3999168197731183,0.3648319471301408,0.32594680843779616,0.40520487436267416,0.0044521072480828375,3.3543626439682666e-05,0.009323063080387713
wands,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.1225946221485918,0.10350360920157554,0.14649862127711769,0.122963519414057,0.10390126170437373,0.14689607766791463,0.0003688972654651792,-0.0008070422350873723,0.0015581487768436002
wands,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.6362025687113682,0.5990406536511302,0.6735925704476312,0.635647927691668,0.5978617383501229,0.6739888410387552,-0.0005546410197000108,-0.01004164486183128,0.008796626577328576
wands,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.3899109951506778,0.3364998470903774,0.4520255124448921,0.39048781632940516,0.33680708995843345,0.4528053977835913,0.0005768211787273668,-0.0022904553996959238,0.0032495676909269308
wands,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,379,25470,0.3625358239413869,0.3285009875545462,0.39805355562786876,0.35762112349380687,0.32205735543684455,0.394413332232358,-0.004914700447579962,-0.017555869061163305,0.007720501389658501
wands,bge_base,native,historical_full,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,379,25470,0.12586235907790677,0.10875404508151208,0.14661814866274744,0.12135846093443267,0.10448885855138032,0.1418946661483903,-0.0045038981434741155,-0.007870261201172377,-0.0012730832758486867
wands,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,379,25470,0.6408750599860136,0.6075512798273064,0.6730648095807403,0.6343233673918015,0.5981138521076824,0.6691560411353846,-0.0065516925942122215,-0.02158486106084149,0.008868674376971267
wands,bge_base,native,historical_full,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,379,25470,0.40200235571260307,0.3542249417461978,0.4570559629928774,0.3933647428347075,0.3459615771628575,0.44749805244788105,-0.008637612877895566,-0.017216650928391166,-0.000616039110090042
wands,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,308,21299,0.36037983988205796,0.3221677869727566,0.3999168197731183,0.3631375249367437,0.3232936146818521,0.4042752123996834,0.002757685054685749,-0.009909885346117454,0.016131240663337564
wands,bge_base,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,308,21299,0.1225946221485918,0.10350360920157554,0.14649862127711769,0.11859711723555097,0.09980073493057406,0.14184147172310382,-0.0039975049130408545,-0.007777079307202152,-0.0005742530673259092
wands,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,query_macro,308,21299,0.6362025687113682,0.5990406536511302,0.6735925704476312,0.6333707550421745,0.5932564445538262,0.673263829833007,-0.002831813669193539,-0.020075680070065337,0.014893778409251376
wands,bge_base,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,pair_micro,308,21299,0.3899109951506778,0.3364998470903774,0.4520255124448921,0.3842433917085309,0.33131299148923515,0.4458341054916445,-0.005667603442146852,-0.01437311147382482,0.0022564225092687636
wands,gte_modernbert,native,historical_full,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.35712778085317737,0.3228537437224295,0.39203983252204355,0.35702886759493035,0.32208102193437205,0.39262419119850733,-9.891325824707546e-05,-0.005296454591220647,0.005911540238546987
wands,gte_modernbert,native,historical_full,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.1242582309720119,0.10703811433368549,0.14500197382498772,0.12414605418138987,0.10682342906682364,0.1449941487193838,-0.0001121767906220192,-0.0013711302114433617,0.0011684920860898507
wands,gte_modernbert,native,historical_full,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.6291055008897437,0.5948999232079764,0.6627376150606594,0.6311649911172531,0.5966455714211788,0.6651106951977288,0.002059490227509421,-0.0034656930423239236,0.007866383553859508
wands,gte_modernbert,native,historical_full,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.38794660384766394,0.3409121294836347,0.4420474065497221,0.3873184138201806,0.3405381275482698,0.441158558429623,-0.0006281900274833137,-0.0031186329414329052,0.0017988702738862311
wands,gte_modernbert,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.35602832973956766,0.31780346472861865,0.39576932924891955,0.3574506102489512,0.3186388232308594,0.39741501317100164,0.0014222805093835748,-0.0046925544555093375,0.00835624219930541
wands,gte_modernbert,native,primary_existing_evaluation,20,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.12099830307257885,0.10213958055039274,0.14456841213119973,0.12150805202122165,0.10219973924857975,0.14516698802185102,0.0005097489486427945,-0.0007717037481368736,0.0018263074739716188
wands,gte_modernbert,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.6256632572175707,0.5875052146819981,0.6631065846097519,0.6263038693607819,0.587948989160287,0.6640458136821764,0.000640612143211225,-0.004404283994919084,0.006055111982019963
wands,gte_modernbert,native,primary_existing_evaluation,100,raw_mean_over_seven_schedules,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.37735507367884474,0.32518126627077937,0.4376507261800921,0.3767313019390582,0.32492144423894637,0.4367966260908647,-0.0006237717397865751,-0.003111346094608345,0.0017812437290764137
wands,gte_modernbert,native,historical_full,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.35712778085317737,0.3228537437224295,0.39203983252204355,0.3516635760864776,0.3172643833528861,0.38719897114335766,-0.005464204766699769,-0.01046447693869121,-0.00045081568273990386
wands,gte_modernbert,native,historical_full,20,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,379,25470,0.1242582309720119,0.10703811433368549,0.14500197382498772,0.12355712603062427,0.10640731774871352,0.14433791211787148,-0.0007011049413876257,-0.001996427655173914,0.0006273115556248423
wands,gte_modernbert,native,historical_full,100,raw_mean_over_seven_schedules,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,379,25470,0.6291055008897437,0.5948999232079764,0.6627376150606594,0.6258545789944364,0.59161840664165,0.6595594797108084,-0.0032509218953072614,-0.012601843180194168,0.006479413426263453
