query_id,retained,newly_included,newly_omitted,absent_in_both,relevant_count,reference_recall,alternative_recall,gain_fraction,loss_fraction,net_delta,membership_change_fraction,any_membership_change,exact_zero_net_with_changes,positive_net,negative_net,dataset,model,encoder_profile,population,K,reference,alternative,control_family,rank_origin,intervention,catalog_size
63,13,3,3,53,72,0.2222222222222222,0.2222222222222222,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
64,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
65,4,0,1,33,38,0.13157894736842105,0.10526315789473684,0.0,0.02631578947368421,-0.02631578947368421,0.02631578947368421,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
66,1,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
68,10,3,3,73,89,0.14606741573033707,0.14606741573033707,0.033707865168539325,0.033707865168539325,0.0,0.06741573033707865,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
69,1,0,0,12,13,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
70,1,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
71,5,3,3,36,47,0.1702127659574468,0.1702127659574468,0.06382978723404255,0.06382978723404255,0.0,0.1276595744680851,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
72,13,4,4,64,85,0.2,0.2,0.047058823529411764,0.047058823529411764,0.0,0.09411764705882353,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
74,2,0,1,0,3,1.0,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
75,1,0,0,3,4,0.25,0.25,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
76,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
77,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
78,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
80,7,4,2,26,39,0.23076923076923078,0.28205128205128205,0.10256410256410256,0.05128205128205128,0.05128205128205128,0.15384615384615385,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
81,2,1,3,69,75,0.06666666666666667,0.04,0.013333333333333334,0.04,-0.02666666666666667,0.05333333333333334,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
82,1,2,3,47,53,0.07547169811320754,0.05660377358490566,0.03773584905660377,0.05660377358490566,-0.018867924528301886,0.09433962264150944,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
84,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
86,4,2,1,8,15,0.3333333333333333,0.4,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.2,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
88,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
89,4,6,2,56,68,0.08823529411764706,0.14705882352941177,0.08823529411764706,0.029411764705882353,0.058823529411764705,0.11764705882352941,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
91,1,1,0,6,8,0.125,0.25,0.125,0.0,0.125,0.125,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
93,0,0,0,58,58,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
94,0,0,1,3,4,0.25,0.0,0.0,0.25,-0.25,0.25,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
95,0,0,0,49,49,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
96,8,5,3,59,75,0.14666666666666667,0.17333333333333334,0.06666666666666667,0.04,0.02666666666666667,0.10666666666666667,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
97,0,0,1,0,1,1.0,0.0,0.0,1.0,-1.0,1.0,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
100,9,5,3,194,211,0.05687203791469194,0.06635071090047394,0.023696682464454975,0.014218009478672985,0.009478672985781991,0.037914691943127965,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
101,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
102,15,5,5,32,57,0.3508771929824561,0.3508771929824561,0.08771929824561403,0.08771929824561403,0.0,0.17543859649122806,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
103,11,2,6,211,230,0.07391304347826087,0.05652173913043478,0.008695652173913044,0.02608695652173913,-0.017391304347826087,0.034782608695652174,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
104,4,0,0,8,12,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
105,18,2,2,40,62,0.3225806451612903,0.3225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.06451612903225806,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
106,16,0,2,18,36,0.5,0.4444444444444444,0.0,0.05555555555555555,-0.05555555555555555,0.05555555555555555,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
107,1,0,2,40,43,0.06976744186046512,0.023255813953488372,0.0,0.046511627906976744,-0.046511627906976744,0.046511627906976744,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
108,19,1,1,60,81,0.24691358024691357,0.24691358024691357,0.012345679012345678,0.012345679012345678,0.0,0.024691358024691357,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
109,16,4,4,15,39,0.5128205128205128,0.5128205128205128,0.10256410256410256,0.10256410256410256,0.0,0.20512820512820512,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
111,15,4,2,48,69,0.2463768115942029,0.2753623188405797,0.057971014492753624,0.028985507246376812,0.028985507246376812,0.08695652173913043,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
112,10,10,10,236,266,0.07518796992481203,0.07518796992481203,0.03759398496240601,0.03759398496240601,0.0,0.07518796992481203,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
113,12,7,8,48,75,0.26666666666666666,0.25333333333333335,0.09333333333333334,0.10666666666666667,-0.013333333333333334,0.2,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
114,0,0,1,2,3,0.3333333333333333,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
115,17,3,3,179,202,0.09900990099009901,0.09900990099009901,0.01485148514851485,0.01485148514851485,0.0,0.0297029702970297,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
117,3,2,1,122,128,0.03125,0.0390625,0.015625,0.0078125,0.0078125,0.0234375,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
118,11,8,3,72,94,0.14893617021276595,0.20212765957446807,0.0851063829787234,0.031914893617021274,0.05319148936170213,0.11702127659574468,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
119,7,2,1,148,158,0.05063291139240506,0.056962025316455694,0.012658227848101266,0.006329113924050633,0.006329113924050633,0.0189873417721519,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
120,15,0,0,18,33,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
121,11,8,7,700,726,0.024793388429752067,0.026170798898071626,0.011019283746556474,0.009641873278236915,0.0013774104683195593,0.02066115702479339,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
122,9,4,5,357,375,0.037333333333333336,0.034666666666666665,0.010666666666666666,0.013333333333333334,-0.0026666666666666666,0.024,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
123,1,1,1,184,187,0.0106951871657754,0.0106951871657754,0.0053475935828877,0.0053475935828877,0.0,0.0106951871657754,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
124,1,2,2,319,324,0.009259259259259259,0.009259259259259259,0.006172839506172839,0.006172839506172839,0.0,0.012345679012345678,True,True,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
125,1,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
126,6,6,9,220,241,0.06224066390041494,0.04979253112033195,0.024896265560165973,0.03734439834024896,-0.012448132780082987,0.06224066390041494,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
127,10,5,6,138,159,0.10062893081761007,0.09433962264150944,0.031446540880503145,0.03773584905660377,-0.006289308176100629,0.06918238993710692,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
128,7,5,4,97,113,0.09734513274336283,0.10619469026548672,0.04424778761061947,0.035398230088495575,0.008849557522123894,0.07964601769911504,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
129,2,0,0,26,28,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,False,False,False,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
130,2,1,0,184,187,0.0106951871657754,0.016042780748663103,0.0053475935828877,0.0,0.0053475935828877,0.0053475935828877,True,False,True,False,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
131,8,6,8,151,173,0.09248554913294797,0.08092485549132948,0.03468208092485549,0.046242774566473986,-0.011560693641618497,0.08092485549132948,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
132,4,0,2,36,42,0.14285714285714285,0.09523809523809523,0.0,0.047619047619047616,-0.047619047619047616,0.047619047619047616,True,False,False,True,wands,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,42994
