dataset,model,encoder_profile,population,target_support,K,intervention,competitors,catalog_size,eligible_queries,highest_relevance_pairs,bootstrap_draws,bootstrap_seed,aggregation,Always,Always_ci_low,Always_ci_high,VI,VI_ci_low,VI_ci_high,Never,Never_ci_low,Never_ci_high,mean_over_seven_schedules_Recall,mean_over_seven_schedules_Recall_ci_low,mean_over_seven_schedules_Recall_ci_high,C0_Recall,C0_Recall_ci_low,C0_Recall_ci_high,mean_schedule_inclusion,mean_schedule_inclusion_ci_low,mean_schedule_inclusion_ci_high,C0_inclusion,C0_inclusion_ci_low,C0_inclusion_ci_high
wands,minilm,native,primary_existing_evaluation,full,100,catalog_wide,same raw schedule as target,42994,308,21299,10000,2026091701,query_macro,0.4515108535953754,0.41119566887542125,0.4942152820522096,0.21893847451519538,0.19698776180692903,0.2415823002025525,0.32955067188942916,0.2949566720076421,0.3651994945863714,0.5661289419905646,0.5286381486139621,0.6038344332958028,0.5788332820924585,0.540442339286388,0.6168707106396457,,,,,,
wands,minilm,native,primary_existing_evaluation,full,100,catalog_wide,same raw schedule as target,42994,308,21299,10000,2026091701,pair_micro,0.2307620076059909,0.19173985725829842,0.27786701483030013,0.24381426358044977,0.22383532304842324,0.2663715312816719,0.5254237288135594,0.46594437209675554,0.5771802081368834,0.34467748318163827,0.2979879147516791,0.3991472443151524,0.3508615427954364,0.3036609701883993,0.40645022360044597,,,,,,
wands,minilm,native,primary_existing_evaluation,fully_fitting,20,catalog_wide,same raw schedule as target,42994,118,925,10000,2026091701,query_macro,0.1825378545253861,0.13026233913359736,0.23958845164551176,0.11375349325521483,0.07699517461760018,0.15449313414947785,0.7037086522193989,0.6394873729144737,0.7640974292471592,0.22887518484353925,0.17474475930933542,0.28610827668780725,0.23686423760084802,0.1797818155284399,0.29674422128256756,,,,,,
wands,minilm,native,primary_existing_evaluation,fully_fitting,20,catalog_wide,same raw schedule as target,42994,118,925,10000,2026091701,pair_micro,0.15243243243243243,0.1185720625176523,0.19035283572359843,0.11351351351351352,0.08716065029124197,0.14285714285714285,0.7340540540540541,0.6790102811841943,0.7834056784625644,0.20571428571428574,0.16294403439744362,0.2527648763336701,0.20972972972972972,0.16683698703939406,0.25749646439600854,,,,,,
wands,minilm,native,primary_existing_evaluation,fully_fitting,100,catalog_wide,same raw schedule as target,42994,118,925,10000,2026091701,query_macro,0.4938108713603493,0.41997478515468517,0.5659901722064262,0.15629330259991067,0.11372996022434782,0.20160039247895079,0.34989582603974007,0.28282942522994065,0.42028904939293205,0.5804108941951336,0.5106298854991709,0.6470016870659415,0.5784981631600611,0.5066346877850241,0.6497142652072946,,,,,,
wands,minilm,native,primary_existing_evaluation,fully_fitting,100,catalog_wide,same raw schedule as target,42994,118,925,10000,2026091701,pair_micro,0.4908108108108108,0.4155814369117122,0.5654871635541692,0.16,0.12925134036665514,0.19041803614974345,0.3491891891891892,0.2785514577133803,0.4232577519379845,0.5768339768339769,0.5015824473681034,0.6491027274844239,0.5740540540540541,0.5014134961016885,0.6439079822616407,,,,,,
wands,minilm,native,historical_full,full,20,target_only,"raw C0, fixed",42994,379,25470,10000,2026091701,query_macro,0.20916213584589358,0.17754443374448337,0.24120857532241496,0.18958571167086913,0.1685551577825194,0.2120350831047587,0.6012521524832374,0.5671048020701392,0.6351896071230366,,,,,,,0.2939684399173015,0.2623295907590446,0.32640313877140226,0.3116087338512682,0.27801072857391435,0.34597856531869
wands,minilm,native,historical_full,full,20,target_only,"raw C0, fixed",42994,379,25470,10000,2026091701,pair_micro,0.054063604240282684,0.044877911292589,0.0652332081907084,0.12716921868865333,0.11368344830559028,0.1430545156071194,0.818767177071064,0.7939536250292878,0.8398757819331898,,,,,,,0.10501430254080431,0.09056715071319209,0.12225051664668833,0.10954063604240283,0.09445795073762142,0.12773006123777084
wands,minilm,native,historical_full,full,100,target_only,"raw C0, fixed",42994,379,25470,10000,2026091701,query_macro,0.4423176266489227,0.4046550742469541,0.4794875971913752,0.22761236718972794,0.20769419382796422,0.2481868406624954,0.33007000616134935,0.2990438982939545,0.36205011070516835,,,,,,,0.5573768231417051,0.5227245006659618,0.590800291373749,0.5785295101514185,0.5435490722417283,0.6123550825194395
wands,minilm,native,historical_full,full,100,target_only,"raw C0, fixed",42994,379,25470,10000,2026091701,pair_micro,0.22889674126423243,0.19465897610901564,0.26910128238163494,0.24577934825284647,0.22756456261051325,0.2656348060761541,0.525323910482921,0.4746414433174458,0.5703556428605642,,,,,,,0.34215042907622406,0.301685060889322,0.3885351252703656,0.3583431488025128,0.31636439707496616,0.405800629162043
wands,minilm,native,historical_full,fully_fitting,20,target_only,"raw C0, fixed",42994,149,1402,10000,2026091701,query_macro,0.17208382192743155,0.12762553946752342,0.22101172018517948,0.10961496894198867,0.07702582049391189,0.14411892667916112,0.7183012091305798,0.6635772762486409,0.7710925964823471,,,,,,,0.21845620926404472,0.17290908711872216,0.2675599622214881,0.2238695507837208,0.17616785974343097,0.27487070079448106
wands,minilm,native,historical_full,fully_fitting,20,target_only,"raw C0, fixed",42994,149,1402,10000,2026091701,pair_micro,0.1355206847360913,0.10920355710994374,0.16666955017301033,0.09914407988587731,0.07833089311859444,0.12468649542037923,0.7653352353780314,0.7192982456140351,0.8028353534430478,,,,,,,0.1807621764825759,0.1492295936972399,0.2191178862773981,0.1861626248216833,0.15358861798530146,0.2261024047764406
wands,minilm,native,historical_full,fully_fitting,100,target_only,"raw C0, fixed",42994,149,1402,10000,2026091701,query_macro,0.47164109626351225,0.4090090409437522,0.5340630376377027,0.1463947625067788,0.10899176018258225,0.186919070935741,0.381964141229709,0.32006856674228784,0.4462396308149938,,,,,,,0.5535781446272259,0.49125684926079943,0.6134572889702665,0.5633131161825168,0.4995888168267191,0.6261219781235857
wands,minilm,native,historical_full,fully_fitting,100,target_only,"raw C0, fixed",42994,149,1402,10000,2026091701,pair_micro,0.4629101283880171,0.4052564392952147,0.5235164558896117,0.1768901569186876,0.1399824821760043,0.21182698377130738,0.3601997146932953,0.30260437668074425,0.4258422755570118,,,,,,,0.5539025881393926,0.4903782145642508,0.6132100954222888,0.5649072753209701,0.5054555894737153,0.6199738994098198
wands,minilm,native,primary_existing_evaluation,full,20,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,query_macro,0.20187569293105329,0.16834748120508972,0.2371912679549437,0.19446508831837642,0.17117692686520236,0.21943483597560465,0.6036592187505704,0.565316557013757,0.6414059535596099,,,,,,,0.2885500872947449,0.2541929554081054,0.32535026620291807,0.30808505676265363,0.2710145128159665,0.34671406905840585
wands,minilm,native,primary_existing_evaluation,full,20,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,pair_micro,0.051974271092539555,0.04197009228418832,0.0645839058166053,0.12465373961218837,0.1092385781613149,0.14312730608700977,0.8233719892952721,0.7946034025589759,0.8471896829420743,,,,,,,0.10208393418872784,0.08606509358935585,0.1220087761294297,0.10671862528757219,0.08996832229908648,0.12742355118701645
wands,minilm,native,primary_existing_evaluation,full,100,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,query_macro,0.4421728023886018,0.40198802258007166,0.4846281632268034,0.22454830327952902,0.20152378806904314,0.24814798527555493,0.33327889433186914,0.29809654142281766,0.3688657588544389,,,,,,,0.5566158518634684,0.5186157077369764,0.5947429068542547,0.5788332820924585,0.540442339286388,0.6168707106396457
wands,minilm,native,primary_existing_evaluation,full,100,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,pair_micro,0.22362552232499178,0.18486960988909942,0.27018913929975386,0.24057467486736467,0.22047111706393335,0.2630413193168308,0.5357998028076435,0.47586723142885645,0.5868672324642304,,,,,,,0.3342947019645456,0.2885374811307435,0.3881305349785543,0.3508615427954364,0.3036609701883993,0.40645022360044597
wands,minilm,native,primary_existing_evaluation,fully_fitting,20,target_only,"raw C0, fixed",42994,118,925,10000,2026091701,query_macro,0.1850016616317871,0.1322660417942782,0.24178407015956807,0.10592003260303642,0.07014955182135496,0.14508965856504083,0.7090783057651764,0.6450686064544042,0.7692252543428115,,,,,,,0.23192368721499668,0.17818335435678379,0.289689055834875,0.23686423760084802,0.1797818155284399,0.29674422128256756
wands,minilm,native,primary_existing_evaluation,fully_fitting,20,target_only,"raw C0, fixed",42994,118,925,10000,2026091701,pair_micro,0.1535135135135135,0.11770680147058823,0.19371085646547467,0.10378378378378378,0.07743286875918376,0.13255416002126527,0.7427027027027027,0.6864214132832139,0.7926213219674647,,,,,,,0.20386100386100386,0.16152258997702712,0.2515576724467386,0.20972972972972972,0.16683698703939406,0.25749646439600854
wands,minilm,native,primary_existing_evaluation,fully_fitting,100,target_only,"raw C0, fixed",42994,118,925,10000,2026091701,query_macro,0.49246792175376664,0.4188370619816026,0.5638047561497934,0.1398899997144781,0.09720952072821645,0.18692195489321378,0.36764207853175523,0.2976788535313349,0.4396332003869714,,,,,,,0.5711314998457042,0.500447227498813,0.6391921759761501,0.5784981631600611,0.5066346877850241,0.6497142652072946
wands,minilm,native,primary_existing_evaluation,fully_fitting,100,target_only,"raw C0, fixed",42994,118,925,10000,2026091701,pair_micro,0.4972972972972973,0.42164093072188463,0.5708920250137098,0.14162162162162162,0.11315219681661498,0.16913466055907914,0.36108108108108106,0.2917081313347441,0.4346566939302625,,,,,,,0.5697297297297297,0.4950005842331994,0.6416048505409866,0.5740540540540541,0.5014134961016885,0.6439079822616407
wands,bge_base,native,historical_full,full,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,query_macro,0.30620963722082445,0.2713318348563188,0.34215072403594193,0.1205155301548153,0.10592529898421467,0.13651711354139515,0.5732748326243603,0.5378710071800934,0.6070086002079766,0.3625358239413869,0.3285009875545462,0.39805355562786876,0.36211107237284224,0.327536451458113,0.39810930363148156,,,,,,
wands,bge_base,native,historical_full,full,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,pair_micro,0.08472712995681193,0.07157931623190664,0.10105767896270813,0.09407145661562623,0.08381872114303045,0.10600078251016684,0.8212014134275618,0.7947918349414488,0.8432799529078208,0.12586235907790677,0.10875404508151208,0.14661814866274744,0.12575579112681587,0.10837066445925672,0.14670108596288697,,,,,,
wands,bge_base,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,query_macro,0.5757691159578767,0.5393704557590152,0.6114537984237111,0.1252134032905701,0.10908238837897846,0.14173953304600675,0.29901748075155316,0.26908655841097656,0.3295265149568108,0.6408750599860136,0.6075512798273064,0.6730648095807403,0.6374575868109743,0.6033994966485271,0.6702268048307144,,,,,,
wands,bge_base,native,historical_full,full,100,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,pair_micro,0.3291715744012564,0.2844818801530948,0.38111177775318356,0.1513937966234786,0.13842480992505543,0.16576677236950374,0.519434628975265,0.4626460730119082,0.5695921373179635,0.40200235571260307,0.3542249417461978,0.4570559629928774,0.40333725952100513,0.3553200600376055,0.4584333266867023,,,,,,
wands,bge_base,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,292,8536,10000,2026091701,query_macro,0.21200635721511524,0.17930348705004237,0.2473309166112353,0.08692675285740147,0.07162376326217786,0.10387759611170717,0.7010668899274832,0.6635721611096252,0.737006054789442,0.249322945530125,0.21581669751973714,0.285101898139125,0.24751899528318236,0.21345651217013223,0.2835578214390732,,,,,,
wands,bge_base,native,historical_full,fully_fitting,20,catalog_wide,same raw schedule as target,42994,292,8536,10000,2026091701,pair_micro,0.1165651358950328,0.09853422220742196,0.13750451336159256,0.0905576382380506,0.08056388281450991,0.10154196514293896,0.7928772258669166,0.764629008733797,0.8173789279936821,0.15796960771187574,0.13680246828381012,0.1820538537328152,0.15850515463917525,0.13706244206843776,0.1831518740469912,,,,,,
wands,bge_base,native,historical_full,fully_fitting,100,catalog_wide,same raw schedule as target,42994,292,8536,10000,2026091701,query_macro,0.5069611147718469,0.4639006265458768,0.5509112177613404,0.11699437795282806,0.09569319939745423,0.1399670052242195,0.376044507275325,0.3347687705671594,0.4168440203470276,0.5690613714128863,0.5274489253312407,0.6110261684167442,0.554242292873306,0.5119571105835136,0.5978689997805364,,,,,,
wands,bge_base,native,historical_full,fully_fitting,100,catalog_wide,same raw schedule as target,42994,292,8536,10000,2026091701,pair_micro,0.4438847235238988,0.39225083432391256,0.497507817275656,0.1330834114339269,0.11624065251152911,0.14988222215484098,0.4230318650421743,0.3718944497401289,0.47556115101978796,0.5095729013254787,0.4582676968207122,0.5611723079329303,0.5071462043111528,0.4551550386510365,0.5593601254291527,,,,,,
wands,bge_base,native,primary_existing_evaluation,full,20,catalog_wide,same raw schedule as target,42994,308,21299,10000,2026091701,query_macro,0.3047234009976918,0.26566395410641097,0.3454103575776147,0.11931807342696618,0.10264131453009083,0.13753628941350593,0.575958525575342,0.5371682258380233,0.6145506168581808,0.36037983988205796,0.3221677869727566,0.3999168197731183,0.3610458935456568,0.32234110988792,0.40080520328431013,,,,,,
wands,bge_base,native,primary_existing_evaluation,full,20,catalog_wide,same raw schedule as target,42994,308,21299,10000,2026091701,pair_micro,0.08296164139161463,0.06813040384219411,0.10176594565966124,0.09108408845485703,0.07988241206666348,0.10468142387596921,0.8259542701535283,0.7956871427374306,0.8503542273861953,0.1225946221485918,0.10350360920157554,0.14649862127711769,0.12240011268134654,0.10310943079444938,0.14658100712067268,,,,,,
wands,bge_base,native,primary_existing_evaluation,full,100,catalog_wide,same raw schedule as target,42994,308,21299,10000,2026091701,query_macro,0.5718027461163259,0.5306988590145487,0.6129927183158344,0.12304874805427349,0.10489639004814211,0.14296224835626217,0.3051485058294007,0.27061194729752447,0.3398129414599693,0.6362025687113682,0.5990406536511302,0.6735925704476312,0.6317092063148236,0.5936757829178481,0.6699870540200548,,,,,,
wands,bge_base,native,primary_existing_evaluation,full,100,catalog_wide,same raw schedule as target,42994,308,21299,10000,2026091701,pair_micro,0.3195924691300061,0.26956911712503223,0.3781430142143363,0.1460631954551857,0.13172889608682364,0.1620028357855671,0.5343443354148082,0.469576270439219,0.5903282623644899,0.3899109951506778,0.3364998470903774,0.4520255124448921,0.3902530635241091,0.3365037705370085,0.452850268948268,,,,,,
wands,bge_base,native,primary_existing_evaluation,fully_fitting,20,catalog_wide,same raw schedule as target,42994,239,6797,10000,2026091701,query_macro,0.2119740808266966,0.17667372937762163,0.2511209185799645,0.0838461901045228,0.06719582114265601,0.10187555960938394,0.7041797290687806,0.66253691115708,0.7430321979285124,0.2465511962557684,0.21005556910666373,0.2863432833189894,0.24722307589324088,0.21041623646007337,0.2871081750823963,,,,,,
wands,bge_base,native,primary_existing_evaluation,fully_fitting,20,catalog_wide,same raw schedule as target,42994,239,6797,10000,2026091701,pair_micro,0.1184346035015448,0.09820554263968144,0.1423102808162819,0.09048109460055907,0.07942579115003012,0.10384388389792838,0.7910843018978961,0.7575945120868728,0.81926055846577,0.1596082305218689,0.13589190608429016,0.18727053759899076,0.15933500073561865,0.13510306057910354,0.18727588240802528,,,,,,
wands,bge_base,native,primary_existing_evaluation,fully_fitting,100,catalog_wide,same raw schedule as target,42994,239,6797,10000,2026091701,query_macro,0.5051095477047355,0.45668102965104246,0.5527357805325506,0.1121575065915725,0.08886032762789775,0.13826859234651145,0.382732945703692,0.337584394455816,0.42894711252773804,0.5651602987194306,0.5190771625488837,0.611267802714186,0.5449472001781215,0.49736658628914665,0.5924940730985994,,,,,,
wands,bge_base,native,primary_existing_evaluation,fully_fitting,100,catalog_wide,same raw schedule as target,42994,239,6797,10000,2026091701,pair_micro,0.44460791525673093,0.38831525145517026,0.5069358771465481,0.12843901721347653,0.10933456192900076,0.14818050602510036,0.42695306752979256,0.365016638225256,0.48523240748519425,0.5077660312322664,0.45121358928953054,0.568959368915126,0.50404590260409,0.4470972864170135,0.5658589847031914,,,,,,
wands,bge_base,native,historical_full,full,20,target_only,"raw C0, fixed",42994,379,25470,10000,2026091701,query_macro,0.3018841175521549,0.2671454637877338,0.33793796309728596,0.11363699202385397,0.09909390086712934,0.12961908567945196,0.5844788904239911,0.5489337826861993,0.618747085051675,,,,,,,0.3588736456861911,0.32451732781015047,0.39433816930020754,0.36211107237284224,0.327536451458113,0.39810930363148156
wands,bge_base,native,historical_full,full,20,target_only,"raw C0, fixed",42994,379,25470,10000,2026091701,pair_micro,0.08445229681978798,0.07101801989040137,0.10092727882872568,0.0884177463682764,0.07841633826900352,0.10018072051682962,0.8271299568119356,0.8006242628756862,0.8491444438707738,,,,,,,0.122654102866117,0.10530117387119235,0.14352529683105253,0.12575579112681587,0.10837066445925672,0.14670108596288697
wands,bge_base,native,historical_full,full,100,target_only,"raw C0, fixed",42994,379,25470,10000,2026091701,query_macro,0.5727827978389274,0.5360378123358056,0.6089350202468076,0.12495173601025344,0.1087239834189703,0.14182650588490162,0.3022654661508191,0.27229393783803096,0.3331346991397122,,,,,,,0.6369090978633839,0.6035562158087692,0.6693904536672225,0.6374575868109743,0.6033994966485271,0.6702268048307144
wands,bge_base,native,historical_full,full,100,target_only,"raw C0, fixed",42994,379,25470,10000,2026091701,pair_micro,0.32383195916764823,0.2781824958771678,0.37649615185007496,0.14911660777385158,0.13631820664413238,0.16341465045156126,0.5270514330585002,0.46880024683865634,0.5784385430042894,,,,,,,0.3945201637781143,0.3457704722854829,0.4499514444043133,0.40333725952100513,0.3553200600376055,0.4584333266867023
wands,bge_base,native,historical_full,fully_fitting,20,target_only,"raw C0, fixed",42994,292,8536,10000,2026091701,query_macro,0.21396617835179088,0.18087353064030395,0.2496807928344871,0.07670554532434913,0.06251240930227779,0.0920761295350626,0.7093282763238601,0.6721484422088928,0.7452366439227811,,,,,,,0.24589020352003213,0.21229850677870463,0.2818629778539509,0.24751899528318236,0.21345651217013223,0.2835578214390732
wands,bge_base,native,historical_full,fully_fitting,20,target_only,"raw C0, fixed",42994,292,8536,10000,2026091701,pair_micro,0.12066541705716964,0.1020340498785714,0.1423311274237242,0.08317713214620431,0.07308769115707847,0.09445247822051964,0.796157450796626,0.7678436172041501,0.8208714439944202,,,,,,,0.15746753246753248,0.13608328760791766,0.1818602004262178,0.15850515463917525,0.13706244206843776,0.1831518740469912
wands,bge_base,native,historical_full,fully_fitting,100,target_only,"raw C0, fixed",42994,292,8536,10000,2026091701,query_macro,0.5055886440764531,0.46219333994469214,0.5494289532867743,0.11350601584749075,0.09309341670314059,0.13598602913976449,0.3809053400760561,0.33936403346338584,0.4219243341382959,,,,,,,0.563097027130919,0.5213376023074258,0.6050781497969773,0.554242292873306,0.5119571105835136,0.5978689997805364
wands,bge_base,native,historical_full,fully_fitting,100,target_only,"raw C0, fixed",42994,292,8536,10000,2026091701,pair_micro,0.44224461105904406,0.39071917518884336,0.49583704622756236,0.13074039362699155,0.11488953521986611,0.14642854667854188,0.42701499531396436,0.3754992210374872,0.47967665155496386,,,,,,,0.5054224126389074,0.4541814258342543,0.557509247315464,0.5071462043111528,0.4551550386510365,0.5593601254291527
wands,bge_base,native,primary_existing_evaluation,full,20,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,query_macro,0.30176463163936296,0.2631193293696425,0.3422700103487918,0.10831734636745576,0.09291230202468281,0.12547551318148392,0.5899180219931813,0.5502014625275824,0.6284419717957455,,,,,,,0.3563693096715543,0.31790322797969983,0.3963005263241867,0.3610458935456568,0.32234110988792,0.40080520328431013
wands,bge_base,native,primary_existing_evaluation,full,20,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,pair_micro,0.08211653129254895,0.06714613112075257,0.10134665495732535,0.08521526832245645,0.07429843576597467,0.09830179421144344,0.8326682003849946,0.8025118375776531,0.856965214236293,,,,,,,0.11881845559483005,0.09966415480714773,0.142932972128545,0.12240011268134654,0.10310943079444938,0.14658100712067268
wands,bge_base,native,primary_existing_evaluation,full,100,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,query_macro,0.569533452110206,0.5283177846264029,0.6112251338829626,0.12111896840638421,0.1030122802049944,0.1409384319641988,0.30934757948340985,0.27480244877178284,0.3443618211958703,,,,,,,0.6320576790684961,0.5945541443258305,0.6695869076641623,0.6317092063148236,0.5936757829178481,0.6699870540200548
wands,bge_base,native,primary_existing_evaluation,full,100,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,pair_micro,0.31367669843654633,0.2628717557287243,0.3731632866737118,0.14272970561998216,0.12858181503541694,0.15825984696857406,0.5435935959434716,0.47759306172667804,0.6008597961308526,,,,,,,0.38127209191578404,0.3268983703280578,0.4437003397703158,0.3902530635241091,0.3365037705370085,0.452850268948268
wands,bge_base,native,primary_existing_evaluation,fully_fitting,20,target_only,"raw C0, fixed",42994,239,6797,10000,2026091701,query_macro,0.21332588997639365,0.17717550274234523,0.2525965957012612,0.07160400288974102,0.05771008892095426,0.08731647092176499,0.7150701071338653,0.673784118643457,0.7534903588487681,,,,,,,0.24352090868248322,0.20697387590853822,0.28343339885726526,0.24722307589324088,0.21041623646007337,0.2871081750823963
wands,bge_base,native,primary_existing_evaluation,fully_fitting,20,target_only,"raw C0, fixed",42994,239,6797,10000,2026091701,pair_micro,0.12122995439164337,0.10059647505036035,0.14565407464752478,0.08371340297189937,0.07268720703717339,0.09699849535370039,0.7950566426364573,0.7622919864124323,0.8233757993066929,,,,,,,0.15843124067340633,0.13432890492591984,0.186303206173045,0.15933500073561865,0.13510306057910354,0.18727588240802528
wands,bge_base,native,primary_existing_evaluation,fully_fitting,100,target_only,"raw C0, fixed",42994,239,6797,10000,2026091701,query_macro,0.50176695326735,0.45362096239269295,0.549292169354146,0.10882648151908228,0.08626383262636711,0.1337063244904775,0.38940656521356765,0.34348721885815814,0.43588616553981685,,,,,,,0.5574451331849614,0.5113241702085519,0.6041502622908067,0.5449472001781215,0.49736658628914665,0.5924940730985994
wands,bge_base,native,primary_existing_evaluation,fully_fitting,100,target_only,"raw C0, fixed",42994,239,6797,10000,2026091701,pair_micro,0.4415183169045167,0.3848535453909775,0.5042285280293476,0.1252022951302045,0.10764376576944706,0.14311428852474103,0.4332793879652788,0.3713600244845967,0.4920999345495984,,,,,,,0.5021753294520692,0.4449576490916361,0.5635750434024435,0.50404590260409,0.4470972864170135,0.5658589847031914
wands,gte_modernbert,native,historical_full,full,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,query_macro,0.2892234227500678,0.25431238762924985,0.3254377026328878,0.14434006794821969,0.12912913812701868,0.16022303855689277,0.5664365093017125,0.5321752431773694,0.6004693326277292,0.35712778085317737,0.3228537437224295,0.39203983252204355,0.3593594793235715,0.32465780557191515,0.39461560781007093,,,,,,
wands,gte_modernbert,native,historical_full,full,20,catalog_wide,same raw schedule as target,42994,379,25470,10000,2026091701,pair_micro,0.07322340007852375,0.06125684429882236,0.08790262427055046,0.1133097762073027,0.10087168422144177,0.12790582032625974,0.8134668237141736,0.7858855014654634,0.8364869675983735,0.1242582309720119,0.10703811433368549,0.14500197382498772,0.12473498233215548,0.10742056992637208,0.14581588522160052,,,,,,
