model,query_id,product_id,query,variant,schedule,display,native_saved_score,fresh_native_fp16_score,diagnostic_fp32_score,input_ids_score,input_ids_vs_embeds_error,diagnostic_native_error,fresh_fp16_native_error,native_rank,native_inclusion,diagnostic_inclusion,native_margin,margin_gt_five_errors,variant_boundary_guard,token_count,cap,model_attention_implementation,query_embedding_sha256,baseline,baseline_score,score_difference,attribution_sum,completeness_residual,completeness_tolerance,completeness_passed,steps,elapsed_seconds,status
minilm,28,35834,rooster decor,minimum,C1,supplement,0.5925700068473816,0.5925699472427368,0.5925952196121216,0.5925952196121216,0.0,2.5212764739990234e-05,5.960464477539063e-08,84,False,False,-0.0776925683021545,True,True,220,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,pad,0.08176000416278839,0.5108352154493332,0.5108237751992419,-1.1440250091254711e-05,0.005108352154493332,True,64,0.876139699947089,passed
minilm,28,35834,rooster decor,maximum,C2s2,supplement,0.6120196580886841,0.6120197772979736,0.6120356321334839,0.6120356321334839,0.0,1.5974044799804688e-05,1.1920928955078125e-07,65,False,False,-0.058242917060852,True,True,220,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,zero,-0.050347380340099335,0.6623830124735832,0.6623838773521129,8.648785296827555e-07,0.006623830124735833,True,64,0.7844899001065642,passed
minilm,28,35834,rooster decor,maximum,C2s2,supplement,0.6120196580886841,0.6120197772979736,0.6120356321334839,0.6120356321334839,0.0,1.5974044799804688e-05,1.1920928955078125e-07,65,False,False,-0.058242917060852,True,True,220,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,pad,0.08176000416278839,0.5302756279706955,0.5302806191612035,4.991190508008003e-06,0.005302756279706955,True,64,0.756489000050351,passed
minilm,68,9711,nautical platters,minimum,C2s5,supplement,0.3491211235523224,0.3491685390472412,0.34901878237724304,0.34901878237724304,0.0,0.0001023411750793457,4.741549491882324e-05,662,False,False,-0.2111736834049224,True,True,243,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,zero,-0.08431974053382874,0.4333385229110718,0.433338986011222,4.631001502275467e-07,0.004333385229110718,True,64,0.8083991999737918,passed
minilm,68,9711,nautical platters,minimum,C2s5,supplement,0.3491211235523224,0.3491685390472412,0.34901878237724304,0.34901878237724304,0.0,0.0001023411750793457,4.741549491882324e-05,662,False,False,-0.2111736834049224,True,True,243,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,pad,0.058461256325244904,0.29055752605199814,0.2905580945443944,5.684923962689936e-07,0.0029055752605199815,True,64,0.8359727999195457,passed
minilm,68,9711,nautical platters,maximum,C2s1,supplement,0.4003282189369201,0.4001615047454834,0.4002220034599304,0.4002220034599304,0.0,0.00010621547698969058,0.00016671419143671207,223,False,False,-0.1599665880203247,True,True,243,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,zero,-0.08431974053382874,0.48454174399375916,0.48454235438111937,6.103873602114618e-07,0.004845417439937592,True,64,0.8238607000093907,passed
minilm,68,9711,nautical platters,maximum,C2s1,supplement,0.4003282189369201,0.4001615047454834,0.4002220034599304,0.4002220034599304,0.0,0.00010621547698969058,0.00016671419143671207,223,False,False,-0.1599665880203247,True,True,243,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,pad,0.058461256325244904,0.3417607471346855,0.3417627933085896,2.0461739040911198e-06,0.0034176074713468552,True,64,0.8739944000262767,passed
minilm,184,15749,sugar canister,minimum,C2s2,supplement,0.4407373368740082,0.44074171781539917,0.44071805477142334,0.44071805477142334,0.0,1.9282102584838867e-05,4.380941390991211e-06,67,False,False,-0.0584998428821563,True,True,241,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,zero,0.05712878331542015,0.3835892714560032,0.3835881920531392,-1.0794028639793396e-06,0.003835892714560032,True,64,0.8189789999742061,passed
minilm,184,15749,sugar canister,minimum,C2s2,supplement,0.4407373368740082,0.44074171781539917,0.44071805477142334,0.44071805477142334,0.0,1.9282102584838867e-05,4.380941390991211e-06,67,False,False,-0.0584998428821563,True,True,241,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,pad,0.07817838340997696,0.3625396713614464,0.3624565871214145,-8.30842400318943e-05,0.003625396713614464,True,64,0.9326754999347031,passed
minilm,184,15749,sugar canister,maximum,C1,supplement,0.4742475152015686,0.4741971492767334,0.4741677939891815,0.4741677939891815,0.0,7.972121238708496e-05,5.036592483520508e-05,35,False,False,-0.0249896645545959,True,True,241,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,zero,0.05712878331542015,0.41703901067376137,0.4170511061674915,1.2095493730157614e-05,0.004170390106737614,True,64,0.8500450998544693,passed
minilm,184,15749,sugar canister,maximum,C1,supplement,0.4742475152015686,0.4741971492767334,0.4741677939891815,0.4741677939891815,0.0,7.972121238708496e-05,5.036592483520508e-05,35,False,False,-0.0249896645545959,True,True,241,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,pad,0.07817838340997696,0.39598941057920456,0.39598781526729,-1.5953119145706296e-06,0.0039598941057920455,True,64,0.8197641000151634,passed
minilm,231,10873,anti fatigue mat,minimum,C2s5,supplement,0.6339274644851685,0.6339159607887268,0.6338654160499573,0.6338654160499573,0.0,6.204843521118164e-05,1.150369644165039e-05,112,False,False,-0.0604465007781982,True,True,246,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,zero,-0.052811093628406525,0.6866765096783638,0.6866809796047164,4.469926352612674e-06,0.006866765096783638,True,64,1.0020422001834959,passed
minilm,231,10873,anti fatigue mat,minimum,C2s5,supplement,0.6339274644851685,0.6339159607887268,0.6338654160499573,0.6338654160499573,0.0,6.204843521118164e-05,1.150369644165039e-05,112,False,False,-0.0604465007781982,True,True,246,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,pad,-0.01954464241862297,0.6534100584685802,0.6534095943534339,-4.641151463147253e-07,0.0065341005846858025,True,64,0.9347833001520485,passed
minilm,231,10873,anti fatigue mat,maximum,C2s3,supplement,0.6656097173690796,0.6655383110046387,0.6655281782150269,0.6655281782150269,0.0,8.153915405273438e-05,7.140636444091797e-05,53,False,False,-0.0287642478942871,True,True,246,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,zero,-0.052811093628406525,0.7183392718434334,0.718340417224681,1.145381247624755e-06,0.007183392718434334,True,64,0.8819569998886436,passed
minilm,231,10873,anti fatigue mat,maximum,C2s3,supplement,0.6656097173690796,0.6655383110046387,0.6655281782150269,0.6655281782150269,0.0,8.153915405273438e-05,7.140636444091797e-05,53,False,False,-0.0287642478942871,True,True,246,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,pad,-0.01954464241862297,0.6850728206336498,0.685072923421103,1.0278745321556926e-07,0.006850728206336499,True,64,1.0646696998737752,passed
minilm,359,12575,french molding,minimum,C2s2,supplement_historical,0.3867812752723694,0.3867812752723694,0.3868712782859802,0.3868712782859802,0.0,9.000301361083984e-05,0.0,174,False,False,-0.104453444480896,True,True,139,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,zero,0.045976798981428146,0.3408944793045521,0.3408834585279692,-1.1020776582881808e-05,0.003408944793045521,True,64,0.568851700052619,passed
minilm,359,12575,french molding,minimum,C2s2,supplement_historical,0.3867812752723694,0.3867812752723694,0.3868712782859802,0.3868712782859802,0.0,9.000301361083984e-05,0.0,174,False,False,-0.104453444480896,True,True,139,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,pad,0.03160571679472923,0.355265561491251,0.35526561077858787,4.928733687847853e-08,0.00355265561491251,True,64,0.5201602999586612,passed
minilm,359,12575,french molding,maximum,C2s3,supplement_historical,0.4940819144248962,0.49408191442489624,0.49424582719802856,0.49424582719802856,0.0,0.00016391277313237973,5.551115123125783e-17,15,True,True,0.0028471946716308,True,True,139,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,zero,0.045976798981428146,0.4482690282166004,0.4482740890525747,5.060835974290967e-06,0.004482690282166004,True,64,0.4705912000499666,passed
minilm,359,12575,french molding,maximum,C2s3,supplement_historical,0.4940819144248962,0.49408191442489624,0.49424582719802856,0.49424582719802856,0.0,0.00016391277313237973,5.551115123125783e-17,15,True,True,0.0028471946716308,True,True,139,256,sdpa,b76dc0151e3c27249b48dc62d52a747af68aee260f52eb86cc4a6b1df32c7379,pad,0.03160571679472923,0.46264011040329933,0.46264887909637764,8.768693078309298e-06,0.004626401104032994,True,64,0.5711304000578821,passed
bge_base,241,13328,decorative wall clocks,minimum,C2s3,supplement,0.7792830467224121,0.7793113589286804,0.7792958617210388,0.7792958617210388,0.0,1.2814998626708984e-05,2.8312206268310547e-05,85,False,False,-0.0130906105041503,True,True,480,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.47575050592422485,0.30354535579681396,0.30614204865923966,0.002596692862425698,0.0030354535579681396,True,64,10.11856949981302,passed
bge_base,241,13328,decorative wall clocks,minimum,C2s3,supplement,0.7792830467224121,0.7793113589286804,0.7792958617210388,0.7792958617210388,0.0,1.2814998626708984e-05,2.8312206268310547e-05,85,False,False,-0.0130906105041503,True,True,480,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.4547935724258423,0.32450228929519653,0.3249584248460451,0.0004561355508485576,0.0032450228929519656,True,64,10.255493600154296,passed
bge_base,241,13328,decorative wall clocks,maximum,C0,supplement,0.7940096855163574,0.7940165996551514,0.7940165400505066,0.7940165400505066,0.0,6.854534149169922e-06,6.9141387939453125e-06,18,True,True,0.0016360282897949,True,True,480,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.47575050592422485,0.31826603412628174,0.31852526095099165,0.00025922682470991276,0.0031826603412628174,True,128,27.89986320002936,passed
bge_base,241,13328,decorative wall clocks,maximum,C0,supplement,0.7940096855163574,0.7940165996551514,0.7940165400505066,0.7940165400505066,0.0,6.854534149169922e-06,6.9141387939453125e-06,18,True,True,0.0016360282897949,True,True,480,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.4547935724258423,0.3392229676246643,0.3384239136139513,-0.0007990540107130073,0.003392229676246643,True,64,13.859214199939743,passed
bge_base,235,7253,bathroom wastebasket,minimum,C1,main_crossing,0.7565272450447083,0.7566019296646118,0.756590723991394,0.756590723991394,0.0,6.347894668579102e-05,7.468461990356445e-05,39,False,False,-0.0174897909164428,True,True,512,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.4665449559688568,0.29004576802253723,0.28820458326663356,-0.0018411847559036687,0.0029004576802253725,True,128,90.66297370009124,passed
bge_base,235,7253,bathroom wastebasket,minimum,C1,main_crossing,0.7565272450447083,0.7566019296646118,0.756590723991394,0.756590723991394,0.0,6.347894668579102e-05,7.468461990356445e-05,39,False,False,-0.0174897909164428,True,True,512,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,pad,0.5163401961326599,0.24025052785873413,0.23929869988933206,-0.0009518279694020748,0.0024025052785873412,True,64,36.031362999929115,passed
bge_base,235,7253,bathroom wastebasket,maximum,C0,main_crossing,0.7741144895553589,0.774052619934082,0.7740871906280518,0.7740871906280518,0.0,2.7298927307128906e-05,6.186962127685547e-05,20,True,True,9.745359420776369e-05,False,False,512,512,sdpa,a1a4ca77db4010228ad7597ef97e7c4cd1a13edd6ff9e52e01eb9821c53cc8f7,zero,0.4665449559688568,0.30754223465919495,0.3050218082826177,-0.002520426376577234,0.0030754223465919495,True,128,81.30955479992554,passed
