dataset,model,method,pairs,queries,rank_spread_median,inclusion@20_micro,inclusion@20_macro,inclusion@20_ci_low,inclusion@20_ci_high,VI@20_micro,VI@20_macro,robust_coverage@20_macro,schedule_min_inclusion@20_macro,always@20,sometimes@20,never@20,inclusion@100_micro,inclusion@100_macro,inclusion@100_ci_low,inclusion@100_ci_high,VI@100_micro,VI@100_macro,robust_coverage@100_macro,schedule_min_inclusion@100_macro,always@100,sometimes@100,never@100
wands,minilm,GuardG1,310,8,0.0,0.02258064516129032,0.009348508727941351,0.002272727272727273,0.018697017455882703,0.0,0.0,0.009348508727941351,0.009348508727941351,7,0,303,0.1064516129032258,0.23698315901330086,0.0703164923466342,0.47518939393939397,0.0,0.0,0.23698315901330086,0.23698315901330086,33,0,277
wands,minilm,GuardCG1,310,8,0.0,0.02258064516129032,0.009348508727941351,0.002272727272727273,0.018697017455882703,0.0,0.0,0.009348508727941351,0.009348508727941351,7,0,303,0.1064516129032258,0.23698315901330086,0.0703164923466342,0.47518939393939397,0.0,0.0,0.23698315901330086,0.23698315901330086,33,0,277
wands,minilm,G2,310,8,380.0,0.02857142857142857,0.03008874949256155,0.013805630605275995,0.051319500811688304,0.06774193548387097,0.11024092879146069,0.0024661508704061893,0.008941662487761778,2,21,287,0.1064516129032258,0.23960028348326218,0.08219287607585479,0.47384751773049644,0.15483870967741936,0.154716379217709,0.17901742006351937,0.20934287466867252,12,48,250
wands,minilm,CG2,310,8,0.0,0.02258064516129032,0.008941662487761778,0.0015432098765432098,0.018205996131528047,0.0,0.0,0.008941662487761778,0.008941662487761778,7,0,303,0.1064516129032258,0.24245875570122025,0.0813681286863911,0.47693020631850414,0.0,0.0,0.24245875570122025,0.24245875570122025,33,0,277
wands,minilm,GuardG2,310,8,0.0,0.02258064516129032,0.009348508727941351,0.002272727272727273,0.018697017455882703,0.0,0.0,0.009348508727941351,0.009348508727941351,7,0,303,0.1064516129032258,0.23698315901330086,0.0703164923466342,0.47518939393939397,0.0,0.0,0.23698315901330086,0.23698315901330086,33,0,277
wands,minilm,GuardCG2,310,8,0.0,0.02258064516129032,0.009348508727941351,0.002272727272727273,0.018697017455882703,0.0,0.0,0.009348508727941351,0.009348508727941351,7,0,303,0.1064516129032258,0.23698315901330086,0.0703164923466342,0.47518939393939397,0.0,0.0,0.23698315901330086,0.23698315901330086,33,0,277
esci,bge_base,Raw,111,8,1.0,0.6048906048906049,0.6472475849314084,0.5085823648369604,0.795486111111111,0.02702702702702703,0.020432692307692308,0.6387482717445954,0.6387482717445954,66,3,42,0.8661518661518661,0.8745802808302809,0.7317231379731379,0.9751602564102565,0.02702702702702703,0.029513888888888888,0.8639155982905983,0.8639155982905983,95,3,13
esci,bge_base,Canonical,111,8,0.0,0.6126126126126126,0.6175142973856209,0.5161120537958773,0.7175260416666664,0.0,0.0,0.6175142973856209,0.6175142973856209,68,0,43,0.8648648648648649,0.8717280982905984,0.7313701923076923,0.9716880341880343,0.0,0.0,0.8717280982905983,0.8717280982905983,96,0,15
esci,bge_base,G1,111,8,9.0,0.5083655083655083,0.5362719286432521,0.4220059518198305,0.6600696099754003,0.2072072072072072,0.1810756033182504,0.44580033936651586,0.48985199849170435,45,23,43,0.7503217503217503,0.7471993284493285,0.5770451770451771,0.8903998778998778,0.13513513513513514,0.17235576923076923,0.6599091880341881,0.7056891025641026,76,15,20
esci,bge_base,CG1,111,8,0.0,0.4954954954954955,0.5316977752639518,0.399132730015083,0.6643099547511312,0.0,0.0,0.5316977752639517,0.5316977752639518,55,0,56,0.7297297297297297,0.7390224358974358,0.5544871794871795,0.9000260416666662,0.0,0.0,0.7390224358974359,0.7390224358974358,81,0,30
esci,bge_base,GuardG1,111,8,0.0,0.6061776061776062,0.61156191643324,0.5152439982403217,0.7068249956232492,0.009009009009009009,0.008333333333333333,0.6091809640522876,0.6091809640522876,67,1,43,0.8558558558558559,0.8621127136752138,0.7183410122863249,0.9716880341880343,0.0,0.0,0.8621127136752136,0.8621127136752137,95,0,16
esci,bge_base,GuardCG1,111,8,0.0,0.6126126126126126,0.6175142973856209,0.5161120537958773,0.7175260416666664,0.0,0.0,0.6175142973856209,0.6175142973856209,68,0,43,0.8558558558558559,0.8621127136752138,0.7183410122863249,0.9716880341880343,0.0,0.0,0.8621127136752136,0.8621127136752137,95,0,16
esci,bge_base,G2,111,8,4.0,0.5521235521235521,0.5592323628169217,0.47927159645909645,0.6430998841844431,0.17117117117117117,0.1616555115635998,0.4710831447963801,0.5497981083459025,51,19,41,0.8211068211068211,0.8257230616605618,0.6748779475732601,0.9487179487179487,0.0990990990990991,0.10038728632478633,0.7713408119658121,0.8176549145299146,85,11,15
esci,bge_base,CG2,111,8,0.0,0.5495495495495496,0.5555861928104575,0.4680728381096028,0.6552083333333333,0.0,0.0,0.5555861928104575,0.5555861928104575,61,0,50,0.8198198198198198,0.8211939102564103,0.6818469551282051,0.9395833333333333,0.0,0.0,0.8211939102564102,0.8211939102564103,91,0,20
esci,bge_base,GuardG2,111,8,0.0,0.6126126126126126,0.6175142973856209,0.5161120537958773,0.7175260416666664,0.0,0.0,0.6175142973856209,0.6175142973856209,68,0,43,0.8648648648648649,0.8717280982905984,0.7313701923076923,0.9716880341880343,0.0,0.0,0.8717280982905983,0.8717280982905983,96,0,15
esci,bge_base,GuardCG2,111,8,0.0,0.6126126126126126,0.6175142973856209,0.5161120537958773,0.7175260416666664,0.0,0.0,0.6175142973856209,0.6175142973856209,68,0,43,0.8648648648648649,0.8717280982905984,0.7313701923076923,0.9716880341880343,0.0,0.0,0.8717280982905983,0.8717280982905983,96,0,15
esci,minilm,Raw,111,8,1.0,0.4195624195624196,0.4740382370897077,0.31886418269230776,0.6530830280830282,0.036036036036036036,0.030910633484162897,0.4540425465057818,0.4613954876822524,44,4,63,0.7361647361647362,0.747523656898657,0.5085279304029304,0.9368894993894994,0.018018018018018018,0.013141025641025641,0.743082264957265,0.743082264957265,81,2,28
esci,minilm,Canonical,111,8,0.0,0.42342342342342343,0.48014548768225246,0.3208533653846154,0.6583241421568627,0.0,0.0,0.4801454876822524,0.48014548768225246,47,0,64,0.7477477477477478,0.7562232905982906,0.5153044871794872,0.9507478632478634,0.0,0.0,0.7562232905982906,0.7562232905982906,83,0,28
esci,minilm,G1,111,8,21.0,0.5019305019305019,0.5414635405444229,0.39613715277777783,0.703926282051282,0.2882882882882883,0.27893335218702864,0.3918819130216189,0.5017023315736551,38,32,41,0.7335907335907336,0.7547523656898657,0.537345467032967,0.9263507326007325,0.15315315315315314,0.14817040598290598,0.6727430555555556,0.7318910256410257,72,17,22
esci,minilm,CG1,111,8,0.0,0.46846846846846846,0.5159816490698843,0.3865038964303671,0.6785444161639013,0.0,0.0,0.5159816490698843,0.5159816490698843,52,0,59,0.7387387387387387,0.7589877136752137,0.5546207264957265,0.926128472222222,0.0,0.0,0.7589877136752137,0.7589877136752136,82,0,29
esci,minilm,GuardG1,111,8,0.0,0.42985842985842987,0.4836940224807872,0.32597529155893135,0.6579919467787114,0.036036036036036036,0.03189102564102564,0.4697288210155857,0.47453651332327806,46,4,61,0.7451737451737451,0.7532471001221002,0.5123282967032967,0.9486263736263737,0.009009009009009009,0.010416666666666666,0.7458066239316239,0.7458066239316239,82,1,28
esci,minilm,GuardCG1,111,8,0.0,0.42342342342342343,0.48014548768225246,0.3208533653846154,0.6583241421568627,0.0,0.0,0.4801454876822524,0.48014548768225246,47,0,64,0.7477477477477478,0.7562232905982906,0.5153044871794872,0.9507478632478634,0.0,0.0,0.7562232905982906,0.7562232905982906,83,0,28
esci,minilm,G2,111,8,8.0,0.42857142857142855,0.44603702057746175,0.3421263349089636,0.5467836942469294,0.21621621621621623,0.20095839617898442,0.3623067496229261,0.41417090874811463,37,24,50,0.7413127413127413,0.738619887057387,0.5179143772893773,0.9134682158119658,0.12612612612612611,0.16175213675213673,0.6687767094017094,0.7140892094017094,77,14,20
esci,minilm,CG2,111,8,0.0,0.43243243243243246,0.44878629336349923,0.3399203431372549,0.5551282051282052,0.0,0.0,0.44878629336349923,0.44878629336349923,48,0,63,0.7477477477477478,0.7557558760683761,0.5254346955128204,0.943752670940171,0.0,0.0,0.755755876068376,0.755755876068376,83,0,28
esci,minilm,GuardG2,111,8,0.0,0.42342342342342343,0.48014548768225246,0.3208533653846154,0.6583241421568627,0.0,0.0,0.4801454876822524,0.48014548768225246,47,0,64,0.7477477477477478,0.7562232905982906,0.5153044871794872,0.9507478632478634,0.0,0.0,0.7562232905982906,0.7562232905982906,83,0,28
esci,minilm,GuardCG2,111,8,0.0,0.42342342342342343,0.48014548768225246,0.3208533653846154,0.6583241421568627,0.0,0.0,0.4801454876822524,0.48014548768225246,47,0,64,0.7477477477477478,0.7562232905982906,0.5153044871794872,0.9507478632478634,0.0,0.0,0.7562232905982906,0.7562232905982906,83,0,28
