dataset,model,intervention,target_support,catalog_size,K,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,source_order_inclusion,source_order_inclusion_ci_low,source_order_inclusion_ci_high,mean_schedule_inclusion,mean_schedule_inclusion_ci_low,mean_schedule_inclusion_ci_high,persistent_inclusion,persistent_inclusion_ci_low,persistent_inclusion_ci_high,VI,VI_ci_low,VI_ci_high,persistent_omission,persistent_omission_ci_low,persistent_omission_ci_high
wands,minilm,catalog_wide,fully_fitting,42994,1000,query_macro,118,925,2026091701,10000,0.876730237131604,0.8273656904580214,0.9213890900565479,0.8908280373401251,0.8471911450851584,0.9304136683025909,0.8590552172926766,0.8054423039652406,0.9076356963310032,0.06470014529072925,0.0341612394635552,0.10159692368562243,0.0762446374165938,0.042853256534579276,0.11484014306654493
wands,minilm,catalog_wide,fully_fitting,42994,1000,pair_micro,118,925,2026091701,10000,0.9037837837837838,0.8593155893536122,0.9396752833534883,0.9067181467181468,0.8628365468142752,0.9421604985135695,0.8810810810810811,0.8250302412116369,0.9254151001994181,0.05081081081081081,0.028168713647070135,0.08086638070752684,0.0681081081081081,0.04146914707060628,0.10099667163689158
wands,minilm,target_only,full,42994,20,query_macro,308,21299,2026091701,10000,0.3080850567626535,0.2710145128159665,0.34671406905840585,0.2885500872947448,0.2541929554081054,0.3253502662029181,0.20187569293105329,0.16834748120508974,0.23719126795494366,0.19446508831837642,0.17117692686520236,0.21943483597560456,0.6036592187505708,0.5653165570137573,0.6414059535596103
wands,minilm,target_only,full,42994,20,pair_micro,308,21299,2026091701,10000,0.10671862528757219,0.08996832229908648,0.12742355118701645,0.10208393418872781,0.08606509358935585,0.12200877612942967,0.051974271092539555,0.04197009228418832,0.0645839058166053,0.12465373961218837,0.1092385781613149,0.14312730608700977,0.8233719892952721,0.7946034025589759,0.8471896829420743
wands,minilm,target_only,full,42994,50,query_macro,308,21299,2026091701,10000,0.4497743948401152,0.41103225611441696,0.4903315510362069,0.4286929022121757,0.39133938077886554,0.46803967300981675,0.32187786732501417,0.28347036714052265,0.3617646127449123,0.22139336090101946,0.19899412932568866,0.24492008549312444,0.4567287717739662,0.41890982586110576,0.49403099171141557
wands,minilm,target_only,full,42994,50,pair_micro,308,21299,2026091701,10000,0.22212310437109722,0.18944261086131786,0.2620611890506425,0.21282018605836622,0.18099343881221838,0.2520059863368385,0.1291140429128128,0.10489113316311889,0.15945988428531205,0.19418752054087046,0.17437265812906638,0.2174023679896855,0.6766984365463168,0.6287822031517936,0.7169789911580797
wands,minilm,target_only,full,42994,100,query_macro,308,21299,2026091701,10000,0.5788332820924587,0.540442339286388,0.6168707106396457,0.5566158518634681,0.5186157077369766,0.5947429068542549,0.44217280238860174,0.40198802258007166,0.4846281632268034,0.22454830327952885,0.20152378806904306,0.24814798527555493,0.33327889433186914,0.29809654142281766,0.3688657588544388
wands,minilm,target_only,full,42994,100,pair_micro,308,21299,2026091701,10000,0.3508615427954364,0.3036609701883993,0.40645022360044597,0.3342947019645457,0.2885374811307435,0.3881305349785543,0.22362552232499178,0.18486960988909942,0.27018913929975386,0.24057467486736467,0.22047111706393335,0.2630413193168308,0.5357998028076435,0.47586723142885645,0.5868672324642304
wands,minilm,target_only,full,42994,200,query_macro,308,21299,2026091701,10000,0.6964051576530869,0.6604159416146237,0.7321409737672478,0.6756949846634673,0.6397731057957297,0.7108939750693002,0.5690866472861803,0.5278390709392601,0.6100223703018569,0.20718927203106444,0.18483034205388923,0.23051206169246408,0.22372408068275546,0.19312742180730122,0.2553734505554699
wands,minilm,target_only,full,42994,200,pair_micro,308,21299,2026091701,10000,0.5041551246537396,0.44528004201947463,0.5721787357680856,0.4873870671325954,0.42950538033566,0.554716672284179,0.3613784684726982,0.3054084286678838,0.427266753770929,0.2604817127564674,0.24246235176946793,0.27783337125728463,0.3781398187708343,0.31571540073968746,0.4324389929386669
wands,minilm,target_only,full,42994,500,query_macro,308,21299,2026091701,10000,0.819587604088422,0.7900515342326291,0.8482098997700188,0.8099159651058637,0.780485291420534,0.838469460390344,0.7287088233252701,0.6929408559113538,0.7643942565495375,0.15051540367544136,0.1300699891028938,0.17171724936088664,0.12077577299928809,0.09789808395202224,0.14512941877582144
wands,minilm,target_only,full,42994,500,pair_micro,308,21299,2026091701,10000,0.6965585238743603,0.6431457538319161,0.7561107538406471,0.6775368394223741,0.6229093497106712,0.7392546290439844,0.5535940654490821,0.4904276061254637,0.6271003612470558,0.24362646133621296,0.20879180540161865,0.27354847187905895,0.2027794732147049,0.15786149998182197,0.24532261153003648
wands,minilm,target_only,full,42994,1000,query_macro,308,21299,2026091701,10000,0.8859650155488222,0.8615988253180953,0.909223407309975,0.8813344046373138,0.8575580085822537,0.9041756425693301,0.8245100591679191,0.7950268474787157,0.8534345147839466,0.10448930442552105,0.08711135286186301,0.12247338151310921,0.07100063640655992,0.052928042742606735,0.09089359400963959
wands,minilm,target_only,full,42994,1000,pair_micro,308,21299,2026091701,10000,0.8414479553030658,0.7986223017413284,0.8843025281908804,0.8233652820722641,0.7771995970213963,0.8700507819139482,0.725151415559416,0.6650723957999987,0.787583543976744,0.17878773651345134,0.14303196645325725,0.21237613194874166,0.09606084792713272,0.06585634156455367,0.1273336916303686
wands,minilm,target_only,fully_fitting,42994,20,query_macro,118,925,2026091701,10000,0.236864237600848,0.1797818155284399,0.2967442212825675,0.2319236872149967,0.17818335435678376,0.289689055834875,0.1850016616317871,0.1322660417942782,0.2417840701595681,0.10592003260303641,0.07014955182135496,0.14508965856504083,0.7090783057651765,0.6450686064544042,0.7692252543428115
wands,minilm,target_only,fully_fitting,42994,20,pair_micro,118,925,2026091701,10000,0.20972972972972972,0.16683698703939406,0.25749646439600854,0.2038610038610039,0.16152258997702718,0.25155767244673854,0.1535135135135135,0.11770680147058823,0.19371085646547467,0.10378378378378378,0.07743286875918376,0.13255416002126527,0.7427027027027027,0.6864214132832139,0.7926213219674647
wands,minilm,target_only,fully_fitting,42994,50,query_macro,118,925,2026091701,10000,0.430529163531429,0.35996371815298067,0.5014217804076189,0.4271417706753209,0.360555251347703,0.4945681849931539,0.34091897160260676,0.27378606620348755,0.41016438480124495,0.1661058154805789,0.11836953060910588,0.21777365948331873,0.4929752129168143,0.4200171754342573,0.5651863108875039
wands,minilm,target_only,fully_fitting,42994,50,pair_micro,118,925,2026091701,10000,0.3956756756756757,0.32781713292018505,0.4645341631426366,0.3941312741312742,0.32876077762922257,0.4610894956623573,0.32216216216216215,0.25861926081158315,0.3882982177397071,0.14810810810810812,0.12049744193078615,0.17549689778580507,0.5297297297297298,0.45864486186294207,0.6002639970673561
wands,minilm,target_only,fully_fitting,42994,100,query_macro,118,925,2026091701,10000,0.5784981631600612,0.5066346877850241,0.6497142652072946,0.5711314998457043,0.5004472274988131,0.6391921759761501,0.49246792175376664,0.4188370619816026,0.5638047561497933,0.13988999971447807,0.09720952072821645,0.18692195489321378,0.36764207853175523,0.29767885353133483,0.43963320038697135
wands,minilm,target_only,fully_fitting,42994,100,pair_micro,118,925,2026091701,10000,0.5740540540540541,0.5014134961016885,0.6439079822616407,0.5697297297297296,0.4950005842331994,0.6416048505409866,0.4972972972972973,0.42164093072188463,0.5708920250137098,0.14162162162162162,0.11315219681661498,0.16913466055907914,0.36108108108108106,0.2917081313347441,0.4346566939302625
wands,minilm,target_only,fully_fitting,42994,200,query_macro,118,925,2026091701,10000,0.7201044816167532,0.6536213292373713,0.7825741152553212,0.7052911227855577,0.6410980773965936,0.766882762963578,0.6328090352257488,0.5624964208518892,0.6999406955246923,0.1498329866367246,0.10590972538116417,0.19858937371083038,0.21735797813752647,0.1600246870046839,0.2769967678646981
wands,minilm,target_only,fully_fitting,42994,200,pair_micro,118,925,2026091701,10000,0.7351351351351352,0.6660548533166931,0.7936018229563884,0.7338996138996141,0.6645489916816315,0.7920219944182936,0.6724324324324324,0.5976636233669627,0.7380482659325976,0.12216216216216216,0.08993761929368603,0.15833427601809952,0.20540540540540542,0.15088105726872247,0.27003810383708293
wands,minilm,target_only,fully_fitting,42994,500,query_macro,118,925,2026091701,10000,0.8336205349114149,0.7791186281887873,0.8842673394195076,0.8347114073310524,0.7805398241280194,0.8845481930880396,0.8069340647889296,0.7494521009159744,0.8604983271846544,0.052813561265426426,0.03111090125338563,0.0792449319492048,0.1402523739456438,0.09289506067940605,0.19214309406288493
wands,minilm,target_only,fully_fitting,42994,500,pair_micro,118,925,2026091701,10000,0.8540540540540541,0.7950902305700092,0.9015714593791558,0.8588416988416986,0.801801480874147,0.9048161029672436,0.8248648648648649,0.7600946031479107,0.8781192538685644,0.057297297297297295,0.03752286585365854,0.08049353645515557,0.11783783783783784,0.0776437891241811,0.16746599363711515
wands,minilm,target_only,fully_fitting,42994,1000,query_macro,118,925,2026091701,10000,0.876730237131604,0.8273656904580214,0.9213890900565479,0.8888071751296465,0.8447131644220942,0.9293270167710755,0.8590199065582135,0.8053944330050303,0.9076144330290654,0.06423994932113755,0.033940979753592525,0.10057149154859304,0.07674014412064877,0.043775284860577766,0.11470479658090828
wands,minilm,target_only,fully_fitting,42994,1000,pair_micro,118,925,2026091701,10000,0.9037837837837838,0.8593155893536122,0.9396752833534883,0.9056370656370655,0.8622437691890915,0.9406274248987664,0.8810810810810811,0.8257555282555283,0.9249442924519113,0.05081081081081081,0.0275508676524502,0.08198696279351016,0.0681081081081081,0.042488186065051614,0.09956725351462194
wands,bge_base,catalog_wide,full,42994,20,query_macro,308,21299,2026091701,10000,0.36104589354565686,0.3223411098879199,0.4008052032843102,0.36037983988205813,0.3221677869727567,0.39991681977311844,0.30472340099769185,0.26566395410641097,0.34541035757761457,0.11931807342696621,0.10264131453009086,0.13753628941350593,0.575958525575342,0.5371682258380233,0.6145506168581808
wands,bge_base,catalog_wide,full,42994,20,pair_micro,308,21299,2026091701,10000,0.12240011268134654,0.10310943079444938,0.14658100712067268,0.1225946221485918,0.10350360920157554,0.1464986212771177,0.08296164139161463,0.06813040384219411,0.10176594565966124,0.09108408845485703,0.07988241206666348,0.10468142387596921,0.8259542701535283,0.7956871427374306,0.8503542273861953
wands,bge_base,catalog_wide,full,42994,50,query_macro,308,21299,2026091701,10000,0.5145930051592698,0.4746161961297138,0.5549064437938822,0.5121388755475201,0.47244751033598276,0.5525112247152446,0.453176076081771,0.4123024111194286,0.49530939816103653,0.12030245652031013,0.10536795478677319,0.13627031196471082,0.4265214673979192,0.3882641636306339,0.464899935717793
wands,bge_base,catalog_wide,full,42994,50,pair_micro,308,21299,2026091701,10000,0.2510916005446265,0.21357759460099976,0.2961802783814808,0.2509373344154321,0.21354896414690952,0.2962522032409983,0.19277900370909432,0.16044319436725507,0.2327170427137329,0.1269073665430302,0.11333867014049995,0.14227675160853973,0.6803136297478755,0.630058407281437,0.7229278910089555
wands,bge_base,catalog_wide,full,42994,100,query_macro,308,21299,2026091701,10000,0.6317092063148235,0.5936757829178482,0.6699870540200549,0.636202568711368,0.5990406536511305,0.6735925704476312,0.571802746116326,0.5306988590145487,0.6129927183158344,0.1230487480542735,0.10489639004814211,0.1429622483562622,0.3051485058294006,0.27061194729752447,0.3398129414599694
wands,bge_base,catalog_wide,full,42994,100,pair_micro,308,21299,2026091701,10000,0.3902530635241091,0.3365037705370085,0.452850268948268,0.3899109951506776,0.33649984709037717,0.45202551244489186,0.3195924691300061,0.26956911712503223,0.3781430142143363,0.1460631954551857,0.13172889608682364,0.1620028357855671,0.5343443354148082,0.469576270439219,0.5903282623644899
wands,bge_base,catalog_wide,full,42994,200,query_macro,308,21299,2026091701,10000,0.7500195456044458,0.715464255086421,0.7839765296778183,0.7453189313802475,0.7111663458061919,0.7787872125491623,0.694390467598514,0.6568282982940754,0.7317631569588254,0.09807176331544222,0.08183007086107925,0.11616797522707462,0.20753776908604396,0.1765966777511393,0.23897909843341122
wands,bge_base,catalog_wide,full,42994,200,pair_micro,308,21299,2026091701,10000,0.554955631719799,0.49034516933194683,0.6292741781746649,0.5522526208473906,0.4877821623929346,0.6266676453398609,0.48359077890980795,0.41772775654200245,0.5600700245927507,0.13794074839194329,0.1239504060736828,0.1510814141835163,0.37846847269824874,0.30849267341448605,0.44031792265004666
wands,bge_base,catalog_wide,full,42994,500,query_macro,308,21299,2026091701,10000,0.8558287694026598,0.8294761447517232,0.8808863072731902,0.8551913539511716,0.829296032023746,0.8802153115073322,0.8167711058259775,0.786081286994903,0.8469751882002711,0.07619232194437912,0.06121177715452317,0.09252047560151413,0.10703657222964379,0.08620175632923369,0.12901653794728982
wands,bge_base,catalog_wide,full,42994,500,pair_micro,308,21299,2026091701,10000,0.7463730691581765,0.6934762308660701,0.8051229468729352,0.7444212672627153,0.6915327935960993,0.8028716852003726,0.6773087938400864,0.6152824165577238,0.746690494490784,0.13235363162589792,0.10563798106317769,0.15666538128269358,0.19033757453401567,0.14376701940306677,0.23490619194466095
wands,bge_base,catalog_wide,full,42994,1000,query_macro,308,21299,2026091701,10000,0.9232433299622423,0.9036636137091704,0.9411996374422743,0.92128671524232,0.9017820806104767,0.9391678345163401,0.8956532989931978,0.8733902832880482,0.9166413444173912,0.0459475878064808,0.03619231649158697,0.05646557776675178,0.05839911320032143,0.04273895474794364,0.07574043661302596
wands,bge_base,catalog_wide,full,42994,1000,pair_micro,308,21299,2026091701,10000,0.8867082961641392,0.8519698992987392,0.9210336955345597,0.881771780029914,0.8454447339818859,0.9175158380680004,0.8367528991971455,0.7909943285914879,0.8835459419404899,0.08333724588008827,0.06093660097010593,0.10493014171003301,0.07990985492276632,0.053368849904543755,0.10753371785242657
wands,bge_base,catalog_wide,fully_fitting,42994,20,query_macro,239,6797,2026091701,10000,0.24722307589324088,0.21041623646007335,0.28710817508239633,0.24655119625576843,0.2100555691066638,0.28634328331898934,0.21197408082669666,0.17667372937762163,0.25112091857996455,0.08384619010452278,0.06719582114265601,0.10187555960938391,0.7041797290687803,0.6625369111570797,0.7430321979285123
wands,bge_base,catalog_wide,fully_fitting,42994,20,pair_micro,239,6797,2026091701,10000,0.15933500073561865,0.13510306057910354,0.18727588240802528,0.15960823052186882,0.13589190608429016,0.18727053759899076,0.1184346035015448,0.09820554263968144,0.1423102808162819,0.09048109460055907,0.07942579115003012,0.10384388389792838,0.7910843018978961,0.7575945120868728,0.81926055846577
wands,bge_base,catalog_wide,fully_fitting,42994,50,query_macro,239,6797,2026091701,10000,0.4113348943810805,0.3663380040632606,0.4582402592012518,0.4158531080280461,0.37203946379324887,0.46113965036840365,0.3531562627810694,0.3090046644268985,0.3990593384088526,0.12331985260694048,0.10182911305364585,0.1473710810960193,0.5235238846119902,0.4769510349259228,0.5699581967111643
wands,bge_base,catalog_wide,fully_fitting,42994,50,pair_micro,239,6797,2026091701,10000,0.32985140503163163,0.28514529403262423,0.3808670867715317,0.33449631139788566,0.2900013117745351,0.3852900114039027,0.27762248050610566,0.23539430821144988,0.326008570884143,0.12167132558481683,0.10649609543200099,0.13843093278756094,0.6007061939090775,0.5481810563871564,0.6465407034396491
wands,bge_base,catalog_wide,fully_fitting,42994,100,query_macro,239,6797,2026091701,10000,0.5449472001781214,0.4973665862891465,0.5924940730985994,0.5651602987194306,0.5190771625488837,0.611267802714186,0.5051095477047354,0.45668102965104246,0.5527357805325506,0.11215750659157248,0.08886032762789775,0.13826859234651145,0.3827329457036922,0.337584394455816,0.4289471125277381
wands,bge_base,catalog_wide,fully_fitting,42994,100,pair_micro,239,6797,2026091701,10000,0.50404590260409,0.4470972864170135,0.5658589847031914,0.5077660312322664,0.4512135892895305,0.5689593689151262,0.44460791525673093,0.38831525145517026,0.5069358771465481,0.12843901721347653,0.10933456192900076,0.14818050602510036,0.42695306752979256,0.365016638225256,0.48523240748519425
wands,bge_base,catalog_wide,fully_fitting,42994,200,query_macro,239,6797,2026091701,10000,0.6902972306983606,0.644199411229932,0.735427280927235,0.6887437679096515,0.6440142864690932,0.7330466339124577,0.6461444312090276,0.5989529790535799,0.692417957667587,0.08714901055946009,0.06738483942878638,0.10932459205369102,0.2667065582315119,0.22333508985399728,0.3108618047274629
wands,bge_base,catalog_wide,fully_fitting,42994,200,pair_micro,239,6797,2026091701,10000,0.6853023392673239,0.6175202893817758,0.7526918905538669,0.6888333088127113,0.6223254520460428,0.7547411064244127,0.6429307047226718,0.5748409143397006,0.7114770010326326,0.09106958952479034,0.0767463188186453,0.10477151053591327,0.2659997057525379,0.20384339237327218,0.3292705052342909
wands,bge_base,catalog_wide,fully_fitting,42994,500,query_macro,239,6797,2026091701,10000,0.8172937019481974,0.7793246082534939,0.8538526303752021,0.8176333262834248,0.7801260071850393,0.8534495228466625,0.7737630636076364,0.731385864674215,0.8142308905120427,0.07734612013316933,0.05712388366537358,0.09995642353877231,0.14889081625919423,0.11560022873115575,0.18437719888216358
wands,bge_base,catalog_wide,fully_fitting,42994,500,pair_micro,239,6797,2026091701,10000,0.8350742974841842,0.7790495070659477,0.8872544294584019,0.8400134513125537,0.7862216381395037,0.8907593704616678,0.8040311902309842,0.7417380710995626,0.8629158334139466,0.06988377225246432,0.050329769422273025,0.09115978370147183,0.12608503751655142,0.08407215028175012,0.17169011495342842
wands,bge_base,catalog_wide,fully_fitting,42994,1000,query_macro,239,6797,2026091701,10000,0.8893551819278845,0.8568804642031191,0.9189721575963227,0.8917790675669135,0.8611096284957713,0.9196395640745133,0.8635025610732072,0.8290158547356223,0.8954653828105855,0.053733217336650645,0.03649867772443527,0.0734788320545909,0.08276422159014198,0.057678061082037435,0.11036861848248398
wands,bge_base,catalog_wide,fully_fitting,42994,1000,pair_micro,239,6797,2026091701,10000,0.9179049580697366,0.8868563338170071,0.9455798512489525,0.9207003089598353,0.8899779832720505,0.947724780144042,0.8958363984110637,0.8592828274310591,0.9290777762317448,0.04487273797263499,0.03107469872571066,0.05976036699553976,0.05929086361630131,0.03756922218347151,0.08419218950837187
wands,bge_base,target_only,full,42994,20,query_macro,308,21299,2026091701,10000,0.36104589354565686,0.3223411098879199,0.4008052032843102,0.3563693096715544,0.31790322797969983,0.3963005263241867,0.301764631639363,0.2631193293696425,0.34227001034879173,0.10831734636745582,0.09291230202468283,0.12547551318148392,0.5899180219931812,0.5502014625275823,0.6284419717957458
wands,bge_base,target_only,full,42994,20,pair_micro,308,21299,2026091701,10000,0.12240011268134654,0.10310943079444938,0.14658100712067268,0.11881845559483012,0.09966415480714773,0.142932972128545,0.08211653129254895,0.06714613112075257,0.10134665495732535,0.08521526832245645,0.07429843576597467,0.09830179421144344,0.8326682003849946,0.8025118375776531,0.856965214236293
wands,bge_base,target_only,full,42994,50,query_macro,308,21299,2026091701,10000,0.5145930051592698,0.4746161961297138,0.5549064437938822,0.5074276542139307,0.4673945114047387,0.5481168544887173,0.45120486309330193,0.40996218556857317,0.4937391539005046,0.11301681843866632,0.09924761882120067,0.1273352970706172,0.43577831846803167,0.3968360921105637,0.47437253561022336
wands,bge_base,target_only,full,42994,50,pair_micro,308,21299,2026091701,10000,0.2510916005446265,0.21357759460099976,0.2961802783814808,0.24613496274137614,0.20785733495241301,0.2921774322495189,0.19076012958354852,0.15792946973839259,0.23130939023325586,0.12141415089910325,0.10786743597127108,0.13693366366410903,0.6878257195173483,0.6366637149050892,0.7306759274572044
wands,bge_base,target_only,full,42994,100,query_macro,308,21299,2026091701,10000,0.6317092063148235,0.5936757829178482,0.6699870540200549,0.6320576790684956,0.5945541443258302,0.6695869076641622,0.569533452110206,0.5283177846264031,0.6112251338829628,0.12111896840638424,0.10301228020499437,0.14093843196419878,0.3093475794834098,0.2748024487717829,0.3443618211958702
