dataset,model,intervention,target_support,catalog_size,K,reference_K,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,source_order_inclusion,source_order_inclusion_ci_low,source_order_inclusion_ci_high,mean_schedule_inclusion,mean_schedule_inclusion_ci_low,mean_schedule_inclusion_ci_high,persistent_inclusion,persistent_inclusion_ci_low,persistent_inclusion_ci_high,VI,VI_ci_low,VI_ci_high,persistent_omission,persistent_omission_ci_low,persistent_omission_ci_high
wands,minilm,catalog_wide,full,42994,500,20,query_macro,308,21299,2026091701,10000,0.511502547325768,0.47638770361415717,0.5459426556877054,0.519061109651837,0.48637082871507575,0.5512245643319617,0.5259306506603714,0.48937101301497377,0.5618233278724034,-0.05326605882972708,-0.08916152012723663,-0.01933607587390072,-0.4726645918306441,-0.5054992495446521,-0.4392096421269694
wands,minilm,catalog_wide,full,42994,500,20,pair_micro,308,21299,2026091701,10000,0.5898398985867881,0.5484693464428312,0.6349058410353956,0.5814625770492242,0.5407341857707548,0.6262007904052938,0.5116672144232124,0.45659870403409447,0.5749705836321664,0.10897225221841401,0.05884058338351417,0.1525402653469468,-0.6206394666416264,-0.6474281203261563,-0.5931134508303777
wands,minilm,catalog_wide,full,42994,500,200,query_macro,308,21299,2026091701,10000,0.12318244643533466,0.10650261046170358,0.14102827313391356,0.1306857583531671,0.11481618560216394,0.14698115240314172,0.15313136606196032,0.1334637746952408,0.17394151824470527,-0.05637064589217959,-0.07809799616685695,-0.035042519039590235,-0.09676072016978084,-0.11186283702382821,-0.08231082015253469
wands,minilm,catalog_wide,full,42994,500,200,pair_micro,308,21299,2026091701,10000,0.1924033992206207,0.17178826834049696,0.21132863545085165,0.19246376422769673,0.17336913253420638,0.21029088222876055,0.19385886661345603,0.17452919141548484,0.2144802963665936,-0.01755950983614254,-0.04926793821010282,0.010223643264974222,-0.17629935677731348,-0.1994097386001104,-0.15096118358163735
wands,minilm,catalog_wide,full,42994,1000,20,query_macro,308,21299,2026091701,10000,0.5778799587861684,0.5413387859144322,0.6130908004281548,0.590291738125523,0.5566891743921842,0.62353394374778,0.621869758361301,0.5853930145967715,0.6573191804926299,-0.09491525000408288,-0.12795237937237003,-0.06268225887918787,-0.5269545083572181,-0.5616228342345625,-0.49115004178812627
wands,minilm,catalog_wide,full,42994,1000,20,pair_micro,308,21299,2026091701,10000,0.7347293300154937,0.6974459125197735,0.7712183457296105,0.7263318868089044,0.6888132078648798,0.7634108754313533,0.6832245645335462,0.6303512197957328,0.7370903334475929,0.04394572515141556,-0.003810318513475993,0.08771725955465584,-0.7271702896849618,-0.7548467462421136,-0.6975907219710865
wands,minilm,catalog_wide,full,42994,1000,500,query_macro,308,21299,2026091701,10000,0.06637741146040022,0.0553391667827953,0.0780806295653271,0.07123062847368528,0.060588402581877726,0.08242239427151855,0.09593910770092981,0.08086902322950375,0.11173767876758689,-0.041649191174355865,-0.05791417040447924,-0.024905791574473226,-0.05428991652657395,-0.06746827807526823,-0.04252467794169413
wands,minilm,catalog_wide,full,42994,1000,500,pair_micro,308,21299,2026091701,10000,0.14488943142870558,0.11330610556268357,0.17592612565601695,0.14486930975968024,0.11392381088065175,0.17520465555956882,0.17155735011033382,0.13318589686136476,0.2132489510155192,-0.06502652706699845,-0.0959182841344203,-0.0393209388952497,-0.10653082304333537,-0.12651785763060572,-0.08371650964273322
wands,minilm,catalog_wide,fully_fitting,42994,50,20,query_macro,118,925,2026091701,10000,0.19366492593058107,0.14263216210219207,0.24818307952698135,0.20045262135764444,0.15765366452384863,0.2472932357287213,0.1544383398293586,0.1100850595452295,0.20325041450776984,0.07200343691996672,0.020320677288093586,0.12602266887201483,-0.22644177674932534,-0.2828395001487842,-0.17319572592427404
wands,minilm,catalog_wide,fully_fitting,42994,50,20,pair_micro,118,925,2026091701,10000,0.18594594594594593,0.14967606514115075,0.2218847232963436,0.19305019305019303,0.15923517475727283,0.22677615659503542,0.16972972972972972,0.13081335941955516,0.20894062014328493,0.05189189189189189,0.01366742596810934,0.08783864451844393,-0.22162162162162163,-0.2626363346405165,-0.18101691179468363
wands,minilm,catalog_wide,fully_fitting,42994,100,20,query_macro,118,925,2026091701,10000,0.3416339255592132,0.27949477329221994,0.4038650763056136,0.3515357093515944,0.2944564585527251,0.4100828514325165,0.3112730168349633,0.2512366638561155,0.3740646389278509,0.04253980934469581,-0.019435455152464358,0.10469250935883184,-0.3538128261796591,-0.41572227422688174,-0.29103427864034703
wands,minilm,catalog_wide,fully_fitting,42994,100,20,pair_micro,118,925,2026091701,10000,0.3643243243243243,0.310302520225676,0.4139309267615411,0.3711196911196911,0.3173324858330738,0.4223732597137896,0.33837837837837836,0.2810019088425526,0.39448791269297095,0.046486486486486484,0.0,0.09073127530364371,-0.3848648648648649,-0.43691626763730057,-0.32827464788732397
wands,minilm,catalog_wide,fully_fitting,42994,100,50,query_macro,118,925,2026091701,10000,0.14796899962863205,0.10599079135065452,0.19294309787791739,0.15108308799394987,0.1167567449561304,0.18675287948529276,0.15683467700560458,0.11371507852337617,0.2037681772653046,-0.02946362757527091,-0.08405131356379514,0.02388481526354589,-0.1273710494303337,-0.16670167618984075,-0.0909315465550359
wands,minilm,catalog_wide,fully_fitting,42994,100,50,pair_micro,118,925,2026091701,10000,0.1783783783783784,0.14439109036731582,0.20815073907504336,0.17806949806949807,0.144243730779413,0.20732729116491316,0.16864864864864865,0.13413130769710577,0.20174721799037046,-0.005405405405405406,-0.040001335113484644,0.027397668457230552,-0.16324324324324324,-0.19283477218878511,-0.12866742970993758
wands,minilm,catalog_wide,fully_fitting,42994,200,20,query_macro,118,925,2026091701,10000,0.4832402440159056,0.4168839858474613,0.5477354876555987,0.4868621460123237,0.4251992341815776,0.5452579566530725,0.4575558412689218,0.39015376855267647,0.5236717757534101,0.035059664111961666,-0.02971994632314742,0.10086713219055891,-0.4926155053808835,-0.55658985019006,-0.42564959599646435
wands,minilm,catalog_wide,fully_fitting,42994,200,20,pair_micro,118,925,2026091701,10000,0.5254054054054054,0.461737222113428,0.5788339577300026,0.5263320463320463,0.4617770233287475,0.579264844146671,0.5156756756756756,0.4486345903771131,0.5723057157946051,0.018378378378378378,-0.033430506949148286,0.07231985671759923,-0.534054054054054,-0.5935937149564695,-0.4647851757006687
wands,minilm,catalog_wide,fully_fitting,42994,200,100,query_macro,118,925,2026091701,10000,0.14160631845669233,0.10252828648985646,0.1848637678288842,0.13532643666072916,0.10438258540588237,0.16912731014178642,0.14628282443395857,0.10628021181252967,0.1901723698717934,-0.00748014523273415,-0.06621693090794581,0.05370838183453324,-0.13880267920122438,-0.18526308926408877,-0.09830676238758423
wands,minilm,catalog_wide,fully_fitting,42994,200,100,pair_micro,118,925,2026091701,10000,0.16108108108108107,0.12089320009819353,0.20288158741757573,0.15521235521235516,0.11617900172117036,0.19645232708525695,0.1772972972972973,0.13679122188521683,0.21566888705365875,-0.02810810810810811,-0.06630682705319038,0.014071294559099437,-0.1491891891891892,-0.1976228614748476,-0.10571736785329018
wands,minilm,catalog_wide,fully_fitting,42994,500,20,query_macro,118,925,2026091701,10000,0.5967562973105667,0.5308474792992088,0.6609150559143722,0.6071000365360667,0.5431900242223254,0.6671788168618306,0.6223734096178616,0.5565324640708109,0.685031016206645,-0.0526299198247652,-0.10188314914079943,-0.004476019494148713,-0.5697434897930965,-0.6344131031725564,-0.5033365566236153
wands,minilm,catalog_wide,fully_fitting,42994,500,20,pair_micro,118,925,2026091701,10000,0.6443243243243243,0.5790867845291439,0.7,0.6537451737451738,0.5906715812484716,0.7087155208649155,0.6713513513513514,0.6047563895907581,0.7281351315827905,-0.04972972972972973,-0.08671273486264694,-0.011137242110910618,-0.6216216216216216,-0.6764713112383597,-0.5589983687333638
wands,minilm,catalog_wide,fully_fitting,42994,500,200,query_macro,118,925,2026091701,10000,0.11351605329466143,0.07871968196673428,0.1525861816865267,0.12023789052374328,0.09024517816760058,0.15304034098468064,0.16481756834893987,0.11761921415926115,0.21559149628504215,-0.08768958393672684,-0.1417142078230076,-0.03667454217097514,-0.07712798441221305,-0.10783678390636169,-0.05036383069682627
wands,minilm,catalog_wide,fully_fitting,42994,500,200,pair_micro,118,925,2026091701,10000,0.11891891891891893,0.0907192715544995,0.1474512421376533,0.12741312741312744,0.09745367118987716,0.15847979570377047,0.15567567567567567,0.11449561207461707,0.20020763547673417,-0.0681081081081081,-0.11219536201267524,-0.028080629453072978,-0.08756756756756756,-0.11757433091884009,-0.06107908334470835
wands,minilm,catalog_wide,fully_fitting,42994,1000,20,query_macro,118,925,2026091701,10000,0.6398659995307562,0.5744878723615645,0.7022224576021177,0.6619528524965858,0.6006242216663453,0.719552736573381,0.6765173627672908,0.610039745264033,0.7383579455744692,-0.04905334796448562,-0.10262267180124063,0.005726705027830412,-0.6274640148028052,-0.6908766056219195,-0.5610649843126991
wands,minilm,catalog_wide,fully_fitting,42994,1000,20,pair_micro,118,925,2026091701,10000,0.6940540540540541,0.6367868277735405,0.7428571428571429,0.701003861003861,0.6456782303644514,0.7488296138281807,0.7286486486486486,0.6694129056775431,0.7783488501445117,-0.0627027027027027,-0.10253081361603332,-0.02008882452774499,-0.6659459459459459,-0.7168743949536825,-0.6079990349819059
wands,minilm,catalog_wide,fully_fitting,42994,1000,500,query_macro,118,925,2026091701,10000,0.04310970222018936,0.023258504189865838,0.06758437103922993,0.05485281596051876,0.033373315559126406,0.08097757413820174,0.05414395314942923,0.032935821591721405,0.079701389093208,0.003576571860279582,-0.024026499663808126,0.03403748887453275,-0.05772052500970881,-0.08975943083675897,-0.03083311537559785
wands,minilm,catalog_wide,fully_fitting,42994,1000,500,pair_micro,118,925,2026091701,10000,0.04972972972972973,0.03136263067445154,0.07142857142857142,0.04725868725868727,0.03127278846926309,0.06629436706189325,0.0572972972972973,0.03837927525783212,0.07973554463843924,-0.012972972972972972,-0.03467443708565323,0.008830231119138401,-0.04432432432432432,-0.06750088862559242,-0.025842290370507944
wands,minilm,target_only,full,42994,50,20,query_macro,308,21299,2026091701,10000,0.1416893380774617,0.12394005264646729,0.16015928964415954,0.14014281491743089,0.12483639497854428,0.15609760053921146,0.12000217439396105,0.10073514010486528,0.1409129909203572,0.02692827258264299,0.006251669482977973,0.04606624473109927,-0.146930446976604,-0.16261843484344007,-0.13150902374585785
wands,minilm,target_only,full,42994,50,20,pair_micro,308,21299,2026091701,10000,0.11540447908352505,0.09860674869652485,0.13555097453342574,0.11073625186963838,0.09387848391298954,0.1308607986391679,0.07713977182027325,0.06187895860156365,0.09605895753038993,0.06953378092868209,0.059147908346810794,0.08087891657834587,-0.14667355274895535,-0.16798301436190807,-0.12863144844167232
wands,minilm,target_only,full,42994,100,20,query_macro,308,21299,2026091701,10000,0.2707482253298049,0.24470480443906742,0.29715723664921956,0.2680657645687234,0.24456400704477912,0.29169996707836027,0.24029710945754884,0.2112201054481908,0.2705149621170475,0.030083214961152616,0.00010936659800771408,0.05898076093715582,-0.270380324418701,-0.295323745688157,-0.24619354790785397
wands,minilm,target_only,full,42994,100,20,pair_micro,308,21299,2026091701,10000,0.2441429175078642,0.21247129752003785,0.28078996446999577,0.23221076777581776,0.20127714663651242,0.2685649670770486,0.17165125123245223,0.1413986987967146,0.2073502009557037,0.1159209352551763,0.09916891511720428,0.13231273984909278,-0.2875721864876285,-0.32172237872621073,-0.2579498934207816
wands,minilm,target_only,full,42994,100,50,query_macro,308,21299,2026091701,10000,0.1290588872523433,0.11271336461168924,0.14663986215559496,0.12792294965129242,0.11443114151876513,0.14236156712929204,0.12029493506358764,0.10200538217182588,0.14014937345898906,0.0031549423785096208,-0.018654969196363926,0.02432481351671369,-0.12344987744209719,-0.14033384846116462,-0.1074219560811382
wands,minilm,target_only,full,42994,100,50,pair_micro,308,21299,2026091701,10000,0.12873843842433916,0.11283698046076747,0.14741779405575822,0.12147451590617943,0.10595207223411766,0.13948433486074943,0.09451147941217898,0.07821648346698913,0.11378858797579376,0.0463871543264942,0.035114239948254695,0.056138055442909486,-0.14089863373867317,-0.1565487671499355,-0.1274430570611374
wands,minilm,target_only,full,42994,200,20,query_macro,308,21299,2026091701,10000,0.3883201008904338,0.35685154395472246,0.4199425924873374,0.38714489736872293,0.3580833192043903,0.4164437371044596,0.3672109543551266,0.3335282446366388,0.4019854434082129,0.012724183712688058,-0.021957876078737688,0.046348290029873625,-0.37993513806781476,-0.4102189474010498,-0.3505332771676148
wands,minilm,target_only,full,42994,200,20,pair_micro,308,21299,2026091701,10000,0.39743649936616743,0.3527109436667405,0.44873559623826337,0.38530313294386753,0.3410497331699654,0.43663426038822295,0.3094041973801587,0.26132625677008237,0.36527320882781494,0.13582797314427908,0.10887981097298957,0.15886600720506375,-0.44523217052443775,-0.48433029696445223,-0.41074683754853075
wands,minilm,target_only,full,42994,200,100,query_macro,308,21299,2026091701,10000,0.1175718755606287,0.1017906199014412,0.13439724542488435,0.11907913279999935,0.10678542962483432,0.1320637217483103,0.1269138448975782,0.10947685163106514,0.14545369099818645,-0.017359031248464562,-0.03794057873302018,0.0023940868159342634,-0.10955481364911368,-0.1250217543836498,-0.0949385169096067
wands,minilm,target_only,full,42994,200,100,pair_micro,308,21299,2026091701,10000,0.15329358185830322,0.13657596768823085,0.17267084014883533,0.1530923651680496,0.13576309400125758,0.17301003356918468,0.13775294614770647,0.1152378308174016,0.16389388091209658,0.019907037889102776,-0.0010652614432883093,0.03821186850602508,-0.15765998403680925,-0.17044447237943225,-0.1452713179698103
wands,minilm,target_only,full,42994,500,20,query_macro,308,21299,2026091701,10000,0.511502547325768,0.47638770361415717,0.5459426556877054,0.5213658778111191,0.48849466768403615,0.553137086279367,0.5268331303942172,0.4907218930923725,0.5630527702715267,-0.04394968464293516,-0.08038879248910225,-0.009363588226205746,-0.4828834457512825,-0.5162972565929144,-0.44933117377468046
wands,minilm,target_only,full,42994,500,20,pair_micro,308,21299,2026091701,10000,0.5898398985867881,0.5484693464428312,0.6349058410353956,0.5754529052336457,0.5321152347225514,0.6228615257733379,0.5016197943565426,0.4450626668816977,0.566675037827614,0.11897272172402461,0.06927603821228576,0.1617414173616993,-0.6205925160805672,-0.6495981758608577,-0.5904866574195486
wands,minilm,target_only,full,42994,500,200,query_macro,308,21299,2026091701,10000,0.12318244643533466,0.10650261046170358,0.14102827313391356,0.13422098044239628,0.11797247369410409,0.15073262030116594,0.15962217603909057,0.13911639734829254,0.1815581845932942,-0.056673868355623214,-0.0806210071119571,-0.032783894603761916,-0.10294830768346734,-0.11984168915517213,-0.087268982210145
wands,minilm,target_only,full,42994,500,200,pair_micro,308,21299,2026091701,10000,0.1924033992206207,0.17178826834049696,0.21132863545085165,0.19014977228977892,0.17120085606978153,0.20806587400356777,0.19221559697638388,0.17222941991054774,0.2129646718383167,-0.016855251420254472,-0.04957770923231096,0.011426036327679615,-0.1753603455561294,-0.19927576227291263,-0.14997562748591362
wands,minilm,target_only,full,42994,1000,20,query_macro,308,21299,2026091701,10000,0.5778799587861684,0.5413387859144322,0.6130908004281548,0.5927843173425692,0.5589609336794911,0.6260334362736154,0.6226343662368657,0.5861022748898383,0.6582875287907598,-0.08997578389285538,-0.12291856473091926,-0.05755962775089508,-0.5326585823440105,-0.5677315529717987,-0.49665248240481336
wands,minilm,target_only,full,42994,1000,20,pair_micro,308,21299,2026091701,10000,0.7347293300154937,0.6974459125197735,0.7712183457296105,0.721281347883536,0.6808417857643732,0.7610318074252085,0.6731771444668764,0.6176261406339623,0.7298464883682018,0.05413399690126297,0.005357950319731813,0.09870773144442045,-0.7273111413681393,-0.7558573075798495,-0.6969949092748846
wands,minilm,target_only,full,42994,1000,500,query_macro,308,21299,2026091701,10000,0.06637741146040022,0.0553391667827953,0.0780806295653271,0.07141843953145004,0.06089693163605113,0.08280538044995345,0.09580123584264841,0.08081191100154399,0.11154779765833504,-0.04602609924992023,-0.06061570198354244,-0.031361428134953746,-0.049775136592728156,-0.06096071788772854,-0.039732115907799424
wands,minilm,target_only,full,42994,1000,500,pair_micro,308,21299,2026091701,10000,0.14488943142870558,0.11330610556268357,0.17592612565601695,0.14582844264988967,0.11435433364363899,0.17699329336948103,0.17155735011033382,0.13276038216071714,0.21390120558198034,-0.06483872482276164,-0.09705424218716663,-0.03708301136900328,-0.10671862528757219,-0.12724437837487934,-0.08370658155230054
wands,minilm,target_only,fully_fitting,42994,50,20,query_macro,118,925,2026091701,10000,0.19366492593058107,0.14263216210219207,0.24818307952698135,0.1952180834603241,0.15160941692572039,0.24274008280660408,0.15591730997081946,0.11093841508334416,0.20539055563050587,0.06018578287754249,0.010289553731622282,0.11250112204967302,-0.216103092848362,-0.27203317948500216,-0.16290233468011833
wands,minilm,target_only,fully_fitting,42994,50,20,pair_micro,118,925,2026091701,10000,0.18594594594594593,0.14967606514115075,0.2218847232963436,0.19027027027027027,0.15570333601173733,0.22451358313817327,0.16864864864864865,0.12916858454174565,0.20837715702287268,0.04432432432432432,0.006733216887372383,0.07891785178032468,-0.21297297297297296,-0.2578485332201493,-0.16878402903811252
wands,minilm,target_only,fully_fitting,42994,100,20,query_macro,118,925,2026091701,10000,0.3416339255592132,0.27949477329221994,0.4038650763056136,0.33920781263070765,0.28135037418786124,0.3974480414469509,0.30746626012197953,0.2484364972244048,0.3694067466463089,0.03396996711144165,-0.025875173161673336,0.09498294229039778,-0.3414362272334211,-0.40469536711131215,-0.278832966154496
wands,minilm,target_only,fully_fitting,42994,100,20,pair_micro,118,925,2026091701,10000,0.3643243243243243,0.310302520225676,0.4139309267615411,0.36586872586872593,0.3096348436795523,0.4182150415251374,0.34378378378378377,0.2840289583353572,0.40160040798530006,0.03783783783783784,-0.007614859565813171,0.08012971698113205,-0.3816216216216216,-0.436025787539927,-0.3216475028343409
wands,minilm,target_only,fully_fitting,42994,100,50,query_macro,118,925,2026091701,10000,0.14796899962863205,0.10599079135065452,0.19294309787791739,0.14398972917038338,0.11100071429454109,0.1789749933734985,0.15154895015116,0.11099880621158259,0.19621035367411055,-0.02621581576610084,-0.08461077010513653,0.030726324926827673,-0.12533313438505914,-0.16878546660221605,-0.08629512967007007
wands,minilm,target_only,fully_fitting,42994,100,50,pair_micro,118,925,2026091701,10000,0.1783783783783784,0.14439109036731582,0.20815073907504336,0.17559845559845558,0.14067025395607005,0.20540744599745156,0.17513513513513512,0.1386389389118386,0.2091509883305549,-0.006486486486486489,-0.0425531914893617,0.028914259448825003,-0.16864864864864865,-0.20091759010106575,-0.131772665043173
wands,minilm,target_only,fully_fitting,42994,200,20,query_macro,118,925,2026091701,10000,0.4832402440159056,0.4168839858474613,0.5477354876555987,0.47336743557056143,0.41162790656703874,0.5326787936437819,0.4478073735939619,0.3819643909934972,0.5134811735001047,0.04391295403368816,-0.017754413745951877,0.10735774102784716,-0.49172032762765,-0.5556042989416904,-0.4248812712706179
wands,minilm,target_only,fully_fitting,42994,200,20,pair_micro,118,925,2026091701,10000,0.5254054054054054,0.461737222113428,0.5788339577300026,0.5300386100386101,0.4627731952531253,0.586377943505908,0.518918918918919,0.44912964090079127,0.5776031434184676,0.018378378378378378,-0.029595174045720266,0.06786119450583378,-0.5372972972972972,-0.5980352898797308,-0.46808356011875313
wands,minilm,target_only,fully_fitting,42994,200,100,query_macro,118,925,2026091701,10000,0.14160631845669233,0.10252828648985646,0.1848637678288842,0.13415962293985367,0.10346775139137812,0.16752849754787755,0.14034111347198225,0.10064693375230374,0.18389287523329165,0.009942986922246513,-0.048724613613184815,0.07009876001464445,-0.1502841003942287,-0.19892527273069988,-0.10691621864622933
wands,minilm,target_only,fully_fitting,42994,200,100,pair_micro,118,925,2026091701,10000,0.16108108108108107,0.12089320009819353,0.20288158741757573,0.16416988416988412,0.12208959662102639,0.20949935486531496,0.17513513513513512,0.1326833259782289,0.2158964931933525,-0.01945945945945946,-0.05251756154087246,0.016055168654106826,-0.15567567567567567,-0.2023314757725835,-0.1134961675565687
wands,minilm,target_only,fully_fitting,42994,500,20,query_macro,118,925,2026091701,10000,0.5967562973105667,0.5308474792992088,0.6609150559143722,0.6027877201160555,0.5383846312793581,0.6634512765016514,0.6219324031571423,0.5546759001049013,0.68510434503739,-0.05310647133761002,-0.10046582463963286,-0.0071161774260450296,-0.5688259318195327,-0.6335952961714811,-0.5013778453940455
wands,minilm,target_only,fully_fitting,42994,500,20,pair_micro,118,925,2026091701,10000,0.6443243243243243,0.5790867845291439,0.7,0.6549806949806949,0.5904534566106853,0.709949796967012,0.6713513513513514,0.6017043893071496,0.7292439130316767,-0.046486486486486484,-0.08253159015855979,-0.010036978212233594,-0.6248648648648648,-0.6801152506030554,-0.560379606975858
wands,minilm,target_only,fully_fitting,42994,500,200,query_macro,118,925,2026091701,10000,0.11351605329466143,0.07871968196673428,0.1525861816865267,0.12942028454549448,0.09603174890132468,0.16582565475431257,0.17412502956318077,0.12680052312309395,0.2254160505445438,-0.09701942537129814,-0.14955729098773304,-0.04791784204108234,-0.07710560419188262,-0.10774837037894416,-0.050201254581106705
wands,minilm,target_only,fully_fitting,42994,500,200,pair_micro,118,925,2026091701,10000,0.11891891891891893,0.0907192715544995,0.1474512421376533,0.12494208494208495,0.0975029995647886,0.15389436274367882,0.15243243243243243,0.11507479861910241,0.19151675347008534,-0.06486486486486487,-0.10410447632987678,-0.02957426051922061,-0.08756756756756756,-0.11787935092856879,-0.0608187134502924
wands,minilm,target_only,fully_fitting,42994,1000,20,query_macro,118,925,2026091701,10000,0.6398659995307562,0.5744878723615645,0.7022224576021177,0.6568834879146497,0.5951795240996786,0.7152748200863015,0.6740182449264264,0.6068841945412582,0.7357385252658122,-0.04168008328189891,-0.09312068478170014,0.010625631450254896,-0.6323381616445276,-0.6948294257690772,-0.5668133979149651
wands,minilm,target_only,fully_fitting,42994,1000,20,pair_micro,118,925,2026091701,10000,0.6940540540540541,0.6367868277735405,0.7428571428571429,0.7017760617760617,0.6451471161722206,0.750107203165611,0.7275675675675676,0.6658200723327306,0.7792010919517263,-0.05297297297297297,-0.09372013238859218,-0.009455707212632149,-0.6745945945945946,-0.7248335555146945,-0.6150331877043941
wands,minilm,target_only,fully_fitting,42994,1000,500,query_macro,118,925,2026091701,10000,0.04310970222018936,0.023258504189865838,0.06758437103922993,0.054095767798594055,0.03245847103279861,0.08069185052417124,0.05208584176928394,0.03134341428366821,0.07750104523688332,0.011426388055711108,-0.017811139543131065,0.0461132909291007,-0.06351222982499505,-0.09885140755503644,-0.03390749493502938
wands,minilm,target_only,fully_fitting,42994,1000,500,pair_micro,118,925,2026091701,10000,0.04972972972972973,0.03136263067445154,0.07142857142857142,0.046795366795366805,0.03061224489795918,0.06604880304167479,0.05621621621621622,0.037125613789294305,0.07859435067294425,-0.006486486486486485,-0.02840396412186195,0.01734833762065657,-0.04972972972972973,-0.07560209650870657,-0.029330754695173256
wands,bge_base,catalog_wide,full,42994,50,20,query_macro,308,21299,2026091701,10000,0.15354711161361317,0.13565009921772622,0.17223115735957945,0.15175903566546228,0.1351015446826341,0.16880391867273709,0.14845267508407914,0.12747367480395516,0.17004031205300618,0.0009843830933439152,-0.01881300326192871,0.02030495828834505,-0.149437058177423,-0.16600015019913855,-0.13350044269010478
wands,bge_base,catalog_wide,full,42994,50,20,pair_micro,308,21299,2026091701,10000,0.12869148786327997,0.10968659855233495,0.15109245664636564,0.12834271226684016,0.10928133181982715,0.1506717998604573,0.1098173623174797,0.0910916998135221,0.13218605479517354,0.035823278088173156,0.027415202558810598,0.04391121138621785,-0.14564064040565286,-0.16714747264015248,-0.12695271981428877
