dataset,model,K,method,catalog_size,source_ids,view_budget,invariance_basis,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,source_order_recall,source_order_recall_ci_low,source_order_recall_ci_high,seven_schedule_mean_recall,seven_schedule_mean_recall_ci_low,seven_schedule_mean_recall_ci_high,persistent_inclusion,persistent_inclusion_ci_low,persistent_inclusion_ci_high,VI,VI_ci_low,VI_ci_high,persistent_omission,persistent_omission_ci_low,persistent_omission_ci_high,recall_C0,recall_C0_ci_low,recall_C0_ci_high,recall_C1,recall_C1_ci_low,recall_C1_ci_high,recall_C2s1,recall_C2s1_ci_low,recall_C2s1_ci_high,recall_C2s2,recall_C2s2_ci_low,recall_C2s2_ci_high,recall_C2s3,recall_C2s3_ci_low,recall_C2s3_ci_high,recall_C2s4,recall_C2s4_ci_low,recall_C2s4_ci_high,recall_C2s5,recall_C2s5_ci_low,recall_C2s5_ci_high,delta_seven_schedule_mean_recall_vs_raw_seven,delta_seven_schedule_mean_recall_vs_raw_seven_ci_low,delta_seven_schedule_mean_recall_vs_raw_seven_ci_high,delta_persistent_inclusion_vs_raw_seven,delta_persistent_inclusion_vs_raw_seven_ci_low,delta_persistent_inclusion_vs_raw_seven_ci_high,delta_VI_vs_raw_seven,delta_VI_vs_raw_seven_ci_low,delta_VI_vs_raw_seven_ci_high,delta_persistent_omission_vs_raw_seven,delta_persistent_omission_vs_raw_seven_ci_low,delta_persistent_omission_vs_raw_seven_ci_high,delta_source_recall_vs_raw_C0,delta_source_recall_vs_raw_C0_ci_low,delta_source_recall_vs_raw_C0_ci_high,delta_mean_recall_vs_raw_C0,delta_mean_recall_vs_raw_C0_ci_low,delta_mean_recall_vs_raw_C0_ci_high
wands,bge_base,100,centroid_7,42994,phase4/results/wands/bge_base_centroid_7_pairs.parquet,7,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.0,0.0,0.0,0.3584401134498503,0.3209527326897345,0.3963402225381529,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.6415598865501497,0.6036597774618471,0.6790472673102655,0.0053573178387815,9.881071341198853e-05,0.0106193452752935,0.0697571404338238,0.0563794346387242,0.0853395713643113,-0.1230487480542734,-0.1429622483562622,-0.1048963900481421,0.0532916076204496,0.0424107074268826,0.0658786109828051,0.009850680235326,0.0002014713846097,0.0211062352038005,0.009850680235326,0.0002014713846097,0.0211062352038005
wands,bge_base,100,max_7,42994,phase4/results/wands/bge_base_max_7_pairs.parquet,7,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.6415024736405207,0.6043501271456221,0.6793509395818779,0.6415024736405207,0.6043501271456221,0.6793509395818779,0.6415024736405207,0.6043501271456221,0.6793509395818779,0.0,0.0,0.0,0.3584975263594793,0.3206490604181224,0.3956498728543779,0.6415024736405207,0.6043501271456221,0.6793509395818779,0.6415024736405207,0.6043501271456221,0.6793509395818779,0.6415024736405207,0.6043501271456221,0.6793509395818779,0.6415024736405207,0.6043501271456221,0.6793509395818779,0.6415024736405207,0.6043501271456221,0.6793509395818779,0.6415024736405207,0.6043501271456221,0.6793509395818779,0.6415024736405207,0.6043501271456221,0.6793509395818779,0.0052999049291525,-0.0014418471223339,0.0133309567645183,0.0696997275241947,0.0557093550163682,0.0857887826160153,-0.1230487480542734,-0.1429622483562622,-0.1048963900481421,0.0533490205300787,0.043755375725649,0.0645483811563179,0.0097932673256969,-0.0010883520094887,0.0222448522813603,0.0097932673256969,-0.0010883520094887,0.0222448522813603
esci,bge_base,20,centroid_2,10076,phase4/results/esci/bge_base_centroid_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,499,4434,2026091701,10000,0.7386222436054389,0.7114494758769389,0.7655406342624133,0.7386222436054389,0.7114494758769389,0.7655406342624133,0.7386222436054389,0.7114494758769389,0.7655406342624133,0.0,0.0,0.0,0.2613777563945611,0.2344593657375868,0.2885505241230611,0.7386222436054389,0.7114494758769389,0.7655406342624133,0.7386222436054389,0.7114494758769389,0.7655406342624133,0.7386222436054389,0.7114494758769389,0.7655406342624133,0.7386222436054389,0.7114494758769389,0.7655406342624133,0.7386222436054389,0.7114494758769389,0.7655406342624133,0.7386222436054389,0.7114494758769389,0.7655406342624133,0.7386222436054389,0.7114494758769389,0.7655406342624133,0.000319188052193,-0.002413608282432,0.0029441978233057,0.0196729170582415,0.0143873389695243,0.0261954130418911,-0.0366180616955664,-0.0459048254085869,-0.0283970446758249,0.0169451446373249,0.0117489364046098,0.0233590690212881,-0.0024243200325544,-0.0064353625204186,0.0009964554166507,-0.0024243200325544,-0.0064353625204186,0.0009964554166507
esci,bge_base,20,max_2,10076,phase4/results/esci/bge_base_max_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,499,4434,2026091701,10000,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.0,0.0,0.0,0.2606553037818729,0.2341154567905238,0.2879414991505541,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.7393446962181272,0.7120585008494458,0.7658845432094762,0.0010416406648812,-0.0015459026188945,0.0037696104807345,0.0203953696709296,0.0144944905728748,0.0274524423977102,-0.0366180616955664,-0.0459048254085869,-0.0283970446758249,0.0162226920246367,0.0113716294412346,0.0221409288710286,-0.0017018674198662,-0.0048002495549876,0.0012775490132099,-0.0017018674198662,-0.0048002495549876,0.0012775490132099
esci,bge_base,20,centroid_4,10076,phase4/results/esci/bge_base_centroid_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",query_macro,499,4434,2026091701,10000,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.0,0.0,0.0,0.2614394692400155,0.2347032332377806,0.288732617007247,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.7385605307599845,0.7112673829927526,0.7652967667622192,0.0002574752067386,-0.0026121021871625,0.0031447647417071,0.0196112042127871,0.0138887071884768,0.0265799739250979,-0.0366180616955664,-0.0459048254085869,-0.0283970446758249,0.0170068574827792,0.0121193311965354,0.0231242242675502,-0.0024860328780087,-0.0058681507950343,0.0004790907248609,-0.0024860328780087,-0.0058681507950343,0.0004790907248609
esci,bge_base,20,max_4,10076,phase4/results/esci/bge_base_max_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",query_macro,499,4434,2026091701,10000,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.0,0.0,0.0,0.2602193637406775,0.2334935274503185,0.2873669927696524,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.7397806362593226,0.7126330072303476,0.7665064725496813,0.0014775807060766,-0.0011743870067005,0.0042318078845399,0.0208313097121251,0.0148150528058392,0.0279880262568891,-0.0366180616955664,-0.0459048254085869,-0.0283970446758249,0.0157867519834412,0.0110483458736863,0.0217402199562817,-0.0012659273786707,-0.0042866889238532,0.0016078246737753,-0.0012659273786707,-0.0042866889238532,0.0016078246737753
esci,bge_base,20,centroid_7,10076,phase4/results/esci/bge_base_centroid_7_pairs.parquet,7,"structural; input-order independent construction, one materialized index",query_macro,499,4434,2026091701,10000,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.0,0.0,0.0,0.2630390368760678,0.2361072064642226,0.2906109431200037,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.7369609631239321,0.7093890568799963,0.7638927935357773,0.7369609631239321,0.7093890568799963,0.7638927935357773,-0.0013420924293136,-0.0043902548708997,0.0014462520601956,0.0180116365767347,0.0129206844446474,0.0243340993581425,-0.0366180616955664,-0.0459048254085869,-0.0283970446758249,0.0186064251188316,0.0129730880467975,0.0252861556841829,-0.0040856005140611,-0.0087013321877244,-9.45142606076842e-06,-0.0040856005140611,-0.0087013321877244,-9.45142606076842e-06
esci,bge_base,20,max_7,10076,phase4/results/esci/bge_base_max_7_pairs.parquet,7,"structural; input-order independent construction, one materialized index",query_macro,499,4434,2026091701,10000,0.739691847292778,0.7126773828664197,0.7664133179288968,0.739691847292778,0.7126773828664197,0.7664133179288968,0.739691847292778,0.7126773828664197,0.7664133179288968,0.0,0.0,0.0,0.2603081527072219,0.2335866820711032,0.2873226171335802,0.739691847292778,0.7126773828664197,0.7664133179288968,0.739691847292778,0.7126773828664197,0.7664133179288968,0.739691847292778,0.7126773828664197,0.7664133179288968,0.739691847292778,0.7126773828664197,0.7664133179288968,0.739691847292778,0.7126773828664197,0.7664133179288968,0.739691847292778,0.7126773828664197,0.7664133179288968,0.739691847292778,0.7126773828664197,0.7664133179288968,0.0013887917395322,-0.001216341751765,0.0041298995470039,0.0207425207455806,0.0146563732062541,0.0279745774916612,-0.0366180616955664,-0.0459048254085869,-0.0283970446758249,0.0158755409499857,0.0112255712822038,0.0217873422090498,-0.0013547163452152,-0.0043420888368475,0.0015264097290388,-0.0013547163452152,-0.0043420888368475,0.0015264097290388
esci,bge_base,100,centroid_2,10076,phase4/results/esci/bge_base_centroid_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,499,4434,2026091701,10000,0.910661008922026,0.8912995643581175,0.9294555391123503,0.910661008922026,0.8912995643581175,0.9294555391123503,0.910661008922026,0.8912995643581175,0.9294555391123503,0.0,0.0,0.0,0.089338991077974,0.0705444608876495,0.1087004356418824,0.910661008922026,0.8912995643581175,0.9294555391123503,0.910661008922026,0.8912995643581175,0.9294555391123503,0.910661008922026,0.8912995643581175,0.9294555391123503,0.910661008922026,0.8912995643581175,0.9294555391123503,0.910661008922026,0.8912995643581175,0.9294555391123503,0.910661008922026,0.8912995643581175,0.9294555391123503,0.910661008922026,0.8912995643581175,0.9294555391123503,0.0002475847028305,-0.0008457651296239,0.0013670829414603,0.0033391461496814,0.0018201888212267,0.0051240909701695,-0.0072012176997605,-0.0100669980717396,-0.0047076062249981,0.0038620715500791,0.0020996819807599,0.0059880354903625,0.0008851053538254,-0.0008225687519329,0.0025168147559942,0.0008851053538254,-0.0008225687519329,0.0025168147559942
esci,bge_base,100,max_2,10076,phase4/results/esci/bge_base_max_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,499,4434,2026091701,10000,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.0,0.0,0.0,0.0891461450684947,0.0704321699709412,0.1085833116783046,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.9108538549315052,0.8914166883216955,0.9295678300290589,0.0004404307123098,-0.0007455234240637,0.001662744058965,0.0035319921591606,0.0019361199389168,0.0054018180893764,-0.0072012176997605,-0.0100669980717396,-0.0047076062249981,0.0036692255405998,0.0018403343622531,0.0059417540981326,0.0010779513633046,-0.0006662593627147,0.0028070856391219,0.0010779513633046,-0.0006662593627147,0.0028070856391219
esci,bge_base,100,centroid_4,10076,phase4/results/esci/bge_base_centroid_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",query_macro,499,4434,2026091701,10000,0.9101438309875134,0.8907156362652359,0.9288058107425812,0.9101438309875134,0.8907156362652359,0.9288058107425812,0.9101438309875134,0.8907156362652359,0.9288058107425812,0.0,0.0,0.0,0.0898561690124866,0.0711941892574189,0.1092843637347641,0.9101438309875134,0.8907156362652359,0.9288058107425812,0.9101438309875134,0.8907156362652359,0.9288058107425812,0.9101438309875134,0.8907156362652359,0.9288058107425812,0.9101438309875134,0.8907156362652359,0.9288058107425812,0.9101438309875134,0.8907156362652359,0.9288058107425812,0.9101438309875134,0.8907156362652359,0.9288058107425812,0.9101438309875134,0.8907156362652359,0.9288058107425812,-0.000269593231682,-0.0012004227201177,0.000589483916565,0.0028219682151688,0.0015249001480159,0.0043002236618072,-0.0072012176997605,-0.0100669980717396,-0.0047076062249981,0.0043792494845917,0.00242186213166,0.0067114070630643,0.0003679274193127,-0.0012456396375593,0.0018891223480565,0.0003679274193127,-0.0012456396375593,0.0018891223480565
esci,bge_base,100,max_4,10076,phase4/results/esci/bge_base_max_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",query_macro,499,4434,2026091701,10000,0.9105041976304452,0.8911057799186762,0.92913569593168,0.9105041976304452,0.8911057799186762,0.92913569593168,0.9105041976304452,0.8911057799186762,0.92913569593168,0.0,0.0,0.0,0.0894958023695548,0.0708643040683199,0.1088942200813238,0.9105041976304452,0.8911057799186762,0.92913569593168,0.9105041976304452,0.8911057799186762,0.92913569593168,0.9105041976304452,0.8911057799186762,0.92913569593168,0.9105041976304452,0.8911057799186762,0.92913569593168,0.9105041976304452,0.8911057799186762,0.92913569593168,0.9105041976304452,0.8911057799186762,0.92913569593168,0.9105041976304452,0.8911057799186762,0.92913569593168,9.07734112497686e-05,-0.0011464196072445,0.001335645592807,0.0031823348581005,0.0015825589034485,0.0050334074815216,-0.0072012176997605,-0.0100669980717396,-0.0047076062249981,0.0040188828416599,0.0020883024443269,0.0063712668218554,0.0007282940622445,-0.0011211608730015,0.0025286525897258,0.0007282940622445,-0.0011211608730015,0.0025286525897258
