query_id,product_id,label,grade
600,B082DKQ5QW,I,0.0
600,B0898R6LB7,E,1.0
600,B08F6ZHQG7,E,1.0
600,B08GG639D2,E,1.0
600,B08HN8T4T5,S,0.01
600,B07QR82TBY,E,1.0
600,B08QCX1CDC,E,1.0
600,B08RRYF52V,S,0.01
600,B08S7G96WS,E,1.0
600,B08SW7FFL4,E,1.0
600,B08XPXY8G5,E,1.0
600,B08Y9BVLM3,E,1.0
600,B08ZVB5FPJ,E,1.0
600,B093P3N7ZP,E,1.0
600,B08KRP5C4H,S,0.01
600,B07PS6JW56,E,1.0
600,B07QMQ8QP6,S,0.01
600,B015SQAVB8,I,0.0
600,B07F81VDL2,E,1.0
600,B000CBSNKQ,I,0.0
600,B00APVXSM6,I,0.0
600,B00KRFL5SO,I,0.0
600,B00NHQF6MG,S,0.01
600,B00ZY6JHU4,E,1.0
600,B01BLYNWIU,E,1.0
600,B01LBSZQ3U,E,1.0
600,B071X8S8WQ,E,1.0
600,B076PMFWVV,E,1.0
600,B079JL2FSY,I,0.0
600,B07BK9GFKD,E,1.0
600,B07D1KRT47,E,1.0
600,B07D4NSSY9,I,0.0
600,B07DVDTYQ2,E,1.0
600,B07DXPTCXP,E,1.0
600,B07F6G3F1D,E,1.0
600,B0728C64KH,E,1.0
602,B08N5NQ69J,I,0.0
602,B08DFGPTSK,I,0.0
602,B07Q9VBYV8,E,1.0
602,B07MSYTQNM,C,0.1
602,B07WLP395R,E,1.0
602,B07DBXZZN3,I,0.0
602,B0725BK81G,I,0.0
602,B06XFHQGB9,I,0.0
602,B01MA3EYC5,E,1.0
602,B07HKQ6YGX,I,0.0
622,B07Q6V1DFR,E,1.0
622,B07DJ2NCRL,S,0.01
622,B07DN4T7T6,E,1.0
622,B07F1G9FHL,E,1.0
622,B07HQML4H9,E,1.0
622,B07JQB3BFZ,S,0.01
622,B07M7RBQ7T,E,1.0
622,B07MNLSZ5N,E,1.0
622,B07QXQG73M,E,1.0
622,B07CTGRGX6,S,0.01
622,B07RLLCV3P,S,0.01
622,B07S31S21B,E,1.0
622,B07S5ZVKW5,E,1.0
622,B07TP9FB7W,E,1.0
622,B07V5VTZSS,E,1.0
622,B08JBYRD3H,E,1.0
622,B08PBMZH4H,S,0.01
622,B08YDL7WPW,E,1.0
622,B07RGHGLD5,S,0.01
622,B07BB8Y5NT,S,0.01
622,B06XGXSRXL,S,0.01
622,B072LYZC8Q,E,1.0
622,B002QCPQ4U,S,0.01
622,B004E0Z9LC,I,0.0
622,B007B5PGA6,E,1.0
622,B007B5QPJW,E,1.0
622,B00GMR51XG,C,0.1
622,B00JV9NY54,E,1.0
622,B00K1IP420,E,1.0
622,B00S5SRIO0,E,1.0
622,B00JKRVI4Q,E,1.0
622,B00XBCJOMO,I,0.0
622,B00VWIR0A2,S,0.01
622,B06XY2HPQY,E,1.0
622,B07B2YQLBL,E,1.0
622,B01N4N7LXN,E,1.0
622,B072KMXDPQ,S,0.01
622,B01A9GHXGS,E,1.0
622,B01A80Z5ZQ,E,1.0
622,B01CNNH6LM,E,1.0
637,B08D6BHWQP,E,1.0
637,B07Y1PF49S,E,1.0
637,B07SC7HJH6,E,1.0
637,B07S2GH668,E,1.0
637,B07PBPB367,E,1.0
637,B07N8SHSJQ,E,1.0
637,B07GT4WP3K,E,1.0
637,B07STM6HGX,S,0.01
637,B07D2HF7ZL,E,1.0
637,B07B7PL8SW,S,0.01
637,B01EV4TV64,E,1.0
637,B00N2SGBT6,E,1.0
637,B0087UYDPS,C,0.1
637,B003TWP2IG,E,1.0
637,B000FMYGIK,E,1.0
637,B07F9JYRBY,E,1.0
861,B07VTSKN53,E,1.0
861,B07RKQ4JS3,E,1.0
861,B07RZVPM35,S,0.01
861,B07SKN58FQ,I,0.0
861,B07SPB7FXF,S,0.01
861,B07T3FS56M,S,0.01
861,B07VD4DS5D,E,1.0
861,B07VSWW6BG,E,1.0
861,B07VVKKLRS,E,1.0
861,B07QCN67QM,E,1.0
861,B07YFV1CZR,S,0.01
861,B081SGLXMJ,E,1.0
861,B0854176GN,E,1.0
861,B08FHT9PCB,S,0.01
861,B08L64SCFP,I,0.0
861,B08M3TGPS3,E,1.0
861,B08MZH2L7S,E,1.0
861,B08NJJJQZH,E,1.0
861,B07VWSPXRG,I,0.0
861,B07PGLPCFN,E,1.0
861,B07JNPZZQ9,E,1.0
861,B07N3S558V,E,1.0
861,B000SN0WES,E,1.0
861,B000VDYUJI,E,1.0
861,B00B80TJWQ,S,0.01
861,B00LB69GK2,S,0.01
861,B00RNFSYVC,E,1.0
861,B014V7RSE8,E,1.0
861,B01EV99PWE,C,0.1
861,B01LYFJ7WP,E,1.0
861,B01B3GXVKA,E,1.0
861,B075DM567J,E,1.0
861,B0764L6ZR9,S,0.01
861,B07D5HZDFV,S,0.01
861,B07DPRLQJG,S,0.01
861,B07HGG3DD1,S,0.01
861,B07N3SXV24,E,1.0
861,B07KQQYJC6,E,1.0
861,B07MZ97158,E,1.0
861,B071KTNCSC,S,0.01
933,B06XJTV45H,C,0.1
933,B07SNR2WNJ,C,0.1
933,B07KQM47QS,S,0.01
933,B07DTS8N7P,E,1.0
933,B07BN6GC51,C,0.1
933,B077ZNH8C9,C,0.1
933,B077Z9GQCB,C,0.1
933,B06XDHZTNW,S,0.01
933,B00TMTG11W,E,1.0
933,B00HTV2OPM,C,0.1
933,B00CAVD12Q,C,0.1
933,B009Q752WE,S,0.01
933,B005IUYSIW,E,1.0
933,B000UVHAU2,S,0.01
933,B000EH4UXM,S,0.01
933,B000E28UQU,E,1.0
978,B08C2FTNJ8,S,0.01
978,B07VDH3B1Q,E,1.0
978,B07TFKJSN5,S,0.01
978,B07RSVC23N,E,1.0
978,B07RJ9TX13,E,1.0
978,B07MN1GKJ5,E,1.0
978,B07DDDW2QV,E,1.0
978,B07215KNBH,E,1.0
978,B01MTVBGBG,S,0.01
978,B01HHB9T4M,E,1.0
978,B01CZN30J2,E,1.0
978,B016J7E3PA,E,1.0
978,B012DSYW1Y,E,1.0
978,B00TCOP3PC,E,1.0
978,B00CPBPSPO,E,1.0
978,B01MQRHG91,S,0.01
1210,B01MUK3FK2,I,0.0
1210,B01N4VF8SR,I,0.0
1210,B01N7WQ9MT,I,0.0
1210,B0791Y5WS6,I,0.0
1210,B07CB9N64B,I,0.0
1210,B07H53J5G5,I,0.0
1210,B07H8QVS3Z,I,0.0
1210,B08S3KN4CK,I,0.0
1210,B07HPBQYG7,I,0.0
1210,B07M9G93LS,I,0.0
1210,B07MPCX4DZ,I,0.0
1210,B07PC2VXHV,I,0.0
1210,B07RP45J7F,I,0.0
1210,B086VTLMHT,I,0.0
1210,B01K3IAYAO,E,1.0
1210,B07HMJWCNL,I,0.0
1210,B07NVSW3HG,I,0.0
1210,B017KQSD7S,I,0.0
1210,B00UPAYY5C,I,0.0
1210,B00Z0P7USA,I,0.0
1210,B000BQKFAI,I,0.0
1210,B000NORVHI,I,0.0
1210,B000Q10XH8,I,0.0
1210,B002OMV09W,S,0.01
1210,B004LO2AIG,I,0.0
1210,B007P643GE,I,0.0
1210,B000ZHJS0G,I,0.0
1210,B0096EVMTE,S,0.01
1210,B00CAADD3E,I,0.0
1210,B00I7LENZM,I,0.0
1210,B00IKSGI28,I,0.0
1210,B00IZHXUM0,I,0.0
1210,B00J594EGI,I,0.0
1210,B008FD8ETS,E,1.0
1210,B00JA9D914,I,0.0
1293,B01M7RNBZA,S,0.01
1293,B071H37D9F,I,0.0
1293,B078MWB6DX,E,1.0
1293,B07BRHZDXN,S,0.01
1293,B07HHXV5QB,E,1.0
1293,B07J6T5GJM,E,1.0
1293,B07NVJ564D,I,0.0
1293,B07TBDNX23,I,0.0
1293,B082SB7FBJ,S,0.01
1293,B07WHFBN95,S,0.01
1293,B07Y4NP3JD,E,1.0
1293,B08351N2VK,I,0.0
1293,B0858KY4X3,S,0.01
1293,B085L9HJG8,E,1.0
1293,B08C7ZWRYC,S,0.01
1293,B08CHG5S2B,S,0.01
1293,B08JXKH6SM,E,1.0
1293,B07V1TFGFY,S,0.01
1293,B01D21QLB0,E,1.0
1293,B00JK964TS,E,1.0
1293,B012OIVRP2,S,0.01
1293,B0166P6QNM,I,0.0
1293,B00004RFK7,S,0.01
1293,B000058AKB,S,0.01
1293,B00005Q5I8,S,0.01
1293,B00008CM6I,I,0.0
1293,B00008CM6K,S,0.01
1293,B000GWK34K,I,0.0
1293,B00107EARQ,S,0.01
1293,B00008CM6J,S,0.01
1293,B001ASCU6S,S,0.01
1293,B0018KLOCO,S,0.01
1293,B00I7KUD5C,S,0.01
1293,B00EEDN8RG,I,0.0
1293,B005H05SO6,I,0.0
1293,B00JAQ9CX6,I,0.0
1293,B00476T6Q2,S,0.01
1293,B003A84EGU,E,1.0
1293,B004T6J9QC,E,1.0
1310,B082DBBL7F,I,0.0
1310,B0832VN7MG,I,0.0
1310,B083LYM3TZ,C,0.1
1310,B08BP8ZX75,I,0.0
1310,B08C7FLS3P,C,0.1
1310,B08HZ5L5QF,I,0.0
1310,B08N5T7G8T,C,0.1
1310,B08PF9JZDX,C,0.1
1310,B08T72X1ZV,I,0.0
1310,B08Q4NGTYZ,I,0.0
1310,B08R9ZK98J,E,1.0
1310,B07XXNV1W1,C,0.1
1310,B08T9CPDYM,C,0.1
1310,B08Z7NL2KG,S,0.01
1310,B08Z7Q64FS,I,0.0
1310,B08ZYBKKCG,C,0.1
1310,B093PYTDSS,I,0.0
1310,B08PYWTJTK,I,0.0
1310,B07V7BZZ1Q,C,0.1
1310,B08YNXLVBM,I,0.0
1310,B07SHSFN9X,I,0.0
1310,B000E7MTUI,I,0.0
1310,B000ZOPXG2,S,0.01
1310,B001OEPWYK,C,0.1
1310,B002IMHK2E,C,0.1
1310,B0032Z3AKC,C,0.1
1310,B07TXSP5PK,S,0.01
1310,B00UW2U27W,C,0.1
1310,B015RLLQ04,I,0.0
1310,B016F0F0Q2,C,0.1
1310,B0084E43TS,I,0.0
1310,B01MTSQM0J,I,0.0
1310,B075B758Y3,C,0.1
1310,B078VP2YLV,C,0.1
1310,B078Y4YLM7,C,0.1
1310,B079RKPQSP,S,0.01
1310,B07D127B57,I,0.0
1310,B07FNF1VFQ,C,0.1
1310,B07PX97XHN,C,0.1
1310,B01G7JUPK2,I,0.0
1458,B00HZ2DOO0,I,0.0
1458,B00K3I0A2C,E,1.0
1458,B00MFTKUQI,I,0.0
1458,B00P0ZMWMO,E,1.0
1458,B00XA0DP86,I,0.0
1458,B01JI3361O,S,0.01
1458,B01M8I4G2L,I,0.0
1458,B06XYVXV4Q,E,1.0
1458,B07DDMQM9X,S,0.01
1458,B0751SW3GP,E,1.0
1458,B07C33SSLY,S,0.01
1458,B0822XLC9T,S,0.01
1458,B089X2V5ZK,S,0.01
1458,B08L4JMFYM,S,0.01
1458,B08NG8MWB6,S,0.01
1458,B093XTWJ6M,E,1.0
1458,B00HYJR9YK,S,0.01
1458,B074H7L7BT,S,0.01
1458,B00GIIPHWY,S,0.01
1458,B003M61XGO,S,0.01
1458,B00C2F3170,E,1.0
1458,B000FGTO1K,E,1.0
1458,B000RAH54C,E,1.0
1458,B000RAJZ7M,E,1.0
1458,B000REGHME,E,1.0
1458,B000REHXQS,S,0.01
1458,B001LO34MK,E,1.0
1458,B001LO4X2K,S,0.01
1458,B001LO4YZQ,S,0.01
1458,B000FGRZL6,E,1.0
1458,B001LO514Y,I,0.0
1458,B001LO511W,E,1.0
1458,B004M0Y8T8,S,0.01
1458,B004H3V1SQ,C,0.1
1458,B0046HG1FG,I,0.0
1458,B00D8I9E9O,S,0.01
1458,B002OVMO5M,S,0.01
1458,B001O8MS0C,E,1.0
1458,B001O8MMMQ,E,1.0
1476,B07DB6YCKQ,S,0.01
1476,B07FKB1FSV,E,1.0
1476,B07G5Z351K,S,0.01
1476,B07H79N7Y8,S,0.01
1476,B07MSFWQPT,S,0.01
1476,B07P2J2XKQ,I,0.0
1476,B07S5ZWHRH,S,0.01
1476,B07SDMNMT7,I,0.0
1476,B07SG9PGK2,S,0.01
1476,B07XL8BQFW,S,0.01
1476,B07XDHRN6B,E,1.0
1476,B0813RF6PN,S,0.01
1476,B088ZXSLK1,S,0.01
1476,B089M4SW6X,E,1.0
1476,B089SV45K8,S,0.01
1476,B08BJTTZ4F,S,0.01
1476,B08QML55XQ,E,1.0
1476,B07CTBCB1Z,E,1.0
1476,B07VS5VLVF,S,0.01
1476,B07BVQ81KZ,S,0.01
1476,B01FHFYOUE,E,1.0
1476,B079QF5VZY,I,0.0
1476,B01AW3836W,E,1.0
1476,B01COV4RTM,E,1.0
1476,B01CTMI3A0,S,0.01
1476,B07B77BBXV,E,1.0
1476,B01HMAUHNU,E,1.0
1476,B01N4D6JMV,I,0.0
1476,B06Y49XB5Z,C,0.1
1476,B06Y653S6X,E,1.0
1476,B01IAYVMN6,E,1.0
1476,B071HLR65Q,E,1.0
1476,B071CHDXJV,E,1.0
1476,B0793Q16YB,S,0.01
1476,B078J512HJ,E,1.0
1476,B075Q5Q6F1,E,1.0
1476,B079BRJNRN,I,0.0
1476,B073GH6YD7,S,0.01
1476,B071QYCJM3,E,1.0
1476,B07449RY7W,S,0.01
1530,B082XQRJXY,S,0.01
1530,B07Z81PSTD,E,1.0
1530,B07VWTPFJF,I,0.0
1530,B07WDMVFV5,E,1.0
1530,B07W9GBMRH,I,0.0
1530,B085W2XNJW,E,1.0
1530,B07Z39V9JD,E,1.0
1530,B089MWZ4QT,I,0.0
1530,B08M99V59M,E,1.0
1530,B08HCYN6NZ,E,1.0
1530,B08HSP5FLX,E,1.0
1530,B08L99BR4P,S,0.01
1530,B08QD83TMM,C,0.1
1530,B08SHFRK2M,E,1.0
1530,B08THMZVWH,I,0.0
1530,B08VHW9GZP,I,0.0
1530,B07SYYKKRW,E,1.0
1530,B08F1QVCNK,I,0.0
1530,B07QVP99DD,I,0.0
1530,B07Q2K1J4T,C,0.1
1530,B001CN8V9G,S,0.01
1530,B07PP5JC5K,S,0.01
1530,B002I7PSBY,S,0.01
1530,B004SHE5WK,S,0.01
1530,B004SKKCLU,E,1.0
1530,B00B7064FW,I,0.0
1530,B01HC2DNCA,C,0.1
1530,B071Y7DN6D,C,0.1
1530,B074QH1MYY,I,0.0
1530,B074W84397,E,1.0
1530,B00D3FG5EY,I,0.0
1530,B075FM93Z4,E,1.0
1530,B07593166H,E,1.0
1530,B07K7579HK,I,0.0
1530,B07FCPR3TR,E,1.0
1530,B078XGBQ6J,E,1.0
1530,B07KXPTMGF,C,0.1
1530,B0776SXVXD,E,1.0
1530,B075JWKZVM,I,0.0
1530,B077RZWJ1Q,E,1.0
1659,B07ZV71NBM,S,0.01
1659,B07QYMDP3D,S,0.01
1659,B07S85XX73,I,0.0
1659,B07S96GKQQ,I,0.0
1659,B07S977BZP,I,0.0
1659,B07T7MPXZ9,C,0.1
1659,B07VFMLRBB,S,0.01
1659,B082XVVS4G,S,0.01
1659,B08TGLW1QK,I,0.0
1659,B088QLBZ3N,S,0.01
1659,B088T9H4J5,I,0.0
1659,B08BLB3ZTB,S,0.01
1659,B08CRG1MHC,E,1.0
1659,B08KRG63D9,C,0.1
1659,B08S2PG59N,I,0.0
1659,B07MLFXY66,E,1.0
1659,B096FHYL61,I,0.0
1659,B087WGJP1S,I,0.0
1659,B07LGPW59N,C,0.1
1659,B088RGJBJ4,S,0.01
1659,B07HVRFZ4P,E,1.0
1659,B0044V7GNK,I,0.0
1659,B00CI3S6NK,I,0.0
1659,B00P21MZ14,I,0.0
1659,B00P289JOI,S,0.01
1659,B00V617XXY,I,0.0
1659,B00V81DNYK,E,1.0
1659,B07JGSR263,I,0.0
1659,B01BSLQSVO,S,0.01
1659,B01E97IX26,I,0.0
1659,B012N4HWO2,S,0.01
1659,B01N1ZZ8F9,I,0.0
1659,B01N183EJN,I,0.0
1659,B07G54PPRF,S,0.01
1659,B076ZGMZZS,S,0.01
1659,B075SBMTQL,E,1.0
1659,B07GJ8WGTF,I,0.0
1659,B06XPP86ZG,I,0.0
1659,B01N9YT9ZF,I,0.0
1659,B074NHPRY7,C,0.1
1816,B098JLDZ3D,S,0.01
1816,B07SG14141,S,0.01
1816,B07PHM5CVQ,S,0.01
1816,B07F261TPJ,S,0.01
1816,B07F2152G5,S,0.01
1816,B07DX3FBZ7,E,1.0
1816,B07B8WV67P,E,1.0
1816,B07DWZMSZH,S,0.01
1816,B071P2XRHN,C,0.1
1816,B01NAWE0YF,I,0.0
1816,B01FL14FR6,E,1.0
1816,B00IUAYGP2,S,0.01
1816,B00DC6L7GU,S,0.01
1816,B007HKOONU,S,0.01
1816,B007G83Z6K,E,1.0
1816,B076H7QXWR,I,0.0
2286,B07KPK6VMX,I,0.0
2286,B07MFC26DZ,I,0.0
2286,B07MFC3KZ4,I,0.0
2286,B07MXQ679B,S,0.01
2286,B07N2XVDS2,E,1.0
2286,B09157P7W4,I,0.0
2286,B07NBR3W6P,I,0.0
2286,B07SPSJBP8,S,0.01
2286,B083C5W6PY,I,0.0
2286,B07YK1FBHB,E,1.0
2286,B082YHSRQ6,I,0.0
2286,B08D3PV1XQ,I,0.0
2286,B08MF486GY,I,0.0
2286,B08QDS17ZB,E,1.0
2286,B08VV66XKL,I,0.0
2286,B08ZQSGQMZ,E,1.0
2286,B07H8JR13H,I,0.0
2286,B07SV4C59T,E,1.0
2286,B07H37YHMZ,I,0.0
2286,B06Y49M7JC,E,1.0
2286,B07F39F71J,E,1.0
2286,B07FF2Y9SC,I,0.0
2286,B00VU1XDDO,I,0.0
2286,B0135YHWJO,E,1.0
2286,B015YUDKVG,I,0.0
2286,B0188AU5YE,S,0.01
2286,B01AUQFAM6,E,1.0
2286,B01MR3345N,S,0.01
2286,B01MY3XF2R,I,0.0
2286,B018WH9HCO,E,1.0
2286,B06Y45XDZ2,I,0.0
2286,B06Y4467K4,E,1.0
2286,B073XNH792,I,0.0
2286,B073FMPD52,S,0.01
2286,B073FMDBLV,I,0.0
2286,B07B5KNXWD,E,1.0
2286,B071D6N3ZV,S,0.01
2286,B06Y48BMSN,S,0.01
2286,B0731FZM7S,E,1.0
2390,B07M9VSD72,C,0.1
2390,B07QHXPDN2,E,1.0
2390,B07Y9XGWZ5,S,0.01
2390,B07VLDTPL1,C,0.1
2390,B07FDF54WD,S,0.01
2390,B07TK69DYH,S,0.01
2390,B07FD57RWM,S,0.01
2390,B07SS16ZML,S,0.01
2390,B075WWX9X1,S,0.01
2390,B01N7TC2TP,S,0.01
2390,B01N5QHGPP,S,0.01
2390,B01N23J3XA,S,0.01
2390,B01GHRRIVS,S,0.01
2390,B00YNIUUDC,E,1.0
2390,B00Q2P0PFW,S,0.01
2390,B075YG9G41,S,0.01
2692,B077Z3SMTV,E,1.0
2692,B07YDK24TX,E,1.0
2692,B07SBRR1HD,E,1.0
2692,B07PYRG3BS,E,1.0
2692,B07N7D4NQN,E,1.0
2692,B0786LT4JK,I,0.0
2692,B01N0UVMYE,I,0.0
2692,B084L5JC7M,I,0.0
2692,B00BG6IJA0,E,1.0
2692,B007WLXU5C,I,0.0
2692,B007HRIKPG,I,0.0
2692,B0054WGRBA,I,0.0
2692,B001GMTKPM,I,0.0
2692,B00079WOXK,E,1.0
2692,B00028FB8G,S,0.01
2692,B010W3URQ6,I,0.0
2855,B003MTVA4Q,S,0.01
2855,B00AALNQ2S,S,0.01
2855,B00CIX4NRS,S,0.01
2855,B00CMPO2IW,S,0.01
2855,B08FDYZ2P4,I,0.0
2855,B00LDYHKAU,S,0.01
2855,B00NWD4CN8,S,0.01
2855,B017MALDKG,S,0.01
2855,B079YL6VFY,S,0.01
2855,B079VQTDKK,I,0.0
2855,B07CKRSZLW,I,0.0
2855,B07GB53VK6,S,0.01
2855,B07MSM21Y9,I,0.0
2855,B07QPYFQ2C,E,1.0
2855,B07ZB2LJJD,C,0.1
2855,B087PLVRXL,S,0.01
2855,B003M8M8XO,E,1.0
2855,B01BZPPTMM,S,0.01
2855,B003LC9TBK,E,1.0
2855,B00CMPQDFW,S,0.01
2855,B003GMI7WW,S,0.01
2855,B003KIR0GQ,S,0.01
2855,B0000AXZSU,E,1.0
2855,B0000AXZVE,S,0.01
2855,B0007REZ3Y,S,0.01
2855,B000AL18E6,S,0.01
2855,B001443NSM,I,0.0
2855,B001448VS4,S,0.01
2855,B00144ACUO,S,0.01
2855,B003B3WAHY,S,0.01
2855,B001445EHU,E,1.0
2855,B003CTXNVY,I,0.0
2855,B003CTVZF0,S,0.01
2855,B003FKTEZE,E,1.0
2855,B003FKJW10,S,0.01
2855,B003D97ULM,S,0.01
2855,B003FZEJ22,E,1.0
2855,B003CU1MG6,S,0.01
2855,B003CU1LAS,S,0.01
2855,B003D97TYU,S,0.01
3012,B016N49TX0,E,1.0
3012,B082YFM4RH,E,1.0
3012,B07SNGQJXD,S,0.01
3012,B07M8H62SX,S,0.01
3012,B07CDDJHST,E,1.0
3012,B075QJSNQB,S,0.01
3012,B01MTD51KQ,S,0.01
3012,B0134I0CM0,E,1.0
3012,B007N6Z0PO,S,0.01
3012,B00JLOJ9US,S,0.01
3012,B00E3MZ3Y4,S,0.01
3012,B007MGXSN6,E,1.0
3012,B007MGXRZU,I,0.0
3012,B007MGXO5I,I,0.0
3012,B007MGXAE8,I,0.0
3012,B004SJL17A,S,0.01
3012,B00MW24PKK,I,0.0
3492,B07ZJSXG7K,S,0.01
3492,B07XG8N9JK,E,1.0
3492,B07K7D524M,S,0.01
3492,B074D6PB8G,S,0.01
3492,B0749YYZ7J,S,0.01
3492,B01IMYISFO,S,0.01
