dataset,method,repeat,query_id,score_ms,sort_ms,retrieval_ms,vector_bytes,lexical_sparse_bytes,vectors_per_product
esci,Original,1,8063,1.1599999852478504,0.9216000325977802,2.0816000178456306,30953472,0,1
esci,Original,1,8519,1.2887000339105725,0.8900000248104334,2.178700058721006,30953472,0,1
esci,Original,1,8605,1.108999946154654,0.8818999631330371,1.9908999092876911,30953472,0,1
esci,Original,1,8740,1.5503999311476946,0.9731000754982233,2.523500006645918,30953472,0,1
esci,Original,1,9096,1.2455000542104244,0.9283999679610133,2.1739000221714377,30953472,0,1
esci,Original,2,165,1.1891999747604132,0.9282000828534365,2.1174000576138496,30953472,0,1
esci,Original,2,433,1.170199946500361,0.9212000295519829,2.091399976052344,30953472,0,1
esci,Original,2,500,1.1668000370264053,0.8979999693110585,2.064800006337464,30953472,0,1
esci,Original,2,541,1.1690000537782907,0.8857999928295612,2.054800046607852,30953472,0,1
esci,Original,2,598,1.2868000194430351,0.9015999967232347,2.18840001616627,30953472,0,1
esci,Original,2,600,1.1588999768719077,0.9148999815806746,2.0737999584525824,30953472,0,1
esci,Original,2,602,1.1123999720439315,0.909700058400631,2.0221000304445624,30953472,0,1
esci,Original,2,622,1.0955999605357647,0.9021000005304813,1.997699961066246,30953472,0,1
esci,Original,2,637,1.0902999201789498,0.8997999830171466,1.9900999031960964,30953472,0,1
esci,Original,2,861,1.1196000268682837,0.9104999480769038,2.0300999749451876,30953472,0,1
esci,Original,2,933,1.5568999806419015,0.898800091817975,2.4557000724598765,30953472,0,1
esci,Original,2,978,1.2871000217273831,0.915899989195168,2.203000010922551,30953472,0,1
esci,Original,2,1210,1.1934000067412853,0.9003999875858426,2.093799994327128,30953472,0,1
esci,Original,2,1293,1.16610003169626,0.893099932000041,2.059199963696301,30953472,0,1
esci,Original,2,1310,1.137700048275292,0.8874000050127506,2.0251000532880425,30953472,0,1
esci,Original,2,1458,1.1356000322848558,0.893399934284389,2.028999966569245,30953472,0,1
esci,Original,2,1476,1.1602999875321984,0.9302999824285507,2.090599969960749,30953472,0,1
esci,Original,2,1530,1.3360000448301435,0.942499958910048,2.2785000037401915,30953472,0,1
esci,Original,2,1659,1.2341999681666493,0.9168999968096614,2.1510999649763107,30953472,0,1
esci,Original,2,1816,1.1023000115528703,0.8769000414758921,1.9792000530287623,30953472,0,1
esci,Original,2,2286,1.118800020776689,0.8773000445216894,1.9961000652983785,30953472,0,1
esci,Original,2,2390,1.1035000206902623,0.8746000239625573,1.9781000446528196,30953472,0,1
esci,Original,2,2692,1.123199937865138,0.9091000538319349,2.032299991697073,30953472,0,1
esci,Original,2,2855,1.1798999039456248,0.9304000996053219,2.1103000035509467,30953472,0,1
esci,Original,2,3012,1.2881000293418765,0.9226999245584011,2.2107999539002776,30953472,0,1
esci,Original,2,3492,1.2532999971881509,0.8931999327614903,2.1464999299496412,30953472,0,1
esci,Original,2,3494,1.1877999641001225,0.8848001016303897,2.072600065730512,30953472,0,1
esci,Original,2,3986,1.2015999527648091,0.8844999829307199,2.086099935695529,30953472,0,1
esci,Original,2,4299,1.1294999858364463,0.8862999966368079,2.015799982473254,30953472,0,1
esci,Original,2,4321,1.1518000392243266,0.9053999092429876,2.0571999484673142,30953472,0,1
esci,Original,2,4860,1.1499000247567892,0.8992999792098999,2.049200003966689,30953472,0,1
esci,Original,2,4956,1.1240000603720546,1.2650999706238508,2.3891000309959054,30953472,0,1
esci,Original,2,5079,1.3059000484645367,0.9058000287041068,2.2117000771686435,30953472,0,1
esci,Original,2,5094,1.1688999366015196,0.8920000400394201,2.0608999766409397,30953472,0,1
esci,Original,2,5419,1.2156000593677163,0.929799978621304,2.1454000379890203,30953472,0,1
esci,Original,2,5787,1.1367000406607985,0.8955999510362744,2.032299991697073,30953472,0,1
esci,Original,2,5921,1.1487000156193972,0.9030000073835254,2.0517000230029225,30953472,0,1
esci,Original,2,6138,1.2307999422773719,0.9187000105157495,2.1494999527931213,30953472,0,1
esci,Original,2,6685,1.249199965968728,0.9096000576391816,2.1588000236079097,30953472,0,1
esci,Original,2,7034,1.0733000235632062,0.9060000302270055,1.9793000537902117,30953472,0,1
esci,Original,2,7126,1.1514000361785293,0.9028000058606267,2.054200042039156,30953472,0,1
esci,Original,2,7303,1.3552999589592218,0.8794000605121255,2.2347000194713473,30953472,0,1
esci,Original,2,7340,1.0610000463202596,0.8762000361457467,1.9372000824660063,30953472,0,1
esci,Original,2,7545,1.106899930164218,0.8592000231146812,1.9660999532788992,30953472,0,1
esci,Original,2,7581,1.0541001101955771,0.8724998915567994,1.9266000017523766,30953472,0,1
esci,Original,2,8063,1.295599970035255,0.86240004748106,2.158000017516315,30953472,0,1
esci,Original,2,8519,1.271100016310811,0.8854999905452132,2.1566000068560243,30953472,0,1
esci,Original,2,8605,1.1831000447273254,0.8636000566184521,2.0467001013457775,30953472,0,1
esci,Original,2,8740,1.0570999002084136,0.849700067192316,1.9067999674007297,30953472,0,1
esci,Original,2,9096,1.0668999748304486,0.8694999851286411,1.9363999599590898,30953472,0,1
esci,Original,3,165,1.101300003938377,0.8617999264970422,1.963099930435419,30953472,0,1
esci,Original,3,433,1.017299946397543,0.8600000292062759,1.877299975603819,30953472,0,1
esci,Original,3,500,1.5453000087291002,0.8682999759912491,2.4135999847203493,30953472,0,1
esci,Original,3,541,1.130299991928041,0.9061000309884548,2.036400022916496,30953472,0,1
esci,Original,3,598,1.3577999779954553,0.8975000819191337,2.255300059914589,30953472,0,1
esci,Original,3,600,1.286200014874339,0.8824999677017331,2.168699982576072,30953472,0,1
esci,Original,3,602,1.1269000824540854,0.8532999781891704,1.9802000606432557,30953472,0,1
esci,Original,3,622,1.2109000235795975,0.8766999235376716,2.087599947117269,30953472,0,1
esci,Original,3,637,1.1483998969197273,0.8997000986710191,2.0480999955907464,30953472,0,1
esci,Original,3,861,1.1750999838113785,0.874800025485456,2.0499000092968345,30953472,0,1
esci,Original,3,933,1.2125000357627869,0.8848999859765172,2.097400021739304,30953472,0,1
esci,Original,3,978,1.2251000152900815,0.9089999366551638,2.1340999519452453,30953472,0,1
esci,Original,3,1210,1.0734000243246555,0.8759000338613987,1.9493000581860542,30953472,0,1
esci,Original,3,1293,1.2055999832227826,0.8762000361457467,2.0818000193685293,30953472,0,1
esci,Original,3,1310,1.158399973064661,0.8694999851286411,2.027899958193302,30953472,0,1
esci,Original,3,1458,1.0485000675544143,0.8815999608486891,1.9301000284031034,30953472,0,1
esci,Original,3,1476,1.4380000066012144,0.86240004748106,2.3004000540822744,30953472,0,1
esci,Original,3,1530,1.1838000500574708,0.8631999371573329,2.0469999872148037,30953472,0,1
esci,Original,3,1659,1.289099920541048,0.8958000689744949,2.184899989515543,30953472,0,1
esci,Original,3,1816,1.1711000697687268,0.8615999249741435,2.0326999947428703,30953472,0,1
esci,Original,3,2286,1.1915999930351973,0.9049999061971903,2.0965998992323875,30953472,0,1
esci,Original,3,2390,1.1702999472618103,0.8780000498518348,2.048299997113645,30953472,0,1
esci,Original,3,2692,1.1105999583378434,0.9494000114500523,2.0599999697878957,30953472,0,1
esci,Original,3,2855,1.3144999975338578,0.8776000468060374,2.1921000443398952,30953472,0,1
esci,Original,3,3012,1.2956000864505768,0.8846999844536185,2.1803000709041953,30953472,0,1
esci,Original,3,3492,1.1974000371992588,0.9058000287041068,2.1032000659033656,30953472,0,1
esci,Original,3,3494,1.2076999992132187,0.8851999882608652,2.092899987474084,30953472,0,1
esci,Original,3,3986,1.093100057914853,0.887800008058548,1.980900065973401,30953472,0,1
esci,Original,3,4299,1.092099933885038,0.9008999913930893,1.9929999252781272,30953472,0,1
esci,Original,3,4321,1.4723000349476933,0.9096999419853091,2.3819999769330025,30953472,0,1
esci,Original,3,4860,1.1122000869363546,0.9055999107658863,2.017799997702241,30953472,0,1
esci,Original,3,4956,1.1229999363422394,0.8551999926567078,1.9781999289989471,30953472,0,1
esci,Original,3,5079,1.178800011985004,0.8947999449446797,2.0735999569296837,30953472,0,1
esci,Original,3,5094,1.151299919001758,0.8725000079721212,2.0237999269738793,30953472,0,1
esci,Original,3,5419,1.1231000535190105,0.8837999776005745,2.006900031119585,30953472,0,1
esci,Original,3,5787,1.1563000734895468,0.9109999518841505,2.0673000253736973,30953472,0,1
esci,Original,3,5921,1.3565999688580632,0.8920000400394201,2.2486000088974833,30953472,0,1
esci,Original,3,6138,1.08299998100847,0.8957000682130456,1.9787000492215157,30953472,0,1
esci,Original,3,6685,1.0726000182330608,0.8440000237897038,1.9166000420227647,30953472,0,1
esci,Original,3,7034,1.13800005055964,0.852899975143373,1.990900025703013,30953472,0,1
esci,Original,3,7126,1.2763000559061766,0.8917999221011996,2.168099978007376,30953472,0,1
esci,Original,3,7303,1.222899998538196,0.8780000498518348,2.100900048390031,30953472,0,1
esci,Original,3,7340,1.1458999942988157,0.8801999501883984,2.026099944487214,30953472,0,1
esci,Original,3,7545,1.5498000429943204,0.8782000513747334,2.428000094369054,30953472,0,1
esci,Original,3,7581,1.3528999406844378,1.0758000425994396,2.4286999832838774,30953472,0,1
esci,Original,3,8063,1.7839999636635184,0.876000034622848,2.6599999982863665,30953472,0,1
esci,Original,3,8519,1.366000040434301,0.8965999586507678,2.2625999990850687,30953472,0,1
esci,Original,3,8605,1.133600017055869,0.8606999181210995,1.9942999351769686,30953472,0,1
esci,Original,3,8740,1.1126999743282795,0.9120999602600932,2.0247999345883727,30953472,0,1
esci,Original,3,9096,1.34379998780787,0.878299935720861,2.222099923528731,30953472,0,1
esci,Original,4,165,1.1801000218838453,0.8688999805599451,2.0490000024437904,30953472,0,1
esci,Original,4,433,1.204600092023611,0.8931999327614903,2.0978000247851014,30953472,0,1
esci,Original,4,500,1.200400060042739,0.9067999199032784,2.1071999799460173,30953472,0,1
esci,Original,4,541,1.186800072900951,0.8888000156730413,2.0756000885739923,30953472,0,1
esci,Original,4,598,1.1770999990403652,0.8925000438466668,2.069600042887032,30953472,0,1
esci,Original,4,600,1.2107999064028263,0.9136000880971551,2.1243999944999814,30953472,0,1
esci,Original,4,602,1.1660000309348106,0.8918000385165215,2.057800069451332,30953472,0,1
esci,Original,4,622,1.1266999645158648,0.8919000392779708,2.0186000037938356,30953472,0,1
esci,Original,4,637,1.0856000008061528,0.8912000339478254,1.9768000347539783,30953472,0,1
esci,Original,4,861,1.0957999620586634,0.8946999441832304,1.9904999062418938,30953472,0,1
esci,Original,4,933,1.6234000213444233,0.9531000396236777,2.576500060968101,30953472,0,1
esci,Original,4,978,1.7883999971672893,0.9476999985054135,2.736099995672703,30953472,0,1
esci,Original,4,1210,1.5707999700680375,0.9438000852242112,2.5146000552922487,30953472,0,1
esci,Original,4,1293,1.3469000114127994,0.9673000313341618,2.314200042746961,30953472,0,1
esci,Original,4,1310,1.2818999821320176,0.9393999353051186,2.221299917437136,30953472,0,1
esci,Original,4,1458,1.5091999666765332,0.8810000726953149,2.390200039371848,30953472,0,1
esci,Original,4,1476,1.271400018595159,0.8974999655038118,2.168899984098971,30953472,0,1
esci,Original,4,1530,1.2239000061526895,1.1746999807655811,2.3985999869182706,30953472,0,1
esci,Original,4,1659,1.3822000473737717,0.9091999381780624,2.291399985551834,30953472,0,1
esci,Original,4,1816,1.1901999823749065,0.9049000218510628,2.0951000042259693,30953472,0,1
esci,Original,4,2286,1.1765999952331185,0.9011999936774373,2.077799988910556,30953472,0,1
esci,Original,4,2390,1.1388999409973621,0.8966000750660896,2.0355000160634518,30953472,0,1
esci,Original,4,2692,1.1949000181630254,1.1668000370264053,2.3617000551894307,30953472,0,1
esci,Original,4,2855,1.348900026641786,0.9084999328479171,2.257399959489703,30953472,0,1
esci,Original,4,3012,1.2675999896600842,0.9332000045105815,2.2007999941706657,30953472,0,1
esci,Original,4,3492,1.141499960795045,1.0334000689908862,2.174900029785931,30953472,0,1
esci,Original,4,3494,1.2474000686779618,0.8541999850422144,2.101600053720176,30953472,0,1
esci,Original,4,3986,1.1576999677345157,0.8785000536590815,2.036200021393597,30953472,0,1
esci,Original,4,4299,1.0808000806719065,0.8802999509498477,1.9611000316217542,30953472,0,1
esci,Original,4,4321,1.079399953596294,0.8857999928295612,1.9651999464258552,30953472,0,1
esci,Original,4,4860,2.0068000303581357,0.9131999686360359,2.9199999989941716,30953472,0,1
esci,Original,4,4956,2.722500008530915,0.8883000118657947,3.6108000203967094,30953472,0,1
esci,Original,4,5079,1.5981000615283847,0.8719000034034252,2.47000006493181,30953472,0,1
esci,Original,4,5094,1.455899910070002,0.875400030054152,2.331299940124154,30953472,0,1
esci,Original,4,5419,1.1505000293254852,0.8804999524727464,2.0309999817982316,30953472,0,1
esci,Original,4,5787,1.101600006222725,1.0118000209331512,2.113400027155876,30953472,0,1
esci,Original,4,5921,1.3336000265553594,0.8847999852150679,2.2184000117704272,30953472,0,1
esci,Original,4,6138,1.9222000846639276,0.9363999124616385,2.858599997125566,30953472,0,1
esci,Original,4,6685,1.9063000800088048,0.8977999677881598,2.8041000477969646,30953472,0,1
esci,Original,4,7034,1.4561000280082226,0.8868000004440546,2.342900028452277,30953472,0,1
esci,Original,4,7126,1.2699998915195465,0.8859001100063324,2.155900001525879,30953472,0,1
esci,Original,4,7303,1.4352999860420823,0.8784999372437596,2.313799923285842,30953472,0,1
esci,Original,4,7340,1.1892999755218625,0.9040000149980187,2.0932999905198812,30953472,0,1
esci,Original,4,7545,1.8168999813497066,0.9445999749004841,2.7614999562501907,30953472,0,1
esci,Original,4,7581,1.4955999795347452,0.8831999730318785,2.3787999525666237,30953472,0,1
esci,Original,4,8063,1.4072998892515898,0.9102000622078776,2.3174999514594674,30953472,0,1
esci,Original,4,8519,1.5270999865606427,0.8852999890223145,2.4123999755829573,30953472,0,1
esci,Original,4,8605,1.4356999890878797,0.8868000004440546,2.3224999895319343,30953472,0,1
esci,Original,4,8740,1.3582000974565744,0.8875000057742,2.2457001032307744,30953472,0,1
esci,Original,4,9096,1.8911000806838274,0.9086999343708158,2.799800015054643,30953472,0,1
esci,Original,5,165,1.5285001136362553,0.8983999723568559,2.426900085993111,30953472,0,1
esci,Original,5,433,1.2164999498054385,0.8986000902950764,2.115100040100515,30953472,0,1
esci,Original,5,500,1.1474000057205558,0.8487999439239502,1.996199949644506,30953472,0,1
esci,Original,5,541,1.1025998974218965,0.8545001037418842,1.9571000011637807,30953472,0,1
esci,Original,5,598,1.088000019080937,0.8550999918952584,1.9431000109761953,30953472,0,1
esci,Original,5,600,1.0945999529212713,0.8866999996826053,1.9812999526038766,30953472,0,1
esci,Original,5,602,1.506200060248375,0.8904999122023582,2.396699972450733,30953472,0,1
esci,Original,5,622,1.5043000457808375,0.8994999807327986,2.403800026513636,30953472,0,1
esci,Original,5,637,1.1563999578356743,0.8847999852150679,2.041199943050742,30953472,0,1
esci,Original,5,861,1.1563999578356743,0.8909000316634774,2.0472999894991517,30953472,0,1
esci,Original,5,933,1.0879000183194876,0.8676000870764256,1.9555001053959131,30953472,0,1
esci,Original,5,978,1.117600011639297,0.9137999732047319,2.031399984844029,30953472,0,1
esci,Original,5,1210,1.332600018940866,0.9022000012919307,2.2348000202327967,30953472,0,1
esci,Original,5,1293,1.5415999805554748,0.8993000956252217,2.4409000761806965,30953472,0,1
esci,Original,5,1310,1.298899995163083,0.8821999654173851,2.181099960580468,30953472,0,1
esci,Original,5,1458,1.778900041244924,0.8796999463811517,2.6585999876260757,30953472,0,1
esci,Original,5,1476,1.1798000195994973,0.8911000331863761,2.0709000527858734,30953472,0,1
esci,Original,5,1530,1.1277999728918076,0.8680999744683504,1.995899947360158,30953472,0,1
esci,Original,5,1659,1.5698999632149935,0.8951999479904771,2.4650999112054706,30953472,0,1
esci,Original,5,1816,1.1844999389722943,0.8721000049263239,2.056599943898618,30953472,0,1
esci,Original,5,2286,1.2011999497190118,0.8708999957889318,2.0720999455079436,30953472,0,1
esci,Original,5,2390,1.1759999906644225,0.888100010342896,2.0641000010073185,30953472,0,1
esci,Original,5,2692,1.200099941343069,0.8981999708339572,2.0982999121770263,30953472,0,1
esci,Original,5,2855,1.1358000338077545,0.8807999547570944,2.016599988564849,30953472,0,1
esci,Original,5,3012,1.1973000364378095,0.8727000094950199,2.0700000459328294,30953472,0,1
esci,Original,5,3492,1.4037000946700573,0.8589999051764607,2.262699999846518,30953472,0,1
esci,Original,5,3494,1.1477998923510313,0.8806000696495175,2.028399962000549,30953472,0,1
esci,Original,5,3986,1.1487000156193972,0.8762000361457467,2.024900051765144,30953472,0,1
esci,Original,5,4299,1.1824999237433076,0.8906000293791294,2.073099953122437,30953472,0,1
esci,Original,5,4321,1.1609999928623438,0.8587999036535621,2.019799896515906,30953472,0,1
esci,Original,5,4860,1.153700053691864,0.8507999591529369,2.004500012844801,30953472,0,1
esci,Original,5,4956,1.116400002501905,0.9433000814169645,2.0597000839188695,30953472,0,1
esci,Original,5,5079,1.1970000341534615,0.9532000403851271,2.1502000745385885,30953472,0,1
esci,Original,5,5094,1.1612999951466918,0.8396999910473824,2.000999986194074,30953472,0,1
esci,Original,5,5419,1.1902999831363559,0.8777999319136143,2.06809991504997,30953472,0,1
esci,Original,5,5787,1.2518999865278602,0.8827999699860811,2.1346999565139413,30953472,0,1
esci,Original,5,5921,1.4168999623507261,0.8846999844536185,2.3015999468043447,30953472,0,1
esci,Original,5,6138,1.1896000942215323,0.9408999467268586,2.130500040948391,30953472,0,1
esci,Original,5,6685,1.1442999821156263,0.8603999158367515,2.004699897952378,30953472,0,1
esci,Original,5,7034,1.285300008021295,0.9394999360665679,2.224799944087863,30953472,0,1
esci,Original,5,7126,1.3981000520288944,0.9602999780327082,2.3584000300616026,30953472,0,1
esci,Original,5,7303,1.1538000544533134,0.8455000352114439,1.9993000896647573,30953472,0,1
esci,Original,5,7340,1.1406999547034502,0.8530000923201442,1.9937000470235944,30953472,0,1
esci,Original,5,7545,1.1332000140100718,0.8390999864786863,1.972300000488758,30953472,0,1
esci,Original,5,7581,1.146299997344613,0.8463999256491661,1.9926999229937792,30953472,0,1
esci,Original,5,8063,2.5891000404953957,0.8613999234512448,3.4504999639466405,30953472,0,1
esci,Original,5,8519,1.3676000526174903,0.8622999303042889,2.229899982921779,30953472,0,1
esci,Original,5,8605,1.1473000049591064,0.8315999293699861,1.9788999343290925,30953472,0,1
esci,Original,5,8740,1.2246000114828348,0.8419000077992678,2.0665000192821026,30953472,0,1
esci,Original,5,9096,1.6214000061154366,0.8523000869899988,2.4737000931054354,30953472,0,1
esci,rule_appearance,1,165,1.1633000103756785,0.8126000175252557,1.9759000279009342,30953472,0,1
esci,rule_appearance,1,433,1.4386000111699104,0.8085999870672822,2.2471999982371926,30953472,0,1
esci,rule_appearance,1,500,1.2369999894872308,0.7801000028848648,2.0170999923720956,30953472,0,1
esci,rule_appearance,1,541,1.14100007340312,0.7808000082150102,1.9218000816181302,30953472,0,1
esci,rule_appearance,1,598,1.2440999271348119,0.7720000576227903,2.016099984757602,30953472,0,1
esci,rule_appearance,1,600,1.6791000962257385,0.7944999961182475,2.473600092343986,30953472,0,1
esci,rule_appearance,1,602,1.2719000224024057,0.838099978864193,2.1100000012665987,30953472,0,1
esci,rule_appearance,1,622,1.7012000316753983,0.7682000286877155,2.469400060363114,30953472,0,1
esci,rule_appearance,1,637,1.5715999761596322,0.7693999214097857,2.340999897569418,30953472,0,1
esci,rule_appearance,1,861,1.2079000007361174,0.852899975143373,2.0607999758794904,30953472,0,1
esci,rule_appearance,1,933,1.2138000456616282,0.8005999261513352,2.0143999718129635,30953472,0,1
esci,rule_appearance,1,978,1.501200022175908,0.824799994006753,2.326000016182661,30953472,0,1
esci,rule_appearance,1,1210,1.2932999525219202,0.8101999992504716,2.103499951772392,30953472,0,1
esci,rule_appearance,1,1293,1.2057999847456813,0.7885999511927366,1.994399935938418,30953472,0,1
esci,rule_appearance,1,1310,1.0946999536827207,0.8052000775933266,1.8999000312760472,30953472,0,1
esci,rule_appearance,1,1458,1.1355000315234065,0.800300040282309,1.9358000718057156,30953472,0,1
esci,rule_appearance,1,1476,1.228200038895011,0.8020999375730753,2.0302999764680862,30953472,0,1
esci,rule_appearance,1,1530,1.1201000306755304,0.8038999512791634,1.9239999819546938,30953472,0,1
esci,rule_appearance,1,1659,1.0964000830426812,0.8333999430760741,1.9298000261187553,30953472,0,1
esci,rule_appearance,1,1816,1.3414999702945352,0.7643999997526407,2.105899970047176,30953472,0,1
esci,rule_appearance,1,2286,1.2028999626636505,0.7637999951839447,1.9666999578475952,30953472,0,1
esci,rule_appearance,1,2390,1.1202000314369798,0.76149997767061,1.8817000091075897,30953472,0,1
esci,rule_appearance,1,2692,1.102200010791421,0.7583999540656805,1.8605999648571014,30953472,0,1
esci,rule_appearance,1,2855,1.067299977876246,0.8126000175252557,1.8798999954015017,30953472,0,1
esci,rule_appearance,1,3012,1.11440010368824,0.8035999489948153,1.9180000526830554,30953472,0,1
esci,rule_appearance,1,3492,1.0816999711096287,0.8025000570341945,1.8842000281438231,30953472,0,1
esci,rule_appearance,1,3494,1.5788000309839845,0.8138999110087752,2.3926999419927597,30953472,0,1
esci,rule_appearance,1,3986,1.2528999941423535,0.8238999871537089,2.0767999812960625,30953472,0,1
esci,rule_appearance,1,4299,1.295299967750907,0.7835000287741423,2.078799996525049,30953472,0,1
esci,rule_appearance,1,4321,1.0874000145122409,0.775699969381094,1.8630999838933349,30953472,0,1
esci,rule_appearance,1,4860,1.3670000480487943,0.8319999324157834,2.1989999804645777,30953472,0,1
esci,rule_appearance,1,4956,1.2933999532833695,0.7527000270783901,2.0460999803617597,30953472,0,1
esci,rule_appearance,1,5079,1.079399953596294,0.825099996291101,1.904499949887395,30953472,0,1
esci,rule_appearance,1,5094,1.2610999401658773,0.7958000060170889,2.0568999461829662,30953472,0,1
esci,rule_appearance,1,5419,1.1535000521689653,0.7885999511927366,1.942100003361702,30953472,0,1
esci,rule_appearance,1,5787,1.2716000201180577,0.7845000363886356,2.0561000565066934,30953472,0,1
esci,rule_appearance,1,5921,1.2800999684259295,0.8057999657467008,2.0858999341726303,30953472,0,1
esci,rule_appearance,1,6138,1.2510999804362655,0.8117000106722116,2.062799991108477,30953472,0,1
esci,rule_appearance,1,6685,1.160200103186071,0.781299895606935,1.941499998793006,30953472,0,1
esci,rule_appearance,1,7034,1.0812999680638313,0.7890000706538558,1.8703000387176871,30953472,0,1
esci,rule_appearance,1,7126,2.056000055745244,0.8168999338522553,2.8728999895974994,30953472,0,1
esci,rule_appearance,1,7303,1.7461000243201852,0.7924999808892608,2.538600005209446,30953472,0,1
esci,rule_appearance,1,7340,1.3460000045597553,0.8006999269127846,2.14669993147254,30953472,0,1
esci,rule_appearance,1,7545,1.46100006531924,0.8642999455332756,2.3253000108525157,30953472,0,1
esci,rule_appearance,1,7581,1.283199992030859,0.8156000403687358,2.098800032399595,30953472,0,1
esci,rule_appearance,1,8063,2.326900023035705,1.1425999691709876,3.4694999922066927,30953472,0,1
esci,rule_appearance,1,8519,2.16599996201694,0.8032000623643398,2.96920002438128,30953472,0,1
esci,rule_appearance,1,8605,1.1396999470889568,0.7902999641373754,1.9299999112263322,30953472,0,1
esci,rule_appearance,1,8740,1.0688999900594354,0.7848000386729836,1.853700028732419,30953472,0,1
esci,rule_appearance,1,9096,1.0677999816834927,0.7888000691309571,1.8566000508144498,30953472,0,1
esci,rule_appearance,2,165,1.0879000183194876,0.7833999115973711,1.8712999299168587,30953472,0,1
esci,rule_appearance,2,433,1.0408000089228153,0.7773999823257327,1.818199991248548,30953472,0,1
esci,rule_appearance,2,500,1.5073000686243176,0.8018999360501766,2.3092000046744943,30953472,0,1
