dataset,encoder,method,query_id,K,n_highest,rescued,newly_missed,net,rescued_fraction,missed_fraction,net_fraction
esci,minilm,Original,8740,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,9096,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,9695,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,9776,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,9967,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,10312,20,20,0,0,0,0.0,0.0,0.0
esci,minilm,Original,10370,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,11509,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,11621,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,11875,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,11925,20,28,0,0,0,0.0,0.0,0.0
esci,minilm,Original,12176,20,27,0,0,0,0.0,0.0,0.0
esci,minilm,Original,12432,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,12557,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,12664,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,12809,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,13089,20,32,0,0,0,0.0,0.0,0.0
esci,minilm,Original,13169,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,13471,20,21,0,0,0,0.0,0.0,0.0
esci,minilm,Original,13639,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,13785,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,13954,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,14346,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,14880,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,14882,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,15154,20,28,0,0,0,0.0,0.0,0.0
esci,minilm,Original,15164,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,15311,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,15647,20,21,0,0,0,0.0,0.0,0.0
esci,minilm,Original,15716,20,14,0,0,0,0.0,0.0,0.0
esci,minilm,Original,15777,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,15807,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,16613,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,16684,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,17384,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,17607,20,17,0,0,0,0.0,0.0,0.0
esci,minilm,Original,17689,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,17742,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,18356,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,18553,20,21,0,0,0,0.0,0.0,0.0
esci,minilm,Original,18679,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,18682,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,18932,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,19053,20,14,0,0,0,0.0,0.0,0.0
esci,minilm,Original,19134,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,19268,20,21,0,0,0,0.0,0.0,0.0
esci,minilm,Original,19369,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,19372,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,19380,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,19619,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,19694,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,19953,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,20037,20,32,0,0,0,0.0,0.0,0.0
esci,minilm,Original,20185,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,20307,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,20315,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,20385,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,20500,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,20523,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,20788,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,21481,20,17,0,0,0,0.0,0.0,0.0
esci,minilm,Original,21645,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,22173,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,22211,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,22441,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,22639,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,23148,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,23260,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,23744,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,24082,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,24402,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,24504,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,24668,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,24697,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,24831,20,19,0,0,0,0.0,0.0,0.0
esci,minilm,Original,25132,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,25426,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,25497,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,25516,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,25591,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,26321,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,26642,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,26872,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,27927,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,28198,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,28637,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,29049,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,29123,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,29488,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,29596,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,29729,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,29868,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,29928,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,29941,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,29945,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,29952,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,30020,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,30318,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,31573,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,31659,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,31724,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,31889,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,32142,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,32164,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,32311,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,32350,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,32351,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,32430,20,19,0,0,0,0.0,0.0,0.0
esci,minilm,Original,32612,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,32812,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,32917,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,33004,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,33735,20,20,0,0,0,0.0,0.0,0.0
esci,minilm,Original,34128,20,26,0,0,0,0.0,0.0,0.0
esci,minilm,Original,34229,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,34443,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,34775,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,34817,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,35117,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,35242,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,35755,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,36669,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,36678,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,36753,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,36912,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,36960,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,37451,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,37466,20,24,0,0,0,0.0,0.0,0.0
esci,minilm,Original,37498,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,37670,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,37789,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,38679,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,39022,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,39107,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,39157,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,39263,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,40165,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,40292,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,40356,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,40483,20,29,0,0,0,0.0,0.0,0.0
esci,minilm,Original,40528,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,40573,20,23,0,0,0,0.0,0.0,0.0
esci,minilm,Original,40615,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,40834,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,41423,20,24,0,0,0,0.0,0.0,0.0
esci,minilm,Original,41492,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,41502,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,41795,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,42118,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,42332,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,42405,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,42445,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,42964,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,42968,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,43579,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,43948,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,43961,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,43983,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,44424,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,44706,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,44816,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,44845,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,44960,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,45294,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,45464,20,16,0,0,0,0.0,0.0,0.0
esci,minilm,Original,45588,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,45713,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,45745,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,45843,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,45990,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,46008,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,46089,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,46097,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,46149,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,46177,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,46471,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,46910,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,47106,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,47213,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,47217,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,47526,20,24,0,0,0,0.0,0.0,0.0
esci,minilm,Original,47631,20,28,0,0,0,0.0,0.0,0.0
esci,minilm,Original,47857,20,26,0,0,0,0.0,0.0,0.0
esci,minilm,Original,47892,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,48397,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,48914,20,22,0,0,0,0.0,0.0,0.0
esci,minilm,Original,48929,20,19,0,0,0,0.0,0.0,0.0
esci,minilm,Original,49077,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,49201,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,49481,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,49972,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,50118,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,50311,20,18,0,0,0,0.0,0.0,0.0
esci,minilm,Original,50356,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,50494,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,51056,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,51227,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,51454,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,52230,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,52255,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,52348,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,52482,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,52830,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,53042,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,53114,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,53284,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,53328,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,53451,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,54039,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,54044,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,54558,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,54634,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,54889,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,55280,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,55365,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,55531,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,55677,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,56281,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,56758,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,57100,20,14,0,0,0,0.0,0.0,0.0
esci,minilm,Original,57276,20,24,0,0,0,0.0,0.0,0.0
esci,minilm,Original,57921,20,29,0,0,0,0.0,0.0,0.0
esci,minilm,Original,58044,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,58233,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,58514,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,58597,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,59963,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,60628,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,61329,20,14,0,0,0,0.0,0.0,0.0
esci,minilm,Original,61522,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,61574,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,61598,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,61723,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,61798,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,61830,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,61961,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,62478,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,62513,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,62558,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,62858,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,62937,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,62954,20,34,0,0,0,0.0,0.0,0.0
esci,minilm,Original,63291,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,63701,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,63917,20,28,0,0,0,0.0,0.0,0.0
esci,minilm,Original,63927,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,64191,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,64212,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,64296,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,64880,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,65197,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,65347,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,65397,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,65683,20,21,0,0,0,0.0,0.0,0.0
esci,minilm,Original,65798,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,66004,20,14,0,0,0,0.0,0.0,0.0
esci,minilm,Original,66062,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,66396,20,23,0,0,0,0.0,0.0,0.0
esci,minilm,Original,66421,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,66476,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,66494,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,67075,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,67189,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,67570,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,67637,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,67712,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,67844,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,67894,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,68340,20,19,0,0,0,0.0,0.0,0.0
esci,minilm,Original,68572,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,69025,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,69269,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,69657,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,69695,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,69739,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,70263,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,70625,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,70787,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,71186,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,71356,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,71655,20,20,0,0,0,0.0,0.0,0.0
esci,minilm,Original,71902,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,72088,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,72127,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,72915,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,73215,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,73282,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,73400,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,73401,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,73522,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,73746,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,73944,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,74270,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,74336,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,74620,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,74628,20,24,0,0,0,0.0,0.0,0.0
esci,minilm,Original,74654,20,16,0,0,0,0.0,0.0,0.0
esci,minilm,Original,74782,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,75417,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,75512,20,28,0,0,0,0.0,0.0,0.0
esci,minilm,Original,75831,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,75925,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,76144,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,76820,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,76904,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,76950,20,22,0,0,0,0.0,0.0,0.0
esci,minilm,Original,76969,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,77343,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,78347,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,79143,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,79505,20,14,0,0,0,0.0,0.0,0.0
esci,minilm,Original,80305,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,80453,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,80880,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,81029,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,81301,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,81478,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,81547,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,82738,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,82799,20,14,0,0,0,0.0,0.0,0.0
esci,minilm,Original,82836,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,82977,20,35,0,0,0,0.0,0.0,0.0
esci,minilm,Original,83182,20,8,0,0,0,0.0,0.0,0.0
esci,minilm,Original,83573,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,83860,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,84011,20,14,0,0,0,0.0,0.0,0.0
esci,minilm,Original,84333,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,84543,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,84692,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,84752,20,11,0,0,0,0.0,0.0,0.0
esci,minilm,Original,84990,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,85202,20,3,0,0,0,0.0,0.0,0.0
esci,minilm,Original,85743,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,85956,20,9,0,0,0,0.0,0.0,0.0
esci,minilm,Original,87048,20,12,0,0,0,0.0,0.0,0.0
esci,minilm,Original,87098,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,87123,20,10,0,0,0,0.0,0.0,0.0
esci,minilm,Original,87931,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,88180,20,2,0,0,0,0.0,0.0,0.0
esci,minilm,Original,88972,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,89016,20,1,0,0,0,0.0,0.0,0.0
esci,minilm,Original,89094,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,89443,20,7,0,0,0,0.0,0.0,0.0
esci,minilm,Original,90070,20,4,0,0,0,0.0,0.0,0.0
esci,minilm,Original,90523,20,15,0,0,0,0.0,0.0,0.0
esci,minilm,Original,90653,20,6,0,0,0,0.0,0.0,0.0
esci,minilm,Original,90835,20,5,0,0,0,0.0,0.0,0.0
esci,minilm,Original,90983,20,13,0,0,0,0.0,0.0,0.0
esci,minilm,Original,91113,20,5,0,0,0,0.0,0.0,0.0
