dataset,encoder,method,query_id,K,n_highest,rescued,newly_missed,net,rescued_fraction,missed_fraction,net_fraction
wands,bge_base,Original,60,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,62,20,9,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,63,20,72,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,64,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,65,20,38,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,66,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,68,20,89,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,69,20,13,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,70,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,71,20,47,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,72,20,85,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,74,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,75,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,76,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,77,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,78,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,81,20,75,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,82,20,53,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,84,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,86,20,15,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,88,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,89,20,68,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,91,20,8,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,93,20,58,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,94,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,95,20,49,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,97,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,101,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,102,20,57,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,104,20,12,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,107,20,43,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,108,20,81,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,109,20,39,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,111,20,69,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,112,20,266,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,114,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,115,20,202,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,119,20,158,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,120,20,33,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,121,20,726,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,122,20,375,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,123,20,187,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,124,20,324,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,125,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,126,20,241,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,127,20,159,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,128,20,113,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,129,20,28,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,130,20,187,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,131,20,173,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,132,20,42,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,137,20,80,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,138,20,142,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,140,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,141,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,142,20,5,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,143,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,144,20,116,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,145,20,32,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,146,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,147,20,12,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,148,20,194,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,150,20,21,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,151,20,630,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,153,20,145,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,155,20,8,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,158,20,44,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,159,20,93,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,160,20,226,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,161,20,38,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,163,20,47,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,164,20,128,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,165,20,69,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,166,20,26,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,167,20,87,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,169,20,27,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,170,20,99,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,172,20,42,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,173,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,175,20,70,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,176,20,23,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,177,20,16,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,178,20,24,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,180,20,72,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,182,20,58,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,183,20,6,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,184,20,59,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,185,20,34,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,186,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,189,20,31,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,190,20,5,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,195,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,197,20,23,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,198,20,10,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,200,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,202,20,45,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,203,20,5,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,204,20,7,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,206,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,210,20,9,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,212,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,213,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,215,20,30,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,216,20,8,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,220,20,52,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,221,20,73,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,222,20,31,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,223,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,226,20,197,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,227,20,176,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,229,20,133,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,230,20,228,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,231,20,307,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,232,20,423,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,233,20,81,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,234,20,107,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,235,20,133,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,236,20,29,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,238,20,54,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,239,20,146,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,241,20,148,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,242,20,175,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,243,20,135,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,244,20,9,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,245,20,57,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,246,20,12,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,247,20,40,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,248,20,39,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,249,20,124,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,250,20,96,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,251,20,90,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,252,20,100,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,253,20,5,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,254,20,131,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,255,20,107,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,257,20,132,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,260,20,26,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,263,20,75,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,264,20,15,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,266,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,267,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,268,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,270,20,42,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,271,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,273,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,274,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,275,20,13,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,277,20,44,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,278,20,7,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,279,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,281,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,282,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,285,20,7,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,289,20,27,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,291,20,15,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,292,20,12,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,295,20,6,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,296,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,297,20,8,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,298,20,9,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,300,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,301,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,302,20,59,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,303,20,8,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,305,20,193,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,306,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,307,20,6,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,308,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,310,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,311,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,313,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,315,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,316,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,317,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,319,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,320,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,323,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,325,20,46,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,326,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,327,20,8,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,328,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,329,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,330,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,331,20,52,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,332,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,333,20,21,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,334,20,6,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,335,20,42,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,337,20,39,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,339,20,6,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,341,20,22,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,342,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,346,20,19,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,349,20,5,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,352,20,29,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,353,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,355,20,30,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,357,20,34,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,358,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,359,20,8,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,367,20,42,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,368,20,81,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,369,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,370,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,371,20,8,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,372,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,376,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,380,20,6,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,382,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,389,20,157,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,396,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,398,20,19,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,402,20,7,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,403,20,31,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,404,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,406,20,22,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,407,20,11,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,408,20,31,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,409,20,40,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,410,20,58,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,412,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,415,20,75,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,417,20,188,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,418,20,608,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,419,20,16,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,420,20,766,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,421,20,649,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,422,20,428,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,423,20,285,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,425,20,56,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,426,20,223,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,428,20,66,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,429,20,94,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,431,20,75,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,432,20,42,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,433,20,113,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,434,20,226,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,435,20,47,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,436,20,46,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,437,20,47,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,438,20,101,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,439,20,216,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,440,20,255,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,441,20,78,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,442,20,70,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,443,20,352,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,444,20,114,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,445,20,170,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,446,20,57,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,447,20,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,448,20,81,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,453,20,25,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,455,20,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,456,20,76,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,459,20,19,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,460,20,7,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,461,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,464,20,85,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,465,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,466,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,468,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,469,20,64,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,470,20,45,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,471,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,472,20,47,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,473,20,126,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,476,20,639,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,481,20,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,482,20,12,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,483,20,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,0,50,39,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,1,50,8,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,2,50,151,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,3,50,55,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,4,50,23,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,5,50,179,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,6,50,43,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,7,50,23,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,9,50,74,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,10,50,21,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,11,50,65,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,13,50,46,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,14,50,20,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,16,50,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,17,50,21,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,20,50,12,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,22,50,22,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,26,50,876,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,27,50,100,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,28,50,175,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,31,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,35,50,51,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,36,50,37,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,37,50,110,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,38,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,39,50,31,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,40,50,40,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,41,50,19,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,42,50,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,44,50,33,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,45,50,20,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,46,50,5,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,48,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,50,50,28,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,51,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,54,50,5,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,55,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,59,50,43,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,60,50,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,62,50,9,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,63,50,72,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,64,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,65,50,38,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,66,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,68,50,89,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,69,50,13,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,70,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,71,50,47,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,72,50,85,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,74,50,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,75,50,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,76,50,2,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,77,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,78,50,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,81,50,75,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,82,50,53,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,84,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,86,50,15,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,88,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,89,50,68,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,91,50,8,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,93,50,58,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,94,50,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,95,50,49,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,97,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,101,50,4,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,102,50,57,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,104,50,12,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,107,50,43,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,108,50,81,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,109,50,39,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,111,50,69,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,112,50,266,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,114,50,3,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,115,50,202,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,119,50,158,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,120,50,33,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,121,50,726,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,122,50,375,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,123,50,187,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,124,50,324,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,125,50,1,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,126,50,241,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,127,50,159,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,128,50,113,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,129,50,28,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,130,50,187,0,0,0,0.0,0.0,0.0
wands,bge_base,Original,131,50,173,0,0,0,0.0,0.0,0.0
