dataset,query_id,repeat,single_query_encode_ms
esci,541,4,11.51929993648082
esci,598,4,11.262400075793266
esci,600,4,11.85430004261434
esci,602,4,11.106600053608418
esci,622,4,10.966700036078691
esci,637,4,10.83929999731481
esci,861,4,11.124099954031408
esci,933,4,10.600399924442172
esci,978,4,10.35779993981123
esci,1210,4,11.069300002418458
esci,1293,4,11.00689999293536
esci,1310,4,10.989599977619946
esci,1458,4,11.991799925453961
esci,1476,4,11.588099994696677
esci,1530,4,12.41740002296865
esci,1659,4,11.106699937954545
esci,1816,4,12.858200003392994
esci,2286,4,11.752299964427948
esci,2390,4,12.99820002168417
esci,2692,4,12.723400024697185
esci,2855,4,12.2811000328511
esci,3012,4,11.791800032369792
esci,3492,4,12.301500071771443
esci,3494,4,13.723799958825111
esci,3986,4,13.286000001244247
esci,4299,4,13.203000067733228
esci,4321,4,13.983999961055815
esci,4860,4,13.627299922518432
esci,4956,4,13.744199997745454
esci,5079,4,13.461500057019293
esci,5094,4,13.996600056998432
esci,5419,4,12.575999950058758
esci,5787,4,12.99670001026243
esci,5921,4,14.567700098268688
esci,6138,4,17.881000065244734
esci,6685,4,14.163300045765936
esci,7034,4,15.215099905617535
esci,7126,4,15.229599899612367
esci,7303,4,14.392200042493641
esci,7340,4,13.953299960121512
esci,7545,4,14.694300014525652
esci,7581,4,14.830200001597404
esci,8063,4,13.426900026388466
esci,8519,4,12.916000094264746
esci,8605,4,14.403900015167892
esci,8740,4,13.837300008162856
esci,9096,4,13.671600027009845
esci,165,5,12.246600002981722
esci,433,5,15.951599925756454
esci,500,5,14.27960000000894
esci,541,5,13.24999995995313
esci,598,5,14.010700047947466
esci,600,5,13.695499976165593
esci,602,5,12.929199961945415
esci,622,5,11.617799988016486
esci,637,5,13.046100037172437
esci,861,5,13.141299947164953
esci,933,5,13.07360001374036
esci,978,5,12.93580001220107
esci,1210,5,12.587500037625432
esci,1293,5,12.172700022347271
esci,1310,5,11.261199950240552
esci,1458,5,11.230799951590598
esci,1476,5,11.513900011777878
esci,1530,5,11.475600069388747
esci,1659,5,11.6037999978289
esci,1816,5,10.6305000372231
esci,2286,5,11.326800100505352
esci,2390,5,11.262699961662292
esci,2692,5,11.514000012539327
esci,2855,5,11.422200012020767
esci,3012,5,11.169199948199093
esci,3492,5,10.94449998345226
esci,3494,5,10.370200034230947
esci,3986,5,11.433299980126321
esci,4299,5,11.647899984382093
esci,4321,5,12.009999947622418
esci,4860,5,12.287799967452884
esci,4956,5,11.06920000165701
esci,5079,5,10.942699969746172
esci,5094,5,11.412700056098402
esci,5419,5,11.022099992260337
esci,5787,5,10.911399964243174
esci,5921,5,11.260999948717654
esci,6138,5,10.893700062297285
esci,6685,5,10.667799971997738
esci,7034,5,11.216600076295435
esci,7126,5,10.905000031925738
esci,7303,5,11.28809992223978
esci,7340,5,10.754900053143501
esci,7545,5,10.793800000101328
esci,7581,5,10.48229995649308
esci,8063,5,11.894800001755357
esci,8519,5,10.985599947161973
esci,8605,5,11.302400031127036
esci,8740,5,10.663699940778315
esci,9096,5,11.80390000808984
