dataset,variant,query_id,set_difference,order_difference,relevant_added,relevant_removed,max_score_error
wands,C0,52,False,False,0,0,2.384185791015625e-07
wands,C0,53,False,False,0,0,2.384185791015625e-07
wands,C0,54,False,False,0,0,1.1920928955078125e-07
wands,C0,55,False,False,0,0,2.384185791015625e-07
wands,C0,56,False,False,0,0,1.7881393432617188e-07
wands,C0,57,False,False,0,0,1.7881393432617188e-07
wands,C0,58,False,False,0,0,1.7881393432617188e-07
wands,C0,59,False,False,0,0,1.7881393432617188e-07
wands,C0,60,False,False,0,0,1.7881393432617188e-07
wands,C0,61,False,False,0,0,1.7881393432617188e-07
wands,C0,62,False,False,0,0,1.7881393432617188e-07
wands,C0,63,False,False,0,0,1.7881393432617188e-07
wands,C0,64,False,False,0,0,1.1920928955078125e-07
wands,C0,65,False,False,0,0,1.7881393432617188e-07
wands,C0,66,False,False,0,0,1.1920928955078125e-07
wands,C0,67,False,False,0,0,1.7881393432617188e-07
wands,C0,68,False,False,0,0,1.7881393432617188e-07
wands,C0,69,False,False,0,0,1.1920928955078125e-07
wands,C0,70,False,False,0,0,1.7881393432617188e-07
wands,C0,71,False,False,0,0,1.7881393432617188e-07
wands,C0,72,False,False,0,0,1.7881393432617188e-07
wands,C0,73,False,False,0,0,1.7881393432617188e-07
wands,C0,74,False,False,0,0,1.1920928955078125e-07
wands,C0,75,False,False,0,0,1.7881393432617188e-07
wands,C0,76,False,False,0,0,1.7881393432617188e-07
wands,C0,77,False,False,0,0,1.7881393432617188e-07
wands,C0,78,False,False,0,0,1.7881393432617188e-07
wands,C0,79,False,False,0,0,1.1920928955078125e-07
wands,C0,80,False,False,0,0,1.7881393432617188e-07
wands,C0,81,False,False,0,0,1.7881393432617188e-07
wands,C0,82,False,False,0,0,1.7881393432617188e-07
wands,C0,83,False,False,0,0,1.7881393432617188e-07
wands,C0,84,False,False,0,0,2.384185791015625e-07
wands,C0,85,False,False,0,0,1.7881393432617188e-07
wands,C0,86,False,False,0,0,1.7881393432617188e-07
wands,C0,87,False,False,0,0,1.7881393432617188e-07
wands,C0,88,False,False,0,0,1.7881393432617188e-07
wands,C0,89,False,True,0,0,1.7881393432617188e-07
wands,C0,90,False,False,0,0,1.7881393432617188e-07
wands,C0,91,False,False,0,0,2.384185791015625e-07
wands,C0,92,False,False,0,0,1.7881393432617188e-07
wands,C0,93,False,False,0,0,2.384185791015625e-07
wands,C0,94,False,False,0,0,1.7881393432617188e-07
wands,C0,95,False,False,0,0,1.7881393432617188e-07
wands,C0,96,False,False,0,0,1.1920928955078125e-07
wands,C0,97,False,False,0,0,2.384185791015625e-07
wands,C0,98,False,False,0,0,1.1920928955078125e-07
wands,C0,99,False,False,0,0,1.7881393432617188e-07
wands,C0,100,False,False,0,0,1.7881393432617188e-07
wands,C0,101,False,False,0,0,1.1920928955078125e-07
wands,C0,102,False,False,0,0,1.7881393432617188e-07
wands,C0,103,False,False,0,0,1.7881393432617188e-07
wands,C0,104,False,False,0,0,1.7881393432617188e-07
wands,C0,105,False,False,0,0,1.7881393432617188e-07
wands,C0,106,False,False,0,0,1.7881393432617188e-07
wands,C0,107,False,False,0,0,1.7881393432617188e-07
wands,C0,108,False,False,0,0,1.1920928955078125e-07
wands,C0,109,False,False,0,0,1.7881393432617188e-07
wands,C0,110,False,False,0,0,2.384185791015625e-07
wands,C0,111,False,False,0,0,1.7881393432617188e-07
wands,C0,112,False,False,0,0,1.7881393432617188e-07
wands,C0,113,False,False,0,0,1.7881393432617188e-07
wands,C0,114,False,False,0,0,1.7881393432617188e-07
wands,C0,115,False,False,0,0,2.384185791015625e-07
wands,C0,116,False,False,0,0,2.384185791015625e-07
wands,C0,117,False,False,0,0,2.384185791015625e-07
wands,C0,118,False,False,0,0,1.7881393432617188e-07
wands,C0,119,False,False,0,0,1.7881393432617188e-07
wands,C0,120,False,False,0,0,1.7881393432617188e-07
wands,C0,121,False,False,0,0,1.7881393432617188e-07
wands,C0,122,False,False,0,0,1.7881393432617188e-07
wands,C0,123,False,False,0,0,1.7881393432617188e-07
wands,C0,124,False,False,0,0,2.980232238769531e-07
wands,C0,125,False,False,0,0,1.1920928955078125e-07
wands,C0,126,False,False,0,0,1.7881393432617188e-07
wands,C0,127,False,False,0,0,1.7881393432617188e-07
wands,C0,128,False,False,0,0,1.7881393432617188e-07
wands,C0,129,False,False,0,0,1.1920928955078125e-07
wands,C0,130,False,False,0,0,1.7881393432617188e-07
wands,C0,131,False,False,0,0,1.7881393432617188e-07
wands,C0,132,False,False,0,0,2.384185791015625e-07
wands,C0,133,False,False,0,0,1.7881393432617188e-07
wands,C0,134,False,False,0,0,2.384185791015625e-07
wands,C0,135,False,False,0,0,2.384185791015625e-07
wands,C0,136,False,True,0,0,1.1920928955078125e-07
wands,C0,137,False,False,0,0,1.7881393432617188e-07
wands,C0,138,False,False,0,0,1.7881393432617188e-07
wands,C0,139,False,False,0,0,2.384185791015625e-07
wands,C0,140,False,False,0,0,1.7881393432617188e-07
wands,C0,141,False,False,0,0,1.7881393432617188e-07
wands,C0,142,False,False,0,0,2.384185791015625e-07
wands,C0,143,False,False,0,0,2.384185791015625e-07
wands,C0,144,False,False,0,0,2.384185791015625e-07
wands,C0,145,False,False,0,0,1.7881393432617188e-07
wands,C0,146,False,False,0,0,1.7881393432617188e-07
wands,C0,147,False,False,0,0,1.1920928955078125e-07
wands,C0,148,False,False,0,0,1.7881393432617188e-07
wands,C0,149,False,False,0,0,1.7881393432617188e-07
wands,C0,150,False,False,0,0,1.7881393432617188e-07
wands,C0,151,False,False,0,0,2.384185791015625e-07
wands,C0,152,False,False,0,0,1.7881393432617188e-07
wands,C0,153,False,False,0,0,1.7881393432617188e-07
wands,C0,155,False,False,0,0,1.7881393432617188e-07
wands,C0,156,False,False,0,0,1.7881393432617188e-07
wands,C0,157,False,False,0,0,1.7881393432617188e-07
wands,C0,158,False,False,0,0,1.7881393432617188e-07
wands,C0,159,False,False,0,0,1.7881393432617188e-07
wands,C0,160,False,False,0,0,1.7881393432617188e-07
wands,C0,161,False,False,0,0,1.7881393432617188e-07
wands,C0,162,False,False,0,0,1.7881393432617188e-07
wands,C0,163,False,False,0,0,2.384185791015625e-07
wands,C0,164,False,False,0,0,1.7881393432617188e-07
wands,C0,165,False,False,0,0,1.7881393432617188e-07
wands,C0,166,False,False,0,0,1.7881393432617188e-07
wands,C0,167,False,False,0,0,1.7881393432617188e-07
wands,C0,168,False,False,0,0,1.7881393432617188e-07
wands,C0,169,False,False,0,0,1.7881393432617188e-07
wands,C0,170,False,False,0,0,1.7881393432617188e-07
wands,C0,171,False,False,0,0,1.7881393432617188e-07
wands,C0,172,False,False,0,0,1.7881393432617188e-07
wands,C0,173,False,False,0,0,1.7881393432617188e-07
wands,C0,174,False,False,0,0,2.384185791015625e-07
wands,C0,175,False,False,0,0,2.384185791015625e-07
wands,C0,176,False,False,0,0,1.7881393432617188e-07
wands,C0,177,False,False,0,0,1.7881393432617188e-07
wands,C0,178,False,False,0,0,1.7881393432617188e-07
wands,C0,179,False,False,0,0,1.1920928955078125e-07
wands,C0,180,False,False,0,0,2.384185791015625e-07
wands,C0,181,False,False,0,0,1.7881393432617188e-07
wands,C0,182,False,False,0,0,2.980232238769531e-07
wands,C0,183,False,False,0,0,1.7881393432617188e-07
wands,C0,184,False,False,0,0,1.7881393432617188e-07
wands,C0,185,False,False,0,0,1.7881393432617188e-07
wands,C0,186,False,False,0,0,1.7881393432617188e-07
wands,C0,188,False,False,0,0,1.7881393432617188e-07
wands,C0,189,False,False,0,0,1.7881393432617188e-07
wands,C0,190,False,False,0,0,1.7881393432617188e-07
wands,C0,191,False,False,0,0,1.7881393432617188e-07
wands,C0,193,False,False,0,0,2.980232238769531e-07
wands,C0,194,False,False,0,0,1.1920928955078125e-07
wands,C0,195,False,False,0,0,1.7881393432617188e-07
wands,C0,196,False,False,0,0,1.7881393432617188e-07
wands,C0,197,False,False,0,0,1.7881393432617188e-07
wands,C0,198,False,False,0,0,1.7881393432617188e-07
wands,C0,199,False,False,0,0,1.1920928955078125e-07
wands,C0,200,False,False,0,0,2.384185791015625e-07
wands,C0,201,False,False,0,0,1.7881393432617188e-07
wands,C0,202,False,False,0,0,1.7881393432617188e-07
wands,C0,203,False,False,0,0,1.7881393432617188e-07
wands,C0,204,False,False,0,0,2.384185791015625e-07
wands,C0,205,False,False,0,0,1.7881393432617188e-07
wands,C0,206,False,False,0,0,1.7881393432617188e-07
wands,C0,207,False,False,0,0,2.384185791015625e-07
wands,C0,208,False,False,0,0,1.7881393432617188e-07
wands,C0,209,False,False,0,0,1.7881393432617188e-07
wands,C0,210,False,False,0,0,2.384185791015625e-07
wands,C0,211,False,False,0,0,1.1920928955078125e-07
wands,C0,212,False,False,0,0,2.384185791015625e-07
wands,C0,213,False,False,0,0,1.7881393432617188e-07
wands,C0,214,False,False,0,0,1.7881393432617188e-07
wands,C0,215,False,False,0,0,1.7881393432617188e-07
wands,C0,216,False,False,0,0,1.7881393432617188e-07
wands,C0,218,False,False,0,0,1.7881393432617188e-07
wands,C0,219,False,False,0,0,2.384185791015625e-07
wands,C0,220,False,False,0,0,1.7881393432617188e-07
wands,C0,221,False,False,0,0,2.384185791015625e-07
wands,C0,222,False,False,0,0,1.7881393432617188e-07
wands,C0,223,False,False,0,0,1.1920928955078125e-07
wands,C0,224,False,False,0,0,1.7881393432617188e-07
wands,C0,225,False,False,0,0,2.384185791015625e-07
wands,C0,226,False,False,0,0,2.384185791015625e-07
wands,C0,227,False,False,0,0,1.7881393432617188e-07
wands,C0,228,False,False,0,0,1.7881393432617188e-07
wands,C0,229,False,False,0,0,1.7881393432617188e-07
wands,C0,230,False,False,0,0,1.1920928955078125e-07
wands,C0,231,False,False,0,0,1.7881393432617188e-07
wands,C0,232,False,True,0,0,2.384185791015625e-07
wands,C0,233,False,False,0,0,1.7881393432617188e-07
wands,C0,234,False,False,0,0,2.384185791015625e-07
wands,C0,235,False,False,0,0,1.7881393432617188e-07
wands,C0,236,False,False,0,0,1.7881393432617188e-07
wands,C0,237,False,False,0,0,1.7881393432617188e-07
wands,C0,238,False,False,0,0,2.384185791015625e-07
wands,C0,239,False,False,0,0,1.1920928955078125e-07
wands,C0,240,False,False,0,0,1.7881393432617188e-07
wands,C0,241,False,False,0,0,2.384185791015625e-07
wands,C0,242,False,False,0,0,2.384185791015625e-07
wands,C0,243,False,False,0,0,2.384185791015625e-07
wands,C0,244,False,False,0,0,1.7881393432617188e-07
wands,C0,245,False,False,0,0,1.7881393432617188e-07
wands,C0,246,False,False,0,0,1.7881393432617188e-07
wands,C0,247,False,False,0,0,2.384185791015625e-07
wands,C0,248,False,False,0,0,1.1920928955078125e-07
wands,C0,249,False,False,0,0,1.7881393432617188e-07
wands,C0,250,False,False,0,0,1.7881393432617188e-07
wands,C0,251,False,False,0,0,1.7881393432617188e-07
wands,C0,252,False,False,0,0,1.7881393432617188e-07
wands,C0,253,False,False,0,0,1.7881393432617188e-07
wands,C0,254,False,False,0,0,1.7881393432617188e-07
wands,C0,255,False,False,0,0,1.7881393432617188e-07
wands,C0,256,False,False,0,0,1.7881393432617188e-07
wands,C0,257,False,False,0,0,1.7881393432617188e-07
wands,C0,258,False,False,0,0,1.7881393432617188e-07
wands,C0,259,False,False,0,0,1.7881393432617188e-07
wands,C0,260,False,False,0,0,2.384185791015625e-07
wands,C0,261,False,False,0,0,1.7881393432617188e-07
wands,C0,262,False,False,0,0,2.384185791015625e-07
wands,C0,263,False,False,0,0,2.384185791015625e-07
wands,C0,264,False,False,0,0,2.384185791015625e-07
wands,C0,265,False,False,0,0,1.1920928955078125e-07
wands,C0,266,False,False,0,0,1.7881393432617188e-07
wands,C0,267,False,False,0,0,2.384185791015625e-07
wands,C0,268,False,False,0,0,1.7881393432617188e-07
wands,C0,269,False,False,0,0,2.384185791015625e-07
wands,C0,270,False,False,0,0,1.7881393432617188e-07
wands,C0,271,False,False,0,0,1.7881393432617188e-07
wands,C0,272,False,False,0,0,1.1920928955078125e-07
wands,C0,273,False,False,0,0,1.7881393432617188e-07
wands,C0,274,False,False,0,0,2.980232238769531e-07
wands,C0,275,False,False,0,0,1.7881393432617188e-07
wands,C0,276,False,False,0,0,1.7881393432617188e-07
wands,C0,277,False,False,0,0,2.384185791015625e-07
wands,C0,278,False,False,0,0,1.7881393432617188e-07
wands,C0,279,False,False,0,0,1.7881393432617188e-07
wands,C0,280,False,False,0,0,1.7881393432617188e-07
wands,C0,281,False,False,0,0,1.7881393432617188e-07
wands,C0,282,False,False,0,0,1.7881393432617188e-07
wands,C0,283,False,False,0,0,1.7881393432617188e-07
wands,C0,284,False,False,0,0,1.7881393432617188e-07
wands,C0,285,False,False,0,0,1.7881393432617188e-07
wands,C0,286,False,False,0,0,1.7881393432617188e-07
wands,C0,287,False,False,0,0,2.384185791015625e-07
wands,C0,288,False,False,0,0,1.7881393432617188e-07
wands,C0,289,False,False,0,0,1.7881393432617188e-07
wands,C0,290,False,False,0,0,1.7881393432617188e-07
wands,C0,291,False,False,0,0,1.7881393432617188e-07
wands,C0,292,False,False,0,0,1.7881393432617188e-07
wands,C0,293,False,False,0,0,1.7881393432617188e-07
wands,C0,294,False,False,0,0,2.384185791015625e-07
wands,C0,295,False,False,0,0,1.7881393432617188e-07
wands,C0,296,False,False,0,0,2.384185791015625e-07
wands,C0,297,False,False,0,0,1.7881393432617188e-07
wands,C0,298,False,False,0,0,1.7881393432617188e-07
wands,C0,300,False,False,0,0,1.7881393432617188e-07
wands,C0,301,False,False,0,0,2.384185791015625e-07
wands,C0,302,False,False,0,0,1.7881393432617188e-07
wands,C0,303,False,False,0,0,1.7881393432617188e-07
wands,C0,304,False,False,0,0,1.1920928955078125e-07
wands,C0,305,False,False,0,0,1.7881393432617188e-07
wands,C0,306,False,False,0,0,2.384185791015625e-07
wands,C0,307,False,False,0,0,2.384185791015625e-07
wands,C0,308,False,False,0,0,1.1920928955078125e-07
wands,C0,309,False,False,0,0,1.1920928955078125e-07
wands,C0,310,False,False,0,0,1.7881393432617188e-07
wands,C0,311,False,False,0,0,1.7881393432617188e-07
wands,C0,312,False,False,0,0,2.384185791015625e-07
wands,C0,313,False,False,0,0,1.1920928955078125e-07
wands,C0,314,False,False,0,0,1.7881393432617188e-07
wands,C0,315,False,False,0,0,1.7881393432617188e-07
wands,C0,316,False,False,0,0,2.384185791015625e-07
wands,C0,317,False,False,0,0,2.384185791015625e-07
wands,C0,318,False,True,0,0,1.7881393432617188e-07
wands,C0,319,False,False,0,0,1.7881393432617188e-07
wands,C0,320,False,False,0,0,1.7881393432617188e-07
wands,C0,321,False,False,0,0,1.7881393432617188e-07
wands,C0,322,False,False,0,0,1.7881393432617188e-07
wands,C0,323,False,False,0,0,1.7881393432617188e-07
wands,C0,324,False,False,0,0,1.1920928955078125e-07
wands,C0,325,False,False,0,0,1.7881393432617188e-07
wands,C0,326,False,False,0,0,2.384185791015625e-07
wands,C0,327,False,False,0,0,1.7881393432617188e-07
wands,C0,328,False,False,0,0,2.384185791015625e-07
wands,C0,329,False,False,0,0,1.1920928955078125e-07
wands,C0,330,False,False,0,0,1.7881393432617188e-07
wands,C0,331,False,False,0,0,1.7881393432617188e-07
wands,C0,332,False,False,0,0,1.7881393432617188e-07
wands,C0,333,False,False,0,0,2.384185791015625e-07
wands,C0,334,False,False,0,0,1.7881393432617188e-07
wands,C0,335,False,False,0,0,1.1920928955078125e-07
wands,C0,336,False,False,0,0,1.7881393432617188e-07
wands,C0,337,False,False,0,0,1.1920928955078125e-07
wands,C0,338,False,False,0,0,1.7881393432617188e-07
wands,C0,339,False,False,0,0,1.1920928955078125e-07
wands,C0,340,False,False,0,0,1.7881393432617188e-07
wands,C0,341,False,False,0,0,1.7881393432617188e-07
wands,C0,342,False,False,0,0,1.7881393432617188e-07
wands,C0,343,False,False,0,0,1.7881393432617188e-07
wands,C0,344,False,False,0,0,1.7881393432617188e-07
wands,C0,345,False,False,0,0,2.384185791015625e-07
wands,C0,346,False,False,0,0,1.7881393432617188e-07
wands,C0,347,False,False,0,0,1.7881393432617188e-07
wands,C0,348,False,False,0,0,1.1920928955078125e-07
wands,C0,349,False,False,0,0,1.1920928955078125e-07
wands,C0,351,False,False,0,0,1.1920928955078125e-07
wands,C0,352,False,False,0,0,1.4901161193847656e-07
wands,C0,353,False,False,0,0,1.7881393432617188e-07
wands,C0,354,False,False,0,0,1.7881393432617188e-07
wands,C0,355,False,False,0,0,1.1920928955078125e-07
wands,C0,356,False,False,0,0,2.384185791015625e-07
wands,C0,357,False,False,0,0,1.7881393432617188e-07
wands,C0,358,False,False,0,0,1.7881393432617188e-07
wands,C0,359,False,False,0,0,1.7881393432617188e-07
wands,C0,360,False,False,0,0,1.7881393432617188e-07
wands,C0,361,False,False,0,0,1.1920928955078125e-07
wands,C0,362,False,False,0,0,1.7881393432617188e-07
wands,C0,363,False,False,0,0,1.7881393432617188e-07
wands,C0,364,False,False,0,0,1.4901161193847656e-07
wands,C0,365,False,False,0,0,1.1920928955078125e-07
wands,C0,366,False,True,0,0,1.1920928955078125e-07
wands,C0,367,False,False,0,0,1.7881393432617188e-07
wands,C0,368,False,False,0,0,1.7881393432617188e-07
wands,C0,369,False,False,0,0,1.7881393432617188e-07
wands,C0,370,False,False,0,0,1.7881393432617188e-07
wands,C0,371,False,False,0,0,1.7881393432617188e-07
wands,C0,372,False,False,0,0,1.7881393432617188e-07
wands,C0,373,False,False,0,0,1.7881393432617188e-07
wands,C0,374,False,False,0,0,1.7881393432617188e-07
wands,C0,375,False,False,0,0,2.384185791015625e-07
wands,C0,376,False,False,0,0,2.384185791015625e-07
wands,C0,377,False,False,0,0,1.7881393432617188e-07
wands,C0,378,False,False,0,0,2.384185791015625e-07
wands,C0,379,False,False,0,0,1.7881393432617188e-07
wands,C0,380,False,False,0,0,1.7881393432617188e-07
wands,C0,381,False,False,0,0,1.7881393432617188e-07
wands,C0,382,False,False,0,0,1.1920928955078125e-07
wands,C0,383,False,False,0,0,1.1920928955078125e-07
wands,C0,384,False,False,0,0,2.384185791015625e-07
wands,C0,385,False,False,0,0,1.7881393432617188e-07
wands,C0,386,False,False,0,0,1.7881393432617188e-07
wands,C0,387,False,False,0,0,1.7881393432617188e-07
wands,C0,388,False,False,0,0,2.384185791015625e-07
wands,C0,389,False,False,0,0,1.7881393432617188e-07
wands,C0,390,False,False,0,0,2.384185791015625e-07
wands,C0,391,False,False,0,0,2.384185791015625e-07
wands,C0,392,False,False,0,0,1.1920928955078125e-07
wands,C0,393,False,False,0,0,1.7881393432617188e-07
wands,C0,394,False,False,0,0,1.7881393432617188e-07
wands,C0,395,False,False,0,0,1.7881393432617188e-07
wands,C0,396,False,False,0,0,2.384185791015625e-07
wands,C0,397,False,False,0,0,1.7881393432617188e-07
wands,C0,398,False,False,0,0,1.1920928955078125e-07
wands,C0,399,False,False,0,0,1.1920928955078125e-07
wands,C0,400,False,False,0,0,1.7881393432617188e-07
wands,C0,401,False,False,0,0,1.1920928955078125e-07
wands,C0,402,False,False,0,0,1.7881393432617188e-07
wands,C0,403,False,False,0,0,1.7881393432617188e-07
wands,C0,404,False,False,0,0,2.384185791015625e-07
wands,C0,405,False,False,0,0,1.7881393432617188e-07
wands,C0,406,False,False,0,0,1.7881393432617188e-07
wands,C0,407,False,False,0,0,1.7881393432617188e-07
wands,C0,408,False,False,0,0,1.7881393432617188e-07
wands,C0,409,False,False,0,0,1.7881393432617188e-07
wands,C0,410,False,False,0,0,1.7881393432617188e-07
wands,C0,411,False,False,0,0,1.7881393432617188e-07
wands,C0,412,False,False,0,0,2.384185791015625e-07
wands,C0,413,False,False,0,0,2.980232238769531e-07
wands,C0,414,False,False,0,0,1.7881393432617188e-07
wands,C0,415,False,False,0,0,1.7881393432617188e-07
wands,C0,416,False,False,0,0,2.384185791015625e-07
wands,C0,417,False,False,0,0,1.7881393432617188e-07
wands,C0,418,False,False,0,0,2.384185791015625e-07
wands,C0,419,False,False,0,0,2.384185791015625e-07
wands,C0,420,False,False,0,0,1.1920928955078125e-07
wands,C0,421,False,False,0,0,1.7881393432617188e-07
wands,C0,422,False,False,0,0,2.384185791015625e-07
wands,C0,423,False,False,0,0,2.384185791015625e-07
wands,C0,424,False,False,0,0,1.7881393432617188e-07
wands,C0,425,False,False,0,0,1.7881393432617188e-07
wands,C0,426,False,False,0,0,1.7881393432617188e-07
wands,C0,427,False,False,0,0,1.7881393432617188e-07
wands,C0,428,False,False,0,0,1.7881393432617188e-07
wands,C0,429,False,False,0,0,1.7881393432617188e-07
wands,C0,430,False,False,0,0,1.7881393432617188e-07
wands,C0,431,False,False,0,0,2.384185791015625e-07
wands,C0,432,False,False,0,0,1.7881393432617188e-07
wands,C0,433,False,False,0,0,2.384185791015625e-07
wands,C0,434,False,False,0,0,1.7881393432617188e-07
wands,C0,435,False,False,0,0,1.7881393432617188e-07
wands,C0,436,False,True,0,0,1.7881393432617188e-07
wands,C0,437,False,False,0,0,2.384185791015625e-07
wands,C0,438,False,False,0,0,1.7881393432617188e-07
wands,C0,439,False,False,0,0,1.7881393432617188e-07
wands,C0,440,False,False,0,0,1.7881393432617188e-07
wands,C0,441,False,False,0,0,1.7881393432617188e-07
wands,C0,442,False,False,0,0,1.7881393432617188e-07
wands,C0,443,False,False,0,0,1.7881393432617188e-07
wands,C0,444,False,False,0,0,2.384185791015625e-07
wands,C0,445,False,False,0,0,2.384185791015625e-07
wands,C0,446,False,False,0,0,2.384185791015625e-07
wands,C0,447,False,False,0,0,1.7881393432617188e-07
wands,C0,448,False,False,0,0,1.7881393432617188e-07
wands,C0,449,False,False,0,0,2.384185791015625e-07
wands,C0,451,False,False,0,0,1.7881393432617188e-07
wands,C0,452,False,False,0,0,1.7881393432617188e-07
wands,C0,453,False,False,0,0,2.384185791015625e-07
wands,C0,454,False,False,0,0,1.7881393432617188e-07
wands,C0,455,False,False,0,0,1.7881393432617188e-07
wands,C0,456,False,False,0,0,1.7881393432617188e-07
wands,C0,457,False,False,0,0,1.7881393432617188e-07
wands,C0,458,False,False,0,0,1.7881393432617188e-07
wands,C0,459,False,False,0,0,1.1920928955078125e-07
wands,C0,460,False,False,0,0,1.1920928955078125e-07
wands,C0,461,False,False,0,0,1.7881393432617188e-07
wands,C0,462,False,False,0,0,2.384185791015625e-07
wands,C0,463,False,False,0,0,2.384185791015625e-07
wands,C0,464,False,False,0,0,1.7881393432617188e-07
wands,C0,465,False,False,0,0,1.7881393432617188e-07
wands,C0,466,False,False,0,0,1.7881393432617188e-07
wands,C0,467,False,False,0,0,1.7881393432617188e-07
wands,C0,468,False,False,0,0,1.7881393432617188e-07
wands,C0,469,False,False,0,0,1.7881393432617188e-07
wands,C0,470,False,False,0,0,1.7881393432617188e-07
wands,C0,471,False,False,0,0,1.7881393432617188e-07
wands,C0,472,False,False,0,0,2.384185791015625e-07
wands,C0,473,False,False,0,0,1.7881393432617188e-07
wands,C0,474,False,False,0,0,2.384185791015625e-07
wands,C0,475,False,False,0,0,2.384185791015625e-07
wands,C0,476,False,False,0,0,1.7881393432617188e-07
wands,C0,478,False,False,0,0,2.384185791015625e-07
wands,C0,479,False,False,0,0,1.7881393432617188e-07
wands,C0,480,False,False,0,0,1.7881393432617188e-07
wands,C0,481,False,False,0,0,2.384185791015625e-07
wands,C0,482,False,False,0,0,1.7881393432617188e-07
wands,C0,483,False,False,0,0,1.7881393432617188e-07
wands,C0,484,False,False,0,0,1.7881393432617188e-07
wands,C0,485,False,False,0,0,1.7881393432617188e-07
wands,C0,486,False,False,0,0,1.7881393432617188e-07
wands,C0,487,False,False,0,0,1.7881393432617188e-07
wands,C1,0,False,False,0,0,2.384185791015625e-07
wands,C1,1,False,False,0,0,1.7881393432617188e-07
wands,C1,2,False,False,0,0,1.7881393432617188e-07
wands,C1,3,False,False,0,0,1.7881393432617188e-07
wands,C1,4,False,False,0,0,2.384185791015625e-07
wands,C1,5,False,False,0,0,1.7881393432617188e-07
wands,C1,6,False,False,0,0,1.7881393432617188e-07
wands,C1,7,False,False,0,0,2.384185791015625e-07
wands,C1,8,False,False,0,0,1.7881393432617188e-07
wands,C1,9,False,False,0,0,1.7881393432617188e-07
wands,C1,10,False,False,0,0,1.7881393432617188e-07
wands,C1,11,False,False,0,0,2.384185791015625e-07
wands,C1,12,False,False,0,0,1.7881393432617188e-07
wands,C1,13,False,False,0,0,2.384185791015625e-07
wands,C1,14,False,False,0,0,2.384185791015625e-07
wands,C1,15,False,False,0,0,1.7881393432617188e-07
wands,C1,16,False,False,0,0,1.7881393432617188e-07
wands,C1,17,False,False,0,0,2.384185791015625e-07
wands,C1,18,False,False,0,0,1.7881393432617188e-07
wands,C1,19,False,False,0,0,1.1920928955078125e-07
wands,C1,20,False,False,0,0,1.7881393432617188e-07
