dataset,encoder,method,query_id,K,n_highest,rescued,newly_missed,net,rescued_fraction,missed_fraction,net_fraction
esci,bge_base,Original,24082,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,24402,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,24504,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,24668,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,24697,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,24831,20,19,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,25132,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,25426,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,25497,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,25516,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,25591,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,26321,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,26642,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,26872,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,27927,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,28198,20,15,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,28637,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,29049,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,29123,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,29488,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,29596,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,29729,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,29868,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,29928,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,29941,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,29945,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,29952,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,30020,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,30318,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,31573,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,31659,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,31724,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,31889,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,32142,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,32164,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,32311,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,32350,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,32351,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,32430,20,19,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,32612,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,32812,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,32917,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,33004,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,33735,20,20,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,34128,20,26,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,34229,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,34443,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,34775,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,34817,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,35117,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,35242,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,35755,20,15,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,36669,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,36678,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,36753,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,36912,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,36960,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,37451,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,37466,20,24,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,37498,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,37670,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,37789,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,38679,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,39022,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,39107,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,39157,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,39263,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,40165,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,40292,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,40356,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,40483,20,29,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,40528,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,40573,20,23,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,40615,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,40834,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,41423,20,24,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,41492,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,41502,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,41795,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,42118,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,42332,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,42405,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,42445,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,42964,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,42968,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,43579,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,43948,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,43961,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,43983,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,44424,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,44706,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,44816,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,44845,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,44960,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,45294,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,45464,20,16,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,45588,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,45713,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,45745,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,45843,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,45990,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,46008,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,46089,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,46097,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,46149,20,15,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,46177,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,46471,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,46910,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,47106,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,47213,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,47217,20,15,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,47526,20,24,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,47631,20,28,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,47857,20,26,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,47892,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,48397,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,48914,20,22,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,48929,20,19,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,49077,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,49201,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,49481,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,49972,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,50118,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,50311,20,18,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,50356,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,50494,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,51056,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,51227,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,51454,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,52230,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,52255,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,52348,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,52482,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,52830,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,53042,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,53114,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,53284,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,53328,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,53451,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,54039,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,54044,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,54558,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,54634,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,54889,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,55280,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,55365,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,55531,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,55677,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,56281,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,56758,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,57100,20,14,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,57276,20,24,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,57921,20,29,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,58044,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,58233,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,58514,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,58597,20,15,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,59963,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,60628,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,61329,20,14,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,61522,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,61574,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,61598,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,61723,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,61798,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,61830,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,61961,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,62478,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,62513,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,62558,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,62858,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,62937,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,62954,20,34,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,63291,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,63701,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,63917,20,28,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,63927,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,64191,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,64212,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,64296,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,64880,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,65197,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,65347,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,65397,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,65683,20,21,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,65798,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,66004,20,14,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,66062,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,66396,20,23,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,66421,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,66476,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,66494,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,67075,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,67189,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,67570,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,67637,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,67712,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,67844,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,67894,20,15,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,68340,20,19,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,68572,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,69025,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,69269,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,69657,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,69695,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,69739,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,70263,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,70625,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,70787,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,71186,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,71356,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,71655,20,20,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,71902,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,72088,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,72127,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,72915,20,15,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,73215,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,73282,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,73400,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,73401,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,73522,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,73746,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,73944,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,74270,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,74336,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,74620,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,74628,20,24,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,74654,20,16,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,74782,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,75417,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,75512,20,28,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,75831,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,75925,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,76144,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,76820,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,76904,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,76950,20,22,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,76969,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,77343,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,78347,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,79143,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,79505,20,14,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,80305,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,80453,20,4,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,80880,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,81029,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,81301,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,81478,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,81547,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,82738,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,82799,20,14,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,82836,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,82977,20,35,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,83182,20,8,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,83573,20,5,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,83860,20,1,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,84011,20,14,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,84333,20,7,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,84543,20,13,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,84692,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,84752,20,11,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,84990,20,2,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,85202,20,3,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,85743,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,85956,20,9,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,87048,20,12,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,87098,20,6,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,87123,20,10,0,0,0,0.0,0.0,0.0
esci,bge_base,Original,87931,20,2,0,0,0,0.0,0.0,0.0
