product_id,attribute_count,duplicate_atoms,max_tokens_seven,fully_fits
743,35,0,353,True
744,36,0,309,True
745,80,0,851,False
746,74,0,754,False
747,39,0,465,True
748,56,0,528,False
749,48,0,400,True
750,53,0,562,False
751,59,0,591,False
752,39,0,412,True
753,64,0,700,False
754,75,0,821,False
755,73,0,836,False
756,35,0,335,True
757,17,0,166,True
758,8,0,97,True
759,80,0,834,False
760,100,0,892,False
761,40,0,396,True
762,26,0,448,True
763,34,0,394,True
764,155,0,1610,False
765,54,0,453,True
766,81,0,951,False
767,43,0,481,True
768,31,0,381,True
769,62,0,622,False
770,18,0,357,True
771,90,0,977,False
772,88,0,859,False
773,40,0,361,True
774,42,0,463,True
775,42,0,469,True
776,34,0,333,True
777,28,0,268,True
778,73,0,841,False
779,85,0,912,False
780,35,0,393,True
781,30,0,359,True
782,90,0,927,False
783,24,0,323,True
784,16,0,165,True
785,24,0,271,True
786,40,0,367,True
787,35,0,290,True
788,28,0,301,True
789,87,0,780,False
790,28,0,312,True
791,88,0,977,False
792,21,0,230,True
793,29,0,283,True
794,17,0,209,True
795,42,0,417,True
796,93,0,883,False
797,84,0,876,False
798,81,0,837,False
799,44,0,575,False
800,36,0,319,True
801,71,0,668,False
802,24,0,249,True
803,43,0,448,True
804,42,0,455,True
805,39,0,370,True
806,31,0,290,True
807,21,0,276,True
808,38,0,328,True
809,26,0,288,True
810,53,0,544,False
811,67,0,750,False
812,24,0,274,True
813,33,0,398,True
814,39,0,326,True
815,55,0,621,False
816,64,0,656,False
817,55,0,562,False
818,84,0,825,False
819,84,0,733,False
820,83,0,783,False
821,88,0,802,False
822,83,0,749,False
823,59,0,641,False
824,68,0,756,False
825,91,0,818,False
826,85,0,824,False
827,82,0,796,False
828,81,0,835,False
829,65,0,528,False
830,38,0,508,True
831,38,0,346,True
832,38,0,372,True
833,38,0,406,True
834,85,0,784,False
835,64,0,631,False
836,43,0,410,True
837,46,0,431,True
838,47,0,430,True
839,46,0,419,True
840,36,0,409,True
841,25,0,314,True
842,61,0,697,False
843,78,0,771,False
844,78,0,766,False
845,86,0,896,False
846,41,0,499,True
847,105,0,1299,False
848,72,0,960,False
849,49,0,462,True
850,60,0,649,False
851,67,0,817,False
852,83,0,802,False
853,40,0,444,True
854,76,0,813,False
855,14,0,150,True
856,45,0,471,True
857,44,0,445,True
858,84,0,836,False
859,20,0,192,True
860,38,0,375,True
861,31,0,320,True
862,17,0,190,True
863,32,0,328,True
864,38,0,459,True
865,58,0,646,False
866,93,0,926,False
867,68,0,698,False
868,106,0,1252,False
869,97,0,873,False
870,52,0,618,False
871,81,0,878,False
872,58,0,566,False
873,47,0,536,False
874,25,0,454,True
875,39,0,542,False
876,90,0,936,False
877,48,0,591,False
878,54,0,544,False
879,57,0,549,False
880,34,0,450,True
881,65,0,611,False
882,109,0,1195,False
883,16,0,179,True
884,43,0,443,True
885,42,0,414,True
886,42,0,409,True
887,28,0,310,True
888,55,0,491,True
889,25,0,222,True
890,58,0,571,False
891,64,0,610,False
892,53,0,579,False
893,49,0,492,True
894,25,0,269,True
895,53,0,435,True
896,50,0,568,False
897,39,0,371,True
898,31,0,357,True
899,32,0,362,True
900,31,0,318,True
901,21,0,213,True
902,86,0,823,False
903,44,0,358,True
904,19,0,184,True
905,39,0,331,True
906,80,0,719,False
907,63,0,673,False
908,40,0,316,True
909,14,0,410,True
910,62,0,601,False
911,38,0,286,True
912,21,0,263,True
913,100,0,1247,False
914,50,0,518,False
915,32,0,325,True
916,56,0,504,True
917,34,0,460,True
918,47,0,498,True
919,38,0,429,True
920,34,0,410,True
921,34,0,374,True
922,44,0,534,False
923,26,0,247,True
924,21,0,234,True
925,31,0,297,True
926,78,0,737,False
927,64,0,640,False
928,73,0,781,False
929,32,0,433,True
930,32,0,433,True
931,30,0,296,True
932,96,0,1039,False
933,41,0,394,True
934,20,0,174,True
935,56,0,766,False
936,54,0,628,False
937,77,0,709,False
938,25,0,243,True
939,57,0,539,False
940,46,0,521,False
941,46,0,526,False
942,63,0,674,False
943,90,0,900,False
944,57,0,639,False
945,64,0,701,False
946,81,0,843,False
947,67,0,733,False
948,39,0,340,True
949,18,0,204,True
950,53,0,643,False
951,32,0,285,True
952,38,0,301,True
953,29,0,317,True
954,48,0,450,True
955,32,0,297,True
956,60,0,574,False
957,59,0,531,False
958,48,0,461,True
959,41,0,346,True
960,39,0,380,True
961,40,0,413,True
962,30,0,294,True
963,54,0,551,False
964,64,0,666,False
965,24,0,191,True
966,25,0,198,True
967,23,0,185,True
968,36,0,432,True
969,28,0,275,True
970,28,0,267,True
971,61,0,720,False
972,51,0,512,True
973,18,0,147,True
974,45,0,444,True
975,91,0,884,False
976,42,0,421,True
977,47,0,512,True
978,28,0,310,True
979,32,0,277,True
980,15,0,156,True
981,38,0,423,True
982,38,0,458,True
983,37,0,447,True
984,38,0,438,True
985,39,0,440,True
986,38,0,430,True
987,55,0,574,False
988,32,0,310,True
989,43,0,382,True
990,32,0,304,True
991,40,0,367,True
992,42,0,493,True
993,39,0,431,True
994,39,0,462,True
995,40,0,341,True
996,40,0,341,True
997,88,0,808,False
998,43,0,416,True
999,44,0,429,True
1000,71,0,657,False
1001,96,0,868,False
1002,45,0,415,True
1003,48,0,450,True
1004,49,0,470,True
1005,49,0,463,True
1006,53,0,491,True
1007,51,0,500,True
1008,66,0,576,False
1009,49,0,474,True
1010,88,0,834,False
1011,49,0,455,True
1012,80,0,745,False
1013,63,0,539,False
1014,66,0,570,False
1015,61,0,574,False
1016,63,0,614,False
1017,60,0,557,False
1018,49,0,457,True
1019,47,0,450,True
1020,61,0,630,False
1021,50,0,473,True
1022,47,0,439,True
1023,50,0,461,True
1024,49,0,438,True
1025,52,0,505,True
1026,46,0,426,True
1027,48,0,457,True
1028,66,0,662,False
1029,66,0,578,False
1030,61,0,615,False
1031,65,0,591,False
1032,51,0,416,True
1033,78,0,808,False
1034,67,0,575,False
1035,67,0,704,False
1036,66,0,715,False
1037,69,0,718,False
1038,65,0,707,False
1039,64,0,598,False
1040,66,0,617,False
1041,39,0,367,True
1042,40,0,353,True
1043,38,0,408,True
1044,51,0,755,False
1045,110,0,1063,False
1046,44,0,411,True
1047,32,0,303,True
1048,32,0,284,True
1049,34,0,415,True
1050,13,0,175,True
1051,41,0,445,True
1052,87,0,804,False
1053,64,0,662,False
1054,35,0,343,True
1055,77,0,768,False
1056,36,0,376,True
1057,85,0,881,False
1058,55,0,573,False
1059,48,0,434,True
1060,44,0,488,True
1061,73,0,747,False
1062,52,0,627,False
1063,71,0,745,False
1064,39,0,440,True
1065,40,0,405,True
1066,49,0,502,True
1067,73,0,720,False
1068,82,0,880,False
1069,76,0,759,False
1070,36,0,360,True
1071,42,0,446,True
1072,50,0,535,False
1073,50,0,572,False
1074,58,0,610,False
1075,25,0,275,True
1076,57,0,588,False
1077,17,0,178,True
1078,64,0,691,False
1079,27,0,315,True
1080,42,0,440,True
1081,52,0,607,False
1082,35,0,388,True
1083,41,0,486,True
1084,56,0,598,False
1085,75,0,776,False
1086,75,0,776,False
1087,45,0,465,True
1088,49,0,506,True
1089,46,0,464,True
1090,50,0,508,True
1091,72,0,802,False
1092,42,0,399,True
1093,60,0,519,False
1094,27,0,264,True
1095,46,0,543,False
1096,47,0,515,False
1097,45,0,422,True
1098,49,0,561,False
1099,53,0,618,False
1100,72,0,845,False
1101,41,0,477,True
1102,68,0,712,False
1103,70,0,757,False
1104,75,0,853,False
1105,54,0,502,True
1106,68,0,664,False
1107,74,0,716,False
1108,69,0,662,False
1109,66,0,673,False
1110,64,0,641,False
1111,76,0,814,False
1112,53,0,541,False
1113,58,0,683,False
1114,68,0,627,False
1115,42,0,453,True
1116,52,0,574,False
1117,52,0,568,False
1118,39,0,438,True
1119,51,0,478,True
1120,46,0,432,True
1121,47,0,495,True
1122,54,0,507,True
1123,77,0,826,False
1124,30,0,346,True
1125,47,0,522,False
1126,47,0,483,True
1127,74,0,790,False
1128,75,0,909,False
1129,63,0,638,False
1130,42,0,446,True
1131,59,0,596,False
1132,73,0,775,False
1133,65,0,702,False
1134,68,0,769,False
1135,55,0,488,True
1136,70,0,678,False
1137,59,0,628,False
1138,65,0,626,False
1139,46,0,509,True
1140,59,0,620,False
1141,58,0,625,False
1142,62,0,721,False
1143,46,0,520,False
1144,82,0,808,False
1145,40,0,399,True
1146,45,0,447,True
1147,72,0,724,False
1148,81,0,795,False
1149,79,0,789,False
1150,43,0,455,True
1151,46,0,486,True
1152,40,0,452,True
1153,55,0,708,False
1154,62,0,782,False
1155,67,0,675,False
1156,71,0,715,False
1157,46,0,412,True
1158,68,0,765,False
1159,50,0,453,True
1160,51,0,452,True
1161,50,0,449,True
1162,46,0,439,True
1163,57,0,598,False
1164,58,0,627,False
1165,49,0,488,True
1166,65,0,740,False
1167,58,0,690,False
1168,66,0,659,False
1169,75,0,728,False
1170,81,0,762,False
1171,53,0,595,False
1172,47,0,587,False
1173,36,0,428,True
1174,34,0,315,True
1175,27,0,244,True
1176,28,0,243,True
1177,24,0,217,True
1178,25,0,226,True
1179,29,0,260,True
1180,24,0,228,True
1181,28,0,293,True
1182,27,0,273,True
1183,27,0,311,True
1184,26,0,254,True
1185,75,0,949,False
1186,77,0,881,False
1187,76,0,804,False
1188,42,0,531,False
1189,52,0,618,False
1190,88,0,912,False
1191,97,0,960,False
1192,63,0,930,False
1193,71,0,1042,False
1194,71,0,1045,False
1195,63,0,931,False
1196,29,0,316,True
1197,56,0,865,False
1198,56,0,719,False
1199,60,0,942,False
1200,112,0,1211,False
1201,90,0,860,False
1202,63,0,1101,False
1203,44,0,508,True
1204,76,0,871,False
1205,44,0,471,True
1206,66,0,723,False
1207,71,0,797,False
1208,110,0,1058,False
1209,63,0,668,False
1210,128,0,1260,False
1211,45,0,466,True
1212,55,0,603,False
1213,68,0,819,False
1214,31,0,286,True
1215,46,0,437,True
1216,59,0,522,False
1217,25,0,363,True
1218,25,0,323,True
1219,25,0,337,True
1220,36,0,505,True
1221,61,0,833,False
1222,60,0,707,False
1223,53,0,768,False
1224,41,0,361,True
1225,29,0,439,True
1226,69,0,636,False
1227,51,0,566,False
1228,46,0,456,True
1229,81,0,836,False
1230,86,0,856,False
1231,65,0,728,False
1232,111,0,1062,False
1233,61,0,634,False
1234,47,0,552,False
1235,47,0,715,False
1236,55,0,787,False
1237,55,0,797,False
1238,41,0,431,True
1239,55,0,628,False
1240,51,0,578,False
1241,51,0,579,False
1242,38,0,424,True
1243,37,0,444,True
1244,64,0,572,False
1245,54,0,560,False
1246,39,0,471,True
1247,49,0,548,False
1248,48,0,564,False
1249,87,0,831,False
1250,56,0,575,False
1251,70,0,678,False
1252,66,0,620,False
1253,57,0,651,False
1254,60,0,714,False
1255,54,0,582,False
1256,52,0,454,True
1257,65,0,700,False
1258,57,0,514,False
1259,86,0,907,False
1260,61,0,627,False
1261,55,0,586,False
1262,62,0,598,False
1263,60,0,670,False
1264,67,0,578,False
1265,81,0,839,False
1266,82,0,919,False
1267,64,0,618,False
1268,68,0,662,False
1269,61,0,574,False
1270,64,0,675,False
1271,62,0,744,False
1272,69,0,724,False
1273,75,0,754,False
1274,64,0,552,False
1275,41,0,481,True
1276,52,0,522,False
1277,68,0,760,False
1278,65,0,737,False
1279,35,0,347,True
1280,37,0,301,True
1281,55,0,541,False
1282,73,0,697,False
1283,60,0,673,False
1284,73,0,719,False
1285,33,0,335,True
1286,66,0,644,False
1287,70,0,686,False
1288,69,0,677,False
1289,72,0,724,False
1290,74,0,736,False
1291,35,0,301,True
1292,47,0,520,False
1293,62,0,590,False
1294,50,0,510,True
1295,42,0,477,True
1296,41,0,335,True
1297,32,0,342,True
1298,64,0,710,False
1299,62,0,692,False
1300,40,0,374,True
1301,105,0,1211,False
1302,82,0,868,False
1303,81,0,917,False
1304,4,0,149,True
1305,68,0,748,False
1306,53,0,555,False
1307,56,0,491,True
1308,57,0,478,True
1309,55,0,487,True
1310,57,0,558,False
1311,61,0,704,False
1312,60,0,731,False
1313,34,0,444,True
1314,29,0,414,True
1315,44,0,400,True
1316,46,0,428,True
1317,46,0,426,True
1318,46,0,416,True
1319,46,0,415,True
1320,46,0,430,True
1321,46,0,426,True
1322,36,0,366,True
1323,71,0,782,False
1324,64,0,737,False
1325,53,0,529,False
1326,48,0,466,True
1327,19,0,233,True
1328,89,0,1058,False
1329,31,0,327,True
1330,72,0,760,False
1331,103,0,1169,False
1332,60,0,635,False
1333,33,0,422,True
1334,50,0,496,True
1335,35,0,539,False
1336,38,0,429,True
1337,41,0,470,True
1338,75,0,822,False
1339,32,0,418,True
1340,119,0,1138,False
1341,100,0,1075,False
1342,72,0,644,False
1343,69,0,733,False
1344,83,0,914,False
1345,89,0,970,False
1346,92,0,1041,False
1347,31,0,312,True
1348,75,0,746,False
1349,65,0,685,False
1350,72,0,780,False
