field_key,field_id,theta
adjustablechairbackheight,60,0.0610540509223938
adjustablecolortemperature,61,0.06493990123271942
adjustableconfigurable,62,0.06445834785699844
adjustabledetectionzones,63,0.06563866883516312
adjustabledoorstorage,64,0.06653784215450287
adjustableextension,65,0.06493349373340607
adjustableexteriorshelves,66,0.0686173364520073
adjustablefit,67,0.06965707987546921
adjustableflame,68,0.07141654193401337
adjustableflowrate,69,0.07077368348836899
adjustablefootrest,70,0.07277631759643555
adjustablegrateheight,71,0.07405238598585129
adjustablehangerbars,72,0.07514745742082596
adjustablehanginglength,73,0.07656650245189667
adjustablehardness,74,0.0769352987408638
adjustableheadboard,75,0.07927703112363815
adjustableheadrest,76,0.07809487730264664
adjustableheight,77,0.08287326991558075
adjustableheightincrements,78,0.08109428733587265
adjustableheightsettings,79,0.08213403075933456
adjustableheightshelves,80,0.08323999494314194
adjustableheightstool,81,0.08421352505683899
adjustableinteriorshelves,82,0.08501745015382767
adjustablejets,83,0.08592825382947922
adjustablelamphead,84,0.08740507811307907
adjustablelegheight,85,0.08866328746080399
adjustablelengthrod,86,0.08932790905237198
adjustablelevelers,87,0.09100664407014847
adjustablelightbeam,88,0.09118067473173141
adjustablelightinglevels,89,0.0925295278429985
adjustablelumbar,90,0.09173299372196198
adjustablelumbarsupport,91,0.094245545566082
adjustablemattressheight,92,0.09561524540185928
adjustablemirror,93,0.09660901874303818
adjustablerecline,94,0.09743757545948029
adjustableseatdepth,95,0.09806309640407562
adjustableseatheight,96,0.09995793551206589
adjustableshelfheight,97,0.10071221739053726
adjustableshelves,98,0.09997162222862244
adjustableshelvesbaskets,99,0.10292698442935944
adjustableshelving,100,0.10370970517396927
adjustableshelvingdetails,101,0.10500647872686386
adjustableshowercurtainrod,102,0.10604622215032578
adjustablesize,103,0.10708596557378769
adjustablespraypattern,104,0.10668329894542694
adjustableswivelhooks,105,0.10916183888912201
adjustabletableheight,106,0.11144786328077316
adjustabletableincluded,107,0.11093159019947052
adjustabletemperature,108,0.11228469759225845
adjustabletemperaturecontrol,109,0.11332247406244278
adjustablethermostat,110,0.11421865969896317
adjustablethermostatincluded,111,0.11537302285432816
adjustabletilttension,112,0.1153031662106514
adjustabletimesettings,113,0.11748146265745163
adjustablewaterflow,114,0.11782746762037277
adjustablewaterlevel,115,0.11962167173624039
adjustablewattage,116,0.12060070037841797
adjustablewidth,117,0.12121787667274475
adjustablewidthshelves,118,0.12273022532463074
adorned,119,0.12375535070896149
adultassemblyrequired,120,0.12805260717868805
advertisements,121,0.1254028081893921
advertising,122,0.12697812914848328
aeratorincluded,123,0.12933410704135895
agegroup,124,0.1311853528022766
agegrouprecommendation,125,0.1299564391374588
agerecommendation,126,0.13072794675827026
ahmacompliant,127,0.13203594088554382
airblowerincluded,128,0.13297361135482788
airdischargedirection,129,0.13411542773246765
airfilterincluded,130,0.13488146662712097
airflow,131,0.13592176139354706
airflowefficiency,132,0.13690684735774994
airpumpincluded,133,0.1382744163274765
airpurifier,134,0.1391318440437317
airpurifying,135,0.14078859984874725
airtight,136,0.14139364659786224
airventincluded,137,0.14264722168445587
alarm,138,0.14255590736865997
alarmsiren,139,0.14467275142669678
all-in-onekit,140,0.14463260769844055
allcompatiblepodtypes,141,0.146592378616333
allergenbarrier,142,0.14833524823188782
allweather,143,0.15171605348587036
aluminumdetails,144,0.14971162378787994
americancornholeassociationacacertified,145,0.15086884796619415
amperage,146,0.15114140510559082
ampererequirement,147,0.15283085405826569
amtrendingskus,148,0.1538705974817276
anchoringmaterialsincluded,149,0.15339918434619904
anchorkitincluded,150,0.15577583014965057
anchormountingmaterialsincluded,151,0.15698984265327454
animal,152,0.15779036283493042
animalcapacity,153,0.15906932950019836
animalinsecttype,154,0.16003023087978363
animals,155,0.15988297760486603
animalshaped,156,0.1621885746717453
animalsinsects,157,0.16279928386211395
animaltheme,158,0.16357138752937317
animaltype,159,0.16429778933525085
animalweightcapacity,160,0.16634756326675415
animated,161,0.1672814041376114
animationtype,162,0.16853953897953033
ansia1171compliant,163,0.16857384145259857
ansibhmaa156certified,164,0.1705065369606018
ansibhmagrade,165,0.17154628038406372
ansibifmae3furnituresustainabilitystandard,166,0.17326600849628448
ansibifmam7.1standardtestmethodfordeterminingvocemissions,167,0.17362578213214874
ansibifmam71standardtestmethodfordeterminingvocemissions,168,0.1745520979166031
ansibifmax511largeoccupantofficeseating,169,0.17554235458374023
ansibifmax51officeseating,170,0.17485365271568298
ansibifmax53verticalfiles,171,0.17778082191944122
ansibifmax54loungepublicseating,172,0.17548087239265442
ansibifmax55deskproducts,173,0.17932014167308807
ansibifmax56panelsystems,174,0.18181799352169037
ansibifmax59storage,175,0.182009756565094
ansibifmax61educationalseating,176,0.183270663022995
ansisohos65smallofficehomeoffice,177,0.18443182110786438
ansiwcmaa1001-2018standard,178,0.18794985115528107
ansiz124.6-97compliant,179,0.18640324473381042
ansiz1243compliant,180,0.18713968992233276
ansiz15acga91mcertified,181,0.18881157040596008
ansiz21.11.2-2016-gas-firedunventedroomheatersandgas-firedunventeddecorativeroomheaters,182,0.18899594247341156
ansiz21.50-2016csa2.22-2016-standardforventeddecorativegasappliances,183,0.1903509497642517
ansiz21.60-2017csa2.26-2017-standardfordecorativegasappliances,184,0.1906721293926239
"ansiz21.84-2017-standardformanuallylighted , naturalgas , decorativegasappliances",185,0.1917504370212555
ansiz21.88-2017csa2.33-2017-standardforventedgasfireplaceheaters,186,0.19286417961120605
anti-bacterial,187,0.19479180872440338
anti-fatigue,188,0.19709226489067078
anti-microbial,189,0.1964312195777893
anti-skid,190,0.19753600656986237
anti-slipbacking,191,0.20115116238594055
anti-snore,192,0.1997694969177246
anti-static,193,0.19851261377334595
anti-vibrationtechnology,194,0.20166918635368347
anti-wrinkle,195,0.2020845264196396
antibacterialtreatedsurface,196,0.20377448201179504
antimicrobial,197,0.2045792043209076
antimicrobialdisclaimer,198,0.20585396885871887
antimicrobialtreatmentintent,199,0.20684729516506195
antmoat,200,0.20776349306106567
apmacertified,201,0.20954906940460205
appbluetoothcompatibility,202,0.2099536955356598
application,203,0.21311508119106293
applicationtype,204,0.2122100591659546
applique,205,0.21313218772411346
approvedapplications,206,0.21256431937217712
approximatedepth-fronttoback,207,0.21519021689891815
approximatewidth-sidetoside,208,0.21628202497959137
apronincluded,209,0.21979095041751862
apronsize,210,0.21833091974258423
arborpergolaincluded,211,0.21937066316604614
architectlamp,212,0.21756784617900848
architecture,213,0.2215188890695572
archkitincluded,214,0.22248990833759308
areasofsupport,215,0.22287380695343018
arm,216,0.22414688766002655
armcolor,217,0.225880429148674
armdepth-fronttoback,218,0.22664494812488556
armed,219,0.22650206089019775
armheight-floortoarm,220,0.22651034593582153
armheight-seattoarm,221,0.22942662239074707
armheight-seattotopofarmrest,222,0.23080438375473022
armlength-endtoend,223,0.23152107000350952
armlesschair,224,0.23265959322452545
armlesschaircomponentincluded,225,0.23392318189144135
armlesschairdepth-fronttoback,226,0.23496292531490326
armlesschairheight,227,0.23600266873836517
armlesschairwidth-sidetoside,228,0.2370424121618271
armmaterial,229,0.23809438943862915
armmaterialdetails,230,0.23976413905620575
armoire,231,0.24019624292850494
armoiredrawersincluded,232,0.24120140075683594
armoireincluded,233,0.24224892258644104
armoireshelvesincluded,234,0.2432912439107895
armrest,235,0.24422883987426758
armrestadjustmenttype,236,0.24479545652866364
armrestadjustmenttypevizcon,237,0.2464001327753067
armrestheight-floortoarmrest,238,0.24736490845680237
armrestmaterial,239,0.24849191308021545
armrestsmaxheight-floortoarmrest,240,0.249368816614151
armrestsminheight-floortoarmrest,241,0.25042471289634705
armresttype,242,0.2515222132205963
armrestwidth-sidetoside,243,0.25266727805137634
arms,244,0.24882306158542633
armsincluded,245,0.253018856048584
armstyle,246,0.2553998529911041
armtype,247,0.25811779499053955
armwidth-sidetoside,248,0.2574152946472168
aromatherapy,249,0.2588731348514557
aromatherapyfunction,250,0.25952526926994324
arrangementtype,251,0.2610720694065094
arsenic-free,252,0.2618677020072937
articulatingarm,253,0.26381146907806396
articulatingarmincluded,254,0.26444530487060547
artist,255,0.26530835032463074
artproductionmethod,256,0.2667732238769531
arttechnique,257,0.26754525303840637
ashrae622standardcompliant,258,0.2682308554649353
asmea112.18.1csab125.1-2018,259,0.2680605947971344
asmea112.19.1,260,0.2712102234363556
asmea112181compliant,261,0.27136650681495667
asmea112182compliant,262,0.2723197638988495
asmea112191compliant,263,0.27352002263069153
asmea112191csab452-2018compliant,264,0.2741975784301758
asmea112192compliant,265,0.27573803067207336
asmea112192csab451compliant,266,0.27629223465919495
asmea112193compliant,267,0.2778068780899048
asmea112194compliant,268,0.279262512922287
asse1001certified,269,0.2778293490409851
asse1006certified,270,0.28018108010292053
asse1016certified,271,0.28116574883461
assemblyandinstallationhardwareincluded,272,0.2829819917678833
assemblyhardwareincluded,273,0.2833061218261719
assemblyrequired,274,0.2852690815925598
assemblytime,275,0.2859065532684326
assortedsets-piecesincluded,276,0.28694629669189453
astm1821-19compliant,277,0.28809845447540283
astmcertified,278,0.28902578353881836
astmcompliant,279,0.29080379009246826
astmd4157-132017-compliant,280,0.29149338603019714
astme1590-07compliant,281,0.2921450138092041
astmf1148-17compliant,282,0.29287853837013245
astmf1148-18compliant,283,0.2939550578594208
astmf1169-13compliant,284,0.29526424407958984
astmf1169-19compliant-safetyspecificationforfullsizedbabycribs,285,0.29627713561058044
astmf1427-13compliant-consumersafetyspecificationforbunkbeds,286,0.2988169193267822
astmf1427-19compliant-consumersafetyspecificationforbunkbeds,287,0.2979911267757416
astmf1487-17compliant,288,0.2994232475757599
astmf1821-16-compliant,289,0.3004629909992218
astmf1821-16compliant,290,0.3015027344226837
astmf1912-17compliant,291,0.3027225136756897
astmf1912-19compliant,292,0.30358222126960754
astmf1917-12compliant,293,0.30422157049179077
astmf2057-14,294,0.3092687726020813
astmf2057-17,295,0.31061142683029175
astmf2057-19,296,0.31189659237861633
astmf2085-12compliant,297,0.3087809681892395
astmf2085-19compliant,298,0.3098207116127014
astmf2088-15compliant,299,0.3105178475379944
astmf2088-20compliant,300,0.3115488886833191
astmf2194compliant,301,0.31293994188308716
astmf2388-18compliant,302,0.3139796853065491
astmf2613-17compliant,303,0.31505295634269714
astmf2613-19compliant,304,0.31600964069366455
astmf3084-16compliant,305,0.3170855939388275
astmf3084-20compliant,306,0.31814271211624146
astmf3096-14compliant,307,0.3239263892173767
astmf3363-19compliant,308,0.3202592432498932
astmf3429f3429m20compliant-standardspecificationfordisposableflammableliquidfuelcontainers,309,0.32173964381217957
astmf406-10acompliant,310,0.3222976624965668
astmf406-15compliant,311,0.3233374059200287
astmf406-17compliant,312,0.3243771493434906
astmf963-11compliant,313,0.3254168927669525
astmf963-17compliant,314,0.3266625702381134
astrology,315,0.32793062925338745
attachedseat,316,0.3281855881214142
attachedseating,317,0.32972386479377747
attachmentinstallationtype,318,0.3311818242073059
attachmenttype,319,0.33343327045440674
audio,320,0.33233094215393066
audioinputoutputjacks,321,0.3337348699569702
auto-fillwater,322,0.33477461338043213
autodrain,323,0.33581435680389404
automaticballreturn,324,0.33685410022735596
automaticdispenser,325,0.33787062764167786
automaticdoorcloser,326,0.3389335870742798
automaticicelevelcontrol,327,0.3399733304977417
automaticpandetection,328,0.34157198667526245
automaticsafetyshutoff,329,0.3420528173446655
automaticshutoff,330,0.3440017104148865
automaticwaterlevel,331,0.34419962763786316
availableseparately,332,0.34556350111961365
avoidpowertools,333,0.3494601249694824
bachelorschest,334,0.345422625541687
back,335,0.34454596042633057
backangleadjustment,336,0.3495074510574341
backcolor,337,0.3500170111656189
backconstruction,338,0.352821946144104
backconstructiondetail,339,0.35356125235557556
backcushion,340,0.3528328537940979
backcushionfill,341,0.35452190041542053
backcushionfillmaterial,342,0.3555617034435272
backcushionheight,343,0.3574303090572357
backcushionorupholsteryfillmaterial,344,0.35692086815834045
backcushionthickness,345,0.35791805386543274
backcushionupholsterycolor,346,0.35969236493110657
backcushionupholsterymaterial,347,0.3607722222805023
backcushionwidth-sidetoside,348,0.36087435483932495
backdesign,349,0.3629497289657593
backed,350,0.36387962102890015
backfillmaterial,351,0.36684301495552063
backfillmaterialdetails,352,0.36719727516174316
backguard,353,0.3669988512992859
backheight-seattotopofback,354,0.3653002083301544
backincluded,355,0.3691084384918213
backinglayers,356,0.3694867193698883
backingmaterial,357,0.36817771196365356
backingmaterialdetails,358,0.37181711196899414
backingtype,359,0.3734140992164612
backmanufacturedwoodtype,360,0.3742770850658417
backmassage,361,0.3753168284893036
backmaterial,362,0.3735707104206085
backmaterialdetails,363,0.37678101658821106
backpackchair,364,0.37843605875968933
backpanel,365,0.3793505132198334
backplatedepth-fronttoback,366,0.38187310099601746
backplatefinish,367,0.38254526257514954
backplateheight-toptobottom,368,0.38414567708969116
backplateincluded,369,0.38358765840530396
backplatematerial,370,0.3845159709453583
backplatewidth-sidetoside,371,0.3876465857028961
backset,372,0.38675403594970703
backsplash,373,0.3882494270801544
backsplashheight-toptobottom,374,0.38950884342193604
backsplashincluded,375,0.3899447023868561
backsplashwidth-sidetoside,376,0.3909130096435547
backstyle,377,0.39469990134239197
backtype,378,0.39249488711357117
backtypeofbirdfeathers,379,0.3940322697162628
backupholsterycolor,380,0.394057035446167
backupholsteryfillmaterial,381,0.3968258202075958
backupholsterygrade,382,0.39715149998664856
backupholsterymaterial,383,0.3960394561290741
backupholsterymaterialdetails,384,0.3992222249507904
backwallpanelincluded,385,0.4002707302570343
backwidth-sidetoside,386,0.3988485336303711
baffledboxstitching,387,0.40235021710395813
baggedorbagless,388,0.4031775891780853
bakeelement,389,0.40442970395088196
bakingdishincluded,390,0.40546947717666626
bakingsheetheight,391,0.4065092206001282
bakingsheetincluded,392,0.4075489640235901
bakingsheetlength-endtoend,393,0.408588707447052
bakingsheetwidth-sidetoside,394,0.4096284508705139
bakingutensilsincluded,395,0.41066819429397583
ballasttype,396,0.41170793771743774
ballastvoltage,397,0.41274768114089966
ballbasedepth-fronttoback,398,0.4137874245643616
ballbaseheight-toptobottom,399,0.4148271679878235
ballbasewidth-sidetoside,400,0.4158669114112854
ballbearingglides,401,0.41520142555236816
ballglider,402,0.421640545129776
ballmachineincluded,403,0.41898617148399353
ballsincluded,404,0.42037221789360046
band,405,0.42120659351348877
bandfinish,406,0.4222540259361267
barcenterdepth-fronttoback,407,0.423218697309494
barcenterheight,408,0.4242744445800781
barcenterincluded,409,0.42534568905830383
barcenterwidth-sidetoside,410,0.4263624846935272
barfootrest,411,0.42730411887168884
bariatric,412,0.4265706241130829
barndoor,413,0.42963019013404846
barndoorhardwareincluded,414,0.430423378944397
barshape,415,0.43135759234428406
barspacing,416,0.4325028657913208
barstool,417,0.4335426092147827
barstoolarms,418,0.43458235263824463
barstoolbacks,419,0.43562209606170654
barstoolsincluded,420,0.43666183948516846
bartopriser,421,0.43770158290863037
base,422,0.4387413263320923
baseadapterincluded,423,0.4397810697555542
basecabinetorganizer,424,0.44082483649253845
basecolor,425,0.4412892162799835
baseconstruction,426,0.4446406364440918
basedepth-fronttoback,427,0.4442281126976013
basediameter,428,0.44497981667518616
basefillsubstance,429,0.44601956009864807
basefinish,430,0.44462624192237854
baseheight-floortobottomofchair,431,0.4480990469455719
baseheight-toptobottom,432,0.4508093297481537
baseincluded,433,0.44933077692985535
baselegtype,434,0.4524253308773041
basemanufacturedwoodtype,435,0.453413188457489
basematerial,436,0.45463037490844727
basematerialdetails,437,0.45804986357688904
basematerialwoodspecies,438,0.45536941289901733
basemetalfinishapplication,439,0.45654764771461487
baseplacement,440,0.45744889974594116
baserequiredeuonly,441,0.45823416113853455
baseshape,442,0.4616319537162781
basesize,443,0.4605681300163269
basestanddepth-fronttoback,444,0.4601522982120514
basestandincluded,445,0.4624357521533966
basestandwidth-sidetoside,446,0.46204063296318054
basestyle,447,0.46703824400901794
basethickness,448,0.46533504128456116
basetype,449,0.46394652128219604
baseweight,450,0.4668916165828705
basewidth-sidetoside,451,0.4692847728729248
basewoodspecies,452,0.4678543210029602
basicstoragesystem,453,0.47096559405326843
basindepth-toptobottom,454,0.469585120677948
basinlength-sidetoside,455,0.47252437472343445
basinsplit,456,0.4736001491546631
basintubdepth-toptobottom,457,0.47433754801750183
basinwidth-fronttoback,458,0.4775260388851166
baskets,459,0.4772040545940399
basketsincluded,460,0.47801920771598816
basketstrainerdiameter,461,0.47718316316604614
basketstrainerincluded,462,0.47877517342567444
basketstrainermaterial,463,0.48055973649024963
bastingbrushincluded,464,0.4817475378513336
bathmatincluded,465,0.4848112165927887
bathroomaccessoriesincluded,466,0.48560792207717896
bathroomzone,467,0.4862670600414276
bathrug,468,0.48808521032333374
bathrugincluded,469,0.48760151863098145
bathruglength-endtoend,470,0.4900738000869751
bathrugwidth-sidetoside,471,0.4911333918571472
bathsheet,472,0.4907207787036896
bathshelf,473,0.49178850650787354
bathtowel,474,0.4928002655506134
bathtubwidth-sidetoside,475,0.4938400089740753
batteriescontainedinequipment,476,0.49445220828056335
batteriesincluded,477,0.4945148825645447
batteriesneeded,478,0.4966233968734741
batteriesrequired,479,0.49646884202957153
battery-operated,480,0.49869707226753235
batterychargeduration,481,0.4990450441837311
batterychargerincluded,482,0.4999624490737915
batterycomposition,483,0.5028588175773621
batteryincluded,484,0.5031898617744446
batteryoperated,485,0.497964084148407
batteryrequired,486,0.5049781799316406
batterytype,487,0.505138099193573
batteryweightsize,488,0.5080538392066956
beachtowel,489,0.5083885788917542
beadboard,490,0.508283257484436
beaded,491,0.5107211470603943
beamangle,492,0.5119644403457642
beamspread,493,0.5124627947807312
bed,494,0.5137964487075806
bedassemblyrequired,495,0.5148223638534546
bedbugdustmiteresistant,496,0.5156667828559875
bedbugresistant,497,0.5170679688453674
beddesign,498,0.518220841884613
beddingincluded,499,0.5187860131263733
beddingsize,500,0.519627571105957
bedframeincluded,501,0.5208655595779419
bedincluded,502,0.5227827429771423
bedlength-headtotoe,503,0.5234054923057556
bedmaterial,504,0.5239847898483276
bedoverallheight-toptobottom,505,0.5252165198326111
bedoverallweight,506,0.5264435410499573
bedsize,507,0.5253696441650391
bedsizecompatibility,508,0.5296659469604492
bedskirttype,509,0.5291381478309631
bedstoragedrawers,510,0.5304547548294067
bedstorageincluded,511,0.5327581763267517
bedtype,512,0.5323991775512695
bedweightcapacity,513,0.5333989858627319
beeguard,514,0.5347086191177368
beekeepingtoolsaccessoriesincluded,515,0.5354219675064087
beerliquororotherbeverage,516,0.5364617109298706
bench,517,0.5347199440002441
benchdepth-fronttoback,518,0.5380455851554871
benchesincluded,519,0.539889395236969
benchheight-toptobottom,520,0.5402119755744934
benchincluded,521,0.541373610496521
benchlength-endtoend,522,0.5430106520652771
benchseatdepth-fronttoback,523,0.5434678196907043
benchseatheight-toptobottom,524,0.5447797179222107
benchseating,525,0.5461055040359497
benchseatingincluded,526,0.5492923855781555
benchseatwidth-sidetoside,527,0.5479984879493713
benchtype,528,0.5485338568687439
benchtypelsbsonly,529,0.5496200323104858
bendablestems,530,0.5512071251869202
bestuse,531,0.5520579218864441
bevelededge,532,0.5526418089866638
beveledglass,533,0.5541579127311707
beveragetemperatureuse,534,0.5551771521568298
bhftiupholsteredfurnitureflammabilitycompliant,535,0.5576089024543762
bib,536,0.5569273233413696
bibincluded,537,0.5581048130989075
bifmag1ergonomicsguidelineforfurniture,538,0.5593149662017822
bifmahcf8.1-healthcarefurnituredesign,539,0.5606091618537903
bigtall,540,0.5590543746948242
binheight-toptobottom,541,0.5624553561210632
binlidincluded,542,0.5634950995445251
binmaterial,543,0.5645348429679871
bins,544,0.5654122233390808
binsincluded,545,0.5688062310218811
binwidth-sidetoside,546,0.5676540732383728
biocidetreatment,547,0.5674262046813965
birchbuyerspicks,548,0.5697336196899414
birdcageknob,549,0.5748764872550964
birdcagetype,550,0.5718131065368652
birdspecies,551,0.5728528499603271
birdtype,552,0.5731367468833923
blade,553,0.574932336807251
bladearmsincluded,554,0.5759720802307129
bladefinish,555,0.577435314655304
bladematerial,556,0.5779916644096375
bladepitch,557,0.5787289142608643
blades,558,0.5796918869018555
bladeshape,559,0.5811707973480225
bladesincluded,560,0.5818676352500916
bladesize,561,0.5832502841949463
bladespan,562,0.5839208364486694
bladewidth-sidetoside,563,0.5853872299194336
bladewoodspecies,564,0.586372971534729
bladewoodtone,565,0.587411642074585
blanket,566,0.5884490013122559
blanketquilt,567,0.5894432663917542
blanketquiltbedspreadlength-headtotoe,568,0.5906171798706055
blanketquiltincluded,569,0.5914071798324585
blanketquiltlength-headtotoe,570,0.5925914645195007
blanketquiltmaterial,571,0.5937998294830322
blanketquiltwidth-sidetoside,572,0.5946974754333496
blowerincluded,573,0.5956717729568481
blowertype,574,0.5970022082328796
blowerwheeltype,575,0.5978067517280579
blu-raycapacity,576,0.5988464951515198
bluetoothcompatible,577,0.6004275679588318
bluetoothconnected,578,0.6007252335548401
bluetoothspeakerincluded,579,0.60535728931427
boardcolor,580,0.6031525731086731
boardincluded,581,0.6040452122688293
bocceballpetanquedetails,582,0.605283260345459
bodydepth-fronttoback,583,0.607409656047821
bodyheight-toptobottom,584,0.6065417528152466
bodyjetsincluded,585,0.6067795157432556
bodysprayheight-toptobottom,586,0.6092439293861389
bodyspraywidth-sidetoside,587,0.6102836728096008
bodywidth-sidetoside,588,0.6109493970870972
bolsterpillowcoversincluded,589,0.6123631596565247
bookcase,590,0.6133633852005005
bookcaseconfiguration,591,0.614164412021637
bookcaseincluded,592,0.6173009276390076
bookrack,593,0.6165221333503723
border,594,0.6164558529853821
bordercolor,595,0.6176434755325317
bordermaterial,596,0.6188032031059265
bordertype,597,0.6206811666488647
bottlecapacity,598,0.6217209100723267
bottlesize,599,0.6227606534957886
bottlesizecompatibilityl,600,0.6234936714172363
bottomdiameter,601,0.6251928806304932
bottomhemlength-toptobottom,602,0.629295289516449
bottomofheadboardtofloor,603,0.6269196271896362
bottomoflowerbunktofloor,604,0.6279593706130981
bottomoftopbunkorlofttofloor,605,0.6273889541625977
bottomopening,606,0.6315092444419861
bowldepth-basintorim,607,0.6310786008834839
bowlincluded,608,0.6321183443069458
bowlsincluded,609,0.6326810717582703
bowltype,610,0.6339885592460632
boxspringincluded,611,0.6356494426727295
boxspringrequired,612,0.6364565491676331
bpafree,613,0.6375006437301636
bracket,614,0.6356614232063293
bracketincluded,615,0.6405503153800964
brakesincluded,616,0.6407024264335632
braketype,617,0.6410393714904785
brandspecificfeaturestechnology,618,0.6435052752494812
breadbutterplates,619,0.6429542899131775
breakfastnook,620,0.6403414011001587
breakingstrength,621,0.6474460363388062
breathable,622,0.6466748118400574
breathableconstruction,623,0.6477145552635193
breederboxdoor,624,0.6487542986869812
brewingcapacity,625,0.6497940421104431
brewtime,626,0.650833785533905
bridgeburner,627,0.6518187522888184
bridgeincluded,628,0.6529132723808289
brightnesslumens,629,0.6534830331802368
broiler,630,0.6549927592277527
brushed,631,0.6573713421821594
brushedsheets,632,0.6567040681838989
bs476compliant,633,0.6581748127937317
bs5852certified,634,0.6590683460235596
bs71762007certified,635,0.6601914763450623
bs71772008a12011certified,636,0.6610257029533386
btuoutput,637,0.6621402502059937
budgettier,638,0.6643886566162109
bugzapper,639,0.6644554734230042
built-incarryhandle,640,0.6653949022293091
built-incontrolpanel,641,0.6664299964904785
built-incontrols,642,0.6674697399139404
built-indesk,643,0.6713384389877319
built-indrainage,644,0.6695492267608643
built-inelectricaloutlet,645,0.6705889701843262
built-ingrinder,646,0.6716287136077881
built-inheadboardbracket,647,0.6727355718612671
built-inheadboardbracketnon-supplierfacing,648,0.6737082004547119
built-inhitch,649,0.6747846007347107
built-inladderaccessoryincluded,650,0.6757876873016357
built-inladderincluded,651,0.6776360869407654
built-inlighting,652,0.6812763810157776
built-inoutlet,653,0.6768832802772522
built-inoutlets,654,0.6835759878158569
built-inoutlettype,655,0.6810675859451294
built-inpetdoor,656,0.6820261478424072
built-inseatingincluded,657,0.6833476424217224
built-inshelvingincluded,658,0.6839625239372253
built-instairsincluded,659,0.6855378150939941
built-insurgeprotector,660,0.6877667903900146
built-inusbport,661,0.6901189088821411
built-inwirelesscharger,662,0.6867652535438538
builtindrawerstops,663,0.6893043518066406
builtinkitchenincluded,664,0.6898402571678162
builtinshelfincluded,665,0.6913838982582092
bulbbase,666,0.6864210963249207
bulbcolor,667,0.6924077272415161
bulbcount,668,0.6947431564331055
bulbdiameter,669,0.6974866390228271
bulbheight,670,0.6976723074913025
bulbincluded,671,0.6924817562103271
bulblife,672,0.698829710483551
bulbmaterial,673,0.6997857093811035
bulbnotincludedbutrequired,674,0.6950116157531738
bulbrequired,675,0.7017655968666077
bulbshape,676,0.7047485709190369
bulbshapecode,677,0.701955258846283
bulbsincluded,678,0.7067571878433228
bulbtype,679,0.7057253122329712
bulbtypeincluded,680,0.7080941796302795
bulbwattage,681,0.7083097100257874
bumper,682,0.7087834477424622
bumperguards,683,0.709755003452301
bumperincluded,684,0.7108250856399536
bundtpanincluded,685,0.7121630311012268
bunkandloftconfigurations,686,0.7116885781288147
bunkbedcurtainincluded,687,0.7143308520317078
bunkbedslideincluded,688,0.7127305269241333
burgercount,689,0.7166253924369812
burnerfuel,690,0.7173618078231812
burnerincluded,691,0.7185516357421875
burnersincluded,692,0.7201893925666809
burningareadepth-fronttoback,693,0.720856249332428
