query_id,product_id,label,grade
6436,B07SQM2MKS,E,1.0
6436,B07SB574JR,S,0.1
6436,B07Q57WTKC,S,0.1
6436,B07PJTFMSS,S,0.1
6436,B07MS85SCJ,S,0.1
6436,B07SLBBJ3R,S,0.1
6436,B07B93NN16,S,0.1
6436,B01JHPL2W8,S,0.1
6436,B013E3D272,S,0.1
6436,B00RG8E8SE,S,0.1
6436,B00LT6GGZC,S,0.1
6436,B00KUNJOZE,S,0.1
6436,B00HRWTXM0,S,0.1
6436,B07LGW18XP,S,0.1
7065,B07F7VJPKJ,S,0.1
7065,B07S4M7KFS,S,0.1
7065,B07RVNFFNQ,E,1.0
7065,B07TWMS7K9,E,1.0
7065,B07L4FNPGN,E,1.0
7065,B07KW6B4HJ,S,0.1
7065,B07K3YSN23,S,0.1
7065,B07BHCPS23,S,0.1
7065,B074HN8H4T,S,0.1
7065,B077TNMTTR,E,1.0
7065,B075S2G334,S,0.1
7065,B075CTWDJ5,I,0.0
7065,B07527XSQ5,S,0.1
7065,B073SLY9TY,E,1.0
7065,B0058Z10MO,S,0.1
7065,B078WPBR2L,E,1.0
8816,B07RFQ9583,S,0.1
8816,B07FNQDDQQ,E,1.0
8816,B07F5S2KT3,E,1.0
8816,B07DCXSMC3,S,0.1
8816,B07CYCWNZM,S,0.1
8816,B07794YM4C,S,0.1
8816,B076G8G28D,S,0.1
8816,B07ZD2LV9M,E,1.0
8816,B074XT4NQ7,I,0.0
8816,B072S63KHV,E,1.0
8816,B0725P6C6J,E,1.0
8816,B018XB0VMY,E,1.0
8816,B0152R778I,I,0.0
8816,B00GGLMCLW,E,1.0
8816,076434868X,E,1.0
8816,B0751MVFYZ,S,0.1
8889,B07SSTQDFF,S,0.1
8889,B079V95WZ2,S,0.1
8889,B0794NXCT6,E,1.0
8889,B01I2E32WI,E,1.0
8889,B01F97L79G,S,0.1
8889,B01F0XQ0EG,S,0.1
8889,B013WIHVQM,S,0.1
8889,B00V8QVSGA,E,1.0
8889,B00IPLNDWI,E,1.0
8889,B00122MWU6,S,0.1
8889,B01F0XMUYU,E,1.0
9513,B07PW38565,C,0.01
9513,B07PWNK3M4,C,0.01
9513,B07QN196V8,C,0.01
9513,B07R18LMQ4,C,0.01
9513,B07R18MYYD,E,1.0
9513,B07R18NFF4,C,0.01
9513,B07R2F8VX3,C,0.01
9513,B07R3CG3C6,C,0.01
9513,B07R3DWWZS,C,0.01
9513,B07R7BP5Y5,C,0.01
9513,B07R3GKX9X,E,1.0
9513,B07R7CB28K,C,0.01
9513,B07R7DF74V,I,0.0
9513,B07R8GW6BJ,E,1.0
9513,B07R8JNHPD,E,1.0
9513,B07ZG34LWH,E,1.0
9513,B08HQZX47N,C,0.01
9513,B07PW17RWQ,S,0.1
9513,B07R3G84YK,C,0.01
9513,B07PV57HNY,C,0.01
9513,B008DC1JS4,E,1.0
9513,B07NJ7QB4M,E,1.0
9513,B000DZDUVS,I,0.0
9513,B001ATC4I6,C,0.01
9513,B003DKYHEY,E,1.0
9513,B0058DPG1C,S,0.1
9513,B07NJCK461,E,1.0
9513,B008DC1O9S,E,1.0
9513,B008M39S96,I,0.0
9513,B00EKVB3L0,E,1.0
9513,B008DC1KBK,E,1.0
9513,B07551827Y,E,1.0
9513,B00EZHG15C,C,0.01
9513,B07K27ZF8L,E,1.0
9513,B07K1MV61S,I,0.0
9513,B07K1HGJKD,C,0.01
9513,B07NJ4P99G,E,1.0
9513,B07K1GYJYW,C,0.01
9513,B07K1FWYBW,C,0.01
9513,B07JZVKGC6,E,1.0
9989,B081MZZ3C6,E,1.0
9989,B07PVQJ1TZ,S,0.1
9989,B07KM3BQTW,E,1.0
9989,B07F9Q9XHB,C,0.01
9989,B079LC9Z18,E,1.0
9989,B078Y3ZN5P,E,1.0
9989,B078HLVLB2,S,0.1
9989,B07MMP1QX1,S,0.1
9989,B01N6JTHB4,C,0.01
9989,B01LBL0Y8Y,E,1.0
9989,B01LBKVAJW,S,0.1
9989,B01KMY63WM,S,0.1
9989,B01HOY0NBA,C,0.01
9989,B01G7FV7HG,E,1.0
9989,B01CT97JSA,E,1.0
9989,B0761X3HFH,S,0.1
10193,B01KJR41J4,E,1.0
10193,B07W5K9YHP,I,0.0
10193,B07FXCTVQP,E,1.0
10193,B0786LJQ8K,S,0.1
10193,B076X816KG,E,1.0
10193,B071P7P4K1,E,1.0
10193,B01MTU9GOB,E,1.0
10193,B01HCXMBOU,E,1.0
10193,B012FOV17O,E,1.0
10193,B01EWNUUUA,I,0.0
10193,B01D8KOZF4,I,0.0
10193,B014H52DT4,S,0.1
10193,B00J1X5B7Y,E,1.0
10193,B008FZJC74,E,1.0
10193,B008A36R2Y,E,1.0
10193,B01H4ZLZLQ,S,0.1
10478,B07754K7F5,E,1.0
10478,B07V4CKWV1,E,1.0
10478,B07VFG2L59,E,1.0
10478,B07PCHMY84,E,1.0
10478,B07HL4L8T9,E,1.0
10478,B07DXV3YB1,E,1.0
10478,B07C7PWRV3,S,0.1
10478,B076BYLFFW,E,1.0
10478,B006VW2US6,E,1.0
10478,B06Y567HCF,E,1.0
10478,B01N2SW24K,E,1.0
10478,B00VUTAFR8,I,0.0
10478,B00GDK3SHS,E,1.0
10478,B00BRGY7HS,E,1.0
10478,1592408990,E,1.0
10478,B071HD8ZH7,E,1.0
11903,B07WXPRPBC,E,1.0
11903,B081QLJT8X,E,1.0
11903,B07YJ45J9G,I,0.0
11903,B07Y477ND7,E,1.0
11903,B07Y46V9C3,E,1.0
11903,B07Y46JC1Y,E,1.0
11903,B07PYLWJXN,E,1.0
11903,B07Y479QG1,I,0.0
11903,B07P5PZGXG,I,0.0
11903,B07LBYW3HS,S,0.1
11903,B07FS99PVZ,S,0.1
11903,B078MQLS8V,E,1.0
11903,B076KBGVW9,E,1.0
11903,B07PND82YC,E,1.0
11903,B07388K7PL,I,0.0
11903,B01HDQ7EAM,I,0.0
14611,B08F29TC95,E,1.0
14611,B08B3WL1FN,S,0.1
14611,B087WVVPTN,E,1.0
14611,B0814H33C1,S,0.1
14611,B07Y864KTZ,S,0.1
14611,B07TJ76HJP,S,0.1
14611,B07SWQL9M2,S,0.1
14611,B07RPXN4MF,S,0.1
14611,B07K4Y4YJ5,S,0.1
14611,B07NY9VH1T,S,0.1
14611,B07MRDWNS3,S,0.1
14611,B07FP54BHF,S,0.1
14611,B07FNYDKDR,S,0.1
14611,B07BTMZT8X,S,0.1
14611,B01LZOCBTA,S,0.1
14611,B07PMW9BQ8,S,0.1
14692,B07TXLZY79,I,0.0
14692,B07TXJDCDR,I,0.0
14692,B07Q26PGV7,E,1.0
14692,B07P64TDR6,E,1.0
14692,B07NZ2JS9V,C,0.01
14692,B07KSPMXCY,E,1.0
14692,B07J6PF6GZ,E,1.0
14692,B07XCV5XMN,E,1.0
14692,B079PQ7FMP,E,1.0
14692,B075XFK9SW,E,1.0
14692,B0722KM7JC,E,1.0
14692,B01NCUD1SH,S,0.1
14692,B01CZHPJX8,C,0.01
14692,B016J273QQ,C,0.01
14692,B01431QQWW,E,1.0
14692,B07F7167QH,E,1.0
16254,B01N6P2F8M,E,1.0
16254,B07MVLM292,S,0.1
16254,B07MLJ5VYL,S,0.1
16254,B07MBQHDLB,S,0.1
16254,B07K21TF6L,S,0.1
16254,B07253C39S,S,0.1
16254,B01N7V7PAR,S,0.1
16254,B01MZ78ADM,S,0.1
16254,B006Z63K1O,E,1.0
16254,B01BNMP6CU,S,0.1
16254,B00JGUK0X2,S,0.1
16254,B00FREQC10,S,0.1
16254,B00DRBBRWO,C,0.01
16254,B00D8GWX0I,S,0.1
16254,B00AXTO41E,E,1.0
16254,B01MS5MBL0,S,0.1
17335,B07BC48C18,S,0.1
17335,B07SYVDMHK,E,1.0
17335,B07SYVCYVY,E,1.0
17335,B07N8HC4BC,E,1.0
17335,B07MWQ4KBV,E,1.0
17335,B07JHHM1BM,S,0.1
17335,B07G4PDVPJ,S,0.1
17335,B078WFJL3J,S,0.1
17335,B06WCZN1J4,S,0.1
17335,B078N6Y5MN,E,1.0
17335,B078KGWP98,S,0.1
17335,B076QH694V,S,0.1
17335,B06XPDP4BH,E,1.0
17335,B01LZ0OG7K,S,0.1
17335,B00KYCJETC,S,0.1
17335,B078N6YT75,E,1.0
17435,B076F5P28T,I,0.0
17435,B07ZJTSB81,E,1.0
17435,B07ZJTJQ29,S,0.1
17435,B07X4D3BR6,I,0.0
17435,B07TSS52FZ,I,0.0
17435,B07DDK3W5D,I,0.0
17435,B0148NPIQK,I,0.0
17435,B0791H74NT,I,0.0
17435,B010OYASRG,I,0.0
17435,B00Q2L3Q8O,S,0.1
17435,B013WC0P2A,I,0.0
17435,B00Q2L3ODG,E,1.0
17435,B00MUTWLW4,I,0.0
17435,B00CD1PTF0,I,0.0
17435,B0043T7FXE,I,0.0
17435,B003NR57BY,I,0.0
18503,B00SSQI9SI,I,0.0
18503,B07LB7DHJG,I,0.0
18503,B07FDP3K2M,E,1.0
18503,B07DY3Q1XR,E,1.0
18503,B06VSB98HM,I,0.0
18503,B01N2TP499,I,0.0
18503,B01B3682MM,I,0.0
18503,B00GAJ1GHG,E,1.0
18503,B000J4WUBY,S,0.1
18503,B00BI5RUJA,E,1.0
18503,B006HYZOV8,I,0.0
18503,B0018DL05M,I,0.0
18503,B0011UDPCS,E,1.0
18503,B000O0Y386,I,0.0
18503,B000A6ZY28,I,0.0
18503,B00G08NZQ2,I,0.0
19879,B075XC91J1,E,1.0
19879,B07V5K5DY7,I,0.0
19879,B07SG7MWHP,I,0.0
19879,B081712GDP,E,1.0
19879,B07LGP3WPQ,I,0.0
19879,B075YZTJ11,I,0.0
19879,B075DK3WM1,E,1.0
19879,B07RSFJV8Z,I,0.0
19879,B06XXTL624,I,0.0
19879,B01M8N0G82,I,0.0
19879,B009K4QFZ6,E,1.0
19879,B0071MQ37E,I,0.0
19879,B004J64QR4,I,0.0
19879,B001RGER5U,I,0.0
19879,B001L29HQY,I,0.0
19879,B075DGFS1L,I,0.0
21580,B07Q97DTRZ,S,0.1
21580,B078J1WX8R,S,0.1
21580,B078HQD92Z,S,0.1
21580,B078HPHZTH,S,0.1
21580,B071HWHLQS,S,0.1
21580,B00KE2C8DQ,S,0.1
21580,B00BGYOXWA,S,0.1
21580,B009XJTQ7M,E,1.0
21580,B0007ORYB2,E,1.0
21580,B00FB5VP5S,S,0.1
22753,B084R4D8Y2,S,0.1
22753,B07T14BT1C,S,0.1
22753,B07RSJZPGB,S,0.1
22753,B07PLV26PG,E,1.0
22753,B07PCQYWKY,S,0.1
22753,B07KPB25ZH,E,1.0
22753,B07JFZW67T,S,0.1
22753,B08688Z7WN,S,0.1
22753,B079HXQHZY,S,0.1
22753,B078SSDZSX,E,1.0
22753,B01M0677JB,E,1.0
22753,B01KZ6EW2U,S,0.1
22753,B01C3SZJHU,S,0.1
22753,B00RE0FU90,E,1.0
22753,B07H9WX6HL,S,0.1
23734,B07F35WMCG,E,1.0
23734,B07PFN52VQ,S,0.1
23734,B07PWCNN8W,S,0.1
23734,B07LH1QD4B,S,0.1
23734,B07LCSX3PH,S,0.1
23734,B07JRD69V6,S,0.1
23734,B07H926M2Y,S,0.1
23734,B0792325L5,S,0.1
23734,B00VE311HS,S,0.1
23734,B071X9LZZK,S,0.1
23734,B071G2QSNY,S,0.1
23734,B0716WND99,S,0.1
23734,B01HKJ3B04,S,0.1
23734,B014RAT7ZC,S,0.1
23734,B00I1MITF2,E,1.0
23734,B072J2RS43,S,0.1
24597,B07Z5P1572,I,0.0
24597,B07WSGDSJ2,I,0.0
24597,B07WQYBQN8,I,0.0
24597,B07SBT29RW,C,0.01
24597,B07Q7M88GV,E,1.0
24597,B07JQ1MM26,C,0.01
24597,B07FGVQ334,S,0.1
24597,B085GJ78NT,E,1.0
24597,B07CCZ2WMG,S,0.1
24597,B07BKT8YYT,C,0.01
24597,B07839KTXC,C,0.01
24597,B077KLF5CY,S,0.1
24597,B01N1HICEL,S,0.1
24597,B01K01HJZM,S,0.1
24597,B00MUZVKY8,I,0.0
24597,B07DS19FCY,C,0.01
24728,B07KVJR2WJ,E,1.0
24728,B07V4NVH9K,E,1.0
24728,B07V3STPDY,E,1.0
24728,B07S89MZ31,E,1.0
24728,B07S78RSSB,E,1.0
24728,B07S68HT7L,E,1.0
24728,B07L6B78ZS,I,0.0
24728,B07KBQ7WPZ,E,1.0
24728,B079JWRDJP,E,1.0
24728,B07K58YVVJ,E,1.0
24728,B079PBJ7H6,E,1.0
24728,B079K3RQ23,E,1.0
24728,B078GLS5MV,I,0.0
24728,B0746SGMGP,I,0.0
24728,B01ATPE204,I,0.0
24728,B07K93ZF1J,E,1.0
25674,B0823XGRGB,S,0.1
25674,B0823X5X15,E,1.0
25674,B07S343XC3,S,0.1
25674,B07Q16M2ZM,S,0.1
25674,B07PF8NV7N,S,0.1
25674,B07NP82D18,S,0.1
25674,B07J16H8Q7,S,0.1
25674,B07DGT6HH2,S,0.1
25674,B07BRC3H3C,S,0.1
25674,B077VLC4BB,S,0.1
25674,B072MNXG4Z,E,1.0
25674,B072KNQ5D2,E,1.0
25674,B01D1XUEN0,E,1.0
25674,B01C95YLI0,S,0.1
25674,B000WZKDDC,S,0.1
25674,B07D831Y1X,E,1.0
27860,B083NX9XYV,S,0.1
27860,B088NNQ876,E,1.0
27860,B086QK6ND9,S,0.1
27860,B085L6W3MG,S,0.1
27860,B085C65MQ7,S,0.1
27860,B08538Y5BJ,S,0.1
27860,B0847JKP9K,S,0.1
27860,B082YRQQP1,E,1.0
27860,B082SJHS8B,S,0.1
27860,B082M8XP14,E,1.0
27860,B0812C2YGC,E,1.0
27860,B07YDSRBSZ,S,0.1
27860,B07XPV4GMN,S,0.1
27860,B07V2DWH5N,E,1.0
27860,B07KPF92B2,S,0.1
27860,B082YRHYVM,E,1.0
28500,B07RVDK6C2,S,0.1
28500,B087JQX76Q,E,1.0
28500,B084R7HRZZ,E,1.0
28500,B083HCZ7WT,E,1.0
28500,B07Z4DX57C,E,1.0
28500,B07XHQY6TJ,S,0.1
28500,B07TFD6SQ8,E,1.0
28500,B07Q48S8YY,E,1.0
28500,B06XS1B6SS,E,1.0
28500,B07GJ9S1DW,E,1.0
28500,B06XQ3YPP2,S,0.1
28500,B01IAURJXM,S,0.1
28500,B01A6WX18Y,E,1.0
28500,B00LCW4NYE,S,0.1
28500,B00FY55MA4,S,0.1
28500,B07P8NFNND,E,1.0
28536,B09B3FRR34,C,0.01
28536,B092VHR525,E,1.0
28536,B0911WLYVN,E,1.0
28536,B08X35YLB8,S,0.1
28536,B08VN2LB3B,E,1.0
28536,B08TVX3DVN,E,1.0
28536,B08GGDT47N,S,0.1
28536,B08H75RTZ8,E,1.0
28536,B0895MV7C7,I,0.0
28536,B087VM5XC6,S,0.1
28536,B07WDGB9P5,E,1.0
28536,B07SFKTLZM,C,0.01
28536,B07NBVPZ6L,S,0.1
28536,B07GQ8M9M5,E,1.0
28536,B074WPGYRF,S,0.1
28536,B08FC5TTBF,I,0.0
31523,B07PZDVJZ7,E,1.0
31523,B01I24FZ1Y,I,0.0
31523,B019NOE85G,E,1.0
31523,B0107ORYR0,I,0.0
31523,B00E9PYFLC,E,1.0
31523,B0093QEPQM,E,1.0
31523,B008Q00LFK,E,1.0
31523,B07VDBBT4C,I,0.0
31523,B003Y2U3O4,E,1.0
31523,B003UH6BZI,E,1.0
31523,B002WD4MLG,I,0.0
31523,B001BR3OPE,E,1.0
31523,B001AQQR2S,E,1.0
31523,B000VIJ1AQ,I,0.0
31523,B000HPD6PY,I,0.0
31523,B004FHC0E8,E,1.0
31812,B07RV7QPKM,E,1.0
31812,B082TJ6ZH5,S,0.1
31812,B07YG5SKC4,E,1.0
31812,B07TJKG76Q,E,1.0
31812,B07RXVYC4G,E,1.0
31812,B07RW8PGFY,E,1.0
31812,B07MGSRLMH,S,0.1
31812,B00HO5OJO2,I,0.0
31812,B07KG1NGHD,E,1.0
31812,B07KFY5VTT,E,1.0
31812,B07D9HR3HV,I,0.0
31812,B07D5S7G1D,E,1.0
31812,B0199NPYLI,E,1.0
31812,B00ZQHLGKU,I,0.0
31812,B07KG44WFZ,E,1.0
34730,B07W95GKGF,S,0.1
34730,B07M6SPXFG,S,0.1
34730,B07GVT71BC,E,1.0
34730,B0791T2QXB,S,0.1
34730,B077NR5RJG,E,1.0
34730,B075XBSX1V,E,1.0
34730,B075VK8SPT,E,1.0
34730,B075KYFW1M,S,0.1
34730,B01H2YAKL0,S,0.1
34730,B01A1IZJV0,E,1.0
34730,B00U4BEXIK,E,1.0
34730,B00HYI8A08,E,1.0
34730,B00ESY609O,E,1.0
34730,B0094K1RZY,S,0.1
34730,B07194RT84,E,1.0
37666,B07DN6WTZW,S,0.1
37666,B07XHGQZX8,E,1.0
37666,B07R3XQS33,E,1.0
37666,B07QQ9T4VB,E,1.0
37666,B07PT6732K,S,0.1
37666,B07F735ZMW,S,0.1
37666,B078MBZCXF,S,0.1
37666,B06XNWDDG6,E,1.0
37666,B01M22KXSO,C,0.01
37666,B01LYCAZI6,S,0.1
37666,B01LWY6FGA,S,0.1
37666,B00V8QND22,S,0.1
37666,B00J2CD6US,E,1.0
37666,B0014CXESI,E,1.0
37666,B0011X2HB0,E,1.0
37666,B01N4V67AR,E,1.0
37829,B07NTMJ5ZD,E,1.0
37829,B07B31BJQJ,S,0.1
37829,B074JKT2VZ,E,1.0
37829,B0734L94D2,S,0.1
37829,B071CW372M,S,0.1
37829,B01KUA86TQ,E,1.0
37829,B01KUA823G,E,1.0
37829,B074JKY3GK,E,1.0
37829,B01C68OFTU,E,1.0
37829,B018UZ301C,C,0.01
37829,B004U9P6I8,E,1.0
37829,B004PPM252,E,1.0
37829,B004PPHB5S,E,1.0
37829,B004PP3FSA,E,1.0
37829,B003BIY7PM,E,1.0
37829,B01E3EHRVS,S,0.1
38146,B08T61FGZQ,S,0.1
38146,B08XYWLJFG,S,0.1
38146,B098K2B33T,S,0.1
38146,B08X4L1T5C,S,0.1
38146,B08TWFK9R6,S,0.1
38146,B08TWCDFJX,I,0.0
38146,B08T6NN4RB,S,0.1
38146,B08R1W4X9W,E,1.0
38146,B000U6BSI2,I,0.0
38146,B08C96BG9H,E,1.0
38146,B07VDVDHZ9,S,0.1
38146,B07SBBGGRN,I,0.0
38146,B01M9FFL35,I,0.0
38146,B001CNG7RY,E,1.0
38146,B000F49XXG,E,1.0
38146,B08FDQFC7T,S,0.1
38802,B07G939B33,E,1.0
38802,B08661TX2L,E,1.0
38802,B07WSD1NC3,E,1.0
38802,B07Q293TZT,E,1.0
38802,B07NZMNJPL,E,1.0
38802,B07JG43YPK,E,1.0
38802,B07HC3M6CD,E,1.0
38802,B07FY1WDNS,E,1.0
38802,B077N4G6DW,E,1.0
38802,B07C3SWZXK,E,1.0
38802,B0731TBBWF,E,1.0
38802,B0722W1WCT,S,0.1
38802,B071DQSWS3,E,1.0
38802,B01N33V9AH,E,1.0
38802,B01M8LK3ET,E,1.0
38802,B07FKPYYT6,E,1.0
39030,B07V8VPHD6,E,1.0
39030,B078XHH67R,E,1.0
39030,B07CVQHMG5,S,0.1
39030,B07CY1HNH7,S,0.1
39030,B07FM9HHYR,E,1.0
39030,B07HHHMJ6V,S,0.1
39030,B07SJTW47L,E,1.0
39030,B07TW7SWN1,E,1.0
39030,B07ZS3DY5L,E,1.0
39030,B0923NHBZ4,E,1.0
39030,B084W9Y7HN,E,1.0
39030,B097QC6HRF,E,1.0
39030,B0859JFWDT,S,0.1
39030,B08DMYY8H1,E,1.0
39030,B08K4TZDM8,E,1.0
39030,B08KWMGLGB,S,0.1
39030,B08NHN26VF,E,1.0
39030,B074RDF9WN,E,1.0
39030,B081FDY32G,E,1.0
39030,B01N7QVMJM,E,1.0
39030,B00F97FHAW,S,0.1
39030,B01K3DVI72,E,1.0
39030,B01N0O0TV7,S,0.1
39030,B000LD6SV6,I,0.0
39030,B0021ACTIS,I,0.0
39030,B00314GCJU,E,1.0
39030,B005UEB96K,I,0.0
39030,B00BIQRANU,E,1.0
39030,B00GMZUS2M,I,0.0
39030,B00GXZS94A,E,1.0
39030,B00CWY8V9O,E,1.0
39030,B00OW9OTMK,E,1.0
39030,B00TTD9BRC,E,1.0
39030,B00Y7QTD8I,E,1.0
39030,B00YHZFA5E,I,0.0
39030,B00ZPO05TW,S,0.1
39030,B0128EKO2O,E,1.0
39030,B013IJMDR2,E,1.0
39030,B01HI7VY84,I,0.0
39030,B00HFDZ3UW,E,1.0
40671,B0743K2RRN,E,1.0
40671,B0743LDN66,E,1.0
40671,B079QHPRKX,S,0.1
40671,B07C7JB96S,E,1.0
40671,B07DJZFNPQ,C,0.01
40671,B07H3GG18G,C,0.01
40671,B085W2HST9,E,1.0
40671,B07R7BD9GW,E,1.0
40671,B07V4GSNJC,E,1.0
40671,B088JP7QJ3,C,0.01
40671,B088JXHBVJ,E,1.0
40671,B01LCZMHPM,E,1.0
40671,B07JDQQLQ3,E,1.0
40671,B013BXDZ90,E,1.0
40671,B004B2ZMLK,E,1.0
40671,B00GOFSB6U,E,1.0
40671,B000634H14,E,1.0
40671,B001B4KG2Q,E,1.0
40671,B002DRLESA,E,1.0
40671,B00O8SZTKQ,E,1.0
40671,B00591C0AI,E,1.0
40671,B00324X5L2,E,1.0
40671,B007GCGTPU,E,1.0
40671,B007GCGUUY,E,1.0
40671,B007TGMJ3E,E,1.0
40671,B008CA7W7E,E,1.0
40671,B009VGJV0Y,E,1.0
40671,B0068CBY7C,E,1.0
41387,B01N7SX419,I,0.0
41387,B06VT852G8,E,1.0
41387,B06XMY43G8,E,1.0
41387,B072WCF69Q,E,1.0
41387,B07CFY4G48,E,1.0
41387,B07CSJ13Z8,E,1.0
41387,B07N6PY941,E,1.0
41387,B07NSXC1VX,E,1.0
41387,B07PWYB1CM,S,0.1
41387,B083PGHMPN,E,1.0
