product_id,distinct_full_family_texts,distinct_old_seven_texts,dataset
10987,32,7,wands
10988,32,7,wands
10996,32,7,wands
11,32,7,wands
1100,32,7,wands
11011,32,7,wands
1103,32,7,wands
11033,32,7,wands
11060,32,7,wands
11062,32,7,wands
11068,32,7,wands
11070,32,7,wands
11071,32,7,wands
11074,32,7,wands
11075,32,7,wands
11080,32,7,wands
11083,32,7,wands
11084,32,7,wands
11085,32,7,wands
11098,32,7,wands
11103,32,7,wands
11106,32,7,wands
11107,32,7,wands
11112,32,7,wands
1113,32,7,wands
11134,32,7,wands
11142,32,7,wands
11144,32,7,wands
11149,32,7,wands
11151,32,7,wands
11152,32,7,wands
11159,32,7,wands
11160,32,7,wands
11161,32,7,wands
11162,32,7,wands
11184,32,7,wands
11195,32,7,wands
11202,32,7,wands
11226,32,7,wands
11227,32,7,wands
11231,32,7,wands
11238,32,7,wands
11240,32,7,wands
11242,32,7,wands
1125,32,7,wands
11251,32,7,wands
11252,32,7,wands
11253,32,7,wands
11255,32,7,wands
11263,32,7,wands
11264,32,7,wands
11265,32,7,wands
11281,32,7,wands
11282,32,7,wands
11283,32,7,wands
11287,32,7,wands
11297,32,7,wands
11299,32,7,wands
113,32,7,wands
11302,32,7,wands
11314,32,7,wands
11316,32,7,wands
1132,32,7,wands
11324,32,7,wands
11335,32,7,wands
11342,32,7,wands
11344,32,7,wands
11353,32,7,wands
11364,32,7,wands
11369,32,7,wands
11378,32,7,wands
11383,32,7,wands
11386,32,7,wands
1139,32,7,wands
11396,32,7,wands
11397,32,7,wands
114,32,7,wands
11400,32,7,wands
11409,32,7,wands
11415,32,7,wands
11419,32,7,wands
1142,32,7,wands
11420,32,7,wands
11421,32,7,wands
11431,32,7,wands
11434,32,7,wands
11437,32,7,wands
1144,32,7,wands
11442,32,7,wands
11444,32,7,wands
11450,32,7,wands
11458,32,7,wands
11462,32,7,wands
11463,32,7,wands
11470,32,7,wands
1148,32,7,wands
1149,32,7,wands
11506,32,7,wands
1152,32,7,wands
1153,32,7,wands
11553,32,7,wands
1163,32,7,wands
11633,32,7,wands
11634,32,7,wands
11655,32,7,wands
11663,32,7,wands
1167,32,7,wands
11671,32,7,wands
11674,32,7,wands
11675,32,7,wands
11679,32,7,wands
1168,32,7,wands
11710,32,7,wands
11716,32,7,wands
11731,32,7,wands
11733,32,7,wands
11734,32,7,wands
11741,32,7,wands
11742,32,7,wands
11767,32,7,wands
11768,32,7,wands
11770,32,7,wands
11771,32,7,wands
11773,32,7,wands
11793,32,7,wands
11808,32,7,wands
11840,32,7,wands
11847,32,7,wands
11853,32,7,wands
11854,32,7,wands
11856,32,7,wands
11857,32,7,wands
11860,32,7,wands
11863,32,7,wands
11867,32,7,wands
11869,32,7,wands
11871,32,7,wands
11874,32,7,wands
11875,32,7,wands
11876,32,7,wands
11877,32,7,wands
11878,32,7,wands
11885,32,7,wands
1191,32,7,wands
11917,32,7,wands
11918,32,7,wands
11919,32,7,wands
11920,32,7,wands
11922,32,7,wands
11923,32,7,wands
11925,32,7,wands
11926,32,7,wands
11927,32,7,wands
11928,32,7,wands
11929,32,7,wands
11952,32,7,wands
1197,32,7,wands
1198,32,7,wands
1199,32,7,wands
120,32,7,wands
1200,32,7,wands
1201,32,7,wands
12020,32,7,wands
12046,32,7,wands
12075,32,7,wands
1208,32,7,wands
12092,32,7,wands
12093,32,7,wands
1210,32,7,wands
12102,32,7,wands
12104,32,7,wands
12107,32,7,wands
12118,32,7,wands
12119,32,7,wands
12120,32,7,wands
12130,32,7,wands
12139,32,7,wands
12140,32,7,wands
12141,32,7,wands
12142,32,7,wands
12143,32,7,wands
12144,32,7,wands
12145,32,7,wands
12146,32,7,wands
12151,32,7,wands
12154,32,7,wands
12155,32,7,wands
12157,32,7,wands
12158,32,7,wands
12159,32,7,wands
12160,32,7,wands
12161,32,7,wands
12164,32,7,wands
12165,32,7,wands
12166,32,7,wands
12167,32,7,wands
12179,32,7,wands
12186,32,7,wands
12211,32,7,wands
12215,32,7,wands
12229,32,7,wands
12237,32,7,wands
12238,32,7,wands
12240,32,7,wands
12265,32,7,wands
12266,32,7,wands
12298,32,7,wands
1230,32,7,wands
12305,32,7,wands
12308,32,7,wands
1231,32,7,wands
12371,32,7,wands
12372,32,7,wands
12377,32,7,wands
12381,32,7,wands
12382,32,7,wands
12383,32,7,wands
12388,32,7,wands
12407,32,7,wands
12408,32,7,wands
1244,32,7,wands
12443,32,7,wands
12446,32,7,wands
12447,32,7,wands
1245,32,7,wands
1248,32,7,wands
12489,32,7,wands
12493,32,7,wands
12504,32,7,wands
12505,32,7,wands
12508,32,7,wands
12509,32,7,wands
1251,32,7,wands
12510,32,7,wands
12514,32,7,wands
1252,32,7,wands
12520,32,7,wands
12529,32,7,wands
12533,32,7,wands
12544,32,7,wands
1255,32,7,wands
12552,32,7,wands
12559,32,7,wands
12571,32,7,wands
12574,32,7,wands
12575,32,7,wands
1258,32,7,wands
12592,32,7,wands
12594,32,7,wands
12603,32,7,wands
12604,32,7,wands
12605,32,7,wands
12606,32,7,wands
12607,32,7,wands
12608,32,7,wands
12609,32,7,wands
12610,32,7,wands
12612,32,7,wands
12613,32,7,wands
12614,32,7,wands
12615,32,7,wands
12616,32,7,wands
12617,32,7,wands
12618,32,7,wands
12619,32,7,wands
12620,32,7,wands
12654,32,7,wands
12670,32,7,wands
12672,32,7,wands
12673,32,7,wands
12674,32,7,wands
12745,32,7,wands
12746,32,7,wands
12760,32,7,wands
12779,32,7,wands
12807,32,7,wands
1281,32,7,wands
12823,32,7,wands
12828,32,7,wands
12829,32,7,wands
12830,32,7,wands
12831,32,7,wands
1284,32,7,wands
12845,32,7,wands
12848,32,7,wands
12863,32,7,wands
12867,32,7,wands
1287,32,7,wands
1288,32,7,wands
1289,32,7,wands
12926,32,7,wands
12928,32,7,wands
1293,32,7,wands
1294,32,7,wands
1295,32,7,wands
12953,32,7,wands
12954,32,7,wands
12955,32,7,wands
12956,32,7,wands
12969,32,7,wands
12974,32,7,wands
1298,32,7,wands
12987,32,7,wands
1299,32,7,wands
12990,32,7,wands
12991,32,7,wands
12998,32,7,wands
13,32,7,wands
13001,32,7,wands
13017,32,7,wands
1305,32,7,wands
13050,32,7,wands
1306,32,7,wands
13105,32,7,wands
13151,32,7,wands
1316,32,7,wands
13162,32,7,wands
1317,32,7,wands
13170,32,7,wands
13173,32,7,wands
13174,32,7,wands
13184,32,7,wands
13186,32,7,wands
13187,32,7,wands
13188,32,7,wands
1319,32,7,wands
13190,32,7,wands
13191,32,7,wands
13192,32,7,wands
13193,32,7,wands
13194,32,7,wands
13195,32,7,wands
1320,32,7,wands
1321,32,7,wands
13211,32,7,wands
13223,32,7,wands
13227,32,7,wands
13232,32,7,wands
13234,32,7,wands
13236,32,7,wands
1325,32,7,wands
13256,32,7,wands
1326,32,7,wands
13267,32,7,wands
13277,32,7,wands
13278,32,7,wands
13279,32,7,wands
13280,32,7,wands
13281,32,7,wands
13287,32,7,wands
13288,32,7,wands
13289,32,7,wands
13290,32,7,wands
13291,32,7,wands
13295,32,7,wands
13296,32,7,wands
13297,32,7,wands
13298,32,7,wands
13299,32,7,wands
13300,32,7,wands
13301,32,7,wands
13302,32,7,wands
13303,32,7,wands
13304,32,7,wands
13305,32,7,wands
13306,32,7,wands
13307,32,7,wands
13308,32,7,wands
13309,32,7,wands
1331,32,7,wands
13310,32,7,wands
13311,32,7,wands
13312,32,7,wands
13313,32,7,wands
13314,32,7,wands
13315,32,7,wands
13316,32,7,wands
13317,32,7,wands
13318,32,7,wands
13319,32,7,wands
13320,32,7,wands
13321,32,7,wands
13322,32,7,wands
13323,32,7,wands
13324,32,7,wands
13325,32,7,wands
13326,32,7,wands
13327,32,7,wands
13328,32,7,wands
13329,32,7,wands
13330,32,7,wands
13331,32,7,wands
13332,32,7,wands
13333,32,7,wands
13334,32,7,wands
13335,32,7,wands
13336,32,7,wands
13337,32,7,wands
13338,32,7,wands
13339,32,7,wands
13340,32,7,wands
13341,32,7,wands
13342,32,7,wands
13343,32,7,wands
13344,32,7,wands
13345,32,7,wands
13346,32,7,wands
13347,32,7,wands
13348,32,7,wands
13349,32,7,wands
13350,32,7,wands
13427,32,7,wands
13429,32,7,wands
1343,32,7,wands
13432,32,7,wands
13433,32,7,wands
13434,32,7,wands
13435,32,7,wands
13436,32,7,wands
13437,32,7,wands
13438,32,7,wands
13441,32,7,wands
13442,32,7,wands
13446,32,7,wands
13450,32,7,wands
13475,32,7,wands
13476,32,7,wands
13477,32,7,wands
13492,32,7,wands
13500,32,7,wands
13518,32,7,wands
13527,32,7,wands
13529,32,7,wands
13538,32,7,wands
13553,32,7,wands
13554,32,7,wands
13561,32,7,wands
13562,32,7,wands
13564,32,7,wands
13565,32,7,wands
13566,32,7,wands
13567,32,7,wands
13568,32,7,wands
13569,32,7,wands
13570,32,7,wands
13571,32,7,wands
13572,32,7,wands
13573,32,7,wands
13575,32,7,wands
13576,32,7,wands
13578,32,7,wands
13587,32,7,wands
13594,32,7,wands
13595,32,7,wands
13596,32,7,wands
13626,32,7,wands
13636,32,7,wands
13645,32,7,wands
13650,32,7,wands
13652,32,7,wands
13661,32,7,wands
13700,32,7,wands
13705,32,7,wands
13712,32,7,wands
13720,32,7,wands
13747,32,7,wands
13748,32,7,wands
1375,32,7,wands
13750,32,7,wands
13759,32,7,wands
13767,32,7,wands
13769,32,7,wands
13771,32,7,wands
13783,32,7,wands
13784,32,7,wands
13790,32,7,wands
13800,32,7,wands
13801,32,7,wands
13814,32,7,wands
13819,32,7,wands
13824,32,7,wands
13826,32,7,wands
13828,32,7,wands
13829,32,7,wands
13831,32,7,wands
13835,32,7,wands
13836,32,7,wands
13837,32,7,wands
13839,32,7,wands
13840,32,7,wands
13848,32,7,wands
13856,32,7,wands
13860,32,7,wands
13874,32,7,wands
13887,32,7,wands
13889,32,7,wands
13922,32,7,wands
13926,32,7,wands
13927,32,7,wands
13928,32,7,wands
13929,32,7,wands
13941,32,7,wands
13942,32,7,wands
13945,32,7,wands
13948,32,7,wands
13959,32,7,wands
1399,32,7,wands
14014,32,7,wands
14025,32,7,wands
14028,32,7,wands
14034,32,7,wands
14035,32,7,wands
14037,32,7,wands
14047,32,7,wands
14052,32,7,wands
14053,32,7,wands
14054,32,7,wands
14055,32,7,wands
14056,32,7,wands
14057,32,7,wands
14058,32,7,wands
14059,32,7,wands
14060,32,7,wands
14061,32,7,wands
14062,32,7,wands
14078,32,7,wands
14102,32,7,wands
14103,32,7,wands
14104,32,7,wands
14105,32,7,wands
14119,32,7,wands
14130,32,7,wands
1418,32,7,wands
14201,32,7,wands
14202,32,7,wands
14203,32,7,wands
14205,32,7,wands
14206,32,7,wands
14207,32,7,wands
14208,32,7,wands
14209,32,7,wands
14210,32,7,wands
14211,32,7,wands
14226,32,7,wands
14227,32,7,wands
14232,32,7,wands
14235,32,7,wands
14242,32,7,wands
14256,32,7,wands
14260,32,7,wands
14269,32,7,wands
14279,32,7,wands
14282,32,7,wands
14283,32,7,wands
14284,32,7,wands
14288,32,7,wands
14303,32,7,wands
14304,32,7,wands
14305,32,7,wands
14314,32,7,wands
14338,32,7,wands
14339,32,7,wands
14341,32,7,wands
14351,32,7,wands
14354,32,7,wands
14355,32,7,wands
14356,32,7,wands
14357,32,7,wands
14366,32,7,wands
14379,32,7,wands
14382,32,7,wands
14394,32,7,wands
14400,32,7,wands
14410,32,7,wands
14412,32,7,wands
14413,32,7,wands
14418,32,7,wands
1442,32,7,wands
14424,32,7,wands
14431,32,7,wands
14438,32,7,wands
14439,32,7,wands
14441,32,7,wands
14442,32,7,wands
14450,32,7,wands
14452,32,7,wands
14469,32,7,wands
1448,32,7,wands
14483,32,7,wands
14488,32,7,wands
1449,32,7,wands
1450,32,7,wands
14515,32,7,wands
1452,32,7,wands
14521,32,7,wands
14525,32,7,wands
14529,32,7,wands
14531,32,7,wands
14533,32,7,wands
1454,32,7,wands
14546,32,7,wands
14564,32,7,wands
1457,32,7,wands
14579,32,7,wands
14584,32,7,wands
14585,32,7,wands
14591,32,7,wands
14609,32,7,wands
14617,32,7,wands
14638,32,7,wands
14642,32,7,wands
14645,32,7,wands
14647,32,7,wands
14648,32,7,wands
1465,32,7,wands
14655,32,7,wands
14656,32,7,wands
14658,32,7,wands
14665,32,7,wands
14666,32,7,wands
14669,32,7,wands
14670,32,7,wands
14676,32,7,wands
14677,32,7,wands
14678,32,7,wands
14684,32,7,wands
14685,32,7,wands
14686,32,7,wands
14691,32,7,wands
14699,32,7,wands
14713,32,7,wands
14715,32,7,wands
14720,32,7,wands
14729,32,7,wands
14730,32,7,wands
14733,32,7,wands
14734,32,7,wands
14735,32,7,wands
14738,32,7,wands
14743,32,7,wands
14755,32,7,wands
14756,32,7,wands
14758,32,7,wands
14759,32,7,wands
14771,32,7,wands
14783,32,7,wands
14787,32,7,wands
14788,32,7,wands
14789,32,7,wands
14808,32,7,wands
14814,32,7,wands
14834,32,7,wands
14844,32,7,wands
14845,32,7,wands
14855,32,7,wands
14856,32,7,wands
14867,32,7,wands
14872,32,7,wands
14881,32,7,wands
14885,32,7,wands
14886,32,7,wands
14894,32,7,wands
14910,32,7,wands
14926,32,7,wands
1494,32,7,wands
14963,32,7,wands
14966,32,7,wands
14967,32,7,wands
1498,32,7,wands
14998,32,7,wands
15,32,7,wands
15006,32,7,wands
15015,32,7,wands
15017,32,7,wands
15018,32,7,wands
1502,32,7,wands
15022,32,7,wands
15042,32,7,wands
15043,32,7,wands
15044,32,7,wands
15045,32,7,wands
15053,32,7,wands
15062,32,7,wands
15063,32,7,wands
15086,32,7,wands
15096,32,7,wands
15102,32,7,wands
15115,32,7,wands
15133,32,7,wands
15134,32,7,wands
15135,32,7,wands
15136,32,7,wands
15142,32,7,wands
15143,32,7,wands
15171,32,7,wands
1520,32,7,wands
15223,32,7,wands
15224,32,7,wands
15226,32,7,wands
15227,32,7,wands
15228,32,7,wands
15229,32,7,wands
15230,32,7,wands
15231,32,7,wands
15237,32,7,wands
15238,32,7,wands
1524,32,7,wands
15240,32,7,wands
15243,32,7,wands
15247,32,7,wands
15248,32,7,wands
15259,32,7,wands
15268,32,7,wands
15269,32,7,wands
15270,32,7,wands
15272,32,7,wands
15275,32,7,wands
15279,32,7,wands
15283,32,7,wands
15284,32,7,wands
15285,32,7,wands
15286,32,7,wands
15287,32,7,wands
15288,32,7,wands
15289,32,7,wands
15290,32,7,wands
15291,32,7,wands
15292,32,7,wands
15293,32,7,wands
15294,32,7,wands
15295,32,7,wands
15297,32,7,wands
15298,32,7,wands
15299,32,7,wands
15300,32,7,wands
15301,32,7,wands
1532,32,7,wands
1533,32,7,wands
1535,32,7,wands
15372,32,7,wands
15383,32,7,wands
15384,32,7,wands
15392,32,7,wands
15395,32,7,wands
15397,32,7,wands
1540,32,7,wands
15405,32,7,wands
15418,32,7,wands
15424,32,7,wands
15427,32,7,wands
15429,32,7,wands
15431,32,7,wands
15433,32,7,wands
15434,32,7,wands
15435,32,7,wands
15436,32,7,wands
15438,32,7,wands
15449,32,7,wands
15459,32,7,wands
15469,16,6,wands
15471,32,7,wands
15473,32,7,wands
15489,32,7,wands
1552,32,7,wands
15524,32,7,wands
15526,32,7,wands
15528,32,7,wands
15537,32,7,wands
15540,32,7,wands
15547,32,7,wands
15551,32,7,wands
15580,32,7,wands
15583,32,7,wands
15584,32,7,wands
15605,32,7,wands
15606,32,7,wands
15607,32,7,wands
15609,32,7,wands
15610,32,7,wands
15611,32,7,wands
15612,32,7,wands
15613,32,7,wands
15614,32,7,wands
15615,32,7,wands
15617,32,7,wands
15618,32,7,wands
15625,32,7,wands
15626,32,7,wands
15627,32,7,wands
15659,32,7,wands
15661,32,7,wands
15662,32,7,wands
15664,32,7,wands
15666,32,7,wands
15667,32,7,wands
15668,32,7,wands
15669,32,7,wands
1567,32,7,wands
15671,32,7,wands
15672,32,7,wands
15673,32,7,wands
15675,32,7,wands
15676,32,7,wands
15678,32,7,wands
15692,32,7,wands
15696,32,7,wands
15698,32,7,wands
15710,32,7,wands
1573,32,7,wands
15741,32,7,wands
15748,32,7,wands
15749,32,7,wands
15750,32,7,wands
15757,32,7,wands
15762,32,7,wands
15770,32,7,wands
15771,32,7,wands
15777,32,7,wands
15796,32,7,wands
15797,32,7,wands
15798,32,7,wands
15800,32,7,wands
15802,32,7,wands
15803,32,7,wands
15837,32,7,wands
15845,32,7,wands
15846,32,7,wands
15850,32,7,wands
15851,32,7,wands
15885,32,7,wands
15896,32,7,wands
15900,32,7,wands
15902,32,7,wands
15903,32,7,wands
15904,32,7,wands
15905,32,7,wands
15906,32,7,wands
15914,32,7,wands
15916,32,7,wands
15920,32,7,wands
15926,32,7,wands
15928,32,7,wands
15930,32,7,wands
15934,32,7,wands
15937,32,7,wands
15940,32,7,wands
15944,32,7,wands
15945,32,7,wands
15946,32,7,wands
15947,32,7,wands
15948,32,7,wands
15950,32,7,wands
15952,32,7,wands
15955,32,7,wands
15956,32,7,wands
15957,32,7,wands
15958,32,7,wands
15959,32,7,wands
15962,32,7,wands
15963,32,7,wands
15965,32,7,wands
15973,32,7,wands
15983,32,7,wands
15984,32,7,wands
15987,32,7,wands
15993,32,7,wands
15996,32,7,wands
16013,32,7,wands
16015,32,7,wands
16025,32,7,wands
16027,32,7,wands
16031,32,7,wands
16032,32,7,wands
16033,32,7,wands
16034,32,7,wands
16040,32,7,wands
1606,32,7,wands
16075,32,7,wands
16083,32,7,wands
1609,32,7,wands
16098,32,7,wands
16110,32,7,wands
16113,32,7,wands
16114,32,7,wands
1613,32,7,wands
16141,32,7,wands
16143,32,7,wands
16144,32,7,wands
16145,32,7,wands
16146,32,7,wands
1616,32,7,wands
16191,32,7,wands
16192,32,7,wands
16206,32,7,wands
16216,32,7,wands
16217,32,7,wands
16218,32,7,wands
16226,32,7,wands
16227,32,7,wands
16242,32,7,wands
16245,32,7,wands
16256,32,7,wands
16283,32,7,wands
16292,32,7,wands
16294,32,7,wands
16295,32,7,wands
16297,32,7,wands
16299,32,7,wands
16301,32,7,wands
16305,32,7,wands
16343,32,7,wands
16344,32,7,wands
16345,32,7,wands
16346,32,7,wands
16354,32,7,wands
16355,32,7,wands
16388,32,7,wands
16389,32,7,wands
1639,32,7,wands
16390,32,7,wands
16411,32,7,wands
16451,32,7,wands
16453,32,7,wands
16455,32,7,wands
16456,32,7,wands
16458,32,7,wands
16460,32,7,wands
16461,32,7,wands
16462,32,7,wands
16463,32,7,wands
16482,32,7,wands
16486,32,7,wands
16511,32,7,wands
16516,32,7,wands
16517,32,7,wands
16525,32,7,wands
16526,32,7,wands
16530,32,7,wands
16531,32,7,wands
16550,32,7,wands
16563,32,7,wands
16575,32,7,wands
16576,32,7,wands
16607,32,7,wands
16628,32,7,wands
16643,32,7,wands
16661,32,7,wands
16666,32,7,wands
16669,32,7,wands
16671,32,7,wands
16673,32,7,wands
16676,32,7,wands
16679,32,7,wands
16689,32,7,wands
16696,32,7,wands
16702,32,7,wands
16704,32,7,wands
1671,32,7,wands
16722,32,7,wands
16727,32,7,wands
1673,32,7,wands
16730,32,7,wands
16736,32,7,wands
16742,32,7,wands
16749,32,7,wands
16753,32,7,wands
16756,32,7,wands
16757,32,7,wands
16759,32,7,wands
16760,32,7,wands
16775,32,7,wands
16790,32,7,wands
16824,32,7,wands
16826,32,7,wands
16830,32,7,wands
16842,32,7,wands
16845,32,7,wands
16848,32,7,wands
1686,32,7,wands
16864,32,7,wands
16869,32,7,wands
1687,32,7,wands
16870,32,7,wands
16880,32,7,wands
1689,32,7,wands
16897,32,7,wands
1690,32,7,wands
16905,32,7,wands
16918,32,7,wands
1692,32,7,wands
16921,32,7,wands
16940,32,7,wands
16945,32,7,wands
16950,32,7,wands
16954,32,7,wands
16958,32,7,wands
16959,32,7,wands
1696,32,7,wands
16962,32,7,wands
16963,32,7,wands
16969,32,7,wands
16971,32,7,wands
16986,32,7,wands
16987,32,7,wands
16999,32,7,wands
17009,32,7,wands
17013,32,7,wands
17041,32,7,wands
17042,32,7,wands
17043,32,7,wands
17044,32,7,wands
17045,32,7,wands
17046,32,7,wands
17047,32,7,wands
17048,32,7,wands
17053,32,7,wands
17060,32,7,wands
17061,32,7,wands
17063,32,7,wands
17069,32,7,wands
17085,32,7,wands
17087,32,7,wands
17088,32,7,wands
17089,32,7,wands
17105,32,7,wands
17110,32,7,wands
17111,32,7,wands
17117,32,7,wands
17118,32,7,wands
17123,32,7,wands
1713,32,7,wands
17131,32,7,wands
17133,32,7,wands
17136,32,7,wands
17145,32,7,wands
17147,32,7,wands
17148,32,7,wands
1715,32,7,wands
17151,32,7,wands
17156,32,7,wands
17158,32,7,wands
17159,32,7,wands
17164,32,7,wands
17182,32,7,wands
17184,32,7,wands
17188,32,7,wands
17189,32,7,wands
17198,32,7,wands
17199,32,7,wands
1720,32,7,wands
17200,32,7,wands
17201,32,7,wands
17202,32,7,wands
17203,32,7,wands
17208,32,7,wands
17237,32,7,wands
17238,32,7,wands
17241,32,7,wands
17242,32,7,wands
17247,32,7,wands
1725,32,7,wands
17250,32,7,wands
1727,32,7,wands
17275,32,7,wands
17289,32,7,wands
17292,32,7,wands
17332,32,7,wands
17341,32,7,wands
1735,32,7,wands
17353,32,7,wands
17354,32,7,wands
17358,32,7,wands
17377,32,7,wands
17379,32,7,wands
17383,32,7,wands
1739,32,7,wands
17391,32,7,wands
17397,32,7,wands
17401,32,7,wands
17404,32,7,wands
17409,32,7,wands
17410,32,7,wands
17416,32,7,wands
17418,32,7,wands
1742,32,7,wands
17420,32,7,wands
17422,32,7,wands
17424,32,7,wands
17438,32,7,wands
17439,32,7,wands
17440,32,7,wands
17477,32,7,wands
17478,32,7,wands
17479,32,7,wands
17480,32,7,wands
17481,32,7,wands
17517,32,7,wands
1752,32,7,wands
17521,32,7,wands
17537,32,7,wands
17540,32,7,wands
17541,32,7,wands
17546,32,7,wands
17547,32,7,wands
17549,32,7,wands
17552,32,7,wands
17562,32,7,wands
17564,32,7,wands
17565,32,7,wands
17572,32,7,wands
17581,32,7,wands
1759,32,7,wands
17592,32,7,wands
17593,32,7,wands
17596,32,7,wands
17615,32,7,wands
17625,32,7,wands
17641,32,7,wands
17642,32,7,wands
17654,32,7,wands
17656,32,7,wands
17657,32,7,wands
17658,32,7,wands
17659,32,7,wands
1767,32,7,wands
17686,32,7,wands
17689,32,7,wands
17693,32,7,wands
17694,32,7,wands
17696,32,7,wands
17697,32,7,wands
17698,32,7,wands
17699,32,7,wands
17701,32,7,wands
17702,32,7,wands
17703,32,7,wands
17704,32,7,wands
17705,32,7,wands
17707,32,7,wands
17710,32,7,wands
17711,32,7,wands
17714,32,7,wands
17715,32,7,wands
17716,32,7,wands
17717,32,7,wands
17720,32,7,wands
17725,32,7,wands
17730,32,7,wands
17731,32,7,wands
17736,32,7,wands
17737,32,7,wands
17738,32,7,wands
17740,32,7,wands
17741,32,7,wands
17743,32,7,wands
17744,32,7,wands
17745,32,7,wands
17749,32,7,wands
17750,32,7,wands
17757,32,7,wands
17758,32,7,wands
17759,32,7,wands
17763,32,7,wands
17767,32,7,wands
17770,32,7,wands
17771,32,7,wands
17775,32,7,wands
17788,32,7,wands
17789,32,7,wands
17797,32,7,wands
17798,32,7,wands
17801,32,7,wands
17811,32,7,wands
17826,32,7,wands
17828,32,7,wands
1783,32,7,wands
17832,32,7,wands
17841,32,7,wands
17842,32,7,wands
17846,32,7,wands
17848,32,7,wands
17851,32,7,wands
17854,32,7,wands
1786,32,7,wands
17884,32,7,wands
17889,32,7,wands
17891,32,7,wands
17896,32,7,wands
17897,32,7,wands
17898,32,7,wands
17902,32,7,wands
17903,32,7,wands
17904,32,7,wands
17913,32,7,wands
17925,32,7,wands
17929,32,7,wands
17933,32,7,wands
17946,32,7,wands
17947,32,7,wands
17948,32,7,wands
17949,32,7,wands
17950,32,7,wands
1796,32,7,wands
17966,32,7,wands
17969,32,7,wands
17972,32,7,wands
17973,32,7,wands
17976,32,7,wands
17978,32,7,wands
17979,32,7,wands
17988,32,7,wands
18007,32,7,wands
18010,32,7,wands
18012,32,7,wands
18016,32,7,wands
18031,32,7,wands
18032,32,7,wands
18051,32,7,wands
18052,32,7,wands
18054,32,7,wands
18058,32,7,wands
18061,32,7,wands
18062,32,7,wands
18063,32,7,wands
18070,32,7,wands
18075,32,7,wands
18077,32,7,wands
18080,32,7,wands
18092,32,7,wands
18093,32,7,wands
