name,stage,seconds
D_T2_f0.5_s42,full_schedule_audit,98.03099999995902
D_T2_f0.5_s42,test_ranking,4.280999999959022
D_T2_f0.5_s42_lr0.0001,dev_catalog_generation,9.37499999976717
D_T2_f0.5_s42_lr0.0001,dev_ranking,0.811999999685213
D_T2_f0.5_s42_lr0.0001,sampled_invariance,1.0780000006780028
D_T2_f0.5_s42_lr0.0001,training,6.514999999664724
D_T2_s42,final_catalog_generation,5.9530000002123415
D_T2_s42,full_schedule_audit,97.43799999984913
D_T2_s42,test_ranking,4.25
D_T2_s42_lr0.0001,dev_catalog_generation,9.718999999808148
D_T2_s42_lr0.0001,dev_ranking,0.43799999984912574
D_T2_s42_lr0.0001,sampled_invariance,1.0150000001303852
D_T2_s42_lr0.0001,training,12.359000000171363
D_T2_s42_lr0.0003,dev_catalog_generation,9.640000000363216
D_T2_s42_lr0.0003,dev_ranking,0.4229999999515712
D_T2_s42_lr0.0003,sampled_invariance,1.0009999996982515
D_T2_s42_lr0.0003,training,12.499000000301749
S_T0_s42,final_catalog_generation,8.125
S_T0_s42,full_schedule_audit,102.92200000002049
S_T0_s42,test_ranking,4.375
S_T0_s42_lr0.0001,dev_catalog_generation,16.641000000061467
S_T0_s42_lr0.0001,dev_ranking,0.4059999999590218
S_T0_s42_lr0.0001,sampled_invariance,1.7979999997187406
S_T0_s42_lr0.0001,training,2.547000000020489
S_T0_s42_lr0.0003,dev_catalog_generation,20.109999999869615
S_T0_s42_lr0.0003,dev_ranking,0.43700000015087426
S_T0_s42_lr0.0003,sampled_invariance,1.6700000003911555
S_T0_s42_lr0.0003,training,2.313999999780208
S_T0_s43,final_catalog_generation,8.25
S_T0_s43,full_schedule_audit,100.82899999967776
S_T0_s43,test_ranking,4.422000000020489
S_T0_s43_lr0.0001,dev_catalog_generation,14.014999999897555
S_T0_s43_lr0.0001,dev_ranking,0.7029999999795109
S_T0_s43_lr0.0001,sampled_invariance,1.4850000001024455
S_T0_s43_lr0.0001,training,3.1409999998286366
S_T0_s44,final_catalog_generation,8.109000000171363
S_T0_s44,full_schedule_audit,101.92200000002049
S_T0_s44,test_ranking,4.312999999849126
S_T0_s44_lr0.0001,dev_catalog_generation,13.74999999976717
S_T0_s44_lr0.0001,dev_ranking,0.7810000001918525
S_T0_s44_lr0.0001,sampled_invariance,1.3919999999925494
S_T0_s44_lr0.0001,training,2.8590000001713634
S_T1_s42,final_catalog_generation,7.797000000020489
S_T1_s42,full_schedule_audit,102.40599999995902
S_T1_s42,test_ranking,4.312999999849126
S_T1_s42_lr0.0001,dev_catalog_generation,21.89199999999255
S_T1_s42_lr0.0001,dev_ranking,0.7979999999515712
S_T1_s42_lr0.0001,sampled_invariance,1.7650000001303852
S_T1_s42_lr0.0001,training,13.233999999705702
S_T1_s42_lr0.0003,dev_catalog_generation,21.54700000002049
S_T1_s42_lr0.0003,dev_ranking,0.4359999999869615
S_T1_s42_lr0.0003,sampled_invariance,1.4850000001024455
S_T1_s42_lr0.0003,training,16.282000000122935
S_T2_f0.25_s42,final_catalog_generation,8.452999999979511
S_T2_f0.25_s42,full_schedule_audit,104.5
S_T2_f0.25_s42,test_ranking,4.719000000040978
S_T2_f0.25_s42_lr0.0001,dev_catalog_generation,13.62499999976717
S_T2_f0.25_s42_lr0.0001,dev_ranking,0.7810000001918525
S_T2_f0.25_s42_lr0.0001,sampled_invariance,1.531000000424683
S_T2_f0.25_s42_lr0.0001,training,5.827999999979511
S_T2_f0.5_s42,final_catalog_generation,8.061999999918044
S_T2_f0.5_s42,full_schedule_audit,102.93700000015087
S_T2_f0.5_s42,test_ranking,4.375
S_T2_f0.5_s42_lr0.0001,dev_catalog_generation,13.921999999787658
S_T2_f0.5_s42_lr0.0001,dev_ranking,0.7639999999664724
S_T2_f0.5_s42_lr0.0001,sampled_invariance,1.5320000001229346
S_T2_f0.5_s42_lr0.0001,training,10.54700000025332
S_T2_s42,final_catalog_generation,7.952999999979511
S_T2_s42,full_schedule_audit,104.14099999982864
S_T2_s42,test_ranking,4.297000000020489
S_T2_s42_lr0.0001,dev_catalog_generation,22.71999999997206
S_T2_s42_lr0.0001,dev_ranking,0.39000000013038516
S_T2_s42_lr0.0001,sampled_invariance,1.8270000000484288
S_T2_s42_lr0.0001,training,41.59399999980815
S_T2_s42_lr0.0003,dev_catalog_generation,1869.625
S_T2_s42_lr0.0003,dev_ranking,1.4690000000409782
S_T2_s42_lr0.0003,sampled_invariance,2.7979999997187406
S_T2_s42_lr0.0003,training,371.60900000017136
