Method,Split,Mode,Residual_Base,Training_Examples,Negatives_per_example,Epoch,Params,family,regime,seed,lr,Pairs,Queries,Recall@20,Recall@100,VI@20,VI@100,Robust@100,Never@100,worst_schedule@100,minimum_macro_schedule100,units
D_T0_s43,dev,catalog,frozen Set-Attention,546,1.0,0,593921,D,T0,43.0,0.0001,536,17,50.29990225043398,79.58391265413321,0.0,0.0,79.58391265413321,20.41608734586679,79.58391265413321,79.58391265413321,percent; bootstrap deltas in percentage points
D_T0_s44,dev,catalog,frozen Set-Attention,546,1.0,0,593921,D,T0,44.0,0.0001,536,17,50.29990225043398,79.58391265413321,0.0,0.0,79.58391265413321,20.41608734586679,79.58391265413321,79.58391265413321,percent; bootstrap deltas in percentage points
S_T0_s43,dev,catalog,frozen Set-Attention,546,1.0,0,462593,S,T0,43.0,0.0001,536,17,50.29990225043398,79.58391265413321,0.0,0.0,79.58391265413321,20.41608734586679,79.58391265413321,79.58391265413321,percent; bootstrap deltas in percentage points
S_T0_s44,dev,catalog,frozen Set-Attention,546,1.0,0,462593,S,T0,44.0,0.0001,536,17,50.29990225043398,79.58391265413321,0.0,0.0,79.58391265413321,20.41608734586679,79.58391265413321,79.58391265413321,percent; bootstrap deltas in percentage points
Original,test,catalog,none,0,0.0,0,0,,historical,,,21299,308,36.037983988205795,63.62025687113682,11.931807342696619,12.30487480542735,57.18027461163258,30.514850582940067,60.274236266756986,63.00003161905716,percent; bootstrap deltas in percentage points
Canonical,test,catalog,none,0,0.0,0,0,,historical,,,21299,308,36.072423810213536,63.236881413573656,0.0,0.0,63.236881413573656,36.763118586426344,63.236881413573656,63.236881413573656,percent; bootstrap deltas in percentage points
Set-Mean,test,catalog,none,0,0.0,0,0,,historical,,,21299,308,35.30097183020647,61.82003875366853,0.0,0.0,61.82003875366853,38.17996124633148,61.82003875366853,61.82003875366853,percent; bootstrap deltas in percentage points
Set-Attention,test,catalog,none,546,1.0,1,98561,,historical,42.0,,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
Phase-VI DeepSets,test,catalog,none,546,1.0,1,593920,,historical,42.0,,21299,308,33.432282683200995,60.79469973415015,0.0,0.0,60.79469973415015,39.20530026584985,60.79469973415015,60.79469973415015,percent; bootstrap deltas in percentage points
Phase-VI Set Transformer,test,catalog,none,546,1.0,1,462592,,historical,42.0,,21299,308,29.879489592524124,55.09741314388711,0.0,0.0,55.09741314388711,44.90258685611288,55.09741314388711,55.09741314388711,percent; bootstrap deltas in percentage points
D_T0_s42,test,catalog,frozen Set-Attention,546,1.0,0,593921,D,T0,42.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
D_T1_s42,test,catalog,frozen Set-Attention,3257,1.0,0,593921,D,T1,42.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
D_T2_s42,test,catalog,frozen Set-Attention,3257,6.395455941050046,0,593921,D,T2,42.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
S_T0_s42,test,catalog,frozen Set-Attention,546,1.0,0,462593,S,T0,42.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
S_T1_s42,test,catalog,frozen Set-Attention,3257,1.0,0,462593,S,T1,42.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
S_T2_s42,test,catalog,frozen Set-Attention,3257,6.395455941050046,0,462593,S,T2,42.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
D_T2_f0.25_s42,test,catalog,frozen Set-Attention,814,6.416461916461916,0,593921,D,T2_f0.25,42.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
D_T2_f0.5_s42,test,catalog,frozen Set-Attention,1628,6.377149877149877,0,593921,D,T2_f0.5,42.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
S_T2_f0.25_s42,test,catalog,frozen Set-Attention,814,6.416461916461916,0,462593,S,T2_f0.25,42.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
S_T2_f0.5_s42,test,catalog,frozen Set-Attention,1628,6.377149877149877,0,462593,S,T2_f0.5,42.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
D_T0_s43,test,catalog,frozen Set-Attention,546,1.0,0,593921,D,T0,43.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
D_T0_s44,test,catalog,frozen Set-Attention,546,1.0,0,593921,D,T0,44.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
S_T0_s43,test,catalog,frozen Set-Attention,546,1.0,0,462593,S,T0,43.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
S_T0_s44,test,catalog,frozen Set-Attention,546,1.0,0,462593,S,T0,44.0,0.0001,21299,308,35.24271488324723,62.17291536896218,0.0,0.0,62.17291536896218,37.82708463103782,62.17291536896218,62.17291536896218,percent; bootstrap deltas in percentage points
Original,test,catalog_fully_fitting,none,0,0.0,0,0,,historical,,,6797,239,24.65511962557684,56.51602987194306,8.38461901045228,11.21575065915725,50.510954770473546,38.273294570369195,52.33832415117742,54.49472001781215,percent; bootstrap deltas in percentage points
Canonical,test,catalog_fully_fitting,none,0,0.0,0,0,,historical,,,6797,239,24.833297749811575,56.394531943582315,0.0,0.0,56.394531943582315,43.60546805641769,56.394531943582315,56.394531943582315,percent; bootstrap deltas in percentage points
Set-Mean,test,catalog_fully_fitting,none,0,0.0,0,0,,historical,,,6797,239,30.05747696779471,59.75709096627618,0.0,0.0,59.75709096627618,40.24290903372381,59.75709096627618,59.75709096627618,percent; bootstrap deltas in percentage points
Set-Attention,test,catalog_fully_fitting,none,546,1.0,1,98561,,historical,42.0,,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
Phase-VI DeepSets,test,catalog_fully_fitting,none,546,1.0,1,593920,,historical,42.0,,6797,239,28.232083387068634,56.19633676259882,0.0,0.0,56.19633676259882,43.80366323740119,56.19633676259882,56.19633676259882,percent; bootstrap deltas in percentage points
Phase-VI Set Transformer,test,catalog_fully_fitting,none,546,1.0,1,462592,,historical,42.0,,6797,239,25.422721535363905,50.29250408263813,0.0,0.0,50.29250408263813,49.70749591736187,50.29250408263813,50.29250408263813,percent; bootstrap deltas in percentage points
D_T0_s42,test,catalog_fully_fitting,frozen Set-Attention,546,1.0,0,593921,D,T0,42.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
D_T1_s42,test,catalog_fully_fitting,frozen Set-Attention,3257,1.0,0,593921,D,T1,42.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
D_T2_s42,test,catalog_fully_fitting,frozen Set-Attention,3257,6.395455941050046,0,593921,D,T2,42.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
S_T0_s42,test,catalog_fully_fitting,frozen Set-Attention,546,1.0,0,462593,S,T0,42.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
S_T1_s42,test,catalog_fully_fitting,frozen Set-Attention,3257,1.0,0,462593,S,T1,42.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
S_T2_s42,test,catalog_fully_fitting,frozen Set-Attention,3257,6.395455941050046,0,462593,S,T2,42.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
D_T2_f0.25_s42,test,catalog_fully_fitting,frozen Set-Attention,814,6.416461916461916,0,593921,D,T2_f0.25,42.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
D_T2_f0.5_s42,test,catalog_fully_fitting,frozen Set-Attention,1628,6.377149877149877,0,593921,D,T2_f0.5,42.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
S_T2_f0.25_s42,test,catalog_fully_fitting,frozen Set-Attention,814,6.416461916461916,0,462593,S,T2_f0.25,42.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
S_T2_f0.5_s42,test,catalog_fully_fitting,frozen Set-Attention,1628,6.377149877149877,0,462593,S,T2_f0.5,42.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
D_T0_s43,test,catalog_fully_fitting,frozen Set-Attention,546,1.0,0,593921,D,T0,43.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
D_T0_s44,test,catalog_fully_fitting,frozen Set-Attention,546,1.0,0,593921,D,T0,44.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
S_T0_s43,test,catalog_fully_fitting,frozen Set-Attention,546,1.0,0,462593,S,T0,43.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
S_T0_s44,test,catalog_fully_fitting,frozen Set-Attention,546,1.0,0,462593,S,T0,44.0,0.0001,6797,239,29.78285499020509,60.342449803197596,0.0,0.0,60.342449803197596,39.657550196802404,60.342449803197596,60.342449803197596,percent; bootstrap deltas in percentage points
