candidate,epoch,train_loss,gradient_mean,gradient_max,training_seconds,Recall@20,Recall@100,Robust@100,VI@20,VI@100,Never@100,base_attribute_norm,delta_norm,delta_to_base,scaled_delta_to_base,final_base_cosine,alpha,invariance_max_L2,alpha_global
D_T2_s42_lr0.0001,4,0.1545552308912799,0.8752346733840657,2.967124462127685,3.094000000040978,0.0106060606060606,0.0942351013201554,0.0942351013201554,0.0,0.0,0.9057648986798446,1.0,21.310443878173828,21.310443878173828,1.101124286651611,0.5554792881011963,0.051666684448719,6.094134619161196e-07,0.0516708083450794
D_T2_s42_lr0.0003,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
D_T2_s42_lr0.0003,1,0.632477480409187,0.359223810389784,1.726540207862854,3.3120000001508743,0.0102567419929848,0.1054953711689954,0.1054953711689954,0.0,0.0,0.8945046288310046,1.0,24.135955810546875,24.135955810546875,1.2406747341156006,0.5461779236793518,0.0514021925628185,2.985760545470839e-07,0.0514036454260349
D_T2_s42_lr0.0003,2,0.1772350280067837,0.5882300672431787,1.8150713443756104,2.952999999979511,0.0095008912655971,0.0917756892087523,0.0917756892087523,0.0,0.0,0.9082243107912475,1.0,22.84590530395508,22.84590721130371,1.1810927391052246,0.5101044178009033,0.0517297200858593,4.17343954950411e-07,0.0516982264816761
D_T2_s42_lr0.0003,3,0.1189096230535436,0.6452963327368101,3.267594814300537,2.984000000171364,0.0015686274509803,0.0049108734402852,0.0049108734402852,0.0,0.0,0.9950891265597148,1.0,25.95439720153809,25.95439720153809,1.3485335111618042,0.3263012170791626,0.0519792400300502,3.624441546890012e-07,0.0519576370716095
D_T2_s42_lr0.0003,4,0.0945394547901519,0.6132395891107473,2.9594688415527344,3.25,0.0687878787878787,0.0828326517772884,0.0828326517772884,0.0,0.0,0.9171673482227116,1.0,22.610673904418945,22.610673904418945,1.1788314580917358,0.4974291920661926,0.0521361827850341,4.51273706403299e-07,0.0521360710263252
S_T0_s42_lr0.0001,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
S_T0_s42_lr0.0001,1,0.2700381191658886,0.3249428906611034,0.8547283411026001,0.7660000000614673,0.512507668654422,0.7716013523802843,0.7716013523802843,0.0,0.0,0.2283986476197157,1.0,2.1837353706359863,2.1837353706359863,0.1095545068383216,0.9983272552490234,0.0501646399497985,1.3897586370603676e-07,0.0501685813069343
S_T0_s42_lr0.0001,2,0.2171537290999304,1.3093718418053215,3.33293080329895,0.7819999998901039,0.4857864119699299,0.754285105090442,0.754285105090442,0.0,0.0,0.2457148949095579,1.0,3.872615337371826,3.872615575790405,0.1951079368591308,0.9940548539161682,0.050386618822813,1.409204628544103e-07,0.0503817535936832
S_T0_s42_lr0.0001,3,0.177145100338555,2.0578820484025138,5.17621374130249,0.4839999999385327,0.4456441452186196,0.761003612186375,0.761003612186375,0.0,0.0,0.2389963878136249,1.0,3.8619439601898193,3.8619439601898193,0.1953320801258087,0.9937068819999696,0.0505601167678833,1.5635679062597776e-07,0.050578698515892
S_T0_s42_lr0.0001,4,0.1477070046868516,2.954000697817121,5.940411567687988,0.5,0.3518118261462957,0.6770071678460257,0.6770071678460257,0.0,0.0,0.3229928321539745,1.0,5.82219123840332,5.82219123840332,0.2953849732875824,0.9863265156745912,0.0507543720304966,1.5815726328582969e-07,0.0507346391677856
S_T0_s42_lr0.0003,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
S_T0_s42_lr0.0003,1,0.2443351099342653,0.685988986492157,1.6010887622833252,0.5159999998286366,0.4618076974894854,0.7115376482323734,0.7115376482323734,0.0,0.0,0.2884623517676265,1.0,6.749224662780762,6.749224662780762,0.3408364951610565,0.9816228151321412,0.0505150705575943,1.3246551588963484e-07,0.05049978941679
S_T0_s42_lr0.0003,2,0.1565621204865284,1.7645941683224269,6.587560653686523,0.703999999910593,0.3405288624260483,0.6006383267957189,0.6006383267957189,0.0,0.0,0.399361673204281,1.0,10.647639274597168,10.647639274597168,0.5437836050987244,0.9501497745513916,0.0510485060513019,2.506274938696152e-07,0.0510706715285778
S_T0_s42_lr0.0003,3,0.0964616611327007,2.4965723208018717,6.088418006896973,0.625,0.3229735095731822,0.4492007445608239,0.4492007445608239,0.0,0.0,0.5507992554391761,1.0,12.452718734741213,12.452718734741213,0.6420267820358276,0.9251002073287964,0.0515364930033683,1.900591541925678e-07,0.0515574179589748
S_T0_s42_lr0.0003,4,0.0639749603830414,2.821258200917925,7.691316604614258,0.4690000000409782,0.2805772337075948,0.4422562835566534,0.4422562835566534,0.0,0.0,0.5577437164433466,1.0,14.260931968688965,14.260931968688965,0.7405977845191956,0.8960232734680176,0.0519165843725204,2.2428646673233746e-07,0.0519316308200359
S_T1_s42_lr0.0001,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
S_T1_s42_lr0.0001,1,0.194940898765312,3.598343708643726,16.34358787536621,3.2659999998286366,0.3281033113391984,0.6395035577644668,0.6395035577644668,0.0,0.0,0.3604964422355332,1.0,8.121541023254395,8.121541023254395,0.4137459993362427,0.9722320437431335,0.0509340390563011,1.4955845983877225e-07,0.050944298505783
S_T1_s42_lr0.0001,2,0.0971392370019271,5.915823998988843,17.36937141418457,3.1399999998975545,0.347842264614018,0.5536850620069674,0.5536850620069674,0.0,0.0,0.4463149379930325,1.0,8.31065559387207,8.310657501220703,0.4288491606712341,0.9705695509910583,0.051605112850666,1.491799110908687e-07,0.0516023933887481
S_T1_s42_lr0.0001,3,0.0647667573580771,5.182717930452497,25.415037155151367,3.375,0.1688531364403044,0.3572285054050945,0.3572285054050945,0.0,0.0,0.6427714945949053,1.0,15.063185691833496,15.063185691833496,0.7873583436012268,0.8765880465507507,0.0522526353597641,2.425016134566249e-07,0.0522704012691974
S_T1_s42_lr0.0001,4,0.0419429369696287,5.00197326698724,22.87641716003418,3.452999999979511,0.1641600660303221,0.3370989826880793,0.3370989826880793,0.0,0.0,0.6629010173119206,1.0,16.34020233154297,16.3402042388916,0.8641825318336487,0.8323835134506226,0.0528753958642482,2.775240943719837e-07,0.0528869368135929
S_T1_s42_lr0.0003,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
S_T1_s42_lr0.0003,1,0.1459235921010288,2.456421735970413,16.833633422851562,4.5310000001918525,0.2318135098614225,0.3583900077626358,0.3583900077626358,0.0,0.0,0.6416099922373641,1.0,21.02140045166016,21.02140045166016,1.102783203125,0.7237765192985535,0.0524694398045539,2.5684758497845905e-07,0.0524597056210041
S_T1_s42_lr0.0003,2,0.0517075064360162,2.3295566705512067,10.793269157409668,3.1880000000819564,0.2211930698370554,0.3534263180181634,0.3534263180181634,0.0,0.0,0.6465736819818366,1.0,23.640830993652344,23.640830993652344,1.2662187814712524,0.535112202167511,0.0535686127841472,3.665560655008449e-07,0.0535604283213615
S_T1_s42_lr0.0003,3,0.0285893905406607,1.7040820276072504,12.61193561553955,4.125,0.2307587057252668,0.4073645373352857,0.4073645373352857,0.0,0.0,0.5926354626647142,1.0,26.58164596557617,26.581647872924805,1.4400920867919922,0.3877937495708465,0.0541929267346859,3.999553257472144e-07,0.0541763044893741
S_T1_s42_lr0.0003,4,0.0193263220939342,1.2605854849714566,10.52437686920166,4.437999999849126,0.0695011509668331,0.1871911918538231,0.1871911918538231,0.0,0.0,0.812808808146177,1.0,27.154417037963867,27.154417037963867,1.4864859580993652,0.3858360052108764,0.0547136664390563,3.934374319669587e-07,0.054742407053709
S_T2_s42_lr0.0001,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
S_T2_s42_lr0.0001,1,0.7403202109315624,10.425835631641688,37.210784912109375,10.125,0.3533059706761779,0.583969163072486,0.583969163072486,0.0,0.0,0.4160308369275138,1.0,7.62218713760376,7.62218713760376,0.3876395225524902,0.9757229089736938,0.0508687309920787,2.247944763666965e-07,0.0508565939962863
S_T2_s42_lr0.0001,2,0.4264353818603553,22.37656877204484,72.04605102539062,10.921999999787658,0.2852257775111554,0.5062382483237574,0.5062382483237574,0.0,0.0,0.4937617516762426,1.0,8.961151123046875,8.961151123046875,0.4608906209468841,0.9651811122894288,0.05142318084836,1.7562865650688766e-07,0.0514318607747554
S_T2_s42_lr0.0001,3,0.2756374793668759,21.65138345606187,64.31217956542969,10.828999999910591,0.2367863649776861,0.3521683500325226,0.3521683500325226,0.0,0.0,0.6478316499674773,1.0,12.241868019104004,12.241868019104004,0.6365762948989868,0.9255970120429992,0.0520018674433231,2.4729988012950344e-07,0.0519998930394649
S_T2_s42_lr0.0001,4,0.1917120613933231,19.394214946849672,73.02201080322266,9.718000000109896,0.0974258515669857,0.2470805879727895,0.2470805879727895,0.0,0.0,0.7529194120272105,1.0,18.54718017578125,18.54718017578125,0.9745590686798096,0.7926091551780701,0.0525174848735332,2.737934892138583e-07,0.052544966340065
S_T2_s42_lr0.0003,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
S_T2_s42_lr0.0003,1,0.5178012214200717,9.92296686564006,37.176048278808594,355.375,0.2533937632971077,0.3680545151727655,0.3680545151727655,0.0,0.0,0.6319454848272346,1.0,16.254146575927734,16.254146575927734,0.848131537437439,0.8554715514183044,0.0521620474755764,2.3025295092793385e-07,0.0521793290972709
S_T2_s42_lr0.0003,2,0.1808883595547135,7.923987807304251,34.191261291503906,6.296000000089407,0.1048887753973194,0.2245364327576713,0.2245364327576713,0.0,0.0,0.7754635672423288,1.0,23.054840087890625,23.054840087890625,1.2370789051055908,0.5588604211807251,0.0536851175129413,5.118040462548379e-07,0.0536580421030521
S_T2_s42_lr0.0003,3,0.077029591392619,4.132784816308641,21.6323184967041,4.937999999849126,0.0091090976904595,0.0825493828954506,0.0825493828954506,0.0,0.0,0.9174506171045492,1.0,25.800243377685547,25.800243377685547,1.4072265625,0.4350059330463409,0.054544523358345,5.730211114496342e-07,0.0545428656041622
S_T2_s42_lr0.0003,4,0.0474089521705694,2.748704650658457,18.06426239013672,4.984000000171363,0.0051328273244781,0.0828792910125927,0.0828792910125927,0.0,0.0,0.9171207089874072,1.0,27.037328720092773,27.037328720092773,1.4939526319503784,0.347799152135849,0.0552597045898437,5.93777997437428e-07,0.0552554167807102
D_T2_f0.25_s42_lr0.0001,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
D_T2_f0.25_s42_lr0.0001,1,1.1199251316689156,0.0339641892077291,0.0430373959243297,0.7660000000614673,0.5042428950533595,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.4708509445190429,0.4708509445190429,0.0236753225326538,0.9999953508377076,0.0502914972603321,1.287082227463543e-07,0.0502819195389747
D_T2_f0.25_s42_lr0.0001,2,1.0893974403784374,0.0818804175245995,0.2336043566465377,0.5940000000409782,0.5022375992223246,0.77315811569901,0.77315811569901,0.0,0.0,0.2268418843009899,1.0,6.952532768249512,6.952532768249512,0.3526701629161834,0.9803863167762756,0.0507529489696025,1.611779083532383e-07,0.0507252663373947
D_T2_f0.25_s42_lr0.0001,3,0.8674531444284781,0.3224412699540456,0.4617478251457214,0.9690000000409782,0.4731773133235715,0.7490594379519289,0.7490594379519289,0.0,0.0,0.2509405620480711,1.0,33.25940704345703,33.25940704345703,1.6988118886947632,0.6328973174095154,0.051052488386631,1.3749382787864306e-07,0.0510771572589874
D_T2_f0.25_s42_lr0.0001,4,0.6747866365921292,0.4036976858681323,0.707103967666626,0.7339999999385327,0.40137628735096,0.6345963021264637,0.6345963021264637,0.0,0.0,0.3654036978735362,1.0,27.421728134155277,27.421730041503903,1.4034425020217896,0.5800125002861023,0.0511772744357585,2.0935337374794474e-07,0.0511803179979324
D_T2_f0.5_s42_lr0.0001,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
D_T2_f0.5_s42_lr0.0001,1,1.090895692897956,0.0561576403640941,0.2295614928007125,0.8439999998081475,0.5022375992223246,0.7883235568754806,0.7883235568754806,0.0,0.0,0.2116764431245193,1.0,6.748465538024902,6.748465538024902,0.3423253297805786,0.9813726544380188,0.0507530122995376,1.0717660359205185e-07,0.0507261864840984
D_T2_f0.5_s42_lr0.0001,2,0.7617864119625795,0.3591906897285405,0.5840825438499451,1.6399999998975543,0.3807384013870977,0.5765003880521341,0.5765003880521341,0.0,0.0,0.4234996119478659,1.0,24.357999801635746,24.35800170898437,1.2465386390686035,0.6468907594680786,0.0511629357933998,2.3390569481307466e-07,0.0511760711669921
D_T2_f0.5_s42_lr0.0001,3,0.3911074335876788,0.5430459532083249,1.2682960033416748,2.186999999918044,0.079847748116842,0.1896047468514522,0.1896047468514522,0.0,0.0,0.8103952531485478,1.0,22.94085121154785,22.940853118896484,1.1791058778762815,0.5712999105453491,0.0514009408652782,3.389962728306273e-07,0.051397431641817
D_T2_f0.5_s42_lr0.0001,4,0.252270931876848,0.6383019684284341,1.4925258159637451,1.8440000000409784,0.0780665286642516,0.1247584362597669,0.1247584362597669,0.0,0.0,0.8752415637402331,1.0,21.866024017333984,21.866024017333984,1.125834584236145,0.5719053149223328,0.0515069477260112,4.483885902573093e-07,0.0514875091612339
S_T2_f0.25_s42_lr0.0001,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
S_T2_f0.25_s42_lr0.0001,1,1.027215337870455,2.5797177056471505,10.478353500366213,1.202999999979511,0.4901906074716601,0.782654222965446,0.782654222965446,0.0,0.0,0.2173457770345539,1.0,3.0217411518096924,3.0217411518096924,0.1518323868513107,0.9964122176170348,0.0502658374607563,1.280222647892515e-07,0.0502468347549438
S_T2_f0.25_s42_lr0.0001,2,0.7825894667709782,11.159177130343869,33.84572982788086,1.6560000001918525,0.4079622141089675,0.7420060513283248,0.7420060513283248,0.0,0.0,0.2579939486716752,1.0,4.611151218414307,4.611151218414307,0.2327145487070083,0.991804838180542,0.0504492819309234,1.1496969420932147e-07,0.0504679158329963
S_T2_f0.25_s42_lr0.0001,3,0.6838184249488962,16.730421753490674,43.32340621948242,1.5159999998286366,0.4146793858261392,0.6813418449436837,0.6813418449436837,0.0,0.0,0.3186581550563164,1.0,4.91021728515625,4.91021728515625,0.2486323565244674,0.990439236164093,0.050645176321268,1.4393562253189884e-07,0.0506358221173286
S_T2_f0.25_s42_lr0.0001,4,0.5887579712147208,20.72951396306356,60.72753143310547,1.452999999979511,0.3594552223597737,0.5637984791572088,0.5637984791572088,0.0,0.0,0.4362015208427912,1.0,7.631566524505615,7.631566524505615,0.3877010941505432,0.9753503203392028,0.0507870353758335,1.6158310245373286e-07,0.0508022531867027
S_T2_f0.5_s42_lr0.0001,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
S_T2_f0.5_s42_lr0.0001,1,0.8945882749498916,7.038822150113536,38.42259216308594,2.7660000000614677,0.3802861863042162,0.6715048585041415,0.6715048585041415,0.0,0.0,0.3284951414958585,1.0,4.813728332519531,4.813728332519531,0.2429619580507278,0.9904947876930236,0.0504505299031734,1.4469702591668465e-07,0.050472792237997
S_T2_f0.5_s42_lr0.0001,2,0.592063358140519,17.033262224758374,53.01114273071289,2.765000000130385,0.3766097622547855,0.6023608994499315,0.6023608994499315,0.0,0.0,0.3976391005500684,1.0,6.367952346801758,6.367952346801758,0.3236739933490753,0.9843531250953674,0.0508080795407295,1.703758840676528e-07,0.0508284159004688
S_T2_f0.5_s42_lr0.0001,3,0.4810158047248456,21.297326653611425,67.34857177734375,2.422000000020489,0.3330890636940313,0.4750989081647164,0.4750989081647164,0.0,0.0,0.5249010918352836,1.0,8.283503532409668,8.283503532409668,0.4235046207904815,0.9705329537391664,0.0511333383619785,1.5864554825384405e-07,0.051126267760992
S_T2_f0.5_s42_lr0.0001,4,0.3745450353300249,21.070972903102053,55.936614990234375,2.594000000040978,0.2930199408697986,0.4268616669541716,0.4268616669541716,0.0,0.0,0.5731383330458283,1.0,10.303126335144045,10.303126335144045,0.5299476981163025,0.9521355032920836,0.0514235161244869,2.095257372047854e-07,0.0514356382191181
D_T0_s43_lr0.0001,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
D_T0_s43_lr0.0001,1,0.2827426068512074,0.0162187697099787,0.0390495397150516,0.8910000000614673,0.5037833362298301,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.1824118793010711,0.1824118793010711,0.0091518415138125,0.9999998807907104,0.050164271146059,1.170506038761232e-07,0.0501634776592254
D_T0_s43_lr0.0001,2,0.2812566058539645,0.0175001055002212,0.0385160520672798,0.4529999999795109,0.5042428950533595,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.7315636277198792,0.7315636277198792,0.0368707962334156,0.9999787211418152,0.0504065081477165,1.162923339848021e-07,0.0503998920321464
D_T0_s43_lr0.0001,3,0.2730980530763284,0.0387070481266294,0.1801595389842987,0.5,0.4971079425875246,0.7845306647186179,0.7845306647186179,0.0,0.0,0.2154693352813821,1.0,4.767069339752197,4.767069339752197,0.2417726963758468,0.991246223449707,0.0506951063871383,1.5817005305507337e-07,0.0507175885140895
D_T0_s43_lr0.0001,4,0.2273173175015292,0.1403493456542492,0.4347143471240997,0.4220000000204891,0.4476268310338813,0.7096307326462772,0.7096307326462772,0.0,0.0,0.2903692673537228,1.0,25.206859588623047,25.206859588623047,1.2871546745300293,0.7715110182762146,0.051048070192337,1.5644189943486708e-07,0.0510637275874614
D_T0_s44_lr0.0001,0,,0.0,0.0,0.0,0.5029990225043398,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.0,0.0,0.0,1.0,0.0500214584171772,1.2582759723045456e-07,0.05
D_T0_s44_lr0.0001,1,0.2827557207463861,0.0160058084609253,0.0420144014060497,0.468000000109896,0.5037833362298301,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.1794902682304382,0.1794902682304382,0.0090034985914826,0.9999998807907104,0.0501643642783165,1.4158995043089817e-07,0.0501659773290157
D_T0_s44_lr0.0001,2,0.2813429937257871,0.0171605924676571,0.0346487388014793,0.5310000001918525,0.5042428950533595,0.7958391265413322,0.7958391265413322,0.0,0.0,0.2041608734586678,1.0,0.6881152391433716,0.6881152391433716,0.0346782095730304,0.999981164932251,0.050402570515871,1.1742464067765469e-07,0.0503959096968174
D_T0_s44_lr0.0001,3,0.2724391060434418,0.0377413168549537,0.1702244877815246,0.4690000000409782,0.4982613451250102,0.7845306647186179,0.7845306647186179,0.0,0.0,0.2154693352813821,1.0,4.7562360763549805,4.7562360763549805,0.241159051656723,0.9913170337677002,0.0506897941231727,1.3783736108052838e-07,0.0507038831710815
