query_id,product_id,R0,R2,R3,R4,R5,R8,rank_min,rank_max,rank_span,rank_ratio,HitInstability@10,HitInstability@20,HitInstability@50
2,8093,45,47,54,52,60,51,45,60,15,1.3333333333333333,False,False,True
2,24094,25,33,29,27,39,37,25,39,14,1.56,False,False,False
2,8142,141,322,267,182,139,95,95,322,227,3.389473684210526,False,False,False
2,30926,51,61,107,63,78,63,51,107,56,2.0980392156862746,False,False,False
2,34737,14,16,28,19,31,20,14,31,17,2.2142857142857144,False,True,False
2,34739,6,9,19,12,26,25,6,26,20,4.333333333333333,True,True,False
2,12179,133,105,77,116,116,110,77,133,56,1.7272727272727273,False,False,False
2,16227,92,92,130,88,121,56,56,130,74,2.3214285714285716,False,False,False
2,32604,29,31,55,40,33,28,28,55,27,1.9642857142857142,False,False,True
2,10547,78,122,119,93,137,97,78,137,59,1.7564102564102564,False,False,False
2,16226,68,90,101,69,186,46,46,186,140,4.043478260869565,False,False,True
2,30321,89,71,87,92,83,103,71,103,32,1.4507042253521127,False,False,False
2,17275,20,10,11,26,34,22,10,34,24,3.4,True,True,False
2,27728,248,347,422,204,136,188,136,422,286,3.1029411764705883,False,False,False
2,42530,46,45,51,35,36,38,35,51,16,1.457142857142857,False,False,True
2,3754,31,22,33,31,29,27,22,33,11,1.5,False,False,False
2,3756,37,37,42,39,25,29,25,42,17,1.68,False,False,False
2,19651,427,531,355,228,154,156,154,531,377,3.448051948051948,False,False,False
2,38580,77,74,45,68,62,77,45,77,32,1.711111111111111,False,False,True
2,12075,140,443,1770,209,291,196,140,1770,1630,12.642857142857142,False,False,False
2,29151,28,30,16,24,28,26,16,30,14,1.875,False,True,False
2,14678,304,827,647,317,156,253,156,827,671,5.301282051282051,False,False,False
2,42557,27,23,22,34,70,33,22,70,48,3.1818181818181817,False,False,True
2,9571,93,67,66,77,104,83,66,104,38,1.5757575757575757,False,False,False
2,20971,113,102,132,118,12561,193,102,12561,12459,123.1470588235294,False,False,False
2,38578,56,66,58,56,53,58,53,66,13,1.2452830188679245,False,False,False
2,39310,38,36,56,54,46,41,36,56,20,1.5555555555555556,False,False,True
2,29146,12,21,30,23,37,23,12,37,25,3.0833333333333335,False,True,False
2,21094,225,291,339,154,194,159,154,339,185,2.2012987012987013,False,False,False
2,9547,264,370,173,254,221,227,173,370,197,2.138728323699422,False,False,False
2,28482,6252,9089,2240,9367,2416,2756,2240,9367,7127,4.181696428571429,False,False,False
2,11033,69,96,62,81,68,78,62,96,34,1.5483870967741935,False,False,False
2,11074,83,56,74,85,110,90,56,110,54,1.9642857142857142,False,False,False
2,11075,91,103,129,101,275,142,91,275,184,3.021978021978022,False,False,False
2,29886,50,59,36,44,32,32,32,59,27,1.84375,False,False,True
2,29144,32,17,31,36,49,49,17,49,32,2.8823529411764706,False,True,False
2,29143,52,58,65,51,105,75,51,105,54,2.0588235294117645,False,False,False
2,29150,41,43,24,41,35,36,24,43,19,1.7916666666666667,False,False,False
2,38517,406,295,270,395,402,231,231,406,175,1.7575757575757576,False,False,False
2,13636,73,85,124,86,69,65,65,124,59,1.9076923076923078,False,False,False
2,21073,1381,12540,10847,6608,2594,2770,1381,12540,11159,9.080376538740044,False,False,False
2,21047,120,119,105,104,61,84,61,120,59,1.9672131147540983,False,False,False
2,21064,549,2105,860,810,113,266,113,2105,1992,18.628318584070797,False,False,False
2,21048,319,478,243,300,96,145,96,478,382,4.979166666666667,False,False,False
2,21083,158,212,149,152,170,125,125,212,87,1.696,False,False,False
2,21062,754,1315,576,1120,99,537,99,1315,1216,13.282828282828282,False,False,False
2,21045,413,4210,15665,4619,844,254,254,15665,15411,61.673228346456696,False,False,False
2,21046,6235,25308,32039,31557,3616,1924,1924,32039,30115,16.652286902286903,False,False,False
2,21043,293,3800,945,335,144,131,131,3800,3669,29.00763358778626,False,False,False
2,621,16,26,26,11,17,15,11,26,15,2.3636363636363638,False,True,False
2,28472,159,254,148,134,112,118,112,254,142,2.267857142857143,False,False,False
2,12020,12463,14023,21634,21826,15691,11862,11862,21826,9964,1.839993255774743,False,False,False
2,32893,15155,26723,22671,14259,1450,3309,1450,26723,25273,18.429655172413792,False,False,False
2,39495,600,6523,10138,3021,15812,1062,600,15812,15212,26.35333333333333,False,False,False
2,39494,2236,10306,11978,7693,14195,3849,2236,14195,11959,6.348389982110913,False,False,False
2,39497,190,265,460,251,643,263,190,643,453,3.3842105263157896,False,False,False
2,15618,66,83,104,76,87,80,66,104,38,1.5757575757575757,False,False,False
2,4201,119,145,85,120,79,258,79,258,179,3.2658227848101267,False,False,False
2,4203,96,93,108,98,85,121,85,121,36,1.423529411764706,False,False,False
2,15617,340,483,360,289,109,183,109,483,374,4.431192660550459,False,False,False
2,27513,97,69,81,78,90,100,69,100,31,1.4492753623188406,False,False,False
2,27512,134,158,97,129,100,128,97,158,61,1.6288659793814433,False,False,False
2,620,3,8,13,2,7,1,1,13,12,13.0,True,False,False
2,10437,200,299,753,642,227,228,200,753,553,3.765,False,False,False
2,24196,143,110,98,121,51,82,51,143,92,2.803921568627451,False,False,False
2,26729,1378,3545,4217,2939,1129,377,377,4217,3840,11.185676392572944,False,False,False
2,36620,10,15,8,9,6,7,6,15,9,2.5,True,False,False
2,36621,5,6,6,7,5,5,5,7,2,1.4,False,False,False
2,36619,17,29,12,14,15,12,12,29,17,2.4166666666666665,False,True,False
2,36632,30,25,25,29,18,19,18,30,12,1.6666666666666667,False,True,False
2,36628,42,38,47,46,27,30,27,47,20,1.7407407407407407,False,False,False
2,27515,59,52,48,47,59,60,47,60,13,1.2765957446808511,False,False,True
2,32873,63,68,86,50,71,64,50,86,36,1.72,False,False,True
2,36672,118,138,122,119,118,94,94,138,44,1.4680851063829787,False,False,False
2,10505,55,63,63,57,108,55,55,108,53,1.9636363636363636,False,False,False
2,38593,7,13,15,10,23,18,7,23,16,3.2857142857142856,True,True,False
2,32781,75,104,162,74,123,87,74,162,88,2.189189189189189,False,False,False
2,34734,2,2,2,1,2,6,1,6,5,6.0,False,False,False
2,36645,18,19,18,15,13,11,11,19,8,1.7272727272727273,False,False,False
2,16256,165,392,364,191,171,138,138,392,254,2.8405797101449277,False,False,False
2,20664,94,95,52,80,73,86,52,95,43,1.8269230769230769,False,False,False
2,8589,393,243,178,391,97,149,97,393,296,4.051546391752577,False,False,False
2,42528,104,151,205,136,102,168,102,205,103,2.0098039215686274,False,False,False
2,39493,306,273,1096,458,209,268,209,1096,887,5.244019138755981,False,False,False
2,9570,65,75,80,73,65,81,65,81,16,1.2461538461538462,False,False,False
2,42516,611,675,393,416,329,357,329,675,346,2.0516717325227964,False,False,False
2,18868,1370,4390,2057,2967,861,1049,861,4390,3529,5.098722415795587,False,False,False
2,24099,260,258,118,164,82,123,82,260,178,3.1707317073170733,False,False,False
2,21055,76,125,125,99,76,68,68,125,57,1.838235294117647,False,False,False
2,23033,105,99,114,110,115,93,93,115,22,1.2365591397849462,False,False,False
3,18909,309,252,439,369,743,247,247,743,496,3.0080971659919027,False,False,False
3,12386,579,1571,1237,1013,941,775,579,1571,992,2.7132987910189983,False,False,False
3,12436,71,172,42,35,4,36,4,172,168,43.0,True,True,True
3,32704,720,631,483,823,209,681,209,823,614,3.937799043062201,False,False,False
3,12201,8,13,10,18,169,58,8,169,161,21.125,True,True,True
3,18293,290,226,54,250,63,114,54,290,236,5.37037037037037,False,False,False
3,40484,315,220,408,324,91,93,91,408,317,4.483516483516484,False,False,False
3,18289,1416,992,1008,1483,890,958,890,1483,593,1.6662921348314608,False,False,False
3,18290,457,93,178,410,558,304,93,558,465,6.0,False,False,False
3,18294,760,546,359,649,222,340,222,760,538,3.4234234234234235,False,False,False
3,18292,157,11,20,93,74,86,11,157,146,14.272727272727273,False,True,True
3,16527,1241,1477,405,1219,544,541,405,1477,1072,3.6469135802469137,False,False,False
3,21804,151,221,176,333,62,77,62,333,271,5.370967741935484,False,False,False
3,42736,93,117,94,95,110,51,51,117,66,2.2941176470588234,False,False,False
3,21233,148,290,382,120,251,244,120,382,262,3.183333333333333,False,False,False
3,11690,1154,1212,708,923,680,1004,680,1212,532,1.7823529411764707,False,False,False
3,36265,611,570,360,525,566,576,360,611,251,1.6972222222222222,False,False,False
3,36497,38,72,151,39,125,62,38,151,113,3.973684210526316,False,False,True
3,28463,516,1034,512,417,239,264,239,1034,795,4.326359832635983,False,False,False
3,32701,568,635,839,647,214,235,214,839,625,3.9205607476635516,False,False,False
3,37422,13,20,38,5,48,13,5,48,43,9.6,True,True,False
3,1923,228,88,159,241,75,197,75,241,166,3.2133333333333334,False,False,False
3,36158,166,208,228,272,100,87,87,272,185,3.1264367816091956,False,False,False
3,40111,60,71,116,66,94,56,56,116,60,2.0714285714285716,False,False,False
3,23741,287,578,269,291,646,690,269,690,421,2.5650557620817844,False,False,False
3,28726,613,562,344,513,118,461,118,613,495,5.194915254237288,False,False,False
3,25746,328,374,191,396,192,188,188,396,208,2.106382978723404,False,False,False
3,21412,782,506,240,477,382,194,194,782,588,4.030927835051546,False,False,False
3,9511,62,48,55,17,485,68,17,485,468,28.529411764705884,False,True,True
3,1854,5,21,14,7,134,12,5,134,129,26.8,True,True,True
3,20007,160,233,445,125,490,873,125,873,748,6.984,False,False,False
3,20118,152,68,112,267,241,353,68,353,285,5.1911764705882355,False,False,False
3,26623,680,407,373,502,290,217,217,680,463,3.133640552995392,False,False,False
3,4852,434,492,371,337,463,372,337,492,155,1.459940652818991,False,False,False
3,1851,101,183,122,118,114,100,100,183,83,1.83,False,False,False
3,5998,11,4,1,14,1,4,1,14,13,14.0,True,False,False
3,30219,658,279,498,569,220,292,220,658,438,2.9909090909090907,False,False,False
3,7423,397,365,1289,428,882,584,365,1289,924,3.5315068493150683,False,False,False
3,3237,1249,1994,1209,981,667,1195,667,1994,1327,2.9895052473763117,False,False,False
3,23599,18,5,2,6,3,30,2,30,28,15.0,True,True,False
3,32352,828,303,288,1007,370,466,288,1007,719,3.4965277777777777,False,False,False
3,7149,50,101,28,22,60,31,22,101,79,4.590909090909091,False,False,True
3,21234,426,297,247,671,296,327,247,671,424,2.716599190283401,False,False,False
3,3596,627,482,138,419,484,282,138,627,489,4.543478260869565,False,False,False
3,881,200,227,163,203,286,206,163,286,123,1.7546012269938651,False,False,False
3,15636,118,118,205,78,282,342,78,342,264,4.384615384615385,False,False,False
3,31401,278,79,271,201,294,186,79,294,215,3.721518987341772,False,False,False
3,5983,289,198,193,275,846,666,193,846,653,4.383419689119171,False,False,False
3,39589,362,468,336,238,376,283,238,468,230,1.9663865546218486,False,False,False
3,27814,1,1,3,1,2,1,1,3,2,3.0,False,False,False
3,19100,7,12,7,11,80,55,7,80,73,11.428571428571429,True,True,True
3,13577,22,64,12,8,6,35,6,64,58,10.666666666666666,True,True,True
3,21244,40,97,45,49,11,41,11,97,86,8.818181818181818,False,True,True
3,13405,496,740,1067,564,322,383,322,1067,745,3.313664596273292,False,False,False
3,7965,1035,1026,726,1026,1057,1135,726,1135,409,1.5633608815426998,False,False,False
4,5488,2741,2184,434,994,564,1606,434,2741,2307,6.315668202764977,False,False,False
4,6098,1028,663,459,767,215,96,96,1028,932,10.708333333333334,False,False,False
4,42393,69,82,59,78,45,37,37,82,45,2.2162162162162162,False,False,True
4,16598,117,177,121,77,238,92,77,238,161,3.090909090909091,False,False,False
4,41662,20,98,92,31,81,52,20,98,78,4.9,False,True,True
4,40331,22,31,27,23,90,13,13,90,77,6.923076923076923,False,True,True
4,24881,247,247,340,150,233,270,150,340,190,2.2666666666666666,False,False,False
4,6099,1009,2506,1114,1085,256,345,256,2506,2250,9.7890625,False,False,False
4,34390,207,86,70,433,370,136,70,433,363,6.185714285714286,False,False,False
4,24890,293,97,591,154,202,289,97,591,494,6.092783505154639,False,False,False
4,13783,999,887,572,1100,1575,658,572,1575,1003,2.7534965034965033,False,False,False
4,20792,493,458,491,339,2300,1184,339,2300,1961,6.784660766961652,False,False,False
4,17679,902,1425,261,348,132,195,132,1425,1293,10.795454545454545,False,False,False
4,14652,357,173,159,1038,88,114,88,1038,950,11.795454545454545,False,False,False
4,30298,2336,820,1180,2813,694,1823,694,2813,2119,4.053314121037464,False,False,False
4,21448,1150,733,903,372,330,707,330,1150,820,3.484848484848485,False,False,False
4,20495,75,165,13,105,8,66,8,165,157,20.625,True,True,True
4,27896,34,24,66,26,186,54,24,186,162,7.75,False,False,True
4,40061,1238,584,1010,855,212,243,212,1238,1026,5.839622641509434,False,False,False
4,31476,23,63,16,37,49,36,16,63,47,3.9375,False,True,True
4,3396,1160,1247,280,1925,1968,1092,280,1968,1688,7.0285714285714285,False,False,False
4,26363,1025,828,1106,536,250,192,192,1106,914,5.760416666666667,False,False,False
4,31629,1075,730,423,800,1164,1333,423,1333,910,3.1513002364066196,False,False,False
5,33253,23,72,13,9,4,11,4,72,68,18.0,True,True,True
5,19757,77,95,21,96,38,36,21,96,75,4.571428571428571,False,False,True
5,26053,142,336,275,139,60,105,60,336,276,5.6,False,False,False
5,6986,1744,2366,1392,1736,506,879,506,2366,1860,4.675889328063241,False,False,False
5,25713,266,211,171,141,87,201,87,266,179,3.057471264367816,False,False,False
5,14091,172,294,163,128,463,148,128,463,335,3.6171875,False,False,False
5,41397,71,78,44,54,216,47,44,216,172,4.909090909090909,False,False,True
5,15772,129,210,88,71,158,121,71,210,139,2.9577464788732395,False,False,False
5,7103,305,226,139,319,667,329,139,667,528,4.798561151079137,False,False,False
5,28673,269,180,210,245,108,182,108,269,161,2.490740740740741,False,False,False
5,25216,1431,1633,559,1461,561,1030,559,1633,1074,2.92128801431127,False,False,False
5,33260,237,137,104,382,336,240,104,382,278,3.673076923076923,False,False,False
5,33261,331,319,266,447,30,70,30,447,417,14.9,False,False,True
5,33262,108,120,316,70,65,68,65,316,251,4.861538461538461,False,False,False
5,33263,169,222,207,244,119,168,119,244,125,2.0504201680672267,False,False,False
5,28682,614,332,146,375,402,376,146,614,468,4.205479452054795,False,False,False
5,40987,9,5,1,4,13,3,1,13,12,13.0,True,False,False
5,27768,722,1109,475,770,237,390,237,1109,872,4.679324894514768,False,False,False
5,18262,876,967,412,787,454,851,412,967,555,2.3470873786407767,False,False,False
5,8409,1536,1079,1216,1679,585,1181,585,1679,1094,2.87008547008547,False,False,False
5,23985,1552,1580,737,1346,329,991,329,1580,1251,4.802431610942249,False,False,False
5,1265,238,261,117,220,132,218,117,261,144,2.230769230769231,False,False,False
5,42437,2122,1556,1281,1780,226,660,226,2122,1896,9.389380530973451,False,False,False
5,15873,231,426,244,284,358,220,220,426,206,1.9363636363636363,False,False,False
5,18305,195,178,82,266,66,94,66,266,200,4.03030303030303,False,False,False
5,6105,307,504,375,234,788,214,214,788,574,3.682242990654206,False,False,False
5,40988,497,316,59,396,32,178,32,497,465,15.53125,False,False,True
5,18310,74,257,331,142,472,84,74,472,398,6.378378378378378,False,False,False
5,6155,48,64,208,57,22,17,17,208,191,12.235294117647058,False,True,True
5,19180,361,690,258,522,414,558,258,690,432,2.6744186046511627,False,False,False
5,23610,47,32,23,21,8,16,8,47,39,5.875,True,True,False
5,7102,744,1435,557,678,467,566,467,1435,968,3.0728051391862956,False,False,False
5,3060,1057,986,383,1256,567,737,383,1256,873,3.279373368146214,False,False,False
5,3061,2067,1159,671,1866,280,894,280,2067,1787,7.382142857142857,False,False,False
5,42686,784,603,362,566,330,309,309,784,475,2.5372168284789645,False,False,False
5,20646,52,26,6,50,36,33,6,52,46,8.666666666666666,True,True,True
5,41112,1508,1007,262,1929,565,662,262,1929,1667,7.362595419847328,False,False,False
5,40989,68,76,17,39,105,80,17,105,88,6.176470588235294,False,True,True
5,40990,182,324,38,124,112,111,38,324,286,8.526315789473685,False,False,True
5,26976,1420,893,867,1249,1624,1071,867,1624,757,1.873125720876586,False,False,False
5,18311,1338,966,1194,1882,313,700,313,1882,1569,6.012779552715655,False,False,False
5,21138,276,393,295,349,270,504,270,504,234,1.8666666666666667,False,False,False
5,6340,29,22,50,48,43,34,22,50,28,2.272727272727273,False,False,False
5,31025,86,93,28,79,14,50,14,93,79,6.642857142857143,False,True,True
5,28643,51,45,162,20,98,83,20,162,142,8.1,False,True,True
5,8882,352,267,41,223,56,316,41,352,311,8.585365853658537,False,False,True
5,8876,377,369,79,198,63,254,63,377,314,5.984126984126984,False,False,False
5,33258,306,77,169,72,41,143,41,306,265,7.463414634146342,False,False,True
5,19496,608,237,40,834,284,236,40,834,794,20.85,False,False,True
5,2324,967,673,425,582,945,532,425,967,542,2.275294117647059,False,False,False
5,32260,152,404,63,157,115,103,63,404,341,6.412698412698413,False,False,False
5,2800,223,136,124,112,173,194,112,223,111,1.9910714285714286,False,False,False
5,12986,658,206,66,657,53,264,53,658,605,12.415094339622641,False,False,False
5,33534,710,1229,951,710,141,346,141,1229,1088,8.71631205673759,False,False,False
5,28683,645,238,386,377,113,561,113,645,532,5.707964601769912,False,False,False
5,41463,259,98,140,125,297,269,98,297,199,3.0306122448979593,False,False,False
5,22956,398,397,413,352,19,59,19,413,394,21.736842105263158,False,True,True
5,1086,110,191,194,368,24,35,24,368,344,15.333333333333334,False,False,True
5,14090,183,429,141,287,535,172,141,535,394,3.7943262411347516,False,False,False
5,1127,141,70,61,94,29,64,29,141,112,4.862068965517241,False,False,True
5,30412,415,311,197,307,93,180,93,415,322,4.462365591397849,False,False,False
5,14879,102,129,93,92,12,30,12,129,117,10.75,False,True,True
5,17690,83,84,98,52,95,43,43,98,55,2.2790697674418605,False,False,True
5,41964,408,370,192,492,549,279,192,549,357,2.859375,False,False,False
5,8497,49,53,107,55,34,29,29,107,78,3.689655172413793,False,False,True
5,24954,385,344,186,361,232,343,186,385,199,2.0698924731182795,False,False,False
5,42722,106,39,229,149,6,117,6,229,223,38.166666666666664,True,True,True
5,6339,115,97,128,281,68,51,51,281,230,5.509803921568627,False,False,False
5,21928,1208,1399,1889,1743,1165,654,654,1889,1235,2.888379204892966,False,False,False
5,9522,915,1250,623,1029,855,727,623,1250,627,2.0064205457463884,False,False,False
5,23677,436,187,166,316,231,381,166,436,270,2.6265060240963853,False,False,False
5,40072,128,148,56,129,11,114,11,148,137,13.454545454545455,False,True,True
5,33251,174,134,71,184,55,113,55,184,129,3.3454545454545452,False,False,False
5,11683,69,34,37,56,16,45,16,69,53,4.3125,False,True,True
5,33264,250,105,109,98,143,171,98,250,152,2.5510204081632653,False,False,False
5,1734,118,125,62,181,193,48,48,193,145,4.020833333333333,False,False,True
5,42664,640,644,700,713,377,567,377,713,336,1.8912466843501325,False,False,False
5,11685,114,96,47,108,48,86,47,114,67,2.425531914893617,False,False,True
5,21134,508,589,415,728,253,283,253,728,475,2.877470355731225,False,False,False
5,42419,325,329,532,397,72,67,67,532,465,7.940298507462686,False,False,False
5,22745,252,280,164,122,50,275,50,280,230,5.6,False,False,True
5,1736,139,37,54,118,88,102,37,139,102,3.7567567567567566,False,False,True
5,30573,480,459,433,586,40,203,40,586,546,14.65,False,False,True
5,26966,186,240,205,146,278,118,118,278,160,2.3559322033898304,False,False,False
5,3014,10,7,2,15,23,8,2,23,21,11.5,True,True,False
5,1286,13,17,15,13,21,9,9,21,12,2.3333333333333335,True,True,False
5,1128,133,40,89,130,80,90,40,133,93,3.325,False,False,True
5,38543,291,657,941,415,692,187,187,941,754,5.032085561497326,False,False,False
5,22116,510,1001,609,588,1054,790,510,1054,544,2.066666666666667,False,False,False
5,4721,37,51,20,25,35,40,20,51,31,2.55,False,True,True
5,28657,5,14,10,12,46,27,5,46,41,9.2,True,True,False
5,32499,101,100,150,114,210,41,41,210,169,5.121951219512195,False,False,True
5,32500,34,65,206,66,182,57,34,206,172,6.0588235294117645,False,False,True
